Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The dehydration of alcohols is catalyzed by,H2SO4,HCl,H3PO4,All of the above,D,"Dehydration of alcohols can be catalyzed by various acids, including H2SO4, HCl, and H3PO4, which facilitate the removal of a water molecule.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with chloroform and NaOH gives,Salicylaldehyde,Salicylic acid,Benzaldehyde,Benzoic acid,A,Phenol reacts with chloroform and NaOH in the Reimer-Tiemann reaction to give salicylaldehyde.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The oxidation of secondary alcohols gives,Aldehydes,Ketones,Carboxylic acids,Ethers,B,"Secondary alcohols are oxidized to ketones, as the oxidation involves the removal of hydrogen from the carbon with the hydroxyl group.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of alcohols with carboxylic acids gives,Ethers,Esters,Aldehydes,Ketones,B,Alcohols react with carboxylic acids in the presence of an acid catalyst to form esters through esterification.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most reactive towards Lucas reagent is,Primary alcohol,Secondary alcohol,Tertiary alcohol,Phenol,C,Tertiary alcohols are most reactive towards Lucas reagent due to the ease of formation of a stable tertiary carbocation.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The best method for preparing unsymmetrical ethers is,Dehydration of alcohols,Williamson synthesis,Reaction of alkoxides with alkyl halides,Both B and C,D,"Williamson synthesis, which involves the reaction of an alkoxide with an alkyl halide, is a good method for preparing unsymmetrical ethers.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Phenol is less acidic than,o-Nitrophenol,p-Nitrophenol,Both A and B,None of these,C,Both o-nitrophenol and p-nitrophenol are more acidic than phenol due to the electron-withdrawing effect of the nitro group.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling points of alcohols are higher than those of their isomeric ethers due to,Hydrogen bonding in alcohols,Higher molecular weight of alcohols,Lower molecular weight of ethers,None of these,A,Alcohols have higher boiling points than their isomeric ethers because of the presence of hydrogen bonding in alcohols.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of ethyl alcohol with sulfuric acid at 170°C gives,Ethylene,Diethyl ether,Ethyl hydrogen sulfate,None of these,A,"At 170°C, ethyl alcohol reacts with sulfuric acid to undergo dehydration, forming ethylene.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling point of ethanol is higher than that of dimethyl ether due to,Hydrogen bonding,Dipole-dipole interactions,London dispersion forces,Ion-dipole interactions,A,"Ethanol has hydrogen bonding, a strong intermolecular force, increasing its boiling point compared to dimethyl ether, which lacks it.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The IUPAC name of (CH₃)₃COH is,2-Methyl-2-propanol,Tert-butanol,2-Propanol,Isopropanol,A,"The compound is named based on the longest chain containing the -OH group, giving 2-methyl-2-propanol.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most reactive towards electrophilic substitution is,Phenol,Benzene,Nitrobenzene,Chlorobenzene,A,"Phenol is most reactive due to the activating effect of the -OH group, which donates electrons into the ring.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The product of the reaction of ethyl alcohol with PCl₅ is,C₂H₅Cl,C₂H₅Cl + POCl₃ + HCl,C₂H₆,C₂H₄,B,"The reaction involves the substitution of -OH by Cl, forming C₂H₅Cl, POCl₃, and HCl.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with Br₂/H₂O gives,"2,4,6-Tribromophenol","2,4-Dibromophenol",4-Bromophenol,Bromobenzene,A,"Phenol undergoes electrophilic aromatic substitution, resulting in 2,4,6-tribromophenol due to the activating effect of -OH.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The Williamson synthesis involves the reaction of,Alkyl halide with alkoxide,Alkyl halide with alcohol,Alkene with alcohol,Alkane with alkyl halide,A,Williamson synthesis is an SN2 reaction between an alkyl halide and an alkoxide ion to form ethers.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound C₆H₅OCH₃ is named as,Anisole,Phenetole,Methoxybenzene,Both A and C,D,"C₆H₅OCH₃ is known by both its common name, anisole, and its IUPAC name, methoxybenzene.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The Lucas test is used to distinguish between,"Primary, secondary, and tertiary alcohols",Alcohols and phenols,Aldehydes and ketones,Alkanes and alkenes,A,"The Lucas test differentiates alcohols based on their reactivity with Lucas reagent, indicating their type.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is least reactive towards electrophilic substitution is,Nitrobenzene,Benzene,Toluene,Phenol,A,"Nitrobenzene is deactivated by the nitro group, making it less reactive than benzene towards electrophilic substitution.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The best method to prepare phenol is,Dow's process,Cumene process,Kolbe's reaction,Williamson synthesis,B,The cumene process is a widely used industrial method for producing phenol.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The oxidation of a secondary alcohol gives,Aldehyde,Ketone,Carboxylic acid,Ether,B,"Secondary alcohols are oxidized to ketones, as the carbon with -OH is bonded to two other carbons.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of diethyl ether with HCl gives,Ethyl chloride,Ethanol,Ethyl chloride and ethanol,Diethyl ether hydrochloride,C,"Diethyl ether reacts with HCl to cleave the ether linkage, forming ethyl chloride and ethanol.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The product of the reaction of phenol with CHCl₃ and NaOH is,Salicylaldehyde,Salicylic acid,Benzaldehyde,Chlorobenzene,A,Phenol reacts with CHCl₃ and NaOH in the Reimer-Tiemann reaction to form salicylaldehyde.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that does not react with Na is,Ethanol,Phenol,Diethyl ether,Both B and C,C,"Diethyl ether does not react with Na, unlike alcohols and phenols, which can release H₂ with Na.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The oxidation of a primary alcohol gives,Aldehyde and then carboxylic acid,Ketone,Ether,Alkane,A,"Primary alcohols are first oxidized to aldehydes, which can further be oxidized to carboxylic acids.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with dilute HNO₃ gives,2-Nitrophenol and 4-nitrophenol,"2,4,6-Trinitrophenol",Nitrobenzene,Phenol,A,Phenol reacts with dilute HNO₃ to give a mixture of 2-nitrophenol and 4-nitrophenol due to electrophilic substitution.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The major product of the reaction between phenol and bromine water is?,"2,4,6-tribromophenol","2,4-dibromophenol",4-bromophenol,2-bromophenol,A,"Phenol reacts with bromine water to form 2,4,6-tribromophenol due to the directing effect of the hydroxyl group.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with chloroform and KOH is known as?,Reimer-Tiemann reaction,Williamson synthesis,Kolbe's reaction,Fries rearrangement,A,Reimer-Tiemann reaction involves the reaction of phenol with chloroform and KOH to form salicylaldehyde.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling point of ethers is lower than their isomeric alcohols because?,Ethers are more polar than alcohols,Ethers have a higher molecular weight than alcohols,Ethers do not form hydrogen bonds,Ethers are less polar than alcohols,C,"Ethers do not have a hydrogen atom bonded to the oxygen, so they cannot form hydrogen bonds, resulting in lower boiling points.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of an alkyl halide with sodium alkoxide to form an ether is known as?,Williamson synthesis,Reimer-Tiemann reaction,Kolbe's reaction,Fries rearrangement,A,Williamson synthesis involves the reaction of an alkyl halide with sodium alkoxide to form an ether.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The major product of the reaction between ethanol and conc. H2SO4 at 140°C is?,Ethene,Diethyl ether,Ethyl hydrogen sulfate,Ethyl sulfate,B,"At 140°C, ethanol reacts with conc. H2SO4 to form diethyl ether through a dehydration reaction.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most reactive towards electrophilic aromatic substitution is?,Phenol,Benzene,Nitrobenzene,Chlorobenzene,A,"Phenol is most reactive due to the activating effect of the hydroxyl group, which donates electrons to the ring.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with NaOH forms?,Sodium phenoxide,Phenoxide ion,Sodium phenolate,All of the above,D,"Phenol reacts with NaOH to form sodium phenoxide (or phenoxide ion), which is resonance stabilized.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is least reactive towards nucleophilic substitution is?,CH3OCH3,C2H5OC2H5,(CH3)3COCH3,C6H5OCH3,C,"(CH3)3COCH3 is a tertiary ether, which is less reactive due to steric hindrance.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Which of the following is an example of a polyhydric alcohol?,Ethanol,Glycerol,Phenol,Methanol,B,Glycerol is a polyhydric alcohol as it contains multiple hydroxyl groups.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The oxidation of a secondary alcohol yields?,Aldehyde,Ketone,Carboxylic acid,Ester,B,"Secondary alcohols are oxidized to ketones, as the hydroxyl group is attached to a secondary carbon.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of an alcohol with PBr3 yields?,Alkyl bromide,Alkyl chloride,Alkene,Alkane,A,PBr3 reacts with alcohols to form alkyl bromides through a substitution reaction.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Phenol is more acidic than?,Ethanol,Methanol,Both A and B,Water,C,Phenol is more acidic than aliphatic alcohols due to resonance stabilization of its conjugate base.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The Williamson synthesis is an example of?,SN1 reaction,SN2 reaction,E1 reaction,E2 reaction,B,"Williamson synthesis is an SN2 reaction, involving the nucleophilic substitution of an alkyl halide by an alkoxide ion.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most soluble in water is?,Diethyl ether,Ethanol,Phenol,Benzene,B,Ethanol is highly soluble in water due to its ability to form hydrogen bonds with water molecules.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of an ether with HI yields?,Alkyl iodide,Alkyl halide and alcohol,Alkene,Alkane,B,Ethers react with HI to form alkyl halides and alcohols through a cleavage reaction.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling point of an alcohol is higher than its isomeric ether because?,Alcohols are more polar than ethers,Alcohols have a higher molecular weight than ethers,Alcohols form hydrogen bonds,Ethers are less polar than alcohols,C,"Alcohols have higher boiling points due to intermolecular hydrogen bonding, which is not present in ethers.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The Lucas test is used to distinguish between?,"Primary, secondary, and tertiary alcohols",Aldehydes and ketones,Carboxylic acids and esters,Alkanes and alkenes,A,"The Lucas test involves the reaction of alcohols with Lucas reagent to distinguish between primary, secondary, and tertiary alcohols based on their reactivity.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with acetyl chloride in the presence of AlCl3 is an example of?,Friedel-Crafts acylation,Friedel-Crafts alkylation,Reimer-Tiemann reaction,Kolbe's reaction,A,"The reaction is Friedel-Crafts acylation, where phenol reacts with acetyl chloride in the presence of AlCl3 to form an acylated product.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The dehydration of a tertiary alcohol yields?,Alkene,Alkane,Aldehyde,Ketone,A,"Tertiary alcohols undergo dehydration to form alkenes, as the tertiary carbocation is stable and can eliminate a proton.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Which compound is most acidic?,Phenol,Ethanol,Methanol,"2,4-Dinitrophenol",D,"2,4-Dinitrophenol is most acidic due to resonance stabilization and electron-withdrawing nitro groups that enhance its acidity.",LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
What is the product of reaction of phenol with bromine water?,2-Bromophenol,"2,4,6-Tribromophenol",4-Bromophenol,"1,4-Dibromobenzene",B,"Phenol reacts with bromine water to form 2,4,6-Tribromophenol due to the activating effect of the hydroxyl group.",LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
What type of reaction is the dehydration of alcohols?,Elimination,Substitution,Addition,Oxidation,A,Dehydration of alcohols is an elimination reaction that results in the formation of alkenes.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Which alcohol is most likely to undergo SN1 reaction?,Methanol,Ethanol,2-Methylpropan-2-ol,Propan-1-ol,C,Tertiary alcohols like 2-Methylpropan-2-ol undergo SN1 reaction due to the stability of the tertiary carbocation.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
What is the product of the reaction of ethyl magnesium bromide with formaldehyde?,Propan-1-ol,Ethanol,Methanol,Butan-1-ol,A,"Ethyl magnesium bromide reacts with formaldehyde to give propan-1-ol after hydrolysis, following the Grignard reaction mechanism.",LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with NaOH gives?,Sodium phenoxide,Benzene,Sodium benzoate,Phenol,A,Phenol reacts with NaOH to form sodium phenoxide due to its acidic nature.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that gives a positive iodoform test is?,Methanol,Ethanol,Propan-2-ol,Butan-1-ol,C,Propan-2-ol gives a positive iodoform test as it is a secondary alcohol that can be oxidized to acetone.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of alcohols with SOCl2 gives?,Alkyl halides,Alkenes,Alkynes,Alkanes,A,Alcohols react with SOCl2 to form alkyl halides through a substitution reaction.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The best reagent for converting alcohols to alkyl halides is?,PCl5,PCl3,SOCl2,HCl,C,SOCl2 is a good reagent for converting alcohols to alkyl halides as it gives a clean reaction with minimal side products.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
What is the major product of the reaction of 2-methylpropan-2-ol with HCl?,2-Chloro-2-methylpropane,2-Methylpropene,1-Chloro-2-methylpropane,2-Methylpropan-2-ol,A,The reaction of 2-methylpropan-2-ol with HCl gives 2-Chloro-2-methylpropane through an SN1 reaction.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Phenol is less acidic than?,o-Nitrophenol,p-Nitrophenol,Ethanol,Both A and B,D,Phenol is less acidic than both o-Nitrophenol and p-Nitrophenol due to the electron-withdrawing effect of the nitro group.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling point of alcohols is higher than that of ethers due to?,Hydrogen bonding,Van der Waals forces,Dipole-dipole interactions,Ionic interactions,A,Alcohols have higher boiling points than ethers due to the presence of hydrogen bonding between alcohol molecules.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with dil. HNO3 gives?,o-Nitrophenol and p-Nitrophenol,m-Nitrophenol,Phenol,"2,4-Dinitrophenol",A,Phenol reacts with dil. HNO3 to give o-Nitrophenol and p-Nitrophenol due to the directing effect of the hydroxyl group.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The Williamson ether synthesis involves?,SN1 reaction,SN2 reaction,E1 reaction,E2 reaction,B,The Williamson ether synthesis involves an SN2 reaction between an alkoxide ion and an alkyl halide.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most reactive towards Lucas reagent is?,Propan-1-ol,Propan-2-ol,2-Methylpropan-2-ol,Ethanol,C,Tertiary alcohols like 2-Methylpropan-2-ol react fastest with Lucas reagent due to the ease of carbocation formation.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The major product of the reaction of ethanol with conc. H2SO4 at 443 K is?,Ethene,Diethyl ether,Ethanol,Ethyl hydrogen sulfate,A,"At 443 K, ethanol reacts with conc. H2SO4 to give ethene through a dehydration reaction.",LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with chloroform and NaOH gives?,Salicylaldehyde,Benzaldehyde,Salicylic acid,Phenol,A,Phenol reacts with chloroform and NaOH to give salicylaldehyde through the Reimer-Tiemann reaction.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The best method for preparing ethers is?,Dehydration of alcohols,Williamson synthesis,Reaction of alkyl halides with alkoxides,Both B and C,D,Both Williamson synthesis and the reaction of alkyl halides with alkoxides are effective methods for preparing ethers.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most likely to be used as an antiseptic is?,Phenol,Ethanol,Methanol,Propan-1-ol,A,Phenol is commonly used as an antiseptic due to its bactericidal properties.,LUMS_SAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Which of the following is the most acidic?,Phenol,Ethanol,"2,4-Dinitrophenol",Cyclohexanol,C,Electron-withdrawing groups like nitro groups increase the acidity of phenol by stabilizing the negative charge on the phenoxide ion.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Lucas test is used to distinguish between,"Primary, secondary, and tertiary alcohols",Aldehydes and ketones,Alcohols and phenols,Amines and amides,A,"Lucas test involves the reaction of alcohols with Lucas reagent (ZnCl2 in HCl) to form a turbid solution, indicating the presence of a tertiary alcohol.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that gives a positive iodoform test is,Methanol,Ethanol,Propan-2-ol,Phenol,C,The iodoform test is positive for compounds that have a methyl group attached to a carbonyl group or can be oxidized to such a group.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of alcohols with SOCl2 gives,Alkyl halides,Alkenes,Alkynes,Alkanes,A,"SOCl2 reacts with alcohols to replace the hydroxyl group with a chlorine atom, forming alkyl halides.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The most stable carbocation among the following is,Tertiary butyl carbocation,Secondary butyl carbocation,Primary butyl carbocation,Methyl carbocation,A,Tertiary carbocations are more stable due to hyperconjugation and inductive effects from the alkyl groups.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Williamson's synthesis is used to prepare,Ethers,Alcohols,Aldehydes,Ketones,A,Williamson's synthesis involves the reaction of an alkyl halide with a sodium alkoxide to form an ether.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is used as an antiseptic is,Phenol,Ethanol,Diethyl ether,Glycerol,A,Phenol has antiseptic properties and is used in various medical applications.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The dehydration of alcohols gives,Alkenes,Alkanes,Alkynes,Alkyl halides,A,"Dehydration of alcohols involves the removal of a water molecule, resulting in the formation of alkenes.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of alcohols with PBr3 gives,Alkyl bromides,Alkenes,Alkynes,Alkanes,A,"PBr3 reacts with alcohols to replace the hydroxyl group with a bromine atom, forming alkyl bromides.",NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is used as a solvent is,Diethyl ether,Phenol,Ethanol,Glycerol,A,Diethyl ether is commonly used as a solvent due to its low boiling point and relatively low reactivity.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling point of alcohols is higher than that of corresponding alkanes due to,Hydrogen bonding,Van der Waals forces,Dipole-dipole interactions,Ionic interactions,A,Alcohols exhibit higher boiling points than alkanes due to the presence of hydrogen bonding between molecules.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The compound that is most acidic among the given options is,Phenol,o-Nitrophenol,m-Nitrophenol,p-Nitrophenol,B,o-Nitrophenol is more acidic than phenol and other nitrophenols due to intramolecular hydrogen bonding and resonance stabilization.,NET,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The Williamson synthesis of ethers involves,SN1 reaction,SN2 reaction,E1 reaction,E2 reaction,B,Williamson synthesis is an SN2 reaction between an alkoxide and a primary alkyl halide.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of alcohol with SOCl2 gives,alkyl chloride,alkyl bromide,alkyl iodide,ether,A,SOCl2 converts alcohols into alkyl chlorides through an SNi mechanism.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with CHCl3 and NaOH gives,salicylaldehyde,salicylic acid,benzaldehyde,benzoic acid,A,Reimer-Tiemann reaction: phenol reacts with CHCl3 and NaOH to form salicylaldehyde.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The acidity of phenol is due to,resonance stabilization of phenoxide ion,inductive effect,hyperconjugation,steric hindrance,A,Phenol's acidity is enhanced by resonance stabilization of the phenoxide ion.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of ethanol with PCl5 gives,ethyl chloride,ethyl bromide,ethyl iodide,diethyl ether,A,PCl5 converts ethanol into ethyl chloride.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling points of ethers are lower than those of corresponding alcohols due to,absence of hydrogen bonding,presence of dipole-dipole interactions,London dispersion forces,ionic interactions,A,"Ethers lack hydrogen bonding, resulting in lower boiling points.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with Br2 gives,"2,4,6-tribromophenol","2,4-dibromophenol",4-bromophenol,none of these,A,"Phenol reacts with Br2 to form 2,4,6-tribromophenol.",ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The acidity of alcohols is due to,polar O-H bond,presence of alkyl group,absence of alkyl group,none of these,A,The polar O-H bond in alcohols contributes to their acidity.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of phenol with Na2Cr2O7 gives,benzoquinone,benzaldehyde,benzoic acid,none of these,A,Phenol is oxidized to benzoquinone by Na2Cr2O7.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The reaction of ethanol with acetic anhydride gives,ethyl acetate,ethyl acetoacetate,diethyl ether,none of these,A,Ethanol reacts with acetic anhydride to form ethyl acetate.,ECAT,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Which of the following alcohols is most acidic?,CH₃CH₂OH,CCl₃CH₂OH,CH₃CH₂CH₂OH,(CH₃)₃COH,B,Presence of electron withdrawing group (CCl₃) increases acidity by stabilizing the conjugate base.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Phenol is more acidic than ethanol due to,Resonance stabilization of phenoxide ion,Hyperconjugation in phenol,Higher molecular weight of phenol,Presence of benzene ring,A,"Phenoxide ion is resonance stabilized, thus increasing the acidity of phenol.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The product of the reaction of phenol with bromine water is,"2,4,6-Tribromophenol","2,4-Dibromophenol",4-Bromophenol,Bromobenzene,A,"Phenol reacts with bromine water to form 2,4,6-tribromophenol due to the directing effect of the hydroxyl group.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The boiling point of diethyl ether is,100°C,34.6°C,78.3°C,56°C,B,Diethyl ether has a boiling point of 34.6°C due to the absence of hydrogen bonding.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
Phenol reacts with chloroform and NaOH to give,Salicylaldehyde,Benzaldehyde,Salicylic acid,Benzoic acid,A,Phenol reacts with chloroform and NaOH in the Reimer-Tiemann reaction to form salicylaldehyde.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
The dehydration of alcohols to form alkenes is an example of,E1 reaction,E2 reaction,SN1 reaction,SN2 reaction,A,"Dehydration of alcohols typically occurs via an E1 mechanism, involving a carbocation intermediate.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alcohols Phenols and Ethers
