Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A viscosity experiment applies a force of 3 N across an area of 0.2 m² with a velocity gradient of 15 m/s. Find the viscosity.,0.01 Pa·s,0.1 Pa·s,1 Pa·s,10 Pa·s,B,Viscosity = force / (area × velocity gradient). Option C forgot to divide by area.,Viscosity Formula,Medium,Chemistry,Liquids
A solution boils at 103.5°C. Pure water boils at 100°C. Calculate the molality using Kb = 0.512°C·kg/mol.,6.8 m,6.8 mol/kg,6.8 kg/mol,6.8 g/mol,A,ΔTb = Kb × m → m = ΔTb / Kb. Option D confuses units with molar mass.,Boiling Point Elevation,Medium,Chemistry,Liquids
A 100 g NaCl solution lowers freezing point by 1.86°C. What is the molality? Kf = 1.86°C·kg/mol.,1.0 m,2.0 m,0.5 m,0.25 m,A,ΔTf = iKfm → m = ΔTf / (iKf). Option B forgets van't Hoff factor.,Freezing Point Depression,Hard,Chemistry,Liquids
A gas dissolves in water at 2 atm with solubility 0.04 g/L. What solubility occurs at 5 atm? Use Henry’s Law.,0.016 g/L,0.04 g/L,0.1 g/L,0.2 g/L,C,Solubility is proportional to pressure. Option A divides instead of multiplies.,Henry’s Law Application,Easy,Chemistry,Liquids
"Capillary rise is 0.05 m. If γ = 0.072 N/m, ρ = 1000 kg/m³, r = 0.1 mm, find contact angle θ. g = 9.8 m/s².",0°,45°,90°,180°,A,h = (2γcosθ)/(ρgr) → θ = arccos(hρgr/(2γ)). Option C assumes cosθ = 0.,Capillary Action,Hard,Chemistry,Liquids
A liquid flows through a tube with radius 0.001 m and length 0.1 m. Pressure difference is 1000 Pa. Flow rate is 5×10⁻⁶ m³/s. Calculate viscosity using Poiseuille’s Law.,0.01 Pa·s,0.1 Pa·s,1 Pa·s,10 Pa·s,B,η = (πΔPr⁴)/(8QL). Option A uses incorrect radius units.,Poiseuille’s Law,Hard,Chemistry,Liquids
Ethyl alcohol has viscosity η = 1.1×10⁻³ Pa·s. Force of 0.02 N acts over 0.01 m² with velocity gradient 100 m/s. Calculate distance between layers.,0.002 m,0.02 m,0.2 m,2 m,A,d = (ηAΔv)/F. Option B misses decimal places in η.,Viscosity Layer Distance,Medium,Chemistry,Liquids
A 200 g solvent (0.3 kg) contains 6 g solute. Freezing point drops 2.79°C. Kf = 1.86°C·kg/mol. What is the solute’s molar mass?,58 g/mol,60 g/mol,116 g/mol,120 g/mol,B,Molar mass = (mass × Kf)/(ΔTf × kg solvent). Option A uses Kb instead of Kf.,Molar Mass Calculation,Hard,Chemistry,Liquids
Surface tension of mercury is 0.48 N/m. A 0.1 m long wire experiences force. What is the total force?,0.048 N,0.48 N,4.8 N,48 N,A,Force = surface tension × length. Option B ignores wire length.,Surface Tension Force,Easy,Chemistry,Liquids
Viscosity of oil is 0.2 Pa·s. A 4 N force acts over 0.1 m² with velocity gradient 20 m/s. Calculate distance between layers.,0.004 m,0.04 m,0.4 m,4 m,C,d = (ηAΔv)/F. Option A misplaces decimal in η.,Layer Distance in Viscosity,Medium,Chemistry,Liquids
A 0.5 m solution of glucose (i=1) boils at Kb = 0.512°C·kg/mol. Calculate boiling point.,100.26°C,100.51°C,102.56°C,103.56°C,A,ΔTb = Kb × m. Option B doubles Kb incorrectly.,Boiling Point Calculation,Easy,Chemistry,Liquids
A 0.4 m solution of MgCl₂ (i=3) freezes at Kf = 1.86°C·kg/mol. What is the freezing point depression?,0.744°C,1.116°C,2.232°C,3.348°C,C,ΔTf = iKfm. Option A uses i=2 instead of i=3.,Freezing Point Depression,Medium,Chemistry,Liquids
A liquid has vapor pressure 20 kPa at 25°C. Henry’s Law constant is 4000 kPa·L/mol. What is the gas solubility?,0.005 mol/L,0.05 mol/L,0.5 mol/L,5 mol/L,A,Solubility = P / kH. Option B divides instead of multiplies.,Henry’s Law Solubility,Medium,Chemistry,Liquids
A 16-year-old athlete feels muscle fatigue during a sprint. Which process is responsible for the rapid ATP production in this situation?,Glycolysis,Krebs cycle,Anaerobic respiration,Fermentation,C,"Anaerobic respiration produces rapid ATP, but Krebs cycle and glycolysis are slower, while fermentation is anaerobic but slower and incomplete.",Energy Yield,Easy,Chemistry,Liquids
A person drinks 1 L of ethanol. What fraction of the initial volume will be exhaled as carbon dioxide in 24 hours?,1/2,1/3,2/3,3/4,B,"Ethanol is completely oxidized to CO2 and H2O in 24 hours, 1/3 of initial volume exhaled as CO2.",Metabolism,Medium,Chemistry,Liquids
A sealed flask contains 10 mL of an ideal liquid at 300 K. What pressure will be exerted on the walls if 5 mL of the liquid is released?,5000 Pa,500 Pa,5 Pa,0.5 Pa,A,"Pressure is directly proportional to volume for an ideal liquid; 5000 Pa for 10 mL, 5000 Pa for 5 mL.",Pressure Measurement,Medium,Chemistry,Liquids
A 10% ethanol solution is diluted by 50% with water. What is the new mole fraction of ethanol?,0.05,0.1,0.2,0.3,B,"Mole fraction is directly proportional to volume; 10% solution diluted by 50% becomes 5% solution, 0.1 mole fraction.",Dilution,Medium,Chemistry,Liquids
A sealed container contains 2 moles of an ideal gas at 300 K. What is the total change in entropy when 1 mole is released?,3 R,5 R,7 R,10 R,A,"Entropy change is directly proportional to the change in moles; 3 R for 1 mole, 3 R for 2 moles.",Entropy,Hard,Chemistry,Liquids
A person drinks 200 mL of water at 20°C. How much heat is transferred to the person's body in 10 minutes?,100 J,500 J,1000 J,2000 J,C,Specific heat capacity is 4.18 J/g°C; 2000 J transferred in 10 minutes.,Thermodynamics,Medium,Chemistry,Liquids
A sealed flask contains 10 mL of an ideal liquid at 200 K. What is the total change in volume if 2 mL is released?,0.2 cm3/K,0.5 cm3/K,1 cm3/K,2 cm3/K,C,Coefficient of volume expansion is 1 for the ideal liquid; 1 cm3/K change for 2 cm3.,Volume Measurement,Medium,Chemistry,Liquids
A person drinks 300 mL of a sugar solution. What is the molarity of the solution if the density is 1.2 g/mL?,0.1 M,0.2 M,0.3 M,0.5 M,C,Molarity is directly proportional to concentration; 0.3 M solution if density 1.2 g/mL.,Molarity,Easy,Chemistry,Liquids
A sealed container contains 4 moles of an ideal gas at 400 K. What is the total change in enthalpy when 2 moles is released?,20 R,30 R,40 R,50 R,B,"Enthalpy change is directly proportional to the change in moles; 30 R for 2 moles, 30 R for 4 moles.",Enthalpy,Hard,Chemistry,Liquids
A person drinks 400 mL of a salt solution. What is the molality of the solution if the density is 1.5 g/mL?,0.05 m,0.1 m,0.2 m,0.5 m,C,Molality is directly proportional to concentration; 0.2 m solution if density 1.5 g/mL.,Molality,Easy,Chemistry,Liquids
A sealed container contains 6 moles of an ideal gas at 500 K. What is the total change in free energy when 3 moles is released?,40 R,60 R,80 R,100 R,B,"Free energy change is directly proportional to the change in moles; 60 R for 3 moles, 60 R for 6 moles.",Free Energy,Hard,Chemistry,Liquids
"During a heavy downpour, water droplets on a windowpane spread out and merge due to increased kinetic energy. What property of a liquid is responsible for this behavior?",Surface Tension,Viscosity,Vapor Pressure,Capillary Action,A,"Surface Tension decreases as temperature increases, allowing water droplets to merge.",Surface Tension,Easy,Chemistry,Liquids
A 25-year-old swimmer notices that water flows more easily through a narrow tube than through a wide tube. What property of a liquid is responsible for this phenomenon?,Viscosity,Surface Tension,Capillary Action,Adhesion,A,"Viscosity decreases as the cross-sectional area of the tube increases, allowing water to flow more easily.",Viscosity,Easy,Chemistry,Liquids
A person experiencing heat stroke should be treated with cold compresses to lower their body temperature. What process is occurring in this scenario?,Conduction,Convection,Radiation,Evaporation,D,Evaporation of sweat from the skin surface helps to cool the body by removing heat energy.,Heat Transfer,Medium,Chemistry,Liquids
"A liquid is poured into a beaker, and its level rises as more liquid is added. What is occurring due to this behavior?",Capillary Action,Adhesion,Cohesion,Buoyancy,B,The liquid's adhesion to the beaker's surface causes it to rise up the sides of the container.,Adhesion and Cohesion,Medium,Chemistry,Liquids
A person holding a hot cup of coffee notices that the coffee level in the cup decreases over time. What process is occurring in this scenario?,Evaporation,Condensation,Sublimation,Osmosis,A,"Molecules at the surface of the coffee evaporate, carrying heat energy away from the coffee.",Evaporation and Condensation,Medium,Chemistry,Liquids
A mixture of ethanol and water is observed to have a lower boiling point than either pure ethanol or pure water. What principle is responsible for this behavior?,Raoult's Law,Dalton's Law,Charles' Law,Avogadro's Law,A,"The vapor pressure of a solution is lower than that of its pure components, resulting in a lower boiling point.",Solution Thermodynamics,Hard,Chemistry,Liquids
A mixture of benzene and ethanol is observed to have a higher boiling point than either pure benzene or pure ethanol. What principle is responsible for this behavior?,Raoult's Law,Dalton's Law,Charles' Law,Avogadro's Law,B,"The partial pressures of the components in the solution are additive, resulting in a higher boiling point.",Solution Thermodynamics,Hard,Chemistry,Liquids
A person experiencing a heat stroke should be treated with cool water to lower their body temperature. What process is occurring in this scenario?,Conduction,Convection,Radiation,Evaporation,D,Evaporation of sweat from the skin surface helps to cool the body by removing heat energy.,Heat Transfer,Hard,Chemistry,Liquids
A mixture of water and sugar is observed to have a higher boiling point than pure water. What principle is responsible for this behavior?,Raoult's Law,Dalton's Law,Charles' Law,Avogadro's Law,A,"The vapor pressure of a solution is lower than that of its pure components, resulting in a higher boiling point.",Solution Thermodynamics,Hard,Chemistry,Liquids
A patient with kidney disease experiences edema due to excessive water retention. What is the primary reason for this condition?,Decreased reabsorption of sodium ions in the nephrons,Increased reabsorption of water due to low aldosterone levels,Reduced permeability of the glomerular basement membrane,Overproduction of antidiuretic hormone (ADH),A,"Sodium ion reabsorption directly affects water reabsorption in the nephrons, leading to edema in kidney disease.",Kidney and Urine Formation,Easy,Chemistry,Liquids
A patient with a condition causing excessive sweating experiences dehydration. Which mechanism helps restore water balance in the body?,Increased reabsorption of water in the proximal convoluted tubule,Activation of the renin-angiotensin-aldosterone system,Increased permeability of the distal convoluted tubule,Increased excretion of ADH in the urine,B,"Aldosterone promotes water reabsorption in the kidneys, helping to restore water balance in response to excessive sweating.",Kidney and Urine Formation,Easy,Chemistry,Liquids
A patient with a certain condition experiences decreased urine production. Which process is impaired?,Glomerular filtration rate,Proximal convoluted tubule reabsorption,Distal convoluted tubule reabsorption,Aldosterone secretion,B,Impaired proximal convoluted tubule reabsorption can lead to decreased urine production in certain conditions.,Kidney and Urine Formation,Easy,Chemistry,Liquids
A patient with a condition causing excessive thirst experiences polydipsia. Which mechanism helps regulate water balance in the body?,Increased secretion of ADH,Activation of the renin-angiotensin-aldosterone system,Increased permeability of the distal convoluted tubule,Increased excretion of vasopressin in the urine,A,"ADH helps regulate water balance in the body, particularly in response to changes in blood osmolality.",Kidney and Urine Formation,Easy,Chemistry,Liquids
A patient with a condition causing muscle cramps experiences tetany. Which process is impaired?,Glycolysis,Fatty acid oxidation,Mitochondrial electron transport chain,Calcium ion reabsorption,D,Impaired calcium ion reabsorption can lead to tetany in certain conditions.,Metabolic Pathways,Easy,Chemistry,Liquids
A patient with a condition causing excessive sweating experiences hypovolemia. Which mechanism helps restore blood volume?,Increased reabsorption of water in the proximal convoluted tubule,Activation of the renin-angiotensin-aldosterone system,Increased permeability of the distal convoluted tubule,Increased excretion of ADH in the urine,B,"Aldosterone promotes water reabsorption in the kidneys, helping to restore blood volume in response to hypovolemia.",Kidney and Urine Formation,Easy,Chemistry,Liquids
A patient with a condition causing excessive thirst experiences polyuria. Which process is impaired?,Glomerular filtration rate,Proximal convoluted tubule reabsorption,Distal convoluted tubule reabsorption,Aldosterone secretion,C,Impaired distal convoluted tubule reabsorption can lead to polyuria in certain conditions.,Kidney and Urine Formation,Easy,Chemistry,Liquids
A patient with a condition causing muscle cramps experiences muscle weakness. Which process is impaired?,Glycolysis,Fatty acid oxidation,Mitochondrial electron transport chain,Calcium ion release from the sarcoplasmic reticulum,D,Impaired calcium ion release from the sarcoplasmic reticulum can lead to muscle weakness in certain conditions.,Muscle and Nerve,Easy,Chemistry,Liquids
A patient with a condition causing muscle weakness experiences fatigue. Which process is impaired?,Glycolysis,Fatty acid oxidation,Mitochondrial electron transport chain,Pyruvate dehydrogenase complex,C,Impaired mitochondrial electron transport chain can lead to fatigue in certain conditions.,Metabolic Pathways,Easy,Chemistry,Liquids
A patient with a condition causing muscle weakness experiences muscle cramps. Which process is impaired?,Glycolysis,Fatty acid oxidation,Mitochondrial electron transport chain,Calcium ion release from the sarcoplasmic reticulum,D,Impaired calcium ion release from the sarcoplasmic reticulum can lead to muscle cramps in certain conditions.,Muscle and Nerve,Easy,Chemistry,Liquids
"During a rainstorm, water droplets merge to form larger droplets due to what process?",Osmosis,Diffusion,Capillary Action,Surface Tension,D,Surface tension allows smaller droplets to merge into larger ones.,Surface Tension and Capillary Action,Easy,Chemistry,Liquids
A researcher conducts an experiment to study the effects of pH on the surface tension of water. Which pH would likely increase the surface tension of water?,pH 5,pH 7,pH 9,pH 12,B,"Surface tension increases as pH approaches neutral, around pH 7.",pH and Surface Tension,Medium,Chemistry,Liquids
"A patient suffers from hyponatremia, a condition characterized by low sodium levels in the blood. What is the primary cause of this condition?",Excessive Water Intake,Insufficient Water Intake,Sodium Imbalance,Altered Osmolarity,A,"Excessive water intake dilutes sodium levels, leading to hyponatremia.","Fluid, Electrolyte, and Acid-Base Balance",Medium,Chemistry,Liquids
A researcher examines the effect of temperature on the viscosity of a liquid. Which temperature would likely increase the viscosity?,0°C,25°C,40°C,80°C,A,"Viscosity increases as temperature decreases, near the freezing point of the liquid.",Thermodynamics and Kinetic Molecular Theory,Medium,Chemistry,Liquids
A swimmer enters a pool with water temperature below 10°C. What is the primary effect on the swimmer's body?,Increased Blood Pressure,Decreased Blood Flow,Increased Viscosity of Blood,Decreased Surface Tension,B,"Cold water causes vasoconstriction, reducing blood flow to the extremities.",Physiological Response to Temperature Extremes,Medium,Chemistry,Liquids
A researcher investigates the effects of pressure on the density of a liquid. What is the primary effect of increased pressure?,Decreased Density,Increased Density,No Change,Variable Density,B,"Increasing pressure compresses the liquid, increasing its density.",Thermodynamics and Kinetic Molecular Theory,Hard,Chemistry,Liquids
A patient experiences decreased sweating ability due to high altitude exposure. What is the primary physiological effect on the body?,Increased ATP Production,Decreased Basal Metabolic Rate,Increased Vasoconstriction,Decreased Blood Volume,C,"Vasoconstriction occurs in response to high altitude, reducing sweating ability.",Physiological Response to High Altitude,Hard,Chemistry,Liquids
A researcher examines the effect of surface tension on the wetting of a hydrophobic material. Which condition would increase the wetting of the material?,Lower Surface Tension,Higher Surface Tension,Increased Contact Angle,Decreased Contact Angle,D,Lowering the contact angle increases the wetting of a hydrophobic material.,Surface Tension and Capillary Action,Hard,Chemistry,Liquids
A swimmer experiences muscle cramps during a swim meet. What is the primary cause of the muscle cramps?,Electrolyte Imbalance,Hypokalemia,Hypocalcemia,Acidosis,A,Electrolyte imbalance can cause muscle cramps due to disrupted ion balance.,"Fluid, Electrolyte, and Acid-Base Balance",Hard,Chemistry,Liquids
A factory uses a chemical process to separate water from a mixture of ethanol and water. What property is being utilized in this process?,Viscosity,Surface Tension,Boiling Point,Density,A,"Viscosity affects the separation process, but the correct answer is not listed. The correct process is distillation, which relies on boiling point.",Properties of Liquids,Medium,Chemistry,Liquids
A person is using a spray bottle to remove grease from a car engine. Why does the solvent in the spray bottle work so effectively?,Surface Tension,Viscosity,Boiling Point,Solubility,D,"The solvent in the spray bottle works effectively because it has high solubility for the grease, allowing it to dissolve and break it down.",Solubility,Medium,Chemistry,Liquids
A person is using a vacuum pump to remove air from a container filled with liquid. What property is being affected in this process?,Boiling Point,Viscosity,Surface Tension,Pressure,D,"The pressure inside the container is being reduced, allowing air to be removed more easily.",Properties of Liquids,Easy,Chemistry,Liquids
A person is using a surfactant to clean a dirty surface. What property is being utilized in this process?,Viscosity,Surface Tension,Boiling Point,Solubility,B,"The surfactant reduces the surface tension of the liquid, allowing it to spread and lift dirt more easily.",Properties of Liquids,Medium,Chemistry,Liquids
A person is using a mixture of water and ethanol to clean a surface. What property is being utilized in this process?,Viscosity,Surface Tension,Boiling Point,Solubility,D,"The mixture has high solubility for dirt and grime, allowing it to dissolve and lift them away.",Solubility,Medium,Chemistry,Liquids
A person is using a spray bottle to apply a lubricant to a machine. Why does the lubricant work so effectively?,Surface Tension,Viscosity,Boiling Point,Solubility,B,"The lubricant has low viscosity, allowing it to flow easily and reduce friction between moving parts.",Properties of Liquids,Easy,Chemistry,Liquids
A person is using a mixture of water and glycerin to make a solution for a wound. What property is being utilized in this process?,Viscosity,Surface Tension,Boiling Point,Solubility,D,"The mixture has high solubility for water and other substances, allowing it to dissolve and clean the wound effectively.",Solubility,Medium,Chemistry,Liquids
A person is using a spray bottle to apply a pesticide to a plant. Why does the pesticide work so effectively?,Surface Tension,Viscosity,Boiling Point,Solubility,D,"The pesticide has high solubility for the target pest or disease, allowing it to dissolve and kill it effectively.",Solubility,Hard,Chemistry,Liquids
A person is using a mixture of water and soap to clean a surface. What property is being utilized in this process?,Viscosity,Surface Tension,Boiling Point,Solubility,B,"The soap reduces the surface tension of the water, allowing it to spread and lift dirt more easily.",Properties of Liquids,Easy,Chemistry,Liquids
A person is using a spray bottle to apply a cleaning solution to a surface. Why does the solution work so effectively?,Surface Tension,Viscosity,Boiling Point,Solubility,D,"The solution has high solubility for dirt and grime, allowing it to dissolve and lift them away effectively.",Solubility,Medium,Chemistry,Liquids
A person is using a mixture of water and oil to clean a surface. What property is being utilized in this process?,Viscosity,Surface Tension,Boiling Point,Solubility,D,"The oil has high solubility for grease and grime, allowing it to dissolve and clean the surface effectively.",Solubility,Hard,Chemistry,Liquids
A patient with nephrotic syndrome has excessive urine production. Which process is primarily responsible for fluid balance regulation in this situation?,Osmosis,Active transport,Diffusion,Reabsorption,D,"Reabsorption helps maintain fluid balance, despite excessive urine production, through the renal epithelial cells.",Osmosis and Diffusion,Medium,Chemistry,Liquids
A patient with dehydration has a high concentration of glucose in their blood. What process is primarily responsible for glucose absorption into the bloodstream?,Diffusion,Active transport,Osmosis,Simple diffusion,B,Glucose is actively transported into the bloodstream to increase its concentration and facilitate cellular uptake.,Active Transport,Easy,Chemistry,Liquids
A person with hypokalemia undergoes hemodialysis. Which process is primarily responsible for the removal of potassium ions during this treatment?,Filtration,Osmosis,Diffusion,Active transport,A,"Filtration helps remove potassium ions from the blood during hemodialysis, without requiring energy.",Filtration,Hard,Chemistry,Liquids
A person with a high fever experiences excessive sweating. Which process is primarily responsible for the increased sweat production?,Osmosis,Diffusion,Active transport,Evaporation,C,Active transport is necessary to move ions across the eccrine gland cells and increase sweat production.,Active Transport,Medium,Chemistry,Liquids
A person with a high concentration of ions experiences a change in blood pH. What process is primarily responsible for the pH change?,Diffusion,Active transport,Osmosis,Ionization,D,"Ionization allows the exchange of hydrogen ions, affecting the pH level in the blood.",Ionization,Easy,Chemistry,Liquids
A person with a high concentration of solutes experiences a change in blood pressure. What process is primarily responsible for the pressure change?,Diffusion,Active transport,Osmosis,Osmotic pressure,D,"Osmotic pressure increases due to the concentration of solutes, affecting blood pressure.",Osmotic Pressure,Medium,Chemistry,Liquids
A person with a high concentration of solutes undergoes dialysis. Which process is primarily responsible for the removal of solutes during this treatment?,Filtration,Osmosis,Diffusion,Active transport,B,"Osmosis helps remove solutes from the blood during dialysis, without requiring energy.",Osmosis,Hard,Chemistry,Liquids
A person with a high concentration of ions experiences muscle cramps. What process is primarily responsible for the muscle cramps?,Diffusion,Active transport,Osmosis,Hyperkalemia,D,"Hyperkalemia disrupts muscle function, causing muscle cramps due to abnormal ion balances.",Ion Imbalance,Easy,Chemistry,Liquids
A person with a high concentration of solutes experiences dehydration. What process is primarily responsible for the dehydration?,Diffusion,Active transport,Osmosis,Osmotic pressure,D,"Osmotic pressure increases due to high solute concentration, causing water to leave the body and resulting in dehydration.",Osmotic Pressure,Medium,Chemistry,Liquids
A person with a high concentration of ions experiences respiratory distress. What process is primarily responsible for the respiratory distress?,Diffusion,Active transport,Osmosis,Hyperkalemia,D,"Hyperkalemia disrupts normal ion balances, affecting respiratory function and causing respiratory distress.",Ion Imbalance,Hard,Chemistry,Liquids
A person with a high concentration of solutes experiences an abnormal blood pH. What process is primarily responsible for the pH change?,Diffusion,Active transport,Osmosis,Ionization,D,"Ionization allows the exchange of hydrogen ions, affecting the pH level in the blood.",Ionization,Easy,Chemistry,Liquids
A 25-year-old swimmer has difficulty regulating her body temperature during a long-distance swim.,Evaporation of water occurs at a rate of 1.26 mmol/s from the swimmer's skin.,Diffusion of oxygen into the swimmer's skin occurs at a rate of 0.35 mmol/s.,Heat loss from the swimmer occurs at a rate of 60 J/s due to evaporation of water.,The swimmer's shivering rate is doubled to maintain her body temperature.,C,"Evaporation of water indeed occurs at a rate of 1.26 mmol/s, but it's the heat loss rate due to evaporation that's the correct answer, not the rate itself.",Evaporation and Heat Transfer,Easy,Chemistry,Liquids
A person drinks 1.5 L of water in 5 minutes. What is the rate of increase in the person's blood volume?,1.8 mL/s,3.6 mL/s,18 mL/s,36 mL/s,B,"The correct formula for blood volume increase is ΔV = Q / ρ, but in this case, the person's blood volume increases by 3.6 mL/s due to the rate of fluid intake.",Blood Volume and Circulation,Medium,Chemistry,Liquids
A liquid at equilibrium has a surface tension of 0.072 N/m. How much work does it take to increase the surface area by 2 m^2?,0.14 J,14 J,140 J,1000 J,B,"The correct surface energy is 0.072 N/m, but the work done on increasing the surface area by 2 m^2 is 14 J.",Surface Tension and Viscosity,Hard,Chemistry,Liquids
A person's body temperature is maintained at 37°C. What is the temperature difference between the person's body and the water at 25°C?,1°C,10°C,12°C,15°C,C,"The correct temperature difference is indeed 12°C, as it's simply the absolute value of the temperature difference between the body temperature and the surrounding water.",Heat Transfer and Thermoregulation,Easy,Chemistry,Liquids
A liquid at 25°C has a density of 1.1 g/mL. What is its specific gravity?,1.01 g/mL,1.1 g/mL,1.11 g/mL,1.01,D,"The correct formula for specific gravity is ρ / ρwater, but the correct answer is simply the specific gravity value, which is 1.01.",Physical Properties of Liquids,Easy,Chemistry,Liquids
A person's arterial blood pressure is 120/80 mmHg. What is the maximum pressure exerted by the blood against the arterial wall?,80 mmHg,120 mmHg,140 mmHg,160 mmHg,C,"The correct value for systolic blood pressure is indeed 140 mmHg, as it represents the maximum pressure exerted by the blood against the arterial wall.",Blood Pressure and Circulation,Medium,Chemistry,Liquids
A liquid at equilibrium has a viscosity of 0.8 Pa·s. How much force is required to move a 1 kg object through the liquid at a velocity of 2 m/s?,1.6 N,4 N,16 N,32 N,B,"The correct formula for force is F = ηAV, but in this case, the force required to move the object is 4 N.",Viscosity and Fluid Dynamics,Hard,Chemistry,Liquids
