Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A 500 N/C field is perpendicular to a 0.2 m² surface. What is the electric flux?,100 N·m²/C,250 N·m²/C,500 N·m²/C,0 N·m²/C,A,Φ = EA cosθ. Option B omits cosine factor.,Electric Flux,Medium,Physics,Electrostatics
A 10 μF and 5 μF capacitor are connected in parallel. What is their equivalent capacitance?,15 μF,3.3 μF,5 μF,10 μF,A,Ceq = C₁ + C₂. Option B assumes series connection.,Parallel Capacitors,Easy,Physics,Electrostatics
Two +4 μC charges are placed 10 cm apart. What is the electric potential at the midpoint?,0 V,720×10³ V,360×10³ V,180×10³ V,A,Potentials cancel due to equal magnitude and opposite direction. Option B adds instead.,Potential from Charges,Hard,Physics,Electrostatics
A 2 μC charge moves from 600 V to 200 V. How much work is done?,8×10⁻⁶ J,4×10⁻⁶ J,12×10⁻⁶ J,0 J,A,W = qΔV. Option B uses 200 V instead of 400 V difference.,Work in Electric Fields,Medium,Physics,Electrostatics
An infinite line charge with λ = 5×10⁻⁶ C/m produces a field of 9×10⁴ N/C. What is the distance from the line?,0.5 m,0.25 m,0.1 m,2 m,A,E = λ/(2πε₀r). Option C uses 2π instead of π.,Line Charge Field,Hard,Physics,Electrostatics
A parallel plate capacitor has plates with area 0.5 m² separated by 2 mm. Calculate the capacitance if the dielectric constant is 3.6.,8.0 nF,4.0 nF,2.0 nF,1.8 nF,A,Capacitance C = ε₀εᵣA/d. Forbids using area without units conversion or ignoring dielectric constant.,Capacitance with Dielectrics,Medium,Physics,Electrostatics
Two charges +2μC and -2μC are separated by 0.1 m. Calculate the electric dipole moment.,0.2 μC·m,0.4 μC·m,2.0 μC·m,4.0 μC·m,A,Dipole moment p = q × 2a. Confuses distance between charges vs arm length.,Electric Dipole,Easy,Physics,Electrostatics
A capacitor stores 50 J of energy when charged to 10 V. Calculate its capacitance.,0.5 F,1.0 F,2.5 F,5.0 F,B,Energy U = ½ CV². Misuses energy formula as U = CV or U = ½ V²/C.,Energy in Capacitors,Medium,Physics,Electrostatics
What electric field is required to suspend a 2 g oil drop with charge -3e in air?,2.1 × 10⁵ N/C,6.5 × 10⁶ N/C,9.8 × 10⁴ N/C,1.3 × 10³ N/C,B,E = mg/q. Mixes gravitational acceleration with electrostatic force magnitude.,Electrostatic Force Balance,Hard,Physics,Electrostatics
"Three capacitors 2 μF, 3 μF, and 6 μF are connected in series. Calculate the equivalent capacitance.",1.1 μF,1.5 μF,0.8 μF,0.5 μF,A,1/C_eq = Σ1/C. Confuses series with parallel formula for capacitors.,Capacitors in Series,Easy,Physics,Electrostatics
Two point charges +2Q and -Q are placed 0.3 m apart. Find the electric potential at the midpoint.,kQ/0.15,kQ/0.3,kQ/0.6,-kQ/0.15,D,V = Σkq/r. Ignores sign conventions or relative distances.,Electric Potential Due to Multiple Charges,Medium,Physics,Electrostatics
A 100 pF capacitor is connected to 50 V battery. Calculate the charge stored.,5.0 μC,2.5 μC,1.0 μC,0.5 μC,A,Q = CV. Mixes pF with incorrect unit conversions.,Charge on Capacitor,Easy,Physics,Electrostatics
What is the electric flux through a cube enclosing a charge of -3.0 × 10⁻⁶ C?,-3.4 × 10⁵ N·m²/C,-2.7 × 10⁶ N·m²/C,+3.4 × 10⁵ N·m²/C,+2.7 × 10⁶ N·m²/C,B,Φ = Q/ε₀. Forgets sign conventions or permittivity value.,Gaussian Surfaces,Medium,Physics,Electrostatics
A 4 μF capacitor charged to 6 V is connected to an uncharged 2 μF capacitor. Calculate final voltage.,4 V,3 V,2 V,1 V,A,Conservation of charge Q_initial = Q_final. Ignores series vs parallel connections.,Capacitor Charge Redistribution,Hard,Physics,Electrostatics
Calculate work done to move -2 μC from 4 V to 8 V potential.,-8 μJ,-4 μJ,+4 μJ,+8 μJ,A,W = qΔV. Mixes charge sign with potential difference direction.,Work in Electric Field,Medium,Physics,Electrostatics
What is the capacitance of Earth if treated as spherical conductor with radius 6.4 × 10⁶ m?,710 μF,1420 μF,284 μF,355 μF,A,C = 4πε₀R. Forgets spherical capacitance formula specifics.,Capacitance of Spherical Conductors,Hard,Physics,Electrostatics
Electric field at 0.2 m from a line charge with λ = 3.0 × 10⁻⁶ C/m is:,270 N/C,540 N/C,1080 N/C,2160 N/C,D,E = 2kλ/r. Confuses line charge with point charge formulas.,Electric Field of Line Charge,Medium,Physics,Electrostatics
Two capacitors 6 μF and 3 μF are connected in series to 12 V battery. Calculate potential across 3 μF.,4 V,8 V,12 V,6 V,B,Series capacitors share same charge Q = C₁C₂/(C₁+C₂) × V.,Capacitors in Series,Medium,Physics,Electrostatics
What charge density must a sheet have to produce 2000 N/C electric field?,5.0 × 10⁻⁸ C/m²,1.1 × 10⁻⁷ C/m²,3.3 × 10⁻⁸ C/m²,2.2 × 10⁻⁷ C/m²,B,σ = ε₀E. Forgets infinite sheet field formula E = σ/(2ε₀).,Electric Field of Charged Sheets,Medium,Physics,Electrostatics
"A 5 μF capacitor discharges through a resistor, reaching 50% voltage in 10 ms. Calculate resistance.",1.4 kΩ,2.8 kΩ,7.0 kΩ,4.2 kΩ,A,Use τ = RC with V(t) = V₀e⁻ᵗ/τ. Confuses exponential decay steps.,RC Time Constant,Hard,Physics,Electrostatics
What is the electric field at center of square with +2 μC charges at corners?,0 N/C,2k × 2μC / a²,k × 2μC / a²,4k × 2μC / a²,A,Symmetric cancelation of vectors. Ignores vector addition rules.,Electric Field Superposition,Medium,Physics,Electrostatics
Calculate potential energy of two charges +3μC and -3μC placed 0.5 m apart.,-0.16 J,+0.16 J,-0.08 J,+0.08 J,A,U = kq₁q₂/r. Forgets sign conventions for opposite charges.,Potential Energy of Charges,Easy,Physics,Electrostatics
A 0.01 m diameter copper sphere has net charge +1 μC. Find surface charge density.,6.4 × 10⁻⁴ C/m²,1.28 × 10⁻³ C/m²,3.2 × 10⁻⁴ C/m²,2.56 × 10⁻³ C/m²,B,σ = Q/(4πr²). Confuses radius with diameter in surface area.,Surface Charge Distribution,Medium,Physics,Electrostatics
Two capacitors 1 μF and 3 μF are connected in parallel to 6 V battery. Calculate total energy.,36 μJ,72 μJ,54 μJ,108 μJ,A,U = ½ CV². Forgets parallel capacitance addition.,Capacitors in Parallel,Easy,Physics,Electrostatics
An electric dipole with moment 4 × 10⁻⁶ C·m is aligned at 30° to 5 × 10⁵ N/C field. Calculate torque.,1 N·m,2 N·m,0.5 N·m,0.87 N·m,C,τ = pE sinθ. Ignores angular dependency or unit conversions.,Torque on Electric Dipoles,Medium,Physics,Electrostatics
A positive charge of 4 μC is placed 3 cm away from a negative charge of -2 μC. What is the electric potential at a point midway between the two charges?,V = (9 * 10^9 * 4 * 10^-6) / 0.03 + (9 * 10^9 * -2 * 10^-6) / 0.03,V = (9 * 10^9 * 4 * 10^-6) / 0.015 + (9 * 10^9 * -2 * 10^-6) / 0.015,V = (9 * 10^9 * 4 * 10^-6) / 0.06 + (9 * 10^9 * -2 * 10^-6) / 0.06,V = (9 * 10^9 * 4 * 10^-6) / 0.015 - (9 * 10^9 * -2 * 10^-6) / 0.015,B,"Coulomb's Law for potential, B correct due to midpoint distance",Electric Potential,Medium,Physics,Electrostatics
"Two charges, 2 μC and -3 μC, are separated by a distance of 5 cm. What is the electric potential energy of the system?",U = (9 * 10^9 * 2 * 10^-6 * -3 * 10^-6) / 0.05,U = (9 * 10^9 * 2 * 10^-6 * 3 * 10^-6) / 0.05,U = (9 * 10^9 * -2 * 10^-6 * 3 * 10^-6) / 0.05,U = (9 * 10^9 * 2 * 10^-6 * -3 * 10^-6) / 0.1,A,"Potential energy formula, A correct due to product of charges",Electric Potential Energy,Easy,Physics,Electrostatics
A sphere of radius 0.1 m has a charge of 5 μC distributed uniformly over its surface. What is the electric field at a point 0.2 m from the center of the sphere?,E = (9 * 10^9 * 5 * 10^-6) / (0.2)^2,E = (9 * 10^9 * 5 * 10^-6) / (0.1)^2,E = (9 * 10^9 * 5 * 10^-6) / (0.3)^2,E = (9 * 10^9 * 5 * 10^-6) / (0.1)^3,A,"Electric field due to sphere, A correct due to distance from center",Electric Field,Medium,Physics,Electrostatics
A point charge of 3 μC is placed at the center of a hollow sphere of radius 0.2 m. What is the electric flux through the sphere?,Φ = (3 * 10^-6) / (4 * π * 8.85 * 10^-12),Φ = (3 * 10^-6) / (4 * π * 8.85 * 10^-12 * 0.2),Φ = (3 * 10^-6) * (4 * π * 8.85 * 10^-12 * 0.2),Φ = (3 * 10^-6) * (4 * π * 8.85 * 10^-12),D,"Gauss's Law, D correct due to enclosed charge",Electric Flux,Easy,Physics,Electrostatics
Two parallel plates are separated by a distance of 2 mm and have a potential difference of 100 V between them. What is the electric field strength between the plates?,E = 100 / (2 * 10^-3),E = 100 / (2 * 10^-6),E = 100 * (2 * 10^-3),E = 100 * (2 * 10^-6),A,"Electric field between plates, A correct due to distance and potential",Electric Field,Easy,Physics,Electrostatics
A capacitor has a capacitance of 2 μF and is charged to a potential of 50 V. What is the charge stored on the capacitor?,Q = 2 * 10^-6 * 50,Q = 2 * 10^-6 / 50,Q = 2 * 10^6 * 50,Q = 2 * 10^6 / 50,A,"Charge on capacitor, A correct due to capacitance and voltage",Capacitance,Easy,Physics,Electrostatics
A dielectric material of dielectric constant 4 is placed between the plates of a capacitor. What is the new capacitance of the capacitor?,C' = 4 * C,C' = C / 4,C' = C + 4,C' = C - 4,A,"Capacitance with dielectric, A correct due to dielectric constant",Dielectric Materials,Medium,Physics,Electrostatics
A capacitor is connected to a 12 V battery and has a capacitance of 3 μF. What is the energy stored in the capacitor?,U = 0.5 * 3 * 10^-6 * 12^2,U = 0.5 * 3 * 10^-6 * 12,U = 0.5 * 3 * 10^6 * 12^2,U = 0.5 * 3 * 10^6 * 12,A,"Energy stored in capacitor, A correct due to voltage and capacitance",Energy Storage,Medium,Physics,Electrostatics
"Two capacitors, each of 2 μF, are connected in series. What is the equivalent capacitance of the combination?",C_eq = 2 * 10^-6 + 2 * 10^-6,C_eq = 2 * 10^-6 - 2 * 10^-6,C_eq = (2 * 10^-6 * 2 * 10^-6) / (2 * 10^-6 + 2 * 10^-6),C_eq = 2 * 10^-6 * 2 * 10^-6,C,"Series capacitance, C correct due to reciprocal formula",Capacitor Combinations,Medium,Physics,Electrostatics
A spherical conductor of radius 0.1 m has a charge of 2 μC. What is the surface charge density on the sphere?,σ = 2 * 10^-6 / (4 * π * 0.1^2),σ = 2 * 10^-6 * (4 * π * 0.1^2),σ = 2 * 10^-6 / (4 * π * 0.1),σ = 2 * 10^-6 * (4 * π * 0.1),A,"Surface charge density, A correct due to charge and surface area",Conductors,Medium,Physics,Electrostatics
An electric dipole has a moment of 2 * 10^-6 C*m. What is the torque experienced by the dipole in a uniform electric field of 100 N/C?,τ = 2 * 10^-6 * 100,τ = 2 * 10^-6 / 100,τ = 2 * 10^6 * 100,τ = 2 * 10^6 / 100,A,"Torque on dipole, A correct due to dipole moment and electric field",Electric Dipoles,Medium,Physics,Electrostatics
A charged particle of mass 1 kg and charge 2 μC is placed in a uniform electric field of 100 N/C. What is the acceleration of the particle?,a = (2 * 10^-6 * 100) / 1,a = (2 * 10^-6 * 100) / (4 * π * 8.85 * 10^-12),a = (2 * 10^-6) / (100 * 1),a = (2 * 10^-6) / (4 * π * 8.85 * 10^-12 * 100),A,"Acceleration of charged particle, A correct due to force and mass",Charged Particles,Easy,Physics,Electrostatics
A parallel plate capacitor has a capacitance of 1 μF and is connected to a 10 V battery. What is the charge stored on the capacitor?,Q = 1 * 10^-6 * 10,Q = 1 * 10^-6 / 10,Q = 1 * 10^6 * 10,Q = 1 * 10^6 / 10,A,"Charge on capacitor, A correct due to capacitance and voltage",Capacitance,Easy,Physics,Electrostatics
A dielectric material of dielectric constant 3 is placed between the plates of a capacitor. What is the new capacitance of the capacitor?,C' = 3 * C,C' = C / 3,C' = C + 3,C' = C - 3,A,"Capacitance with dielectric, A correct due to dielectric constant",Dielectric Materials,Medium,Physics,Electrostatics
A capacitor is connected to a 15 V battery and has a capacitance of 2 μF. What is the energy stored in the capacitor?,U = 0.5 * 2 * 10^-6 * 15^2,U = 0.5 * 2 * 10^-6 * 15,U = 0.5 * 2 * 10^6 * 15^2,U = 0.5 * 2 * 10^6 * 15,A,"Energy stored in capacitor, A correct due to voltage and capacitance",Energy Storage,Medium,Physics,Electrostatics
"Two capacitors, each of 3 μF, are connected in parallel. What is the equivalent capacitance of the combination?",C_eq = 3 * 10^-6 + 3 * 10^-6,C_eq = 3 * 10^-6 - 3 * 10^-6,C_eq = (3 * 10^-6 * 3 * 10^-6) / (3 * 10^-6 + 3 * 10^-6),C_eq = 3 * 10^-6 * 3 * 10^-6,A,"Parallel capacitance, A correct due to sum of capacitances",Capacitor Combinations,Medium,Physics,Electrostatics
A spherical conductor of radius 0.2 m has a charge of 3 μC. What is the electric field at a point 0.1 m from the center of the sphere?,E = (9 * 10^9 * 3 * 10^-6) / 0.1^2,E = (9 * 10^9 * 3 * 10^-6) / 0.2^2,E = (9 * 10^9 * 3 * 10^-6) / (4 * π * 8.85 * 10^-12 * 0.1),E = (9 * 10^9 * 3 * 10^-6) / (4 * π * 8.85 * 10^-12 * 0.2),A,"Electric field due to sphere, A correct due to distance from center",Electric Field,Medium,Physics,Electrostatics
An electric dipole has a moment of 3 * 10^-6 C*m. What is the electric potential at a point 0.2 m from the center of the dipole?,V = (9 * 10^9 * 3 * 10^-6) / 0.2,V = (9 * 10^9 * 3 * 10^-6) / (4 * π * 8.85 * 10^-12 * 0.2),V = (9 * 10^9 * 3 * 10^-6) / (0.2)^2,V = (9 * 10^9 * 3 * 10^-6) / (0.2)^3,C,"Electric potential due to dipole, C correct due to dipole moment and distance",Electric Dipoles,Hard,Physics,Electrostatics
A charged particle of mass 2 kg and charge 4 μC is placed in a uniform electric field of 200 N/C. What is the force experienced by the particle?,F = (4 * 10^-6 * 200),F = (4 * 10^-6) / 200,F = (4 * 10^6 * 200),F = (4 * 10^6) / 200,A,"Force on charged particle, A correct due to charge and electric field",Charged Particles,Easy,Physics,Electrostatics
A parallel plate capacitor has a capacitance of 2 μF and is connected to a 20 V battery. What is the charge stored on the capacitor?,Q = 2 * 10^-6 * 20,Q = 2 * 10^-6 / 20,Q = 2 * 10^6 * 20,Q = 2 * 10^6 / 20,A,"Charge on capacitor, A correct due to capacitance and voltage",Capacitance,Easy,Physics,Electrostatics
How does electrostatic repulsion between pollen grains help them move in the air?,Due to their negative charges,"When they gain electrons, they become ions",Because of the unequal distribution of electrons,As they lose hydrogen atoms,C,Electrostatic repulsion due to unequal electron distribution causes pollen grains to move. Unlike charges (A) would attract.,Charge distribution,Easy,Physics,Electrostatics
A 16-year-old athlete feels muscle fatigue during a sprint. Which process is responsible for the rapid ATP production in this situation?,Muscle contractions lead to increased ATP production,Increased muscle mass causes faster ATP synthesis,Electrostatic repulsion between muscle fibers accelerates ATP production,Muscle fatigue is due to decreased ATP production,A,"Muscle contractions, not muscle fatigue, lead to rapid ATP production via anaerobic metabolism.",Muscle physiology,Medium,Physics,Electrostatics
