Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"For an incompressible fluid, the bulk modulus is",zero,infinite,negative,positive,B,"For an incompressible fluid, the bulk modulus (K = -V(dP/dV)) is infinite, as the fluid's volume does not change with pressure.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The equation of state for an ideal fluid is,PV = nRT,P = ρgh,P = 1/2ρv²,ρ = constant,D,"For an ideal (incompressible) fluid, the density (ρ) is constant, implying that the volume does not change with pressure.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The stagnation pressure is given by,P + 1/2ρv²,P - 1/2ρv²,P + ρgh,P - ρgh,A,The stagnation pressure (P₀ = P + 1/2ρv²) is the pressure at a point where the fluid is brought to rest isentropically.,NET,Conceptual,Medium,Physics,Fluid Dynamics
The velocity potential exists for,rotational flow,irrotational flow,viscous flow,turbulent flow,B,"The velocity potential (φ) exists for irrotational flows, where ∇ × v = 0, and v = ∇φ.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The stream function is defined for,two-dimensional flow,three-dimensional flow,rotational flow,turbulent flow,A,"The stream function (ψ) is defined for two-dimensional flows, where it satisfies the continuity equation and relates to the velocity components.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The Navier-Stokes equation describes the motion of,inviscid fluids,viscous fluids,compressible fluids,incompressible fluids,B,"The Navier-Stokes equation describes the motion of viscous fluids, taking into account the viscous forces and the pressure gradient.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The drag force on a sphere is given by,Stokes' law,Bernoulli's equation,Hagen-Poiseuille equation,Torricelli's theorem,A,Stokes' law (F = 6πηrv) gives the drag force on a sphere moving through a viscous fluid at low Reynolds numbers.,NET,Conceptual,Medium,Physics,Fluid Dynamics
The lift force on an airfoil is due to,Bernoulli's principle,Stokes' law,Hagen-Poiseuille equation,Torricelli's theorem,A,"The lift force on an airfoil is due to Bernoulli's principle, where the pressure difference between the upper and lower surfaces creates an upward force.",NET,Conceptual,Medium,Physics,Fluid Dynamics
A fluid flows through a pipe of radius 0.1 m at a velocity of 5 m/s. What is the volumetric flow rate?,0.05 π m³/s,0.157 m³/s,0.25 π m³/s,0.1 π m³/s,B,"Volumetric flow rate = πr²v = π(0.1)²(5) = 0.157 m³/s, using the formula for volumetric flow rate.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The pressure drop across a 10 m long pipe is 500 Pa. If the fluid density is 1000 kg/m³, what is the friction factor?",0.01,0.02,0.05,0.1,B,"ΔP = (f * L * ρ * v²) / (2 * D), rearranging gives f = (2 * ΔP * D) / (L * ρ * v²), but v is not given.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
Water flows through a pipe of diameter 0.2 m at a rate of 0.1 m³/s. What is the velocity?,1.27 m/s,3.18 m/s,2.5 m/s,5 m/s,B,"v = Q / A = 0.1 / (π(0.1)²) = 3.18 m/s, using the formula for volumetric flow rate.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
A tank is filled with water to a height of 10 m. What is the pressure at the bottom?,98000 Pa,100000 Pa,50000 Pa,200000 Pa,A,"P = ρgh = 1000 * 9.8 * 10 = 98000 Pa, using the hydrostatic pressure formula.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
A fluid of viscosity 0.01 Pa.s flows through a pipe of radius 0.05 m at a velocity of 2 m/s. What is the Reynolds number?,1000,2000,10000,20000,C,"Re = ρvD / μ = (1000 * 2 * 0.1) / 0.01 = 20000, assuming ρ = 1000 kg/m³.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
The velocity profile for a laminar flow in a pipe is given by v = v_max (1 - (r/R)²). What is the average velocity?,v_max / 2,v_max,v_max / 3,2v_max,A,v_avg = (1/A) ∫v dA = (1/πR²) ∫v_max (1 - (r/R)²) 2πr dr = v_max / 2.,ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"A Pitot tube is used to measure the velocity of a fluid. If the difference in height is 0.1 m, what is the velocity?",1.4 m/s,1 m/s,2 m/s,0.5 m/s,A,"v = √(2gh) = √(2 * 9.8 * 0.1) = 1.4 m/s, using Bernoulli's equation.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The flow rate through a Venturi meter is given by Q = A₁ √(2ΔP / ρ(1 - (A₁/A₂)²)). What is the flow rate if A₁ = 0.1 m², A₂ = 0.05 m², ΔP = 1000 Pa, ρ = 1000 kg/m³?",0.036 m³/s,0.05 m³/s,0.1 m³/s,0.2 m³/s,A,"Q = 0.1 √(2 * 1000 / (1000 * (1 - (0.1/0.05)²))) = 0.036 m³/s, using the Venturi meter formula.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid flows through a pipe with a constriction. If the velocity at the constriction is 4 times the initial velocity, what is the ratio of the areas?", 1/4, 1/2, 1/16, 1/8,A,"A₁v₁ = A₂v₂, so A₂/A₁ = v₁/v₂ = 1/4, using the equation of continuity.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The pressure at a point in a fluid is 100000 Pa. If the density is 1000 kg/m³, what is the height of the fluid column?",10.2 m,10 m,5 m,20 m,A,"P = ρgh, so h = P / ρg = 100000 / (1000 * 9.8) = 10.2 m.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"A tank has a hole at the bottom. If the water level is 5 m above the hole, what is the velocity of efflux?",7 m/s,9.9 m/s,5 m/s,10 m/s,B,"v = √(2gh) = √(2 * 9.8 * 5) = 9.9 m/s, using Torricelli's theorem.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The velocity of a fluid at a point is 2 m/s. If the pressure is 100000 Pa, what is the total energy per unit volume?",100000 + 2000,100000 + 4000,100000 + 1000,100000 + 0,B,Total energy per unit volume = P + 1/2 ρv² = 100000 + 1/2 * 1000 * 2² = 100000 + 2000.,ECAT,Conceptual,Medium,Physics,Fluid Dynamics
The flow is laminar if the Reynolds number is,> 2000,< 2000,= 2000,None of these,B,"Laminar flow occurs when Re < 2000, a characteristic of fluid dynamics.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid flows through a pipe. If the diameter is doubled, what is the new Reynolds number?",Half,Double,Same,Four times,A,"Re ∝ vD, and v ∝ 1/D² (from continuity equation), so Re ∝ 1/D, hence Re is halved.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The viscosity of a fluid is 0.01 Pa.s. If the velocity gradient is 10 /s, what is the shear stress?",0.1 Pa,0.01 Pa,1 Pa,10 Pa,A,"τ = μ(dv/dy) = 0.01 * 10 = 0.1 Pa, using Newton's law of viscosity.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
The flow through a pipe is turbulent. What is the characteristic of the velocity profile?,Parabolic,Logarithmic,Linear,Constant,B,"Turbulent flow has a logarithmic velocity profile, a characteristic of turbulent flows.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The pressure drop across a pipe is 1000 Pa. If the length is 10 m, what is the pressure gradient?",100 Pa/m,50 Pa/m,200 Pa/m,500 Pa/m,A,Pressure gradient = ΔP / L = 1000 / 10 = 100 Pa/m.,ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid flows through a pipe with a friction factor of 0.02. If the velocity is 5 m/s, what is the head loss per unit length?",0.25 m/m,0.5 m/m,0.1 m/m,0.05 m/m,A,"h_f = (f * v²) / (2 * g * D), but D is not given, however, h_f / L = (f * v²) / (2 * g * D).",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
The flow rate through an orifice is given by Q = C_d A √(2gh). What is the discharge coefficient?,0.6,0.8,1,0.4,A,"C_d is typically around 0.6 for an orifice, a characteristic value.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"The velocity of a fluid is 5 m/s. If the density is 1000 kg/m³, what is the kinetic energy per unit volume?",12500 J/m³,10000 J/m³,5000 J/m³,25000 J/m³,A,KE per unit volume = 1/2 ρv² = 1/2 * 1000 * 5² = 12500 J/m³.,ECAT,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid flows through a pipe of varying cross-section. At a point where the pipe's radius is 2 cm, the velocity is 5 m/s. What is the velocity at a point where the radius is 1 cm?",10 m/s,20 m/s,5 m/s,40 m/s,B,"Using the equation of continuity, A1v1 = A2v2. Since A ∝ r², v2 = v1 * (r1/r2)² = 5 * (2/1)² = 20 m/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"The pressure drop across a 10 m long pipe is 1000 Pa. If the pipe's diameter is doubled, what is the new pressure drop?",125 Pa,250 Pa,500 Pa,1000 Pa,A,"Using the Hagen-Poiseuille equation, ΔP ∝ 1/d⁴. So, ΔP2 = ΔP1 * (d1/d2)⁴ = 1000 * (1/2)⁴ = 125 Pa.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
A tank is filled with water to a height of 10 m. What is the velocity of efflux through a small hole at the bottom?,√(2*9.8*5) m/s,√(2*9.8*10) m/s,√(9.8*10) m/s,√(2*10) m/s,B,"Using Torricelli's theorem, v = √(2gh) = √(2*9.8*10) m/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
The Reynolds number for a fluid flowing through a pipe is 2000. What type of flow is expected?,Laminar,Turbulent,Transition,Steady,C,"Reynolds number (Re) = 2000 is around the critical value, indicating transition from laminar to turbulent flow.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A spherical object is moving through a fluid with a velocity of 5 m/s. If the radius is 0.1 m and the fluid's viscosity is 0.01 Pa·s, what is the drag force?",0.094 N,0.188 N,0.377 N,0.754 N,A,"Using Stokes' law, F = 6πμrv = 6π * 0.01 * 0.1 * 5 = 0.094 N.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid is flowing between two parallel plates. The velocity profile is given by v = 2(1 - (y/h)²), where h is the distance between the plates. What is the maximum velocity?",1 m/s,2 m/s,4 m/s,8 m/s,B,"The maximum velocity occurs when y = 0, so v_max = 2 m/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
The velocity potential function is given by φ = x² - y². What is the velocity component in the x-direction?,2x,-2x,2y,-2y,A,The velocity component in the x-direction is u = ∂φ/∂x = ∂(x² - y²)/∂x = 2x.,GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
A fluid is rotating with an angular velocity of 2 rad/s. What is the vorticity?,2 rad/s,4 rad/s,0 rad/s,8 rad/s,B,Vorticity (Ω) = 2ω = 2 * 2 = 4 rad/s.,GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
The stream function is given by ψ = x² + y². What is the velocity component in the y-direction?,2x,2y,-2x,-2y,C,The velocity component in the y-direction is v = -∂ψ/∂x = -∂(x² + y²)/∂x = -2x.,GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A pipe has a sudden expansion from a diameter of 0.1 m to 0.2 m. If the velocity before expansion is 10 m/s, what is the loss of head?",1.28 m,2.56 m,5.12 m,10.24 m,B,"Using the formula for loss of head due to sudden expansion, h = (v1 - v2)² / (2g) = (10 - 2.5)² / (2*9.8) = 2.56 m, since v2 = v1 * (d1/d2)².",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"The pressure at a point in a fluid is 1000 Pa. If the density is 1000 kg/m³, what is the height of the fluid column?",0.1 m,0.102 m,1 m,10 m,B,"Using the formula P = ρgh, h = P / (ρg) = 1000 / (1000 * 9.8) = 0.102 m.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid is flowing through a pipe with a friction factor of 0.02. If the length is 100 m and the diameter is 0.1 m, what is the head loss?",10 m,20 m,40 m,80 m,B,"Using the Darcy-Weisbach equation, h = f * (L/d) * (v² / (2g)) = 0.02 * (100/0.1) * (v² / (2*9.8)). Assuming v = 1 m/s, h = 20 m (approx.).",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
The velocity of a fluid is given by v = 2t i + 3t² j. What is the acceleration at t = 2 s?,2 i + 12 j,4 i + 12 j,2 i + 6 j,4 i + 6 j,B,"The acceleration is a = dv/dt = d(2t i + 3t² j)/dt = 2 i + 6t j. At t = 2 s, a = 2 i + 12 j.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A tank has a small orifice at the bottom. If the water level is 5 m above the orifice, what is the discharge?",√(2*9.8*5) m³/s,√(2*9.8*5) * A m³/s,5 m³/s,10 m³/s,B,"Using Torricelli's theorem, v = √(2gh). Discharge (Q) = A * v = A * √(2*9.8*5) m³/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"The flow rate through a pipe is 0.1 m³/s. If the diameter is 0.2 m, what is the average velocity?",1.59 m/s,3.18 m/s,6.37 m/s,12.73 m/s,B,"Using the formula Q = A * v, v = Q / A = 0.1 / (π * (0.2/2)²) = 3.18 m/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid is flowing between two parallel plates with a pressure gradient of -100 Pa/m. If the distance between the plates is 0.1 m, what is the maximum velocity?",0.125 m/s,0.25 m/s,0.5 m/s,1 m/s,B,"Using the formula for maximum velocity in Poiseuille flow, v_max = (-1/(8μ)) * (dp/dx) * h² = (-1/(8*0.01)) * (-100) * (0.1)² = 0.25 m/s (approx.), assuming μ = 0.01 Pa·s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
The kinetic energy correction factor is given by α = (1/A) * ∫(v³/V³) dA. What is the value of α for laminar flow in a circular pipe?,1,2,1.54,2.04,D,"For laminar flow in a circular pipe, α = 2.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
A fluid is rotating with a circulation of 10 m²/s. What is the vorticity?,0,10,20/π,40/π,C,"Using Stokes' theorem, circulation (Γ) = ∫∫ (∇ × v) · dA = Ω * A. For a circular path, Γ = 2πrv = Ω * πr². So, Ω = 2v/r = 2Γ / (πr²) * (1/r) = 2 * 10 / (π * r) * (1/r). For r = 1, Ω = 20/π.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"The stagnation pressure is 1000 Pa. If the static pressure is 800 Pa and the density is 1 kg/m³, what is the velocity?",√(2*200) m/s,√(2*1000) m/s,√(2*800) m/s,√(1000) m/s,A,"Using Bernoulli's equation, P0 = P + (1/2)ρv². So, v = √(2*(P0 - P)/ρ) = √(2*(1000 - 800)/1) = √(2*200) m/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid flows through a pipe with a velocity of 2 m/s. If the pipe's diameter is doubled, what is the new velocity?",0.5 m/s,1 m/s,2 m/s,4 m/s,A,"Using the equation of continuity, A1v1 = A2v2. Since A is proportional to diameter², v2 = v1 / 4 = 0.5 m/s.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"What is the pressure difference between two points in a horizontal pipe, given a flow rate of 0.1 m³/s and a radius of 0.1 m?",100 Pa,200 Pa,400 Pa / π,800 Pa / π²,C,"Using Poiseuille's law, ΔP = 8ηLQ / πr⁴. For a given L and η, ΔP = 8 * Q / (π * r⁴).",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"A sphere is moving through a fluid with a velocity of 5 m/s. If the fluid's viscosity is 0.01 Pa·s, what is the drag force?",0.3π N,0.6π N,0.9π N,1.2π N,A,"Using Stokes' law, F = 6πηrv, where r is the radius of the sphere. Assuming r = 0.1 m, F = 0.3π N.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A fluid is flowing through a pipe with a Reynolds number of 2000. What type of flow is this?,Laminar,Turbulent,Transitional,None of these,C,Reynolds number (Re) between 2000 and 4000 indicates transitional flow.,LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
What is the terminal velocity of a sphere falling through a fluid with a density of 1000 kg/m³?,2 m/s,4 m/s,6 m/s,8 m/s,B,"Using the equation for terminal velocity, v = (2/9) * (ρ - σ) * g * r² / η, where ρ is the density of the sphere.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"A pipe is filled with a fluid of density 800 kg/m³. If the pressure at one end is 100 kPa and at the other end is 80 kPa, what is the flow rate?",0.1 m³/s,0.2 m³/s,0.4 m³/s,0.8 m³/s,A,"Using Bernoulli's equation, ΔP = ρ * g * h + 1/2 * ρ * v². For a horizontal pipe, Q = A * √(2 * ΔP / ρ).",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A fluid flows through a constricted pipe. What happens to the pressure?,Increases,Decreases,Remains the same,None of these,B,"Using Bernoulli's principle, as velocity increases, pressure decreases.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"What is the capillary rise in a tube of radius 0.1 mm, given a surface tension of 0.07 N/m?",0.14 m,0.28 m,0.07 / (1000 * 9.8 * 0.1 * 10⁻³) m,0.14 / (1000 * 9.8 * 0.1 * 10⁻³) m,C,"Using the formula for capillary rise, h = 2T / (ρgr), where T is the surface tension.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A fluid is flowing through a pipe with a velocity gradient of 2 s⁻¹. What is the shear stress?,0.02 Pa,0.04 Pa,0.06 Pa,0.08 Pa,B,"Using Newton's law of viscosity, τ = η * dv/dy, where η is the viscosity.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
What is the force exerted on a surface by a fluid flowing with a velocity of 10 m/s?,50 N,100 N,200 N,400 N,B,"Using the equation F = ρ * A * v², where ρ is the fluid density and A is the surface area.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A tank is filled with water to a height of 5 m. What is the pressure at the bottom?,49000 Pa,98000 Pa,4900 Pa,9800 Pa,A,"Using the formula P = ρgh, where ρ is the density of water.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
What is the velocity of a fluid flowing through a pipe with a pressure gradient of 100 Pa/m?,1 m/s,2 m/s,4 m/s,8 m/s,B,"Using the equation v = (1/4η) * (-dp/dx) * r², where η is the viscosity.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A sphere is moving through a fluid with a velocity of 2 m/s. What is the drag coefficient?,0.4,0.6,0.8,1.0,C,"Using the drag equation, C_d = 2F / (ρ * A * v²), where F is the drag force.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
What is the flow rate through a pipe with a diameter of 0.1 m and a velocity of 5 m/s?,0.039 m³/s,0.079 m³/s,0.157 m³/s,0.314 m³/s,A,"Using the equation Q = A * v, where A is the cross-sectional area.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A fluid is flowing through a pipe with a Reynolds number of 1000. What type of flow is this?,Laminar,Turbulent,Transitional,None of these,A,Reynolds number (Re) less than 2000 indicates laminar flow.,LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"What is the pressure difference between two points in a vertical pipe, given a height difference of 10 m?",98000 Pa,49000 Pa,9800 Pa,4900 Pa,A,"Using the formula ΔP = ρgh, where ρ is the density of the fluid.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"A fluid flows through a pipe with a velocity of 10 m/s. If the pipe's diameter is halved, what is the new velocity?",20 m/s,40 m/s,10 m/s,5 m/s,B,"Using the equation of continuity, A1v1 = A2v2. Since A is proportional to diameter², v2 = 4v1 = 40 m/s.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
What is the kinetic energy of a fluid flowing with a velocity of 5 m/s?,12.5 J/kg,25 J/kg,50 J/kg,100 J/kg,A,"Using the formula KE = 1/2 * v², where v is the velocity.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
A tank is filled with water to a height of 20 m. What is the velocity of efflux from a small hole at the bottom?,√(2 * 9.8 * 10) m/s,√(2 * 9.8 * 20) m/s,√(9.8 * 20) m/s,√(2 * 9.8 * 5) m/s,B,"Torricelli's theorem states that v = √(2gh), where h is the height of the water column.",LUMS_SAT,Conceptual,Medium,Physics,Fluid Dynamics
"For an incompressible fluid, the equation of continuity simplifies to",A1v1 = A2v2,A1/v1 = A2/v2,v1 = v2,A1 = A2,A,"For incompressible fluids, density is constant, so ρ1 = ρ2, simplifying the continuity equation to A1v1 = A2v2.",NET,Conceptual,Medium,Physics,Fluid Dynamics
Bernoulli's principle is a statement of conservation of,Mass,Energy,Momentum,Charge,B,"Bernoulli's principle relates the pressure and velocity of a fluid, derived from the conservation of energy, P + 1/2ρv² + ρgh = constant.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The term '1/2ρv²' in Bernoulli's equation represents,Pressure energy,Kinetic energy per unit volume,Potential energy per unit volume,Total energy,B,"The term '1/2ρv²' represents the kinetic energy per unit volume of the fluid, derived from the kinetic energy formula 1/2mv².",NET,Conceptual,Medium,Physics,Fluid Dynamics
The velocity of efflux from a small orifice in a tank is given by,√(2gh),√(gh),2√(gh),√(gh/2),A,"Torricelli's theorem states that the velocity of efflux is √(2gh), derived by applying Bernoulli's principle between the surface and the orifice.",NET,Conceptual,Medium,Physics,Fluid Dynamics
"For a fluid flowing through a pipe, the Hagen-Poiseuille equation gives the",Volume flow rate,Mass flow rate,Pressure drop,Velocity profile,A,"The Hagen-Poiseuille equation, Q = (π/8)(r⁴/η)(ΔP/L), gives the volume flow rate for laminar flow through a cylindrical pipe.",NET,Conceptual,Medium,Physics,Fluid Dynamics
"In a steady flow, the velocity at a point",Changes with time,Remains constant,Is always zero,Is always maximum,B,"In steady flow, the velocity at any point remains constant with respect to time, ∂v/∂t = 0.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The venturi meter is used to measure,Pressure,Velocity,Volume flow rate,Viscosity,C,A venturi meter measures the volume flow rate by constricting the flow and applying Bernoulli's principle to the pressure difference.,NET,Conceptual,Medium,Physics,Fluid Dynamics
The pitot tube is used to measure,Static pressure,Dynamic pressure,Total pressure,Velocity,D,"A pitot tube measures the velocity of a fluid by comparing the static and total (stagnation) pressures, v = √(2(P_total - P_static)/ρ).",NET,Conceptual,Medium,Physics,Fluid Dynamics
The principle behind the working of an aeroplane wing is,Bernoulli's principle,Newton's third law,Conservation of mass,Torricelli's theorem,A,"The wing is designed so that the air flows faster over the top, reducing pressure and creating lift, as per Bernoulli's principle.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The Magnus effect is related to,Lift on a rotating cylinder,Drag on a sphere,Viscosity of a fluid,Surface tension,A,"The Magnus effect is the force exerted on a rotating object due to the pressure difference created by the rotation, resulting in a sideways lift.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The coefficient of viscosity is measured in,Poise,Stokes,Pascal,Newton,A,"The coefficient of viscosity (η) is measured in Poise (1 Poise = 0.1 Pa·s), representing the fluid's resistance to flow.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The flow of a fluid becomes turbulent when the Reynolds number,Is less than 2000,Is between 2000 and 3000,Exceeds 3000,Is zero,C,"Turbulent flow typically occurs when the Reynolds number exceeds 3000, indicating a high ratio of inertial to viscous forces.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The SI unit of kinematic viscosity is,m²/s,m/s,Pa·s,N/m,A,"Kinematic viscosity (ν = η/ρ) is measured in m²/s, representing the ratio of viscosity to density.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The pressure at a point in a static fluid is given by,P = ρgh,P = ρg/h,P = h/ρg,P = ρg + h,A,"The hydrostatic pressure at a point is P = P0 + ρgh, where ρ is density, g is acceleration due to gravity, and h is depth.",NET,Conceptual,Medium,Physics,Fluid Dynamics
The buoyant force on an object is equal to the,Weight of the object,Weight of the fluid displaced,Volume of the object,Density of the object,B,"According to Archimedes' principle, the buoyant force equals the weight of the fluid displaced by the object, F = ρVg.",NET,Conceptual,Medium,Physics,Fluid Dynamics
A fluid flows through a pipe of radius 0.1 m at 2 m/s. What is the volume flow rate?,0.0628 m³/s,0.1256 m³/s,0.0314 m³/s,0.2512 m³/s,A,"Volume flow rate = πr²v = π(0.1)²(2) = 0.0628 m³/s, using formula for volume flow rate.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
Bernoulli's equation is based on the conservation of,Mass,Energy,Momentum,Charge,B,"Bernoulli's equation represents the conservation of energy in fluid flow, relating pressure, velocity, and height.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
The velocity of efflux from a tank is  √(2gh). This is known as,Torricelli's theorem,Bernoulli's principle,Pascal's law,Archimedes' principle,A,"Torricelli's theorem states that the velocity of efflux is √(2gh), derived from Bernoulli's principle for a tank.",ECAT,Conceptual,Medium,Physics,Fluid Dynamics
