Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The compound that will undergo SN1 reaction most readily is,1-chlorobutane,2-chlorobutane,2-chloro-2-methylpropane,chlorobenzene,C,Tertiary alkyl halides are most reactive in SN1 reactions due to the ease of forming a tertiary carbocation.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halides with AgNO3 gives a precipitate of,AgX,AgNO2,AgNO3,RNO2,A,"Alkyl halides react with AgNO3 to form a precipitate of AgX, where X is the halide.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The best reagent for converting 2-bromopropane to propene is,KOH/EtOH,KOH/H2O,NaOEt/EtOH,t-BuOK/t-BuOH,D,"Strong, bulky base (t-BuOK) in t-BuOH favors E2 elimination, forming propene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of benzyl chloride with aqueous NaOH gives,benzyl alcohol,benzaldehyde,benzoic acid,benzyl ether,A,"Benzyl chloride undergoes SN1 or SN2 reaction with NaOH, forming benzyl alcohol.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
What is the major product of the reaction of 2-bromobutane with sodium ethoxide?,1-butene,2-butene,ethyl isopropyl ether,2-ethoxybutane,B,"Sodium ethoxide is a strong base, favoring E2 elimination to form the more stable alkene, 2-butene.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 1-bromopropane with magnesium in dry ether gives?,propane,propene,propylmagnesium bromide,1-propanol,C,Grignard reagent is formed by the reaction of alkyl halide with magnesium in dry ether.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
What is the product of the reaction of chloroethane with aqueous KOH?,ethanol,ethanal,ethene,ethane,A,"Aqueous KOH favors SN2 reaction, resulting in the substitution of Cl with OH to form ethanol.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound C4H9Cl has how many isomeric structures?,4,5,6,7,A,"T n-butyl chloride, sec-butyl chloride, isobutyl chloride, and tert-butyl chloride.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
Which of the following is an example of a vicinal dihalide?,CH3CHCl2,ClCH2CH2Cl,CH3CCl3,CCl4,B,"Vicinal dihalides have halogen atoms on adjacent carbon atoms, as seen in ClCH2CH2Cl.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halides with sodium in dry ether is known as?,Wurtz reaction,Fittig reaction,Williamson synthesis,Grignard reaction,A,Wurtz reaction involves the coupling of two alkyl halides in the presence of sodium to form an alkane.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
What is the order of reactivity of alkyl halides towards SN2 reaction?,CH3X > 1° > 2° > 3°,3° > 2° > 1° > CH3X,1° > 2° > 3° > CH3X,CH3X > 2° > 1° > 3°,A,"SN2 reactivity decreases with increasing steric hindrance, so the order is methyl > primary > secondary > tertiary.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound that gives a positive iodoform test is?,2-pentanone,3-pentanone,1-propanol,2-butanol,A,"2-pentanone has a methyl ketone group, which is necessary for a positive iodoform test.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
What is the product of the reaction of benzyl chloride with aqueous NaOH?,benzyl alcohol,benzaldehyde,benzoic acid,benzene,A,Benzyl chloride undergoes SN1 or SN2 reaction with aqueous NaOH to form benzyl alcohol.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with silver nitrite gives?,alkyl nitrite,nitroalkane,alkyl nitrate,amine,B,Silver nitrite reacts with alkyl halide to form nitroalkane.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
Which of the following alkyl halides is optically active?,2-bromobutane,1-bromobutane,2-bromopropane,bromomethane,A,"2-bromobutane has a chiral center, making it optically active.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The boiling point of alkyl halides increases with?,increase in molecular weight,decrease in molecular weight,increase in branching,decrease in polarity,A,"Higher molecular weight alkyl halides have greater London dispersion forces, increasing their boiling points.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The most reactive alkyl halide towards elimination reaction is?,CH3CH2Cl,(CH3)3CCl,CH3Cl,CH3CH2CH2Cl,B,Tertiary alkyl halides are most reactive in elimination reactions due to the stability of the resulting alkene.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
What is the product of the reaction of 1-chloropropane with KCN?,propanenitrile,propylamine,propanamide,propanoic acid,A,"KCN is a good nucleophile, and the reaction with 1-chloropropane results in the formation of propanenitrile via SN2.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of bromoethane with ammonia gives?,ethanamine,diethylamine,triethylamine,all of these,D,"The reaction of bromoethane with ammonia can result in a mixture of primary, secondary, and tertiary amines.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound that reacts fastest with Lucas reagent is?,ethanol,2-propanol,2-methyl-2-propanol,1-propanol,C,Tertiary alcohols react fastest with Lucas reagent due to the ease of formation of a tertiary carbocation.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
What is the major product of the reaction of 2-chlorobutane with alc. KOH?,1-butene,2-butene,2-butanol,1-butanol,B,"Alcoholic KOH favors E2 elimination, resulting in the more stable alkene, 2-butene.",LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with Ag2O gives?,ether,alcohol,alkene,aldehyde,B,Moist Ag2O (or AgOH) reacts with alkyl halide to form the corresponding alcohol.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
Which alkyl halide is most reactive towards SN2 reaction?,CH3CH2Cl,CH3Cl,(CH3)3CCl,CH3CH2CH2Cl,B,Methyl halides are most reactive in SN2 due to the least steric hindrance.,LUMS_SAT,Conceptual,Medium,Chemistry,Alkyl Halides
Which of the following is the most reactive alkyl halide in an SN2 reaction?,CH₃CH₂Cl,CH₃CH₂Br,CH₃CH₂I,CH₃CH₂F,C,The reactivity of alkyl halides in SN2 reactions depends on the leaving group ability; I⁻ is the best leaving group.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 2-bromo-2-methylpropane with aqueous KOH gives,2-methylpropan-2-ol,2-methylpropene,2-methylpropan-1-ol,isobutanol,A,"Tertiary alkyl halides undergo SN1 reactions, resulting in the formation of alcohols.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The order of reactivity of alkyl halides towards SN1 reaction is,3° > 2° > 1°,1° > 2° > 3°,2° > 1° > 3°,3° > 1° > 2°,A,The stability of the carbocation determines the reactivity; 3° carbocations are more stable than 2° and 1°.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
What is the product of the reaction between CH₃CH₂Br and NaCN?,CH₃CH₂CN,CH₃CH₂NC,CH₃CH₂NH₂,CH₃CH₂OH,A,"The reaction is an SN2 reaction, resulting in the formation of a nitrile.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halides with magnesium gives,Grignard reagent,alkane,alkene,alkyl magnesium halide and alkane,A,"Alkyl halides react with Mg to form Grignard reagents, which are organomagnesium compounds.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The hydrolysis of 1-bromopropane gives,propan-1-ol,propan-2-ol,propene,propanal,A,Primary alkyl halides undergo SN2 hydrolysis to form primary alcohols.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with sodium ethoxide gives,ether,alkene,alkane,both A and B,D,Sodium ethoxide is a strong base and can cause both substitution (to form ether) and elimination (to form alkene).,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The best solvent for an SN2 reaction is,water,DMSO,ethanol,acetone,B,DMSO is a polar aprotic solvent that facilitates SN2 reactions by stabilizing the nucleophile.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
Which of the following is a characteristic of SN1 reactions?,stereospecific,racemization,inversion of configuration,retention of configuration,B,"SN1 reactions involve the formation of a planar carbocation, leading to racemization.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 1-chloropropane with NaI in acetone gives,1-iodopropane,2-iodopropane,propene,propane,A,"The reaction is an SN2 reaction, where Cl⁻ is replaced by I⁻.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The major product of the reaction between 2-methyl-2-bromopropane and ethanol is,2-methylpropene,2-methylpropan-2-ol,2-methylpropan-1-ol,ethyl 2-methylpropyl ether,A,Tertiary alkyl halides undergo elimination reactions to form alkenes.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of bromoethane with ammonia gives,ethanamine,diethylamine,triethylamine,all of these,D,"The reaction is an SN2 reaction; multiple alkylations can occur, forming primary, secondary, and tertiary amines.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The compound that is most reactive towards SN1 reaction is,CH₃CH₂Cl,(CH₃)₃CCl,CH₃CH₂CH₂Cl,CH₃Cl,B,Tertiary alkyl halides are more reactive in SN1 reactions due to the stability of the tertiary carbocation.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The product of the reaction of 1-bromobutane with KOH (alc.) is,but-1-ene,but-2-ene,butan-1-ol,butan-2-ol,A,"The reaction is an E2 elimination, resulting in the formation of an alkene.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
The best leaving group among the following is,Cl⁻,Br⁻,I⁻,F⁻,C,I⁻ is the best leaving group due to its weak basicity and ability to stabilize the negative charge.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 2-chloropropane with NaOH (aq.) gives,propan-2-ol,propene,propan-1-ol,both A and B,D,Secondary alkyl halides can undergo both SN1 (to form alcohol) and E1/E2 (to form alkene) reactions.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The hydrolysis of tertiary butyl chloride gives,tert-butyl alcohol,isobutene,both A and B,none of these,C,Tertiary alkyl halides can undergo both SN1 (to form alcohol) and E1 (to form alkene) reactions.,NET,Conceptual,Medium,Chemistry,Alkyl Halides
The compound C₂H₅Cl reacts with sodium in presence of ether to form,butane,ethane,ethylene,ethyl sodium,A,"The reaction is a Wurtz reaction, where two alkyl halides react with sodium to form a coupled alkane.",NET,Conceptual,Medium,Chemistry,Alkyl Halides
What is the major product of the reaction of 2-methyl-2-butene with HCl?,2-chloro-2-methylbutane,2-chloro-3-methylbutane,1-chloro-2-methylbutane,3-chloro-2-methylbutane,A,"The reaction follows Markovnikov's rule, where the hydrogen atom adds to the carbon with more hydrogens, and the Cl atom adds to the more substituted carbon.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 1-bromopropane with Na in presence of ether gives,hexane,propane,propene,propane + propene,A,"This is a Wurtz reaction, where two alkyl halides react with Na to form a new C-C bond, resulting in hexane.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
What is the product of the reaction of 2-bromobutane with alc. KOH?,1-butene,2-butene,1-butyne,2-butyne,B,"The reaction is an elimination reaction (E2), resulting in the formation of 2-butene, following Saytzeff's rule.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with AgNO2 gives,alkyl nitrite,nitroalkane,alkyl nitrate,none of these,B,"AgNO2 is a source of NO2^- ion, which substitutes the halide ion, forming nitroalkane.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound C4H9Cl has,2 isomers,3 isomers,4 isomers,5 isomers,C,"C4H9Cl can have 4 isomers: 1-chlorobutane, 2-chlorobutane, 1-chloro-2-methylpropane, and 2-chloro-2-methylpropane.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The dehydrohalogenation of alkyl halide is,electrophilic substitution,nucleophilic substitution,elimination reaction,addition reaction,C,"Dehydrohalogenation involves the removal of a hydrogen and a halide ion, resulting in an alkene, which is an elimination reaction.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with LiAlH4 gives,alkane,alkene,alkyl cyanide,alkyl isocyanide,A,"LiAlH4 is a reducing agent that replaces the halide ion with a hydrogen atom, resulting in an alkane.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound that is most reactive towards SN1 is,C6H5CH2Cl,C6H5CCl3,C6H5CHClCH3,C6H5Cl,B,"C6H5CCl3 forms a stable carbocation due to resonance and the presence of three Cl atoms, making it most reactive towards SN1.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 1-chloropropane with NaI in acetone is an example of,SN1 reaction,SN2 reaction,E1 reaction,E2 reaction,B,"The reaction is an SN2 reaction, where the iodide ion substitutes the chloride ion.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The major product of the reaction of 1-butene with HBr is,1-bromobutane,2-bromobutane,"1,2-dibromobutane","2,3-dibromobutane",B,"The reaction follows Markovnikov's rule, resulting in 2-bromobutane.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with NH3 gives,alkyl amine,dialkyl amine,both A and B,none of these,C,"The reaction can result in both mono- and dialkyl amines, depending on the conditions.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound that is least reactive towards SN2 is,CH3CH2Cl,(CH3)3CCl,CH3Cl,CH3CH2CH2Cl,B,Tertiary alkyl halides are least reactive towards SN2 due to steric hindrance.,ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 2-chlorobutane with alc. KOH gives,1-butene,2-butene,both A and B,none of these,C,"The reaction is an E2 reaction, resulting in both 1-butene and 2-butene, with 2-butene being the major product.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The boiling point of CH3CH2Cl is lower than that of CH3CH2I because,of lower molecular weight,of weaker London dispersion forces,both A and B,none of these,C,"CH3CH2Cl has lower molecular weight and weaker London dispersion forces compared to CH3CH2I, resulting in a lower boiling point.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with KCN in presence of alc. gives,alkyl cyanide,alkyl isocyanide,both A and B,none of these,A,"KCN is a source of CN^- ion, which substitutes the halide ion, forming alkyl cyanide.",ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The compound that is most reactive towards E2 is,CH3CH2Cl,(CH3)3CCl,CH3CH2CH2Cl,CH3Cl,B,Tertiary alkyl halides are most reactive towards E2 due to the stability of the resulting alkene.,ECAT,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of 2-bromopropane with NaOH in ethanol is an example of?,SN1,SN2,E1,E2,D,"Secondary alkyl halides with strong base (NaOH) favor E2 elimination, forming propene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
What is the product of the reaction between CH₃CH₂Br and KCN?,CH₃CH₂CN,CH₃CH₂NC,CH₃CH₂OH,CH₃CH₂NH₂,A,"KCN is a good nucleophile, and CN⁻ replaces Br⁻ in an SN2 reaction, forming CH₃CH₂CN.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halide with AgNO₃ gives?,Alkyl nitrate,Alkyl nitrite,Alkene,Alkyl nitrate and alkene,A,"Alkyl halides react with AgNO₃ to form alkyl nitrate, a good leaving group (NO₃⁻) replaces halide.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
What is the major product of the reaction between (CH₃)₃CBr and H₂O?,(CH₃)₃COH,(CH₃)₂C=CH₂,CH₃CH₂CH=CH₂,None of these,B,"Tertiary alkyl halides undergo SN1 and E1 reactions; E1 is favored, forming (CH₃)₂C=CH₂.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The order of reactivity of alkyl halides towards SN2 reaction is?,CH₃ > 1° > 2° > 3°,3° > 2° > 1° > CH₃,1° > 2° > 3° > CH₃,2° > 1° > CH₃ > 3°,A,"SN2 reactivity decreases with increasing steric hindrance, so CH₃X > 1° > 2° > 3°.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The reaction of alkyl halides with NaI in acetone is?,SN1,SN2,E1,E2,B,"NaI in acetone is used for SN2 reactions; I⁻ is a good nucleophile, replacing halides.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
The compound C₄H₉Br has how many isomeric alkyl halides?,4,5,3,2,A,"C₄H₉Br has 4 isomers: n-butyl, sec-butyl, isobutyl, and tert-butyl bromides.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Alkyl Halides
