Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The formal charge on the oxygen atom in the molecule CO is,+1,-1,0,+2,B,"Formal charge = valence electrons - (nonbonding electrons + bonding electrons / 2). For O in CO, it's 6 - (4 + 4 / 2) = -1.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that is most likely to exhibit hydrogen bonding is,CH4,NH3,H2S,PH3,B,"Hydrogen bonding occurs with N, O, or F. NH3 has N-H bonds, making it capable of hydrogen bonding.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The bond order of N2 is,2,3,2.5,1.5,B,"N2 has 8 bonding and 2 antibonding electrons (in the 1s and 2s orbitals, and 2p orbitals), giving a bond order of (8-2)/2 = 3.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The hybridization and shape of the molecule SF6 are,"sp3d2, octahedral","sp3d, trigonal bipyramidal","sp3, tetrahedral","d2sp3, square planar",A,"SF6 has 6 bonding pairs, requiring 6 hybrid orbitals, hence sp3d2 hybridization and an octahedral shape.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the most polar bond is,HCl,HI,HBr,HF,D,"Polarity depends on electronegativity difference. HF has the largest difference, making it the most polar.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between the carbon atoms in C2H4 is,Single,Double,Triple,Ionic,B,"C2H4 has a C=C double bond, consisting of 1 sigma and 1 pi bond.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of the molecule IF5 is,Square pyramidal,Trigonal bipyramidal,Octahedral,T-shaped,A,"IF5 has 5 bonding pairs and 1 lone pair, resulting in a square pyramidal geometry.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The bond angle in the molecule H2O is approximately,104.5,109.5,120,90,A,"H2O has 2 bonding pairs and 2 lone pairs, resulting in a bent shape with a bond angle of about 104.5 degrees.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that is linear is,CO2,H2O,NH3,CH4,A,CO2 is linear due to its sp hybridization and lack of lone pairs on the central atom.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The hybridization of the carbon atom in CO2 is,sp,sp2,sp3,d2sp3,A,"CO2 has 2 sigma bonds and 2 pi bonds, requiring sp hybridization for the sigma bonds.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The type of intermolecular force present in CH4 is,Hydrogen bonding,Dipole-dipole,London dispersion forces,Ion-dipole,C,"CH4 is nonpolar, so it exhibits London dispersion forces, the weakest intermolecular force.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
What type of bond is formed between two atoms with a large difference in electronegativity?,Covalent,Ionic,Hydrogen,Van der Waals,B,"Large electronegativity difference indicates electron transfer, forming ions, thus an ionic bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which molecule has a linear geometry?,CO2,H2O,NH3,CH4,A,"CO2 has two bonding pairs and no lone pairs on the central atom, resulting in a linear shape.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
What is the hybridization of the central atom in SF4?,sp3,sp3d,sp3d2,sp2,B,"SF4 has five regions of electron density, requiring sp3d hybridization.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the highest bond angle is,NH3,H2O,CO2,CH4,C,CO2 is linear with a bond angle of 180 degrees.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which of the following is paramagnetic?,N2,O2,CO,NO+,B,"O2 has unpaired electrons in its molecular orbitals, making it paramagnetic.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of hybridization in the molecule C2H2 is,sp,sp2,sp3,dsp2,A,"C2H2 has a triple bond between the carbon atoms, requiring sp hybridization.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which molecule is nonpolar?,CO2,H2O,NH3,SO2,A,"CO2 is symmetrical and has no net dipole moment, making it nonpolar.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of the molecule XeF4 is,Tetrahedral,Square planar,Octahedral,Trigonal bipyramidal,B,"XeF4 has six regions of electron density with two lone pairs, resulting in a square planar shape.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that has the strongest hydrogen bonding is,H2O,NH3,HF,CH4,C,HF has the strongest hydrogen bonding due to the high electronegativity of fluorine.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The hybridization of the nitrogen atom in NH3 is,sp2,sp3,dsp2,sp,B,"NH3 has four regions of electron density, requiring sp3 hybridization.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The bond angle in H2O is approximately,90,104.5,109.5,120,B,H2O has a bent shape with a bond angle of approximately 104.5 degrees due to lone pair repulsion.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between the atoms in NaCl is,Covalent,Ionic,Metallic,Hydrogen,B,"NaCl is formed by electron transfer between sodium and chlorine, resulting in an ionic bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the lowest bond energy is,F2,Cl2,Br2,I2,A,F2 has a low bond energy due to repulsion between the lone pairs on the fluorine atoms.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of the molecule CH4 is,Tetrahedral,Trigonal planar,Bent,Linear,A,"CH4 has four bonding pairs and no lone pairs, resulting in a tetrahedral shape.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that is most likely to exhibit resonance is,CO2,H2O,O3,CH4,C,"O3 has multiple equivalent Lewis structures, indicating resonance.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of hybridization in SF4 is,sp3d,sp3d2,d2sp3,sp3,A,"SF4 has 5 regions of electron density, requiring sp3d hybridization for trigonal bipyramidal geometry.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the largest dipole moment is,CO2,H2O,NH3,BF3,B,"H2O has a bent shape, resulting in a larger dipole moment due to the vector sum of its bond dipoles.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The number of sigma bonds in ethyne is,2,3,4,5,B,"Ethyne (C2H2) has 2 C-H sigma bonds and 1 C-C sigma bond, totaling 3 sigma bonds.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of XeF4 is,Tetrahedral,Square planar,Octahedral,Trigonal bipyramidal,B,"XeF4 has 6 regions of electron density, with 2 lone pairs, resulting in a square planar shape.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between two atoms with a large electronegativity difference is,Covalent,Ionic,Metallic,Hydrogen,B,Large electronegativity differences typically result in ionic bonds.,NET,Conceptual,Medium,Chemistry,Chemical Bonding
The number of lone pairs on the central atom in ClF3 is,0,1,2,3,C,"ClF3 has 5 regions of electron density, with 2 lone pairs on Cl, resulting in a T-shaped molecule.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the shortest bond length is,F2,O2,N2,Cl2,C,"N2 has a triple bond, resulting in the shortest bond length among the options.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The type of hybridization in CO2 is,sp,sp2,sp3,dsp3,A,"CO2 has a linear shape, requiring sp hybridization on the central C atom.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The number of pi bonds in benzene is,3,6,9,12,A,"Benzene has 3 C=C double bonds, each with 1 pi bond, resulting in 3 pi bonds.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of the molecule BF3 is,Tetrahedral,Trigonal planar,Trigonal pyramidal,Bent,B,"BF3 has 3 regions of electron density, resulting in a trigonal planar shape.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The bond angle in NH3 is approximately,90°,104.5°,107°,120°,C,NH3 has a trigonal pyramidal shape with a bond angle of 107° due to 1 lone pair on N.,NET,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond in NaCl is,Covalent,Ionic,Metallic,Hydrogen,B,"NaCl is formed from a metal and a nonmetal, resulting in an ionic bond.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
What is the bond order of O2 molecule?,1,2,1.5,2.5,B,Bond order = (number of bonding electrons - number of antibonding electrons) / 2 = (8 - 4) / 2 = 2,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between two oxygen atoms in O2 is,Single covalent bond,Double covalent bond,Triple covalent bond,Ionic bond,B,O2 has a double bond between two oxygen atoms,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The number of sigma and pi bonds in C2H4 are,"5 sigma, 1 pi","4 sigma, 1 pi","5 sigma, 0 pi","4 sigma, 0 pi",A,C2H4 has 5 sigma and 1 pi bond between carbon atoms,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The formal charge on the central atom in CO2 is,+1,0,-1,+2,B,Formal charge = valence electrons - nonbonding electrons - (bonding electrons / 2) = 4 - 0 - (8 / 2) = 0,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The bond length between two carbon atoms in C2H4 is,1.54 A,1.34 A,1.20 A,1.40 A,B,"C2H4 has a double bond, so bond length is shorter than single bond",ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the strongest hydrogen bonding is,H2O,NH3,HF,CH4,C,HF has the strongest hydrogen bonding due to high electronegativity of F,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between two chlorine atoms in Cl2 is,Single covalent bond,Double covalent bond,Triple covalent bond,Ionic bond,A,Cl2 has a single covalent bond between two Cl atoms,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The number of sigma and pi bonds in C2H2 are,"3 sigma, 2 pi","2 sigma, 2 pi","3 sigma, 1 pi","2 sigma, 1 pi",A,C2H2 has 3 sigma and 2 pi bonds between carbon atoms,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The formal charge on the oxygen atom in H2O is,+1,0,-1,+2,B,Formal charge = valence electrons - nonbonding electrons - (bonding electrons / 2) = 6 - 4 - (4 / 2) = 0,ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that has a non-zero dipole moment is,CO2,H2O,CCl4,BF3,B,"H2O is bent, so it has a non-zero dipole moment",ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The bond length between two nitrogen atoms in N2 is,1.10 A,1.20 A,1.30 A,1.40 A,A,"N2 has a triple bond, so bond length is shorter than single or double bond",ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The number of lone pairs on the central atom in XeF2 is,2,3,1,0,B,"XeF2 has 3 lone pairs on Xe, which is sp³d hybridized",ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with the weakest intermolecular forces is,H2O,CO2,CH4,NH3,C,"CH4 is non-polar, so it has the weakest intermolecular forces",ECAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which type of bond is formed between two atoms with a large difference in electronegativity?,Covalent bond,Ionic bond,Metallic bond,Hydrogen bond,B,"When there's a large difference in electronegativity, one atom loses an electron to form a cation, and the other gains to form an anion, resulting in an ionic bond.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The type of isomerism exhibited by [Co(NH3)4Cl2]⁺ is,Linkage isomerism,Geometrical isomerism,Optical isomerism,Ionization isomerism,B,"[Co(NH3)4Cl2]⁺ has cis-trans isomerism due to different arrangements of Cl⁻ ligands around the central Co³⁺ ion, illustrating geometrical isomerism.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The number of sigma (σ) bonds in the molecule C2H4 is,4,5,6,7,B,C2H4 has 5 σ bonds: 4 C-H bonds and 1 C-C bond; the C=C bond contains 1 σ and 1 π bond.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that does NOT contain a coordinate covalent bond is,NH4⁺,CO,H2O,BF3.NH3,C,H2O does not contain a coordinate covalent bond; it's formed through regular covalent bonding between oxygen and hydrogen atoms.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The bond length of a carbon-carbon double bond is approximately,1.54 A,1.34 A,1.20 A,1.67 A,B,C=C bond length is about 1.34 A due to increased bond order and corresponding decrease in bond length compared to a single C-C bond.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The hybridization of nitrogen in NO2⁺ is,sp,sp²,sp³,dsp²,A,"NO2⁺ has a linear geometry, indicating sp hybridization on nitrogen, with two equivalent N-O bonds and no lone pairs on nitrogen.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The formal charge on the oxygen atom in H3O⁺ is,+1,0,-1,+2,B,"Formal charge = valence electrons - (non-bonding electrons + bonding electrons / 2). For oxygen in H3O⁺, it's 6 - (2 + 6 / 2) = 0.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule with a bent or V-shape is,CO2,H2O,NH3,CH4,B,"H2O has a bent shape due to two lone pairs on oxygen, causing the H-O-H bond angle to be less than tetrahedral.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bonding responsible for the high melting point of NaCl is,Covalent bonding,Ionic bonding,Hydrogen bonding,Van der Waals forces,B,"NaCl is an ionic compound with strong electrostatic forces between Na⁺ and Cl⁻ ions, resulting in a high melting point.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The bond order of N2⁺ is,2,2.5,3,3.5,B,"N2⁺ has 13 electrons; its bond order = (8 - 5) / 2 = 2.5, as one electron is removed from the bonding/antibonding MO.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that exhibits paramagnetism is,N2,O2,CO,NO⁺,B,"O2 is paramagnetic due to two unpaired electrons in its degenerate π* orbitals, making it attracted to a magnetic field.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The bond angle in a tetrahedral molecule is,90°,109.5°,120°,180°,B,"Tetrahedral molecules like CH4 have a bond angle of 109.5° due to sp³ hybridization, maximizing bond separation.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The type of intermolecular force present in HCl is,Ion-dipole,Dipole-dipole,Hydrogen bonding,London dispersion forces,B,"HCl is a polar molecule, so it exhibits dipole-dipole interactions between its permanent dipoles.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
The molecule that is isoelectronic with CO is,N2,NO⁺,CN⁻,All of the above,D,"CO, N2, NO⁺, and CN⁻ are all isoelectronic, having the same number of electrons, which often results in similar molecular structures.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Chemical Bonding
Which of the following molecules has a linear geometry?,CO2,H2O,NH3,CH4,A,"CO2 has a linear geometry due to its sp hybridization, resulting in a bond angle of 180 degrees.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which type of bond is responsible for the high melting point of NaCl?,Covalent,Ionic,Hydrogen,Van der Waals,B,"Ionic bonds are strong electrostatic forces between oppositely charged ions, resulting in high melting points.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which of the following is an example of a polar molecule?,CO2,H2O,N2,O2,B,"H2O is polar due to its bent shape and unequal sharing of electrons, resulting in a net dipole moment.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The number of sigma bonds in ethane (C2H6) is,5,6,7,8,C,Ethane has 7 sigma bonds: 1 C-C bond and 6 C-H bonds.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which of the following molecules is nonpolar?,HCl,CO,CCl4,NH3,C,"CCl4 is nonpolar due to its symmetrical tetrahedral geometry, resulting in no net dipole moment.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
Which of the following is a characteristic of ionic compounds?,Low melting points,High melting points,Solubility in nonpolar solvents,Conductivity in solid state,B,Ionic compounds have high melting points due to strong electrostatic forces between oppositely charged ions.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The number of pi bonds in ethene (C2H4) is,0,1,2,3,B,"Ethene has one pi bond between the two carbon atoms, in addition to a sigma bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of the molecule PCl5 is,Trigonal bipyramidal,Tetrahedral,Octahedral,Square planar,A,PCl5 has a trigonal bipyramidal geometry due to sp3d hybridization of the phosphorus atom.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between two hydrogen atoms is,Ionic,Covalent,Hydrogen,Van der Waals,B,"The bond between two hydrogen atoms is a covalent bond, resulting from the sharing of electrons.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The bond angle in CO2 is,90,120,180,109.5,C,CO2 has a linear geometry with a bond angle of 180 degrees due to sp hybridization.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The number of sigma bonds in ethyne (C2H2) is,2,3,4,5,B,Ethyne has 3 sigma bonds: 1 C-C bond and 2 C-H bonds.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The type of hybridization in BF3 is,sp,sp2,sp3,dsp3,B,"BF3 has a trigonal planar geometry, resulting from sp2 hybridization of the boron atom.",LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The bond order of O2- is,1,1.5,2,2.5,B,Bond order = (number of bonding electrons - number of antibonding electrons) / 2 = (8 - 5) / 2 = 1.5.,LUMS_SAT,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of XeF2 is,Linear,T-shaped,Bent,Trigonal planar,A,"XeF2 has 5 regions of electron density with 3 lone pairs, resulting in a linear shape.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The hybridization of carbon in CO2 is,sp,sp²,sp³,dsp²,A,"CO2 has 2 regions of electron density around C, requiring sp hybridization for linear geometry.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
Which molecule is paramagnetic?,N2,CO,O2,C2,C,"O2 has unpaired electrons in its molecular orbitals, making it paramagnetic.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
The type of bond between two chlorine atoms is,Ionic,Covalent,Hydrogen,Coordinate covalent,B,Cl2 is a diatomic molecule formed by covalent bonding between two Cl atoms.,NET,Conceptual,Medium,Chemistry,Chemical Bonding
The shape of BF3 is,Trigonal planar,T-shaped,Pyramidal,Tetrahedral,A,"BF3 has 3 regions of electron density around B, resulting in a trigonal planar shape.",NET,Conceptual,Medium,Chemistry,Chemical Bonding
