Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
The company's _______ decision to downsize was met with resistance from employees.,drastic,tentative,precipitous,cautious,A,"Drastic and precipitous mean severe or sudden; tentative means uncertain, cautious means careful.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The novel's _______ plot twists kept readers on the edge of their seats.,predictable,unpredictable,plausible,implausible,B,Unpredictable means difficult to forecast; plausible and implausible refer to believability.,Descriptive Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The politician was accused of making _______ statements to sway public opinion.,candid,disingenuous,forthright,sincere,B,"Disingenuous means insincere or deceitful; candid, forthright, and sincere mean honest.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The professor's _______ lectures were known for being informative and engaging.,pedantic,erudite,didactic,expository,B,Erudite means highly knowledgeable; pedantic means excessively concerned with details.,Descriptive Vocabulary,Hard,English,Vocabulary and Lexical Aspects
The tourists got lost in the _______ alleys of the old town.,winding,straight,narrow,broad,A,Winding means twisting or turning; straight means not curved.,Descriptive Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The company's _______ growth was attributed to its innovative marketing strategy.,exponential,linear,gradual,static,A,Exponential means growing rapidly; linear means growing at a constant rate.,Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The professor's _______ criticism of the student's work was constructive and helpful.,scathing,caustic,incisive,mild,C,Incisive means sharply perceptive; scathing and caustic mean severely critical.,Descriptive Vocabulary,Hard,English,Vocabulary and Lexical Aspects
The new policy has been criticized for being too _______ and inflexible.,stringent,lenient,flexible,permissive,A,"Stringent means strict or severe; lenient, flexible, and permissive mean not strict.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The artist's use of metaphors added a _______ layer of meaning to the poem.,literal,figurative,superficial,profound,B,"Figurative means not literal; literal means exact or actual, profound means going far beneath the surface.",Literary Devices,Easy,English,Vocabulary and Lexical Aspects
The professor's _______ approach to teaching made the subject more accessible.,pedantic,didactic,expository,heuristic,D,Heuristic means encouraging discovery; pedantic means excessively concerned with details.,Descriptive Vocabulary,Hard,English,Vocabulary and Lexical Aspects
The tourists were advised to be cautious of _______ vendors in the market.,aggressive,pushy,obtrusive,discreet,B,Pushy means overly assertive or aggressive; discreet means unobtrusive or tactful.,Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
"In the sentence, 'The diplomat's nuanced response helped to mitigate the tension between the two nations,' the word 'mitigate' means to",exacerbate the situation,reduce the severity of the situation,ignore the problem,create a new issue,B,"Mitigate means to reduce severity; exacerbate means to worsen, making option A incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The professor's 'laconic' reply left the student wondering if she had understood the question correctly. 'Laconic' here implies that the reply was,verbose and detailed,brief and to the point,confusing and ambiguous,enthusiastic and encouraging,B,"Laconic means using few words; verbose means using many words, making option A incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'perspicacious' investor was able to predict the market trend. 'Perspicacious' in this context means having,a keen understanding and insight,a tendency to follow the crowd,a strong dislike for risk,a preference for long-term investments,A,"Perspicacious means having keen understanding; option B is the opposite, describing a follower.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'fastidious' editor reviewed the manuscript multiple times. 'Fastidious' here means being,careless and negligent,meticulous and demanding in standards,quick and efficient,indifferent to details,B,"Fastidious means being meticulous; careless is the opposite, making option A incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'enervating' heatwave drained the city's energy. 'Enervating' in this context means,invigorating and refreshing,causing fatigue or weakness,having no effect on energy levels,providing a temporary boost,B,"Enervating means causing fatigue; invigorating means giving strength, making option A incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'disingenuous' politician's promises were met with skepticism. 'Disingenuous' here implies,sincere and genuine,insincere and deceitful,ambitious and forward-thinking,experienced and knowledgeable,B,"Disingenuous means insincere; sincere is the opposite, making option A incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'ebullient' personality of the host made the party enjoyable. 'Ebullient' in this context means,enthusiastic and lively,boring and dull, reserved and shy,strict and formal,A,"Ebullient means enthusiastic; boring is the opposite, making option B incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'mercurial' nature of the weather made it difficult to plan outdoor activities. 'Mercurial' here implies,changeable and unpredictable,stable and consistent,hot and humid,cold and snowy,A,"Mercurial means changeable; stable is the opposite, making option B incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'prolix' professor's lectures were often tedious. 'Prolix' in this context means,brief and concise,lengthy and wordy,engaging and interactive,clear and concise,B,"Prolix means lengthy and wordy; brief is the opposite, making option A incorrect.",Contextual Vocabulary,Hard,English,Vocabulary and Lexical Aspects
The 'sagacious' decision to invest in renewable energy paid off. 'Sagacious' here means,having keen discernment and good judgment,lacking foresight and prudence,based on emotions rather than facts,made impulsively without consideration,A,"Sagacious means having keen discernment; lacking foresight is the opposite, making option B incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'tendentious' article presented a biased view. 'Tendentious' in this context means,neutral and impartial,having or showing a strong bias,well-researched and factual,engaging and entertaining,B,"Tendentious means having a strong bias; neutral is the opposite, making option A incorrect.",Contextual Vocabulary,Hard,English,Vocabulary and Lexical Aspects
The 'vapid' conversation at the dinner party was uninteresting. 'Vapid' here implies,lively and engaging,dull and lacking in interest,deep and meaningful,argumentative and confrontational,B,"Vapid means lacking in interest; lively is the opposite, making option A incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'abstruse' philosophical text was difficult to comprehend. 'Abstruse' in this context means,clear and easily understood,difficult to understand; obscure,simple and straightforward,complex but accessible,B,"Abstruse means difficult to understand; clear is the opposite, making option A incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'garrulous' neighbor dominated the conversation. 'Garrulous' here means,talkative and loquacious,reserved and taciturn,friendly and approachable,angry and confrontational,A,"Garrulous means talkative; reserved is the opposite, making option B incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'invidious' task of comparing the two candidates was challenging. 'Invidious' in this context means,unfairly discriminatory,fair and unbiased,simple and straightforward,complex but manageable,A,"Invidious means unfairly discriminatory; fair is the opposite, making option B incorrect.",Contextual Vocabulary,Hard,English,Vocabulary and Lexical Aspects
The 'limpid' explanation helped clarify the complex concept. 'Limpid' here means,clear and transparent,confusing and ambiguous,complex and convoluted,simple but misleading,A,"Limpid means clear; confusing is the opposite, making option B incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'mellifluous' voice of the singer was soothing. 'Mellifluous' in this context means,harsh and discordant,smooth and sweet-sounding,loud and boisterous,soft and whispery,B,"Mellifluous means smooth and sweet-sounding; harsh is the opposite, making option A incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'perfidious' actions of the company led to a loss of trust. 'Perfidious' here means,disloyal or treacherous,loyal and faithful,honest and transparent,cooperative and supportive,A,"Perfidious means disloyal; loyal is the opposite, making option B incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
The 'sophisticated' technology improved efficiency. 'Sophisticated' in this context means,complex and advanced,simple and outdated,reliable and robust,new and innovative,A,"Sophisticated means complex and advanced; simple is the opposite, making option B incorrect.",Contextual Vocabulary,Easy,English,Vocabulary and Lexical Aspects
The 'terse' message conveyed the information succinctly. 'Terse' here means,brief and to the point,lengthy and detailed,polite and courteous,rude and abrupt,A,"Terse means brief; lengthy is the opposite, making option B incorrect.",Contextual Vocabulary,Medium,English,Vocabulary and Lexical Aspects
"The teacher said, ""The sun rises in the east."" Which of the following is the correct indirect speech?",The teacher said that the sun rises in the east.,The teacher said that the sun rose in the east.,The teacher said that the sun has risen in the east.,The teacher said that the sun was rising in the east.,A,The correct indirect speech is 'The teacher said that the sun rises in the east.' because it's a universal truth.,Indirect Speech,Easy,English,Vocabulary and Lexical Aspects
The sentence 'The manager will give you a bonus' is in active voice. What is its passive voice equivalent?,You will be given a bonus by the manager.,A bonus will be given to you by the manager.,You are given a bonus by the manager.,The manager is going to give you a bonus.,A,'You will be given a bonus by the manager' is correct passive voice; 'are given' is incorrect tense.,Active to Passive Voice,Medium,English,Vocabulary and Lexical Aspects
The phrase 'the city's infrastructure' is in the active construction. What is its corresponding passive construction?,The infrastructure of the city,The city's infrastructural development,Infrastructure being built in the city,City infrastructure being constructed,A,'The infrastructure of the city' is the correct passive construction; it changes the possessive form.,Passive Constructions,Hard,English,Vocabulary and Lexical Aspects
"The principal said to the students, ""Do not make a noise."" What is the indirect speech?",The principal forbade the students to make a noise.,The principal ordered the students not to make a noise.,The principal requested the students not to make a noise.,The principal told the students not to make a noise.,A,'The principal forbade the students to make a noise' is correct; 'forbade' matches the imperative tone.,Indirect Speech with Imperatives,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The researchers are conducting an experiment' is in active voice. What is its passive equivalent?,An experiment is being conducted by the researchers.,The researchers are being conducted on an experiment.,Experimentation is being done by researchers.,Researchers are conducting an experimental study.,A,'An experiment is being conducted by the researchers' is correct; it maintains the original tense.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
"The teacher commanded, ""Be quiet."" What is the indirect speech?",The teacher commanded that they be quiet.,The teacher commanded them to be quiet.,The teacher said they should be quiet.,The teacher told them to be quiet.,B,'The teacher commanded them to be quiet' is correct; 'commanded' matches the imperative tone.,Indirect Speech with Imperatives,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The company will hire new staff' is in active voice. What is its passive voice?,New staff will be hired by the company.,The company is going to hire new staff.,New staff are hired by the company.,The new staff will be hiring the company.,A,'New staff will be hired by the company' is correct; it correctly changes to passive voice.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
The phrase 'the man who is standing there' can be transformed into a more concise form. What is it?,The man standing there,The standing man there,The man who stands there,The man is standing there,A,'The man standing there' is a reduced relative clause; it concisely conveys the same meaning.,Reduced Relative Clauses,Medium,English,Vocabulary and Lexical Aspects
The sentence 'She made her brother do the chores' is in active voice. What is its passive voice?,Her brother was made to do the chores by her.,The chores were done by her brother.,Her brother did the chores.,The chores are done by her.,A,'Her brother was made to do the chores by her' is correct; it correctly changes to passive voice.,Active to Passive Voice,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The police are investigating the case' is in active voice. What is its passive voice?,The case is being investigated by the police.,The police are being investigated for the case.,The case is investigated by the police.,The police investigate the case.,A,'The case is being investigated by the police' is correct; it maintains the original tense.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
"The teacher said, ""The final exam will be held on 15th March."" What is the indirect speech?",The teacher said that the final exam would be held on 15th March.,The teacher said that the final exam will be held on 15th March.,The teacher said the final exam is held on 15th March.,The teacher said the final exam was held on 15th March.,A,'The teacher said that the final exam would be held' is correct; 'would' is used for future in the past.,Indirect Speech,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The committee has approved the proposal' is in active voice. What is its passive voice?,The proposal has been approved by the committee.,The committee is approving the proposal.,The proposal was approved by the committee.,The proposal is being approved by the committee.,A,'The proposal has been approved by the committee' is correct; it correctly changes to passive voice.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
The phrase 'people who live in glass houses' can be reduced. What is its concise form?,People living in glass houses,Those who live in glass houses,People in glass houses,Glass house dwellers,A,'People living in glass houses' is a reduced relative clause; it concisely conveys the same meaning.,Reduced Relative Clauses,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The manager has invited the guests' is in active voice. What is its passive voice?,The guests have been invited by the manager.,The manager is inviting the guests.,The guests were invited by the manager.,The guests are being invited by the manager.,A,'The guests have been invited by the manager' is correct; it correctly changes to passive voice.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
The sentence 'They will finish the project soon' is in active voice. What is its passive voice?,The project will be finished soon by them.,They are going to finish the project soon.,The project is finished by them soon.,The project will have been finished by them.,A,'The project will be finished soon by them' is correct; it correctly changes to passive voice.,Active to Passive Voice,Medium,English,Vocabulary and Lexical Aspects
The phrase 'the book that is on the table' can be transformed. What is its concise form?,The book on the table,The book lying on the table,The book is on the table,The table has the book,A,'The book on the table' is a reduced relative clause; it concisely conveys the same meaning.,Reduced Relative Clauses,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The teacher is explaining the lesson' is in active voice. What is its passive voice?,The lesson is being explained by the teacher.,The teacher is being explained the lesson.,The lesson is explained by the teacher.,The lesson was explained by the teacher.,A,'The lesson is being explained by the teacher' is correct; it maintains the original tense.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
The sentence 'The students have completed their assignments' is in active voice. What is its passive voice?,Their assignments have been completed by the students.,The students are completing their assignments.,The assignments were completed by the students.,The assignments are being completed by the students.,A,'Their assignments have been completed by the students' is correct; it correctly changes to passive voice.,Active to Passive Voice,Medium,English,Vocabulary and Lexical Aspects
The sentence 'The government will launch a new initiative' is in active voice. What is its passive voice?,A new initiative will be launched by the government.,The government is going to launch a new initiative.,A new initiative is launched by the government.,The new initiative will be launching the government.,A,'A new initiative will be launched by the government' is correct; it correctly changes to passive voice.,Active to Passive Voice,Easy,English,Vocabulary and Lexical Aspects
The phrase 'the man who was standing there' can be reduced. What is its concise form?,The man standing there,The man who stood there,The standing man there,The man is standing there,A,'The man standing there' is a reduced relative clause; it concisely conveys the same meaning.,Reduced Relative Clauses,Hard,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'He is more stronger than his brother.',He is,more stronger,than his brother,(No error),B,Stronger is the correct comparative form; 'more stronger' is redundant.,Incorrect Comparative Form,Easy,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'The list of items are on the table.',The list,of items,are,on the table,C,"Subject 'list' is singular, so 'is' is correct; 'are' creates agreement error.",Subject-Verb Agreement,Easy,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'I am interested about this book.',I am,interested,about,this book,C,'Interested in' is correct; 'about' is a preposition not collocated with 'interested'.,Preposition Misuse,Easy,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'She don't like apples.',She,don't,like,apples,B,'Does not' is required with third-person singular; 'don't' is incorrect.,Tense Consistency,Easy,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'He ran fastly to catch the bus.',He ran,fastly,to catch,the bus,B,'Fast' is the correct adverb form; 'fastly' is not a valid form.,Adverb Form Errors,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'The teacher told us to put on the books.',The teacher,told us,to put on,the books,C,'Put on' is incorrect; 'put up' is required when referring to books on a shelf.,Phrasal Verb Misuse,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'Neither of the boys have a pen.',Neither,of the boys,have,a pen,C,'Has' is required with singular subject 'neither'; 'have' creates agreement error.,Conjunction Errors,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'He is the most intelligentest student.',He is,the most,intelligentest,student,C,"'Intelligent' is correct; 'most' already forms the superlative, so no '-est' is needed.",Superlative Form Errors,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'They went to the park after they eats breakfast.',They went,to the park,after they,eats breakfast,D,Past tense 'ate' is required for consistency; 'eats' is present tense.,Tense Sequence,Hard,English,Vocabulary and Lexical Aspects
"Identify the grammatical error in the sentence: 'The book, which I bought yesterday, is on the table.'",The book,which I bought,yesterday,is on the table,A,Comma placement is correct; no grammatical error exists in the sentence.,Relative Clause Errors,Hard,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'She was praised for her to complete the project early.',She was,praised,for her to complete,the project early,C,'For completing' is correct; 'for her to complete' is grammatically incorrect.,Infinitive vs. Gerund,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'The committee consists of him and me.',The committee,consists,of him,and me,D,'Himself and me' is correct; reflexive pronouns are required with 'consists of'.,Pronoun Case,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'Me and my sister are going to the cinema.',Me,and my sister,are,to the cinema,A,'I' is correct as the subject; 'me' is incorrect case for a subject pronoun.,Subject Pronoun Case,Easy,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'We discussed about the problem.',We discussed,about,the problem,(No error),B,'Discussed' is transitive; 'about' is redundant and creates preposition error.,Preposition Misuse,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'He is taller than me.',He is,taller,than,me,D,'Than I am' is correct; 'than me' is incorrect in formal comparisons.,Comparative Clauses,Hard,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'The number of students are increasing rapidly.',The number,of students,are,increasing,C,'Is' is correct for singular subject 'number'; 'are' creates agreement error.,Subject-Verb Agreement,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatical error in the sentence: 'She is more talented than any of her colleagues.',She is,more talented,than any,of her colleagues,C,'Than any other' is correct; 'than any' creates ambiguity in comparison.,Illogical Comparison,Hard,English,Vocabulary and Lexical Aspects
"Identify the grammatical error in the sentence: 'I have a lot of friends, both of them are kind.'",I have,a lot of friends,both of them,are kind,C,'Both of whom' is correct; 'them' is incorrect case in non-restrictive clauses.,Relative Pronoun Case,Hard,English,Vocabulary and Lexical Aspects
"Identify the grammatical error in the sentence: 'He left the room quickly, not knowing that the teacher was watching.'",He left,the room quickly,not knowing,that the teacher was watching,C,'Knowing' is correct; 'not knowing' creates dangling participle error.,Participle Errors,Hard,English,Vocabulary and Lexical Aspects
"Identify the grammatical error in the sentence: 'The more you practice, the more better you get.'",The more,you practice,the more better,you get,C,'The more' is correct; 'more better' is incorrect as 'better' is already comparative.,Parallel Structure,Medium,English,Vocabulary and Lexical Aspects
Identify the grammatically incorrect part in the sentence: 'She is more better than her sister in academics.',She,is more,better,than her sister,B,Comparative 'better' should not be modified by 'more'. Option B fails as double comparison.,Comparative and Superlative Error,Easy,English,Vocabulary and Lexical Aspects
Which part of the sentence contains an error? 'He has been lived here since 2010.',He,has been,lived,since 2010,C,"Present perfect continuous requires 'living', not 'lived'. Past participle violates tense rules.",Tense and Verb Form Error,Medium,English,Vocabulary and Lexical Aspects
Find the incorrect part in: 'Neither the students nor the teacher is attending the meeting.',Neither,the students,nor the teacher,is attending,D,Subject-verb agreement fails; 'are attending' needed due to plural 'students'.,Subject-Verb Agreement Error,Easy,English,Vocabulary and Lexical Aspects
Identify the error in: 'The committee were decided to recommend new policies.',The committee,were,decided,to recommend,B,Collective noun 'committee' takes singular verb 'was'. Plural 'were' is incorrect.,Collective Noun Error,Medium,English,Vocabulary and Lexical Aspects
Which part is incorrect? 'She always speaks English fluently than her brother.',She always,speaks,English fluently,than her brother,D,Comparative requires 'more fluently' instead of 'than'. Incorrect comparative construction.,Comparative Adjective Error,Hard,English,Vocabulary and Lexical Aspects
Find the error in: 'He denied to accept the responsibility.',He denied,to accept,the responsibility,denied to,B,Correct form is 'denied accepting'. Infinitive 'to accept' violates verb pattern.,Verb Pattern Error,Medium,English,Vocabulary and Lexical Aspects
Identify the incorrect part: 'The article discusses about climate change effects.',The article,discusses,about,climate change,C,Discusses is transitive; 'about' is redundant. Direct object needed without preposition.,Preposition Error,Easy,English,Vocabulary and Lexical Aspects
Which part is wrong? 'I have seen that movie already two times.',I have,seen,that movie already,two times,D,Correct form is 'twice'. Numerical repetition errors violate countable usage.,Numerical Expression Error,Medium,English,Vocabulary and Lexical Aspects
Find the error in: 'She is the most intelligentest student in class.',She is,the most,intelligentest,in class,C,Superlative 'intelligentest' is incorrect. Correct form is 'intelligent' or 'most intelligent'.,Superlative Form Error,Easy,English,Vocabulary and Lexical Aspects
Identify the incorrect part: 'The principal with his staff are visiting tomorrow.',The principal,with his staff,are,visiting,C,Singular 'is' required due to 'principal' being the subject. 'With his staff' is prepositional phrase.,Subject-Verb Agreement Error,Medium,English,Vocabulary and Lexical Aspects
