Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
223,"In MS Word, to extend a selection one screen down, press:",CTRL + SHIFT + PAGE DOWN,SHIFT + PAGE DOWN,CTRL + PAGE DOWN,ALT + SHIFT + PAGE DOWN,A
224,Format Painter in PowerPoint relates to:,To paint pretty pictures on your slides.,To copy formatting from one object or piece of text and apply it elsewhere.,To change the background color of our slides.,None of these,B
225,What PowerPoint feature will you use to apply motion effects to different objects of a slide:,Animation Objects,Animation Scheme,Slide Transition,Slide Design,A
226,A number of letters that appears a little above the normal text is called:,Superscript,Sub script,Super text,Sub Text,A
227,Wifi stands for:,Wireless Fidelity,Wireless functioning,Wireless function,None of the above,A
228,What is the maximum number of lines you can set for a drop cap?,3,10,15,None of these,B
229,"If you need to hide some paragraphs, how can you do it in Ms Word?",From the Paragraph dialog box,From the Font dialog box,From the Options Dialog box,None of above,B
230,The file extension for older PowerPoint presentations is:,.XLS,.PPT,.TTX,All of these,B
231,FM stands for:,Frequent Modulation,Frequency Modulation,Frequency Method,Frequency Molecules,B
232,“Ctrl + PageDown” Shortcut key is used in Ms Word to:,Moves the cursor one Paragraph Down,Moves the cursor one Page Down,Moves the cursor one Line Down,Moves the cursor one Screen Down,B
234,"In MS Excel 2016, =NOW() is used:",To show day name,To show time only,To show date only,To show current date and time,D
235,Which one is not an online payment mode?,Cash on Delivery,Credit Card,Debit Card,E-Cheque,A
236,RTF stands for:,Right Text Format,Read Text Format,Rich Text Format,Royal Text Format,C
238,"For combining two or more cells, we use?",A data field,Merge functions,Cache,Trail,B
239,"In MS Word 2007, to extend a selection to the beginning of a paragraph, press:",Ctrl + Shift + Left Arrow,Ctrl + Shift + Up Arrow,Ctrl + Shift + Home,Shift + Home,B
241,The Columns dialog box can be opened from:,Press Alt + O + C,Format menu -> Columns submenu,Double click on the column space in the ruler,All of above,D
242,The _____ option is used to save automatically after 10 minutes in MS Word.,Instant recover,AutoRecover,Save draft,None of these,B
244,A high-quality CAD system uses which of the following for printing drawings and graphs?,Line printer,Digital Plotter,Dot matrix printer,None of these,B
245,Which key is used to rename?,F1,F2,F7,F9,B
247,A collection of computers connected together is called a:,Processing,Network,Chatting,Centralized System,B
248,"Brain, also known as the first computer virus for MS-DOS, was written by two brothers belonging to which of the following countries?",Malaysia,India,Pakistan,Iran,C
249,Which of the following can be changed using the Page layout tab?,Theme,Page Setup,Arrange,All of the above,D
250,We can remove/hide the border of a shape by selecting:,No Line,No Outline,White Line,No Border,B
251,Who is the father of the Computer?,Allen Turing,Charles Babbage,Seymour Cray,Augusta Ada King,B
252,How do you remove all character formats in MS Word?,Shift + Spacebar,Shift + Enter,Ctrl + Spacebar,Ctrl + Enter,C
253,"Which is the largest hardware company of computers among these, by market cap?",IBM,Dell,HP,Apple,D
254,A song being played on a computer speaker is?,Hard output,Soft output,Both A & B,Neither Hard nor Soft output,B
255,"In Microsoft Excel, the file you create and edit is called:",A form,A ledger,A table,A workbook,D
257,"In PowerPoint, the objects on the slide used to hold the text are called as:",Text holders,Textbook,Placeholders,None of these,C
258,_____ is used to move the cursor one word to the right at a time in MS Word.,CTRL+RIGHT ARROW,ALT+RIGHT ARROW,SHIFT+RIGHT ARROW,None of these,A
260,Which of the following is true regarding the page orientation of a Document?,Page Orientation can be changed at any time,Page Orientation of a document is determined by the printer,Page Orientation must be set before starting to type,Page Orientation of a document cannot be changed,A
261,How many commands are present in the Reference tab?,4,5,6,7,C
263,Which shortcut key is used to save a document?,Ctrl + A,Ctrl + S,Ctrl + X,None of these,B
264,"Insert Date, Format Page Number, and Insert AutoText are buttons on the Header and Footer toolbar in Ms Word.",Formatting,Header and Footer,Standard,Edit,B
266,"In the email dialogue box, Bcc is used for writing the:",Subject,Email Address,Phone Numbers,Names,B
267,A Word Template Stores Common Document:,Style,Theme,Structure,Content,C
268,The default file name in MS Excel is:,Document 1,Workbook 1,Book1,Worksheet,C
269,Which of the following is not an MS PowerPoint view?,Slide View,Slide Show View,Orientation View,Presentation View,C
270,Who is the father of the personal computer?,Henry Edward Roberts,Allen Turing,Charles Babbage,None of these,A
271,"'ALU is a component of a processor, which consists of:",AU (Arithmetic Unit),LU (Logic Unit),Both A and B,None of these,C
272,Which of the following is the founder of Snapchat?,Bill Gates,Evan Spiegel,Robert E Kahn,Steve Woziak,B
273,Distributed data entry means that data can be:,Entered at different locations where it originates,Sent to different locations from a central place,Accessed from different places known as distribution points,Distributed through a network,A
274,The world's largest computer company by sales is:,Acer,IBM,Microsoft,Apple,D
276,Which shortcut key is used to insert a new slide in a PowerPoint presentation?,Ctrl + S,Ctrl + M,Ctrl + N,Ctrl + B,B
277,Which of the following is not a Section Break Option in Ms Word?,Next Page,Previous Page,Odd Page,Even Page,B
279,Network is a combination of hardware and software that facilitates the sharing of information between computing devices.,Network,Peripheral,Expansion board,Digital device,A
280,Ctrl + L Shortcut is used in Microsoft Word to:,Left Align,Left Indent,Increase Left Margin,Decrease Left Margin,A
282,What is the shortcut key to “Center Align” the selected text?,Ctrl + C,Ctrl + A,Ctrl + E,None of these,C
283,Linux is a/an:,Operating System,Utility program,Application Software,Educational Software,A
285,Who began the development of the World Wide Web in 1989?,Tim Berners-Lee,Tim John-Lee,Joe Bing,None of these,A
286,The World Wide Web was invented by:,Tim Berners-Lee,Bob Kahn,Steve Jobs,Bill Gates,A
287,"In Word, the default alignment for paragraphs is:","Left-aligned, or flush margins at the left edge and uneven edges at the right edge","Centered, or equidistant from both the left edge and the right edge","Right-aligned, or flush margins at the right edge and uneven edges at the left edge","Justified, or flush margins at both the left and right edges",A
288,Which of the following panes is not typically a primary option directly listed in the Task Pane?,Getting started,WordArt,Clip Art,Search results,B
289,A computer cannot ‘boot’ if it does not have the:,Compiler,Loader,Operating System,Assembler,C
290,Data is permanently stored in:,RAM,Hard disk,Buses,Cache memory,B
291,_ is widely used for transmitting streaming video data on the internet:,MP3,AVI,WMA,WAV,B
292,A compiler is a:,System program that converts instructions to High-Level Language,System program that converts instructions to Machine Language,System program that converts instructions to Low-Level Language,None of these,B
293,A hyperlink is used for:,Image,Video,Audio,All of these,D
294,What is the smallest width of a column in MS Word?,0'',0.5'',1'',1.5'',B
295,Which of the following are actions you can assign to an action button or slide object?,Run a macro,Play sound,Hyperlink,All of these,D
296,How many different positions can you set for a drop cap in Ms Word?,1,2,3,4,B
297,The data transfer rate is the amount of data that a storage device can move from the storage medium to the Computer per second.,Data migration rate,Data digitizing rate,Data transfer rate,Data access rate,C
298,Which of the following is not an essential component to perform a mail merge operation?,Word fields,Main document,Data source,Merge fields,A
299,"The ""Mail Merge"" tab is in?",Combining,Mailing,Registers,None of these,B
300,The keys used to lock the keyboard are:,CTRL + Tab,CTRL + Alt,Windows logo + L,Windows logo + K,C
301,Which of the following functions is used to get the current date?,EXACT (),TODAY (),MONTH (),YEAR (),B
302,Word stores all frames associated with a Web page in a single file called the frames page.,Authoring page,Text page,Frames page,Hyperlink page,C
303,Microsoft Office is a type of:,System software,Application software,Utility software,Firmware,B
304,What is considered the brain of any computer system?,ALU,Memory,CPU,Control Unit,C
305,The circular divisions of disks to store and retrieve data are known as:,Tracks,Sectors,Cycles,Rings,A
307,Ctrl + P Shortcut key is used in Ms Word to:,Open Paragraph Dialog Box,Open Page Format Dialog Box,Open Save Dialog Box,Open Print Dialog box,D
308,What was the HTML editor that was part of Microsoft Office until 2003?,Web page,Front page,Explorer,None of these,B
310,Files created with Lotus 1-2-3 have an extension:,123,DOC,WK1,XLS,C
311,Which types of fonts are best suitable for titles and headlines in Ms PowerPoint?,Serif fonts,Sans serif fonts,Text fonts,Picture fonts,A
313,"A light-sensitive device that converts drawing, printed text, or other images into digital form is ____:",Keyboard,Scanner,OMR,None of these,B
314,The effect applied to a display when slides change in a slide show view is:,Slide Animation,Custom Animation,Custom Transition,Slide Transition,D
316,File Management is the responsibility of the:,Task Manager,RAM,BIOS,Operating system,D
317,In MS Excel ready-made templates are available under the ____ tab.,File,Insert,Design,None of the above,A
318,"A program with a graphical user interface for displaying HTML files, used to navigate the World Wide Web, is a:",Search engine,Web browser,Comment,None of These,B
319,PDF stands for:,Printed Document Format,Public Document Format,Portable Document Format,Published Document Format,C
320,Microsoft Office Picture Manager is:,Basic photo management software,A scanning and OCR application,An application that supports editing scanned documents,None of these,A
321,We can start MS Word by typing ____ in the Run Dialogue box.,winword.exe,word.exe,msword.exe,None of these,A
322,The shortcut to add a new slide in PowerPoint is:,Ctrl+M,Ctrl+P,Ctrl+F,Ctrl+H,A
323,Which one is incorrect?,10+17,B1B2,B117,None of these,D
324,Which of the following uses a handheld operating system?,Supercomputer,Personal computer,Laptop,PDA,D
326,The best way to insert a new slide in a presentation is to use to:,Normal view,Special view,Slide show view,Slide sorter view,A
327,Which key should be pressed to start a new line in MS Word?,Down Cursor Key,Enter Key,Shift + Enter,Ctrl + Enter,B
329,The process of removing an unwanted part of an image is called:,Hiding,Bordering,Cutting,Cropping,D
330,The topic of the email is called:,Subject,Message body,Recipient,None of these,A
332,"In Excel, which key is used to open the Excel formula window?",Shift+F6,Shift+F3,Alt+Shift+F3,Alt+Shift+F6,B
333,Which one of the following page orientations by default is used in MS Word?,Landscape,Regular,Portrait,Standard,C
335,Which tab is not available on the left panel when you open a presentation?,Outline,Slides,Notes,None of these,C
336,Window key + F1:,Show system properties,Help,Show Desktop (toggle),Run,B
337,DropCap means:,Small Caps,Title caps,All case,None of the above,D
338,What is the smallest and largest font size available in the Font Size tool on the formatting toolbar?,6 and 72,6 and 68,8 and 72,7 and 72,C
339,A character that is raised and smaller above the base line is known as:,Outline,Raised,Subscript,Superscript,D
340,The End Key is used for:,Moves the cursor to the end of the line,Moves the cursor to the end of the document,Moves the cursor to the end of the paragraph,Moves the cursor to the end of the screen,A
341,What is gutter margin?,Margin that is added to the left margin when printing,Margin that is added to right margin when printing,Margin that is added to the binding side of the page when printing,Margin that is added to the outside of the page when printing,C
342,Ctrl + K Shortcut is used in Microsoft Word to:,Insert Page Number,Insert Hyperlink,Insert Header,Insert Footer,B
343,"If you select the first and second slide and then click on the New Slide button on the toolbar, what will happen then?",A new slide is inserted as the second slide in the presentation,A new slide is inserted as the third slide in the presentation,A new slide is inserted as the first slide in the presentation,None of above,B
