Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
32,A study conducted to collect data from different groups of a population at the same time is called:,Ecological studies,Clinical trials,Cross-sectional study,Sampling strategies,C
33,"In 1787, the original constitution of the U.S.A. was drafted at a Constitutional Convention held at:",Philadelphia,Washington,Chicago,New York,A
34,Nurek is the name of a ____.,Lake,Barrage,Dam,None of these,C
35,"During the Soviet Union era, Russia was ruled by which theory?",Communism,Terrorism,Arab Nationalism,Fascism,A
36,The battle of Khyber was fought in the year.,631 A.D,627 A.D,628 A.D,630 A.D,C
37,Battery was invented by__________ .,Alessandro Volta,Friedrich Bessel,Nicolas Léonard Sadi Carnot,Michael Faraday,A
39,What is the approximate size of Libyan desert?,450000 mi² (1165500 km²),40000 mi² (103600 km²),120000 mi² (310800 km²),250000 mi² (647500 km²),A
40,Which of the following is not a primary function of transnational actors in the state:,Direct Action and Lobbying,Advocacy and Public Pressure,Funding and Outreach,Influence and Awareness,C
42,Which is the first public university in the world to accept fees in digital currency (Bitcoin)?,"University of Toronto, Canada","University of Wisconsin-Madison, US","University of Copenhagen, Denmark","Cumbria University, UK",D
43,Which of the following islands is located in the Caribbean Sea?,Sardinia,Jamaica,Sumatra,Tahiti,B
45,"What was Napoleon's last battle, in which he was captured and exiled to St. Helena?",Battle of Trafalgar,Battle of Waterloo,Battle of Austerlitz,Battle of Leipzig,B
46,"In which country is ""Marseilles Port"" situated?",Kenya,Tanzania,France,Australia,C
48,Which is the national tree of japan.,Sugi,Deode,Olive,None of these,A
49,"'Famous city ""Chicago"" is located in:",France,Germany,USA,London,C
50,"A vent in the Earth’s surface that emits steam and gases, essentially associated with volcanic regions is known as ________.",Fumarole,Nunatak,Moraines,Mesa,A
51,Togo is situated in _____________.,Eastern African countries,Northern African countries,Western African countries,Southern African countries,C
52,World Oceans Day is observed on,on 13th January,on 8th June,on 17th August,on 19th December,B
53,"In ""BRICS"", what does ""S"" stand for?",South Africa,Singapore,South Korea,Sweden,A
55,KGB is the secret agency of ___________.,Russia,Italy,America,North Korea,C
56,What is the length of the hockey goal.,1.22 m,1.50 cm,2.50 cm,3.5 cm,A
58,Zero Coupon Bond is also known as:,Deep discount bond,Bearer bond,Zero interest bond,Irredeemable bond,A
59,Who was the Producer of Film Jinnah released in November 1998 ?,Jamil dehlavi,Jahangir Qureshi,Naseer khokhar,Noman ijaz,A
61,The Dnieper is a river which is located in _________.,Central Angola,Eastern Turkey,Valdai Hills,Lesotho,C
62,____ of North America is currently named Denali Peak.,Mount McKinley,Mount Sanford,Mount Vancouver,Mount Fairweather,A
64,The currency of Eswatini is the,Franc,Pound,Dollar,Lilangeni,D
65,"Which part of the world is known as the ""Great Britain of the Pacific"":",Japan,Thailand,USA,Mexico,A
66,"In which range is ""Gosainthan"" mountain situated?",Hindukush,Kunlun,Himalaya,Karakoram,C
67,The Mojave Desert is located in ________.,Australia,Egypt,USA,UK,C
68,Currency of China is?,Pound,Yen,Rupee,None of these,D
69,The last King of Afghanistan was:,Habibullah Khan,Muhammad Zahir Shah,Sardar Daud Khan,Amanullah Khan,B
70,Reuters is the famous news agency of:,U.S.A.,Britain,France,Russia,B
71,Who started the Civil Rights Movement?,Martin Luther,Martin Luther King,Abraham Lincoln,None of these,A
72,Capital of Sudan is_________.,Juba,Jamestown,Khartoum,Dodoma,C
74,Which UN body deals with Population Problems?,UNESCO,UNICEF,UNFPA,UNDP,C
75,Which Indian PM declared an emergency in the seventies?,Indira Gandhi,Rajiv Gandhi,Charan Singh,None of these,A
77,The famous island located at the South of Hudson River is called _______.,Manhattan,Borneo,Baffin,Madagascar,A
78,What is the name of China Satellite Navigation System?,QZSS,BeiDou,NASA,Hi-en,B
80,Blue River is located in __________.,South Africa,China,Austria,U.S.,D
81,"Berbers, or Amazighs, are an ethnic group of several nations mostly inhabitants of:",Australia,North America,South Africa,North Africa,D
83,The Headquarters of the International Tropical Timber Organization is located at_________.,Yokohama,Delhi,Algiers,Jakarta,A
84,Baltoro Kangri mountain is situated in_______.,India,China,Nepal,Gilgit Baltistan,D
85,"Grand Central Terminal, Park Avenue, New York is the world’s.",Longest railway station,None of these,Largest railway station,Highest railway station,C
86,The Grand Mosque of Sultan Qaboos is located in?,Egypt,Qatar,Oman,Lebanon,C
87,Which part is the Mediterranean seaport and export cotton?,Alexandria,Lagos,Zanzibar,Brisbane,A
88,Nankun mountain is present in ________.,India,Nepal,Kashmir,China,D
89,"The country also known as the ""Country of Copper"" is",Zimbabwe,Zambia,China,None of these,B
90,In which country is Le Havre Port situated?,Sweden,Ghana,Sudan,France,D
91,In which city of the USA is the White House situated?,"Washington, D.C.",Los Angeles,New York,San Francisco,A
93,Greenland Island is part of ________.,Iceland,Japan,Canada,Denmark,D
94,The Earth’s Oceanic water is divided in __________ oceans.,8,6,5,7,C
96,The largest stock market of Asia is:,Shanghai Stock Exchange,Nikkei,Bombay Stock Exchange,None of these,A
97,"Which part of the world is known as the ""Star and Key of the Indian Ocean""?",Maldives,Manora,Sri Lanka,Mauritius,D
99,"Name the author of ""Anna Karenina.""",D.H. Lawrence,Owen Wister,Emily Bronte,Leo Tolstoy,D
100,Common Shareholder equity / number of outstanding shares is in:,Common Stock,Book value,Page writer,None of these,B
101,What is the total number of the Great Lakes in the USA and Canada?,Four,Seven,Five,Three,C
102,The Microprocessor is invented by:,Robert Noyce and Gordon Moore,Georges Claude,Gregory Pincus,Michael deBakey,A
103,BIMAN is the airline of ___________.,Sri Lanka,Cambodia,Afghanistan,Bangladesh,D
105,An oasis is associated with a,Glacier,Desert,Island,Holff,B
106,Indonesia is situated in.,South-East Asia,South Asia,West Asia,North-East Asia,A
108,Which intelligence agency is known by the nickname 'The Firm'?,CIA,MI6,MI5,Scotland Yard,B
109,Which is the largest mountain system of North America?,Prime Charles Mountain,McKinley,Rockies Mountain,Aconcagua,C
111,Which part is the coffee exporting part?,Tumaco,Accra,New Castle,Perth,A
112,Where was Christianity founded?,United Kingdom,Russia,France,Roman province of Judea,D
114,People's Liberation Army is ascribed to:,Japan,China,Poland,Russia,B
115,What is the source of the Zambezi River?,Northern Colorado,India,Northwestern Zambia,Central Colorado,C
116,The United Nations specialized agency for information and communication technologies is:,International Telecom Network Union,International Telecommunication Union,International Information Union,None of these,B
117,"Jeju Island, a UNESCO world heritage site located in___________.",Japan,France,South Korea,South Africa,C
118,The fastest test hundred was scored by:,Brendon McCullum,Shane Warne,Steve Waugh,Sunil Gavaskar,A
119,"The movement of individuals, families, and groups based on hierarchy or stratification is called:",Social Stratification,Social Movement,Social mobility,None of these,C
120,"SCO, Shanghai Cooperation Organization, was established in:",1995,2001,1996,2009,B
121,In which city was Jesus Christ crucified?,Leipzig,London,Jerusalem,Kansas,C
122,The Ideal Model of bureaucracy is based on the authority of:,Charisma,Legal-rational,Tradition,Money,B
123,What is the area of the Mediterranean Sea?,"1,232,200 km²","2,500,000 km²","422,300 km²","1,620,000 km²",B
124,How many countries joined NATO?,20,26,30,34,C
125,What is the approximate size of Kara Kum desert?,120000 mi² (310800 km²),40000 mi² (103600 km²),1000 mi² (2600 km²),4700 mi² (12200 km²),A
127,Which is the highest mountain peak of the world?,Mount Everest,K2,Nanga Parbat,None of these,A
128,The first Oscar Awards ceremony was held in:,1929,1922,1963,1970,A
130,Ulaanbaatar is the capital. What is the currency of Mongolia?,Kyat,Tögrög,Peso,Baht,B
131,When Pakistan won the World Hockey Cup for the 4th time?,In 1998,In 1990,In 1994,In 2002,C
133,Silas Marner was written by __________.,George Eliot,Shakespeare,Charles Dickens,Jane Austen,A
134,What is the surface area of the Malawi lake?,17400 mi² (29500 km²),6300 mi² (16400 km²),3030 mi² (7850 km²),9465 mi² (2451 km²),A
136,Which is the largest district of Pakistan by population?,Chagai,Lahore,Karachi Central,Peshawar,B
137,Ram Nath Kovind is the incumbent president of:,Nepal,Sri Lanka,Bhutan,None of these (India),D
138,"Name the author of ""Spirit of Islam"".",Sir Syed Ahmad Khan,Allama Iqbal,Syed Amir Ali,Altaf Hussain Hali,C
139,"In which country is ""Cape Town"" situated?",Germany,Australia,South Africa,Kenya,C
140,Who colonized Tunisia in ancient times?,Phoenicians,Philistines,Palmyrans,Pyrgamese,A
141,What is the average depth of Red Sea?,490 m,259 m,2999 m,3743 m,A
142,San Francisco is located in ________.,Iraq,Italy,Netherlands,USA,D
143,What is the length of the Danube River?,1578 mi (2541 km),1770 mi (2850 km),1180 mi (1900 km),1243 mi (2001 km),B
144,World laughter day is celebrated on _________.,First Sunday of May,First Sunday of June,First Sunday of July,First Sunday of August,A
146,Haifa City is situated in _________.,USA,UK,Israel,Germany,C
147,The Thar Desert is of which of the following types?,Polar desert,Subtropical desert,Cold winter desert,Temperate desert,B
149,In which year Rose Tower is built?,in 2007,in 2008,in 2009,in 2010,A
150,SANA is the news agency of:,Yemen,China,Syria,U.A.E.,C
151,What was the real name of Shah Waliullah?,Ahsan,Ismail,Mohsin,Ahmad,D
152,The 2022 FIFA World Cup will be held in ____.,Qatar,Russia,UAE,None of these,A
153,Which is the longest railway platform in the world?,"Hyderabad, India","Hill Station, USA","Landi Kotal, Pakistan","Hubballi, India",D
155,One US gallon is equal to how many liters?,1.785,2.785,3.785,None of these,C
156,International Human Solidarity Day celebrated on ______ December?,21st,22nd,20th,18th,C
158,In which country is Basaseachic Falls located?,Australia,Mexico,Canada,India,B
159,Who drafted the 'Declaration of American Independence'?,George Washington,Thomas Jefferson,Karl Marx,None of these,B
161,In which year last eruption of Nevado del Ruiz mountain was notified?,in 1985,in 1964,in 1968,in 1920,A
162,The Sonoran Desert is located in,Brazil,Namibia,China,North America,D
164,In which year was Chrysler Building built?,in 1982,in 2008,in 1989,in 1930,D
165,Which city commands the entrance to the Bolan Pass?,Quetta,Toronto,Tokyo,Ulster,A
166,When is the International Day in Support of Victims of Torture observed?,"on June 23, 2023","on June 25, 2023","on June 26, 2023","on June 24, 2023",C
167,Diplomacy in the Middle East book is written by ___________.,John W. Dean,Katie Hickman,L. Carl Brown,Jonathan Neale,C
168,Emirates Airways is the airline of _________.,AUA,Air Emirates,UAE,Aero Emirates,C
169,The currency of Brazil is__________.,Euro,Peso,Real,Dinar,C
170,Which of the following countries has the largest number of dams?,USA,China,Russia,India,B
171,The Pyramids of Giza are located in?,Jordan,Syria,Egypt,Saudi Arabia,C
172,Who was elected President of Germany in February 2017?,Joachim Gauck,Frank-Walter Steinmeier,Angela Merkel,Christian Wulff,B
174,"'What is meant by ""Apiary""?",Place where bees are kept,Place where dogs are kept,Place for breeding silkworms,Place where butterflies are kept,A
175,Swissair is the airline of __________.,Switzerland,Russia,China,Iran,A
177,"What is an ""iceberg""?",Mountain of ice in sea,Atargest coral,Mountain of Africa,None of these,A
178,"In tennis, which test is used to check the fitness of players?",Push up test,Fitness test,Dyer test,T test,C
180,Which country is often cited as having the world's highest divorce rate?,Belarus,Maldives,India,United States,B
181,The world-famous Madame Tussaud's museum is situated in:,Paris,London,Rome,New York,B
183,"After Christianity and Islam, the third biggest religion in terms of followers is ___________.",Judaism,Shintoism,Buddhism,Hinduism,D
184,"In 1901, which place of communication equipment invented by Guglielmo Marconi?",Radio,Television,Fax,Telephone,A
185,Which is the longest river of South America?,Missouri,Peru,Congo,Amazon,D
186,2016 T20 World Cup Champion:,Sri Lanka,West Indies,England,India,B
187,The Canterbury Tales was written by,Ernest Hemingway,Geoffrey Chaucer,Harold Robbins,Jane Austen,B
188,The D-8 is an organization of eight ________ countries.,Developing,African,Asian,Developed,A
189,Which part city is called the Queen of the Arabian Sea.,Kochi,Delhi,Karachi,Dhaka,A
190,Muslim thinkers categorized economy as:,Islamic economy,Political economy,Household economy,None of these,C
191,'Downsizing' in a business context means:,"Reducing the size of a company, often its workforce or operations",To make in an actual size,To make in a half size,None of these,A
193,The World Bank was created in:,1941,1942,1943,1944,D
194,The total number of UN Security Council members is:,5,10,15,20,C
196,"Which country is called the ""Land of Golden Fibre""?",Pakistan,Bangladesh,Sri Lanka,Iran,B
197,Which River is called The Sorrow of the Bengal .,Ratna river,Soan River,Damodar River,Huron River,C
199,"______ has successfully launched a state-of-the-art satellite into orbit. (This question is very general, assuming a recent major actor)",China,France,US,Russia,D
200,What are the three main languages of Switzerland?,"German, French and Spanish","English, French and Italian","German, French and Italian","German, French and English",C
201,Malawi shares its shoreline with which lake?,Malawi Lake,Erie Lake,Ontario Lake,Taymyr Lake,A
202,What is India's capital?,Calcutta,Gujarat,Mumbai,New Delhi,D
203,Which peninsula lies between the black sea and the sea of Azov?,Crimean,Iberian,Kamchatka,None of these,A
205,In which year Central Plaza is built?,in 1992,in 2009,in 1990,in 1997,A
206,"The ""West Indies"" consist of how many islands?",1000,3000,5000,7000,D
208,"Guantanamo Bay, an American Naval Base is in:",Cuba,Mexico,Türkiye,Afghanistan,A
209,How many permanent members are there in the UN Security Council?,3,5,10,15,B
211,In which year Shimao International Plaza is built?,in 2006,in 2007,in 2008,in 2009,A
212,The Hanging Gardens are located in ___________.,Egypt,Jordan,Iran,Iraq,D
214,Ban Ki-moon was the:,President Security Council,PM of Japan,Secretary-General of the UNO,President of Republic of Korea,C
215,The currency of China is:,Yuan,Yen,Ringgit,None of these,A
216,Boston Tea Party is associated with the_________.,Battle of bunker hill,Abraham Lincoln,American Independence,Civil war,C
217,What is the height of Tuntex Sky Tower?,348 m (1140 ft),344 m (1127 ft),328 m (1076 ft),310 m (1018 ft),A
218,Which port exports chemicals and drugs?,Darwin,Perth,Auckland,Dublin,D
219,What is the name of Pakistan’s research station in Antarctica?,Iqbal Research Station,Maitri Research Station,None of these,Jinnah Research Station,D
220,"Under the Rule of thumb, a good current ratio is:",6:1,10:1,5:1,2:1,D
221,Control of financial planning is a key responsibility of:,Treasury management,Authoritative management,Participative management,None of these,A
222,The last king of Iran during the 1979 Revolution was?,Kazim Shahnawaz,Kamal Atatürk,Mohammad Reza Shah Pahlavi,None of these,C
223,Which country initiated the idea of NATO to provide collective security against the Soviet Union?,Canada,US,Russia,UK,B
224,In which country is the Lascar mountain situated?,Ecuador,Chile,Mexico,Colombia,B
225,What type of lake is Urmia Lake?,Freshwater,Saline,Brackish,None of these,B
226,The United Arab Emirates comprises how many emirates?,6,7,8,5,B
227,The headquarter of Amnesty International is in _________.,London,Berlin,Amsterdam,Geneva,A
228,The currency of United Arab Emirates is:,Pound,Dollar,Dirham,Dinar,C
230,Which is the longest running race in the Olympics?,Marathon,50 KMs,4x400 meters relay,"10,000 meters",A
231,The book 'A New Deal for Asia' was written by:,Mahathir Mohamad,Abul Kalam Azad,Tayyip Erdogan,None of these,A
233,Iceland island is situated in _______.,N. Atlantic Ocean,Pacific Ocean,Indian Ocean,Arctic Ocean,A
234,Aung San Suu Kyi won the Nobel Prize for Peace in:,1990,1991,1992,1993,B
236,When was the Nobel Prize in Economics first awarded?,in 1951,in 1969,in 1967,in 1901,B
237,Canada shares its shoreline with which lake?,Great Bear Lake,Great Slave Lake,Both a & b,None,C
239,In which country Glasgow part is situated?,United Kingdom,France,Iran,Cuba,A
240,10 Downing Street is the official residence of the,French PM,British PM,USA President,Queen of England,B
241,An incident known as Boston tea party relating to American War of Independence refers to _________.,Throwing of 342 chests of tea into sea,Tea party of all army commanders before delivering war of independence,George Washington invited at a tea party in Boston,Tea party in which British General surrendered,A
242,Barakah Nuclear Power Plant is in___________.,UAE,India,Pakistan,Iran,A
243,In 1971 Mukti Bahini forces aided by India against the Pakistani forces stationed in Bangladesh (former East Pakistan). Name the battle?,Pakistan-Bangladesh War,Anglo-Spanish War,Russo-Japanese War,Hundred-Year War,A
244,"What is the range of ""Saser Kangri"" mountain?",Hindukush,Himalayas,Karakoram,Kunlun,C
245,"The book ""Risala Asbab-e-Baghawat-e-Hind"" was written by?",Syed Amir Ali,Altaf Hussain Hali,Sir Syed Ahmed Khan,None of these,C
246,The Universal Declaration of Human Rights was adopted by the UN General Assembly on 10 December ______.,1942,1944,1946,1948,D
247,Chrysler Building is situated in _________.,Dubai,Chicago,New York City,Atlanta,C
248,An outline of the topics of a subject to be covered in a specific time is called what?,Syllabus,Outline,Course,None of these,A
249,Lufthansa is the name of the airline of ___________.,Russia,USA,Malaysia,Germany,D
250,Who attacked Afghanistan in 1979?,US,Taliban,Iran,Soviet Union,D
251,Iraq occupied Kuwait in:,in July 1990,in August 1990,in June 1991,in September 1992,B
252,NSO is the cyber-arms company of ___________.,Nigeria,Paris,London,Poland,A
253,____ got independence in 1951 under the leadership of King Idris.,Saudi Arabia,Iraq,Libya,Yemen,C
255,Which of the following countries has the world’s largest banknote?,France,Russia,Argentina,Philippines,D
256,What is the currency of North Korea?,Dollar,Pound,Korona,Won,D
258,"What is the height of ""Annapurna 2"" mountain?",24165 ft (7365 m),24012 ft (7319 m),26041 ft (7937 m),26750 ft (8153 m),C
259,"Hagia Sophia, which was recently declared a mosque, was built by:",Greeks,Ottomans,Romans,None of these,C
261,First man in cricket history to hit six sixes in an over in One Day Internationals?,Herschelle Gibbs,Shahid Afridi,Garfield Sobers,None of these,A
262,The currency of Trinidad and Tobago is the,Dinar,Dollar,Lira,Manat,B
264,The Yemen crisis started in:,2011,2012,2013,None of these,A
265,Wall Street is located in:,London,New York,California,Ottawa,B
266,In which country Zanzibar part is situated?,Tanzania,Australia,Ireland,Chile,A
267,"Kuwait city is the capital, which is the currency of Kuwait?",Rayal,Kuwaiti Pound,Dinar,Dollar,C
268,"When a wicket-keeper removes the bails from the wickets and the batsman is out of his crease but has not gone for a run, then what type of dismissal is it?",LBW,Bowled,Run Out,Stumped,D
269,"Nelson Mandela received the Nobel peace prize in 1993 together with another South African leader, what was his name?",Desmond Tutu,Oliver Tambo,Frederick de klerk,P.W Botha,C
270,Which country has won the most Hockey World Cups?,India,Pakistan,United States,Spain,B
271,The highest sand dunes are found in ______.,"Badain Jaran Desert, China","Duna Federico Kirbus, Argentina","Sahara Desert, Africa","Thar Desert, India",A
272,Boko Haram is a:,Nigerian terrorist group,Shipping Company,Hindu Sect,None of these,A
273,How many mountain peaks are higher than eight thousand meters?,10,12,14,15,C
274,How many people died in the earthquake of 1935 in Pakistan?,"20,000","25,000","30,000","35,000",C
275,"The Battle of Haldighati was fought in 1576 AD, and Raja Pratap Singh was defeated. Name the Mughal emperor.",Babar,Aurangzeb,Akbar,Jahangir,C
276,Amnesty International is an organization of:,Labour Rights,Animal Rights,Human Rights,None of these,C
277,Which river is mentioned most in the Bible?,Tigris,Euphrates,Jordan,Nile,C
278,"Malala, in her new book “We Are Displaced,” discussed the story of which two refugee girls?",Zaynab and Muzoon,Zaynab and Malala,Zaynab and Masooma,None of these,A
279,Medieval India under Mohammedan Rule (712-1764) written by_________.,Stanley Lane Poole,Stanley Lockhart,Stanley Wolpert,None of these,A
280,The Deccan Plateau is in,France,India,Australia,South Africa,B
281,Immanuel Kant was a ____ philosopher.,French,British,Polish,German,D
283,"The law that prohibits state and local law enforcement from targeting a person on the basis of racism, religion, and national origin:",End Racial and Religious Profiling Act,George Floyd Justice in Policing Act,Police Reforms 2017,All of these,A
284,The founder of the first Afghan dynasty in India was ________ .,Bahlol Lodi,Ibrahim Lodi,Sikandar Lodi,None of these,A
286,First Asian city to host the Olympics is__________.,New Delhi,Kathmandu,Tokyo,Beijing,C
287,What is often called the 'Parliament of the World'?,UNO,General Assembly of UNO,Security Council,WTO,B
289,Mossad is the secret agency of:,Israel,Afghanistan,America,None of these,A
290,The newly established Kashmir region is divided into how many administrative zones:,2,3,4,5,B
292,"Among the following, who has won the Nobel Prize twice?",Sir C.V. Raman,Dr. Muhammad Yunus Khan,Dr. Linus Carl Pauling,Nelson Mandela,C
293,Name the classic book created by Al-Beruni.,Kitāb al-Āthār al-Bāqiyah,Al-Muhalla,Asir-i-Hirs,Mahs-o-Nazar,A
294,How many members were in the Khyber Pakhtunkhwa Assembly before the 2019 elections?,145,124,123,122,B
295,The currency of Congo is:,Franc,Dollar,Colon,Kuna,A
296,The circulation of blood in the body was discovered by,Joseph Lister,Robert Hooke,Jonas Salk,William Harvey,D
297,Tigris river is located in______.,Eastern Turkey,Canada,Lesotho,Peru,A
298,Trout Lake is a name for lakes present in,USA,Canada,Both a & b,None of these,C
299,"In which city is the ""US Senate"" situated?",Haifa,Havana,"Washington, D.C.",Kandy,C
300,What is the title of Al Farabi:,The First Arab Philosopher,The Aristotle,The Second Teacher,None of these,C
301,In which country part Sudan is situated?,Sudan,Nigeria,Egypt,Kenya,A
302,Thunder Bay is present between __________.,Canada and USA,France and England,France and USA,New Zealand and Australia,A
303,The T-20 World Cup 2022 was held in which country?,Australia,India,UAE,None of these,A
304,"The US-Vietnam war is considered to be a part of the Cold war era. Ending in 1975 with defeat to US, when did it start",in 1950,in 1952,in 1955,in 1960,C
305,The currency of Tuvalu is the,Manat,Dollar,Dinar,Lira,B
306,Agra city is situated on the bank of which river?,Ganga,Brahmaputra,Yamuna,None of these,C
307,Who is considered the author of the first history book?,Euclid,Aristotle,Herodotus,Caesar,C
308,How many hemispheres does earth have?,4,2,3,6,A
309,"Asabiyyah, a concept of social solidarity with an emphasis on unity, was given by ____?",Marco Polo,Ibn Khaldun,Alexander,None of these,B
310,"""Extraordinary Ordinary People: A Memoir of Family"", a book written by:",Obama,Condoleezza Rice,Bill Clinton,Monica Lewinsky,B
311,Which of the following countries is the smallest by population after Vatican City and Tuvalu?,Palau,Nauru,Monaco,San Marino,B
312,_______ was the first wife of Quaid-e-Azam.,Emibai,None,Ratan bai,Sakshi bai,A
313,Which one is the largest (area wise) country in Central Asia:,Turkmenistan,Tajikistan,Kazakhstan,Azerbaijan,C
314,TA stands for _____________.,Territorial Army,Teaching Academy,Traveling Allowance,Both Territorial Army & Traveling Allowance,A
315,Dasht-e-Kavir is a desert which is located in _______.,Central Iran,Saudi Arabia,Iraq,China,A
317,How many landlocked countries are there in the world?,42 Countries,37 Countries,41 Countries,44 Countries,D
318,Which country became the world's leading exporter of Liquefied Natural Gas (LNG)?,Russia,Qatar,Australia,None of these,C
320,"The US War of Independence, involving 13 colonies between the US and Great Britain, lasted from:",1770-1785,1775-83,1775-1789,1775-1777,B
321,"Who wrote ""Constitutional Development of Pakistan""?",G.W.Chaudhry,Liaquat Ali Khan,K.B. Saeed,Keith Collard,A
323,What is the height of Ahuii Falls?,373 m,423 m,440 m,550 m,D
324,"On the plea of Weapons of Mass Destruction, US-led forces of the UN invaded Iraq on:","on Mar 20, 03","on Jun 24, 04","on Jul 30, 06","on Mar 27, 03",A
326,"'The phenomenon of ''Arab Spring'' was sparked by the self-immolation of Mohamed Bouazizi, a fruit-seller in:",Egypt,Tunisia,Morocco,Syria,B
327,International Literacy Day is celebrated every year on:,on Oct 01,on Sep 06,on Sep 10,on Sep 08,D
328,TAROM is the airline of ___________.,Belgium,USA,Switzerland,Romania,D
329,Ogaden desert is present in__________.,Europe,Asia,Africa,America,C
330,In which river is the Giessbach Falls located?,Giessbach stream,Drinkwater Creek,Gave de pau,Tin Mine Creek,A
331,Which river forms the border between Jordan and Israel?,Jordan River,Euphrates River,Nile River,yang,A
332,British Library is situated in:,Bradford,Birmingham,London,Washington,C
333,South African Parliament is called House of Assembly. By what name is the Parliament of Spain called?,Sejm,House of Assembly,Staten,Cortes,D
334,Which of the following is also known as the Six-Day War?,Gulf War,Israel-Arab War,Desert War,Boer War,B
335,Windhoek is the capital of__________.,Namibia,Niger,Chad,Ghana,A
336,Which country is a full member of SCO?,Iran,Afghanistan,Mongolia,Uzbekistan,D
337,World population day is celebrated on___________.,11th June,11th May,11th July,None of these,C
339,Dar-es-Salaam is a famous city of:,Tanzania,Nigeria,Kenya,Uganda,A
340,International Organization for Migration Headquarters is located in which city.,Paris,Rome,Geneva,Jakarta,C
342,The currency of Chad is the,Dollar,CFA franc,Yuan,Colón,B
343,When did Taliban talks start in early 2020?,February,March,April,None of these,A
345,Gauri Sankar mountain is situated in _________.,Pakistan,Kashmir,Nepal-China,India,C
346,Ping pong is a new name of which sport?,Yachting,Volleyball,Table tennis,Rowing,C
348,Cancun is a famous city of __________.,Spain,Italy,USA,Mexico,D
349,World meteorological day is observed on _________.,on 23rd March,on 15th April,on 18th March,on 5th March,A
350,The Falkland Islands are disputed between which two countries?,China and Japan,England and Argentina,USA and Russia,None of these,B
351,China’s ________ space station mostly burns up on re-entry over South Pacific.,Tiangong 1,Tianzhou,Tianhe,Xuntian,A
352,"Who is the author of the book ""A China Passage""?",I.H. Qureshi,Ayesha Jalal,John Kenneth Galbraith,K. Ali,C
353,The most populous city of Asia is:,Tokyo,New Delhi,Shanghai,Beijing,A
355,Kiribati became independent from the United Kingdom in____________.,In 1989,In 1969,In 1979,In 1959,C
356,The currency of El Salvador is the,Sucre,Colón,Birr,Marka,B
358,Uzbekistan is located in Central Asia. Name its currency?,Som,Bath,Rupee,Dollar,A
359,In which country Chicago part is situated?,North America,Keniya,New Zealand,Egypt,A
361,"The Bronze Age, when people first began to use bronze tools, is dated from",1700 BC to 100 BC,3300 BC to 1200 BC,1500 BC to 500 BC,1500 BC to 600 BC,B
