Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
58,Which Country has given the concept of making a Global Nato?,USA,RUSSIA,CHINA,UK,D
59,The Olympic games in 2004 were held in ___________.,Athens,Sydney,California,Brisbane,A
61,When did NATO forces leave Afghanistan?,2019,2020,2021,None of these,C
62,"The president of which country, who had already ruled for almost two decades, was again selected, obtaining 74 percent of the votes in the elections held in 2018?",Angela Markel (Germany),Andrzej Duda (Poland),Vladimir Putin (Russia),None of these,C
64,When was the Pak-China Economic Corridor Secretariat inaugurated in Islamabad?,"on Apr 20, 13","on Apr 24, 14","on Aug 27, 13","on Aug 29, 16",C
65,What is the theme of the ‘World No Tobacco Day 2022’?,Tobacco: A Threat to our Humanity,Tobacco: A Threat to our Environment,Tobacco: A Threat to Health,None of These,B
67,"Which city was recognized as the capital of Israel on December 6, 2017, by the president of the USA, Donald Trump?",Tel Aviv,Haifa,Jaffa,Jerusalem,D
68,The newly elected President of Brazil is:,Michel Temer,Jair Bolsonaro,Lula da Silva,Dilma Rousseff,C
70,"Current Chief Justice of Pakistan, Umar Ata Bandial, was sworn in as the ____ Chief Justice of Pakistan.",27th,28th,26th,None of these,B
71,The Pakistan government has announced a defence budget of PKR _______ for the fiscal year (FY) 2021-22.,1170 billion,1270 billion,1370 billion,1470 billion,C
73,Which is the highest battleground on Earth?,Siachen Glacier,Lhotse,Mr. Logan,Monte Rosa,A
74,Which of the following companies are owned by Elon Musk?,Tesla & SpaceX,Amazon & Google,Apple Inc & NASA,All of Above,A
75,Reuters is the news agency of ___________.,USA,Germany,UK,Australia,C
76,The current Chief Minister of Sindh is: (As of May 2025),Usman Buzdar,Murad Ali Shah,Qaim Ali Shah,Sarfaraz Bugti,B
77,The British government sold Kashmir to Gulab Singh in ___________.,1846,1845,1843,1844,A
78,The deepest point in the Pacific Ocean is ___________.,Mariana Trench,Tonga Trench,Puerto Rico Trench,Jaye Trench,A
79,The current Secretary-General of the UN belongs to:,South Korea,Portugal,Thailand,North Korea,B
80,"COP 27 is going to be held from November 6 to 18, 2022, in __________?","Paris, France","Valetta, Malta","Delhi, India","Sharm El Sheikh, Egypt",D
81,When was Muhammad bin Salman appointed as the Prime Minister of the Kingdom of Saudi Arabia?,on 21 September 2022,on 23 September 2022,on 25 September 2022,on 27 September 2022,D
82,Queen Elizabeth II's age at death?,90,92,94,96,D
83,Who has been awarded the Vice Presidency of COP27?,Narendra Modi,Mian Shahebaz Sharif,Vladimir Putin,António Guterres,B
84,The National Command and Operation Centre (NCOC) was formed in:,in March 2020,in April 2020,in May 2020,in June 2020,A
86,What is the rank of Pakistan in the Global Innovation Index 2022?,80,85,87,None of these,C
87,Income that is saved and not invested is known as ___________.,Capital,Deposit,Hoarding,None of these,C
89,The headquarter of the International Executive Service Corps (IESC) is located in ___________.,USA,Kenya,France,UK,A
90,The Secretary-General of ECO is elected for a period of _________?,3 years,4 years,5 years,6 years,A
92,The headquarter of the International Express Carriers Conference (IECC) is located in ___________.,Switzerland,Kenya,France,Libya,A
93,Who was awarded the UK Brain of the Year Award in 2025?,Amjad Saqib,Dr. Abdul Qadeer Khan,Muhammad Naeem,Dr. Shahid Malik,A
95,How many times has India won the Women’s Asia Cup until its recent 2022 Win?,seven times,four times,five times,None of These,A
96,Which among the following is a positively charged particle emitted by a radioactive element?,Beta rays,Alpha rays,Gamma rays,Cathode rays,B
97,Who is the first-ever female Pilot from Kashmir?,Maliha Sami,Maryam Mujtaba,Maryam Masood,Jamila Khanum,B
98,Who among the following has taken an oath as the new Prime Minister of Sri Lanka for the fifth time?,Gotabaya Rajapaksa,Ranil Wickremesinghe,Shiranthi Rajapaksa,Mahinda Rajapaksa,B
99,Donald Trump belongs to which party?,Democratic,Republican,Both A and B,None of these,B
100,"Who holds the record for taking 3 wickets in 1 over, giving only one run in a test match?",Dale Steyn,Mitch Marsh,Harris Sohail,Hassan Ali,D
101,"According to ECP figures, ______ per cent of the registered voters in Pakistan are females.",40 percent,44 percent,46 percent,55 percent,B
102,Name of the current head of the IMF?,Robert William,Kristalina Georgieva,Angela Merkel,None of these,B
103,Which country agreed to trade with Pakistan in their local currency?,China,USA,India,Russia,A
104,The theme of the world science day for peace and development 2022 is __________?,Science for and with Society in dealing with Covid-19,Save the world,We need more basic science to achieve The 2030 Agenda and its 17 Sustainable Development Goals,Basic sciences for sustainable development,D
105,"On 30 June 2021, the World Health Organization announced that _____ had been certified malaria-free.",Somalia,Afghanistan,China,India,C
106,Liz Truss quit as Prime Minister of the UK after ________ weeks?,four weeks,five weeks,six weeks,None of these,C
107,Which team became the first team to simultaneously hold both the ODI and T20 WCs?,England,Australia,Pakistan,India,A
108,"The author of the ""New Deal"" was ___________.",President Roosevelt,President Wilson,President John Kennedy,President George Washington,A
109,China became a member of the World Trade Organization in ___________.,1998,2001,2004,2006,B
111,The biennially held Exercise KAKADU is hosted by __________?,NATO,AUKUS,Royal Australian Navy,Indian navy,C
112,How many members does the National Security Council (Pakistan) have? (Updated-2019),11,13,21,None of these,B
114,Which of the following is not a member of the Schengen Area?,Spain,France,United kingdom,Germany,C
115,Who is currently the Chief Election Commissioner?,Sultan Sikandar Raja,Usman Masood,Habib Bukhari,None of these,A
117,Which bowler has the most wickets in T20 World Cup history until 2022?,Shakib UL Hassan,Shahid Afridi,Lasith Malanga,Saeed Ajmal,A
118,Name the Minister of Education of Punjab:,Rana Sikandar Hayat,Khawaja Salman Rafique,Raja Ashfaq Sarwar,None of these,A
120,"After the United States, the largest contributor to the UN budget is ___________.",Germany,France,UK,China,D
121,The ‘Combating Disinformation and Islamophobia in the Post-Truth Era’ declaration was adopted in _____?,Istanbul Declaration,Ankara Declaration,OIC 12th Declaration,None of these,A
122,The federal government established the Thar coal authority in which year?,2008,2007,2009,2010,A
123,Who won the Formula One world championship title in 2022?,Charles Leclerc,Max Verstappen,Lewis Hamilton,Sebastien Vettel,B
124,Ismail Haniyeh is the leader of:,Hamas,PLO,Hezbollah,None of these,A
125,How many states are in the USA?,58,59,61,50,D
126,Where was the 12th G-20 summit held in 2017?,Germany,India,USA,Canada,A
127,Corrigendum means ___________.,Things to be corrected,Agenda of the meeting,Study of some gender,Correspondence,A
128,The current governor of Gilgit-Baltistan is (as of May 2024):,Aftab Haider,Jalal Hussain Maqpoon,Baljees Tahir,None of these,B
130,"When is “International Day for the Fight against Illegal, Unreported and Unregulated Fishing’ observed?",June 3,June 5,June 7,June 10,B
131,Who is the current Governor of Balochistan? (as of 2025),Muhammad Khan Achakzai,Nawab Zulfikar Ali Magsi,Owais Ahmed Ghani,Sheikh Jaffar Khan Mandokhail,D
133,Who is investigating the Russian involvement in the USA's election 2016?,Alexander Bortnikov,Myroov Yu N Mikhailovich,Robert Mueller,None of these,C
134,UAE Former President Sheikh Khalifa bin Zayed Al Nahyan was born in __________?,1947,1948,1950,None of these,B
136,Time magazine declared which person(s) 'Person of the Year' in 2020?,Joe Biden and Kamala Harris,Greta Thunberg,Elon Musk,None of these,A
137,Who is the current Secretary General of the Organization of Islamic Cooperation (OIC)?,Iyad Amin Madani,Dr. Yousef A. Al-Othaimeen,Hissein Brahim Taha,None of these,C
139,Who is the current foreign Minister of Brazil?,Lemogans kwape,Randi Dorji,Carlos Alberto,Mauro Vieira,D
140,"Jiang Zemin was China’s president from 1993 to 2003, and died on November 30, 2022, at the age of ______.",92,93,95,96,D
142,"What was the magnitude of the Earthquake that shook Northern Pakistan and Azad Kashmir on October 8, 2005?",5.7,6.3,8.2,7.6,D
143,The East India Company was established in ___________.,1603,1602,1600,1500,C
145,How many Arab-Israel Wars have so far been fought?,Two,Three,Four,Five,D
146,The 2022 United Nations Climate Change Conference is also called ________?,COP 22,COP 25,COP 27,None of These,C
147,Shireen Abu Akleh was a journalist for ____________?,The New York Times,The Mirror,Al Jazeera,The Washington Post,C
148,The current Chief Minister of Gilgit-Baltistan is?,Khalid Khursheed,Hafeez Ur Rahman,Syed Mehdi Shah,None of these,A
149,"Who is the current leader of Hamas, a Palestinian Organization?",Mahmood Abbas,Ismail Haniyeh,Khalid Mashal,None of these,B
150,ISS stands for ___________.,International Space Station,International School of Sociology,International Space Study,None of these,A
151,Which word was picked by the Merriam-Webster Dictionary as the word of the year 2022?,Vaccine,Pandemic,Gaslighting,Justice,C
152,The current CEO of Twitter is:,Parag Agrawal,Jack Dorsey,Linda Yaccarino,None of these,C
153,Who holds the record for scoring three double centuries in ODI Cricket?,Virat Kohli,Rohit Sharma,Shikhar Dhawan,AB Devillers,B
154,Sadiq Khan was elected Mayor of London for the:,First time,Second time,Third time,None of these,C
155,"According to the UN Development Programme, cities emit ______ percent of greenhouse gas emissions?",50 percent,60 percent,70 percent,80 percent,C
156,The city which is the seat of the UNO International Court of Justice is ___________.,Hamburg,Greenwich,Geneva,Hague,D
157,Explorers have recently found the wreckage of the WWII Navy Ship ______ in the Western Pacific.,USS Johnston,USS Sameul B.,USS Fletcher,USS Missouri (BB-63),B
158,When was the National Compliment Day observed in 2018?,on 16th January 2018,on 2nd March 2018,"on 24th January, 2018","on 13th July, 2018",C
159,Which country threatened to quit the NPT deal?,Russia,Iran,Israel,None of these,B
160,Customs Duties are which type of tax?,Direct tax,Indirect tax,Both (a) and (b),None of these,B
161,"Which Country was recently hit by the deadliest earthquake on June 22, 2022, with a magnitude 5.9 earthquake?",India,Afghanistan,Iran,None of These,B
162,"Edible Oil Trade associations from five palm oil-importing countries in South Asia – India, Pakistan, Sri Lanka, Bangladesh, and Nepal – announced the setting up of ____________?",South Asian Palm Oil Alliance (SAPOA),Asian Palm Oil Alliance (APOA),South Asian Oil Alliance (SAOA),Asian Oil Alliance (AOA),B
163,Which planet has the highest density:,Neptune,Earth,Mars,None of these,B
164,Which founding member of the Pakistan Women's Cricket Team recently died in December 2018?,Nida Dar,Shazia Khan,Sharmeen Khan,Sana Mir,C
165,Tolstoy was the author of which famous novel?,Idiot,Dark Continent,For whom the Bell Tolls,War and Peace,D
166,The first constructed barrage of Pakistan is ___________.,Jinnah Barrage,Sukkur Barrage,Taunsa Barrage,Kotri Barrage,B
167,"Business magnate Elon Musk lost his title as “the world’s richest person” to ____________ on December 13, 2022.",Bernard Arnault,Jeff bazoz,Bill gates,Mark Zuckerberg,A
168,The theme of World Post Office Day 2022 is __________?,Post of humans,Post for plan,Post for planet,None of These,B
169,Who is the current President of Cuba?,Fidel Castro,Hugo Chavez,Miguel Díaz-Canel,None of these,C
170,When did Russian President Vladimir Putin formally announce that Moscow will annex four occupied regions of Ukraine?,on 24 September 2022,on 26 September 2022,on 28 September 2022,on 30 September 2022,D
171,The current Chairman of G20 2022 is __________?,Joko Widodo,Salman bin Abdulaziz,Mauricio Macri,Narendra Modi,D
172,World Food Safety Day (WFSD) has officially observed on __________?,on 5 June 2023,on 7 May 2023,on 7 June 2023,None of These,C
173,The circumference of the Earth is around ___________.,20089 km,30084 km,40075 km,50073 km,C
174,World Smile Day is observed in which month every year?,February,June,October,None of These,C
175,How did Pakistan's rank change in the Transparency International Corruption Perception Index 2020 regarding corruption?,From 120 to 126,From 120 to 124,From 120 to 122,None of these,B
176,Who is the current Secretary of State of the USA (as of 2025)?,Mark Esper,Marco Rubio,Mike Pompeo,William Barr,B
177,Who is the current Chairman of the FBR?,Bakir Raza,Malik Amjed Zubair Tiwana,Asad Qaiser,None of these,B
178,The largest freshwater storage in the world is:,Alps,Himalayas,Greenland ice sheets,None of these,C
179,Which country's president visited Pakistan in March 2022?,Tajikistan,Azerbaijan,Uzbekistan,Kazakhstan,C
180,The FIFA World Cup 2022 was held from ___________.,on 20 November,on 21 November,on 18 December,on 24 December,A
181,"Currently in the news, scientists have found a Galaxy that existed 13.5 billion years ago known as ___________.",GLASS-z13,Andromeda,NGC 224,Non of these,A
182,‘The International Day to End Impunity for Crimes against Journalists’ day is observed annually on ____________?,on 30 September 2023,on 2 November 2023,on 5 November 2023,None of these,B
183,Who currently heads Thailand as Prime Minister?,Thaksin Shinawatra,Prawit Wongsuwan,Srettha Thavisin,None of the above,C
184,"If there is no Sun, the color of the sky would be ___________.",Orange,Blue,Yellow,None of these,D
185,The Kaavan elephant was sent from Pakistan to which country on the direction of the court?,Cambodia,Ireland,Taiwan,Italy,A
186,______ Orbit rocket launched 7 US Defense Satellites into the orbit in July 2022?,Space X,New Horizon,Blue Origin,Virgin,D
187,Who is the current President of the UN General Assembly?,Antonio Guterres,Abdulla Shahid,Csaba Kőrösi,None of these,C
188,The hottest place in the world is ___________.,Sibbi (Pakistan),Azizia (Libya),"Death Valley (CA, USA)",None of these,B
189,"Which batsman has scored the fastest fifty in the history of test cricket, with only 21 balls faced against Australia in 2014?",Misbah-ul-Haq (Pak),Aaron Finch (Aus),Matthew Hayden (Aus),MS Dhoni (Ind),A
190,When did the Catalonia Independence referendum take place?,"on 1st October, 2017","on 3rd January, 2017","on 12th December, 2017",on 4th March 2017,A
191,Broadway Street of the USA is famous for ___________.,Banking,Stock exchange,Theaters,Shopping centers,C
192,"In 2021, which school was attacked in Afghanistan:",Sayed Ul-Shuhada High School,Afghan Yaar High School,Abdul Hadi Dawi High School,Amani High School,A
193,"On 30 June 2021, the World Health Organization announced that _____ had been certified malaria-free.",Somalia,Afghanistan,China,India,C
194,Heat received by the Earth from the Sun is known as ___________.,Insulation,Solar heat,Solar radiation,Thermal radiation,C
195,Pakistan and US navies conducted a joint exercise in the Arabian Sea by the name of ___________.,Optimum Impact,Divers move,Inspired Union,Eagle Nest,C
196,"As per the recent study, which region is the world’s fastest-growing crypto adopter?",South America,Middle East and North Africa,South and East Asia,None of These,B
197,Fourth Estate is applied to ___________.,Executive,Secret Agency,Press,None of these,C
198,Nicolás Maduro is the current president of ___________. (Updated-2019),Venezuela,Brazil,Bolivia,France,A
200,Who has the credit to be the youngest Civil Judge in the history of Pakistan?,Justice ( R )A.R.Kiyani,Justice ( R ) Muhammad Ilyas,Justice ( R) Sajjad Ahmed Jan,None of these,B
201,OGRA decided fuel prices after how many days?,10 days,15 days,30 days,None of these,B
203,What was the amount of the IMF loan provided to Pakistan in June 2023?,$2 billion,$3 billion,$4 billion,$5 billion,B
204,The Nomura Asia Pacific Cup amateur championship was held at __________?,China,Japan,Vietnam,Philippine,D
205,Who won the noble peace prize of 2022?,Ales Bialiatski,Memorial & Center for Civil Liberties,Both A & B,None of These,C
206,The FBI of America was established in ___________.,1901,1902,1905,1908,D
208,FIFA World Cup 2022 will be played in:,Qatar,UAE,Japan,China,A
209,CTD stands for ___________.,Central Tariff Duty,Central Training Department,Counter Terrorism Department,None of these,C
211,Where has the 2022 NATO Madrid Summit been held?,Spain,USA,United Kingdom,Switzerland,A
212,When did the Islamic solidarity games take place?,"on 9-18 August, 2022","on 10-18 August, 2022","on 9-19 August, 2022",none of these,A
214,Which three countries held anti-submarine drills in October 2022?,"Australia, Japan, South Korea","US, Japan and South Korea","Australia, US and North Korea",None of These,B
215,The UNDP Pakistan appointed who as its ‘National Goodwill Ambassador?,Mehwish Hayat,Babar Azam,Fawad Khan,Shahid Afridi,C
217,Pakistan needs how many votes from FATF members to exit from the grey list?,10,12,14,22,B
218,"On June 5, 2022, which country fired eight short-range ballistic missiles toward the sea off its east coast?",Japan,South Korea,North Korea,Israel,C
219,Iran and China signed the 'Strategic Deal' in Tehran on which date?,"on Mar 27, 21","on Feb 27, 21","on Jan 27, 21",None of these,A
220,"Where was COP26 held between November 9 and 12, 2021?",Glasgow,Rome,Stockholm,None of these,A
221,Current chief of Pak Air Force?,Mujahid Anwar,Zaheer Ahmad Babar,Sohail Aman,None of these,B
222,Which country would chair the next meeting of G20 in 2023?,Germany,India,Indonesia,Italy,B
223,Droupadi Murmu is the 2nd woman President of India to hold office. Who was the first?,Sonia Gandhi,Pratibha Patil,Bhartiben Dhirubhai Shyal,Arpita Gosh,B
224,Han Myung has become the First Woman Prime Minister of ___________.,South Korea,North Korea,China,Japan,A
225,The world's largest exporter of liquefied natural gas (LNG) is:,Qatar,China,USA,Russia,C
227,"What is the name of the 'world's biggest air purifier' with a height of over 100 meters, to combat smog and air pollution constructed by China?",Xian smog tower,Pono smog tower,Xyanel smog tower,Tutos smog tower,A
228,"Who is the current Grand Mufti of Saudi Arabia, the highest religious authority in the country?",Sheikh Abdullah Al-Sheikh,Sheikh Abdul Aziz al-Sheikh,Sheikh Abdul Mohsen al-Sheikh,Sheikh Abdul Rahman al-Sheikh,B
230,Which of the following agencies related to the UNO was in existence before World War II?,WHO,FAO,ILO,IMF,C
231,A very vast and extended bay is known as ___________.,Strait,Gulf,Bight,Peninsula,C
233,The landmark Padma Bridge has been recently opened in ___________?,India,Nepal,Bangladesh,None of these,C
234,The headquarters of the UN Security Council are located at ___________.,Washington,Paris,New York,Geneva,C
236,Who is the Current President of Lebanon?,Saad Hariri,Michel Aoun,Najib Mikati,Joseph Aoun,D
237,Who broke Shahid Afridi's record of most sixes in international cricket?,Herschelle Gibbs,Chris Gayle,Yuvraj Singh,none of these,B
239,I2U2 is the new grouping formed by ____________?,"India,australia,Israel,USA","India,Israel,USA,UAE","Pakistan,China,Russia,Iran","UK,USA,UAE, India",B
240,Who is the current Chairman of NEPRA?,Afzal Kamal,Nasir Aziz,Tauseef H. Farooqi,None of these,D
241,When was Motorbike ambulance service launched under the aegis of Rescue 1122 by the CM of Punjab?,on 10th October 2017,on 3rd June 2017,on 23rd March 2017,on 18th May 2017,A
242,"A Conservative Leader, Ulf Kristersson, has been elected the new Prime Minister of which European Country?",France,Poland,Sweden,Finland,C
243,General MacArthur hailed from which country:,Germany,US,UK,Japan,B
244,The Suez Canal links which of the following seas?,Red Sea with Mediterranean Sea,Mediterranean Sea with Adriatic Sea,Black sea and Aegean Sea,Persian Gulf with Arabian sea,A
245,The first test-tube baby of the world was born in ___________.,France,Philippines,Britain,USA,C
246,Which of the following Pakistani-American Scout Girls received an award from US President Donald Trump for her efforts to fight against Coronavirus?,Emma C,Laila Khan,Bakhtawar Khan,None of these,B
247,The World's largest copper producer is ___________.,China,Chile,Brazil,Russia,B
248,Swedish scientist Svante Pääbo won the 2022 Nobel Prize in ___________?,Physics,Chemistry,Medicine,None of the above,C
249,What is the theme of International Teachers Day 2022?,Teachers at the heart of education recovery,The Transformation of Education Begins with Teachers,"Teachers: Leading in Crisis, Reimaging the future",None of these,B
250,Who was the newly appointed Prime Minister of France in 2020?,Lean Sydoux,Nicholas Sarkozy,Angela Merkel,Jean Castex,D
251,Which Pakistani Sipahi came back from India after remaining in Indian prison for 40 years and died in 2018?,Maqpoon Hussain,Maqbool Hussain,Shah Sarwar,Jalal Hussain,B
252,The official residential palace of the President of Ukraine is __________?,Ukraine Palace,Mariinsky Palace,Marina Palace,Mariink Palace,B
253,"At the time of her death, Queen Elizabeth II was also the Queen of _________ Commonwealth realms.",10,12,17,15,D
254,The father of the British PM Boris Johnson got ________ citizenship?,French,U.S,Canadian,German,A
255,"Droupadi Murmu, the newly appointed President of India, defeated the Opposition leader on July 21, 2022, by a total vote value of 64.03 percent. His/her name is ____________?",Yashwant Sinha,Rahul Gandhi,Nupur Sharma,Ram Nath Kovind,A
