Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
54,When was the Pakistan Maritime Security Agency established?,"On Jan 1, 1984","On Jan 1, 1985","On Jan 1, 1986","On Jan 1, 1987",D
55,The Khalji Dynasty was founded in 1290 by whom?,Alauddin Khalji,Mubarak Khan Khalji,Omar Khan Khalji,Jalaluddin Malik Firuz Khalji,D
56,Which system was introduced by President Ayub Khan?,Local Bodies,Bilateral,Basic Democracies,None of these,C
57,Pakistan’s Citizenship Act of ________ guarantees citizenship to anyone born in the country before its commencement.,In 1948,In 1949,In 1951,In 1955,C
58,Mamnoon Hussain was the ___ president of Pakistan.,12th,13th,14th,11th,A
59,Muhammad bin Qasim was a general of which caliphate?,Abbasid,Rashidun,Umayyad,Fatimid,C
60,The Azad Jammu and Kashmir Legislative Assembly has how many seats?,35,53,56,76,B
61,Where was Nadwatul Ulema founded?,Kanpur,Lucknow,Delhi,Aligarh,A
62,Pakistan was granted Test cricket status in ___________.,In 1950,In 1951,In 1952,In 1953,C
63,What was the duration of Quaid-e-Azam's membership in both the Muslim League and Congress?,5 years,4 years,11 years,7 years,D
64,"Which pass connects Dera Ismail Khan with Ghazni, Afghanistan?",Dargai Pass,Bolan Pass,Gomal Pass,Tochi Pass,C
65,In which year was the Presidential system introduced in Pakistan?,1956,1962,1973,2001,B
66,Excavations at Mohenjo-daro have revealed __________ in earthen vessels.,Millet grains,Lentils,Rice grains,None of these,A
67,The first Chief of Army Staff (COAS) of the Pakistan Army was ________.,General Tikka Khan,General Zia-ul-Haq,General Sharif,General Ayub Khan,A
68,"Sadiq Khan, Mayor of London, defeated which candidate in the recent election?",Shaun Bailey,Kam Balayev,Sian Berry,None of these,A
70,Lord Mayo was assassinated in:,in February 1872,in August 1872,in November 1875,in December 1878,A
71,What was the purpose of the Scientific Society founded by Sir Syed?,Scientific research,Translation bureau,Military training,Religious education,B
73,"Who was the first Chief Minister of NWFP (now Khyber Pakhtunkhwa, in 1937)?",Sahibzada Zafar Ali Khan,Aslam Raisani,Sir Sahibzada Abdul Qayyum Khan,Ameer Haider Khan Hoti,C
74,Who built the Charminar in Hyderabad?,Sultan Muhammad Quli Qutb Shah,Sultan Muhammad Ibrahim Qutb Shah,Sultan Muhammad Ali Adil Shah,None of these,A
76,The most populous city of Pakistan is:,Karachi,Lahore,Faisalabad,Peshawar,A
77,A U-Turn came in the foreign policy of Pakistan after the world launched a war against terrorism in:,2001,2002,2007,2009,A
79,How is the President of Pakistan elected?,By the National Assembly,By the Senate,By Provincial Assemblies,"By the National Assembly, Senate, and Provincial Assemblies",A
80,Who was appointed the first principal of Darul ulum Deoband?,Maulana Mamluk Ali,Haji Muhammad Abid,Maulana Muhammad Qasim,None of these,C
81,Geoffrey Prior took oath as Chief Commissioner of,Sindh,Baluchistan,NWFP,Punjab,B
82,The original name of Waqar-ul-Mulk was:,Mehdi Ali Khan,Molvi Mohummad Shah,Hussain Bilgrami,Zafar Ali Khan,B
83,Dar ul Uloom Deoband was founded by:,Hazrat Haji Aabid Hussain,Maulana Zul Faqqar Ali,Moulana Qasim Nonotvi,All of these,D
84,The East India Company itself dissolved by the act of parliament in which year?,In 1914,In 1785,In 1874,In 1757,C
85,The Sindh Assembly passed a resolution in favour of partition from India in:,1915,1928,1943,1968,C
86,"From Karachi, the farthest point on the Makran Coastal Highway is __________.",Pasni,Jiwani,Gwadar,Ormara,B
87,Which of the following is not a landlocked country?,Bhutan,Nepal,Myanmar,Switzerland,C
89,Jurist Manzur Qadir was Pakistan's foreign minister during:,1950 to 1952,1955 to 1960,1958 to 1962,1956 to 1960,C
90,The Rohtas Fort is situated beside which river?,Jhelum,Chenab,Kahan,Indus,C
92,Allama Iqbal was born in _________.,In 1876,In 1878,In 1869,In 1877,D
93,When was the One Unit scheme abolished in West Pakistan?,in March 1970,in October 1970,in November 1970,in May 1970,A
95,Who was the commander-in-chief of the rebel forces in the 1857 War of Independence?,Tipu Sultan,General Bakht Khan,Sher Khan,Azam Khan,B
96,By how many member(s) the Executive Council of the Governor General was enlarged under the Indian Council Act of 1861 ?,One member,Two members,Four members,None of these,A
98,What important announcement was made by Governor-General Lord Hardinge at the Delhi Durbar in 1911?,Transfer of Capital from Calcutta to Delhi,Transfer of Capital from Calcutta to Delhi,Both of these,None of these,A
99,The second-largest gas field in Pakistan is __________.,Qadirpur Gas Field,Uch Gas Field,Bobi Gas Field,Chachar Gas Field,A
100,"According to the Indus Waters Treaty, which rivers will be governed by India?","Indus, Jhelum and Chenab","Ravi, Sutlej and Beas","Ravi, Sutlej and Chenab",None of these,B
101,"Who wrote ""The Loyal Muhammadans of India""?",Sir Muhammad Zafar Ullah Khan,Rehmat Ali,Fazal-ul-Haq,Sir Syed Ahmad Khan,D
102,The constituency of the Azad Kashmir Assembly is called __________.,GBLA,PPLA,LA,PS,C
103,Allama Iqbal wrote poetry in Urdu and _____________.,English,French,Persian,Arabic,C
104,Muhammad Khan Junejo became Prime Minister of Pakistan in:,1985,1986,1987,1988,A
105,Urdu daily restarted in Karachi as first national Urdu daily on,on 21 Sept 1947,on 5 Aug 1947,on 15 Oct 1947,on 25 Dec 1947,C
106,Who resigned from the Congress during the Nagpur Session in December 1920?,Jawaharlal Nehru,Sardar Patel,Quaid-i-Azam,Bal Gangadhar Tilak,C
108,What percentage of total polled votes in East Pakistan was secured by Awami League in 1970 elections?,54 percent,60 percent,75 percent,None of these,C
109,Who was finance minister before becoming Governor General of Pakistan?,Ghulam Muhammad,I.I. Chundrigar,Ishaq Khan,Ch. Muhammad Ali,A
111,The foundation stone of the mausoleum of Quaid-e-Azam Mohammed Ali Jinnah was laid by Field Marshal Mohammed Ayub Khan on ________.,"On August 31, 1965","On March 30, 1960","On February 25, 1958","On July 31, 1960",D
112,Pakistan's first coin was issued on:,on 3rd January 1948,on 1st April 1948,on 1st July 1948,on 14th August 1948,A
114,"In the 1956 Constitution, how many seats were reserved for women from West Pakistan in the National Assembly?",10,8,5,4,C
115,Who enforced Shariah law in Pakistan?,Zulfikar Ali Bhutto,Pervez Musharraf,General Zia-ul-Haq,Benazir Bhutto,C
117,Haji Shariatullah returned from Makkah in ___________.,In 1821,In 1818,In 1819,In 1822,B
118,Who is called the Frontier Gandhi?,Khan Abdul Ghaffar Khan,Khan Abdul Jabbar Khan,Abdul Khan,None of these,A
120,Sir Francis Maudi took oath as First Governor of West Punjab?,in July 1947,in August 1947,in September 1947,in October 1947,A
121,"Originally the CPEC was an economic corridor worth ___ billion dollars, which later was increased to around 62 billion dollars:",46,56,44,42,A
122,"What is the total area of Pakistan's provinces, excluding AJK and GB?","695,095 km²","795,095 km²","796,095 km²",None of these,C
123,The Kingdom of Khwarizm was destroyed in 1218-20 AD by:,Timur,Genghis Khan,Alexander the Great,The Ottomans,B
124,On which river is the Marala Barrage constructed?,Chenab,Indus,Kabul,Jhelum,A
125,The Iranian Deputy Foreign Minister Ali Raza Akbari was hanged recently due to spying for:,MI6,CIA,Mossad,None of these,A
126,"The 'Basic Democracies' system, a multi-tiered system of local government, was introduced by which leader?",Iskander Mirza,Zulfikar Ali Bhutto,Ayub Khan,Yahya Khan,C
127,Who presented the Objective Resolution in the Constituent Assembly on 13th March 1949?,Khawaja Nazimuddin,Sir Feroz Khan Noon,M.A. Jinnah,Liaquat Ali Khan,D
128,"Who presented the Lahore Resolution (Pakistan Resolution) on March 23, 1940?",Allama Iqbal,Liaquat Ali Khan,Quaid-e-Azam Muhammad Ali Jinnah,A. K. Fazlul-Haq,B
129,What was Sher Shah's real name?,Sher Khan,Farid Khan,Islam Shah,Hasan Khan,B
130,First foreign minister of Pakistan was:,Zafarullah Khan,Liaquat Ali,Raja Ghazanfar Ali,None of these,A
131,"The ""Murree of Sindh"" is ________.",Karoonjar Mountains,Makli Hills,Rohri Hills,Gorkh Hill Station,D
132,The highest mountain of the Hindukush range is:,Nanga Parbat,K2,Tirich Mir,None of these,C
133,Who is Zia Mohyeddin?,Actor,Politician,Scientist,None of these,A
134,Who was the first Chief Minister of Sindh?,Kh. Nazimuddin,M.A. Khuro,Ghulam Hussain Hidayatullah,Muhammad Ayub Khuhro,D
136,The ________ sector is the biggest consumer of petroleum products in Pakistan.,Industry,Household,Transport,Power,C
137,Where did the Jallianwala Bagh tragedy take place?,Malabar,Amritsar,Lucknow,Madras,B
139,The British appointed especially ______ to crush the Indian Freedom Movement.,General Reginald Dyer,Sir Charles Tegart,Sir John Simon,Lord Linlithgow,A
140,A memorial stamp of Rs _______ was issued on Arfa Karim’s birthday in 2012.,Rs. 2,Rs. 4,Rs. 7,Rs. 8,D
142,"As Governor General of Pakistan, the Quaid-i-Azam was succeeded by:",Sikander Mirza,Malik Ghulam Muhammad,Khawaja Niazim-ud-Din,Hussain Shaheed Suharwardi,C
143,When did Crown Prince Muhammad Bin Salman visit Pakistan?,in June 2018,in October 2018,in February 2018,in February 2019,D
145,"In 1899, Allama Iqbal completed his M.A. examination in which subject?",Persian,Islamiyat,Philosophy,Urdu,C
146,"Before his conflict with Humayun, Sher Shah Suri was the ________ of Bihar.",Governor,Deputy Governor,Prime Minister,None of these,B
147,Name the longest river in Pakistan.,Indus,Kabul,Chenab,Sutlej,A
148,Which team was the runner-up in Pakistan Super League 2018?,Quetta Gladiators,Karachi Kings,Peshawar Zalmi,Islamabad United,C
149,How many senators are directly elected from each province of Pakistan?,24,25,23,22,C
150,Who was the first Commander-in-Chief of the Pakistan Army?,Gen. Sadiq Chaudhry,Gen. Frank Messervy,Gen. Muhammad Ayub Khan,Gen. George Murphy,B
151,"In which year was Allama Iqbal given the title of ""Sir""?",1916,1918,1922,1924,C
152,How many canals originate from the Guddu Barrage?,Five,Three,Four,Six,B
153,The ancient city of Taxila is an important archaeological site in the _________ district of Punjab.,Lahore,Rawalpindi,Sheikhupura,Multan,B
154,Bara Bagh Cemetery is located at:,Punjab,Sindh,KPK,Balochistan,D
155,Chilum Joshi is a festival celebrated in:,Kailash valley,Gilgit Baltistan,Chitral valley,Balochistan,D
156,India has constructed the Baglihar Dam on the __________ river.,Chenab,Indus,Sutlej,Jhelum,A
157,The Pakistan National Alliance (PNA) was a nine-party alliance launched against _________.,Nawaz Sharif,Z. A. Bhutto,Asghar Khan,The Establishment,B
158,"The ""Act of 1935"" contained how many schedules?",8,9,10,10,C
159,"The total number of recipients of the ""Nishan-e-Haider"" is ____________.",8,9,10,11,C
160,How many judges are serving in the Lahore High Court?,48,49,60,None of these,D
161,Who were the three men that constituted the Cabinet Mission?,"Mountbatten, Wavell, Attlee","A.V. Alexander, Stafford Cripps, Pethick-Lawrence","Nehru, Gandhi, Patel","Jinnah, Liaquat, Iqbal",B
162,"On August 7, 1947, Muhammad Ali Jinnah left India for the last time and flew to ____________.",Quetta,Lahore,Karachi,None of these,D
163,Nawaz Sharif attended the US-Arab Islamic Summit 2017 in:,Riyadh,Jeddah,Rabat,None,A
164,What was the name of Alexander the Great's horse that died during the Indian campaign?,Pegasus,Bucephalus,Incitatus,Marengo,B
165,"Which is the hottest place in Pakistan, with a record temperature of 53.5 °C (128.3 °F)?",Chagai,Jacobabad,Rohri,Sibbi,B
166,What is the modern name for the ancient river Acesines?,Chenab,Sutlej,Beas,Indus,A
167,The Karakoram Highway (KKH) passes through which mountain range?,Himalayas,Hindu Kush,Karakoram,Pamir,C
168,Ahmad Shah Abdali launched his early invasions against:,Mughals,Sikhs,Marathas,British,A
170,"According to the 1973 Constitution, what is the term of office for the President?",6 years,5 years,4 years,3 years,B
171,Vasco da Gama is credited with discovering the sea route to India via which landmark?,Suez Canal,Strait of Gibraltar,Cape of Good Hope,Panama Canal,C
173,Who was the Premier of Punjab during the Interim Government?,Malik Khizr Hayat Khan Tiwana,Sir Sikandar Hayat,Ch. Khaleeq-uz-Zaman,Liaquat Ali Khan,A
174,The first Pakistani Prime Minister to visit Russia was:,Liaquat Ali Khan,'Z. A. Bhutto,Nurul Amin,None of these,B
176,U.S. Economic Aid to Pakistan started in which year:,1950,1951,1958,1961,B
177,Pakistan issued its first coin on:,on 14th August 1947,on 3rd January 1948,on 1st July 1948,on 23rd March 1949,B
179,The Quaid-e-Azam Solar Park is located near which city?,Bahawalpur,Multan,Rahim Yar Khan,None of these,A
180,"After being deposed, Shah Jahan spent his last years under house arrest in which fort?",Red Fort,Agra Fort,Lahore Fort,Rohtas Fort,B
181,Who among the following Mughal rulers was a contemporary of Queen Elizabeth I of England?,Jahangir,Aurangzeb Alamgir,Zaheer-ud-din Babar,Akbar the Great,D
182,"After Sir Agha Khan, the next president of the Muslim League was:",Muhammad Ali Jinnah,Raja Sahib of Mehmoodabad,Liaquat Ali Khan,Sardar Abdur Rab Nishtar,B
183,Who was the first woman to serve as the Governor of the State Bank of Pakistan?,Noor Jehan,Dr. Shamshad Akhtar,Farzana Raja,Dr. Ashraf Abbasi,B
184,When did Zia die in the plane crash?,1985,1986,1987,1988,D
185,What was Bhutto's portfolio in the Ayub government from 1963-1966?,Finance Minister,Foreign Minister,Interior Minister,Commerce Minister,B
186,"Where did Governor-General of India, Lord Mountbatten, address the Constituent Assembly of Pakistan:",Islamabad,Karachi,Delhi,Lahore,B
187,"_____ set up a ""Chain of Justice"".",Aurangzeb,Jahangir,Babar,Akbar,B
188,Sher Shah Suri is well-known for his ___________.,Education System,Military System,Land Revenue System,Both A & C,C
189,"The All-India Muhammadan Educational Conference of 1906, where the Muslim League was formed, was held in ___________.",Simla,Dhaka,Lucknow,Delhi,B
190,"The masterpiece of Shah Jahan's reign, the Taj Mahal, was completed in which year?",In 1632,In 1655,In 1666,In 1647,D
191,Pakistan lies between the latitudes _____________.,24°N to 37°N,25°N to 36°N,23°N to 36°N,25°N to 37°N,A
192,Renowned journalist Dr. Ajmal Niazi passed away on:,on 18th September 2021,on 18th October 2021,on 18th November 2021,on 18th December 2021,B
193,"In 1911, Maulana Muhammad Ali Jauhar started publishing the newspaper 'Comrade' from:",Delhi,Bombay,Calcutta,Lahore,C
194,Who is the founder of the Mughal Empire?,Babur,Akbar,Jahangir,Aurangzeb,A
195,Who first presented the idea of SAARC?,Indira Gandhi of India,Ziaur Rahman of Bangladesh,King Birendra of Nepal,General Zia-ul-Haq of Pakistan,B
196,In which year did Muhammad bin Qasim die?,In 715 AD,In 716 AD,In 717 AD,In 718 AD,A
198,Who was the First President of the Pakistan Muslim League in 1949?,Ch. Pervaiz Elahi,Yaha Khan,Ch. Khaliquzzaman,None of them,C
199,Who was the Commander-in-Chief of the Pakistan Army from 1951 to 1958?,Iskandar Mirza,Ayub Khan,Musa Khan,Yahya Khan,B
201,"In Pakistan, the first population census was conducted in:",1947,1951,1955,None of these,B
202,Sir Syed received his early education from his ____________.,Father,Mother,Paternal Grandfather,Maternal Grandfather,D
204,All India Muslim League session in December 1906 was held at:,Dhaka,Lucknow,Kolkata,None of these,A
205,PP stands for ________.,Pakistan's Party,Pay Policy,Primary Position,Province of Punjab,D
206,Pakistan won the ICC World Cup (One Day) in 1992. It was the __________ ICC World Cup tournament.,5th,6th,7th,8th,A
207,Who was the first governor of Punjab after independence?,Sir Francis Mudie,Sardar Hayat Khan,Sir Herbert William,None of these,A
208,When did Liaquat Ali Khan visit the USA?,In 1948,In 1949,In 1950,In 1952,C
209,The tomb of Hazrat Madhu Lal Hussain is in?,Lahore,Kasur,Sheikhupura,Nankana,A
211,The secret agency of Pakistan is:,IB,ISI,FIA,All of these,D
212,For how many years did the Soomro dynasty rule in Sindh?,Approx. 300 years (c. 1024–1351 AD),Approx. 350 years,Approx. 400 years,Approx. 250 years,A
214,Who started the Faraizi Movement?,Haji Shariat Ullah,Allama Muhammad Iqbal,Maulana Muhammad Ali Jauhar,None of these,A
215,"In Pakistan, _______ of the population lives below the national poverty line, according to a 2017 estimate.",52.30 percent,29.50 percent,34.50 percent,41.50 percent,B
217,Pakistan purchased Gwadar from:,Iran,Afghanistan,Oman,None of these,C
218,The Pakistan Resolution was seconded by:,Chaudhry Khaliquzzaman,Liaquat Ali Khan,Maulana Zafar Ali Khan,Sardar Abdur Rab Nishtar,A
220,When was the Water Apportionment Accord signed between the provinces of Pakistan?,In 1982,In 1991,In 1988,In 1998,B
221,Narendra Modi is the ______ Prime Minister of India (excluding acting PMs).,13th,14th,15th,16th,B
222,"Setting a new precedent, Pakistan, for the first time in its 70-year history, appointed a female diplomat in ________.",Iran,India,China,Saudi Arabia,B
223,Who was the founder of daily Nawa-i-Waqt:,Hameed Nizami,Majeed Nizami,Khalil Ur Rehman,Zia Shahid,A
224,"According to the 1998 census, what was the population density in Balochistan?",18-28 per km²,28-39 per km²,39-59 per km²,59-82 per km²,B
225,What was the real name of the famous Pakistani comedian and actor Lehri?,Irfan Khoosat,Safirullah Siddiqui,Athar Shah Khan Jaidi,None of these,B
226,"According to the Objectives Resolution, there should be a ________ form of government.",Federal,Parliamentary,Presidential,None of these,A
227,Havaldar Lalak Jan Shaheed was awarded the Nishan-e-Haider for his acts of bravery and valour during the:,1965 War,1970 War,Kargil Operation,Operation Zarb-e-Azb,C
228,Who visited Afghanistan as President of Pakistan in 1956?,Ch. Mohammad Ali,Dr. Khan Sahib,Iskandar Mirza,Mohammad Ali Bogra,C
229,Who among the following designed the National Flag of Pakistan?,Altaf Hussain,Ahmad Chagla,Ameer-ud-Din Kidwai,None of these,C
230,The Indus River falls into the __________.,Arabian Sea,Cape Monze,Makran Coast,None of them,A
231,Name the language in which the Holy Quran was translated for the first time in India.,Punjabi,Sindhi,Persian,Balochi,B
233,Farid-ud-Din Ganjshakar was a distinguished ________ of Islam.,reformer,Sufi Saint and Mystic,economist,socialist,B
234,The Majlis-e-Ahrar-ul-Islam was formed in ___________.,In 1929,In 1931,In 1933,In 1935,A
236,Where is Alfalah Building situated?,Rawalpindi,Islamabad,Lahore,Faisalabad,C
237,How many years is a senator elected for in Pakistan?,04 years,06 years,07 years,None of these,B
239,Which radio station already existed at the time of the creation of Pakistan?,Peshawar,Karachi,Quetta,None of these,A
240,In which city is the office of FIFA House situated in Pakistan?,Lahore,Islamabad,Karachi,Peshawar,D
242,Why did Syed Amir Ali resign from the Muslim League in 1913?,Due to health issues,The party had no clear-cut policy,He had a disagreement with Jinnah,He faced pressure from the British,B
243,The term and tenure of Senate membership is _____ years.,4 years,5 years,6 years,None of these,C
244,Indira Gandhi was the daughter of:,Motilal Nehru,Jawaharlal Nehru,Rajiv Gandhi,None of these,B
245,The length of the Baltoro Glacier is ____________.,58 km,63 km,65 km,70 km,B
246,When did the Basic Principles Committee present its report?,in March 1949,in July 1951,in September 1950,in October 1954,C
247,The Government of India Act 1935 divided the country into how many provinces?,9,10,11,12,C
248,The Muhammadan Educational Conference was established by Sir Syed Ahmed Khan in which year?,1863,1866,1886,1898,C
249,Who is the only person to be awarded the Nishan-i-Imtiaz twice?,Dr. Abdus Salam,Dr. Abdul Qadeer Khan,Faiz Ahmed Faiz,Edhi,B
250,Where was Bahadur Shah Zafar buried?,Delhi,Lahore,Rangoon,Bombay,C
251,The National Assembly approved the Constitution of 1973 on __________.,"On March 23, 1973","On April 10, 1973","On July 20, 1973","On August 10, 1973",B
252,The Gandhi-Irwin Pact was signed in which year?,1930,1931,1929,1928,B
253,Which foreign leader addressed the Pakistan assembly a 3rd time?,Xi Jinping,Mahathir Mohamad,Donald Trump,Recep Tayyip Erdoğan,D
254,What was the total area of Khyber Pakhtunkhwa province before the merger of FATA?,"74,521 km²","40,914 km²","347,190 km²","205,344 km²",A
255,Who was appointed the first secretary of the Board of Trustees of Aligarh College?,Syed Mahmud,Sir Syed Ahmad Khan,Hakeem Ajmal Khan,Nawab Viqar-ul-Mulk,B
256,______ has decided to register Himalayan pink salt as Geographical Indications (GI) to prevent its unauthorized use by other countries.,India,Pakistan,China,Iran,B
257,Which is not a Pakistani actor?,Muhammad Ali,Nawazuddin Siddiqui,Waheed Murad,None of these,B
258,Who was the first person to climb Nanga Parbat?,Hermann Buhl,Martin Conway,R. D. Banerji,Ashraf Aman,A
259,Qutbuddin Aibak founded the Delhi Sultanate in:,1206,1208,1210,None of these,A
261,Alexander the Great was the son of which Macedonian king?,Philip II,Nebuchadnezzar II,Ptolemy I,Seleucus I,A
262,"In 1916, the joint session of All India Muslim League and Indian National Congress was held at:",Aligarh,Bombay,Shimla,Lucknow,D
264,Akbar's Din-i Ilahi was opposed by:,Shah Ismail Shaheed,Sheikh Ahmad Sirhindi,Shah Wali Allah,None of these,B
265,The Shandur Pass connects Chitral with:,Gilgit,Swat,Malam Jabba,Kaghan,A
267,Who was the father of Allama Iqbal?,Shaikh Abdul Rahim,Shaikh Ahmed Deen,Shaikh Muhammad Iqbal,Shaikh Noor Muhammad,D
268,Khunjerab Pass connects which two countries?,Pakistan-China,Pakistan-India,India-China,None of these,A
270,Which operation led to the capture and death of Osama Bin Laden:,King Joker,Neptune Spear,Urgent Fury,None of these,B
271,"'Harappa is a city in Punjab, about 24 km south-west of:",Sahiwal,Multan,Narowal,Makran,A
273,Which political party did Bhutto found?,Awami League,National Awami Party,Pakistan People's Party,Muslim League (Qayyum),C
274,Lords of the Khyber is written by ________.,Andre Joseph,Kipling,Yousuf Khan,Andre Singer,D
275,Who wrote 'Ulema in Politics'?,I. H. Qureshi,Hafeez Malik,Dr. Safdar Mahmood,None of the above,A
276,The longest railway platform in Pakistan is at _________.,Lahore Station,Karachi Station,Rohri Station,None of the Above,C
277,Who was appointed the head of the Constitution Committee during the Bhutto era?,Mairaj Khalid,Abdul Hafeez Pirzada,Moeen Qureshi,S. M. Zafar,B
278,Liaquat Ali Khan was born in:,in August 1896,in October 1895,in September 1894,in November 1895,B
279,The Southeast Asian Treaty Organization (SEATO) was established as a collective defense in:,in September 1954,in October 1955,in January 1953,in December 1956,A
280,In how many days was Delhi captured by the British?,Three days,Five days,Seven days,Nine days,D
281,Who was the Viceroy of India at the time of partition?,Sir Stafford,Lord Mountbatten,Sir Red Cliff,Sir Ganga Ram,B
282,Rawal Lake is an artificial reservoir built on the ________ River.,Korang,Kabul,Indus,Ravi,A
283,The range of the Hatf-I missile is _________.,90 km,100 km,65 km,105 km,B
284,"Who played the male leading role in the Pakistani movie ""Armaan""?",Muhammad Ali,Waheed Murad,Santosh Kumaar,None of these,B
286,In which sector is the largest labor force employed in Pakistan?,Industry,Agriculture,Trade,Mines,B
287,In which of the following cities are the headquarters of the Punjab Rangers located?,Karachi,Lahore,Multan,Rawalpindi,B
289,The most urbanized province of Pakistan is ______.,KPK,Punjab,Balochistan,Sindh,D
290,Who administered the oath of M.A. Jinnah as Governor General?,Justice Munir,Justice Abdur Rasheed,Justice Sajjad Ali Shah,Justice Cornelius,B
292,What was the name of the first feature film released in Pakistan?,Dupatta,Chan Way,Teri Yadd,Heer Ranjha,C
293,Shah Jahan was succeeded by:,Humayun,Aurangzeb,Akbar,None of these,B
