Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
49,Everything which goes to increase the importance of subordinates' role is:,decentralization,centralization,either a or b,none of these,D
50,Which of the following is NOT one of the four principles of biomedical ethics?,Deontological,Utilitarian,Virtue ethics,Egalitarian,D
51,The Sarbanes-Oxley Act:,makes it easier to fire whistle-blowers,reduces the law’s protection of employees who disclose securities fraud,makes it illegal for executives to retaliate against employees who report possible violations of federal law,provides penalties for blowing the whistle illegitimately or maliciously,D
52,The law for working journalists and other employees has been passed in the year 1955.,1950,1955,1960,none of these,B
53,Which ethical principle requires individuals to treat individuals fairly and equitably?,Autonomy,Beneficence,Justice,Non-maleficence,C
54,Who authored 'Appearance and Reality'?,Bradley,Kant,Plato,Descartes,A
55,Which of the following is not a driver of responsible competitiveness?,Policy drivers,Development drivers,Business action,Social enablers,B
57,Agency loyalty is an obligation to fulfill his/her contractual duties to the employer.,collegiality,agency loyalty,attitude loyalty,none of the these,B
58,Which of the following best describes ethics?,Beneficence,Justice,Autonomy,Non-maleficence,B
60,Temperance is the special virtue of the:,Kant,Socrates,Plato,Aristotle,C
61,Postulates are:,Self-evident truths,Evident truths,Not self-evident truths,Evident norms,A
63,____________ is the special virtue of the ruling class.,Plato,Aristotle,Kant,Mill,A
64,The Press Council Act was enacted in the year 1978.,1950,1978,1956,none of these,B
66,It is important to be at work attendance every day and on time unless you are sick or have a family emergency.,appearance,attendance,attitude,respect,C
67,Which ethical theory is concerned with the inherent value and dignity of every human being?,Beneficence,Non-maleficence,Autonomy,Justice,C
68,Which ethical theory states that actions should be judged based on their consequences?,Autonomy,Non-maleficence,Justice,Utilitarianism,A
69,____________ tells us how we actually will.,Philosophy,Ethics,Psychology,Logic,C
70,____________ hedonism refers to the pleasure of each individual.,Egoistic,Psychological,Universalistic,none of these,A
71,"According to ____________, conscience is superior to self-love.",Kant/hedonism,Ethics/normative science,Intuitionism/conscience,Evolutionism/adaptation,D
72,"In autocratic style of leadership, a manager centralizes decision-making power in himself.",autocratic,participative,free rein,none of these,A
73,"Ethics deals with the ""____________ of human beings living in societies.""",Conduct,Duties,Rights,Desires,A
74,The first step in the auditing process should be to secure the commitment of:,employees,top executives and directors,stockholders,customers,A
75,"In many jurisdictions, active euthanasia can be considered:",Legal,Murder,Permissible,None of these,B
76,Which of the following is a characteristic of Feminist ethics?,harm,work,competition,copying,B
77,Identifying ethical properties with natural properties is ____________ fallacy.,subjectivistic,objectivistic,naturalistic,none of these,A
79,The view that moral development is directed towards a specific goal is:,universalistic,teleological,legal,all these,B
80,Ethics and ____________ go together.,Fulfill public expectations for business,Prevent harming others,Improve business relations and productivity,All of these,D
82,What is the name of the ethical theory that emphasizes the importance of consequences in determining the morality of an action?,Consequentialism,Non-maleficence,Justice,Capitalism,A
83,"If a human being is not capable of understanding the choice between life and death, euthanasia would be:",Suicide,Killing,Non-voluntary euthanasia,Assisting suicide,C
85,The world’s largest retailer is:,Proctor and Gamble,Wal-Mart,Liver Brothers,Dashang Group,B
86,"With a view to set out a practical regime for the citizens to secure information as a matter of right, the Indian Parliament enacted the Right to Information Act, 2005.","Right to Information Act, 2005","Freedom of Information Act, 2002","The Right to Public Services Act, 2011",none of these,A
88,It is a state of tension between the actual state of the self and the idea of a future state not yet realized:,Desire,Motive,Habit,Will,A
89,____________ theory of punishment is more humanitarian.,Retributive,Reformative,Deterrent,a and b,C
91,Which ethical principle requires that we do not cause harm to others?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,B
92,Now Euthanasia is generally defined as the act of killing an incurably ill person out of concern and compassion for that person’s suffering.,liberalists,opponents,feminists,none of these,B
94,Shareholders have the right to know all except:,Information on the management of the corporation,Trade secrets,The companies financial position,none of these,D
95,One classic example of whistle-blowing is the:,Ford Pinto case,Lincoln case,Toyota case,none of these,D
97,Some jobs cannot be done alone and some can be done much better and faster if you possess the quality of teamwork.,responsibility,respect,teamwork,none of these,A
98,A consequentialist approach to ethics is concerned with:,the values that underpin our decisions,the consequences of our decisions,our duties,None of the above,B
99,It consists of assigned tasks at the place of employment and achieving the objectives.,moral responsibility,causal responsibility,legal responsibility,none of these,A
100,"The powers of the Press Council are provided in Section 14, 15, and 16 of the Act.","Section 14, 15, and 16",Section 13,Section 17,none of these,A
101,____________ is not a pragmatist.,f.h.bradley,john dewey,c.s.peirce,none of these,B
102,Ethics deals with the right actions of individuals.,sincerity,rules,ethics,none of these,D
103,The view that sees profit maximization as the main objective is known as:,Shareholder theory,Principal-agent problem,Stakeholder theory,none of these,B
104,Which of the following best describes the concept of moral relativism?,Deontological ethics,Virtue ethics,Utilitarianism,Social contract theory,B
105,The codes of ethics propagated by professional societies play a variety of roles. They are:,codes of conduct,ethical judgment,standards,ethical principals,C
106,What does Marketing do?,Makes customers aware of you,Solicits the sales and completes the orders,Not Delivers your company’s message,None of these,A
107,Patents is a contract between the individual (inventor) and the society (all others).,multinational corporation,non-profit corporation,partnership corporation,none of the these,A
108,The main objective of motion study is to determine and eliminate unnecessary and wasteful movements.,work study,time study,motion study,none of these,C
109,Fraudulent trading may be:,a criminal offense committed only by directors of a limited company,a civil and a criminal offense committed by an employee,a civil and a criminal offense committed only by directors of a limited company,a civil offense committed by an employee,A
110,The profession also gains control over professional schools by establishing accreditation standards:,monopoly,knowledge and skills,extensive training,autonomy in workplace,C
111,____________ is the power of resisting the fear of pain and the temptation of pleasure.,Pleasure,Happiness,Prosperity,None of these,B
112,Negative motivation is vested with the democratic style of leadership.,negative motivation,centralization of authority,decentralization of authority,none of these,B
113,Discernment means the power to see what is not obvious to the average mind.,perseverance,accuracy,discernment,none of these,D
114,The laws which are means to other ends are of the nature of ____________ imperative.,Moral,Categorical,Hypothetical,Good,C
115,The moral law is a:,Categorical Imperative,Hypothetical Imperative,Disjunctive,All of these,A
116,"According to Kant, an action is good/bad:",with reference to some external standard,according to the pleasure/pain it produces,in itself,extrinsically,A
117,FMEA is defined as a systematic tool to identify possible failure modes in the products/process.,fmea,fault tree analysis,event tree analysis,none of the these,B
118,"The organizations may practice laws of the home country, without adjustments to the host culture is called ethical relativism.",environmental ethics,omputer ethics,business ethics,none of the these,A
119,"In many jurisdictions, ____________ can be considered manslaughter.",Negligent homicide,Reckless driving,Active euthanasia,None of these,C
120,Technology transfer is a process of moving technology to a new setting and implementing it there.,ethical pluralism,ethical egoism,ethical relativism,none of the these,C
121,____________ believe in the law of Karma.,Hinduism,Hinduism,Jainism,All of these,D
122,"Wisdom (prudence), courage (fortitude), temperance, and justice are:",cardinal virtues,proficiency virtues,team-work virtues,none of these,C
123,"According to clause 49 on independent directors, what should be the minimum age of an independent director?",21,22,23,24,A
124,Ethics is a conception of ____________ conduct.,Internal ethics,External ethics,Both (A) and (B),Right and wrong,D
125,External audit of the accounts of a limited company is required:,Because it is demanded by the company’s bankers,By the Companies Act 2006,At the discretion of the shareholders,To detect fraud,B
126,A factor that affects ethical and unethical behavior is:,Ethical dilemma,Diversity,Teamwork,Open communication,A
127,‘Character’ refers to the complete system constituted by the acts of ____________ of,particular kind. Ethics,Sociology,Physics,Biology,
128,What is the branch of ethics concerned with the study of moral principles and values in healthcare?,Deontological,Utilitarian,Virtue ethics,Bioethics,D
129,"According to Kantian ethics, the most important consideration in making ethical decisions is:",Deontological,Utilitarian,Virtue ethics,Egalitarian,A
130,"According to perfectionism, the highest good is:",J. S. Mill,T. H. Green,Herbert Spencer,Bentham,B
131,Authority flows from:,top to bottom,bottom to top,horizontally,none of these,D
132,"In ordinary language, desire and ____________ are synonymous.",self-satisfaction,good,beauty,wish,C
133,"The idea of business ethics caught the attention of academics, media, and business firms by the end of the:",First World War,Second World War,Cold War,none of these,D
134,Which ethical theory argues that the morality of an action is determined by whether it conforms to a set of universal rules or principles?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,A
135,Education is a practical means that corresponds to the ____________ theory of punishment.,Deterrent,Retributive,Reformative,None of these,A
136,What is greenwashing?,Transforming products to be more ethical,Making a product appear more ethical than it really is,Converting the company to green production methods,none of these,B
137,Capitalist Justice stands for:,Benefits should be distributed according to the value of the contribution the individual makes to a society,Benefits should not be distributed according to the value of the contribution the individual makes to a society,Benefits should be distributed according to employer judgement,none of these,
138,Ethical and unethical behaviours are determined by:,the individual,the culture,both the individual and the culture,neither the individual nor the culture,A
139,Quantification in ethics may be done by:,Putting monetary value on prospective actions,Comparing the value of one action with another,Both A and B,none of these,B
140,Social responsiveness refers to the capacity of a firm to adapt to changing:,societal conditions,organizational conditions,societal leaders,none of these,A
141,"If duties and authority are shown in the organizational structure of the enterprise, then it is called:",informal delegation,formal delegation,written delegation,none of these,C
142,Event tree analysis method illustrates the sequence of outcomes which may occur after the occurrence of a selected initial event.,fmea,fault tree analysis,event tree analysis,none of the these,A
143,What is the name of the process in which an employee informs another responsible employee in the company about potentially unethical behavior?,Whistle-blowing,Purging and releasing,Identification,none of these,A
144,Planning premises are certain assumptions about the future on the basis of which the plan will be formulated.,programmes,planning premises,planning issues,none of these,D
145,Which of the following factors shapes the ethical behavior of the members of an organization?,An individual,A body corporate,A firm,All of the above,D
146,Management can be considered as:,exact science,inexact science,pseudo science,b or c,C
147,What is business ethics?,"the study of business situations, activities, and decisions where issues of right and wrong are addressed",defined as decisions organisations make on issues that could be considered right or wrong,ethics that can be applied to an organisation’s practises,ethical processes businesses use in order to achieve a good ethical standard,
148,Who distinguished the two aspects of conscience?,Broad,Butler,Plato,Aristotle,C
149,"Which act provides sweeping new legal protection for employees who report possible securities fraud, making it unlawful for companies to “discharge, demote, suspend, threaten, harass, or in any other manner discriminate against” them?",Sarbanes-Oxley Act of 2002,Foreign Corruption Act,Economic Espionage Act,none of these,A
150,Father of Modern Management theory is Henry Fayol.,henry fayol,f.w.taylor,henry gantt,none of these,D
151,Kant’s maxim which shows that ‘None should enslave himself or others’ is the:,First,Second,Third,Fourth,B
152,Axiology is the science of:,values,beauty,science,none of these,C
153,Which of the following is necessary in obtaining informed consent?,Full information,Startup Yatra Funds,Startup stage,None of these,A
154,The time limit for providing information under the RTI Act concerning the life and liberty of a person is 48 hours.,24 hours,48 hours,72 hours,none of these,B
155,The act of publishing the same data and results in more than one journal or publication refers to:,Duplicate publication,Creative contribution,Professional position,Level of higher education,A
156,The Press and Registration of Books Act was enacted in the year 1867.,1860,1867,1950,none of these,B
157,The etymological meaning of the term Dharma is:,what sustains,union,morality,none of these,B
158,Operational guides to action is known as:,policies,procedures,plan,none of these,C
159,"For Aristotle, what was the formal cause of the moral life?",Eudaimonia,Hedonism,Deontology,Utility,A
160,A company cannot issue redeemable preference shares for a period exceeding:,5 years,10 years,15 years,20 years,D
162,Ethics is:,a part of Science,a part of Philosophy,a part of Psychology,a part of Art,B
163,"Bentham, by introducing ____________ as a dimension of pleasure, introduced altruism into his doctrine.",Intensity,proximity,Extent,Fecundity,C
165,“The greatest happiness of the greatest number” is the dictum of ____________ hedonism.,egoistic,psychological,universalistic,all these,C
166,Business ethics is primarily concerned with the relationship of business goals and techniques to specifically human ends.,business ethics,code of conduct,all of these,none of these,B
167,A business needs to be ethical in order to:,Practical euthanasia,Voluntary euthanasia,Passive euthanasia,All of these,D
168,Which among the following is NOT Kant’s work?,Critique of Pure Reason,Critique of Practical Reason,Ground work of the Metaphysics of Morals,On Liberty,D
169,In which book did Kant establish the dignity of the moral law and make ethical life fundamental in Philosophy?,Critique of Pure Reason,Critique of Practical Reason,Critique of Judgment,Both a and c,B
170,Who named ‘hermic’ and ‘mnemic’ tendencies?,Plato,J.S. Mill,W.S. Gilbert,Aristotle,D
171,The word ethics stands for:,Substances,Properties of chemicals,Study of human conduct,None of these,C
172,Administration is that phase of business enterprise that concerns itself with the overall determination of institutional objectives and the policies necessary to be followed in achieving those objectives.,management,administration,both of these,none of these,A
173,Which ethical theory emphasizes the importance of individual autonomy and self- determination?,Individual rights and duties,Objective rules and principles,Interpersonal relationships and empathy,Consequences of actions,A
174,Publishing wrong information on the Internet is:,an issue of Computer ethics,an issue of Morality,an issue of Computer equity,None of these,A
175,Co-ordination is a process of integrating the interdepartmental activities as a unified action towards the achievement of the common goal of the organization.,controlling,directing,co-ordination,none of these,A
176,External audit of the accounts of a limited company is required:,because it is demanded by the company’s bankers,by the Companies Act 2013,at the discretion of the shareholders,to detect fraud,B
177,Morals are beliefs and attitudes we have that can actually conflict with our ethical decisions.,morals,principles,virtues,none of these,A
178,Which of the following is an example of a moral dilemma in healthcare?,Bioethics,Metaethics,Normative ethics,Virtue ethics,C
179,"According to Hedonism, hedone or ____________ is the ultimate standard of morality.",Pleasure,Will,Good will,reason,A
180,Which of the following is not one of the four main principles of medical ethics?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,D
181,____________ is not a normative discipline.,ethics,logic,metaphysics,aesthetics,C
182,Which of the following sciences gives data for the science of ethics?,Sociology,Psychology,Anthropology,all of these,A
183,Administrative corruption includes 'gifts' to the factory inspector.,Restricted laws of abortion,Restricted laws of child labour,Restricted laws of child labour,none of these,A
185,Anuvratas are the ____________ vows.,neutral,lesser,higher,stronger,C
186,The Book “Functions of Executive” was written by:,p.f. drucker,chester barnard,herbert simon,none of these,B
188,Human values are:,right conduct,peace,truth,all the these,A
189,The project is usually executed in standard experiment method.,partial ignorance,standard experiment,engineering experiment,none of these,B
191,"In any case, the capacity for physical motion – or the lack of it – has nothing to do with the seriousness of one’s claim for continued life. Who holds this position?",Peter Singer,Netherlands,Michigan,America,A
192,Which of the following is not true?,It makes morality depend on a person's desires.,It fails to give us any guidance whatsoever.,It makes morality depend solely on the consequences of one's acions.,"It allows lying, which is never permissible.",D
194,"Confidentiality means keeping the information on the employer and clients, as secrets.",privileged information,proprietary information,confidential information,none of the these,C
195,"Identify the term that refers to a post-study interview in which all aspects of the study are revealed, reasons for deception are given, and the participants’ questions are answered.",Debriefing,Keeping participants from harm,Maintaining consent forms,Full anonymity,A
197,The author of the famous book “General and Industrial Management” is Henry Fayol.,henry fayol,f.w. taylor,henry gantt,none of these,C
198,Social is the need for love and affection.,safety,esteem,social,physiological,A
200,Controlling is the process of comparing actual performance with the standard and taking corrective action.,controlling,management,planning,none of these,D
201,Which of the following is a principle of medical ethics?,Beneficence,Non-maleficence,Autonomy,All of these,D
203,"Monitoring continually the progress and gaining new knowledge are needed before, during, and after execution of the project.",experiment,monitoring,engineering,none of these,A
204,One who believes in making decisions for the good of many people is known as:,utilitarianism,teleology,deontology,None of these,A
205,Whose concept is “My Station and its Duties”?,F. H. Bradley,Immanual Kant,J.S. Mill,Bentham,A
206,A high-commitment approach to environmental issues may include all of the following except:,risk analysis,stakeholder analysis,green-washing,strategic sustainability auditing,C
207,"According to ____________ hedonism, all pleasures are alike in kind; they differ only in intensity or degree; there is no qualitative difference among them.",Altruistic,Egoistic,Gross Egoistic,Refined Egoistic,C
208,Environmental ethics is the study of moral issues concerning the environment.,obscenity,sedition,defamation,none of the these,A
209,"Opponents of abortion really want to uphold the right to life of the human being from ____________, irrespective of whether it is conscious or not.",Denmark,America,Conception,Poland,C
210,What do you mean by the Greek term hedone?,Pleasure,Difference,Ethics,Perfection,A
211,It is aimed to obtain facts needed for understanding and resolving value issues.,normative inquiry,conceptual inquiry,descriptive inquiry,none of these,A
212,Ethos means:,conduct,customs,character,good,C
213,Most companies begin the process of establishing organizational ethics programs by developing:,ethics training programs,codes of conduct,ethics enforcement mechanisms,hidden agendas,B
214,Which ethical principle states that one should treat others as they would like to be treated?,Beneficence,Non-maleficence,Autonomy,Justice,D
215,What is the classical view of management's social responsibility?,to create specific environment in work place,to maximise profits,to protect and improve society’s welfare,none of these,A
216,"The Indian Evidence Act, 1872 is largely based on the English Law of Evidence.",customary law,english law of evidence,legislature,none of the these,A
217,"Section 13 (2) (b) of the Press Council Act, 1978, enjoins the Council to build up a Code of Ethics.",Code of Conduct,Code of Ethics,Code of Practice,none of these,A
218,What is the main principle of Deontological ethics?,Objective rules and principles,Individual rights and duties,Consequences of actions,"Intersection of gender, power, and oppression",A
219,Perfection or self-realization is the ____________ of moral evolution.,beginning,content,law,ideal,C
220,A fortress culture can be seen in the military.,fortress,club,baseball,academy,A
221,____________ is a representative of emotivism.,kant,j s mill,a j ayer,descartes,B
223,"To live peacefully, one should start installing peace within.",live peacefully,respect for others,be honest,none of these,A
224,Which ethical principle states that individuals have the right to make their own decisions?,Maximizing happiness,Following established rules,Virtue and character,Autonomy,D
226,A principle is defined as a principle that promotes well-being or prevents harm.,ethics,principles,virtues,none of these,C
227,____________ is the author of Methods of Ethics.,Deterrent theory,Retributive theory,Reformative theory,Deontological theory,C
229,"A code of ethics specifies methods for reporting violations, disciplinary action for violations and the structure of the due process to be followed.",code of ethics,business ethics,all of these,none of these,A
230,Unity of command means an individual should receive orders and instructions from only one superior.,unity of command,span of control,scalar chain,none of these,B
232,"A Controller of Examinations can not be held legally responsible, although he is morally responsible.",moral,self,private,none of these,A
233,Values related to RIGHT CONDUCT is:,social skills,attention,accuracy,none of these,B
235,Span of control refers to the maximum number of subordinates a superior can effectively manage.,scalar chain,unity of direction,accountability,span of control,C
236,Which among the following is NOT a Hypothetical Imperative?,Laws of Hygiene,Economic Laws,Moral Laws,Legal Laws,C
238,Values represent an individual’s highest priorities and deeply held driving forces.,values,principles,culture,none of these,D
239,Which among the following mental processes does psychology deal with?,Knowing,Feeling,Willing,All of these,D
241,Occupational crime is called as white-collared crime.,human rights,employee rights,employer rights,none of the these,A
242,Which among the following are advantages of managing business ethics in the workplace?,cultivate strong team work and productivity,avoid criminal acts,lower fines,all of these,A
243,Which among the following actions are objects of moral judgment?,Voluntary and habitual actions of rational persons,The actions of animals and phenomena of nature,"Actions of children, insane persons and idiots",Actions done under coercion,A
244,"In FMEA method, various parts of components of the systems and their modes are studied.",scenario,exposure,testing,none of the these,A
245,John Stuart Mill’s On Liberty gives support to the ____________ feminist argument related with abortion.,Suicide,Killing,involuntary euthanasia,Assisting suicide,A
246,“Virtue is a permanent state of mind.” Who holds this view?,Nicomachean Ethics,Deontological Ethics,Hedonism,Utilitarianism,D
247,____________ teaches us how we ought to will.,Ethics,Psychology,Logic,both a and b,A
248,"Authority is the character of communication, in a formal organization by virtue of which it is accepted by a member of the organization as governing the action he contributes.",responsibility,authority,accountability,none of these,C
249,The Indian model of management is:,value-driven holistic,rational holistic,hybrid,none of these,D
250,Which ethical principle requires that we treat others as we would like to be treated ourselves?,Beneficence,Non-maleficence,Autonomy,Justice,D
251,What is meant by 'not the law’s business'?,Abortion,Euthanasia,IVF,Embryo banking,A
252,Ethics in compliance means:,it is about obeying and adhering to rules and authority,it deals with the moral principles behind the operation and regulation of marketing,it deals with the duties of a company to ensure that products and production processes do not cause harm,none of these,A
253,Whistle Blowers Protection Act: 2014.,2005,2014,2015,none of these,A
254,Institutional authority is the authority exercised within the organization.,agency authority,institutional authority,expert authority,none of the these,C
255,Which ethical principle requires that healthcare providers respect the privacy and confidentiality of their patients?,The principle of beneficence,The principle of non-maleficence,Confidentiality,The principle of veracity,C
256,Which of the following is a characteristic of Care ethics?,Actions are moral if they promote the greatest good for the greatest number,Actions are moral if they follow universal ethical principles,"Actions are moral if they reflect virtues such as honesty, courage, and compassion",Actions are moral if they are based on one's duties and obligations,C
257,A company may become insolvent if it:,makes a loss,has negative working capital,cannot meet its budgeted level of profit,cannot pay creditors in full after the realisation of its assets,B
258,The term 'asymmetry of information' means information in a corporation is:,Transferable to all stakeholders,Not transferable to all stakeholders,Not equally transparent to all stakeholders,none of these,A
259,Which country has a more collectivist culture?,USA,Japan,Pakistan,China,B
260,The capacity to understand and act on moral reasons is:,accountability,accountability,obligation,conscientiousness,A
261,The person disclosing the information may be a current or former employee or a person having a close link to the organization is called as the agent.,trademark,copyright,patents,none of the these,A
262,"The Global Compact is a document that outlines principles for doing business globally in the areas of human rights, labour, the environment, and anticorruption.",A code of ethics,The Global Compact,The Foreign Corrupt Practices Act,none of these,B
263,Which ethical principle requires that health care providers prioritize the well-being of their patients?,Beneficence,Non-maleficence,Autonomy,Justice,A
264,Which of the following ethical theories suggests that ethical decisions should be based on the consequences or outcomes of the action?,Deciding whether to prescribe a medication,Determining the best course of treatment for a patient,Choosing whether to respect a patient's autonomy or prioritize their safety,Utilitarianism,D
265,Ethics aims at finding out the truth about something that is both interesting and important ____________.,Intellect,Reason,Knowledge,Truth,D
266,Achievement Theory is concerned with:,affiliation,power,achievement,all of these,B
267,"""Actions are right/wrong according to their intrinsic nature."" This is the position of:",Bentham,J. S. Mill,Butler,Spencer,C
268,A whistle-blower:,doesn’t have to be a past or present member of the organization,"doesn’t have to report activity that is illegal, immoral, or harmful",is any employer who spreads gossip,none of these,B
270,Positive science deals with:,Facts,Values,Good,what ought to be,A
271,The word ‘Ethics’ is derived from the Greek word ethikos.,ethios,ethikos,ethoes,none of these,C
273,Standards are needed to provide a minimum level of compliance.,globalization,standardization,both a & b,good laws,C
274,The progress of human consciousness is the fact of:,Yes,No,Not yet,Of course,C
276,Selection is considered a negative function of management.,selection,training,recruitment,none of these,C
277,"Rensis Likert treats the organization as a complex system based on the principles of supporting relationships in which decision-making, leadership, motivation, communication, and control move together.",a.h.maslow,douglas mc. gregor,herzberg,rensis likert,A
279,Ethics is a normative science.,pure science,normative science,inexact science,none of these,B
280,The social economy partnership philosophy emphasizes:,cooperation and assistance,profit maximization,competition,restricting resources and support,A
282,Which of the following is the best way to sum up the focus of Rawls' principles of justice?,Equal basic rights and fair opportunities,Shareholders,Members,None of these,A
283,Authority and responsibility are complementary to each other.,supplementary,complementary,contradictory,none of these,B
284,"According to the management science approach, management is a logical process and it can be expressed in terms of mathematical symbols and relationships.",management science,empirical,contingency,operational,A
285,Vertical co-ordination refers to co-ordination between activities of a manager and his subordinates.,vertical co-ordination,horizontal co-ordination,diagonal co-ordination,none of these,A
286,Which ethical theory emphasizes considering the consequences of our actions in determining moral value?,Virtue ethics,Utilitarianism,Deontology,Consequentialism,D
287,Who made the distinction between intellectual virtue and moral virtue?,Kant,Mill,Aristotle,Socrates,B
288,Positive science is concerned with:,facts,norms,standards,rules,A
289,The aim of punishment as per the Retributive theory is:,To prevent others from committing similar offences,To educate the offender himself,To allow man’s deeds to return on his own head,All of these,D
290,Achievement Theory was developed by McClelland.,mc gregor,abraham maslow,herzberg,mc clelland,D
291,"____________ of abortion really want to uphold the right to life of the human being from conception, irrespective of whether it is conscious or not.",Deliberately,Passively,Opponents,None of these,C
292,The traits or qualities that are considered as valuable are known as:,culture,values,ethics,none of these,B
293,A craving of an agent for the attainment of an object to relieve some want is:,Will,Desire,Motive,Intension,B
294,An example for Positive science is:,Ethics,Logic,Aesthetics,None of these,D
295,The ethical theory of Aristotle is popularly known as:,Rational,Emotional,Obedience,Hereditary,B
