Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
The absolute zero on the Celsius scale is,-273.15°C,0°C,-100°C,100°C,A,"Absolute zero is 0 K, which is -273.15°C; option A is correct.",Temperature Scales,Easy,Chemistry,Gases
A real gas behaves like an ideal gas at,low temperature and high pressure,high temperature and low pressure,high temperature and high pressure,low temperature and low pressure,B,"High temperature and low pressure minimize intermolecular forces, making real gases behave ideally.",Ideal vs Real Gases,Medium,Chemistry,Gases
The ratio of the rates of diffusion of two gases is 2:1. The ratio of their molecular masses is,1:4,4:1,1:2,2:1,A,"According to Graham's law, rate ∝ 1/√M; so M1/M2 = (rate2/rate1)² = (1/2)² = 1/4.",Graham's Law,Hard,Chemistry,Gases
The temperature at which the vapor pressure of a liquid equals the external pressure is its,boiling point,melting point,critical temperature,triple point,A,Boiling point is defined as the temperature where vapor pressure equals external pressure; option A is correct.,Boiling Point,Easy,Chemistry,Gases
The van der Waals equation corrects the ideal gas law for,the volume occupied by gas molecules and intermolecular forces,the pressure and temperature of the gas,the number of moles of gas,the gas constant,A,Van der Waals equation corrects for molecular volume (b) and intermolecular forces (a); option A is correct.,Van der Waals Equation,Hard,Chemistry,Gases
The average kinetic energy of gas molecules is directly proportional to the,pressure of the gas,volume of the gas,temperature of the gas,number of moles of gas,C,"Kinetic energy is directly proportional to temperature; from kinetic molecular theory, KE ∝ T.",Kinetic Molecular Theory,Medium,Chemistry,Gases
A sample of oxygen gas occupies 2.5 L at 1.2 atm. What is its volume at 0.8 atm?,3.75 L,1.67 L,2.25 L,4.0 L,A,"Boyle's Law applied: P1V1 = P2V2, so V2 = 3.75 L. Option B fails due to incorrect calculation.",Boyle's Law,Medium,Chemistry,Gases
"At STP, 1 mole of an ideal gas occupies how many liters?",11.2,22.4,24.0,20.0,B,Molar volume at STP is 22.4 L. Option C is incorrect as it's not STP volume.,Molar Volume,Easy,Chemistry,Gases
A mixture of gases contains 2 moles of N2 and 3 moles of O2. What is the partial pressure of N2 if total pressure is 5 atm?,1 atm,2 atm,3 atm,4 atm,B,"Partial pressure = mole fraction * total pressure. N2 mole fraction is 2/5, so P(N2) = 2 atm. Option A fails due to wrong mole fraction.",Dalton's Law,Medium,Chemistry,Gases
"A gas cylinder contains 10 kg of nitrogen at 20°C. If the cylinder's volume is 50 L, what is the pressure?",140 atm,170 atm,200 atm,280 atm,B,"Ideal Gas Law PV = nRT applied: n = 10 kg / 28 g/mol = 357.14 mol, P = 170 atm. Option A is incorrect due to miscalculation.",Ideal Gas Law,Hard,Chemistry,Gases
At what temperature (in Kelvin) will the average kinetic energy of gas molecules be double that at 300 K?,300 K,600 K,900 K,1200 K,B,"Average kinetic energy ∝ T. So, if energy doubles, T must double to 600 K. Option A is incorrect as it doesn't change.",Kinetic Molecular Theory,Medium,Chemistry,Gases
A sample of gas has a volume of 1.5 L at 25°C. What will be its volume at 50°C if pressure remains constant?,1.63 L,1.5 L,1.35 L,1.2 L,A,"Charles' Law: V1/T1 = V2/T2. So, V2 = 1.63 L. Option B fails as it ignores temperature change.",Charles' Law,Medium,Chemistry,Gases
The density of an ideal gas at 1 atm and 273 K is 1.25 g/L. What is its molar mass?,28 g/mol,32 g/mol,40 g/mol,44 g/mol,A,M = dRT/P = 28 g/mol. Option B is incorrect molar mass for a different gas.,Ideal Gas Law,Hard,Chemistry,Gases
What is the root mean square speed of N2 molecules at 300 K?,400 m/s,516 m/s,600 m/s,800 m/s,B,urms = √(3RT/M) = 516 m/s for N2. Option A is too low due to incorrect calculation.,Kinetic Molecular Theory,Hard,Chemistry,Gases
"A gas is collected over water at 25°C and 1 atm. If the vapor pressure of water is 23.8 mmHg, what is the partial pressure of the gas?",736.2 mmHg,760 mmHg,783.8 mmHg,800 mmHg,A,"Ptotal = Pgas + Pwater. So, Pgas = 760 - 23.8 = 736.2 mmHg. Option B is total pressure, not gas pressure.",Dalton's Law,Medium,Chemistry,Gases
The volume of 0.5 mole of an ideal gas at STP is,11.2 L,22.4 L,5.6 L,16.8 L,A,"1 mole occupies 22.4 L at STP, so 0.5 mole occupies 11.2 L. Option C is incorrect due to miscalculation.",Molar Volume,Easy,Chemistry,Gases
A 5 L container holds a mixture of 1 mole of He and 2 moles of Ar at 27°C. What is the total pressure?,10 atm,12.3 atm,14.7 atm,20 atm,C,"Total moles = 3, PV = nRT gives P = 14.7 atm. Option B is incorrect due to wrong calculation.",Ideal Gas Law,Medium,Chemistry,Gases
"The ratio of rates of diffusion of two gases is 2:1. If the molar mass of the slower gas is 64 g/mol, what is the molar mass of the faster gas?",16 g/mol,32 g/mol,8 g/mol,4 g/mol,A,"Graham's Law: Rate ratio = √(M2/M1). So, M1 = 16 g/mol. Option B is incorrect molar mass.",Graham's Law,Medium,Chemistry,Gases
At what pressure will 1 mole of an ideal gas occupy 1 L at 273 K?,11.2 atm,22.4 atm,24.0 atm,20.0 atm,B,"Ideal Gas Law: PV = nRT, so P = 22.4 atm. Option C is not the correct pressure.",Ideal Gas Law,Easy,Chemistry,Gases
"A gas expands isothermally from 2 L to 4 L. If the initial pressure is 2 atm, what is the final pressure?",1 atm,2 atm,0.5 atm,4 atm,A,"Boyle's Law: P1V1 = P2V2, so P2 = 1 atm. Option B is initial pressure, not final.",Boyle's Law,Easy,Chemistry,Gases
The temperature at which the rms speed of H2 is the same as that of O2 at 300 K is,18.75 K,37.5 K,75 K,150 K,A,urms = √(3RT/M). Setting urms(H2) = urms(O2) gives T(H2) = 18.75 K. Option B is incorrect temperature.,Kinetic Molecular Theory,Hard,Chemistry,Gases
A mixture of 1 mole of CO and 2 moles of CO2 has a total pressure of 3 atm. What is the partial pressure of CO?,1 atm,2 atm,1.5 atm,0.5 atm,A,"Mole fraction of CO = 1/3, so P(CO) = 1 atm. Option C is incorrect partial pressure.",Dalton's Law,Medium,Chemistry,Gases
The density of a gas at 1 atm and 27°C is 1.5 g/L. What is its molar mass?,36.9 g/mol,44.1 g/mol,30.5 g/mol,37.4 g/mol,D,M = dRT/P = 37.4 g/mol. Option A is close but incorrect due to rounding.,Ideal Gas Law,Hard,Chemistry,Gases
A sample of gas occupies 3 L at 1 atm and 300 K. What will be its volume at 2 atm and 400 K?,2 L,3 L,2.25 L,4 L,A,Combined Gas Law: P1V1/T1 = P2V2/T2 gives V2 = 2 L. Option C is incorrect due to miscalculation.,Combined Gas Law,Medium,Chemistry,Gases
The partial pressure of oxygen in air at 1 atm is 0.21 atm. What is its mole fraction?,0.21,0.5,0.79,1.0,A,Mole fraction = partial pressure / total pressure = 0.21. Option B is incorrect mole fraction.,Dalton's Law,Easy,Chemistry,Gases
A gas is stored in a cylinder at room temperature. Which gas cannot be liquefied by applying pressure under normal conditions?,CO2,NH3,O2,SO2,C,O2 has a critical temperature below room temperature. CO2 and NH3 can be liquefied under normal pressure.,Critical Temperature and Liquefaction,Medium,Chemistry,Gases
Which gas shows the greatest deviation from ideal gas behavior at high pressure due to strong intermolecular attractions?,H2,N2,CH4,NH3,D,"NH3 has hydrogen bonding, causing significant deviation. H2 and CH4 have weaker intermolecular forces.",Real Gas Behavior,Medium,Chemistry,Gases
Which gas has the lowest critical temperature and cannot be liquefied at room temperature under any pressure?,CO2,H2,O2,N2,B,H2’s critical temperature is -239.9°C. CO2 and O2 can be liquefied at room temperature with sufficient pressure.,Critical Temperature and Liquefaction,Medium,Chemistry,Gases
Which gas exhibits anomalous behavior by decreasing solubility in water when temperature decreases?,CO2,O2,N2,CH4,A,CO2 solubility decreases with cooling due to reverse Henry’s law behavior. O2 follows normal solubility trends.,Gas Solubility Exceptions,Hard,Chemistry,Gases
Which gas has the highest viscosity at 25°C despite having low molecular mass?,O2,N2,CO2,H2,C,CO2’s larger size increases collision frequency. N2 and O2 have simpler molecular structures.,Gas Viscosity Anomalies,Medium,Chemistry,Gases
Which gas’s liquid form has the lowest surface tension compared to other common liquid gases?,NH3,CH4,CO2,H2O,B,"CH4’s weak van der Waals forces reduce surface tension. NH3 has hydrogen bonding, increasing surface tension.",Surface Tension in Liquefied Gases,Hard,Chemistry,Gases
Which gas shows negative deviation from Graham’s law during effusion due to its molecular shape?,O2,H2O,CO2,CH4,D,CH4’s spherical shape increases collision frequency. O2 and H2O are linear or polar.,Effusion Rate Anomalies,Hard,Chemistry,Gases
Which gas has the highest thermal conductivity at room temperature despite not being the lightest?,H2,He,O2,CO2,A,H2’s lightness allows faster energy transfer. CO2’s mass reduces thermal conductivity.,Thermal Conductivity Exceptions,Medium,Chemistry,Gases
Which gas forms a solid (dry ice) directly under pressure at room temperature without passing through a liquid phase?,NH3,CO2,SO2,CH4,B,CO2’s sublimation at 1 atm is due to its phase diagram. NH3 liquefies before solidifying.,Phase Behavior Anomalies,Easy,Chemistry,Gases
"Which gas exhibits positive Joule-Thomson coefficient at room temperature, causing cooling upon expansion?",H2,He,CO2,N2,C,CO2 cools during expansion. H2 and He warm due to their molecular properties.,Joule-Thomson Effect,Hard,Chemistry,Gases
Which gas has the lowest compressibility factor (Z) at high pressure due to negligible intermolecular attractions?,H2,O2,CH4,NH3,A,H2’s weak attractions lead to Z < 1. NH3’s attractions cause Z > 1 at high pressure.,Compressibility Factor Deviations,Hard,Chemistry,Gases
Which gas deviates most from the inverse pressure-volume relationship at low pressures?,N2,CO2,H2,He,B,CO2’s strong intermolecular forces cause deviation. H2 and He behave closer to ideal.,Boyle’s Law Deviations,Medium,Chemistry,Gases
Which gas shows the smallest change in volume when cooled from 100°C to 0°C under constant pressure?,He,O2,CO2,NH3,C,CO2’s intermolecular attractions reduce volume contraction. He follows Charles’s law closely.,Charles’s Law Anomalies,Hard,Chemistry,Gases
Which gas has the highest solubility in water at 25°C despite not reacting with it?,O2,N2,CO2,CH4,C,CO2 dissolves via physical absorption. O2 and N2 have lower solubility.,Gas Solubility in Water,Medium,Chemistry,Gases
Which gas exhibits the greatest increase in viscosity with temperature?,H2,N2,CO2,O2,C,CO2’s larger size increases collision frequency. H2’s viscosity increases less rapidly.,Viscosity-Temperature Relationship,Hard,Chemistry,Gases
Which gas has the highest molar volume at STP when measured experimentally under real conditions?,H2,CO2,O2,N2,A,H2’s weak intermolecular forces expand its volume. CO2 and O2 compress more.,Molar Volume Deviations,Medium,Chemistry,Gases
Which gas shows anomalous expansion by decreasing in volume when heated at constant pressure below -234°C?,He,O2,CO2,H2,D,H2’s expansion at low temperatures is anomalous. He and O2 follow normal expansion.,Gas Expansion Anomalies,Hard,Chemistry,Gases
"A person inhales helium, and their voice becomes higher pitched. What occurs in the lungs to cause this change?",Increased partial pressure of oxygen,Decreased viscosity of air,Increased solubility of helium in blood,Swelling of vocal cords,C,"Increased solubility of helium in blood causes diffusion into vocal cords, reducing their mass and tension, resulting in a higher pitched voice.",Gas Properties,Easy,Chemistry,Gases
"A scuba diver surfaces rapidly. What process occurs in their air-filled spaces, leading to a decrease in gas pressure?",Expansion due to increased temperature,Compression due to increased temperature,Expansion due to increased pressure,Compression due to decreased pressure,D,"Rapid ascent results in decreased ambient pressure, causing expansion of gases in air-filled spaces, not expansion due to temperature changes.",Gas Behavior in Biological Systems,Medium,Chemistry,Gases
"A group of people breathe in a mixture of gases, including CO2, which is absorbed into the bloodstream. What occurs to the pH of the arterial blood?",Increases due to acidic CO2,Decreases due to acidic CO2,Remains unchanged due to buffer system,Increases due to basic CO2,B,"CO2 reacts with water to form carbonic acid, increasing the hydrogen ion concentration and decreasing pH.",Gas Behavior in Biological Systems,Easy,Chemistry,Gases
"A gas is added to a closed container, causing the pressure to increase. What is the effect on the temperature of the gas?",Increases due to increased pressure,Decreases due to increased pressure,Remains unchanged due to constant volume,Increases due to increased volume,A,"According to Gay-Lussac's law, an increase in pressure at constant volume results in an increase in temperature.",Gas Laws,Medium,Chemistry,Gases
A person experiences respiratory distress in a crowded area. What is the primary effect of the high concentration of CO2 in inspired air?,Respiratory acidosis due to increased CO2,Respiratory alkalosis due to increased CO2,No significant effect on respiratory function,Increased respiratory rate due to decreased CO2,A,High CO2 concentrations in inspired air can cause respiratory acidosis due to the increased partial pressure of CO2.,Gas Behavior in Biological Systems,Hard,Chemistry,Gases
"A gas is collected over water, and its partial pressure is measured. What is the effect of the water vapor on the measured partial pressure?",Increases due to condensation,Decreases due to condensation,Remains unchanged due to equilibrium,Increases due to increased temperature,A,"Water vapor in the gas mixture increases the total pressure, but the measured partial pressure of the gas is lowered due to the condensation of water vapor.",Gas Properties,Medium,Chemistry,Gases
"A person inhales a mixture of gases, including a small percentage of oxygen. What occurs to the oxygen availability in the blood?",Increases due to increased partial pressure,Decreases due to increased partial pressure,Remains unchanged due to buffer system,Increases due to decreased partial pressure,A,Oxygen availability in the blood increases due to the increased partial pressure of oxygen in the inhaled mixture.,Gas Behavior in Biological Systems,Easy,Chemistry,Gases
"A gas is added to a mixture of other gases, causing the volume to increase. What is the effect on the total pressure of the gas mixture?",Increases due to increased volume,Decreases due to increased volume,Remains unchanged due to constant pressure,Increases due to increased temperature,A,"According to Boyle's law, an increase in volume at constant temperature and pressure results in a decrease in pressure; however, the total pressure of the gas mixture increases.",Gas Laws,Medium,Chemistry,Gases
A person experiences respiratory distress in a high-altitude region. What is the primary effect of the low oxygen levels on the blood?,Increased oxygen availability due to increased partial pressure,Decreased oxygen availability due to increased partial pressure,Increased oxygen availability due to decreased partial pressure,Decreased oxygen availability due to decreased partial pressure,D,"Low oxygen levels at high altitudes decrease the partial pressure of oxygen in the air, leading to decreased oxygen availability in the blood.",Gas Behavior in Biological Systems,Hard,Chemistry,Gases
"A gas is collected over a non-volatile liquid, and its partial pressure is measured. What is the effect of the liquid on the measured partial pressure?",Increases due to condensation,Decreases due to condensation,Remains unchanged due to equilibrium,Increases due to increased temperature,C,The liquid does not affect the measured partial pressure of the gas since it is non-volatile.,Gas Properties,Medium,Chemistry,Gases
"A person inhales a mixture of gases, including a small percentage of carbon dioxide. What occurs to the pH of the blood?",Increases due to acidic CO2,Decreases due to acidic CO2,Remains unchanged due to buffer system,Increases due to basic CO2,B,"CO2 reacts with water to form carbonic acid, increasing the hydrogen ion concentration and decreasing pH.",Gas Behavior in Biological Systems,Easy,Chemistry,Gases
"A gas is added to a closed container, causing the temperature to increase. What is the effect on the pressure of the gas?",Increases due to increased temperature,Decreases due to increased temperature,Remains unchanged due to constant volume,Increases due to increased volume,A,"According to Gay-Lussac's law, an increase in temperature at constant volume results in an increase in pressure.",Gas Laws,Medium,Chemistry,Gases
"A gas is collected over water, and its molecular weight is measured. What is the effect of the water vapor on the molecular weight of the gas?",Increases due to increased molecular weight of water,Decreases due to increased molecular weight of water,Remains unchanged due to equilibrium,Increases due to decreased molecular weight of water,C,The molecular weight of the gas remains unchanged due to the presence of water vapor.,Gas Properties,Medium,Chemistry,Gases
"A person inhales a mixture of gases, including a small percentage of nitrogen. What occurs to the blood's oxygen-carrying capacity?",Increases due to increased partial pressure,Decreases due to increased partial pressure,Remains unchanged due to buffer system,Increases due to decreased partial pressure,A,Nitrogen does not affect the oxygen-carrying capacity of the blood.,Gas Behavior in Biological Systems,Easy,Chemistry,Gases
"A gas is added to a mixture of other gases, causing the mixture to reach equilibrium. What is the effect on the partial pressure of the gas?",Increases due to increased partial pressure,Decreases due to increased partial pressure,Remains unchanged due to equilibrium,Increases due to increased temperature,C,The partial pressure of the gas remains unchanged when the mixture reaches equilibrium.,Gas Laws,Medium,Chemistry,Gases
A patient with chronic respiratory disease is prescribed oxygen therapy. Which process helps in the transport of oxygen to the body's tissues?,Convection,Diffusion,Osmosis,Active transport,B,"Diffusion is responsible for the transport of oxygen to the body's tissues, as it moves from an area of high concentration to an area of low concentration.",Transport of gases,Easy,Chemistry,Gases
A person is exposed to high altitude. Which process is primarily responsible for the accumulation of fluid in the body?,Osmosis,Diffusion,Crystallization,Evaporation,A,"Osmosis is responsible for the accumulation of fluid in the body at high altitude, as water moves from the bloodstream to the cells due to increased water concentration.",Osmotic pressure,Medium,Chemistry,Gases
A mixture of two gases A and B is in a container at equilibrium. Which process is occurring in the container?,Diffusion,Osmosis,Effusion,Crystallization,A,"Diffusion is occurring in the container, as gas molecules are evenly distributed throughout the container due to random motion.",Diffusion and effusion,Medium,Chemistry,Gases
A mixture of a solid and a gas is placed in a container. Which process is responsible for the dissolution of the solid?,Osmosis,Diffusion,Evaporation,Sublimation,B,"Diffusion is responsible for the dissolution of the solid, as gas molecules interact with solid particles and facilitate their separation.",Solubility of gases,Medium,Chemistry,Gases
A container is filled with a mixture of two gases A and B. Which process is occurring in the container if the partial pressure of A is greater than B?,Diffusion,Effusion,Osmosis,Crystallization,B,"Effusion is occurring in the container, as the gas with higher partial pressure escapes more rapidly due to increased velocity.",Diffusion and effusion,Hard,Chemistry,Gases
A person is experiencing respiratory distress after exposure to a toxic gas. Which process is responsible for the gas's entry into the bloodstream?,Diffusion,Osmosis,Active transport,Passive transport,A,"Diffusion is responsible for the gas's entry into the bloodstream, as it moves from an area of high concentration to an area of low concentration.",Transport of gases,Hard,Chemistry,Gases
A person is experiencing altitude sickness. Which process is primarily responsible for the decreased oxygen levels in the bloodstream?,Oxygenation,Deoxygenation,Diffusion,Active transport,B,"Deoxygenation is primarily responsible for the decreased oxygen levels in the bloodstream, as the hemoglobin is unable to bind with oxygen at high altitude.",Transport of gases,Hard,Chemistry,Gases
"During a high-altitude trek, climbers use oxygen tanks to supplement their oxygen intake. What process is occurring in their lungs?",Hemoglobin binding to CO2,CO2 diffusing through the alveoli,O2 diffusing through the alveoli,Hemoglobin binding to O2,C,Oxygen diffuses through the alveoli into the bloodstream.,Gas Exchange,Easy,Chemistry,Gases
A 16-year-old athlete feels muscle fatigue during a sprint. Which process is responsible for the rapid ATP production in this situation?,Electron transport chain in mitochondria,Glycolysis in the cytosol,FAT breakdown in the cytosol,Citric acid cycle in the mitochondria,B,"Glycolysis rapidly produces ATP and NADH, but electron transport chain is slower.",Cellular Respiration,Easy,Chemistry,Gases
A patient with a suspected case of respiratory acidosis requires administration of sodium bicarbonate. What is the desired effect of sodium bicarbonate?,Decreased pH in arterial blood,Increased HCO3- concentration,Increased CO2 exhalation,Increased H+ excretion,B,"Sodium bicarbonate increases HCO3- concentration, thereby buffering H+ and increasing pH.",Acid-Base Balance,Medium,Chemistry,Gases
A diver surfaces too quickly and experiences 'the bends'. What process is occurring in his blood vessels?,Arterial dilation,Venous contraction,Arterial contraction,Nitrogen bubble formation,D,"Nitrogen bubble formation occurs due to rapid pressure change, causing decompression sickness.",Gas Laws,Hard,Chemistry,Gases
A patient on oxygen therapy is prescribed 2 L/min of O2 via nasal cannula. What is the desired effect of this treatment?,Increased CO2 exhalation,Increased O2 saturation,Increased HCO3- concentration,Increased respiration rate,B,"Oxygen therapy increases O2 saturation in arterial blood, improving tissue oxygenation.",Respiratory Therapy,Medium,Chemistry,Gases
"During a spacewalk, an astronaut's O2 concentration decreases. What process is responsible for the decrease?",CO2 diffusion through the space suit,O2 diffusion through the space suit,O2 consumption by the astronaut's body,CO2 production by the astronaut's body,C,"The astronaut's body consumes O2, increasing the need for O2 replenishment.",Space Physiology,Hard,Chemistry,Gases
A patient with a suspected case of chronic obstructive pulmonary disease (COPD) requires spirometry to assess lung function. What is the desired effect of spirometry?,Increased FEV1/FVC ratio,Decreased FEV1/FVC ratio,Increased FRC,Decreased TLC,B,"Spirometry assesses lung function by measuring FEV1/FVC ratio, which is decreased in COPD.",Pulmonary Function Tests,Medium,Chemistry,Gases
A deep-sea diver experiences a sudden pressure increase. What process is occurring in his body?,Nitrogen gas bubble formation,Oxygen gas bubble formation,CO2 production,HCO3- formation,A,"Nitrogen gas bubble formation occurs due to increased pressure, causing decompression sickness.",Gas Laws,Hard,Chemistry,Gases
A high-altitude trekker experiences a sudden onset of fatigue. What process is occurring in his body?,Increased CO2 production,Increased O2 consumption,Decreased CO2 exhalation,Nitrogen gas bubble formation,B,Increased O2 consumption occurs due to increased physical activity at high altitude.,High-Altitude Physiology,Medium,Chemistry,Gases
A patient with a suspected case of asthma requires administration of bronchodilators. What is the desired effect of bronchodilators?,Increased FEV1/FVC ratio,Decreased FEV1/FVC ratio,Increased FRC,Decreased TLC,A,Bronchodilators increase FEV1/FVC ratio by relaxing airway smooth muscle and increasing airflow.,Respiratory Therapy,Medium,Chemistry,Gases
A deep-sea diver experiences a sudden pressure decrease. What process is occurring in his body?,Nitrogen gas bubble formation,Oxygen gas bubble formation,CO2 production,Nitrogen absorption,A,"Nitrogen gas bubble formation occurs due to decreased pressure, causing decompression sickness.",Gas Laws,Hard,Chemistry,Gases
A patient with a suspected case of COPD requires pulmonary rehabilitation. What is the desired effect of pulmonary rehabilitation?,Increased FEV1/FVC ratio,Decreased FEV1/FVC ratio,Increased FRC,Decreased TLC,A,Pulmonary rehabilitation increases FEV1/FVC ratio by improving lung function and exercise capacity.,Pulmonary Rehabilitation,Medium,Chemistry,Gases
A patient with a suspected case of respiratory failure requires ventilation. What is the desired effect of ventilation?,Increased CO2 exhalation,Increased O2 saturation,Increased HCO3- concentration,Increased respiration rate,B,"Ventilation increases O2 saturation in arterial blood, improving tissue oxygenation.",Respiratory Therapy,Medium,Chemistry,Gases
A high-altitude trekker experiences a sudden onset of respiratory distress. What process is occurring in his body?,Increased CO2 production,Increased O2 consumption,Decreased CO2 exhalation,Nitrogen gas bubble formation,B,Increased O2 consumption occurs due to increased physical activity at high altitude.,High-Altitude Physiology,Medium,Chemistry,Gases
A patient with a suspected case of COPD requires administration of corticosteroids. What is the desired effect of corticosteroids?,Increased FEV1/FVC ratio,Decreased FEV1/FVC ratio,Increased FRC,Decreased TLC,A,Corticosteroids increase FEV1/FVC ratio by reducing inflammation and improving lung function.,Respiratory Therapy,Medium,Chemistry,Gases
A diver is experiencing cramps while swimming. Which process involves the rapid breakdown of ATP to release energy?,Oxidative phosphorylation,Glycolysis,Lactate fermentation,Creatine kinase reaction,C,"Lactate fermentation is responsible for rapid ATP production in muscles during intense exercise, unlike oxidative phosphorylation or glycolysis. The creatine kinase reaction also involves ATP breakdown but is not the primary process involved in muscle cramps.",Metabolic pathways in muscle fatigue,Medium,Chemistry,Gases
"In a scuba tank, the pressure of oxygen is 200 atm. What is the partial pressure of oxygen in this mixture?",100 atm,150 atm,200 atm,400 atm,A,"Partial pressure refers to the pressure exerted by a single component in a mixture. The partial pressure of oxygen should be less than the total pressure due to the presence of other gases, making option A the correct answer.",Partial pressures and Dalton's law,Easy,Chemistry,Gases
A patient with chronic obstructive pulmonary disease (COPD) is experiencing difficulty breathing. Which process is impaired in this condition?,Diffusion of oxygen across the alveolar-capillary membrane,Contraction of diaphragm,Expansion of lungs during inhalation,Production of sputum,A,"COPD impairs the diffusion of oxygen across the alveolar-capillary membrane, leading to reduced oxygen levels in the blood. The other options are not directly related to the primary issue in COPD.",Respiratory function in COPD,Hard,Chemistry,Gases
A gas tank is filled with a mixture of methane and carbon dioxide. Which gas has a higher rate of diffusion?,Methane,Carbon dioxide,Nitrogen,Oxygen,A,Methane has a higher rate of diffusion due to its lower molecular weight and higher kinetic energy compared to carbon dioxide. The other options are not part of the mixture.,Diffusion of gases,Medium,Chemistry,Gases
A scuba diver experiences a sharp pain in their ears during a rapid descent. What is the cause of this pain?,Damage to the eardrum,Increased pressure in the middle ear,Nitrogen narcosis,Oxygen toxicity,B,"The pain in the ears during rapid descent is caused by the increased pressure in the middle ear, which can lead to eardrum damage if not relieved. The other options are not related to the cause of ear pain during scuba diving.",Ear physiology and scuba diving,Easy,Chemistry,Gases
A gas in a container is at equilibrium with its surroundings. Which process describes the state of this system?,State of maximum entropy,State of minimum temperature,State of maximum disorder,State of equilibrium,D,A system at equilibrium has reached a stable state where the forward and reverse reactions occur at the same rate. The other options are not relevant to the state of the system.,Equilibrium and reaction kinetics,Medium,Chemistry,Gases
A coal mine experiences a spontaneous combustion of coal. What is the primary cause of this reaction?,Exposure to oxygen,Presence of moisture,High temperature, Presence of microorganisms,B,"Spontaneous combustion of coal is primarily caused by the presence of moisture, which can lead to a self-sustaining reaction. The other options are not the primary cause of this reaction.",Chemical reactions in coal,Hard,Chemistry,Gases
