Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"When blood calcium levels rise above the normal set point, which hormone is secreted by the thyroid gland to lower it?",Parathyroid hormone,Calcitonin,Thyroxine,Aldosterone,B,Calcitonin reduces blood calcium levels by depositing it in bones; parathyroid hormone is tempting as it performs the exact opposite regulatory function.,Thyroid and Parathyroid,Medium,Biology,Coordination and Control
A farmer places a few ripe bananas in a crate of green mangoes to speed up ripening. Which gaseous plant hormone is responsible?,IAA,Zeatin,GA3,Ethene,D,Ethene is a gaseous hormone primarily responsible for fruit ripening; cytokinins are tempting because they are liquid hormones that promote cell division.,Plant Hormones,Hard,Biology,Coordination and Control
"During a high fever, the body's internal thermostat attempts to reset. Which part of the brain is primarily responsible for temperature regulation?",Hypothalamus,Thalamus,Cerebrum,Pons,A,The hypothalamus serves as the primary thermostat for homeostatic regulation; the thalamus is tempting as it is the major sensory relay station.,Brain,Easy,Biology,Coordination and Control
"In a 'fight or flight' situation, the adrenal medulla releases adrenaline into the bloodstream. How is this secretion primarily triggered?",ACTH stimulation,TSH stimulation,Sympathetic nerve fibers,Parasympathetic nerve fibers,C,The adrenal medulla is directly innervated by sympathetic fibers; ACTH is tempting because it only regulates the secretion of the adrenal cortex.,Adrenal Gland,Medium,Biology,Coordination and Control
"In a laboratory experiment, a high concentration of Indole Acetic Acid (IAA) is applied to root tips. What is the observed effect?",Inhibition of elongation,Promotion of elongation,Induction of lateral buds,Increased fruit ripening,A,High auxin concentrations inhibit root elongation while promoting shoot growth; cytokinins are tempting because they generally promote lateral bud growth instead.,Plant Hormones,Hard,Biology,Coordination and Control
There is a brief interval of time between the arrival of an action potential at a knob and the response. What causes this delay?,Electrical resistance,Neurotransmitter diffusion,Myelin sheath thickness,Axon length,B,Synaptic delay occurs because chemical neurotransmitters must diffuse across the cleft; electrical synapses are tempting because they lack this significant time delay.,Synapse,Medium,Biology,Coordination and Control
"Following a carbohydrate-rich meal, insulin levels rise to lower blood glucose. Which metabolic process is stimulated by insulin in the liver?",Glycogenolysis,Gluconeogenesis,Lipolysis,Glycogenesis,D,Insulin promotes the conversion of glucose into glycogen for storage; glucagon is tempting as it stimulates the breakdown of glycogen during fasting.,Pancreas,Easy,Biology,Coordination and Control
A botanist wants to produce seedless tomatoes by inducing fruit development without the need for pollination. Which hormone should be applied?,Auxins,Gibberellins,Ethene,Abscisic acid,A,"Auxins can induce fruit development without fertilization, known as parthenocarpy; ethene is tempting because it is associated with the later ripening stage.",Plant Hormones,Hard,Biology,Coordination and Control
Which chemical substance is unique because it functions as a neurotransmitter when released by neurons and as a hormone when released by glands?,Acetylcholine,Norepinephrine,Serotonin,Dopamine,B,Norepinephrine acts as both a hormone and a neurotransmitter in the sympathetic system; acetylcholine is tempting because it is purely a neurotransmitter.,Nervous Coordination,Medium,Biology,Coordination and Control
An individual loses their balance and ability to perform precise muscular movements after a head injury. Which part of the brain is likely damaged?,Cerebellum,Medulla oblongata,Hypothalamus,Midbrain,A,The cerebellum coordinates complex voluntary movements and maintains posture; the medulla is tempting because it controls involuntary vital functions like breathing.,Brain,Easy,Biology,Coordination and Control
"During the human female reproductive cycle, what specific hormonal event is the immediate trigger for ovulation from the Graafian follicle?",FSH surge,Estrogen drop,LH surge,Progesterone peak,C,A sharp surge in Luteinizing Hormone triggers the release of the egg; FSH is tempting because it stimulates follicle maturation before ovulation.,Hormones,Medium,Biology,Coordination and Control
"When the leaves of Mimosa pudica are touched, they fold rapidly. This movement is an anomaly because it is caused by which mechanism?",Unequal growth,Cell division,Protein synthesis,Turgor pressure changes,D,"Nastic movements like those in Mimosa result from rapid turgor changes; tropic movements are tempting because they involve slower, permanent growth-related changes.",Plant Movements,Hard,Biology,Coordination and Control
"In regions where the soil is deficient in a certain mineral, many people develop an enlarged thyroid gland. Identify the missing mineral.",Iron,Iodine,Magnesium,Calcium,B,"Thyroxine synthesis requires iodine from the diet to prevent goiter; iron is tempting because it is essential for hemoglobin, not thyroid function.",Thyroid and Parathyroid,Easy,Biology,Coordination and Control
Antidiuretic hormone (ADH) is released to prevent dehydration. On which specific part of the nephron does this hormone primarily exert its effect?,Collecting ducts,Proximal tubule,Loop of Henle,Bowman's capsule,A,ADH increases water reabsorption specifically at the collecting ducts; aldosterone is tempting because it primarily regulates sodium and potassium balance instead.,Hormones,Medium,Biology,Coordination and Control
Nerve impulses are conducted along an axon in only one direction. Which physiological phenomenon is responsible for preventing the backward flow of an impulse?,Myelin insulation,Synaptic vesicles,Refractory period,Sodium-potassium pump,C,The refractory period ensures the impulse moves in one direction; myelination is tempting because it increases speed rather than determining the directionality.,Nerve Impulse,Hard,Biology,Coordination and Control
"When comparing the speed of nerve impulses, why does a myelinated motor neuron transmit signals faster than an unmyelinated sensory fiber?",The presence of nodes of Ranvier in unmyelinated fibers,The continuous flow of ions across the entire axolemma length,The higher concentration of sodium-potassium pumps in myelin,The jumping of the action potential from one node to another,D,"Saltatory conduction occurs in myelinated fibers via nodes of Ranvier, while continuous conduction in unmyelinated fibers is significantly slower.",Nerve Impulse,Medium,Biology,Coordination and Control
An athlete's body prepares for a 100m sprint. How do the sympathetic and parasympathetic systems contrast in their effect on the eyes?,Both systems cause pupillary constriction during stress,Sympathetic nerves dilate pupils while parasympathetic nerves constrict them,Parasympathetic nerves dilate pupils while sympathetic nerves constrict them,Both systems cause pupillary dilation to improve night vision,B,"Sympathetic nerves dilate pupils for better vision in emergencies, whereas parasympathetic nerves cause constriction during rest and digestion.",Autonomic Nervous System,Easy,Biology,Coordination and Control
"In a laboratory setting, a researcher wants to induce root formation in a callus. Which hormonal ratio contrast is required?",High auxin and low cytokinin concentrations,Low auxin and high cytokinin concentrations,Equal concentrations of gibberellins and abscisic acid,High concentrations of ethene and low auxins,A,High auxin with low cytokinin levels promotes root development; reversing this ratio leads to shoot formation in plant tissue culture.,Plant Hormones,Hard,Biology,Coordination and Control
Which statement correctly differentiates the functional roles of the thalamus and the hypothalamus in the human forebrain?,The thalamus controls hunger while the hypothalamus relays vision,The hypothalamus relays auditory signals while the thalamus regulates sleep,The thalamus relays sensory information while the hypothalamus regulates temperature,The thalamus controls pituitary secretions while the hypothalamus relays touch,C,"The thalamus acts as a sensory relay station, whereas the hypothalamus is the primary center for body temperature and homeostasis.",Brain Regions,Medium,Biology,Coordination and Control
How does the direction of nerve impulse transmission differ between a sensory neuron and a motor neuron in a reflex arc?,Sensory neurons carry impulses to effectors; motor neurons to CNS,Sensory neurons carry impulses to CNS; motor neurons to effectors,Both carry impulses only toward the central nervous system,Sensory neurons are multipolar while motor neurons are always unipolar,B,"Sensory neurons carry impulses toward the CNS, while motor neurons carry impulses away from the CNS to the effectors.",Neurons,Easy,Biology,Coordination and Control
"Comparing the mechanisms of action, how do steroid hormones like testosterone differ from protein hormones like insulin?",Steroids bind to intracellular receptors; proteins bind to surface receptors,Proteins bind to intracellular receptors; steroids bind to surface receptors,Steroids utilize secondary messengers; proteins enter the nucleus directly,Both hormone types bind exclusively to receptors on the nuclear envelope,A,"Steroid hormones are lipid-soluble and bind intracellular receptors, unlike protein hormones which bind to cell surface receptors.",Hormones,Hard,Biology,Coordination and Control
What is the primary structural difference between a chemical synapse and an electrical synapse in the nervous system?,Chemical synapses are faster than electrical synapses,Electrical synapses require calcium ions for neurotransmitter release,Chemical synapses involve direct physical contact between membranes,Chemical synapses use neurotransmitters; electrical synapses use gap junctions,D,"Chemical synapses rely on neurotransmitter diffusion across a gap, whereas electrical synapses involve direct ionic flow through gap junctions.",Synapse,Medium,Biology,Coordination and Control
"During a period of fasting, the body must maintain blood glucose. Contrast the cellular origins of insulin and glucagon.",Insulin is from Alpha cells; Glucagon is from Beta cells,Both hormones are secreted by Delta cells of the pancreas,Insulin is from Beta cells; Glucagon is from Alpha cells,Insulin is produced by the exocrine part; Glucagon by endocrine,C,"Insulin is secreted by Beta cells to lower blood glucose, while Glucagon is secreted by Alpha cells to raise it.",Pancreas,Easy,Biology,Coordination and Control
"Which of the following correctly contrasts the target organs of ADH and Oxytocin, both stored in the posterior pituitary?",ADH acts on kidney tubules; Oxytocin acts on the uterus,ADH stimulates milk production; Oxytocin stimulates water retention,ADH is produced in the anterior pituitary; Oxytocin in posterior,Both are produced and secreted by the anterior pituitary gland,A,"ADH regulates water reabsorption in the collecting ducts, while Oxytocin triggers uterine contractions and milk ejection from mammary glands.",Posterior Pituitary,Medium,Biology,Coordination and Control
"In the context of an action potential, how do the ionic movements during depolarization contrast with those during repolarization?",Depolarization involves K+ influx; repolarization involves Na+ efflux,Depolarization involves Na+ influx; repolarization involves K+ efflux,Depolarization involves Cl- influx; repolarization involves Na+ influx,Both processes involve the inward movement of sodium and potassium,B,"Depolarization is caused by the rapid influx of sodium ions, while repolarization is caused by the efflux of potassium ions.",Action Potential,Hard,Biology,Coordination and Control
A person feels a gentle breeze and then a firm handshake. Contrast the mechanoreceptors responsible for these sensations.,Meissner's sense cold; Pacinian corpuscles sense heat,Meissner's sense deep pressure; Pacinian sense light touch,Meissner's sense light touch; Pacinian sense deep pressure,Both receptors are located exclusively in the internal visceral organs,C,"Meissner's corpuscles are specialized for light touch, while Pacinian corpuscles are deeper and respond to intense pressure.",Receptors,Easy,Biology,Coordination and Control
How does the phototropic response of a stem contrast with the photonastic movement of certain flowers?,Phototropism is non-directional; photonasty is directional,Both are growth movements dependent on the direction of light,Phototropism involves turgor changes; photonasty involves cell division,Phototropism is directional growth; photonasty is non-directional response,D,"Phototropism is a growth movement toward light, while photonasty is a non-directional turgor-mediated response to light intensity.",Plant Movement,Medium,Biology,Coordination and Control
"When comparing the adrenal gland's response to stress, how do the origins of Cortisol and Epinephrine differ?",Cortisol is from the cortex; Epinephrine is from the medulla,Epinephrine is from the cortex; Cortisol is from the medulla,Cortisol is a peptide; Epinephrine is a steroid hormone,Both hormones are secreted by the adrenal cortex under ACTH,A,"Cortisol is a steroid from the adrenal cortex, whereas Epinephrine is an amino acid derivative from the adrenal medulla.",Adrenal Gland,Hard,Biology,Coordination and Control
How does the neuronal pathway of a simple knee-jerk reflex contrast with a complex withdrawal reflex?,Monosynaptic reflexes involve the brain; polysynaptic involve the cord,Monosynaptic lacks interneurons; polysynaptic includes interneurons,Monosynaptic uses three neurons; polysynaptic uses only two,Both types of reflexes require conscious thought for the response,B,"A monosynaptic reflex like the knee-jerk lacks interneurons, while a polysynaptic withdrawal reflex involves at least one interneuron.",Reflex Arc,Easy,Biology,Coordination and Control
"Regarding calcium homeostasis, contrast the physiological effects of Calcitonin and Parathormone (PTH).",Calcitonin increases blood calcium; parathormone decreases it,Both hormones are secreted by the parathyroid glands,Calcitonin lowers blood calcium; parathormone raises it,Calcitonin acts on the gut; parathormone acts only on kidneys,C,"Calcitonin decreases blood calcium by depositing it in bones, whereas parathormone increases blood calcium by bone resorption.",Thyroid and Parathyroid,Medium,Biology,Coordination and Control
"In the 'all-or-none' response of a neuron, how does a threshold stimulus contrast with a sub-threshold stimulus?",Threshold triggers an impulse; sub-threshold does not,Threshold creates a small impulse; sub-threshold creates none,Both trigger impulses of varying sizes based on intensity,Sub-threshold stimuli only occur in the autonomic nervous system,A,"The 'all-or-none' law states that a threshold stimulus triggers a full impulse, while a sub-threshold stimulus triggers none.",Nerve Impulse,Hard,Biology,Coordination and Control
How do the effects of Gibberellins contrast with those of Abscisic Acid (ABA) regarding seed physiology?,Gibberellins promote dormancy; abscisic acid promotes growth,Both hormones are primarily responsible for fruit ripening,Gibberellins cause stomatal closure; abscisic acid causes opening,Gibberellins promote growth; abscisic acid promotes dormancy,D,"Gibberellins promote stem elongation and bolting, whereas abscisic acid is an inhibitor that promotes seed dormancy.",Plant Hormones,Easy,Biology,Coordination and Control
Contrast the functional classification and numbering of the Optic nerve and the Vagus nerve in humans.,Optic nerve is mixed; Vagus nerve is purely sensory,Optic nerve is purely sensory; Vagus nerve is mixed,Both nerves are purely motor in their functional distribution,Optic nerve is the 10th cranial nerve; Vagus is the 2nd,B,"The optic nerve is purely sensory (cranial nerve II), while the vagus nerve (cranial nerve X) is mixed.",Cranial Nerves,Medium,Biology,Coordination and Control
How does the mechanism of negative feedback contrast with positive feedback in hormonal regulation?,Negative feedback amplifies changes; positive feedback reverses them,Both mechanisms are equally common in maintaining daily homeostasis,Negative feedback reverses changes; positive feedback amplifies them,Negative feedback only occurs in plants; positive only in animals,C,"Negative feedback reverses a deviation to maintain stability, while positive feedback reinforces the change to complete a process.",Feedback Mechanisms,Hard,Biology,Coordination and Control
Contrast the photoreceptor cells of the retina regarding their pigments and the light conditions they are optimized for.,Rods contain rhodopsin for dim light; cones contain iodopsin,Rods contain iodopsin for color; cones contain rhodopsin,Both rods and cones use rhodopsin for different wavelengths,Cones are for night vision; rods are for daylight vision,A,"Rods contain rhodopsin for vision in low light (scotopic), while cones contain iodopsin for color vision in bright light.",Vision,Easy,Biology,Coordination and Control
A neuron maintains a resting membrane potential of -70mV. Which mechanism is primarily responsible for the high concentration of K+ inside the cell?,Passive diffusion through open sodium channels,Active transport via the Sodium-Potassium pump,Facilitated diffusion through voltage-gated potassium channels,Binding of potassium ions to intracellular proteins,B,"Active transport via the Sodium-Potassium pump maintains K+ concentrations. Na+ influx is the most tempting but it occurs during depolarization, not rest.",Resting Membrane Potential,Easy,Biology,Coordination and Control
