Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A patient with a severe immunodeficiency is unable to fight off infections. Which cell type is most likely deficient or dysfunctional?,Red blood cells,T cells,Platelets,Neutrophils,B,T cells are crucial for cell-mediated immunity. Their deficiency severely impairs the immune response.,Immunodeficiency,Medium,Biology,Immunity
A person's immune system reacts to a transplanted organ. Which type of immunity is responsible for this reaction?,Innate immunity,Adaptive immunity,Passive immunity,Active immunity,B,"Adaptive immunity, involving T cells and B cells, recognizes and responds to the transplanted organ as foreign.",Transplant Rejection,Medium,Biology,Immunity
A vaccine is developed using a weakened form of a virus. This type of vaccine induces which type of immunity?,Passive immunity,Active immunity,Innate immunity,Cell-mediated immunity only,B,"A weakened virus vaccine stimulates the body to produce its own immune response, inducing active immunity.",Vaccine Types,Easy,Biology,Immunity
A 5-year-old child is diagnosed with an infection caused by an encapsulated bacterium. Which antibody is most effective against this type of infection?,IgA,IgM,IgG,IgE,C,"IgG is the primary antibody that provides long-term immunity against encapsulated bacteria, facilitating their clearance.",Antibody Functions,Hard,Biology,Immunity
An individual has a deficiency in the complement system. Which process is most affected?,Phagocytosis,Antibody production,Cell-mediated immunity,Inflammation,A,The complement system aids in phagocytosis by marking pathogens for destruction (opsonization). Its deficiency impairs this process.,Complement System,Medium,Biology,Immunity
A patient is diagnosed with an allergic reaction. Which antibody is responsible for triggering this response?,IgA,IgM,IgG,IgE,D,IgE antibodies are central to triggering allergic reactions by binding to allergens and inducing mast cell degranulation.,Allergic Reactions,Easy,Biology,Immunity
A newborn's immune system is not fully developed. Which type of immunity does the newborn rely on initially?,Active natural immunity,Passive natural immunity,Active artificial immunity,Innate immunity,B,"Newborns rely on passive natural immunity, receiving antibodies from their mother, until their immune system matures.",Newborn Immunity,Medium,Biology,Immunity
A person's T cells are activated in response to a viral infection. Which cytokine is typically involved in this activation?,Interferon-gamma,IL-4,IL-10,TGF-beta,A,"Interferon-gamma is crucial for T cell activation and differentiation, especially in response to viral infections.",Cytokines,Hard,Biology,Immunity
A vaccine is administered to a population to prevent a viral disease. Which type of vaccine is most likely to provide long-term immunity?,Inactivated vaccine,Live attenuated vaccine,Subunit vaccine,Conjugate vaccine,B,Live attenuated vaccines typically induce long-term immunity by closely mimicking the natural infection.,Vaccine Types,Medium,Biology,Immunity
An individual has a condition where their immune system attacks the body's own tissues. Which term describes this condition?,Immunodeficiency,Autoimmunity,Hypersensitivity,Immunosuppression,B,"Autoimmunity occurs when the immune system mistakenly attacks the body's own tissues, thinking they are foreign.",Autoimmune Diseases,Easy,Biology,Immunity
A patient's neutrophils are unable to produce reactive oxygen species. Which process is impaired?,Phagocytosis,Antibody-dependent cellular cytotoxicity,Antigen presentation,Respiratory burst,D,"The respiratory burst involves the production of reactive oxygen species, crucial for killing ingested microbes within phagocytes.",Phagocytic Function,Hard,Biology,Immunity
A patient with a genetic disorder has impaired production of C3. Which immune function is most affected?,Opsonization,Antibody-dependent cellular cytotoxicity,Activation of the lectin pathway,Activation of the alternative pathway,A,C3 is crucial for opsonization; its deficiency severely impairs this process. Other options are less directly affected.,Complement System,Medium,Biology,Immunity
Which cell type is primarily responsible for the antibody-dependent cellular cytotoxicity (ADCC)?,Natural Killer cells,Macrophages,Neutrophils,Dendritic cells,A,Natural Killer cells are the primary effectors of ADCC. Macrophages and neutrophils can also participate but are not the main cells.,Cell-mediated Immunity,Easy,Biology,Immunity
A vaccine provides immunity by inducing the production of which molecule?,Cytokines,Antibodies,Complement proteins,Acute phase proteins,B,"Vaccines induce the production of antibodies, which are key to providing specific immunity. Cytokines and complement proteins play supporting roles.",Vaccination and Immunity,Easy,Biology,Immunity
The primary immunoglobulin isotype involved in the ABO blood group reaction is?,IgG,IgM,IgA,IgE,B,IgM is the primary isotype involved in ABO blood group reactions due to its high efficiency in activating complement.,Immunoglobulins,Medium,Biology,Immunity
Which cytokine is known for inducing fever?,IL-1,IL-10,TNF-alpha,Both A and C,D,Both IL-1 and TNF-alpha are known for inducing fever by acting on the hypothalamus. IL-10 is anti-inflammatory.,Cytokines,Medium,Biology,Immunity
What is the role of CD4+ T cells in immunity?,Cytotoxic activity against virus-infected cells,Activation of B cells and other T cells,Phagocytosis of pathogens,Production of antibodies,B,"CD4+ T cells, or T helper cells, activate B cells and other T cells, orchestrating the immune response. CD8+ T cells are cytotoxic.",Cell-mediated Immunity,Easy,Biology,Immunity
A rare genetic disorder results in the inability to produce IgA. Patients are particularly susceptible to infections at which site?,Respiratory tract,Gastrointestinal tract,Urinary tract,Both A and B,D,"IgA is crucial for mucosal immunity. Its deficiency increases susceptibility to infections at mucosal surfaces, particularly in the respiratory and gastrointestinal tracts.",Immunoglobulins,Medium,Biology,Immunity
The classical pathway of complement activation is initiated by?,C1q binding to antibody-antigen complexes,Mannose-binding lectin,Factor B,C3 directly,A,"The classical pathway is initiated by C1q binding to antibody-antigen complexes, not by mannose-binding lectin (which initiates the lectin pathway) or other factors.",Complement System,Easy,Biology,Immunity
Which immunoglobulin isotype is associated with allergic reactions?,IgG,IgM,IgE,IgA,C,IgE is associated with allergic reactions due to its role in triggering mast cell degranulation upon allergen binding.,Immunoglobulins,Easy,Biology,Immunity
T cell tolerance is primarily maintained by?,Clonal deletion,Clonal anergy,Immune suppression,Both A and B,D,"Both clonal deletion and clonal anergy are mechanisms that contribute to T cell tolerance. Clonal deletion eliminates self-reactive T cells, while clonal anergy inactivates them.",Immunological Tolerance,Medium,Biology,Immunity
The immunoglobulin that can cross the placenta from mother to fetus is?,IgG,IgM,IgA,IgE,A,"IgG is the only immunoglobulin isotype that can cross the placenta, providing newborns with passive immunity. IgM, IgA, and IgE cannot cross.",Immunoglobulins,Easy,Biology,Immunity
A 30-year-old man develops a severe infection. His neutrophil count is significantly reduced. Which function is most compromised?,Antibody production,Cell-mediated immunity,Phagocytosis,Complement activation,C,"Neutrophils are key phagocytic cells. A reduced count severely impairs the body's ability to perform phagocytosis, making it harder to clear infections.",Phagocytosis,Medium,Biology,Immunity
Graft rejection is primarily mediated by?,T cells,B cells,Macrophages,Neutrophils,A,"T cells, especially CD4+ and CD8+ T cells, play a crucial role in graft rejection by recognizing and responding to alloantigens.",Transplantation Immunology,Medium,Biology,Immunity
The cytokine that promotes the differentiation of naive T cells into Th1 cells is?,IL-4,IL-12,IL-10,TGF-beta,B,"IL-12 promotes the differentiation of naive T cells into Th1 cells, which are involved in cell-mediated immunity. IL-4 promotes Th2 differentiation.",Cytokines,Hard,Biology,Immunity
Autoimmune hemolytic anemia is characterized by?,Antibodies against red blood cell antigens,T cell-mediated destruction of red blood cells,Immune complex deposition in kidneys,Deficiency of complement,A,"Autoimmune hemolytic anemia involves antibodies against red blood cell antigens, leading to their destruction. T cell-mediated destruction is less common.",Autoimmune Diseases,Medium,Biology,Immunity
What is the primary function of the spleen in immunity?,Production of antibodies,Filtering of the blood and removal of pathogens,Activation of T cells,Production of complement proteins,B,"The spleen filters the blood, removing pathogens and activating immune responses. While it contains lymphoid tissue that can produce antibodies, its primary role is not antibody production.",Lymphoid Organs,Easy,Biology,Immunity
A deficiency in the enzyme ADA (Adenosine Deaminase) results in?,Severe Combined Immunodeficiency (SCID),Chronic Granulomatous Disease (CGD),Leukocyte Adhesion Deficiency (LAD),Wiskott-Aldrich Syndrome,A,"ADA deficiency leads to SCID, characterized by the inability of lymphocytes to proliferate due to the accumulation of toxic metabolites.",Immunodeficiency Diseases,Hard,Biology,Immunity
The process by which the immune system distinguishes between self and non-self is known as?,Immune tolerance,Immune surveillance,Immune evasion,Immune activation,A,"Immune tolerance refers to the mechanisms that prevent the immune system from responding to self-antigens, thus distinguishing self from non-self.",Immunological Tolerance,Medium,Biology,Immunity
A patient has a condition where their neutrophils cannot produce superoxides. Which disease is most likely?,Chronic Granulomatous Disease (CGD),Leukocyte Adhesion Deficiency (LAD),Myeloperoxidase deficiency,G6PD deficiency,A,"CGD is characterized by the inability of phagocytes to produce superoxides due to defects in NADPH oxidase, impairing their ability to kill ingested microbes.",Immunodeficiency Diseases,Hard,Biology,Immunity
The major histocompatibility complex (MHC) molecules are primarily involved in?,Antigen presentation to T cells,Activation of B cells,Production of cytokines,Phagocytosis of pathogens,A,"MHC molecules present peptide antigens to T cells, a crucial step in initiating the adaptive immune response. They are not directly involved in B cell activation or phagocytosis.",Antigen Presentation,Easy,Biology,Immunity
"In the context of cellular immunity, what is the primary function of CD8+ T cells?",Activating B cells,Producing antibodies,Inducing apoptosis in infected cells,Activating macrophages,C,"CD8+ T cells are cytotoxic T cells that induce apoptosis in infected cells, while CD4+ T cells activate B cells and macrophages.",Cell-Mediated Immunity,Medium,Biology,Immunity
Which cytokine is primarily responsible for the differentiation of naive T cells into Th1 cells?,IL-4,IL-12,IL-10,TGF-β,B,"IL-12 promotes the differentiation of naive T cells into Th1 cells, whereas IL-4 promotes Th2 cell differentiation.",Cytokines and T Helper Cells,Medium,Biology,Immunity
What is the main difference between the classical and alternative pathways of complement activation?,"Classical pathway is antibody-dependent, while alternative pathway is antibody-independent","Classical pathway is slower, while alternative pathway is faster","Classical pathway activates C3, while alternative pathway activates C5","Classical pathway is involved in viral immunity, while alternative pathway is involved in bacterial immunity",A,"The classical pathway requires antibodies to activate C1, whereas the alternative pathway is directly activated by microbial surfaces.",Complement System,Easy,Biology,Immunity
A patient with a genetic deficiency in MyD88 protein is more susceptible to infections caused by which type of bacteria?,Gram-positive bacteria,Gram-negative bacteria,Both Gram-positive and Gram-negative bacteria,Fungi,C,"MyD88 is a key adaptor protein in the signaling pathway of most Toll-like receptors, crucial for responding to various pathogens.",Innate Immunity,Hard,Biology,Immunity
What is the primary role of memory T cells in the immune response?,To immediately respond to pathogens upon first exposure,To differentiate into effector T cells upon antigen re-exposure,To activate B cells,To produce cytokines,B,Memory T cells are long-lived cells that rapidly differentiate into effector T cells upon re-exposure to their specific antigen.,Cell-Mediated Immunity,Medium,Biology,Immunity
Which immunoglobulin isotype is most efficient at activating the complement system?,IgA,IgM,IgG,IgE,B,IgM is a pentameric antibody that is highly effective at activating the classical pathway of the complement system.,Humoral Immunity,Easy,Biology,Immunity
A 5-year-old child is diagnosed with a condition characterized by the absence of T cells. Which of the following conditions is most likely?,Bruton's agammaglobulinemia,DiGeorge syndrome,Selective IgA deficiency,Chronic granulomatous disease,B,"DiGeorge syndrome is characterized by thymic hypoplasia leading to T cell deficiency, whereas Bruton's agammaglobulinemia is a B cell disorder.",Immunodeficiency Diseases,Medium,Biology,Immunity
What is the main function of the J-chain in IgM and IgA antibodies?,Antigen binding,Complement activation,Polymerization of immunoglobulins,Antibody-dependent cellular cytotoxicity,C,"The J-chain is crucial for the polymerization of IgM and IgA, enabling their secretion and function.",Immunoglobulins,Easy,Biology,Immunity
"In the context of graft rejection, which type of T cell is primarily responsible for acute rejection?",CD4+ T cells,CD8+ T cells,Both CD4+ and CD8+ T cells,γδ T cells,C,"Both CD4+ and CD8+ T cells play roles in graft rejection, with CD4+ T cells coordinating the immune response and CD8+ T cells directly killing graft cells.",Transplantation Immunology,Hard,Biology,Immunity
Which of the following is a characteristic of a secondary immune response?,Lag phase is longer than in primary response,Predominantly involves IgM production,More rapid and intense than primary response,Involves naive T cells,C,"The secondary immune response is characterized by a more rapid and intense production of antibodies, primarily IgG, due to the presence of memory cells.",Humoral Immunity,Easy,Biology,Immunity
What is the role of CTLA-4 on T cells?,Activation of T cells,Inhibition of T cell activation,Production of cytokines,Induction of apoptosis,B,CTLA-4 is an immune checkpoint molecule that downregulates T cell activation by binding to B7 molecules on antigen-presenting cells.,Regulation of Immune Response,Medium,Biology,Immunity
A patient with a defect in the NADPH oxidase system is likely to suffer from which condition?,Chronic granulomatous disease,Leukocyte adhesion deficiency,Chediak-Higashi syndrome,Bruton's agammaglobulinemia,A,"Chronic granulomatous disease is caused by a defect in the NADPH oxidase system, leading to an inability to kill ingested microbes.",Immunodeficiency Diseases,Easy,Biology,Immunity
Which of the following cytokines is known for its anti-inflammatory effects?,IL-1,IL-6,IL-10,TNF-α,C,IL-10 is an anti-inflammatory cytokine that inhibits the production of pro-inflammatory cytokines.,Cytokines,Medium,Biology,Immunity
What is the primary mechanism by which vaccines provide immunity?,Passive transfer of antibodies,Activation of complement system,Stimulation of an immune response without causing disease,Inhibition of pathogen replication,C,Vaccines work by stimulating the immune system to produce a protective response against specific pathogens without causing the disease itself.,Vaccines and Immunization,Easy,Biology,Immunity
"In the context of autoimmune diseases, which of the following is an example of a type II hypersensitivity reaction?",Rheumatoid arthritis,Systemic lupus erythematosus,Goodpasture's syndrome,Type 1 diabetes,C,Goodpasture's syndrome is a type II hypersensitivity reaction caused by autoantibodies against the basement membrane of glomeruli and lung alveoli.,Hypersensitivity Reactions,Medium,Biology,Immunity
Which cell type is primarily responsible for antibody-dependent cellular cytotoxicity (ADCC)?,Natural killer cells,Macrophages,Neutrophils,Dendritic cells,A,"Natural killer cells are the primary effectors of ADCC, recognizing and killing target cells coated with antibodies.",Cell-Mediated Immunity,Medium,Biology,Immunity
What is the function of the membrane attack complex (MAC) in the complement system?,Opsonization of pathogens,Activation of inflammatory response,Lysis of pathogen cell membranes,Clearing of immune complexes,C,"The MAC forms pores in the membranes of target cells, leading to their lysis and death.",Complement System,Easy,Biology,Immunity
A deficiency in which component of the immune system is associated with an increased susceptibility to Neisseria infections?,Complement system,Antibody production,T cell function,Phagocytic cells,A,"Deficiencies in the complement system, particularly in the terminal components (C5-C9), increase susceptibility to Neisseria infections due to impaired MAC formation.",Immunodeficiency Diseases,Hard,Biology,Immunity
What is the role of dendritic cells in the initiation of an immune response?,Production of antibodies,Activation of T cells through antigen presentation,Phagocytosis of pathogens,Release of cytokines,B,"Dendritic cells are professional antigen-presenting cells that process and present antigens to T cells, initiating an immune response.",Antigen Presentation,Medium,Biology,Immunity
"During an infection, which cell type is primarily responsible for activating naive T cells?",Dendritic cells,Macrophages,B cells,Neutrophils,A,Dendritic cells are professional antigen-presenting cells that activate naive T cells. Macrophages and B cells can also present antigens but are less efficient at activating naive T cells.,Antigen Presentation,Medium,Biology,Immunity
What is the primary function of the complement system's C3b fragment?,Opsonization,Chemotaxis,Cell lysis,Inflammation,A,"C3b fragment coats pathogens, marking them for destruction through opsonization. While C3a induces inflammation, C3b is directly involved in opsonization.",Complement System,Easy,Biology,Immunity
"In the context of cell-mediated immunity, what is the role of CD8+ T cells?",Activating B cells,Producing antibodies,Killing infected cells,Activating macrophages,C,"CD8+ T cells, also known as cytotoxic T cells, recognize and kill infected cells or tumor cells. CD4+ T cells activate macrophages and B cells.",Cell-Mediated Immunity,Medium,Biology,Immunity
What is the function of the major histocompatibility complex (MHC) molecules?,Presenting antigens to T cells,Activating complement,Producing cytokines,Killing infected cells,A,"MHC molecules present peptide fragments of antigens to T cells, enabling the immune system to recognize and respond to pathogens. MHC class I presents to CD8+ T cells, while MHC class II presents to CD4+ T cells.",Antigen Presentation,Medium,Biology,Immunity
A 5-year-old child has a recurring bacterial infection. Testing reveals a deficiency in the production of IgA. What is the most likely consequence of this deficiency?,Increased susceptibility to viral infections,Impaired mucosal immunity,Reduced antibody-mediated immunity,Enhanced risk of autoimmune diseases,B,"IgA is the primary immunoglobulin isotype found in mucosal surfaces, providing protection against pathogens at these sites. A deficiency in IgA impairs mucosal immunity, increasing the risk of infections at these sites.",Immunoglobulins and Mucosal Immunity,Medium,Biology,Immunity
"During an allergic reaction, which cell type is primarily responsible for releasing histamine?",T cells,B cells,Mast cells,Neutrophils,C,"Mast cells release histamine upon cross-linking of IgE antibodies bound to their surface, leading to allergic symptoms. T cells and B cells are involved in adaptive immunity, while neutrophils are primarily involved in combating infections.",Allergy and Hypersensitivity,Easy,Biology,Immunity
What is the role of interferon-gamma (IFN-γ) in immunity?,Inducing antibody production,Activating macrophages,Suppressing T cell activity,Inhibiting cytokine production,B,"IFN-γ is a cytokine produced by T cells and NK cells that activates macrophages, enhancing their ability to kill intracellular pathogens. It also promotes Th1 responses.",Cytokines and Cell-Mediated Immunity,Medium,Biology,Immunity
A patient is diagnosed with an autoimmune disease characterized by the production of autoantibodies against the acetylcholine receptor. What is the likely disease?,Rheumatoid arthritis,Systemic lupus erythematosus,Myasthenia gravis,Hashimoto's thyroiditis,C,"Myasthenia gravis is an autoimmune disease caused by autoantibodies against the acetylcholine receptor, impairing neuromuscular transmission. The other options are distinct autoimmune diseases with different autoantibody targets.",Autoimmune Diseases,Hard,Biology,Immunity
Which immune cell type is primarily involved in antibody-dependent cellular cytotoxicity (ADCC)?,Natural killer (NK) cells,T cells,B cells,Macrophages,A,"NK cells are the primary effectors of ADCC, recognizing and killing antibody-coated target cells through their Fc receptors. While macrophages can also mediate ADCC, NK cells are more prominent in this function.",Cell-Mediated Immunity,Medium,Biology,Immunity
What is the primary difference between the classical and alternative pathways of complement activation?,"The classical pathway is antibody-dependent, while the alternative pathway is antibody-independent","The classical pathway is faster, while the alternative pathway is slower","The classical pathway activates C3, while the alternative pathway activates C5","The classical pathway is involved in adaptive immunity, while the alternative pathway is involved in innate immunity",A,"The classical pathway is activated by antibody-antigen complexes, whereas the alternative pathway is directly activated by microbial surfaces, making it antibody-independent.",Complement System,Medium,Biology,Immunity
A newborn baby receives antibodies from its mother through the placenta. What type of immunity is this?,Active immunity,Passive immunity,Cell-mediated immunity,Innate immunity,B,"The transfer of pre-formed antibodies from mother to fetus confers passive immunity, providing immediate protection without requiring an immune response from the newborn.",Types of Immunity,Easy,Biology,Immunity
What is the function of regulatory T cells (Tregs) in the immune system?,Activating effector T cells,Suppressing immune responses,Producing antibodies,Killing infected cells,B,"Tregs play a crucial role in maintaining immune tolerance by suppressing excessive or auto-reactive immune responses, preventing autoimmune diseases and limiting chronic inflammation.",Immune Regulation,Medium,Biology,Immunity
"In the context of graft rejection, what is the primary role of CD4+ T cells?",Directly killing graft cells,Activating macrophages and B cells,Producing antibodies against graft antigens,Suppressing immune responses,B,"CD4+ T cells play a central role in orchestrating the immune response against grafts by activating macrophages and B cells, and helping CD8+ T cells. They do not directly kill graft cells.",Transplantation Immunology,Hard,Biology,Immunity
What is the primary mechanism by which immunological tolerance is maintained?,Clonal deletion of self-reactive lymphocytes,Activation of self-reactive lymphocytes,Production of autoantibodies,Inhibition of cytokine production,A,"Clonal deletion is a key mechanism of central tolerance, eliminating self-reactive lymphocytes during their development. This prevents autoimmune responses.",Immunological Tolerance,Hard,Biology,Immunity
A patient is diagnosed with a condition characterized by the absence of a thymus. What is the likely immunological consequence?,Impaired B cell development,Defective T cell development,Reduced antibody production,Increased susceptibility to infections,B,"The thymus is crucial for T cell development and maturation. Its absence, as seen in DiGeorge syndrome, leads to a deficiency in T cells, impairing cell-mediated immunity.",Immunodeficiency Diseases,Medium,Biology,Immunity
The primary lymphoid organ responsible for the maturation of T lymphocytes is the,Spleen,Thymus,Lymph node,Tonsil,B,Thymus is where T lymphocytes mature; Spleen filters blood and stores lymphocytes.,Lymphoid Organs,Easy,Biology,Immunity
Which cell type is primarily responsible for the production of antibodies in response to pathogens?,T cytotoxic cells,T helper cells,B lymphocytes,Macrophages,C,B lymphocytes produce antibodies; T helper cells assist in activating B cells.,Humoral Immunity,Easy,Biology,Immunity
The process by which the immune system distinguishes between self and non-self cells is known as,Phagocytosis,Immune tolerance,Inflammation,Complement activation,B,Immune tolerance prevents autoimmunity; Phagocytosis is the engulfment of foreign particles.,Immune Tolerance,Medium,Biology,Immunity
A patient is diagnosed with a condition where their immune system attacks the myelin sheath of neurons. This is an example of,Autoimmune disease,Immunodeficiency,Allergic reaction,Hypersensitivity,A,Autoimmune disease results from immune system attacking self; Immunodeficiency is a weakened immune system.,Autoimmune Diseases,Medium,Biology,Immunity
The structure of an antibody includes,One heavy and one light chain,Two heavy and two light chains,Three heavy and one light chain,Four identical chains,B,Antibodies have two heavy and two light chains; One heavy and one light chain is incorrect.,Antibody Structure,Easy,Biology,Immunity
The major histocompatibility complex (MHC) molecules are crucial for,Antigen presentation to T cells,Activation of B cells,Production of antibodies,Phagocytosis by neutrophils,A,MHC molecules present antigens to T cells; B cell activation involves different mechanisms.,MHC Molecules,Medium,Biology,Immunity
The primary function of the spleen in the immune system is to,Filter the blood and store lymphocytes,Produce antibodies,Activate T cells,Initiate inflammation,A,Spleen filters blood and stores lymphocytes; Antibody production is a function of B cells.,Spleen Function,Easy,Biology,Immunity
"In the context of vaccine-induced immunity, the term 'herd immunity' refers to",Immunity in an individual due to vaccination,Protection of a population due to a sufficient percentage being immunized,Immunity against a specific pathogen,Passive immunity transferred from mother to child,B,Herd immunity protects a population; Individual immunity is not herd immunity.,Herd Immunity,Medium,Biology,Immunity
The type of immunity that involves the transfer of antibodies from mother to fetus is,Active immunity,Passive immunity,Cell-mediated immunity,Humoral immunity,B,Passive immunity involves transfer of antibodies; Active immunity involves individual's immune response.,Passive Immunity,Easy,Biology,Immunity
