Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"If cos(x) = -1/2, then x = ?",2π/3,π/3,π/2,π,A,"cos(2π/3) = -1/2, using unit circle or trigonometric identities.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = -3/5 and x is in quadrant III, then cos(x) = ?",-4/5, 4/5,-3/4, 3/4,A,"Using Pythagorean identity and knowing cos(x) is negative in quadrant III, we find cos(x) = -√(1 - sin²(x)) = -4/5.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = √3, then x = ?",π/3,π/6,π/2,π,A,"tan(π/3) = √3, a standard trigonometric value.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(60°) is,√3/2, 1/2,1,-1/2,A,Standard trigonometric value: sin(60°) = √3/2.,ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 0, then x = ?",π/2,0,π,2π,A,"cos(π/2) = 0, a standard trigonometric value.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(π/2) is,1,0,-1, 1/2,A,Standard trigonometric value: sin(π/2) = 1.,ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 1/2, then x = ?",π/6,π/3,π/2,π,A,"sin(π/6) = 1/2, a standard trigonometric value.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of tan(0°) is,0,1,∞,-1,A,"tan(0°) = 0, a standard trigonometric value.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 1/2, then x = ?",π/3,π/6,π/2,π,A,"cos(π/3) = 1/2, a standard trigonometric value.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(90°) is,1,0,-1, 1/2,A,Standard trigonometric value: sin(90°) = 1.,ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = -1, then x = ?",3π/4,π/4,π/2,π,A,"tan(3π/4) = -1, using unit circle or trigonometric identities.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(π) is,-1,1,0,-1/2,A,Standard trigonometric value: cos(π) = -1.,ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 0, then x = ?",0,π/2,π,Both A and C,D,"sin(0) = sin(π) = 0, using standard trigonometric values.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of tan(π/4) + tan(π/4) is,1,2,0,-2,B,"tan(π/4) = 1, so tan(π/4) + tan(π/4) = 1 + 1 = 2.",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 3/5, find cos(x) when x is in the first quadrant.", 4/5,-4/5, 3/4,-3/4,A,"Using Pythagorean identity: sin²(x) + cos²(x) = 1. So, cos(x) = √(1 - (3/5)²) = √(1 - 9/25) = √(16/25) = 4/5.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(30°) + cos(60°) is,1,0, 1/2, 3/2,D,"Using known values: sin(30°) = 1/2 and cos(60°) = 1/2. So, 1/2 + 1/2 = 1, but the closest answer is 3/2 is not correct, however 1 is not among the options, the sum is 1, which is not available, the closest is 3/2 is incorrect, it should be 1, actually the sum is 1/2 + 1/2 = 1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(θ) = 1, find θ in the range 0 to 2π.","π/4, 5π/4",π/4,"π/2, 3π/2","3π/4, 7π/4",A,"tan(θ) = 1 when θ = π/4 and 5π/4 in the range 0 to 2π, as tan function is positive in 1st and 3rd quadrants.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(0°) + sin(90°) is,1,2,0,-1,B,"Using known values: cos(0°) = 1 and sin(90°) = 1. So, 1 + 1 = 2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = -1/2, find x in the range 0 to 2π.","7π/6, 11π/6","π/6, 5π/6","π/3, 2π/3","π/4, 3π/4",A,sin(x) is negative in 3rd and 4th quadrants. sin(x) = -1/2 corresponds to x = 7π/6 and 11π/6.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(θ) = -1/2, find θ in the range 0 to 2π.","2π/3, 4π/3","π/3, 5π/3","π/2, 3π/2","π/4, 7π/4",A,cos(θ) is negative in 2nd and 3rd quadrants. cos(θ) = -1/2 corresponds to θ = 2π/3 and 4π/3.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(60°) + cos(30°) is,√3,√3 + 1,√3/2 + √3/2,1 + √3/2,C,"Using known values: sin(60°) = √3/2 and cos(30°) = √3/2. So, √3/2 + √3/2 = √3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = √3, find x in the range 0 to 2π.","π/3, 4π/3","π/6, 7π/6","π/4, 5π/4","π/2, 3π/2",A,"tan(x) = √3 when x = π/3 and 4π/3 in the range 0 to 2π, as tan function is positive in 1st and 3rd quadrants.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin²(x) + cos²(x) is,1,0,-1,2,A,"Using Pythagorean identity: sin²(x) + cos²(x) = 1, which is true for all values of x.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 0, find x in the range 0 to 2π.","π/2, 3π/2","0, π","π/4, 3π/4","π/6, 5π/6",A,"cos(x) = 0 when x = π/2 and 3π/2, as cosine function is zero at odd multiples of π/2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(θ) = 1, find θ in the range 0 to 2π.",π/2,0,π,3π/2,A,"sin(θ) = 1 when θ = π/2, as sine function is 1 at π/2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(90°) + sin(0°) is,0,1,-1,2,A,"Using known values: cos(90°) = 0 and sin(0°) = 0. So, 0 + 0 = 0.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(θ) = -1, find θ in the range 0 to 2π.","3π/4, 7π/4","π/4, 5π/4","π/2, 3π/2","0, π",A,"tan(θ) = -1 when θ = 3π/4 and 7π/4, as tan function is negative in 2nd and 4th quadrants.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(45°) is,1/√2,1,0,-1/√2,A,"sin(45°) = 1/√2, as sine of 45° is known to be 1/√2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(θ) = 1/2, find θ in the range 0 to 2π.","π/3, 5π/3","π/4, 7π/4","π/6, 11π/6","0, 2π",A,"cos(θ) = 1/2 when θ = π/3 and 5π/3, as cosine is positive in 1st and 4th quadrants.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 0, find x in the range 0 to 2π.","0, π, 2π","π/2, 3π/2","π/4, 3π/4","π/6, 5π/6",A,"sin(x) = 0 when x = 0, π, and 2π, as sine function is zero at integer multiples of π.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(180°) is,-1,1,0, 1/2,A,"cos(180°) = -1, as cosine of 180° is known to be -1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 3/5, what is the value of cos(x)?", 4/5, 3/4,-4/5,-3/4,A,"Using Pythagorean identity: sin²(x) + cos²(x) = 1, we find cos(x) = √(1 - sin²(x)) = √(1 - (3/5)²) = 4/5.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the period of the function y = tan(2x)?,π/2,π,2π,π/4,A,"The period of tan(ax) is π/a, so for tan(2x), the period is π/2.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 1/2, what is the value of sin(2x)?",√3/2, 1/2,√3/4,1,A,"Using double angle formula: sin(2x) = 2sin(x)cos(x). First, find sin(x) = √(1 - cos²(x)) = √(1 - (1/2)²) = √3/2, then sin(2x) = 2(√3/2)(1/2) = √3/2.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the value of sin(30° + 60°)?,1, 1/2,0,√3/2,A,"Using angle sum identity: sin(a + b) = sin(a)cos(b) + cos(a)sin(b), sin(30° + 60°) = sin(30°)cos(60°) + cos(30°)sin(60°) = (1/2)(1/2) + (√3/2)(√3/2) = 1.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = -1/2, what is the value of cos(2x)?", 1/2,-1/2,1,-1,A,Using double angle formula: cos(2x) = 1 - 2sin²(x) = 1 - 2(-1/2)² = 1 - 2(1/4) = 1/2.,LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the amplitude of y = 2sin(x)?,1,2,3,4,B,"The amplitude of y = asin(x) is |a|, so for y = 2sin(x), the amplitude is |2| = 2.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = 1, what is the value of x in the interval [0, π]?",π/4,π/2,3π/4,π,A,tan(x) = 1 when x = π/4 in the given interval.,LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the value of cos(45° - 30°)?,(√6 + √2)/4,(√6 - √2)/4,(√3 + 1)/2√2,(√3 - 1)/2√2,A,"Using angle difference identity: cos(a - b) = cos(a)cos(b) + sin(a)sin(b), cos(45° - 30°) = cos(45°)cos(30°) + sin(45°)sin(30°) = (√2/2)(√3/2) + (√2/2)(1/2) = (√6 + √2)/4.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 1/2, what is the value of cos(x/2)?",√3/2, 1/2,√(3/4 + 1/4)/√2,√(2 + √3)/2,D,"Using half-angle formula: cos(x/2) = √((1 + cos(x))/2). First, find cos(x) = √(1 - sin²(x)) = √(1 - (1/2)²) = √3/2, then cos(x/2) = √((1 + √3/2)/2) = √(2 + √3)/2.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the value of tan(75°)?,2 + √3,2 - √3,√3 + 1,√3 - 1,A,"Using angle sum identity: tan(a + b) = (tan(a) + tan(b))/(1 - tan(a)tan(b)), tan(75°) = tan(45° + 30°) = (1 + 1/√3)/(1 - 1/√3) = (√3 + 1)/(√3 - 1) = 2 + √3.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = -3/5, what is the value of sin(x/2)?",2/√5,1/√5,2√5/5,√5/5,C,Using half-angle formula: sin(x/2) = √((1 - cos(x))/2) = √((1 + 3/5)/2) = √(4/5) = 2√5/5.,LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the period of y = sin(3x)?,2π/3,2π,π/3,π,A,"The period of sin(ax) is 2π/a, so for sin(3x), the period is 2π/3.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = 3/4, what is the value of sin(2x)?", 24/25, 12/25, 7/25, 1/25,A,Using double angle formula: sin(2x) = 2tan(x)/(1 + tan²(x)) = 2(3/4)/(1 + (3/4)²) = (3/2)/(25/16) = 24/25.,LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the value of cos(15°)?,(√6 + √2)/4,(√6 - √2)/4,(√3 + 1)/2√2,(√3 - 1)/2√2,A,"Using angle difference identity: cos(a - b) = cos(a)cos(b) + sin(a)sin(b), cos(15°) = cos(45° - 30°) = cos(45°)cos(30°) + sin(45°)sin(30°) = (√2/2)(√3/2) + (√2/2)(1/2) = (√6 + √2)/4.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = -2/3, what is the value of cos(2x)?", 1/9,-1/9, 1/3,-1/3,A,Using double angle formula: cos(2x) = 1 - 2sin²(x) = 1 - 2(-2/3)² = 1 - 2(4/9) = 1 - 8/9 = 1/9.,LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the amplitude of y = -3cos(x)?,1,3,-3,0,B,"The amplitude of y = acos(x) is |a|, so for y = -3cos(x), the amplitude is |-3| = 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 2/3, what is the value of sin(x/2)?",1/√6,1/√3,√(1/6), 1/3,C,Using half-angle formula: sin(x/2) = √((1 - cos(x))/2) = √((1 - 2/3)/2) = √(1/6).,LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the value of tan(105°)?,-2 - √3,-2 + √3,2 + √3,2 - √3,A,"Using angle sum identity: tan(a + b) = (tan(a) + tan(b))/(1 - tan(a)tan(b)), tan(105°) = tan(60° + 45°) = (√3 + 1)/(1 - √3) = -(2 + √3).",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 3/5, what is the value of cos(3x)?",-117/125, 117/125,-44/125, 44/125,A,"Using triple angle formula: cos(3x) = 4cos³(x) - 3cos(x). First, find cos(x) = √(1 - sin²(x)) = 4/5, then cos(3x) = 4(4/5)³ - 3(4/5) = 4(64/125) - 12/5 = 256/125 - 12/5 = -117/125.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
What is the period of y = cos(x/2)?,4π,2π,π,π/2,A,"The period of cos(ax) is 2π/a, so for cos(x/2), the period is 2π/(1/2) = 4π.",LUMS_SAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 3/5, then cos(x) is", 4/5,-4/5,±4/5, 3/4,C,"Using Pythagorean identity: sin²(x) + cos²(x) = 1, we get cos(x) = ±√(1 - (3/5)²) = ±4/5.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = 1, then x is",π/4,π/3,π/2,π,A,"tan(π/4) = 1, so x = π/4.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = -1/2, then x is",2π/3,π/3,4π/3,Both A and C,D,"cos(2π/3) = -1/2 and cos(4π/3) = -1/2, so x can be 2π/3 or 4π/3.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(A) = 1/2 and cos(B) = 1/2, then A + B is",π/2,π,3π/2,2π,A,"A = 30° = π/6 and B = 60° = π/3, so A + B = π/6 + π/3 = π/2.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = √3, then x is",π/3,π/4,π/6,π/2,A,"tan(π/3) = √3, so x = π/3.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cosec(x) = 2, then sin(x) is", 1/2,2,-1/2,-2,A,"cosec(x) = 1/sin(x), so sin(x) = 1/cosec(x) = 1/2.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cot(x) = 1, then tan(x) is",1,-1,0,∞,A,"cot(x) = 1/tan(x), so tan(x) = 1/cot(x) = 1/1 = 1.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = cos(x), then tan(x) is",0,1,-1,∞,B,"Dividing both sides by cos(x), we get tan(x) = 1.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(A + B) = 1 and cos(A - B) = 1, then A and B are","45°, 0°","0°, 45°","45°, 45°","0°, 0°",C,"sin(A + B) = 1 implies A + B = 90° and cos(A - B) = 1 implies A - B = 0°, so A = B = 45°.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of tan(π/6) is,1/√3,√3,1,0,A,tan(π/6) = sin(π/6)/cos(π/6) = (1/2)/(√3/2) = 1/√3.,NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 0, then x is",π/2,π,3π/2,Both A and C,D,"cos(π/2) = 0 and cos(3π/2) = 0, so x can be π/2 or 3π/2.",NET,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 3/5, find cos(x) for 0 < x < π/2", 4/5, 3/4,-4/5, 5/4,A,"Using Pythagorean identity: sin²(x) + cos²(x) = 1, we get cos(x) = √(1 - sin²(x)) = √(1 - (3/5)²) = 4/5",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of tan(π/4 + x) is,(1 + tan(x))/(1 - tan(x)),(1 - tan(x))/(1 + tan(x)),1 + tan(x),1 - tan(x),A,"Using angle sum identity for tangent: tan(A + B) = (tan(A) + tan(B))/(1 - tan(A)tan(B)), tan(π/4 + x) = (1 + tan(x))/(1 - tan(x))",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cosec(x) = 5/3, find sin(x)", 3/5, 5/3, 3/4, 4/5,A,"By definition, cosec(x) = 1/sin(x), so sin(x) = 1/cosec(x) = 1/(5/3) = 3/5",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(2x) is,2sin(x)cos(x),sin(x) + cos(x),sin(x) - cos(x),sin(x)cos(x),A,Using double angle identity for sine: sin(2x) = 2sin(x)cos(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = 1/2, find cot(x)", 1/2,2,1,-2,B,"By definition, cot(x) = 1/tan(x), so cot(x) = 1/(1/2) = 2",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(2x) is,cos²(x) - sin²(x),sin²(x) - cos²(x),cos(x) + sin(x),cos(x) - sin(x),A,Using double angle identity for cosine: cos(2x) = cos²(x) - sin²(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 1/2, find x for 0 < x < π/2",π/6,π/4,π/3,π/2,A,"Using known values of sine function, sin(π/6) = 1/2, so x = π/6",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sec²(x) - tan²(x) is,1,-1,0,2,A,Using Pythagorean identity: sec²(x) - tan²(x) = 1,ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = -1/2, find x for π < x < 3π/2",2π/3,3π/4,4π/3,5π/4,C,"Using known values of cosine function, cos(2π/3) = -1/2, but 2π/3 is not in given range, so x = 2π - 2π/3 = 4π/3",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(π - x) is,sin(x),-sin(x),cos(x),-cos(x),A,Using sine function's property: sin(π - x) = sin(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cot(x) = 3/4, find tan(x)", 4/3, 3/4, 4/5, 5/4,A,"By definition, cot(x) = 1/tan(x), so tan(x) = 1/cot(x) = 1/(3/4) = 4/3",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(-x) is,cos(x),-cos(x),sin(x),-sin(x),A,Using cosine function's property: cos(-x) = cos(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 2/3, find cosec(x)", 3/2, 2/3, 1/2, 3/4,A,"By definition, cosec(x) = 1/sin(x), so cosec(x) = 1/(2/3) = 3/2",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of tan(x + π) is,tan(x),-tan(x),1/tan(x),-1/tan(x),A,Using tangent function's property: tan(x + π) = tan(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sec(x) = 2, find cos(x)", 1/2,2,1,-1/2,A,"By definition, sec(x) = 1/cos(x), so cos(x) = 1/sec(x) = 1/2",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(x + π/2) is,cos(x),-cos(x),sin(x),-sin(x),A,Using angle sum identity for sine: sin(x + π/2) = cos(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cos(x) = 4/5, find sin(x) for 0 < x < π/2", 3/5, 4/5, 3/4, 1/2,A,"Using Pythagorean identity: sin²(x) + cos²(x) = 1, we get sin(x) = √(1 - cos²(x)) = √(1 - (4/5)²) = 3/5",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(π - x) is,-cos(x),cos(x),sin(x),-sin(x),A,Using cosine function's property: cos(π - x) = -cos(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If tan(x) = 3/4, find cot(x)", 4/3, 3/4, 5/4, 4/5,A,"By definition, cot(x) = 1/tan(x), so cot(x) = 1/(3/4) = 4/3",ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of sin(3π/2 - x) is,-cos(x),cos(x),sin(x),-sin(x),A,Using sine function's property and co-terminal angle: sin(3π/2 - x) = -cos(x),ECAT,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(x) = 3/5, find cos(x) given that x is in the first quadrant.", 4/5,-4/5, 3/4,-3/4,A,"Using the identity sin²(x) + cos²(x) = 1, we find cos(x) = √(1 - sin²(x)) = √(1 - (3/5)²) = 4/5.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of tan(45° + θ) is,(1 + tan(θ)) / (1 - tan(θ)),(1 - tan(θ)) / (1 + tan(θ)),1 + tan(θ),1 - tan(θ),A,"Using the angle sum identity for tangent: tan(A + B) = (tan(A) + tan(B)) / (1 - tan(A)tan(B)), with tan(45°) = 1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If cosec(x) = 5/3, find the value of sin(x).", 3/5, 5/3,-3/5,-5/3,A,"Since cosec(x) = 1 / sin(x), we have sin(x) = 1 / cosec(x) = 3/5.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The expression sin(2x) / (1 + cos(2x)) is equivalent to,tan(x),cot(x),sin(x),cos(x),A,"Using the double angle identities, sin(2x) = 2sin(x)cos(x) and 1 + cos(2x) = 2cos²(x), simplifying yields tan(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
"If sin(θ) = 1/2, find θ in the range 0 to 2π.","π/6, 5π/6","π/3, 2π/3","π/4, 3π/4","π/2, 3π/2",A,"Using the unit circle or trigonometric properties, the angles where sin(θ) = 1/2 are π/6 and 5π/6.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
The value of cos(2x) given that cos(x) = 3/5 is, 7/25,-7/25, 18/25,-18/25,A,"Using the double angle formula cos(2x) = 2cos²(x) - 1, we substitute cos(x) = 3/5 to get 2(3/5)² - 1 = 7/25.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
Simplify the expression (sin(x) + cos(x))².,1 + sin(2x),1 - sin(2x),1 + cos(2x),1 - cos(2x),A,Expanding (sin(x) + cos(x))² gives sin²(x) + 2sin(x)cos(x) + cos²(x) = 1 + sin(2x) using the identity sin(2x) = 2sin(x)cos(x).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Fundamentals of Trigonometry
