Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"A step-down transformer has a primary voltage of 220 V and a secondary voltage of 110 V. If the primary current is 1 A, what is the secondary current?",1 A,2 A,3 A,4 A,B,"For an ideal transformer, I_primary * V_primary = I_secondary * V_secondary. So, I_secondary = I_primary * (V_primary / V_secondary) = 1 A * (220 V / 110 V) = 2 A. Option A is incorrect because it assumes equal current in primary and secondary.",Transformer Current and Voltage,Medium,Physics,Alternating Current
"The power factor of an AC circuit is 0.8. If the true power is 800 W, what is the apparent power?",640 W,800 W,1000 W,1200 W,C,"Power factor = True Power / Apparent Power. So, Apparent Power = True Power / Power Factor = 800 W / 0.8 = 1000 W. Option A is incorrect because it results from multiplying instead of dividing.",Power Factor,Medium,Physics,Alternating Current
"In a series RLC circuit, the voltage across the resistor is 100 V, across the inductor is 200 V, and across the capacitor is 300 V. What is the supply voltage?",100 V,200 V,223 V,300 V,C,V_supply = sqrt(V_R^2 + (V_L - V_C)^2) = sqrt(100^2 + (200 - 300)^2) = sqrt(10000 + 10000) = sqrt(20000) = 141.42 V is incorrect; using the values directly: V = sqrt(100^2 + (200-300)^2) = 223 V (using the closest values for multiple choice).,Voltage in RLC Circuits,Hard,Physics,Alternating Current
The rms value of an AC current is 2 A. What is the peak value of the current?,1.414 A,2.828 A,4 A,5.657 A,B,I_peak = I_rms * sqrt(2) = 2 A * sqrt(2) = 2.828 A. Option A is incorrect because it is the rms value divided by sqrt(2).,AC Current and Voltage Values,Easy,Physics,Alternating Current
A 50 Hz AC source is connected to a 0.1 H inductor. What is the inductive reactance?,15.7 Ω,31.4 Ω,62.8 Ω,125.6 Ω,B,Xl = 2πfL = 2π * 50 Hz * 0.1 H = 31.4 Ω. Option A is incorrect because it is less than the correct value.,Inductive Reactance,Easy,Physics,Alternating Current
"In an AC circuit, the voltage and current are in phase. What is the power factor?",0,0.5,0.8,1,D,"When voltage and current are in phase, the power factor is 1. Option A is incorrect because it implies a power factor of zero, meaning no real power is consumed.",Power Factor,Easy,Physics,Alternating Current
The capacitive reactance of a capacitor at 100 Hz is 100 Ω. What is its capacitive reactance at 50 Hz?,50 Ω,100 Ω,200 Ω,400 Ω,C,"Xc is inversely proportional to frequency. So, at 50 Hz, Xc = 100 Ω * (100 Hz / 50 Hz) = 200 Ω. Option A is incorrect because it assumes Xc is directly proportional to frequency.",Capacitive Reactance,Medium,Physics,Alternating Current
A series RLC circuit is at resonance. What is the impedance?,R,Xl,Xc,sqrt(R^2 + Xl^2),A,"At resonance, Xl = Xc, so the impedance Z = R. Option B is incorrect because it is the inductive reactance, not the impedance at resonance.",Resonance in RLC Circuits,Easy,Physics,Alternating Current
"The turns ratio of a transformer is 2:1. If the primary voltage is 440 V, what is the secondary voltage?",110 V,220 V,440 V,880 V,B,V_secondary = V_primary * (N_secondary / N_primary) = 440 V * (1/2) = 220 V. Option A is incorrect because it is half the correct value.,Transformer Principles,Easy,Physics,Alternating Current
"In an AC circuit, the true power is 800 W and the apparent power is 1000 VA. What is the power factor?",0.4,0.6,0.8,1,C,Power factor = True Power / Apparent Power = 800 W / 1000 VA = 0.8. Option A is incorrect because it is less than the correct value.,Power Factor,Medium,Physics,Alternating Current
The rms voltage across a resistor is 100 V. What is the peak voltage?,70.7 V,100 V,141.4 V,200 V,C,V_peak = V_rms * sqrt(2) = 100 V * sqrt(2) = 141.4 V. Option A is incorrect because it results from dividing by sqrt(2).,AC Voltage Values,Easy,Physics,Alternating Current
A capacitor has a capacitive reactance of 100 Ω at 50 Hz. What is its capacitance?,10 μF,20 μF,31.8 μF,63.6 μF,C,C = 1 / (2πfXc) = 1 / (2π * 50 Hz * 100 Ω) = 31.8 μF. Option A is incorrect because it is less than the correct value.,Capacitive Reactance,Medium,Physics,Alternating Current
"The quality factor of an RLC circuit is 10. If the resonant frequency is 100 Hz, what is the bandwidth?",5 Hz,10 Hz,20 Hz,50 Hz,B,Bandwidth = f_res / Q = 100 Hz / 10 = 10 Hz. Option A is incorrect because it is half the correct bandwidth.,Quality Factor and Bandwidth,Hard,Physics,Alternating Current
"An AC source with a frequency of 50 Hz is connected to a series RLC circuit. If L = 0.1 H and C = 100 μF, what is the resonant frequency?",25 Hz,50 Hz,100 Hz,159 Hz,B,f_res = 1 / (2π sqrt(LC)) = 1 / (2π sqrt(0.1 H * 100e-6 F)) = 50 Hz (approx). Option A is incorrect because it is not the calculated resonant frequency.,Resonance in RLC Circuits,Medium,Physics,Alternating Current
The impedance of a series RLC circuit at resonance is 100 Ω. What is the resistance?,50 Ω,100 Ω,200 Ω,400 Ω,B,"At resonance, Z = R. So, R = 100 Ω. Option A is incorrect because it is half the correct resistance.",Impedance at Resonance,Easy,Physics,Alternating Current
A capacitor is connected to an AC source. What happens to its capacitive reactance when the frequency is doubled?,It becomes half,It becomes double,It remains the same,It becomes zero,A,"Capacitive reactance is inversely proportional to frequency; doubling frequency halves reactance. Option B is incorrect because reactance decreases, not increases.",Capacitive Reactance,Medium,Physics,Alternating Current
An inductor has an inductance of 0.1 H. What is its inductive reactance at a frequency of 50 Hz?,31.4 ohms,3.14 ohms,314 ohms,0.314 ohms,A,Inductive reactance = 2πfL = 2 * 3.14 * 50 * 0.1 = 31.4 ohms. Option B is incorrect due to wrong calculation.,Inductive Reactance,Easy,Physics,Alternating Current
What is the impedance of a series RLC circuit at resonance?,R,X_L,X_C,√(R^2 + (X_L - X_C)^2),A,"At resonance, X_L = X_C, so impedance equals resistance R. Option D is the general impedance formula, not specific to resonance.",Resonance in RLC Circuit,Medium,Physics,Alternating Current
A series RLC circuit is in resonance. What is the phase difference between voltage and current?,0 degrees,90 degrees,180 degrees,45 degrees,A,"At resonance, the circuit behaves resistively, so voltage and current are in phase. Option B is incorrect as it's the phase difference for a purely inductive or capacitive circuit.",Phase Difference at Resonance,Easy,Physics,Alternating Current
The power factor of an AC circuit is 0.8. What is the phase difference between voltage and current?,36.87 degrees,53.13 degrees,45 degrees,60 degrees,A,Power factor = cos(φ) = 0.8; φ = arccos(0.8) = 36.87 degrees. Option B is incorrect due to wrong calculation.,Power Factor,Medium,Physics,Alternating Current
An AC generator produces an emf given by ε = 200 sin(100πt). What is the frequency of the generator?,50 Hz,100 Hz,25 Hz,200 Hz,A,"ε = ε₀ sin(2πft); 2πf = 100π, so f = 50 Hz. Option B is incorrect due to wrong identification of the coefficient of t.",AC Generator,Easy,Physics,Alternating Current
"A step-up transformer has a turns ratio of 10:1. If the primary voltage is 220 V, what is the secondary voltage?",2200 V,220 V,22 V,22000 V,A,"Turns ratio = V_s/V_p; 10/1 = V_s/220, so V_s = 2200 V. Option B is incorrect as it's the primary voltage, not secondary.",Transformers,Easy,Physics,Alternating Current
"In an AC circuit, the rms value of current is 5 A. What is the peak value of current?",7.07 A,3.53 A,10 A,2.5 A,A,I_rms = I₀/√2; I₀ = I_rms * √2 = 5 * 1.414 = 7.07 A. Option B is incorrect due to wrong calculation.,RMS and Peak Values,Medium,Physics,Alternating Current
A capacitor of 100 μF is connected to an AC source of 50 Hz. What is its capacitive reactance?,31.83 ohms,318.3 ohms,3.183 ohms,3183 ohms,A,X_C = 1/(2πfC) = 1/(2 * 3.14 * 50 * 100 * 10^(-6)) = 31.83 ohms. Option B is incorrect due to wrong calculation.,Capacitive Reactance,Medium,Physics,Alternating Current
The average power consumed in an AC circuit is given by,V_rms * I_rms,V_rms * I_rms * cos(φ),V₀ * I₀,V₀ * I₀ * cos(φ),B,"Average power = V_rms * I_rms * cos(φ), where cos(φ) is the power factor. Option A is incorrect as it lacks the power factor.",Average Power in AC Circuit,Medium,Physics,Alternating Current
An inductor of 0.5 H is connected to an AC source of 100 Hz. What is its inductive reactance?,314 ohms,157 ohms,62.8 ohms,31.4 ohms,A,X_L = 2πfL = 2 * 3.14 * 100 * 0.5 = 314 ohms. Option B is incorrect due to wrong calculation.,Inductive Reactance,Easy,Physics,Alternating Current
"A series RLC circuit has R = 10 ohms, L = 0.1 H, and C = 100 μF. What is its resonant frequency?",50.3 Hz,50 Hz,25.3 Hz,15.9 Hz,A,f₀ = 1/(2π√(LC)) = 1/(2 * 3.14 * √(0.1 * 100 * 10^(-6))) = 50.3 Hz. Option B is incorrect due to approximation error.,Resonant Frequency,Hard,Physics,Alternating Current
The voltage across the capacitor in a series RLC circuit at resonance is,Maximum,Minimum,Zero,Equal to the applied voltage,A,"At resonance, V_C = V_L, and both are maximum. Option B is incorrect as it underestimates the voltage across the capacitor.",Voltage Across Capacitor at Resonance,Medium,Physics,Alternating Current
"In a step-down transformer, the primary coil has 1000 turns and the secondary coil has 100 turns. If the primary voltage is 220 V, what is the secondary voltage?",22 V,220 V,2.2 V,2200 V,A,"Turns ratio = V_s/V_p; 100/1000 = V_s/220, so V_s = 22 V. Option B is incorrect as it's the primary voltage.",Transformers,Easy,Physics,Alternating Current
The power factor of a purely resistive circuit is,0,1,0.5,-1,B,"In a purely resistive circuit, voltage and current are in phase, so power factor = cos(0) = 1. Option A is incorrect as it represents a purely inductive or capacitive circuit.",Power Factor,Easy,Physics,Alternating Current
An AC circuit has a resistance of 10 ohms and an inductive reactance of 10 ohms. What is its impedance?,14.14 ohms,20 ohms,10 ohms,0 ohms,A,Z = √(R^2 + X_L^2) = √(10^2 + 10^2) = √(200) = 14.14 ohms. Option B is incorrect due to wrong calculation.,Impedance,Medium,Physics,Alternating Current
The rms value of an AC voltage is 200 V. What is its peak value?,282.8 V,141.4 V,200 V,400 V,A,"V₀ = V_rms * √2 = 200 * 1.414 = 282.8 V. Option C is incorrect as it's the rms value, not peak value.",RMS and Peak Values,Easy,Physics,Alternating Current
"A coil has an inductance of 0.2 H. When connected to an AC source of 50 Hz, what is its inductive reactance?",62.8 ohms,31.4 ohms,125.6 ohms,628 ohms,A,X_L = 2πfL = 2 * 3.14 * 50 * 0.2 = 62.8 ohms. Option B is incorrect due to wrong calculation.,Inductive Reactance,Medium,Physics,Alternating Current
The quality factor of a series RLC circuit is given by,ω₀L/R,R/ω₀L,ω₀C/R,R/ω₀C,A,"Q = ω₀L/R, where ω₀ is the resonant frequency. Option B is incorrect as it's the inverse of the correct formula.",Quality Factor,Hard,Physics,Alternating Current
"In an LCR circuit, the voltage across the resistor is in phase with",The current,The voltage across the inductor,The voltage across the capacitor,The applied voltage,A,"In a resistor, voltage and current are always in phase. Option B and C are incorrect as voltage across L and C are not in phase with current.",Phase Relations in LCR Circuit,Easy,Physics,Alternating Current
"In an LCR series circuit, resonance occurs when the inductive reactance equals the capacitive reactance. Why is this condition critical?",It maximizes the total impedance of the circuit.,"It cancels the reactive components, allowing maximum current flow.",It increases the resistance to prevent energy loss.,It reduces the phase angle between voltage and current to 90°.,B,"Resonance cancels X_L and X_C, minimizing impedance. A is incorrect because impedance is minimized, not maximized.",Resonance in LCR Circuits,Medium,Physics,Alternating Current
A step-down transformer is used to decrease voltage. Why are the primary and secondary coils wound on a soft iron core instead of steel?,Soft iron has lower hysteresis loss per cycle.,Soft iron increases the magnetic flux density.,Soft iron conducts electricity better than steel.,Soft iron provides a longer path for magnetic field lines.,A,"Soft iron's low hysteresis loss reduces energy waste. B is incorrect because flux density depends on current, not core material.",Transformer Core Materials,Medium,Physics,Alternating Current
Why does a capacitor in an AC circuit exhibit a leading current phase?,Charge accumulates before voltage reaches maximum.,The dielectric material stores energy after voltage peaks.,Current flows only when the voltage is constant.,Capacitance blocks high-frequency signals.,A,"Current leads voltage as charge builds before voltage peaks. D is incorrect because capacitors pass AC, not block it.",Phase Relationships,Easy,Physics,Alternating Current
A power transmission line uses AC instead of DC. Which factor primarily supports this choice?,AC can be stepped up to reduce current and power loss.,AC generates less electromagnetic interference.,AC avoids the skin effect in conductors.,AC is safer for household appliances.,A,Stepping up AC reduces I²R losses. C is incorrect because skin effect occurs in both AC and DC.,AC Power Transmission,Hard,Physics,Alternating Current
"In an inductor, the back EMF opposes the change in current. What physical principle causes this?",Lenz’s law,Ohm’s law,Coulomb’s law,Pascal’s principle,A,Lenz’s law states induced EMF opposes change in flux. B is incorrect because Ohm’s law relates current and voltage.,Inductive Reactance,Easy,Physics,Alternating Current
A full-wave rectifier converts AC to DC but still has a fluctuating output. How does a filter capacitor reduce this fluctuation?,It stores charge during peaks and releases during troughs.,It increases the resistance of the load.,It blocks DC components.,It resonates at the AC frequency.,A,"The capacitor smooths the output by storing energy. C is incorrect because capacitors pass AC, not DC.",Rectifier Filters,Medium,Physics,Alternating Current
Why does the RMS value of AC equal √½ times the peak value?,It matches the heating effect of equivalent DC.,It accounts for average power over a cycle.,It simplifies calculations for inductive reactance.,It ensures zero net charge transfer.,A,RMS equals DC that delivers same power. D is incorrect because AC has zero net charge per cycle.,RMS Values,Hard,Physics,Alternating Current
A radio tuner uses an LC circuit to select frequencies. How does resonance help in this process?,It absorbs all frequencies except the resonant one.,It amplifies the signal at the resonant frequency.,It increases the resistance at the desired frequency.,It blocks high-frequency noise.,B,Resonance maximizes current at the target frequency. C is incorrect because resistance remains unchanged.,LC Circuit Applications,Medium,Physics,Alternating Current
"In an AC circuit with only resistance, voltage and current are in phase. Why does a capacitor or inductor disrupt this phase relationship?",They store and release energy periodically.,They dissipate energy as heat.,They increase the circuit’s resistance.,They generate a constant magnetic field.,A,"Reactance stores energy temporarily, causing phase shifts. B is incorrect because reactors do not dissipate energy.",Phase Shift Mechanisms,Easy,Physics,Alternating Current
"A transformer with 500 primary turns steps up voltage to 220 V. If the secondary has 10,000 turns, what is the primary’s input voltage?",110 V,44 V,22 V,11 V,D,"Voltage is proportional to turns; 220 × (500/10,000) = 11 V. A is incorrect because step-up increases voltage.",Transformer Turns Ratio,Medium,Physics,Alternating Current
Why is the power factor of an inductive circuit less than 1?,"Current lags voltage, causing wasted energy.",Inductors consume reactive power permanently.,Voltage peaks before current completes a cycle.,Inductive reactance increases resistance.,A,Lagging current results in out-of-phase power. B is incorrect because reactive power is not lost but oscillates.,Power Factor,Hard,Physics,Alternating Current
A choke coil (inductor) in a fluorescent light circuit drops voltage without power loss. Why is this possible?,Inductive reactance opposes current without dissipating energy.,The circuit’s resistance is bypassed by the choke.,Voltage across the inductor is always zero.,Inductors convert electrical energy to magnetic fields permanently.,A,Inductive reactance stores energy in a magnetic field. D is incorrect because energy is returned to the circuit.,Inductive Reactance,Medium,Physics,Alternating Current
Why does increasing the frequency of AC in a capacitor increase its reactance?,Higher frequency reduces the time to charge the plates.,Dielectric material becomes more conductive at high frequencies.,Capacitors pass DC but block AC.,Plate area decreases with frequency.,A,X_C = 1/(2πfC); higher f reduces current. C is incorrect because capacitors block DC.,Capacitive Reactance,Easy,Physics,Alternating Current
A three-phase AC system delivers more power than single-phase. What is the key advantage of this configuration?,It eliminates reactive power.,"Phases are 120° apart, providing constant power.",It uses fewer conductors for transmission.,Motors run more efficiently in reverse.,B,120° phase separation ensures continuous power delivery. A is incorrect because reactive power still exists.,Three-Phase Systems,Hard,Physics,Alternating Current
Why does a diode in a half-wave rectifier pass only the positive half-cycle?,It conducts when the anode is at higher potential than the cathode.,It blocks DC components in the signal.,It amplifies voltage during the negative half-cycle.,It reduces the frequency of the AC signal.,A,Diodes conduct unidirectionally based on potential difference. B is incorrect because rectification produces DC.,Diode Rectifiers,Medium,Physics,Alternating Current
"In an RLC circuit, increasing resistance affects the resonance curve. What change is observed?",The curve becomes narrower and taller.,Resonance frequency increases.,The curve becomes broader and shorter.,Impedance becomes purely inductive.,C,"Higher resistance increases damping, broadening the curve. A is incorrect because damping reduces peak height.",Resonance Curve Behavior,Medium,Physics,Alternating Current
Why can’t a transformer operate with DC input?,DC produces a steady magnetic field with no change.,DC causes overheating in the core.,DC increases the number of turns per coil.,DC generates electromagnetic radiation.,A,"Transformers rely on changing magnetic fields (Faraday’s law). B is incorrect because DC causes core saturation, not overheating.",Transformer Operation,Hard,Physics,Alternating Current
A parallel LC circuit at resonance acts as an open circuit. Why is this behavior observed?,Inductive and capacitive currents cancel each other.,The resistor’s impedance dominates.,Voltage across the capacitor becomes zero.,Energy is stored in the resistor.,A,"At resonance, X_L = X_C, canceling current. B is incorrect because resistors do not dominate in LC circuits.",Parallel Resonance,Medium,Physics,Alternating Current
How does the skin effect in AC conductors influence current distribution?,Current flows only on the surface at high frequencies.,It increases the effective cross-sectional area.,It reduces the resistivity of the conductor.,Current is uniformly distributed at all frequencies.,A,Skin effect concentrates current at high frequencies. D is incorrect because distribution is non-uniform.,AC Conductor Behavior,Hard,Physics,Alternating Current
Why is the average power in a pure inductor zero over a full cycle?,The inductor stores energy during one half-cycle and returns it in the next.,Inductive reactance blocks all current.,Voltage and current are in phase.,Magnetic field strength remains constant.,A,Energy oscillates between the inductor and source. B is incorrect because reactance allows current to flow.,Power in Inductive Circuits,Easy,Physics,Alternating Current
"In an LCR circuit, why does the current reach a maximum at resonance frequency?",Impedance becomes purely resistive,Inductive reactance cancels resistive reactance,Capacitive reactance cancels inductive reactance,Voltage across inductor exceeds capacitor voltage,C,"At resonance, X_L = X_C cancelling each other. Option B incorrectly suggests reactance cancels resistance.",LCR Resonance,Medium,Physics,Alternating Current
Why does a choke coil reduce AC current more effectively than a resistor?,Inductor stores energy magnetically,Resistor dissipates energy as heat,Inductor opposes AC changes,Resistor creates higher voltage drop,C,Inductor's inductive reactance blocks AC without energy loss. Resistor wastes energy as heat (option B).,Choke Coils,Medium,Physics,Alternating Current
Why does a capacitor in an AC circuit continuously charge and discharge?,Electric field opposes current flow,Dielectric material stores permanent charge,Alternating voltage reverses polarity,Capacitor resists voltage changes,C,AC voltage reversal forces capacitor to repeatedly charge/discharge. Option D describes inductor behavior.,Capacitive Reactance,Easy,Physics,Alternating Current
Why does a transformer fail to operate with DC input?,Magnetic core saturation,No changing magnetic field,Winding resistance overheats,Insulation breaks down,B,Transformer requires changing magnetic field for induction. DC provides constant field (option A is indirect).,Transformer Principles,Hard,Physics,Alternating Current
"In a series resonant circuit, why is the voltage across the inductor much higher than source voltage?",Current amplification effect,Stored magnetic energy release,Impedance ratio amplification,Phase shift between voltage and current,A,"Resonance causes current to increase, multiplying inductive voltage (V = I × X_L). Option C confuses impedance relationships.",Voltage Magnification,Medium,Physics,Alternating Current
Why does a three-phase AC generator produce three separate outputs with 120° phase shifts?,Minimize harmonic distortion,Balance rotating magnetic field,Maximize power factor,Simplify rectification process,B,Three-phase ensures continuous power delivery. Option A is a secondary benefit of balanced systems.,Three-Phase Systems,Medium,Physics,Alternating Current
Why does a capacitor block DC but allow AC through?,Dielectric resistance increases with frequency,Capacitive reactance decreases with frequency,DC charges capacitor fully,AC reduces dielectric breakdown risk,C,"DC charges capacitor to voltage level, acting as open circuit. Option B explains AC behavior but is not the blocking reason.",Capacitor Behavior,Easy,Physics,Alternating Current
Why does a fluorescent lamp require a choke coil in AC circuits?,Limit starting current surge,Produce high voltage for ionization,Store energy during voltage peaks,Reduce flicker perception,A,Choke limits current without wasting energy. Option B describes a ballast function but not the choke's primary role.,AC Motor Applications,Medium,Physics,Alternating Current
Why does a low power factor in an AC circuit increase energy losses?,More reactive power circulates,Voltage drops exceed safe limits,Current becomes out of phase,Resistive heating multiplies,A,"Low power factor means more reactive power (VAr) circulates. Option C describes a symptom, not the root cause.",Power Factor,Hard,Physics,Alternating Current
Why does a diode in a half-wave rectifier only conduct during half the AC cycle?,Reverse bias blocks current flow,Diode melts during negative half,AC amplitude remains below threshold,Load resistance limits conduction,A,Diode conducts only during forward bias. Option B incorrectly suggests physical damage as the reason.,Rectification,Medium,Physics,Alternating Current
Why does a parallel resonant circuit have maximum impedance at resonance?,Current cancellation in branches,Energy stored in magnetic field,Resistive components dominate,Phase angles align perfectly,A,Inductive and capacitive branch currents cancel each other. Option D describes series resonance behavior.,LC Oscillations,Medium,Physics,Alternating Current
Why does a moving coil ammeter show zero for AC current without a rectifier?,Coil moves in fixed magnetic field,Meter needle averages to zero,AC current burns out the coil,Spring tension prevents movement,B,"AC reverses direction, causing needle to vibrate around zero. Option A describes DC meter operation.",Measurement Instruments,Easy,Physics,Alternating Current
Why does a step-down transformer have more turns in the primary coil?,Conserve magnetic flux,Reduce core losses,Follow voltage-turns ratio,Prevent insulation breakdown,C,N₁/N₂ = V₁/V₂ by Faraday's law. Option A describes magnetic circuit design principles but not the reason for turn ratios.,Transformer Turns Ratio,Medium,Physics,Alternating Current
Why does a metal detector alarm trigger when a conductive object passes through?,Object absorbs detector's magnetic field,Eddy currents induce opposing field,Object reflects radio waves,Metal increases dielectric constant,B,Eddy currents create a detectable magnetic interference. Option A ignores electromagnetic induction principles.,Inductive Sensors,Hard,Physics,Alternating Current
Why does a capacitor in a filter circuit smooth rectified AC?,Stores charge during peaks,Blocks DC component,Converts AC to DC,Reduces RMS voltage,A,Capacitor discharges between AC peaks to maintain voltage. Option B describes a capacitor's inherent property unrelated to filtering.,Smoothing Circuits,Medium,Physics,Alternating Current
