Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The Wurtz reaction involves the coupling of,Two alkyl halides,Two alkenes,Two alkynes,Alkyl halide and alkene,A,The Wurtz reaction involves the coupling of two alkyl halides in the presence of sodium to form an alkane.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The dehydrohalogenation of alkyl halides is an example of,Elimination reaction,Substitution reaction,Addition reaction,Rearrangement reaction,A,"Dehydrohalogenation involves the removal of a hydrogen and a halogen atom, characteristic of an elimination reaction.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The order of stability of carbocations is,Tertiary > secondary > primary,Primary > secondary > tertiary,Secondary > primary > tertiary,Tertiary > primary > secondary,A,Tertiary carbocations are more stable due to greater hyperconjugation compared to secondary and primary.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The Baeyer test is used to detect,Alkanes,Alkenes,Alkynes,Aromatic hydrocarbons,B,"The Baeyer test involves the reaction of alkenes with cold, dilute KMnO4, decolorizing the purple solution.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
"The reaction of 1,3-butadiene with HBr gives","1,2-addition product","1,4-addition product",Both A and B,None of these,C,"1,3-butadiene reacts with HBr to give both 1,2 and 1,4-addition products due to the resonance-stabilized intermediate.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The compound that will not give a positive Baeyer test is,1-butene,2-butene,Benzene,Cyclohexene,C,"Benzene does not react with cold, dilute KMnO4 due to its stability and lack of a reactive double bond.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The most reactive hydrocarbon towards electrophilic substitution is,Benzene,Toluene,Chlorobenzene,Nitrobenzene,B,"Toluene is more reactive than benzene due to the electron-donating effect of the methyl group, which activates the ring.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product of the reaction of 1-butene with HBr?,1-bromobutane,2-bromobutane,"1,2-dibromobutane",2-butanol,B,"Following Markovnikov's rule, HBr adds to 1-butene to form 2-bromobutane due to the more stable secondary carbocation intermediate.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The number of possible monochloro derivatives of propane is,1,2,3,4,B,"Propane can be chlorinated at two different positions, giving 1-chloropropane and 2-chloropropane, hence 2 monochloro derivatives.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with Cl2 in the presence of FeCl3 gives,chlorobenzene,benzyl chloride,"1,2-dichlorobenzene","1,4-dichlorobenzene",A,"Electrophilic aromatic substitution reaction occurs, where Cl2 reacts with FeCl3 to form Cl+, which substitutes a hydrogen on benzene to form chlorobenzene.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The compound that decolorizes alkaline KMnO4 is,C2H6,C2H4,C2H2,C6H6,B,"Alkenes decolorize alkaline KMnO4 due to the addition reaction, so C2H4 (ethene) is the correct answer.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The major product of the nitration of toluene is,o-nitrotoluene,m-nitrotoluene,p-nitrotoluene,both A and C,D,"The methyl group on toluene is an ortho-para director, so the major products are o-nitrotoluene and p-nitrotoluene.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of 2-butyne with H2 in the presence of Lindlar catalyst gives,butane,1-butene,cis-2-butene,trans-2-butene,C,"Lindlar catalyst facilitates the partial hydrogenation of alkynes to form cis-alkenes, so 2-butyne gives cis-2-butene.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The number of σ and π bonds in ethyne are,"2σ, 2π","2σ, 3π","3σ, 2π","1σ, 2π",C,"Ethyne (C2H2) has 2 C-H σ bonds and 1 C-C σ bond, and 2 C-C π bonds, totaling 3σ and 2π bonds.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The compound with the highest boiling point among the following is,CH4,C2H6,C3H8,C4H10,D,"Boiling point increases with molecular weight and surface area, so C4H10 (butane) has the highest boiling point among the given alkanes.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of benzene with CH3Cl in the presence of AlCl3 is,toluene,ethylbenzene,chlorobenzene,benzyl chloride,A,"Friedel-Crafts alkylation occurs, where benzene reacts with CH3Cl in the presence of AlCl3 to form toluene.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The alkene that gives the same product on reaction with HBr in the presence or absence of peroxide is,1-butene,2-butene,isobutene,propene,B,2-butene gives the same product (2-bromobutane) whether HBr adds via Markovnikov or anti-Markovnikov rule due to the symmetry of the alkene.,ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The hybridization of carbon atoms in ethene is,sp,sp²,sp³,dsp²,B,"In ethene, each carbon is sp² hybridized, forming 3σ bonds and 1π bond.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of 1-propanol with alkaline KMnO4 gives,propanal,propanoic acid,propene,1-propanol remains unchanged,B,"Primary alcohols are oxidized to carboxylic acids by alkaline KMnO4, so 1-propanol is oxidized to propanoic acid.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The number of isomers of C5H12 is,2,3,4,5,B,"C5H12 (pentane) has 3 structural isomers: n-pentane, isopentane, and neopentane.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of benzene with Br2 in the presence of FeBr3 is,bromobenzene,"1,2-dibromobenzene","1,4-dibromobenzene",hexabromobenzene,A,"Electrophilic aromatic substitution occurs, where Br2 reacts with FeBr3 to form Br+, which substitutes a hydrogen on benzene to form bromobenzene.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The compound that reacts with NaNH2 to form a salt is,C2H6,C2H4,C2H2,C6H6,C,"Terminal alkynes react with NaNH2 to form alkynides, so C2H2 (ethyne) reacts to form a salt.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the ozonolysis of 2-butene is,acetaldehyde,acetone,formaldehyde,both A and B,D,"Ozonolysis of 2-butene gives 2 molecules of acetaldehyde, so the correct answer involves acetaldehyde.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The major product of the reaction of 2-methylpropene with HCl is,2-chloro-2-methylpropane,1-chloro-2-methylpropane,2-methylpropane,1-chloropropane,A,"Following Markovnikov's rule, HCl adds to 2-methylpropene to form 2-chloro-2-methylpropane due to the more stable tertiary carbocation.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The compound that undergoes electrophilic substitution most easily is,benzene,toluene,chlorobenzene,nitrobenzene,B,"Toluene is more reactive than benzene due to the electron-donating effect of the methyl group, making it more susceptible to electrophilic substitution.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The number of possible alkynes with the molecular formula C5H8 is,2,3,4,5,B,"C5H8 can form 3 different alkynes: 1-pentyne, 2-pentyne, and 3-methyl-1-butyne.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of cyclohexene with Br2 is,"1,2-dibromocyclohexane",1-bromocyclohexane,cyclohexane,bromocyclohexane,A,"Br2 adds to cyclohexene via an electrophilic addition reaction to form 1,2-dibromocyclohexane.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
Which of the following alkanes has the highest boiling point?,n-pentane,n-hexane,2-methylpentane,"2,2-dimethylbutane",B,Boiling point increases with molecular weight; n-hexane has the highest molecular weight among the options.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
What is the major product of the reaction of benzene with CH₃Cl/AlCl₃?,Toluene,Chlorobenzene,Benzene,Aniline,A,"Friedel-Crafts alkylation occurs, adding a methyl group to benzene to form toluene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of 2-butyne with H₂/Pd/BaSO₄ is an example of,Hydrogenation,Dehydrogenation,Halogenation,Hydrohalogenation,A,"The reaction is a hydrogenation reaction, reducing the alkyne to an alkene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product of the ozonolysis of 2-pentene?,Acetaldehyde and propanal,Acetone and acetaldehyde,Propanal and formaldehyde,Butanal and formaldehyde,A,"Ozonolysis cleaves the alkene, forming acetaldehyde and propanal.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The most stable carbocation is,Methyl,Primary,Secondary,Tertiary,D,Tertiary carbocations are most stable due to hyperconjugation and inductive effects.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of an alkene with KMnO₄ is an example of,Oxidation,Reduction,Halogenation,Hydrogenation,A,KMnO₄ oxidizes alkenes to form diols or cleaved products.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product of the reaction of cyclohexene with HBr?,Bromocyclohexane,"1,2-dibromocyclohexane",Cyclohexane,Cyclohexanol,A,"HBr adds to the alkene, forming bromocyclohexane via Markovnikov's rule.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The degree of unsaturation of C₆H₁₀ is,1,2,3,4,B,Degree of unsaturation = (2C + 2 + N - H - X)/2 = (12 + 2 - 10)/2 = 2.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
Which of the following is an example of an electrophilic addition reaction?,Reaction of benzene with Cl₂/AlCl₃,Reaction of ethene with HBr,Reaction of propene with H₂O/H⁺,All of the above,D,All listed reactions involve electrophilic addition.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
"The product of the reaction of 1,3-butadiene with HCl is",3-chloro-1-butene,1-chloro-2-butene,"1,2-dichlorobutane","1,4-dichlorobutane",A,"1,3-butadiene reacts with HCl via 1,4-addition or 1,2-addition; 3-chloro-1-butene is a major product.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of an alkyne with Na/NH₃ is an example of,Reduction,Oxidation,Halogenation,Hydrogenation,A,The reaction reduces the alkyne to a trans-alkene.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product of the reaction of toluene with KMnO₄?,Benzoic acid,Benzaldehyde,Toluene,Benzene,A,KMnO₄ oxidizes the methyl group of toluene to form benzoic acid.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The most reactive alkene towards electrophilic addition is,Ethene,Propene,1-butene,2-methylpropene,D,2-methylpropene is most reactive due to the stability of the tertiary carbocation formed.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product of the reaction of 2-butene with O₃ followed by Zn/H₂O?,Acetaldehyde,Acetone,Propanal,Butanal,B,Ozonolysis followed by Zn/H₂O cleaves 2-butene to form acetone.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with HNO₃/H₂SO₄ is an example of,Nitration,Halogenation,Alkylation,Acylation,A,"The reaction is a nitration reaction, introducing a nitro group to benzene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of cyclopentene with H₂/Pt is,Cyclopentane,Cyclopentene,Cyclopentanol,Cyclopentanone,A,Hydrogenation of cyclopentene forms cyclopentane.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
What is the major product of the reaction of 1-butyne with HCl?,1-chloro-1-butene,2-chloro-1-butene,"1,1-dichlorobutane","1,2-dichlorobutane",A,"Markovnikov's rule applies, forming 1-chloro-1-butene as the major product.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of an alkene with H₂O/H⁺ is an example of,Hydration,Dehydration,Hydrogenation,Halogenation,A,"The reaction is a hydration reaction, adding H₂O across the double bond.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
The degree of unsaturation of C₈H₁₄ is,1,2,3,4,A,"Degree of unsaturation = (2*8 + 2 - 14)/2 = 2; however, given the molecular formula, it is 1 for a simple alkene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Hydrocarbons
Which type of hydrocarbon is most likely to decolorize bromine water?,Alkane,Alkene,Alkyne,Arene,B,"Alkenes react with bromine water, leading to decolorization due to addition reaction across the double bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The general formula for alkynes is?,CnH2n+2,CnH2n,CnH2n-2,CnHn,C,"Alkynes have the general formula CnH2n-2, indicating two hydrogen atoms less than alkenes due to an additional triple bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product when ethene reacts with HCl?,Chloroethane,Dichloroethane,Chloroethene,Dichloroethene,A,"Ethene reacts with HCl through an electrophilic addition reaction, producing chloroethane.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
Which of the following is an example of an aromatic hydrocarbon?,Cyclohexane,Benzene,Cyclohexene,Hexane,B,"Benzene is a planar, ring-shaped molecule with alternating double bonds, fitting the criteria for aromatic hydrocarbons.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of an alkene with KMnO4 results in?,Addition of hydroxyl groups,Oxidative cleavage,No reaction,Substitution,A,"Alkenes react with cold, dilute KMnO4, resulting in the addition of hydroxyl groups across the double bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
What is the major product of the nitration of benzene?,Nitrobenzene,Dinitrobenzene,Trinitrobenzene,Toluene,A,"The nitration of benzene involves the substitution of a hydrogen atom with a nitro group, forming nitrobenzene.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The process of converting alkanes into alkyl halides is known as?,Halogenation,Hydrogenation,Dehydrogenation,Alkylation,A,"Halogenation involves the substitution of a hydrogen atom in an alkane with a halogen atom, forming alkyl halides.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
Which hydrocarbon is most likely to undergo an addition reaction?,Alkane,Alkene,Alkyne,Both B and C,D,Both alkenes and alkynes are unsaturated and can undergo addition reactions due to the presence of multiple bonds.,LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with fuming sulfuric acid results in?,Sulfonation,Nitration,Halogenation,Alkylation,A,"Fuming sulfuric acid is used for the sulfonation of benzene, introducing a sulfonic acid group onto the ring.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
What is the byproduct when an alkane is converted into an alkyl halide?,H2,HCl,HBr,HX,D,"The halogenation reaction of alkanes produces alkyl halides and HX as a byproduct, where X is the halogen used.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The stability of alkenes is influenced by?,The number of alkyl groups attached to the double bond,The number of hydrogen atoms attached to the double bond,The presence of halogens,The presence of aromatic rings,A,The stability of alkenes increases with the number of alkyl groups attached to the double bond due to hyperconjugation.,LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The hydrogenation of an alkyne results in?,An alkene,An alkane,Both A and B,No reaction,C,The hydrogenation of an alkyne can result in either an alkene (partial hydrogenation) or an alkane (complete hydrogenation).,LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
Benzene is?,Saturated,Unsaturated,Both saturated and unsaturated,Neither saturated nor unsaturated,B,Benzene is considered unsaturated due to the presence of alternating double bonds in its ring structure.,LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The ozonolysis of an alkene results in?,The formation of an alkane,The cleavage of the double bond,The formation of an alkyne,No reaction,B,"Ozonolysis involves the cleavage of the double bond in an alkene, resulting in the formation of carbonyl compounds.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
What is the product of the combustion of methane?,CO + H2O,CO2 + H2O,CO + H2,C + H2O,B,The complete combustion of methane (CH4) produces CO2 and H2O as products.,LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of an alkene with HBr results in?,An alkyl halide,An alkane,An alkyne,No reaction,A,"The reaction of an alkene with HBr is an electrophilic addition, resulting in the formation of an alkyl halide.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The alkylation of benzene involves?,The introduction of an alkyl group,The substitution of a hydrogen atom with a halogen,The addition of a hydroxyl group,The removal of a hydrogen atom,A,"Alkylation involves the introduction of an alkyl group onto the benzene ring, typically through a Friedel-Crafts reaction.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The treatment of an alkyne with sodium in liquid ammonia results in?,A trans-alkene,A cis-alkene,An alkane,No reaction,A,The reduction of an alkyne with sodium in liquid ammonia results in the formation of a trans-alkene.,LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The polymerization of ethene results in?,Polyethene,Polypropene,Polybutene,Polyisoprene,A,"The polymerization of ethene molecules results in the formation of polyethene, a type of plastic.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with CH3Cl in the presence of AlCl3 is an example of?,Friedel-Crafts alkylation,Friedel-Crafts acylation,Nitration,Halogenation,A,"The reaction is a Friedel-Crafts alkylation, where an alkyl group is introduced onto the benzene ring.",LUMS_SAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of 1-butene with HBr gives mainly,1-bromobutane,2-bromobutane,"1,2-dibromobutane",1-butanol,B,"Markovnikov's rule: HBr adds to more substituted carbon, forming 2-bromobutane.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The number of possible monochloro derivatives of 2-methylpropane is,1,2,3,4,B,"2-methylpropane has 2 types of H, leading to 2 monochloro derivatives.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The IUPAC name of CH₃CH=CHCH₂CH₃ is,Pent-2-ene,Pent-3-ene,2-Pentene,3-Pentene,A,Longest chain with double bond is pent-2-ene.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The geometry around the double bond in ethene is,Tetrahedral,Trigonal planar,Linear,Pyramidal,B,sp² hybridization results in trigonal planar geometry.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
Which of the following has the highest boiling point?,n-Pentane,n-Hexane,"2,2-Dimethylbutane",2-Methylpentane,B,Higher molecular weight and surface area increase boiling point.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of 1-propyne with 1 mole of HCl is,1-Chloropropene,2-Chloropropene,"1,1-Dichloropropane","1,2-Dichloropropane",B,"Markovnikov's rule applies, forming 2-chloropropene.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with Cl₂ in the presence of AlCl₃ gives,Chlorobenzene,Dichlorobenzene,Hexachlorobenzene,Benzene hexachloride,A,Electrophilic aromatic substitution results in chlorobenzene.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
"The number of π bonds in 1,3-butadiene is",1,2,3,4,B,Two double bonds result in 2 π bonds.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The major product of the dehydration of 2-methyl-2-butanol is,2-Methyl-1-butene,2-Methyl-2-butene,3-Methyl-1-butene,3-Methyl-2-butene,B,Zaitsev's rule: more substituted alkene is formed.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The hybridization of carbon atoms in ethyne is,sp,sp²,sp³,dsp²,A,Triple bond results in sp hybridization.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
"The reaction of alkene with cold, dilute KMnO₄ is called",Oxidative cleavage,Hydroxylation,Halogenation,Hydrogenation,B,"Cold, dilute KMnO₄ results in syn-hydroxylation.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of cyclohexene with ozone followed by Zn/H₂O is,Cyclohexane,Cyclohexanol,Adipaldehyde,Cyclohexanone,C,"Ozonolysis results in cleavage of double bond, forming adipaldehyde.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The number of possible alkynes with molecular formula C₅H₈ is,3,4,5,6,A,"Possible alkynes are 1-pentyne, 2-pentyne, and 3-methyl-1-butyne.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with HNO₃ in the presence of H₂SO₄ is,Nitration,Sulfonation,Halogenation,Alkylation,A,Electrophilic aromatic substitution results in nitrobenzene.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The geometry around the carbon atom in a carbocation is,Tetrahedral,Trigonal planar,Linear,Pyramidal,B,sp² hybridization results in trigonal planar geometry.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The product of the reaction of 2-butene with HBr in the presence of peroxide is,2-Bromobutane,1-Bromobutane,"1,2-Dibromobutane","2,3-Dibromobutane",B,"Anti-Markovnikov addition due to peroxide, forming 1-bromobutane.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The number of σ bonds in propane is,8,9,10,11,C,Propane has 10 σ bonds: 3 C-C and 7 C-H.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The major product of the reaction of 1-butene with HCl is,1-Chlorobutane,2-Chlorobutane,"1,2-Dichlorobutane","2,2-Dichlorobutane",B,"Markovnikov's rule: HCl adds to more substituted carbon, forming 2-chlorobutane.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The IUPAC name of (CH₃)₃CCH₂CH₃ is,"2,2-Dimethylbutane","2,2-Dimethylpentane","3,3-Dimethylpentane",2-Methylpentane,B,"Longest chain with substituents is 2,2-dimethylpentane.",NET,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of alkyne with H₂ in the presence of Pd/BaSO₄ is,Hydrogenation,Halogenation,Hydroxylation,Oxidative cleavage,A,Lindlar's catalyst (Pd/BaSO₄) results in partial hydrogenation of alkyne.,NET,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with Cl2 in the presence of AlCl3 is an example of,Electrophilic substitution,Nucleophilic substitution,Electrophilic addition,Nucleophilic addition,A,"AlCl3 is a Lewis acid that generates Cl+ electrophile, which substitutes H on benzene.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
What is the IUPAC name of (CH3)3CCH2CH3?,"2,2-dimethylbutane","3,3-dimethylpentane","2,2-dimethylpentane","3,3-dimethylbutane",C,"The longest chain has 5 carbons, and the two methyl groups are on the 2nd carbon.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The combustion of 1 mole of ethyne releases 1300 kJ of energy. What is the energy released per mole of O2?,325 kJ/mol,650 kJ/mol,433.33 kJ/mol,260 kJ/mol,C,"C2H2 + 5/2O2 -> 2CO2 + H2O; 1300 kJ / 2.5 mol O2 = 520 kJ/mol, but since 5/2 = 2.5 mol O2, energy per mole O2 is 1300/2.5 = 520 kJ, for 3 mol it is 1300 kJ, so for 1 mol it is 1300 / 3 = 433.33 kJ.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
"What is the product of the reaction of cyclohexene with cold, dilute KMnO4?","Cyclohexane-1,2-diol",Cyclohexanol,Cyclohexanone,Adipic acid,A,"Cold, dilute KMnO4 is a syn-dihydroxylating agent, adding two OH groups across the double bond.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
Which of the following reactions is an example of a Friedel-Crafts alkylation?,C6H6 + CH3Cl -> C6H5CH3 + HCl,C6H6 + CH3COCl -> C6H5COCH3 + HCl,C6H6 + Cl2 -> C6H5Cl + HCl,C6H6 + HNO3 -> C6H5NO2 + H2O,A,Friedel-Crafts alkylation involves the introduction of an alkyl group onto an aromatic ring using an alkyl halide and AlCl3.,ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of 1-propyne with HBr gives,1-bromopropene,2-bromopropene,"1,1-dibromopropane","2,2-dibromopropane",C,"HBr adds to 1-propyne to form 2-bromopropene, which then reacts with another HBr to form 1,1-dibromopropane (or 2,2-dibromopropane is not the major product due to Markovnikov's rule, but 1,1 is the correct due to the second addition).",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The major product of the reaction of 2-butene with HCl is,2-chlorobutane,1-chlorobutane,"1,2-dichlorobutane","2,3-dichlorobutane",A,Markovnikov's rule predicts that HCl adds to 2-butene to form 2-chlorobutane.,ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The boiling point of neopentane is lower than that of n-pentane because,neopentane is branched,neopentane is cyclic,neopentane has a higher molecular weight,neopentane is unsaturated,A,"Branching reduces the surface area, decreasing London dispersion forces and thus the boiling point.",ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The reaction of benzene with fuming H2SO4 is an example of,Sulphonation,Nitration,Halogenation,Alkylation,A,Fuming H2SO4 (SO3 in H2SO4) is used for the sulphonation of benzene.,ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
The major product of the reaction of cyclopentene with HBr is,Bromocyclopentane,1-bromocyclopentene,"1,2-dibromocyclopentane","trans-1,2-dibromocyclopentane",A,HBr adds to cyclopentene to form bromocyclopentane via an electrophilic addition mechanism.,ECAT,Conceptual,Medium,Chemistry,Hydrocarbons
