Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"In a physics lab, a student adds three displacement vectors graphically by joining them sequentially. Which rule are they applying?",Head-to-tail rule,Right-hand rule,Left-hand rule,Commutative rule,A,Head-to-tail rule adds vectors by joining the head of the first to the tail of the second. Option B describes subtraction.,Vector Addition,Easy,Physics,Vectors and Equilibrium
"While studying vector algebra, a student notices that the product of two vectors remains unchanged when their order is reversed. Which product is this?",Vector product,Cross product,Matrix product,Scalar product,D,The scalar product is commutative (A.B = B.A). Option A is wrong because cross products are anti-commutative.,Scalar Product,Easy,Physics,Vectors and Equilibrium
"When calculating the area of a parallelogram using vector products, how does reversing the order of vectors affect the result?",A x B = B x A,A x B = -(B x A),A x B = 0,A x B = 1,B,"A x B = -(B x A), meaning it is anti-commutative. Option A is wrong because the magnitudes are equal but directions opposite.",Vector Product,Medium,Physics,Vectors and Equilibrium
A rigid ladder rests against a smooth wall and a rough floor. What must be true for the ladder to remain stationary?,Only first condition,Only second condition,Both first and second conditions,Neither condition,C,Total equilibrium requires both zero net force and zero net torque. Option A only covers translational motion.,Equilibrium,Medium,Physics,Vectors and Equilibrium
"In a torque calculation, what is the term for the perpendicular distance from the axis of rotation to the force's line of action?",Moment arm,Position vector,Resultant vector,Unit vector,A,The moment arm is the perpendicular distance from the pivot to the line of action. Option B is just the displacement.,Torque,Hard,Physics,Vectors and Equilibrium
A student has the x and y components of a force vector. Which trigonometric function determines the angle with the x-axis?,Pythagorean theorem,Sine rule,Cosine rule,Tangent inverse ratio,D,The direction theta is found using tan inverse of (Ay/Ax). Option A is wrong because it calculates magnitude.,Direction of a Vector,Easy,Physics,Vectors and Equilibrium
"If a vector is divided by its own magnitude, what is the magnitude of the resulting vector?",0,1,Infinity,Variable,B,"By definition, a unit vector has a magnitude of exactly 1. Option A is the magnitude of a null vector.",Unit Vector,Medium,Physics,Vectors and Equilibrium
A picture frame is hung by two symmetric strings making an angle theta with the horizontal. What relates tension T to weight W?,2T sin(theta) = W,T = W,T cos(theta) = W,T = 2W,A,"In vertical equilibrium, the sum of vertical components of tension must equal the weight. Option B ignores the angle.",Resolution of Forces,Medium,Physics,Vectors and Equilibrium
A researcher uses two vectors representing the sides of a crystal face. What represents the area of this face?,Dot product,Scalar product,Magnitude of cross product,Half of cross product,C,The magnitude of the cross product |A x B| equals the area of the parallelogram. Option D refers to a triangle.,Vector Product,Medium,Physics,Vectors and Equilibrium
"During a vector subtraction exercise, a student subtracts a displacement vector from itself. What is the specific name of the result?",Zero,Unit vector,Original vector,Null vector,D,"Subtracting a vector from itself (A - A) results in a null vector. Option A is wrong because it's a vector, not a scalar.",Vector Subtraction,Hard,Physics,Vectors and Equilibrium
An engineer applies a force of 100 N to a structural beam at an angle of 60 degrees with the horizontal axis. What is the horizontal component?,86.6 N,50.0 N,100.0 N,25.0 N,B,"Fx equals F cos(theta), giving 100 cos(60) which is 50N. Option C fails because it uses the sine function incorrectly for horizontal components.",Rectangular Components,Easy,Physics,Vectors and Equilibrium
A particle moves in the xy-plane with a position vector r = 3i + 4j. Calculate the magnitude of its displacement from the origin.,7 units,1 unit,5 units,25 units,C,"The magnitude is the square root of (3 squared plus 4 squared), totaling 5. Option B is incorrect as it simply adds the scalar components.",Magnitude of a Vector,Easy,Physics,Vectors and Equilibrium
Two vectors are defined as A = 3i and B = 4j. What is the result of the scalar product A dot B for these vectors?,12,7,1,0,D,The scalar product of perpendicular unit vectors i and j is zero. Option A is tempting because it represents the product of their magnitudes.,Scalar Product,Easy,Physics,Vectors and Equilibrium
A mechanic uses a wrench of length 50 cm to loosen a bolt by applying a perpendicular force of 20 N. Calculate the torque produced.,10 Nm,20 Nm,5 Nm,40 Nm,A,"Torque is rF sin(90), so 0.5m times 20N equals 10 Nm. Option B fails because it ignores the 0.5m moment arm conversion.",Torque,Easy,Physics,Vectors and Equilibrium
Two forces of 3 N and 4 N act simultaneously on a point object at an angle of 90 degrees. What is the magnitude of the resultant?,7 N,5 N,1 N,12 N,B,The resultant of two perpendicular vectors is the square root of (3 squared plus 4 squared). Option A is a simple algebraic sum.,Vector Addition,Easy,Physics,Vectors and Equilibrium
A vector is represented as A = i + j. What is the angle that this vector makes with the positive x-axis?,0 degrees,90 degrees,45 degrees,60 degrees,C,"The angle is calculated as arctan(y/x), where arctan(1/1) equals 45 degrees. Option D is incorrect as it assumes a 90-degree orientation.",Direction of a Vector,Easy,Physics,Vectors and Equilibrium
"A force vector F has a magnitude of 10 N. If another vector -F is added to it, what is the magnitude of the resultant?",0,-10,20,100,A,Subtracting a vector from itself always results in a null vector with zero magnitude. Option B is wrong because magnitudes cannot be negative.,Null Vector,Easy,Physics,Vectors and Equilibrium
A 5 kg block is resting on a flat horizontal table in a state of static equilibrium. Which mathematical condition must be satisfied?,Sum of torques is zero,Sum of forces is maximum,Velocity is maximum,Sum of forces is zero,D,"For the first condition of equilibrium, the vector sum of all forces must be zero. Option A describes the second condition of equilibrium.",First Condition of Equilibrium,Easy,Physics,Vectors and Equilibrium
Consider two vectors A = i + j and B = i - j. Determine the angle between these two vectors using the scalar product formula.,0 degrees,90 degrees,180 degrees,45 degrees,B,"The dot product is (1)(1) + (1)(-1) = 0, indicating a 90-degree angle. Option A is incorrect because the vectors are not parallel.",Angle between Vectors,Medium,Physics,Vectors and Equilibrium
A physicist calculates the vector product of A = 2i and B = 3j. What is the magnitude of the resulting vector A x B?,0,1,6,5,C,"The magnitude of the cross product (2i x 3j) is 6k, which has a magnitude of 6. Option D fails by adding the magnitudes.",Vector Product,Medium,Physics,Vectors and Equilibrium
"A 100 N weight is hung from the middle of a light string, making an angle of 30 degrees with the horizontal. Calculate the tension.",100 N,50 N,200 N,86.6 N,A,"In vertical symmetry, 2T sin(theta) = W. Here T = 100 / (2 * sin 30) = 100 N. Option B ignores the vertical component factor.",Equilibrium,Medium,Physics,Vectors and Equilibrium
A vector A has a magnitude of 10 units and its x-component is 6 units. Calculate the magnitude of its y-component.,4 units,16 units,10 units,8 units,D,"Using the Pythagorean theorem, Ay = sqrt(10^2 - 6^2) = 8. Option B is incorrect as it is just the difference 10 - 6.",Rectangular Components,Medium,Physics,Vectors and Equilibrium
A 10 N force is applied at the end of a 2 m long lever arm at an angle of 30 degrees to the arm. Find the torque.,17.3 Nm,10.0 Nm,20.0 Nm,5.0 Nm,B,"Torque is rF sin(theta), so 2m * 10N * sin(30) = 10 Nm. Option A fails because it uses cosine instead of sine.",Torque,Medium,Physics,Vectors and Equilibrium
"A drone flies from point P(1, 2, 3) to point Q(4, 6, 3) in a Cartesian coordinate system. Calculate the magnitude of its displacement.",19 units,7 units,5 units,25 units,C,The displacement vector is (4-1)i + (6-2)j + (3-3)k = 3i + 4j. Magnitude is 5. Option A is the sum of coordinates.,Position Vector,Medium,Physics,Vectors and Equilibrium
Two forces of 10 N and 6 N act on a body. What are the maximum and minimum possible magnitudes of their resultant force?,10 N and 6 N,16 N and 0 N,14 N and 4 N,16 N and 4 N,D,Max resultant is 10+6=16N and min is 10-6=4N. Option B is wrong as it suggests the minimum can be zero.,Vector Addition,Medium,Physics,Vectors and Equilibrium
"Given a vector A = 3i - 4j, find the unit vector in the direction of A for normalized directional analysis.",0.6i - 0.8j,3i - 4j,0.6i + 0.8j,1i - 1j,A,The unit vector is A divided by its magnitude (5). This gives 0.6i - 0.8j. Option C is wrong because it uses the wrong signs.,Unit Vector,Medium,Physics,Vectors and Equilibrium
A 10m uniform plank weighing 100N rests on two end supports. A 200N man stands 2.5m from the left support. Find the left support reaction.,150 N,200 N,100 N,250 N,B,"Summing torques about one end: R(10) - 100(5) - 200(7.5) = 0, so R = 200N. Option C is wrong because it ignores the plank weight.",Equilibrium,Hard,Physics,Vectors and Equilibrium
Calculate the area of a parallelogram formed by two vectors A = 3i and B = 4j originating from the same point.,0,7,14,12,D,"Area equals magnitude of A x B. (3i x 4j) = 12k, magnitude 12. Option A is the result of a dot product.",Vector Product,Hard,Physics,Vectors and Equilibrium
"A force F = 2i + 3j acts on a body, moving it from (1, 1) to (4, 5). Calculate the work done by this force.",23 J,15 J,18 J,12 J,C,Displacement d is (4-1)i + (5-1)j = 3i + 4j. Work = F dot d = (2)(3) + (3)(4) = 18 J. Option D is incorrect.,Scalar Product,Hard,Physics,Vectors and Equilibrium
A 10 N picture frame is hung by two wires making an angle of 30 degrees with the vertical. Calculate the tension in each wire.,10.0 N,5.0 N,8.6 N,20.0 N,A,"Using 2T cos(theta) = W where theta is 60 degrees from vertical, T = 10 / (2 * 0.5) = 10 N. Option B is incorrect.",Equilibrium,Hard,Physics,Vectors and Equilibrium
A student pulls a block with a 6 N force eastward and an 8 N force northward. What is the magnitude of the resultant force?,14 N,10 N,2 N,12 N,B,The formula R = sqrt(A^2 + B^2) applies when vectors are at 90 degrees. Option A fails because it ignores the vector direction.,Vector Addition,Easy,Physics,Vectors and Equilibrium
"In a three-dimensional Cartesian coordinate system, what is the result of the scalar product between the unit vectors i and j?",1,k,0,-1,C,The dot product of perpendicular unit vectors is zero because cos(90) is zero. Option B is incorrect as it applies to parallel vectors.,Scalar Product,Easy,Physics,Vectors and Equilibrium
A mechanic uses a wrench to loosen a nut. Which formula correctly represents the magnitude of the torque applied at an angle θ?,τ = r F sinθ,τ = r F cosθ,τ = r F tanθ,τ = r / F,A,Torque is the product of force and the perpendicular distance (l = r sinθ). Option B fails because it uses the parallel component.,Torque,Easy,Physics,Vectors and Equilibrium
A force of 10 N acts at an angle of 30 degrees with the positive x-axis. What is the magnitude of its horizontal component?,10 sin(30) N,10 sin(60) N,10 tan(30) N,10 cos(30) N,D,The horizontal component is found using A cosθ. Option B is incorrect because it represents the vertical component in standard orientation.,Resolution of Vectors,Easy,Physics,Vectors and Equilibrium
"When calculating the vector product of two vectors A and B, what is the orientation of the resulting vector relative to A and B?",Parallel to both vectors,Perpendicular to the plane of A and B,At a 45 degree angle to vector A,In the same direction as vector B,B,The cross product of two vectors is always perpendicular to the plane containing them. Option A fails because it describes the dot product.,Vector Product,Easy,Physics,Vectors and Equilibrium
Two vectors are oriented in the same direction such that the angle between them is zero. What is the magnitude of their cross product?,AB,1,0,-AB,C,"The cross product magnitude is AB sinθ; since sin(0) is zero, the product is zero. Option A describes the dot product result.",Vector Product,Easy,Physics,Vectors and Equilibrium
"A particle is located at a point P with coordinates (3, 4) in the xy-plane. What is the correct expression for its position vector?",r = 3i + 4j,r = 4i + 3j,r = 7ij,r = 5(i + j),A,The position vector is defined as r = xi + yj. Option B is incorrect because it swaps the unit vectors for the coordinates.,Position Vector,Easy,Physics,Vectors and Equilibrium
A heavy crate rests motionless on a horizontal floor. Which mathematical condition must be satisfied for the translational equilibrium of the crate?,ΣF > 0,ΣF = 0,Στ ≠ 0,Fx = Fy,B,Static equilibrium requires the vector sum of all forces to be zero. Option D is incorrect because it only considers one dimension.,Equilibrium,Easy,Physics,Vectors and Equilibrium
"Given two vectors A = i + j and B = 3i + 4j, what is the approximate angle between them calculated using the dot product formula?",90 degrees,0 degrees,60 degrees,45 degrees,D,"Using cosθ = (A.B)/(|A||B|), (3+4+0)/(sqrt(26)*sqrt(2)) leads to 45 degrees. Option A is a common guess for perpendicular vectors.",Scalar Product,Medium,Physics,Vectors and Equilibrium
A 50 cm long rod is pivoted at one end. A force of 10 N is applied at the other end at 30 degrees. What is the torque?,0.5 Nm,5.0 Nm,2.5 Nm,4.3 Nm,C,Torque is r multiplied by the perpendicular component of F. Option D fails because it uses the wrong trigonometric function for the lever arm.,Torque,Medium,Physics,Vectors and Equilibrium
"If the magnitude of the resultant of two equal vectors is equal to the magnitude of either vector, what is the angle between them?",90 degrees,120 degrees,60 degrees,180 degrees,B,"If R=A=B, the law of cosines R^2 = A^2 + B^2 + 2AB cosθ requires cosθ = -1/2. Option A is for perpendicular vectors.",Vector Addition,Medium,Physics,Vectors and Equilibrium
At what specific angle between two non-zero vectors will the magnitude of their scalar product be equal to the magnitude of their vector product?,45 degrees,90 degrees,0 degrees,180 degrees,A,"AB cosθ = AB sinθ implies tanθ = 1, so θ = 45 degrees. Option B is where the cross product is maximum.",Scalar and Vector Products,Medium,Physics,Vectors and Equilibrium
Three vectors of equal magnitude A are joined head-to-tail to form an equilateral triangle. What is the magnitude of their resultant vector?,3A,A sqrt(3),0,A,C,"If vectors form a closed loop, the start and end points coincide, making the resultant zero. Option A assumes they add linearly.",Vector Addition,Medium,Physics,Vectors and Equilibrium
A force F = 3i + 4j Newtons displaces a body by d = 2i + 3j meters. What is the work done by the force?,12 J,7 J,24 J,18 J,D,Work is the dot product F.d = (3*2) + (4*3) = 18. Option B is incorrect because it adds components without multiplying.,Scalar Product,Medium,Physics,Vectors and Equilibrium
A uniform plank is balanced on a sharp pivot at its center. Which condition specifically ensures the plank does not rotate when weights are added?,ΣF = 0,Στ = 0,ΣFx = 0,Σp = 0,B,Second condition of equilibrium (Στ = 0) prevents rotation. Option A only ensures the object does not move linearly.,Equilibrium,Medium,Physics,Vectors and Equilibrium
What is the unit vector in the direction of the vector A = 3i + 4j?,(3i + 4j) / 5,(3i + 4j) / 7,(3i + 4j) / 25,(3i + 4j) / 1,A,A unit vector is the vector divided by its magnitude (sqrt(3^2 + 4^2) = 5). Option C incorrectly uses the square of the magnitude.,Unit Vector,Medium,Physics,Vectors and Equilibrium
Two vectors have magnitudes of 10 units and 5 units. What is the ratio of the maximum possible resultant to the minimum possible resultant?,1.5,2.0,3.0,5.0,C,Rmax = A+B and Rmin = A-B. (A+B)/(A-B) = 15/5 = 3. Option A ignores the subtraction in the denominator.,Vector Addition,Hard,Physics,Vectors and Equilibrium
Which mathematical vector operation correctly defines the torque vector τ in terms of position vector r and force vector F?,F x r,r x F,r . F,r + F,B,Torque is defined as r x F. F x r results in the opposite direction. Option C is a scalar and cannot represent torque.,Torque,Hard,Physics,Vectors and Equilibrium
A block of weight W is held in equilibrium on a frictionless incline of angle θ by a string. What is the tension?,W cosθ,W tanθ,W / sinθ,W sinθ,D,The component of weight acting down the plane is W sinθ. Option A is the normal force component.,Equilibrium,Hard,Physics,Vectors and Equilibrium
"If the magnitude of the sum of two vectors is equal to the magnitude of their difference, what is the angle between the vectors?",90 degrees,0 degrees,180 degrees,45 degrees,A,"If |A+B| = |A-B|, then the vectors must be perpendicular (90 degrees). Option B results in |A+B| being maximum.",Vector Addition,Hard,Physics,Vectors and Equilibrium
A student adds vector A to vector B and then repeats the process by adding vector B to vector A. What is observed?,The resultant magnitude increases,The resultant vector remains identical,The direction of the resultant reverses,The resultant becomes a null vector,B,"Vector addition is commutative, meaning the order does not change the result. Option A is tempting but refers to scalar addition properties.",Vector Addition,Easy,Physics,Vectors and Equilibrium
Two vectors of equal magnitude are oriented such that their scalar product equals the magnitude of their vector product. What is the angle?,0 degrees,90 degrees,45 degrees,180 degrees,C,"At 45 degrees, sine and cosine values are equal, making magnitudes of dot and cross products identical. Option B is for 90 degrees.",Vector Multiplication,Easy,Physics,Vectors and Equilibrium
A mechanic applies a force to a wrench to tighten a bolt. In what direction is the resulting torque vector oriented?,Perpendicular to the plane of r and F,Parallel to the applied force F,In the direction of the displacement r,Opposite to the direction of rotation,A,Torque direction is always perpendicular to the plane containing the force and position vectors. Option C fails because torque has a specific direction.,Torque,Medium,Physics,Vectors and Equilibrium
An object is acted upon by three concurrent forces. What geometric condition must these forces satisfy to keep the object in equilibrium?,They must all be parallel,They must have equal magnitudes,They must be mutually perpendicular,They must be representable by sides of a triangle,D,Three vectors can only result in a null vector if they can form a closed triangle. Option A fails because magnitudes must allow closure.,Equilibrium,Medium,Physics,Vectors and Equilibrium
"If the axis of rotation of a rigid body is shifted to a new parallel position, why does the torque change even if force stays constant?",The applied force increases,The moment arm of the force changes,The vector product becomes a scalar,The direction of the force reverses,B,Torque depends on the perpendicular distance from the axis; changing the axis changes the moment arm. Option D incorrectly suggests force changes.,Torque,Hard,Physics,Vectors and Equilibrium
"In a Cartesian coordinate system, what specific information does the position vector provide about a stationary particle?",The distance between two moving points,The direction of motion of a particle,The location of a point relative to the origin,The magnitude of a force in equilibrium,C,A position vector specifically locates a point relative to the origin of a coordinate system. Option A describes a general displacement.,Position Vector,Easy,Physics,Vectors and Equilibrium
"When calculating the work done by a constant force acting on a moving crate, what is the physical nature of the result?",The product is a scalar quantity,The product is a vector quantity,The magnitude is always zero,The result depends on the rotation sense,A,"The scalar product yields work, which is a scalar quantity despite being derived from vectors. Option B refers to the vector product.",Scalar Product,Medium,Physics,Vectors and Equilibrium
A sign is suspended by two non-parallel ropes in a state of total equilibrium. What must be true about the three forces involved?,The forces must be equal in magnitude,The sum of the forces must be non-zero,The forces must act in the same direction,The lines of action must be concurrent,D,"For equilibrium under non-parallel forces, their lines of action must meet at a single point. Option B describes only translational equilibrium.",Equilibrium,Hard,Physics,Vectors and Equilibrium
A physicist calculates the vector product of a force vector with itself. What is the mathematically certain result of this operation?,The square of the vector magnitude,A null vector,A unit vector in the same direction,A scalar value of unity,B,"The cross product involves the sine of the angle; for parallel vectors (0 degrees), sine is zero. Option A is for dot products.",Vector Multiplication,Easy,Physics,Vectors and Equilibrium
"If a displacement vector is subtracted from an identical displacement vector, what is the properties of the resulting vector?",Twice the magnitude of the original vector,The square of the original magnitude,A null vector with no specific direction,A vector pointing in the opposite direction,C,Vector subtraction is the addition of a negative vector; A - A equals zero. Option A is only for addition of identical vectors.,Vector Subtraction,Medium,Physics,Vectors and Equilibrium
A racing car is designed with a very low chassis. How does this design affect its stability in terms of equilibrium?,The center of gravity is at the lowest position,The center of gravity is at the highest position,The center of gravity remains at the same height,The center of gravity is outside the body,A,"Stability increases as the center of gravity is lowered, reducing the potential for a tipping torque. Option C is for neutral equilibrium.",Stability,Medium,Physics,Vectors and Equilibrium
An airplane is flying in a three-dimensional path. How many rectangular components are required to fully represent its velocity vector?,One component,Two components,Four components,Three components,D,"In 3D space, a vector is resolved into three mutually perpendicular components (x, y, z). Option B only applies to 2D planes.",Resolution of Vectors,Easy,Physics,Vectors and Equilibrium
A driver uses both hands to turn a steering wheel with equal and opposite forces. Describe the resulting equilibrium state.,The net force is non-zero,The net force is zero but torque is not,Both net force and torque are zero,The net torque is zero but force is not,B,"A couple consists of equal and opposite forces, so net force is zero while net torque is non-zero. Option A is incorrect.",Couple,Hard,Physics,Vectors and Equilibrium
What is the minimum number of coplanar vectors with unequal magnitudes required to produce a resultant of zero?,Two,One,Three,Four,C,Two unequal vectors can never cancel out; at least three are needed to form a closed triangle. Option B only works for equal vectors.,Vector Addition,Easy,Physics,Vectors and Equilibrium
"To find the projection of vector A along the direction of vector B, which mathematical operation is used?",The dot product divided by magnitude of B,The dot product divided by magnitude of A,The cross product divided by magnitude of B,The product of both vector magnitudes,A,"The projection is A cos(theta), which is found by dividing the dot product by the magnitude of B. Option C is for cross products.",Scalar Product,Medium,Physics,Vectors and Equilibrium
A person pushes directly against the hinges of a door. Why does the door fail to rotate despite the applied force?,The torque is at its maximum value,The torque is zero,The torque is equal to the force,The torque direction is reversed,B,"If the line of action passes through the pivot, the moment arm is zero, resulting in zero torque. Option A is for maximum torque.",Torque,Easy,Physics,Vectors and Equilibrium
"In the vector product calculation, what happens to the resulting vector if the order of multiplication is reversed?",The magnitude of the product changes,The product remains exactly the same,The product becomes a scalar quantity,The direction of the product is reversed,D,The cross product is anti-commutative; reversing the order reverses the direction of the resulting vector. Option B is for scalar products.,Vector Multiplication,Medium,Physics,Vectors and Equilibrium
A paratrooper is falling through the air at a constant terminal velocity. What can be concluded about the forces acting on them?,The velocity must be increasing,The net force must be non-zero,The net force acting on it is zero,The object must be at absolute rest,C,"Dynamic equilibrium requires constant velocity, meaning both acceleration and the net force must be zero. Option A allows for acceleration.",Equilibrium,Hard,Physics,Vectors and Equilibrium
What is the defining characteristic of a unit vector in a three-dimensional coordinate system?,It has a magnitude of exactly one,It has a magnitude of exactly zero,It has the same units as the original vector,It has no direction in space,A,A unit vector has a magnitude of exactly one and is used to specify direction. Option D describes a null vector.,Unit Vector,Easy,Physics,Vectors and Equilibrium
How is dynamic equilibrium distinguished from static equilibrium for a rigid body moving in a straight line?,Static equilibrium involves constant acceleration,Dynamic equilibrium involves constant velocity,Static equilibrium involves non-zero net force,Dynamic equilibrium involves changing direction,B,"Static equilibrium occurs at rest, while dynamic equilibrium occurs at constant velocity. Option D is incorrect as both require zero net force.",Equilibrium,Medium,Physics,Vectors and Equilibrium
A student performs vector addition and subtraction using the same two vectors. What is the fundamental difference in the algebraic properties of these operations?,Addition is non-commutative while subtraction is commutative.,Addition is commutative while subtraction is non-commutative.,Both operations are commutative in all coordinate systems.,Subtraction results in a scalar while addition results in a vector.,B,"Vector addition is commutative, meaning order doesn't matter, while subtraction is non-commutative because reversing order changes the direction of the result.",Addition and Subtraction of Vectors,Easy,Physics,Vectors and Equilibrium
"In a coordinate system, a unit vector and a null vector are used for different purposes. How do their magnitudes compare?",A unit vector has no direction while a null vector does.,A unit vector has zero magnitude while a null vector has one.,Both vectors have a magnitude of one but different directions.,A unit vector has a magnitude of one while a null vector has zero.,D,"A unit vector has a magnitude of exactly one, whereas a null vector is defined by having a magnitude of zero.",Unit Vector and Null Vector,Easy,Physics,Vectors and Equilibrium
A force vector is rotated from the first quadrant to the third quadrant. How do the signs of its rectangular components change?,Both components are negative in the third quadrant.,Only the x-component is negative in the third quadrant.,Only the y-component is negative in the third quadrant.,Both components remain positive in the third quadrant.,A,"In the third quadrant, both x and y components are negative, whereas in the first quadrant, both components are positive.",Rectangular Components,Medium,Physics,Vectors and Equilibrium
"An engineer calculates power using force and velocity, and torque using force and a position vector. What is the difference in their mathematical nature?",Power is a vector while torque is a scalar.,Both power and torque are scalar quantities.,Power is a scalar while torque is a vector.,Both power and torque are vector quantities.,C,"Power is a scalar quantity derived from a dot product, while torque is a vector quantity derived from a cross product.",Scalar and Vector Products,Medium,Physics,Vectors and Equilibrium
"When calculating the cross product of two vectors, a student reverses the order of multiplication. How does the new resultant vector compare to the original?",The direction remains the same due to commutativity.,"The direction is reversed, becoming anti-parallel to the original.",The magnitude changes while the direction remains constant.,The resulting vector becomes perpendicular to the original result.,B,"Reversing the order of a cross product results in an anti-parallel vector, whereas reversing a dot product does not change the result.",Cross Product,Hard,Physics,Vectors and Equilibrium
A mechanic uses a long wrench to loosen a bolt. How is the 'moment arm' differentiated from the 'length' of the wrench handle?,The moment arm is always equal to the lever length.,The moment arm is the parallel distance to the force.,The moment arm is the square of the handle length.,The moment arm is the perpendicular distance to the line of action.,D,"The moment arm is the perpendicular distance from the axis to the line of action, not just the physical length.",Torque,Easy,Physics,Vectors and Equilibrium
"A book rests on a table, while a paraglider descends at a constant velocity. How are these two states of equilibrium distinguished?",Static involves zero velocity while dynamic involves constant velocity.,Static involves constant acceleration while dynamic involves zero acceleration.,Static involves net force while dynamic involves net torque.,Static involves rest while dynamic involves changing velocity.,A,"Static equilibrium involves an object at rest, while dynamic equilibrium involves an object moving with constant velocity; both have zero acceleration.",Equilibrium,Medium,Physics,Vectors and Equilibrium
A ladder leans against a wall in a state of complete equilibrium. How does the first condition of equilibrium differ from the second?,The first condition balances torques while the second balances forces.,Both conditions must balance forces only.,The first condition balances forces while the second balances torques.,The first condition requires motion while the second requires rest.,C,"The first condition ensures no linear acceleration, while the second condition ensures no angular acceleration by balancing torques.",Conditions of Equilibrium,Medium,Physics,Vectors and Equilibrium
Two equal and opposite forces act along different lines on a rigid body. How does this 'couple' contrast with a single force?,A couple produces translation while a single force does not.,A couple produces pure rotation without any translation.,A single force cannot produce torque while a couple can.,A couple has a net force while a single force does not.,B,"A couple produces pure rotation because the net force is zero, whereas a single force produces both translation and rotation.",Torque and Couple,Hard,Physics,Vectors and Equilibrium
An object moves from coordinate A to coordinate B. How is its position vector at B distinguished from its displacement vector?,Position vector starts from origin; displacement starts from initial point.,Position vector is a scalar; displacement is a vector.,Displacement vector always starts from the origin.,Position vector depends on path; displacement depends on origin.,A,"A position vector starts from the origin to a point, while a displacement vector starts from one point to another.",Position Vector,Easy,Physics,Vectors and Equilibrium
A sphere is placed on a flat floor and a cube is placed on its base. How do their equilibrium states differ when tilted?,"In stable it falls, while in neutral it rises.","In both cases, the center of gravity must fall.","In stable it stays constant, while in neutral it rises.","In stable it rises, while in neutral it stays constant.",D,"In stable equilibrium, the center of gravity rises when tilted, whereas in neutral equilibrium, its height remains constant.",States of Equilibrium,Hard,Physics,Vectors and Equilibrium
