Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A buffer solution resists changes in?,pH,Temperature,Concentration,Volume,A,"Buffer solution maintains pH; it doesn't significantly resist changes in temperature, concentration, or volume.",Buffer Solutions,Medium,Chemistry,Fundamental Concepts
The energy required to remove an electron from an isolated gaseous atom is called?,Electron Affinity,Ionization Energy,Electronegativity,Atomic Radius,B,Ionization energy is the energy to remove an electron; 'Electron affinity' is energy released when an electron is added.,Atomic Properties,Medium,Chemistry,Fundamental Concepts
The type of bond formed between two atoms with a large difference in electronegativity is?,Covalent,Ionic,Metallic,Hydrogen,B,Large electronegativity difference leads to 'Ionic' bond; 'Covalent' bond forms with small or no difference.,Chemical Bonding,Medium,Chemistry,Fundamental Concepts
The temperature at which the vapor pressure of a liquid equals the atmospheric pressure is its?,Boiling Point,Melting Point,Critical Temperature,Triple Point,A,Boiling occurs when vapor pressure equals atmospheric pressure; 'Melting point' is for solid to liquid transition.,Phase Transitions,Easy,Chemistry,Fundamental Concepts
A catalyst increases the rate of a reaction by?,Lowering the activation energy,Increasing the activation energy,Changing the equilibrium constant,Increasing the concentration of reactants,A,Catalyst lowers activation energy; it doesn't change equilibrium constant or concentration.,Catalysis,Medium,Chemistry,Fundamental Concepts
The principle that 'the total entropy of an isolated system can never decrease over time' is a statement of?,First Law of Thermodynamics,Second Law of Thermodynamics,Third Law of Thermodynamics,Zeroth Law of Thermodynamics,B,Second Law states that total entropy of an isolated system always increases or remains constant.,Thermodynamics,Hard,Chemistry,Fundamental Concepts
The process by which a solid changes directly into vapor is called?,Sublimation,Deposition,Evaporation,Condensation,A,Sublimation is the transition from solid to gas; 'Deposition' is the reverse process.,Phase Transitions,Easy,Chemistry,Fundamental Concepts
What is the hybridization of the carbon atom in methane (CH4)?,sp,sp2,sp3,dsp3,C,Methane's carbon is sp3 hybridized; it has four equivalent bonds.,Hybridization,Medium,Chemistry,Fundamental Concepts
The quantum number that describes the shape of an orbital is?,n,l,m,s,B,'l' (azimuthal quantum number) determines the orbital shape; 'n' is principal quantum number.,Atomic Structure,Hard,Chemistry,Fundamental Concepts
A solution is prepared by dissolving 12 g of urea (molar mass = 60 g/mol) in 1000 g of water. What is the molality of the solution?,0.2 m,0.4 m,0.6 m,0.8 m,A,Molality = moles of solute / kg of solvent. 12/60 = 0.2 mol in 1 kg. Option D ignores kg of solvent.,Concentration Calculations,Easy,Chemistry,Fundamental Concepts
How many molecules are present in 0.25 moles of ammonia (NH₃)?,1.5 × 10²³,2.4 × 10²³,3.0 × 10²³,6.022 × 10²³,A,0.25 × 6.022 × 10²³ = 1.5 × 10²³. Option C uses Avogadro’s number directly.,Avogadro’s Number,Medium,Chemistry,Fundamental Concepts
What volume (in liters) does 0.5 moles of O₂ occupy at STP? (Molar volume = 22.4 L/mol),11.2 L,22.4 L,44.8 L,5.6 L,A,0.5 × 22.4 = 11.2 L. Option B ignores moles given.,Gas Laws,Easy,Chemistry,Fundamental Concepts
A gas at 2 atm and 300 K occupies 10 L. What is its volume at 3 atm and 600 K? (R = 0.0821 L·atm/mol·K),15 L,10 L,7.5 L,5 L,B,Using PV/T = constant: (2×10)/300 = (3×V)/600 → V = 10 L. Option A misapplies gas law ratios.,Combined Gas Law,Hard,Chemistry,Fundamental Concepts
What mass of NaOH (molar mass = 40 g/mol) is required to prepare 500 mL of 0.2 M solution?,4 g,8 g,2 g,0.5 g,A,0.5 L × 0.2 mol/L × 40 g/mol = 4 g. Option C halves volume incorrectly.,Molarity Calculations,Medium,Chemistry,Fundamental Concepts
"A compound contains 40% C, 6.67% H, and 53.3% O by mass. What is its empirical formula?",CH₂O,C₂H₄O₂,CHO,CH₄O,A,Mole ratio: 3.33 C : 6.67 H : 3.33 O → 1:2:1. Option D adds extra hydrogen.,Empirical Formulas,Medium,Chemistry,Fundamental Concepts
How many moles of H₂O are produced when 2 moles of C₃H₈ combust completely? (Balanced equation: C₃H₈ + 5O₂ → 3CO₂ + 4H₂O),4 moles,6 moles,8 moles,2 moles,C,2 moles C₃H₈ × 4 H₂O/1 C₃H₈ = 8 moles. Option A ignores stoichiometric ratio.,Stoichiometry,Medium,Chemistry,Fundamental Concepts
What is the molarity of a 30 mL HCl solution that neutralizes 20 mL of 0.15 M NaOH?,0.1 M,0.2 M,0.3 M,0.4 M,A,M₁V₁ = M₂V₂ → M₁ = (0.15×20)/30 = 0.1 M. Option C swaps volumes.,Neutralization Reactions,Medium,Chemistry,Fundamental Concepts
How many liters of CO₂ (at STP) are produced from 11.2 L of O₂ in the reaction 2CO + O₂ → 2CO₂?,22.4 L,11.2 L,5.6 L,44.8 L,A,1 mole O₂ → 2 moles CO₂. 11.2 L O₂ × 2 = 22.4 L CO₂. Option B ignores mole ratio.,Gas Stoichiometry,Hard,Chemistry,Fundamental Concepts
"What is the mass of 3.01 × 10²³ molecules of glucose (C₆H₁₂O₆, molar mass = 180 g/mol)?",90 g,180 g,30 g,60 g,A,3.01×10²³ / 6.02×10²³ = 0.5 mol → 0.5 × 180 = 90 g. Option C divides by 2 incorrectly.,Molecular Calculations,Medium,Chemistry,Fundamental Concepts
A gas cylinder contains 10 L of O₂ at 2 atm. What pressure is needed to compress it to 5 L at constant temperature?,1 atm,2 atm,4 atm,8 atm,C,P₁V₁ = P₂V₂ → 2×10 = P×5 → P = 4 atm. Option B ignores volume change.,Boyle’s Law,Easy,Chemistry,Fundamental Concepts
What volume of 0.5 M H₂SO₄ is required to neutralize 25 mL of 0.1 M NaOH?,2.5 mL,5 mL,10 mL,20 mL,A,Moles NaOH = 0.025×0.1 = 0.0025. H₂SO₄ is diprotic: 0.00125 / 0.5 = 0.0025 L = 2.5 mL. Option B ignores dilution.,Acid-Base Titration,Hard,Chemistry,Fundamental Concepts
What is the mass of 0.2 moles of CaCO₃ (molar mass = 100 g/mol)?,20 g,40 g,60 g,100 g,A,0.2 × 100 = 20 g. Option B triples the value.,Molar Mass Calculations,Easy,Chemistry,Fundamental Concepts
A solution contains 1.204 × 10²³ atoms of Mg. How many moles is this?,0.2 mol,0.4 mol,0.6 mol,0.8 mol,A,1.204×10²³ / 6.022×10²³ = 0.2 mol. Option C doubles the value.,Avogadro’s Number,Medium,Chemistry,Fundamental Concepts
What is the molarity of a solution containing 9.8 g of H₂SO₄ (molar mass = 98 g/mol) in 250 mL?,0.2 M,0.4 M,0.6 M,0.8 M,B,9.8/98 = 0.1 mol in 0.25 L → 0.4 M. Option A divides by 250 mL directly.,Molarity Calculations,Medium,Chemistry,Fundamental Concepts
How many grams of NaCl are in 500 mL of 0.9% (m/v) physiological saline?,4.5 g,9.0 g,1.8 g,0.9 g,A,0.9% of 500 mL = 4.5 g. Option C divides by 2.,Mass/Volume Percent,Easy,Chemistry,Fundamental Concepts
What is the volume of 0.25 mol of gas at 1.5 atm and 300 K? (R = 0.0821 L·atm/mol·K),4.0 L,3.0 L,2.0 L,1.0 L,A,V = nRT/P = (0.25×0.0821×300)/1.5 = 4.0 L. Option B halves the pressure.,Ideal Gas Law,Hard,Chemistry,Fundamental Concepts
A 0.250 L solution contains 5.0 g of NaCl. What is its molarity? (Molar mass of NaCl = 58.44 g/mol),0.31 M,0.34 M,0.17 M,0.68 M,B,Molarity = (5.0/58.44)/0.250 = 0.34 M. A fails to account for significant figures.,Molarity Calculations,Medium,Chemistry,Fundamental Concepts
What volume of 0.500 M HCl is required to neutralize 25.0 mL of 0.200 M Ca(OH)₂?,10.0 mL,20.0 mL,40.0 mL,5.0 mL,C,2×0.200×0.025 /0.500 = 0.04 L = 40.0 mL. B ignores 2:1 molar ratio.,Solution Stoichiometry,Hard,Chemistry,Fundamental Concepts
A gas occupies 3.00 L at 300 K and 1.00 atm. What is its volume at 373 K and 0.800 atm?,3.78 L,4.62 L,5.12 L,2.85 L,B,V₂ = (1×3×373)/(0.8×300) = 4.62 L. A uses incorrect temperature order.,Gas Laws (Combined Law),Medium,Chemistry,Fundamental Concepts
How many moles of O₂ are in 15.0 L at STP? (Molar volume = 22.4 L/mol),0.670 mol,0.336 mol,0.660 mol,0.333 mol,A,15.0/22.4 = 0.670 mol. C uses 22.7 L/mol as molar volume.,Molar Volume of Gases,Easy,Chemistry,Fundamental Concepts
What is the molality of a solution with 12.0 g of urea (60.06 g/mol) in 250 g of water?,0.800 m,0.400 m,2.00 m,1.60 m,A,molality = (12/60.06)/0.250 = 0.800 m. B divides by 0.500 kg instead.,Molality Calculations,Medium,Chemistry,Fundamental Concepts
"A 100.0 g sample of CuSO₄·5H₂O loses mass upon heating. What is the mass percent of H₂O? (CuSO₄ = 159.5 g/mol, H₂O = 18.02 g/mol)",36.1%,42.1%,32.4%,51.3%,A,[(5×18.02)/(159.5+90.1)]×100 = 36.1%. B adds 18.02 five times incorrectly.,Hydrates and Percent Composition,Hard,Chemistry,Fundamental Concepts
"What is the mass of Mg in 6.0 g of Mg₃(PO₄)₂? (Mg = 24.31 g/mol, P = 30.97 g/mol, O = 16.00 g/mol)",1.5 g,2.2 g,2.7 g,3.0 g,C,Mass Mg = (3×24.31/262.86)×6.0 = 2.7 g. A calculates only 1 Mg atom.,Mass of Element in Compound,Medium,Chemistry,Fundamental Concepts
A 25.0 mL sample of H₂SO₄ is titrated with 0.100 M NaOH. The endpoint is at 30.0 mL. What is the H₂SO₄ concentration?,0.0600 M,0.120 M,0.240 M,0.0300 M,A,[2×0.100×0.030]/0.025 = 0.0600 M. B ignores 1:2 stoichiometry.,Acid-Base Titration,Medium,Chemistry,Fundamental Concepts
A gas mixture has 0.25 mol N₂ and 0.75 mol O₂. What is O₂’s partial pressure if total pressure is 1.0 atm?,0.75 atm,0.25 atm,0.50 atm,1.0 atm,A,Partial pressure = 0.75/(0.25+0.75)×1.0 = 0.75 atm. C assumes equal moles.,Partial Pressures (Dalton’s Law),Easy,Chemistry,Fundamental Concepts
What mass of CO₂ is produced from 10.0 g of C₂H₆ and excess O₂? (Molar mass C₂H₆ = 30.07 g/mol),29.3 g,22.0 g,14.7 g,36.7 g,B,Molar ratio 2:4 → (10/30.07)×(44.01/30.07) = 22.0 g. C uses CO instead of CO₂.,Reaction Stoichiometry,Hard,Chemistry,Fundamental Concepts
"A 50.0 mL solution is diluted to 200.0 mL. If final concentration is 0.150 M, what was the initial concentration?",0.600 M,0.300 M,1.20 M,0.450 M,A,C₁ = (0.150×200)/50 = 0.600 M. B assumes 1:1 volume ratio.,Dilution Calculations,Medium,Chemistry,Fundamental Concepts
How many molecules are in 0.500 moles of NH₃? (Avogadro’s number = 6.022×10²³),3.01×10²³,6.02×10²³,1.20×10²⁴,9.03×10²³,A,0.500×6.022×10²³ = 3.01×10²³. C uses 2×Avogadro’s number.,Avogadro’s Number,Easy,Chemistry,Fundamental Concepts
What is the normality of 0.250 M H₃PO₄ for reaction with NaOH to form NaH₂PO₄?,0.250 N,0.500 N,0.750 N,1.00 N,B,Normality = 0.250×2 = 0.500 N (1 H+ transferred). C assumes 3 H+.,Normality Calculations,Medium,Chemistry,Fundamental Concepts
A 15.0 g sample of NaNO₃ is dissolved in 500. g of water. What is the solution’s concentration in ppm?,30 ppm,300 ppm,6000 ppm,150 ppm,A,ppm = (15.0/515.0)×10⁶ ≈ 30 ppm. B assumes 500 g instead of 515 g total.,Parts Per Million (ppm),Medium,Chemistry,Fundamental Concepts
What is the molarity of 12.0 M HCl diluted to 500.0 mL from 100.0 mL?,2.40 M,1.20 M,6.00 M,3.00 M,A,M₁V₁ = 12×0.1 = 1.2 → M₂ = 1.2/0.5 = 2.40 M. B uses 0.05 L instead of 0.5 L.,Dilution Calculations,Medium,Chemistry,Fundamental Concepts
A 20.0 g sample of KBr is in 100. g of solution. What is the mass percent of KBr?,16.7%,20.0%,18.6%,25.0%,B,Mass% = (20.0/100.0)×100 = 20.0%. A assumes 120.0 g total mass.,Mass Percent Calculations,Easy,Chemistry,Fundamental Concepts
What volume of 0.500 M AgNO₃ is needed to precipitate all Cl⁻ in 25.0 mL of 0.100 M MgCl₂?,10.0 mL,20.0 mL,5.00 mL,25.0 mL,A,Moles Cl⁻ = 0.025×0.100×2 = 0.005 → Volume = 0.005/(0.500) = 0.010 L. B uses 1:1 ratio.,Precipitation Reactions,Hard,Chemistry,Fundamental Concepts
What is the molarity of a solution containing 4.0 g of NaOH (molar mass = 40 g/mol) dissolved in 500 mL of solution?,0.1 M,0.2 M,0.3 M,0.4 M,B,Molarity = moles/volume (L). 4.0g/40g/mol = 0.1 mol. 500 mL = 0.5 L. 0.1/0.5 = 0.2 M. Option A fails due to dividing 4.0g by 500.,Molarity Calculation,Easy,Chemistry,Fundamental Concepts
A 250 mL solution of 0.5 M HCl is diluted to 500 mL. What is the new concentration?,0.125 M,0.25 M,0.50 M,1.00 M,B,C1V1 = C2V2. 0.5 × 250 = C2 × 500 → C2 = 0.25 M. Option D assumes doubling volume halves concentration incorrectly.,Dilution Formula,Medium,Chemistry,Fundamental Concepts
How many moles of O2 are produced when 4 moles of H2O2 decompose (2H2O2 → 2H2O + O2)?,1 mole,2 moles,3 moles,4 moles,B,2 moles H2O2 produce 1 mole O2. 4 moles H2O2 produce 2 moles O2. Option D assumes 1:1 ratio.,Stoichiometry,Easy,Chemistry,Fundamental Concepts
"What is the mass percent of carbon in CO2? (C = 12, O = 16)",27.27%,33.00%,44.00%,25.00%,A,Mass percent = (12/44) × 100 = 27.27%. Option B adds O2 mass instead of CO2.,Percentage Composition,Medium,Chemistry,Fundamental Concepts
24 g of Mg (atomic mass = 24) combines with 16 g of O (atomic mass = 16). What is the empirical formula?,MgO2,MgO,Mg2O,Mg2O3,B,Mole ratio Mg:O = 1:1. Option A assumes O:O ratio incorrectly.,Empirical Formula,Easy,Chemistry,Fundamental Concepts
"If 0.5 mol of O2 occupies 11.2 L at STP, what pressure is exerted? (R = 0.0821 L·atm/mol·K)",1.0 atm,2.0 atm,0.5 atm,4.0 atm,A,PV = nRT → P = (0.5 × 0.0821 × 273)/11.2 ≈ 1 atm. Option B assumes 22.4 L instead of 11.2 L.,Gas Laws,Hard,Chemistry,Fundamental Concepts
"In the reaction 2Al + 3Cl2 → 2AlCl3, which reactant is limiting if 1 mole of Al and 1.5 moles of Cl2 are used?",Al,Cl2,Neither,Both,C,Mole ratio 1:1.5 matches 2:3. Both reactants fully consume. Option A assumes a different ratio.,Limiting Reactant,Hard,Chemistry,Fundamental Concepts
A gas has a density of 1.43 g/L at STP. What is its molar mass?,32 g/mol,64 g/mol,44 g/mol,28 g/mol,A,Molar mass = density × 22.4 L/mol = 1.43 × 22.4 ≈ 32 g/mol. Option C uses 28 L/mol instead of 22.4.,Molar Mass from Density,Medium,Chemistry,Fundamental Concepts
"If 50 g of CaCO3 (molar mass = 100 g/mol) decomposes, how many grams of CO2 are produced? (Molar ratio 1:1)",11 g,22 g,33 g,44 g,A,0.5 mol CaCO3 produces 0.5 mol CO2 (0.5 × 44 = 22 g). Option A uses 0.25 mol erroneously.,Stoichiometry,Medium,Chemistry,Fundamental Concepts
A solution contains 12 g of NaOH dissolved in 250 mL of water. What is its molarity? (Molar mass of NaOH = 40 g/mol),1.2 M,0.48 M,12 M,0.12 M,A,Molarity = (12/40) / 0.25 = 1.2 M. Option B forgets to divide by volume in liters.,Molarity Calculations,Medium,Chemistry,Fundamental Concepts
500 mL of 2 M HCl is diluted to 1 L. What is the new concentration?,0.5 M,1 M,2 M,4 M,B,M1V1 = M2V2 → 2*0.5 = M2*1 → M2 = 1 M. Option A miscalculates volume dilution.,Dilution Problems,Easy,Chemistry,Fundamental Concepts
"What is the mass of 0.2 moles of CO2? (C = 12, O = 16)",44 g,8.8 g,22 g,8.8 kg,B,Molar mass = 44 g/mol; 0.2 × 44 = 8.8 g. Option A uses molar mass directly.,Molar Mass Calculations,Easy,Chemistry,Fundamental Concepts
3 moles of O2 gas occupy what volume at STP?,67.2 L,33.6 L,22.4 L,11.2 L,A,22.4 L/mol × 3 = 67.2 L. Option C assumes 1 mole instead of 3.,Gas Volume at STP,Easy,Chemistry,Fundamental Concepts
A sample of MgSO4·7H2O loses water to form anhydrous MgSO4. Calculate the % mass loss if the molar mass of water is 18 g/mol. (MgSO4 = 120 g/mol),45%,36%,55%,28%,A,Water mass = 7×18 = 126 g; (126 / (120+126)) × 100 = 45%. Option B miscalculates ratios.,Percent Composition,Medium,Chemistry,Fundamental Concepts
"A compound has 4.8 g of C and 1.6 g of O. What is its empirical formula? (C = 12, O = 16)",CO2,CO,C2O,C3O2,B,"Moles C = 0.4, O = 0.1 → ratio 4:1. Option A assumes 1:2 ratio.",Empirical Formula,Medium,Chemistry,Fundamental Concepts
"In 4Fe + 3O2 → 2Fe2O3, how many moles of O2 react with 4 moles of Fe?",3,1.5,4,2,B,Mole ratio Fe:O2 = 4:3 → 3/4 = 1.5. Option A ignores ratio scaling.,Stoichiometry,Hard,Chemistry,Fundamental Concepts
"Heating 10 g of CaCO3 produces 4.4 g of CO2. What is the % yield? (Molar masses: CaCO3 = 100 g/mol, CO2 = 44 g/mol)",100%,90%,80%,70%,B,Theoretical yield = (10/100)×44 = 4.4 g; 4.4/4.4 × 100 = 100%. Option C miscalculates.,Percent Yield,Hard,Chemistry,Fundamental Concepts
How many molecules are in 28 g of CO? (Avogadro’s number = 6.02×10^23),6.02×10^23,12.04×10^23,3.01×10^23,24.08×10^23,A,Molar mass = 28 g/mol → 1 mole = 6.02×10^23 molecules. Option B doubles the value.,Avogadro’s Number,Easy,Chemistry,Fundamental Concepts
What volume of 0.5 M H2SO4 is needed to provide 0.1 moles of H2SO4?,200 mL,500 mL,100 mL,150 mL,A,Volume = 0.1 / 0.5 = 0.2 L = 200 mL. Option C uses 1 M instead of 0.5 M.,Concentration Problems,Medium,Chemistry,Fundamental Concepts
How much heat (in kJ) is needed to raise 200 g of water from 20°C to 30°C? (Specific heat = 4.184 J/g°C),8.37 kJ,83.7 kJ,837 kJ,16.7 kJ,A,q = 200 × 10 × 4.184 = 8368 J ≈ 8.37 kJ. Option B adds a decimal error.,Heat Calculations,Medium,Chemistry,Fundamental Concepts
A gas has a density of 1.79 g/L at STP. What is its molar mass?,22.4 g/mol,39.9 g/mol,44.0 g/mol,58.5 g/mol,C,Density × 22.4 L/mol = 1.79×22.4 = 40.0 g/mol. Option A ignores density × volume.,Gas Density,Hard,Chemistry,Fundamental Concepts
"What is the empirical formula of a compound with 40% C, 6.7% H, and 53.3% O? (C = 12, H = 1, O = 16)",CH2O,C2H4O2,CH3O,C2H2O,A,"Assume 100g: moles C=3.33, H=6.7, O=3.33 → ratio 1:2:1. Option B duplicates ratio.",Percent Composition,Hard,Chemistry,Fundamental Concepts
A reaction produces 10 L of CO2 at STP. How many moles of glucose (C6H12O6) reacted? (Reaction: C6H12O6 → 6CO2),0.074 mol,0.44 mol,1.0 mol,0.12 mol,A,10 L CO2 = 0.446 mol → 0.446/6 = 0.074 mol glucose. Option B ignores stoichiometry.,Reaction Stoichiometry,Hard,Chemistry,Fundamental Concepts
"How many grams of MgO are formed from 24 g of Mg? (Reaction: 2Mg + O2 → 2MgO; Mg = 24 g/mol, O = 16 g/mol)",40 g,20 g,80 g,60 g,A,24 g Mg = 1 mol → 1 mol MgO = 40 g. Option B halves the product mass.,Mass-Mass Stoichiometry,Hard,Chemistry,Fundamental Concepts
A gas cylinder containing CO₂ is easier to liquefy than one containing H₂. Which property explains this behavior?,Higher molar mass of CO₂,Stronger van der Waals forces in CO₂,Lower critical temperature of H₂,Higher atomic radius of hydrogen,B,CO₂ has stronger intermolecular forces. H₂'s weak forces (Option C) make it harder to liquefy.,Gas Laws and Deviations,Medium,Chemistry,Fundamental Concepts
Oxygen has a lower ionization energy than nitrogen despite being more electronegative. Why?,Oxygen has a smaller atomic radius,Oxygen's p-orbital has paired electrons,Nitrogen has a half-filled p-orbital,Oxygen's nucleus has higher charge,C,Nitrogen's stability from half-filled p-orbitals (Option C) makes ionization harder than oxygen.,Periodic Trends Exceptions,Medium,Chemistry,Fundamental Concepts
Which element deviates from the expected electron configuration by filling the d-orbital before the s-orbital?,Chromium,Iron,Copper,Zinc,A,Chromium (Cr) adopts a stable d⁵s¹ configuration. Iron (Option B) follows the standard Aufbau rule.,Atomic Structure Exceptions,Easy,Chemistry,Fundamental Concepts
Noble gases have larger atomic radii than their preceding elements. What causes this?,Increased nuclear shielding,Lower effective nuclear charge,Repulsion between valence electrons,Greater distance between electron shells,D,"Noble gas radii depend on van der Waals forces (Option D), not bonding radii like others.",Periodic Trends Exceptions,Hard,Chemistry,Fundamental Concepts
Water's boiling point is higher than expected for its molar mass. Which factor is primarily responsible?,Hydrogen bonding,Dipole-dipole interactions,London dispersion forces,Molecular shape asymmetry,A,Hydrogen bonds (Option A) in water create higher boiling points. Dipole-dipole forces (B) are weaker.,Chemical Bonding Exceptions,Easy,Chemistry,Fundamental Concepts
"In a reaction with excess sodium thiosulfate, sulfur precipitates slowly. Which exception to stoichiometry could explain this?",Catalytic decomposition of reactants,Formation of intermediate complexes,Side reactions producing gas,Unequal molar ratios in solution,B,Intermediate complexes (Option B) delay product formation. Side reactions (C) produce gas but not slow mixing.,Stoichiometry Anomalies,Medium,Chemistry,Fundamental Concepts
"Which noble gas forms stable compounds under specific conditions, defying the octet rule?",Helium,Neon,Krypton,Argon,C,Krypton forms compounds like KrF₂. Argon (D) is inert under normal conditions.,Chemical Bonding Exceptions,Medium,Chemistry,Fundamental Concepts
Why does the H₂O molecule have a bond angle of 104.5° instead of the ideal tetrahedral 109.5°?,Electron deficiency in oxygen,Lone pair-lone pair repulsion,Hybridization of orbitals,Molecular orbital overlap,B,"Lone pairs (Option B) compress bond angles. Hybridization (C) explains shape, not the deviation.",Molecular Geometry Exceptions,Hard,Chemistry,Fundamental Concepts
The specific heat capacity of water is higher than most liquids. What anomaly explains this?,Hydrogen bonding,Molecular weight,Polarity of molecules,Viscosity,A,"Hydrogen bonds (Option A) require more energy to break. Polarity (C) affects solubility, not heat capacity.",Thermochemistry Anomalies,Medium,Chemistry,Fundamental Concepts
Adding a catalyst to a reaction at equilibrium will:,Shift equilibrium toward products,Decrease activation energy for both forward and reverse reactions,Favor exothermic pathways,Increase yield of products,B,Catalysts lower activation energy equally (Option B). Equilibrium position (A) remains unchanged.,Chemical Equilibrium Exceptions,Hard,Chemistry,Fundamental Concepts
Which acid is an exception to the general rule that higher oxidation state increases acidity?,HClO,H₂SO₄,HClO₄,H₃PO₄,A,HClO (Option A) is weaker than HClO₂ despite lower oxidation state. HClO₄ (C) is exceptionally strong.,Acids and Bases Exceptions,Medium,Chemistry,Fundamental Concepts
The solubility of CO₂ in water decreases with increasing temperature. How does this defy the usual trend?,CO₂ is a nonpolar gas,Henry's law is invalid for CO₂,Gas solubility typically decreases with heat,Formation of carbonic acid increases solubility,C,"Gas solubility decreases with temperature (Option C). CO₂ forms H₂CO₃ (D), but that doesn’t reverse the trend.",Solutions Anomalies,Medium,Chemistry,Fundamental Concepts
Which element's atomic radius is an outlier in its group due to lanthanide contraction?,Tantalum (Ta),Niobium (Nb),Hafnium (Hf),Zirconium (Zr),C,Lanthanide contraction makes Hf (Option C) smaller than expected. Zr (D) is not directly affected.,Periodic Trends Exceptions,Hard,Chemistry,Fundamental Concepts
"Why is the first ionization energy of Be higher than B, even though B has more protons?",Be has a higher atomic radius,B has a half-filled p-orbital,Be has a filled s-orbital,Electron shielding in B is greater,C,Be’s stable filled s-orbital (Option C) makes ionization harder. B’s half-filled p-orbital (B) is more stable.,Periodic Trends Exceptions,Medium,Chemistry,Fundamental Concepts
The melting point of ice decreases with increasing pressure. Which exception to the general trend does this represent?,Ice is less dense than liquid water,Hydrogen bonds weaken under pressure,Ice sublimates instead of melting,Water is an amphoteric substance,A,Ice’s lower density (Option A) causes anomalous melting behavior. Pressure alone (B) doesn’t weaken bonds.,Thermochemistry Anomalies,Hard,Chemistry,Fundamental Concepts
Which property makes diamond an exception to the typical properties of nonmetals?,High luster,Electrical conductivity,Brittleness,High thermal conductivity,D,Diamond conducts heat well. Nonmetals (C) are usually poor thermal conductors.,Materials and Properties Exceptions,Medium,Chemistry,Fundamental Concepts
Why does NH₃ have a higher boiling point than PH₃ despite similar molar masses?,NH₃ has hydrogen bonding,NH₃ is more electronegative,PH₃ has a larger atomic radius,NH₃ is a stronger base,A,Hydrogen bonding in NH₃ (Option A) increases boiling point. PH₃ lacks this (C is irrelevant).,Molecular Interactions Exceptions,Easy,Chemistry,Fundamental Concepts
A student arranges elements by increasing atomic mass but notices argon comes before potassium. Which property determines this order?,Number of neutrons,Atomic number,Ionization energy,Electronegativity,B,"The periodic table is ordered by atomic number, not mass. Argon (Z=18) comes before potassium (Z=19), despite higher mass.",Periodic Table Anomalies,Easy,Chemistry,Fundamental Concepts
"At 4°C, water reaches maximum density. What makes this temperature significant?",Hydrogen bonds break completely,Molecules are closest packed,Vapor pressure is highest,Kinetic energy is maximum,B,"Water's density peaks at 4°C due to hydrogen bond arrangement. At 0°C, ice forms with open structure, making it less dense.",Anomalous Expansion of Water,Easy,Chemistry,Fundamental Concepts
A student notes that ice floats on water. Which property allows this anomalous behavior?,High surface tension,Lower density of solid phase,Hydrogen bonding in liquid form,Higher specific heat capacity,B,Ice has lower density due to hydrogen-bonded crystalline structure. Option C is a true fact but doesn't directly explain buoyancy.,Physical Properties of Water,Easy,Chemistry,Fundamental Concepts
