Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A 1000 kg elevator is lifted 20 m. What is the work done against gravity? (g = 10 m/s²),100 kJ,150 kJ,200 kJ,250 kJ,C,Work done = mgh = 1000 kg × 10 m/s² × 20 m = 200 kJ. Option A fails due to miscalculation.,Work Done Against Gravity,Easy,Physics,Work and Energy
A spring with a spring constant of 500 N/m is compressed by 0.2 m. What is the elastic potential energy stored?,5 J,10 J,15 J,20 J,B,Elastic PE = ½kx² = ½ × 500 N/m × (0.2 m)² = 10 J. Option A fails due to incorrect formula application.,Elastic Potential Energy,Easy,Physics,Work and Energy
A 5 kg object is moving at 4 m/s. What is its kinetic energy?,20 J,30 J,40 J,50 J,C,KE = ½mv² = ½ × 5 kg × (4 m/s)² = 40 J. Option B fails due to incorrect calculation.,Kinetic Energy,Easy,Physics,Work and Energy
A machine lifts a 200 N weight to a height of 10 m in 5 s. What is the power output of the machine?,200 W,300 W,400 W,500 W,C,Power = Work / Time = (200 N × 10 m) / 5 s = 400 W. Option B fails due to miscalculation.,Power,Medium,Physics,Work and Energy
A body of mass 10 kg is moving with a velocity of 5 m/s. What is the work done to stop it?,-125 J,-100 J,125 J,100 J,A,Work done = ΔKE = 0 - ½ × 10 kg × (5 m/s)² = -125 J. Option C fails because it's positive.,Work-Energy Theorem,Medium,Physics,Work and Energy
"A force of 100 N is applied to a stationary block of mass 20 kg. If the block doesn't move, what is the work done?",0 J,100 J,200 J,500 J,A,Work done = 0 since there's no displacement. Option B fails because it assumes displacement.,Work Done by a Constant Force,Easy,Physics,Work and Energy
A 2 kg object is dropped from a height of 10 m. What is its kinetic energy just before hitting the ground? (g = 10 m/s²),100 J,150 J,200 J,250 J,C,KE = mgh = 2 kg × 10 m/s² × 10 m = 200 J. Option A fails due to miscalculation.,Conservation of Energy,Medium,Physics,Work and Energy
A car of mass 1200 kg accelerates from 10 m/s to 20 m/s. What is the increase in its kinetic energy?,120 kJ,150 kJ,180 kJ,200 kJ,C,ΔKE = ½m(v₂² - v₁²) = ½ × 1200 kg × ((20 m/s)² - (10 m/s)²) = 180 kJ. Option B fails due to incorrect calculation.,Kinetic Energy,Medium,Physics,Work and Energy
A 50 g bullet is fired at 400 m/s. What is its kinetic energy?,2000 J,3000 J,4000 J,5000 J,C,KE = ½mv² = ½ × 0.05 kg × (400 m/s)² = 4000 J. Option B fails due to miscalculation.,Kinetic Energy,Medium,Physics,Work and Energy
A 10 kg block is pulled 5 m up a frictionless incline with a force of 50 N parallel to the incline. What is the work done by this force?,200 J,250 J,300 J,400 J,B,Work done = F × d = 50 N × 5 m = 250 J. Option A fails due to incorrect calculation.,Work Done by a Constant Force,Easy,Physics,Work and Energy
"A 500 N force is applied to a car, causing it to move 20 m. If the force is applied at an angle of 30° to the direction of motion, what is the work done?",8000 J,8660 J,9000 J,10000 J,B,Work done = F × d × cos(θ) = 500 N × 20 m × cos(30°) = 8660 J. Option A fails due to incorrect angle application.,Work Done by a Force at an Angle,Hard,Physics,Work and Energy
A 20 kg child on a swing is pulled back to a height of 2 m above the lowest point. What is the child's gravitational potential energy at this height? (g = 10 m/s²),200 J,300 J,400 J,500 J,C,GPE = mgh = 20 kg × 10 m/s² × 2 m = 400 J. Option B fails due to miscalculation.,Gravitational Potential Energy,Easy,Physics,Work and Energy
A machine has an efficiency of 80% and does 400 J of work. What is the input energy to the machine?,400 J,500 J,600 J,800 J,B,Efficiency = Output / Input; 0.8 = 400 J / Input; Input = 400 J / 0.8 = 500 J. Option A fails due to incorrect efficiency application.,Efficiency,Medium,Physics,Work and Energy
A 100 g ball is thrown upwards with an initial velocity of 20 m/s. What is its kinetic energy at the highest point?,0 J,10 J,20 J,30 J,A,"At the highest point, velocity = 0, so KE = 0. Option B fails because it assumes some velocity remains.",Kinetic Energy,Easy,Physics,Work and Energy
"A force of 200 N is applied to a 50 kg block on a frictionless surface, causing it to accelerate. What is the work done by this force in 4 s if the block starts from rest?",1600 J,3200 J,4800 J,6400 J,B,"a = F/m = 200 N / 50 kg = 4 m/s²; d = ½at² = ½ × 4 m/s² × (4 s)² = 32 m; Work = F × d = 200 N × 32 m = 6400 J, but using the work-energy theorem: Work = ΔKE = ½ × 50 kg × (16 m/s)² = 3200 J (since v = u + at = 0 + 4 × 4 = 16 m/s). Option A fails due to incorrect time application.",Work-Energy Theorem,Hard,Physics,Work and Energy
A 2 kg block slides down a frictionless incline of height 5 m. What is its speed at the bottom? (g = 10 m/s²),5 m/s,7 m/s,10 m/s,15 m/s,C,mgh = ½mv²; v = √(2gh) = √(2 × 10 m/s² × 5 m) = 10 m/s. Option B fails due to miscalculation.,Conservation of Energy,Medium,Physics,Work and Energy
A 5 kg block is lifted 2 m vertically. What is the work done against gravity?,98 J,100 J,49 J,20 J,A,Work done = mgh = 5 kg * 9.8 m/s^2 * 2 m = 98 J. Option B is incorrect due to rounding g to 10 m/s^2.,Work Done by a Constant Force,Easy,Physics,Work and Energy
"A force of 10 N acts on a body, displacing it 5 m at an angle of 60°. What is the work done?",25 J,43.3 J,50 J,21.65 J,A,Work done = F * d * cos(θ) = 10 N * 5 m * cos(60°) = 25 J. Option B is incorrect due to miscalculation.,Work Done by a Constant Force,Medium,Physics,Work and Energy
A spring with k = 100 N/m is compressed by 0.2 m. What is the potential energy stored?,2 J,4 J,1 J,0.5 J,A,Elastic potential energy = 0.5 * k * x^2 = 0.5 * 100 N/m * (0.2 m)^2 = 2 J. Option B is incorrect due to calculation error.,Elastic Potential Energy,Easy,Physics,Work and Energy
A 2 kg object moves at 4 m/s. What is its kinetic energy?,16 J,8 J,32 J,4 J,A,Kinetic energy = 0.5 * m * v^2 = 0.5 * 2 kg * (4 m/s)^2 = 16 J. Option B is incorrect due to miscalculation.,Kinetic Energy,Easy,Physics,Work and Energy
"A body of mass 10 kg is raised to a height of 2 m. If the acceleration due to gravity is 9.8 m/s^2, what is the work done?",196 J,200 J,150 J,100 J,A,Work done = mgh = 10 kg * 9.8 m/s^2 * 2 m = 196 J. Option B is incorrect due to rounding g to 10 m/s^2.,Work Done by a Constant Force,Easy,Physics,Work and Energy
"A car accelerates from 0 to 20 m/s in 4 s. If its mass is 1500 kg, what is the average power delivered?",150 kW,75 kW,100 kW,200 kW,B,Average power = ΔKE / Δt = (0.5 * 1500 kg * (20 m/s)^2) / 4 s = 75 kW. Option A is incorrect due to miscalculation.,Power,Medium,Physics,Work and Energy
"A 50 N force is applied at an angle of 30° to the horizontal, displacing a body 10 m horizontally. What is the work done?",433 J,500 J,250 J,375 J,A,Work done = F * d * cos(θ) = 50 N * 10 m * cos(30°) = 433 J. Option B is incorrect due to miscalculation.,Work Done by a Constant Force,Medium,Physics,Work and Energy
A 1000 kg elevator is lifted 20 m in 10 s. What is the average power delivered?,19.6 kW,20 kW,15 kW,10 kW,A,Average power = mgh / t = (1000 kg * 9.8 m/s^2 * 20 m) / 10 s = 19.6 kW. Option B is incorrect due to rounding g to 10 m/s^2.,Power,Medium,Physics,Work and Energy
A body is projected upwards with a velocity of 20 m/s. What is its kinetic energy at the highest point?,0 J,100 J,200 J,400 J,A,"At the highest point, velocity = 0, so kinetic energy = 0. Option B is incorrect as it assumes some velocity at the highest point.",Kinetic Energy,Easy,Physics,Work and Energy
"A force F = (2x + 3) N acts on a body, displacing it from x = 0 to x = 2 m. What is the work done?",10 J,8 J,6 J,4 J,A,Work done = ∫F dx = ∫(2x + 3) dx from 0 to 2 = [x^2 + 3x] from 0 to 2 = 10 J. Option B is incorrect due to miscalculation.,Work Done by a Variable Force,Hard,Physics,Work and Energy
"A 2 kg block is attached to a spring with k = 50 N/m. If it is displaced by 0.1 m, what is the elastic potential energy?",0.25 J,0.5 J,0.1 J,1 J,A,Elastic potential energy = 0.5 * k * x^2 = 0.5 * 50 N/m * (0.1 m)^2 = 0.25 J. Option B is incorrect due to miscalculation.,Elastic Potential Energy,Easy,Physics,Work and Energy
A body of mass 5 kg is moving with a velocity of 4 m/s. What is its kinetic energy?,40 J,20 J,80 J,10 J,A,Kinetic energy = 0.5 * m * v^2 = 0.5 * 5 kg * (4 m/s)^2 = 40 J. Option B is incorrect due to miscalculation.,Kinetic Energy,Easy,Physics,Work and Energy
A 100 g bullet is fired at 400 m/s. What is its kinetic energy?,8000 J,800 J,4000 J,16000 J,A,Kinetic energy = 0.5 * m * v^2 = 0.5 * 0.1 kg * (400 m/s)^2 = 8000 J. Option B is incorrect due to miscalculation.,Kinetic Energy,Medium,Physics,Work and Energy
A 50 kg person climbs a staircase 4 m high in 10 s. What is the average power delivered?,196 W,200 W,150 W,100 W,A,Average power = mgh / t = (50 kg * 9.8 m/s^2 * 4 m) / 10 s = 196 W. Option B is incorrect due to rounding g to 10 m/s^2.,Power,Medium,Physics,Work and Energy
"A spring is compressed by 0.2 m, storing 4 J of energy. What is its spring constant?",200 N/m,100 N/m,50 N/m,400 N/m,A,"Elastic potential energy = 0.5 * k * x^2. Rearranging, k = 2 * energy / x^2 = 2 * 4 J / (0.2 m)^2 = 200 N/m. Option B is incorrect due to miscalculation.",Elastic Potential Energy,Medium,Physics,Work and Energy
A body is moving with a constant velocity. What is the net work done on it?,Positive,Negative,Zero,Depends on the force,C,"Since the body is moving with constant velocity, the net force acting on it is zero, so the net work done is zero. Option A is incorrect as it implies acceleration.",Work-Energy Theorem,Easy,Physics,Work and Energy
A 5 kg block is pulled 2 m along a frictionless surface by a 10 N force. What is the work done by the force?,20 J,10 J,15 J,25 J,A,Work done = F * d = 10 N * 2 m = 20 J. Option B is incorrect due to miscalculation.,Work Done by a Constant Force,Easy,Physics,Work and Energy
A 2 kg object has a kinetic energy of 16 J. What is its velocity?,4 m/s,2 m/s,8 m/s,1 m/s,A,"Kinetic energy = 0.5 * m * v^2. Rearranging, v = sqrt(2 * KE / m) = sqrt(2 * 16 J / 2 kg) = 4 m/s. Option B is incorrect due to miscalculation.",Kinetic Energy,Medium,Physics,Work and Energy
A body is projected upwards. At what point is its kinetic energy minimum?,At the ground,At the highest point,At the middle point,At the start,B,"At the highest point, velocity is zero, so kinetic energy is minimum. Option A is incorrect as it has maximum kinetic energy at the ground.",Kinetic Energy,Medium,Physics,Work and Energy
A 10 kg block is lifted 1 m in 2 s. What is the average power delivered?,49 W,50 W,25 W,100 W,A,Average power = mgh / t = (10 kg * 9.8 m/s^2 * 1 m) / 2 s = 49 W. Option B is incorrect due to rounding g to 10 m/s^2.,Power,Medium,Physics,Work and Energy
"When a conservative force does positive work on a body, what happens to the body's potential energy?",It increases,It decreases,It remains the same,It becomes zero,B,Conservative force doing positive work decreases potential energy. Option A is incorrect because positive work reduces potential energy.,Conservative Forces,Easy,Physics,Work and Energy
A car's engine converts chemical energy into kinetic energy. What type of energy conversion occurs when the brakes are applied?,Kinetic to potential,Kinetic to thermal,Potential to kinetic,Thermal to kinetic,B,Braking converts kinetic energy to thermal energy through friction. Option A is incorrect because potential energy is not involved.,Energy Conversion,Medium,Physics,Work and Energy
What is the primary reason a roller coaster's speed increases as it descends a slope?,Conservation of momentum,Conversion of potential to kinetic energy,Increase in gravitational force,Decrease in frictional force,B,Potential energy converts to kinetic energy as the roller coaster descends. Option A is incorrect because momentum isn't conserved here.,Energy Conversion,Easy,Physics,Work and Energy
A weightlifter holds a heavy weight stationary above their head. What type of work is being done?,Positive work,Negative work,No work,Variable work,C,"No displacement occurs, so no work is done. Option A is incorrect because work requires displacement.",Work Done,Easy,Physics,Work and Energy
"In a perfectly elastic collision, what is conserved besides momentum?",Only kinetic energy,Only potential energy,Both kinetic and potential energy,Neither kinetic nor potential energy,A,"In elastic collisions, kinetic energy is conserved. Option B is incorrect because potential energy isn't directly relevant.",Elastic Collisions,Medium,Physics,Work and Energy
A pendulum's bob is pulled to one side and released. At what point is its kinetic energy maximum?,At the extreme positions,At the equilibrium position,Halfway between extreme and equilibrium,"Nowhere, it remains constant",B,Kinetic energy is maximum at the equilibrium position due to maximum velocity. Option A is incorrect because velocity is zero at extremes.,Pendulum Motion,Medium,Physics,Work and Energy
What is the effect of friction on the total mechanical energy of a closed system?,It increases,It decreases,It remains the same,It becomes zero,B,"Friction dissipates energy, reducing total mechanical energy. Option A is incorrect because friction doesn't add energy.",Frictional Effects,Medium,Physics,Work and Energy
"A force is applied to an object, causing it to move in a circular path. What type of work is done by this force?",Positive work,Negative work,No work,Variable work,C,"The force is perpendicular to displacement, so no work is done. Option A is incorrect because work requires force and displacement in the same direction.",Work Done in Circular Motion,Hard,Physics,Work and Energy
"In an isolated system, what happens to the total energy?",It increases,It decreases,It remains constant,It becomes zero,C,Total energy remains constant in an isolated system. Option A is incorrect because energy can't be created.,Conservation of Energy,Easy,Physics,Work and Energy
"A ball is thrown upwards. At its highest point, what is its energy state?",Maximum kinetic energy,Maximum potential energy,Equal kinetic and potential energy,Zero total energy,B,"At the highest point, all energy is potential. Option A is incorrect because kinetic energy is zero at the highest point.",Projectile Motion,Medium,Physics,Work and Energy
A machine's efficiency is always less than 100%. What is the primary reason for this?,Friction,Gravity,Inertia,Momentum,A,"Friction dissipates energy, reducing efficiency. Option B is incorrect because gravity isn't the primary reason for efficiency loss.",Efficiency of Machines,Easy,Physics,Work and Energy
"When a spring is compressed, what type of energy is stored in it?",Kinetic energy,Potential energy,Thermal energy,Electrical energy,B,"Compressed springs store potential energy. Option A is incorrect because kinetic energy is related to motion, not compression.",Elastic Potential Energy,Easy,Physics,Work and Energy
A cyclist coasts to a stop on a flat surface. What happens to the cyclist's initial kinetic energy?,It converts to potential energy,It is dissipated as heat by friction,It remains as kinetic energy,It is stored as elastic energy,B,Friction dissipates kinetic energy as heat. Option A is incorrect because potential energy isn't relevant on a flat surface.,Frictional Effects,Medium,Physics,Work and Energy
What is the role of the work-energy theorem in physics?,Relating force and acceleration,Relating work and energy transfer,Describing momentum conservation,Explaining gravitational forces,B,The work-energy theorem relates work done to energy transfer. Option A is incorrect because it describes Newton's second law.,Work-Energy Theorem,Medium,Physics,Work and Energy
A diver jumps off a high board. What energy conversion occurs as they fall?,Potential to kinetic,Kinetic to potential,Thermal to kinetic,Kinetic to thermal,A,Potential energy converts to kinetic energy during the fall. Option B is incorrect because the opposite conversion occurs.,Energy Conversion,Easy,Physics,Work and Energy
"In a closed system, what happens to the total mechanical energy if non-conservative forces are present?",It increases,It decreases,It remains the same,It becomes zero,B,Non-conservative forces like friction reduce total mechanical energy. Option C is incorrect because non-conservative forces cause energy loss.,Non-Conservative Forces,Hard,Physics,Work and Energy
A child slides down a frictionless slide. What happens to their potential energy?,It increases,It decreases,It remains the same,It becomes zero,B,Potential energy converts to kinetic energy as the child slides down. Option A is incorrect because potential energy decreases as height decreases.,Energy Conversion,Easy,Physics,Work and Energy
A car accelerates from rest on a horizontal surface. What is the source of its kinetic energy?,Conversion of potential energy,Conversion of chemical energy,Conversion of thermal energy,Conversion of electrical energy,B,The car's engine converts chemical energy into kinetic energy. Option A is incorrect because potential energy isn't relevant on a horizontal surface.,Energy Conversion,Medium,Physics,Work and Energy
What type of energy is associated with the vibration of particles in a substance?,Kinetic energy,Potential energy,Thermal energy,Electrical energy,C,"Thermal energy is related to the vibration of particles. Option A is incorrect because while kinetic energy is involved, thermal energy is the more specific answer.",Thermal Energy,Hard,Physics,Work and Energy
A block is pulled along a horizontal surface at a constant speed. What is the net work done on the block?,Positive work,Negative work,No work,Variable work,C,"At constant speed, the net force is zero, so no net work is done. Option A is incorrect because work requires a net force.",Work Done,Hard,Physics,Work and Energy
A car accelerates from rest to a certain velocity. Compare the work done by the engine to the change in kinetic energy of the car.,Work done is greater than the change in kinetic energy,Work done equals the change in kinetic energy,Work done is less than the change in kinetic energy,Work done is unrelated to the change in kinetic energy,B,"Work-energy theorem states that net work done equals the change in kinetic energy, assuming no other forces do work.",Work-Energy Theorem,Medium,Physics,Work and Energy
A 5 kg block is lifted vertically upwards by 2 m. What is the work done by gravity?,100 J,-100 J,0 J,50 J,B,"Work done by gravity is negative as it opposes the displacement, calculated as -mgh.",Work Done by Gravity,Easy,Physics,Work and Energy
"A force of 10 N acts on a body, displacing it by 5 m at an angle of 60°. What is the work done?",25 J,50 J,12.5 J,40 J,A,"Work done is calculated as Fscosθ, resulting in 10*5*cos(60°) = 25 J.",Work Done by a Force,Medium,Physics,Work and Energy
A spring is stretched from its equilibrium position. What happens to its potential energy?,It decreases,It remains the same,It increases,It becomes zero,C,"Elastic potential energy increases as the spring is stretched, given by 0.5kx^2.",Elastic Potential Energy,Easy,Physics,Work and Energy
A body is moving in a circular path at constant speed. What is the work done by the centripetal force?,Positive work,Negative work,Zero work,Variable work,C,"Centripetal force is perpendicular to displacement, so work done is zero.",Work Done by Centripetal Force,Medium,Physics,Work and Energy
Compare the kinetic energy of a body at the top and bottom of a frictionless inclined plane.,Kinetic energy is the same at both positions,Kinetic energy is greater at the top,Kinetic energy is greater at the bottom,Kinetic energy is zero at the bottom,C,"As the body rolls down, potential energy converts to kinetic energy, increasing it at the bottom.",Conservation of Energy,Medium,Physics,Work and Energy
A 2 kg object is moving at 4 m/s. What is its kinetic energy?,8 J,16 J,4 J,32 J,B,"Kinetic energy is 0.5mv^2, so 0.5*2*4^2 = 16 J.",Kinetic Energy,Easy,Physics,Work and Energy
A machine lifts a load of 100 N to a height of 10 m in 5 seconds. What is its power output?,100 W,200 W,500 W,1000 W,B,"Power is work/time, so (100*10)/5 = 200 W.",Power,Medium,Physics,Work and Energy
What is the primary difference between conservative and non-conservative forces?,Conservative forces do more work,Non-conservative forces are stronger,Work done by conservative forces is path-independent,Non-conservative forces are always frictional,C,"Conservative forces have path-independent work, unlike non-conservative forces.",Conservative and Non-Conservative Forces,Hard,Physics,Work and Energy
A roller coaster is at the top of a hill. Compare its potential and kinetic energies.,Potential energy is less than kinetic energy,Potential energy equals kinetic energy,Potential energy is greater than kinetic energy,Potential energy is zero,C,"At the top, potential energy is maximum and kinetic energy is minimum.",Potential and Kinetic Energy,Medium,Physics,Work and Energy
"A force does 50 J of work on a body, increasing its kinetic energy from 20 J to 60 J. What is the work done by friction?",10 J,-10 J,0 J,20 J,B,"Net work done is 60-20 = 40 J, so work done by friction is 40-50 = -10 J.",Work-Energy Theorem with Friction,Hard,Physics,Work and Energy
A body is thrown upwards. At what point is its kinetic energy minimum?,At the start,At the highest point,At the end,At the middle,B,"At the highest point, velocity is zero, so kinetic energy is minimum.",Kinetic Energy in Projectile Motion,Easy,Physics,Work and Energy
A 10 kg block is pulled horizontally by a force of 20 N over a distance of 5 m. What is the work done by the force?,50 J,100 J,150 J,200 J,B,"Work done is Fscosθ, here F=20 N, s=5 m, θ=0°, so 20*5 = 100 J.",Work Done by a Force,Easy,Physics,Work and Energy
A pendulum swings back and forth. At what point is its potential energy maximum?,At the equilibrium position,At the extreme positions,At the midpoint,At the start,B,Potential energy is maximum at extreme positions due to maximum height.,Potential Energy in Oscillations,Medium,Physics,Work and Energy
A car moves up a hill. Compare the work done against gravity to the change in its potential energy.,Work done is less than the change in potential energy,Work done equals the change in potential energy,Work done is greater than the change in potential energy,Work done is unrelated to the change in potential energy,B,Work done against gravity equals the change in potential energy.,Work Done Against Gravity,Medium,Physics,Work and Energy
A body of mass 5 kg is moving at a velocity of 2 m/s. What is its kinetic energy?,5 J,10 J,15 J,20 J,B,"Kinetic energy is 0.5mv^2, so 0.5*5*2^2 = 10 J.",Kinetic Energy,Easy,Physics,Work and Energy
"A machine has an efficiency of 80%. If it does 400 J of work, what is the input energy?",320 J,400 J,500 J,800 J,C,"Efficiency = output/input, so input = output/efficiency = 400/0.8 = 500 J.",Efficiency of Machines,Hard,Physics,Work and Energy
"A 20 N force acts on a body, displacing it by 3 m at 30° to the force. What is the work done?",30 J,51.96 J,60 J,90 J,B,"Work done is Fscosθ, so 20*3*cos(30°) = 51.96 J.",Work Done by a Force at an Angle,Medium,Physics,Work and Energy
A spring of spring constant 100 N/m is compressed by 0.2 m. What is its potential energy?,1 J,2 J,4 J,10 J,B,"Elastic potential energy is 0.5kx^2, so 0.5*100*0.2^2 = 2 J.",Elastic Potential Energy,Easy,Physics,Work and Energy
A body is moving in a straight line with a constant velocity. What is the net work done on it?,Positive work,Negative work,Zero work,Variable work,C,"No net force acts on a body moving at constant velocity, so net work done is zero.",Work Done on a Body,Medium,Physics,Work and Energy
A crane lifts a 500 kg steel beam vertically upward at constant speed. What is the work done by the crane's cable force during the lift?,"Zero, because the beam moves at constant speed","5000 J, equal to the beam's weight","49000 J, equal to (mass)(g)(height)","98000 J, double the gravitational potential energy",C,Work equals force times distance. Option A ignores force magnitude.,Work done by constant force,Medium,Physics,Work and Energy
A cyclist coasts down a 10% slope without pedaling. Which energy transformation is dominant?,Chemical potential → Kinetic,Elastic potential → Thermal,Gravitational potential → Kinetic,Electrical → Mechanical,C,Slope descent converts height energy to motion energy. Option A implies food energy use.,Conservation of mechanical energy,Medium,Physics,Work and Energy
"A bullet penetrates a wooden plank, emerging at 50% of its initial speed. What percentage of its energy was lost?",25%,50%,75%,90%,C,Kinetic energy relates to velocity squared. Option B assumes linear relation.,Kinetic energy calculations,Hard,Physics,Work and Energy
"A spring-loaded dart gun fires a dart vertically upward. At maximum height, what is the dart's energy state?",All kinetic,All elastic potential,All gravitational potential,"Half kinetic, half thermal",C,Maximum height equals zero kinetic energy. Option B ignores spring release.,Energy transformations in spring systems,Hard,Physics,Work and Energy
A 60 kg skier glides 50 meters down a 30° slope. What work does gravity do? (g = 9.8 m/s²),29400 J,14700 J,8570 J,4280 J,B,Work = mgh where h = 50 sin30° = 25 m. Option A uses full 50 m height.,Work done by gravity,Medium,Physics,Work and Energy
A horizontal force of 20 N pushes a 10 kg box across a 5 meter floor with 3 N friction. What net work is done?,100 J,85 J,70 J,Zero,B,Net work = (20-3 N)(5 m) = 85 J. Option A ignores friction.,Net work and friction,Medium,Physics,Work and Energy
