Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A nuclear fission chain reaction requires a minimum mass of fissile material called the...?,critical mass,activation energy,binding energy,moderator weight,A,Critical mass is the minimum sustained fission. Option C confuses binding energy with mass requirement.,Critical Mass and Chain Reactions,Easy,Physics,Nuclear Physics
What is the energy equivalent of 1 atomic mass unit (u)? (1 u = 931 MeV/c²),931 MeV,931 eV,93.1 MeV,9.31 MeV,A,1 u = 931 MeV/c² by definition. Option B misuses decimal placement.,Mass Units and Energy Equivalence,Easy,Physics,Nuclear Physics
A ¹³¹I sample has a half-life of 8 days. What is its decay constant λ? (ln 2 ≈ 0.693),0.0866 day⁻¹,0.693 day⁻¹,8 day⁻¹,0.00693 day⁻¹,A,λ = ln 2 / half-life = 0.693 / 8 = 0.0866 day⁻¹. Option D divides by 100 instead of 8.,Decay Constant and Half-Life Relationship,Medium,Physics,Nuclear Physics
A nucleus of uranium-238 undergoes alpha decay. What is the resulting nucleus?,Thorium-234,Radium-234,Actinium-234,Protactinium-234,A,"U-238 alpha decay yields Th-234, as 2 protons and 2 neutrons are lost.",Alpha Decay,Easy,Physics,Nuclear Physics
The binding energy per nucleon of deuterium is approximately 1.1 MeV. What is the total binding energy of the deuterium nucleus?,1.1 MeV,2.2 MeV,3.3 MeV,4.4 MeV,B,"Deuterium has 2 nucleons, so 1.1 MeV/nucleon x 2 nucleons = 2.2 MeV total binding energy.",Binding Energy,Easy,Physics,Nuclear Physics
A neutron-induced fission reaction occurs in uranium-235. What is the average number of neutrons released per fission event?,1.5,2.5,2.9,3.5,C,"U-235 fission releases approximately 2.9 neutrons per event, not 1.5, 2.5, or 3.5.",Nuclear Fission,Medium,Physics,Nuclear Physics
"The half-life of a radioactive substance is 10 days. After 30 days, what fraction of the original sample remains?",1/8,1/4,1/2,3/4,A,"After 3 half-lives, 1/2^3 = 1/8 of the sample remains, as each half-life reduces the sample by half.",Half-Life,Easy,Physics,Nuclear Physics
The energy released from the fission of one uranium-235 nucleus is approximately 200 MeV. How much energy is released from the fission of 1 kg of uranium-235?,1.6 x 10^13 J,1.6 x 10^15 J,1.6 x 10^17 J,1.6 x 10^19 J,C,"1 kg of U-235 contains approximately 2.56 x 10^24 nuclei, so energy released = 200 MeV/nucleus x 2.56 x 10^24 nuclei = 1.6 x 10^17 J.",Nuclear Fission,Medium,Physics,Nuclear Physics
What is the relationship between the half-life and decay constant of a radioactive substance?,Half-life = 1 / decay constant,Half-life = decay constant,Half-life = 0.693 / decay constant,Half-life = decay constant / 0.693,C,"The half-life is related to the decay constant by the equation t1/2 = 0.693 / λ, where λ is the decay constant.",Decay Constant,Medium,Physics,Nuclear Physics
A radioactive sample has an activity of 1000 Bq. What is the number of nuclei that decay per second?,100,500,1000,2000,C,"The activity is defined as the number of nuclei that decay per second, so 1000 Bq = 1000 decays/second.",Radioactivity,Easy,Physics,Nuclear Physics
"What is the process by which two or more atomic nuclei combine to form a single, heavier nucleus?",Fission,Fusion,Radioactive decay,Alpha decay,B,"Fusion is the process of combining nuclei to form a heavier nucleus, releasing energy in the process.",Nuclear Fusion,Easy,Physics,Nuclear Physics
The binding energy of a nucleus is the energy required to,Break the nucleus into its constituent protons and neutrons,Combine the protons and neutrons to form a nucleus,Split the nucleus into two smaller nuclei,Remove a neutron from the nucleus,A,The binding energy is the energy required to break the nucleus into its constituent protons and neutrons.,Binding Energy,Easy,Physics,Nuclear Physics
What is the purpose of a moderator in a nuclear reactor?,To increase the energy of the neutrons,To decrease the energy of the neutrons,To absorb the neutrons,To reflect the neutrons,B,"The moderator slows down the neutrons, increasing the probability of fission.",Nuclear Reactors,Medium,Physics,Nuclear Physics
A nucleus of radon-222 undergoes alpha decay. What is the resulting nucleus?,Polonium-218,Lead-218,Bismuth-218,Radium-218,A,"Rn-222 alpha decay yields Po-218, as 2 protons and 2 neutrons are lost.",Alpha Decay,Easy,Physics,Nuclear Physics
The average energy released per fission event in a uranium-235 reactor is approximately 200 MeV. What is the total energy released per kilogram of uranium-235?,1.6 x 10^13 J,1.6 x 10^15 J,1.6 x 10^17 J,1.6 x 10^19 J,C,"1 kg of U-235 contains approximately 2.56 x 10^24 nuclei, so energy released = 200 MeV/nucleus x 2.56 x 10^24 nuclei = 1.6 x 10^17 J.",Nuclear Fission,Medium,Physics,Nuclear Physics
What is the relationship between the activity and the number of nuclei of a radioactive substance?,Activity = number of nuclei,Activity = decay constant x number of nuclei,Activity = number of nuclei / decay constant,Activity = decay constant / number of nuclei,B,"The activity is related to the number of nuclei by the equation A = λN, where A is the activity, λ is the decay constant, and N is the number of nuclei.",Radioactivity,Medium,Physics,Nuclear Physics
"The half-life of a radioactive substance is 10 days. After 20 days, what fraction of the original sample remains?",1/4,1/8,1/16,1/32,B,"After 2 half-lives, 1/2^2 = 1/4 of the sample remains, but after 20 days, 2 half-lives have passed, so 1/4 of the sample remains.",Half-Life,Easy,Physics,Nuclear Physics
A nucleus of thorium-232 undergoes alpha decay. What is the resulting nucleus?,Radium-228,Actinium-228,Protactinium-228,Uranium-228,A,"Th-232 alpha decay yields Ra-228, as 2 protons and 2 neutrons are lost.",Alpha Decay,Easy,Physics,Nuclear Physics
The binding energy per nucleon of helium-4 is approximately 7.1 MeV. What is the total binding energy of the helium-4 nucleus?,7.1 MeV,14.2 MeV,28.4 MeV,42.6 MeV,C,"Helium-4 has 4 nucleons, so 7.1 MeV/nucleon x 4 nucleons = 28.4 MeV total binding energy.",Binding Energy,Easy,Physics,Nuclear Physics
What is the process by which a nucleus emits a high-energy electron?,Alpha decay,Beta decay,Gamma decay,Positron emission,B,Beta decay is the process by which a nucleus emits a high-energy electron.,Beta Decay,Easy,Physics,Nuclear Physics
A radioactive sample has a decay constant of 0.01 day^-1. What is the half-life of the sample?,50 days,69.3 days,100 days,200 days,B,"The half-life is related to the decay constant by the equation t1/2 = 0.693 / λ, so t1/2 = 0.693 / 0.01 = 69.3 days.",Decay Constant,Medium,Physics,Nuclear Physics
What is the purpose of a control rod in a nuclear reactor?,To increase the energy of the neutrons,To decrease the energy of the neutrons,To absorb the neutrons,To reflect the neutrons,C,"The control rod absorbs excess neutrons, regulating the reaction.",Nuclear Reactors,Medium,Physics,Nuclear Physics
"During an atomic explosion, what is the primary source of the immense heat and light?",Radioactive decay of the nucleus,Ionization of the electrons in the outer shells,"Fission of the nucleus, releasing a huge amount of binding energy",Nuclear fusion of the lighter atomic nuclei,C,"Fission releases binding energy, whereas radioactive decay and ionization do not produce heat and light at that scale.",Nuclear Fission,Easy,Physics,Nuclear Physics
"When a radioactive substance is shielded with layers of lead, what happens to its ionizing radiation?",The radiation becomes more ionizing,The radiation becomes less energetic,"The radiation is absorbed by the lead, reducing its intensity",The radiation changes its type from alpha to beta,C,"Lead is an effective shield, absorbing radiation and reducing its intensity, while the other options are incorrect types of radiation or incorrect effects on radiation.",Radiation Shielding,Easy,Physics,Nuclear Physics
A nuclear reactor uses control rods to regulate the fission reaction. What is the primary function of these rods?,To increase the rate of fission,To maintain a stable reaction rate,"To absorb excess neutrons, slowing down the reaction",To facilitate the release of heat from the reactor,C,"Control rods absorb excess neutrons, slowing down the reaction, whereas the other options are either the opposite of the rods' function or unrelated to their purpose.",Nuclear Reactors,Medium,Physics,Nuclear Physics
"In nuclear decay, what is the primary mechanism that causes a neutron-rich nucleus to decay?","Beta decay, where a proton is converted into a neutron","Alpha decay, where a heavy nucleus emits an alpha particle","Gamma decay, where a nucleus emits excess energy","Electron capture, where a neutron is converted into a proton",A,"Beta decay converts a neutron into a proton, allowing the nucleus to become more stable, whereas the other options are incorrect types of decay or the opposite of the desired outcome.",Radioactive Decay,Medium,Physics,Nuclear Physics
The phenomenon of nuclear isomerism is a result of the nucleus being in a higher energy state due to,Excess proton number,Excess neutron number,Unpaired nucleons in high-energy shells,Unstable electron configuration,C,"Unpaired nucleons in high-energy shells cause the nucleus to be in a higher energy state, whereas the other options are incorrect reasons for nuclear isomerism.",Nuclear Isomerism,Hard,Physics,Nuclear Physics
"During a nuclear explosion, what is responsible for the intense blast of air and debris?",Thermal expansion of the hot gas,Radiation pressure from the ionizing radiation,Shockwave generated by the rapid expansion of the hot gas,Thermal energy released from the radioactive decay,C,"The shockwave generated by the rapid expansion of the hot gas is responsible for the intense blast, whereas the other options are incorrect mechanisms for the blast.",Nuclear Explosions,Hard,Physics,Nuclear Physics
A nuclear power plant uses a moderator to slow down the neutrons. What is the primary purpose of the moderator?,To increase the energy of the neutrons,To absorb excess neutrons,"To slow down the neutrons, increasing the probability of fission",To facilitate the release of heat from the reactor,C,"The moderator slows down the neutrons, increasing the probability of fission, whereas the other options are either the opposite of the moderator's function or unrelated to its purpose.",Nuclear Reactors,Medium,Physics,Nuclear Physics
"In a nuclear reactor, what is the primary function of the coolant system?",To absorb excess neutrons,To facilitate the release of heat from the reactor,To maintain a stable reaction rate,To increase the energy of the neutrons,B,"The coolant system facilitates the release of heat from the reactor, whereas the other options are either the opposite of the coolant's function or unrelated to its purpose.",Nuclear Reactors,Medium,Physics,Nuclear Physics
What is the primary difference between a nucleus with a high atomic number and one with a low atomic number?,The number of protons in the nucleus,The number of neutrons in the nucleus,The mass number of the nucleus,The electron configuration of the atom,A,"The primary difference between a nucleus with a high atomic number and one with a low atomic number is the number of protons in the nucleus, whereas the other options are either the same or unrelated to the difference.",Atomic Structure,Easy,Physics,Nuclear Physics
A nuclear reaction is considered to be a chain reaction when,The reaction rate is slow and steady,The reaction rate is rapid and uncontrolled,The reaction rate is stable and self-sustaining,The reaction rate is decreasing over time,C,"A chain reaction is a self-sustaining reaction, where the products of the reaction cause further reactions, whereas the other options are incorrect characteristics of a chain reaction.",Nuclear Reactions,Easy,Physics,Nuclear Physics
What is the primary purpose of using a control rod in a nuclear reactor?,To increase the reaction rate,To maintain a stable reaction rate,To reduce the reaction rate,To facilitate the release of heat from the reactor,C,"The control rod is used to reduce the reaction rate, whereas the other options are either the opposite of the control rod's function or unrelated to its purpose.",Nuclear Reactors,Easy,Physics,Nuclear Physics
A nucleus with an excess of neutrons is said to be,Neutron-deficient,Neutron-abundant,Neutron-rich,Neutron-poor,C,"A nucleus with an excess of neutrons is said to be neutron-rich, whereas the other options are incorrect descriptions of the nucleus.",Nuclear Stability,Easy,Physics,Nuclear Physics
What is the primary mechanism for energy release in a nuclear fission reaction?,Fusion of the nucleus with another nucleus,Decay of the nucleus to a more stable state,Fission of the nucleus into two or more smaller nuclei,Ionization of the electrons in the outer shells,C,"Fission is the process where the nucleus splits into two or more smaller nuclei, releasing a large amount of energy, whereas the other options are incorrect mechanisms for energy release.",Nuclear Fission,Easy,Physics,Nuclear Physics
What is the primary purpose of using a reflector in a nuclear reactor?,To absorb excess neutrons,To facilitate the release of heat from the reactor,To reflect back neutrons and increase the reaction rate,To reduce the reaction rate,C,"The reflector reflects back neutrons, increasing the reaction rate, whereas the other options are either the opposite of the reflector's function or unrelated to its purpose.",Nuclear Reactors,Medium,Physics,Nuclear Physics
A nucleus with a high atomic number is more stable than one with a low atomic number because,It has a lower number of protons,It has a lower number of neutrons,It has a lower mass number,It has a more stable electron configuration,D,"The electron configuration of the nucleus is more stable in a nucleus with a high atomic number, whereas the other options are incorrect reasons for stability.",Atomic Structure,Easy,Physics,Nuclear Physics
"In a nuclear power plant, what is the primary source of the heat used to produce electricity?",Fission reaction in the reactor,Decay of the nucleus to a more stable state,Fusion of the nucleus with another nucleus,Ionization of the electrons in the outer shells,A,"The fission reaction in the reactor is the primary source of heat, whereas the other options are incorrect sources of heat.",Nuclear Power Plants,Easy,Physics,Nuclear Physics
What is the primary difference between a stable nucleus and an unstable nucleus?,The number of protons in the nucleus,The number of neutrons in the nucleus,The mass number of the nucleus,The electron configuration of the atom,B,"The primary difference between a stable nucleus and an unstable nucleus is the number of neutrons in the nucleus, whereas the other options are either the same or unrelated to the difference.",Nuclear Stability,Easy,Physics,Nuclear Physics
A nuclear reaction is considered to be exothermic when,Energy is released from the reaction,Energy is absorbed by the reaction,The reaction rate is slow and steady,The reaction rate is rapid and uncontrolled,A,"An exothermic reaction is one where energy is released from the reaction, whereas the other options are incorrect characteristics of an exothermic reaction.",Nuclear Reactions,Easy,Physics,Nuclear Physics
A 50-year-old smoker undergoes a chest X-ray that reveals lung nodules. This indicates a high risk of which type of cancer?,Acute Lymphocytic Leukemia (ALL),Acute Myeloid Leukemia (AML),Small Cell Carcinoma,Adenocarcinoma,C,"Small Cell Carcinoma is a highly aggressive form of lung cancer. The correct answer option, C, is a correct type of lung cancer, but the other options are not directly related to lung cancer.",Cancer and Nuclear Physics,Easy,Physics,Nuclear Physics
A research team discovers a new isotope with a half-life of 2 hours. What would happen to the number of radioactive atoms after 2 hours?,The number of radioactive atoms would decrease by 50%,The number of radioactive atoms would remain the same,The number of radioactive atoms would increase by 50%,The number of radioactive atoms would decrease by 25%,A,"After one half-life, the number of radioactive atoms decreases by 50%. The other options incorrectly describe the change in the number of radioactive atoms.",Radioactivity and Nuclear Physics,Easy,Physics,Nuclear Physics
A patient is diagnosed with a type of leukemia characterized by an overproduction of mature white blood cells. Which type of cancer is this?,Acute Lymphocytic Leukemia (ALL),Acute Myeloid Leukemia (AML),Chronic Myeloid Leukemia (CML),Hodgkin's Lymphoma,C,Chronic Myeloid Leukemia (CML) is a type of cancer characterized by an overproduction of mature white blood cells. The other options are not directly related to this type of cancer.,Cancer and Nuclear Physics,Medium,Physics,Nuclear Physics
