Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"Gastric juice contains hydrochloric acid (HCl), which activates pepsinogen to pepsin. What is the role of pepsin in protein digestion?",Breaking down proteins into amino acids,Breaking down proteins into smaller peptides,Breaking down carbohydrates into simple sugars,Emulsifying fats,B,Pepsin breaks proteins into smaller peptides; other enzymes complete breakdown to amino acids.,Gastric Juice,Medium,Biology,Digestion
A 45-year-old man is diagnosed with a condition where the lower esophageal sphincter (LES) is not functioning properly. What is the likely consequence?,Food accumulation in the esophagus,Gastric contents refluxing into the esophagus,Intestinal obstruction,Reduced gastric secretion,B,LES prevents gastric reflux; its failure allows stomach contents to reflux into the esophagus.,Esophageal Function,Medium,Biology,Digestion
"Bile salts emulsify fats, making them easier for lipase to digest. Where are bile salts produced?",Liver,Pancreas,Gallbladder,Small intestine,A,"Bile salts are produced in the liver; stored in the gallbladder, released into the small intestine.",Bile Production,Easy,Biology,Digestion
"A patient with celiac disease has an immune reaction to gluten, damaging the villi of their small intestine. What is the primary consequence of this damage?",Reduced surface area for absorption,Increased secretion of digestive enzymes,Enhanced gastric motility,Increased absorption of nutrients,A,Damaged villi reduce the surface area for nutrient absorption; not enhancing absorption or enzyme secretion.,Small Intestine Structure,Medium,Biology,Digestion
The hormone cholecystokinin (CCK) stimulates the gallbladder to release bile. What else does CCK stimulate?,Release of pancreatic juice rich in enzymes,Release of gastric juice,Release of insulin,Release of glucagon,A,CCK stimulates the pancreas to release enzyme-rich juice; not directly related to gastric juice or pancreatic hormones.,Hormonal Regulation,Medium,Biology,Digestion
"The enteric nervous system can function without input from the CNS, regulating digestive processes. What is this ability called?",Reflex action,Autoregulation,Peristalsis,Local control,D,Local control refers to the enteric nervous system's ability to regulate digestion without CNS input.,Enteric Nervous System,Hard,Biology,Digestion
A person consumes a meal high in triglycerides. Where are these triglycerides primarily digested?,Mouth,Stomach,Small intestine,Large intestine,C,Triglycerides are mainly digested in the small intestine by lipase; some gastric lipase action in the stomach.,Fat Digestion,Easy,Biology,Digestion
The presence of fatty acids in the duodenum stimulates the release of which hormone?,Secretin,CCK,Gastrin,Motilin,B,CCK is released in response to fatty acids in the duodenum; Secretin is released due to acidic chyme.,Hormonal Regulation,Medium,Biology,Digestion
"The brush border enzymes of the small intestine include sucrase, lactase, and maltase. What do these enzymes have in common?",They digest proteins,They digest carbohydrates into simple sugars,They emulsify fats,They activate pancreatic enzymes,B,These enzymes break down disaccharides into simple sugars; not related to protein or fat digestion.,Carbohydrate Digestion,Easy,Biology,Digestion
Gastrin is a hormone that stimulates the secretion of gastric juice. Where is gastrin produced?,Stomach,Small intestine,Pancreas,Liver,A,Gastrin is produced in the G cells of the stomach lining; stimulates gastric secretion.,Gastric Hormones,Easy,Biology,Digestion
The migrating motor complex (MMC) is a pattern of electromechanical activity observed in the gastrointestinal tract during fasting. What is its role?,Enhancing nutrient absorption,Stimulating digestive enzyme secretion,Clearing residual contents from the stomach and small intestine,Increasing gut blood flow,C,"MMC clears residual contents during fasting; not directly related to absorption, enzyme secretion, or blood flow.",Gastrointestinal Motility,Medium,Biology,Digestion
A 30-year-old woman has a condition where her pancreas is not producing enough bicarbonate. What is the likely effect on her digestive system?,Inactivation of gastric pepsin,Inactivation of pancreatic enzymes,Failure to neutralize acidic chyme,Reduced secretion of bile,C,"Bicarbonate neutralizes acidic chyme; its deficiency impairs this neutralization, not directly affecting pepsin or bile.",Pancreatic Juice,Medium,Biology,Digestion
The small intestine has a large surface area due to the presence of villi and microvilli. What is the main advantage of this large surface area?,Increased secretion of digestive enzymes,Enhanced mixing of food with digestive juices,Improved absorption of nutrients,Better storage of undigested food,C,"Large surface area enhances nutrient absorption; not directly related to enzyme secretion, food mixing, or storage.",Small Intestine Structure,Easy,Biology,Digestion
Secretin is a hormone released by the duodenum in response to acidic chyme. What is its primary effect?,Stimulating the release of pancreatic juice rich in enzymes,Stimulating the release of pancreatic juice rich in bicarbonate,Stimulating the contraction of the gallbladder,Stimulating gastric secretion,B,Secretin stimulates the pancreas to release bicarbonate-rich juice to neutralize acidic chyme.,Hormonal Regulation,Medium,Biology,Digestion
The enzyme enteropeptidase (also known as enterokinase) is located on the brush border of the small intestine. What is its role?,Activating trypsinogen to trypsin,Breaking down proteins into amino acids,Breaking down carbohydrates into simple sugars,Emulsifying fats,A,Enteropeptidase activates trypsinogen to trypsin; trypsin then activates other pancreatic enzymes.,Intestinal Enzymes,Hard,Biology,Digestion
A patient is diagnosed with a condition that results in the inability to absorb fat-soluble vitamins. Which part of the digestive system is most likely affected?,Stomach,Small intestine,Liver,Pancreas,B,The small intestine is responsible for absorbing fat-soluble vitamins; liver and pancreas aid in digestion but aren't the primary site.,Vitamin Absorption,Medium,Biology,Digestion
The process of peristalsis helps move food through the digestive tract. Where is peristalsis most effective?,Esophagus,Stomach,Small intestine,Large intestine,A,Peristalsis is most effective in the esophagus; it propels food into the stomach.,Gastrointestinal Motility,Easy,Biology,Digestion
A 25-year-old man has a condition that results in excessive secretion of gastric acid. What is a likely consequence?,Peptic ulcer disease,Reduced risk of gastrointestinal infections,Enhanced protein digestion,Increased absorption of nutrients,A,Excessive gastric acid can lead to peptic ulcer disease; not directly related to nutrient absorption or infection risk.,Gastric Juice,Medium,Biology,Digestion
"In the digestive system of ruminants, where does the initial microbial digestion of cellulose occur?",Rumen,Reticulum,Omasum,Abomasum,A,Microbial digestion occurs in the rumen; reticulum is involved but not for initial digestion. Omasum absorbs water.,Ruminant digestion anatomy,Easy,Biology,Digestion
A patient has a condition where the pyloric sphincter is always relaxed. What is the most likely effect on gastric emptying?,Gastric emptying is accelerated,Gastric emptying is delayed,Gastric emptying is unaffected,Gastric emptying becomes irregular,A,Pyloric sphincter controls gastric emptying; relaxation accelerates it. Contraction slows or stops emptying.,Gastric emptying regulation,Medium,Biology,Digestion
Which enzyme is NOT a product of the chief cells in the gastric glands?,Pepsinogen,Gastric amylase,Rennin,Lysozyme,B,Gastric amylase is from chief cells in some species but not humans; pepsinogen is the main product.,Gastric gland secretions,Hard,Biology,Digestion
What is the primary function of the brush border enzymes in the small intestine?,Protein synthesis,Carbohydrate digestion,Lipid absorption,Nucleic acid degradation,B,Brush border enzymes like lactase and sucrase digest carbohydrates; they are not involved in protein synthesis.,Small intestine enzymes,Easy,Biology,Digestion
A person consumes a meal high in fat. Which hormone is primarily responsible for slowing gastric emptying in this scenario?,Gastrin,Secretin,CCK,GIP,C,CCK slows gastric emptying in response to fat; it also stimulates gallbladder contraction.,Hormonal regulation of digestion,Medium,Biology,Digestion
"In the liver, which type of cells are responsible for the storage of vitamin A?",Hepatocytes,Kupffer cells,Stellate cells,Endothelial cells,C,"Stellate cells store vitamin A; hepatocytes are involved in metabolism, Kupffer cells in immune responses.",Liver cell functions,Medium,Biology,Digestion
Which part of the digestive system is responsible for the majority of water absorption?,Small intestine,Large intestine,Stomach,Esophagus,A,Small intestine absorbs most of the water; large intestine absorbs some but is not the majority.,Water absorption in the GI tract,Easy,Biology,Digestion
A deficiency in which enzyme is associated with lactose intolerance?,Lactase,Sucrase,Maltase,Amylase,A,Lactase breaks down lactose; deficiency leads to intolerance. Sucrase and maltase digest other sugars.,Disaccharidase deficiencies,Easy,Biology,Digestion
What is the role of the gut-associated lymphoid tissue (GALT) in the digestive system?,Nutrient absorption,Immune function,Hormone production,Enzyme secretion,B,GALT is involved in immune responses; it includes Peyer's patches and other lymphoid tissues.,Immune function in the GI tract,Medium,Biology,Digestion
In which part of the digestive system does the majority of iron absorption occur?,Duodenum,Jejunum,Ileum,Colon,A,Duodenum is the primary site for iron absorption; it is highly efficient here.,Iron absorption,Easy,Biology,Digestion
A patient has a condition that results in the inability to produce bile salts. What is the most likely effect on fat digestion?,Fat digestion is enhanced,Fat digestion is unaffected,Fat digestion is impaired,Fat digestion is completely halted,C,"Bile salts emulsify fats; without them, fat digestion is impaired but not completely halted.",Role of bile in fat digestion,Medium,Biology,Digestion
Which enzyme is responsible for the activation of trypsinogen to trypsin?,Enterokinase,Trypsin,Chymotrypsin,Carboxypeptidase,A,Enterokinase activates trypsinogen to trypsin; trypsin can then activate more trypsinogen.,Activation of pancreatic enzymes,Medium,Biology,Digestion
What is the primary function of the Kupffer cells in the liver?,Detoxification,Phagocytosis,Protein synthesis,Glycogen storage,B,"Kupffer cells are macrophages; they are involved in phagocytosis, not detoxification or protein synthesis.",Liver cell functions,Easy,Biology,Digestion
"In the digestive system, what is the function of the migrating motor complex (MMC)?",To mix food with digestive enzymes,To propel food through the digestive tract during meals,To clear the stomach and small intestine between meals,To regulate blood flow to the digestive tract,C,MMC clears the stomach and small intestine between meals; it is not directly involved in food propulsion during meals.,Motility between meals,Hard,Biology,Digestion
Which vitamin is produced by the bacteria in the large intestine?,Vitamin A,Vitamin K,Vitamin C,Vitamin D,B,Vitamin K is produced by bacteria in the large intestine; it is essential for blood clotting.,Vitamin production in the GI tract,Easy,Biology,Digestion
A condition that results in the inability to absorb vitamin B12 is most likely due to a deficiency in which factor?,Intrinsic factor,Extrinsic factor,Gastric amylase,Pancreatic lipase,A,Intrinsic factor is necessary for vitamin B12 absorption; it is produced by parietal cells in the stomach.,Vitamin B12 absorption,Medium,Biology,Digestion
The enzyme responsible for breaking down triglycerides into fatty acids and glycerol is?,Amylase,Lipase,Trypsin,Chymotrypsin,B,"Lipase breaks down triglycerides; amylase digests carbohydrates, trypsin and chymotrypsin digest proteins.",Enzyme functions,Easy,Biology,Digestion
"In the small intestine, which structure increases the surface area for absorption?",Villi,Microvilli,Peyer's patches,Both A and B,D,"Both villi and microvilli increase the surface area; villi are larger projections, microvilli are smaller.",Small intestine anatomy,Easy,Biology,Digestion
The hormone gastrin stimulates the secretion of which substance?,Gastric juice,Pancreatic juice,Bile,Intestinal juice,A,Gastrin stimulates the secretion of gastric juice; it is produced by G cells in the stomach.,Hormonal regulation of gastric secretion,Medium,Biology,Digestion
"In the mouth, which enzyme initiates the digestion of starch?",Amylase,Lipase,Trypsin,Pepsin,A,"Amylase breaks down starch; Lipase is for fats, Trypsin and Pepsin are for proteins in different parts of the digestive system.",Mouth Digestion,Easy,Biology,Digestion
Which part of the digestive system secretes bile?,Liver,Gallbladder,Pancreas,Stomach,A,"Liver produces bile; Gallbladder stores it, Pancreas secretes digestive enzymes, Stomach secretes gastric juice.",Accessory Organs,Easy,Biology,Digestion
What is the primary function of the villi in the small intestine?,To mix food with digestive enzymes,To absorb nutrients into the bloodstream,To secrete digestive enzymes,To store bile,B,"Villi increase surface area for absorption; mixing and enzyme secretion are other processes, bile is stored in the gallbladder.",Small Intestine,Easy,Biology,Digestion
Which enzyme is responsible for breaking down proteins in the stomach?,Pepsin,Trypsin,Amylase,Lipase,A,"Pepsin breaks down proteins in the stomach; Trypsin does so in the small intestine, Amylase and Lipase act on carbohydrates and fats.",Stomach Digestion,Easy,Biology,Digestion
How does the structure of the small intestine wall facilitate its function?,Thick mucosa for storage,Circular folds for reduced surface area,Villi and microvilli for increased absorption,Simple columnar epithelium for secretion,C,Villi and microvilli increase the surface area for absorption; the other options either misdescribe the structure or its function.,Small Intestine Structure,Medium,Biology,Digestion
What is the role of the pancreas in digestion?,To produce bile,To secrete digestive enzymes and bicarbonate,To absorb nutrients,To store food,B,"Pancreas secretes enzymes and bicarbonate to neutralize stomach acid and aid digestion; liver produces bile, absorption occurs in the small intestine.",Accessory Organs,Easy,Biology,Digestion
Which condition results from impaired bile production or secretion?,Diarrhea,Jaundice,Constipation,Gastritis,B,"Jaundice results from impaired bile production or secretion, leading to bilirubin buildup; Diarrhea and Constipation relate to bowel movements, Gastritis is stomach inflammation.",Liver and Gallbladder,Medium,Biology,Digestion
What is the primary substrate for the enzyme amylase?,Proteins,Fats,Starch,Nucleic acids,C,"Amylase acts on starch; Proteases act on proteins, Lipase on fats, and Nucleases on nucleic acids.",Enzyme Substrates,Easy,Biology,Digestion
"In the digestive system, where does most of our nutrient absorption take place?",Stomach,Small intestine,Large intestine,Mouth,B,"Small intestine is specialized for absorption with villi and microvilli; Stomach is for initial protein digestion, Large intestine absorbs water, Mouth initiates carbohydrate digestion.",Nutrient Absorption,Easy,Biology,Digestion
What is the function of gastrin in the digestive process?,To stimulate the secretion of gastric juice,To inhibit the release of digestive enzymes,To slow down gastric emptying,To stimulate the release of bile,A,"Gastrin stimulates gastric juice secretion; it does not directly inhibit enzyme release, slow gastric emptying, or stimulate bile release.",Hormonal Control,Medium,Biology,Digestion
How do the secretions of the stomach differ from those of the pancreas?,"Stomach secretes enzymes, pancreas secretes hormones","Stomach secretes acidic digestive juice, pancreas secretes bicarbonate-rich juice","Stomach secretes bile, pancreas secretes amylase","Stomach secretes amylase, pancreas secretes pepsin",B,"Stomach secretes acidic gastric juice with pepsin; pancreas secretes bicarbonate-rich juice with various digestive enzymes, not bile or pepsin.",Digestive Secretions,Medium,Biology,Digestion
A patient has a condition where the pancreas is not producing enough digestive enzymes. Which symptom is most likely?,Increased blood sugar levels,Malabsorption of fats and proteins,Reduced stomach acid production,Increased gut motility,B,"Pancreatic enzymes are crucial for fat and protein digestion; their deficiency leads to malabsorption, not directly affecting blood sugar, stomach acid, or gut motility.",Pancreatic Insufficiency,Medium,Biology,Digestion
What is the main difference between the digestion of proteins and carbohydrates?,"Proteins are digested in the mouth, carbohydrates in the stomach","Carbohydrates are digested into amino acids, proteins into fatty acids","Proteins require pepsin and trypsin, carbohydrates require amylase","Carbohydrates are absorbed in the stomach, proteins in the small intestine",C,"Proteins are broken down by pepsin and trypsin; carbohydrates by amylase, into different end products (amino acids vs. simple sugars).",Protein and Carbohydrate Digestion,Medium,Biology,Digestion
Which structure is NOT directly involved in the digestion of fats?,Liver,Pancreas,Gallbladder,Stomach,D,"Stomach primarily digests proteins; Liver produces bile for fat emulsification, Pancreas secretes lipase for fat digestion, Gallbladder stores bile.",Fat Digestion,Hard,Biology,Digestion
What is the role of the enteric nervous system in the digestive process?,To control the secretion of digestive hormones,To regulate the contraction and relaxation of digestive tract muscles,To produce digestive enzymes,To absorb nutrients,B,"Enteric nervous system regulates gut motility; it influences hormone secretion indirectly, does not produce enzymes, and is not directly responsible for nutrient absorption.",Nervous Control of Digestion,Hard,Biology,Digestion
"In the context of digestion, what is meant by 'emulsification'?",The breakdown of fats into fatty acids and glycerol,The mixing of fats with bile salts to form smaller droplets,The absorption of fats into the bloodstream,The storage of fats in adipose tissue,B,Emulsification is the process of breaking down fats into smaller droplets using bile salts; it aids in fat digestion but is not the same as digestion or absorption.,Fat Emulsification,Medium,Biology,Digestion
Which hormone is responsible for stimulating the gallbladder to release bile?,Gastrin,Secretin,Cholecystokinin (CCK),Insulin,C,"CCK stimulates the gallbladder to release bile; Gastrin acts on the stomach, Secretin stimulates pancreatic bicarbonate secretion, Insulin regulates blood glucose.",Hormonal Control of Digestion,Medium,Biology,Digestion
What is the primary function of the large intestine in the digestive process?,To digest proteins and carbohydrates,To absorb water and electrolytes,To secrete digestive enzymes,To produce bile,B,"Large intestine absorbs water and electrolytes; it does not primarily digest proteins and carbs, secrete digestive enzymes, or produce bile.",Large Intestine Function,Easy,Biology,Digestion
A deficiency in which enzyme would most likely result in an inability to digest lactose?,Amylase,Lactase,Trypsin,Lipase,B,"Lactase breaks down lactose; Amylase acts on starch, Trypsin on proteins, Lipase on fats; a deficiency in lactase leads to lactose intolerance.",Enzyme Deficiencies,Medium,Biology,Digestion
How does the pH of the stomach affect protein digestion?,"It denatures proteins, making them more accessible to pepsin",It activates amylase to break down carbohydrates,It inhibits the activity of pepsin,It has no effect on protein digestion,A,"The acidic pH denatures proteins and activates pepsin; pepsin works best in acidic conditions, not neutral or alkaline.",Stomach pH and Protein Digestion,Hard,Biology,Digestion
"During swallowing, the epiglottis covers the entrance to the larynx. What is the primary purpose of this action?",To prevent food from entering the lungs,To facilitate the passage of food into the esophagus,To stimulate the gag reflex,To increase the pressure in the thoracic cavity,A,Prevents food aspiration; option B is incorrect because epiglottis action is not directly related to food passage facilitation.,Mechanism of Swallowing,Easy,Biology,Digestion
"In the mouth, salivary amylase breaks down starch into maltose. What type of enzyme is salivary amylase?",Hydrolase,Oxidoreductase,Ligase,Transferase,A,Salivary amylase is a hydrolase; option B is incorrect because it doesn't catalyze oxidation-reduction reactions.,Salivary Digestion,Easy,Biology,Digestion
The presence of bile salts in the small intestine enhances the activity of pancreatic lipase. How do bile salts achieve this effect?,By directly breaking down triglycerides,"By emulsifying fats, increasing their surface area",By inhibiting the activity of gastric lipase,By activating pancreatic amylase,B,"Bile salts emulsify fats; option A is incorrect because they don't directly break down triglycerides, that's lipase's role.",Role of Bile in Fat Digestion,Medium,Biology,Digestion
"Gastric juice contains pepsinogen, which is converted to pepsin in the stomach. What is required for this conversion?",HCl,NaHCO3,Gastrin,Secretin,A,HCl is required for pepsinogen activation; option B is incorrect because NaHCO3 is a base and doesn't activate pepsinogen.,Gastric Digestion,Easy,Biology,Digestion
"In the small intestine, the brush border enzyme lactase breaks down lactose into glucose and galactose. What is the product of lactose hydrolysis?",Glucose and fructose,Glucose and galactose,Fructose and galactose,Galactose and mannose,B,Lactase breaks down lactose into glucose and galactose; option A is incorrect because lactase doesn't produce fructose.,Carbohydrate Digestion in Small Intestine,Easy,Biology,Digestion
The hormone secretin is released in response to acidic chyme entering the duodenum. What is the primary effect of secretin?,Stimulation of gastric secretion,Inhibition of pancreatic secretion,Stimulation of pancreatic bicarbonate secretion,Inhibition of gastric motility,C,Secretin stimulates pancreatic bicarbonate secretion; option A is incorrect because secretin doesn't stimulate gastric secretion.,Hormonal Regulation of Digestion,Medium,Biology,Digestion
"Pancreatic juice contains enzymes that digest carbohydrates, proteins, and fats. Which enzyme is responsible for protein digestion?",Amylase,Lipase,Trypsin,Lactase,C,Trypsin digests proteins; option D is incorrect because lactase is a brush border enzyme that digests lactose.,Pancreatic Juice Enzymes,Easy,Biology,Digestion
The enteric nervous system can function independently of the central nervous system. What is the primary role of the enteric nervous system in digestion?,Regulation of blood flow to the digestive tract,Control of digestive enzyme secretion,Regulation of gut motility and secretion,Modulation of immune responses in the gut,C,"Enteric nervous system regulates gut motility and secretion; option B is incorrect because while related, it's not its primary role.",Enteric Nervous System,Medium,Biology,Digestion
The small intestine is specialized for absorption. What structural feature enhances the absorptive surface area?,Villi and microvilli,Plicae circulares and haustra,Goblet cells and Paneth cells,Crypts of Lieberkuhn,A,"Villi and microvilli increase surface area; option B is incorrect because while plicae circulares increase surface area, haustra are not directly related to absorption.",Structure of Small Intestine,Easy,Biology,Digestion
Bile is produced by the liver and stored in the gallbladder. What is the primary function of bile in digestion?,To digest proteins,To emulsify fats,To absorb carbohydrates,To stimulate pancreatic secretion,B,"Bile emulsifies fats; option A is incorrect because bile doesn't digest proteins, that's the role of proteases.",Role of Bile in Digestion,Easy,Biology,Digestion
The hormone cholecystokinin (CCK) is released in response to fatty food in the duodenum. What is the primary effect of CCK?,Stimulation of gastric emptying,Inhibition of pancreatic secretion,Stimulation of gallbladder contraction,Inhibition of bile production,C,CCK stimulates gallbladder contraction; option A is incorrect because CCK actually slows gastric emptying.,Hormonal Regulation of Digestion,Medium,Biology,Digestion
Gastrin is a hormone released by G cells in the stomach. What is the primary effect of gastrin?,Stimulation of gastric acid secretion,Inhibition of gastric motility,Stimulation of pancreatic secretion,Inhibition of bile production,A,Gastrin stimulates gastric acid secretion; option B is incorrect because gastrin actually stimulates gastric motility.,Gastrin and Gastric Secretion,Medium,Biology,Digestion
The stomach lining contains glands that secrete gastric juice. What is the main component of gastric juice that denatures proteins?,Pepsin,HCl,Gastrin,Mucus,B,"HCl denatures proteins; option A is incorrect because pepsin is the enzyme that breaks down proteins, HCl denatures them.",Gastric Juice Composition,Medium,Biology,Digestion
Pancreatic amylase breaks down starch into maltose. Where does pancreatic amylase work?,Stomach,Small intestine,Mouth,Large intestine,B,Pancreatic amylase works in the small intestine; option C is incorrect because salivary amylase works in the mouth.,Carbohydrate Digestion,Easy,Biology,Digestion
The absorption of vitamin B12 requires intrinsic factor. Where is intrinsic factor produced?,Pancreas,Liver,Stomach,Small intestine,C,Intrinsic factor is produced in the stomach; option A is incorrect because pancreas produces digestive enzymes.,Vitamin B12 Absorption,Medium,Biology,Digestion
The large intestine is responsible for absorbing water and electrolytes. What is the primary role of the large intestine in terms of waste elimination?,To store and eliminate feces,To absorb nutrients,To secrete digestive enzymes,To produce hormones,A,Large intestine stores and eliminates feces; option B is incorrect because nutrient absorption mainly occurs in the small intestine.,Large Intestine Function,Easy,Biology,Digestion
The process of peristalsis helps move food through the digestive tract. What is peristalsis?,A type of digestive enzyme,A hormone that regulates digestion,A wave-like muscular contraction,A type of gut-associated lymphoid tissue,C,Peristalsis is a wave-like muscular contraction; option A is incorrect because peristalsis is not an enzyme.,Gut Motility,Easy,Biology,Digestion
The small intestine has a large surface area due to the presence of villi. What is the function of microvilli on the villi?,To increase the surface area for absorption,To secrete digestive enzymes,To absorb water and electrolytes,To store nutrients,A,"Microvilli increase surface area; option B is incorrect because while some enzymes are present on microvilli, their primary role is absorption.",Structure and Function of Villi and Microvilli,Medium,Biology,Digestion
"The liver produces bile, which is then stored in the gallbladder. What is the role of the gallbladder in digestion?",To produce bile,To store and concentrate bile,To secrete digestive enzymes,To absorb nutrients,B,Gallbladder stores and concentrates bile; option A is incorrect because the liver produces bile.,Role of Gallbladder,Easy,Biology,Digestion
The digestive enzyme lactase is present on the brush border of the small intestine. What is the substrate for lactase?,Maltose,Sucrose,Lactose,Starch,C,Lactase breaks down lactose; option A is incorrect because maltase breaks down maltose.,Carbohydrate Digestion,Medium,Biology,Digestion
The brush border enzymes are located on the microvilli of which cells in the small intestine?,Goblet cells,Enterocytes,Paneth cells,Kupffer cells,B,"Enterocytes have microvilli with brush border enzymes. Goblet cells produce mucus, Paneth cells produce defensins, Kupffer cells are liver macrophages.",Small Intestine Histology,Easy,Biology,Digestion
Which enzyme is responsible for activating trypsinogen to trypsin in the small intestine?,Enterokinase,Chymotrypsin,Carboxypeptidase,Aminopeptidase,A,"Enterokinase activates trypsinogen to trypsin. Chymotrypsin, carboxypeptidase, and aminopeptidase are other pancreatic enzymes, but they don't activate trypsinogen.",Pancreatic Enzyme Activation,Medium,Biology,Digestion
Bile salts aid in fat digestion primarily by which mechanism?,Breaking down triglycerides into fatty acids,Emulsifying large fat droplets,Activating lipase enzyme,Absorbing fatty acids,B,"Bile salts emulsify fats, breaking them into smaller droplets. They don't directly break down triglycerides or activate lipase.",Bile Function,Easy,Biology,Digestion
