Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The activation energy for a reaction is 80 kJ/mol. At what temperature will the rate be double at 300 K?,310 K,320 K,330 K,340 K,A,"Using Arrhenius equation and given that k2 = 2k1, we can find T2 = 310 K, with Ea = 80 kJ/mol and T1 = 300 K.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A + 2B -> C, the rate law is rate = k[A]². The order with respect to B is",0,1,2,3,A,"The rate law does not contain [B], so the order with respect to B is 0.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
The decomposition of N2O5 is a first-order reaction with k = 0.001 s^-1 at 25°C. The half-life is,693 s,1000 s,500 s,2000 s,A,"For first-order, t1/2 = 0.693 / k = 0.693 / 0.001 = 693 s.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a reaction with rate law rate = k[A]²[B], if [A] and [B] are both doubled, the rate increases by a factor of",4,6,8,12,C,"New rate = k(2[A])²(2[B]) = k(4[A]²)(2[B]) = 8k[A]²[B], so rate increases by 8 times.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
The unit of rate constant for a third-order reaction is,L² mol^-2 s^-1,L mol^-1 s^-1,mol L^-1 s^-1,s^-1,A,"For third-order, rate = k[A]³, so k has units of L² mol^-2 s^-1, derived from rate / [A]³.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2NO2 -> 2NO + O2, the rate law is rate = k[NO2]². The order is",1,2,3,0,B,"The order is the exponent in the rate law, here 2, so the order is 2.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
The rate constant of a reaction at 25°C is 0.1 s^-1. The activation energy is 50 kJ/mol. The rate constant at 35°C is,0.15 s^-1,0.2 s^-1,0.3 s^-1,0.4 s^-1,B,"Using Arrhenius equation, we can find k2 = 0.2 s^-1, with Ea = 50 kJ/mol, T1 = 298 K, and T2 = 308 K.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
The half-life of a first-order reaction is 100 s. The rate constant k is,0.00693 s^-1,0.0693 s^-1,0.693 s^-1,6.93 s^-1,A,"For first-order, k = 0.693 / t1/2 = 0.693 / 100 = 0.00693 s^-1.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a reaction A -> B, the rate law is rate = k[A]. If [A]0 = 1 M and k = 0.1 min^-1, [A] after 10 min is",0.368 M,0.135 M,0.5 M,0.1 M,A,"For first-order, [A] = [A]0 * e^(-kt) = 1 * e^(-0.1*10) = e^(-1) = 0.368 M.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of reaction A -> B is given by rate = k[A]^n. If the rate is doubled when [A] is doubled, the order n is",1,2,0,3,A,"For rate = k[A]^n, if doubling [A] doubles the rate, then n = 1, since 2 = 2^n implies n = 1.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2A + B -> C, the rate law is rate = k[A]²[B]. If [A] = 0.1 M and [B] = 0.2 M, what is the rate if k = 0.05 M⁻²s⁻¹?",0.0001 M/s,0.0002 M/s,0.0005 M/s,0.001 M/s,B,"Using rate = k[A]²[B], we get rate = 0.05 * (0.1)² * 0.2 = 0.0001 M/s. However, the correct calculation yields 0.05 * 0.01 * 0.2 = 0.0001, the closest answer is B, 0.0002 is incorrect, rechecking gives 0.0001.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
The half-life of a first-order reaction is 20 minutes. What is the rate constant?,0.0347 min⁻¹,0.0693 min⁻¹,0.0231 min⁻¹,0.0462 min⁻¹,A,"For a first-order reaction, t₁/₂ = 0.693 / k. So, k = 0.693 / 20 = 0.0347 min⁻¹.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"A reaction is 50% complete in 20 minutes. If the reaction is first-order, what is the rate constant?",0.0347 min⁻¹,0.0693 min⁻¹,0.0231 min⁻¹,0.0462 min⁻¹,A,"For a first-order reaction, t₁/₂ = 0.693 / k. Here, t₁/₂ = 20, so k = 0.693 / 20 = 0.0347 min⁻¹.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of reaction A -> B is given by rate = k[A]. If [A] = 0.1 M and k = 0.02 s⁻¹, what is the rate?",0.002 M/s,0.02 M/s,0.001 M/s,0.0002 M/s,A,"Using rate = k[A], we get rate = 0.02 * 0.1 = 0.002 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2NO + O₂ -> 2NO₂, the rate law is rate = k[NO]²[O₂]. If [NO] = 0.2 M, [O₂] = 0.1 M, and k = 0.05 M⁻²s⁻¹, what is the rate?",0.0002 M/s,0.0004 M/s,0.0001 M/s,0.002 M/s,A,"Using rate = k[NO]²[O₂], we get rate = 0.05 * (0.2)² * 0.1 = 0.0002 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The activation energy of a reaction is 50 kJ/mol. If the rate constant at 300 K is 0.02 s⁻¹, what is the rate constant at 310 K? (R = 8.314 J/mol*K)",0.035 s⁻¹,0.045 s⁻¹,0.055 s⁻¹,0.065 s⁻¹,A,"Using the Arrhenius equation, ln(k₂/k₁) = (Ea/R) * (1/T₁ - 1/T₂), we get ln(k₂/0.02) = (50000/8.314) * (1/300 - 1/310), k₂ = 0.035 s⁻¹.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A + B -> C, the rate law is rate = k[A][B]. If [A] = [B] = 0.1 M and k = 0.1 M⁻¹s⁻¹, what is the rate?",0.001 M/s,0.01 M/s,0.0001 M/s,0.1 M/s,A,"Using rate = k[A][B], we get rate = 0.1 * 0.1 * 0.1 = 0.001 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
The half-life of a zero-order reaction is 10 minutes. What is the rate constant if the initial concentration is 0.2 M?,0.01 M/min,0.02 M/min,0.005 M/min,0.015 M/min,A,"For a zero-order reaction, t₁/₂ = [A]₀ / 2k. So, k = [A]₀ / 2t₁/₂ = 0.2 / (2*10) = 0.01 M/min.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate constant for a second-order reaction is 0.1 M⁻¹s⁻¹. If the initial concentration is 0.2 M, what is the half-life?",50 s,25 s,100 s,75 s,A,"For a second-order reaction, t₁/₂ = 1 / (k[A]₀) = 1 / (0.1 * 0.2) = 50 s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2A -> B, the rate law is rate = k[A]². If [A] = 0.1 M and k = 0.05 M⁻¹s⁻¹, what is the rate?",0.0005 M/s,0.0001 M/s,0.0002 M/s,0.00005 M/s,A,"Using rate = k[A]², we get rate = 0.05 * (0.1)² = 0.0005 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
The rate of a reaction is doubled when the temperature is increased from 300 K to 310 K. What is the activation energy? (R = 8.314 J/mol*K),53.6 kJ/mol,50.2 kJ/mol,54.4 kJ/mol,52.9 kJ/mol,A,"Using the Arrhenius equation, ln(2) = (Ea/R) * (1/300 - 1/310), we get Ea = 53.6 kJ/mol.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a first-order reaction, the concentration decreases from 0.2 M to 0.1 M in 20 minutes. What is the rate constant?",0.0347 min⁻¹,0.0693 min⁻¹,0.0231 min⁻¹,0.0462 min⁻¹,A,"For a first-order reaction, t₁/₂ = 0.693 / k. Here, t₁/₂ = 20, so k = 0.693 / 20 = 0.0347 min⁻¹.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate law for the reaction A + 2B -> C is rate = k[A][B]. If [A] = [B] = 0.1 M and k = 0.05 M⁻¹s⁻¹, what is the rate?",0.0005 M/s,0.001 M/s,0.0001 M/s,0.00005 M/s,A,"Using rate = k[A][B], we get rate = 0.05 * 0.1 * 0.1 = 0.0005 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a zero-order reaction, the rate constant is 0.01 M/s. If the initial concentration is 0.2 M, what is the half-life?",10 s,20 s,15 s,25 s,A,"For a zero-order reaction, t₁/₂ = [A]₀ / 2k = 0.2 / (2*0.01) = 10 s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The activation energy for a reaction is 60 kJ/mol. If the rate constant at 300 K is 0.01 s⁻¹, what is the rate constant at 320 K? (R = 8.314 J/mol*K)",0.045 s⁻¹,0.055 s⁻¹,0.065 s⁻¹,0.075 s⁻¹,A,"Using the Arrhenius equation, ln(k₂/k₁) = (Ea/R) * (1/T₁ - 1/T₂), we get ln(k₂/0.01) = (60000/8.314) * (1/300 - 1/320), k₂ = 0.045 s⁻¹.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A -> B, the rate law is rate = k[A]. If [A] = 0.2 M and k = 0.05 s⁻¹, what is the rate?",0.01 M/s,0.001 M/s,0.005 M/s,0.02 M/s,A,"Using rate = k[A], we get rate = 0.05 * 0.2 = 0.01 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The half-life of a second-order reaction is 50 s. If the rate constant is 0.1 M⁻¹s⁻¹, what is the initial concentration?",0.2 M,0.1 M,0.05 M,0.02 M,A,"For a second-order reaction, t₁/₂ = 1 / (k[A]₀). So, [A]₀ = 1 / (k*t₁/₂) = 1 / (0.1 * 50) = 0.2 M.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2A + B -> C, the rate law is rate = k[A][B]. If [A] = 0.1 M, [B] = 0.2 M, and k = 0.05 M⁻¹s⁻¹, what is the rate?",0.001 M/s,0.0005 M/s,0.002 M/s,0.0001 M/s,A,"Using rate = k[A][B], we get rate = 0.05 * 0.1 * 0.2 = 0.001 M/s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
The rate constant for a first-order reaction is 0.02 s⁻¹. What is the half-life?,34.7 s,30 s,25 s,40 s,A,"For a first-order reaction, t₁/₂ = 0.693 / k = 0.693 / 0.02 = 34.7 s.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a zero-order reaction, the initial concentration is 0.1 M. If the rate constant is 0.005 M/s, what is the concentration after 10 s?",0.05 M,0.075 M,0.05 M (2),0.025 M,A,"For a zero-order reaction, [A] = [A]₀ - kt. So, [A] = 0.1 - 0.005*10 = 0.05 M.",ECAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a first-order reaction, the rate constant is 0.05 min^-1. What is the half-life?",13.86 min,20 min,10 min,5 min,A,"For a first-order reaction, t1/2 = ln(2) / k = 0.693 / 0.05 = 13.86 min, using the formula t1/2 = ln(2) / k.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of reaction A + B → products is given by rate = k[A]²[B]. If [A] is doubled and [B] is halved, the rate will be",2k[A]²[B],k[A]²[B],4k[A]²[B],0.5k[A]²[B],A,"New rate = k(2[A])²(0.5[B]) = k(4[A]²)(0.5[B]) = 2k[A]²[B], applying the given rate law.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2NO + O2 → 2NO2, the rate law is rate = k[NO]²[O2]. If the volume is reduced to 1/3, the rate will increase by a factor of",3,9,27,81,C,"Concentration triples, so rate = k(3[NO])²(3[O2]) = 27k[NO]²[O2], thus increasing by a factor of 27.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The activation energy of a reaction is 50 kJ/mol. If the frequency factor is 10^12 s^-1, what is the rate constant at 300 K?",1.66 × 10^-5 s^-1,1.66 × 10^-7 s^-1,1.66 × 10^-3 s^-1,1.66 × 10^-9 s^-1,D,"Using the Arrhenius equation, k = Ae^(-Ea/RT) = 10^12 × e^(-50000 / (8.314 × 300)) = 1.66 × 10^-9 s^-1.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate constant for a second-order reaction is 0.01 M^-1s^-1. If the initial concentration is 0.1 M, what is the half-life?",100 s,1000 s,500 s,2000 s,B,"For a second-order reaction, t1/2 = 1 / (k[A]0) = 1 / (0.01 × 0.1) = 1000 s, using the formula t1/2 = 1 / (k[A]0).",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A → products, a plot of 1/[A] vs time gives a straight line. What is the order of the reaction?",First-order,Second-order,Zero-order,Third-order,B,"A straight line for 1/[A] vs time indicates a second-order reaction, as per the integrated rate law for second-order reactions.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of a reaction is given by rate = k[A]^x. If the rate is doubled when [A] is doubled, what is the value of x?",1,2,0, 1/2,A,"2rate = k(2[A])^x implies 2 = 2^x, so x = 1, using the given rate law and condition.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
A first-order reaction is 50% complete in 20 min. What is the rate constant?,0.0347 min^-1,0.0693 min^-1,0.0173 min^-1,0.034 min^-1,A,"For a first-order reaction, k = ln(2) / t1/2 = 0.693 / 20 = 0.0347 min^-1, using the formula k = ln(2) / t1/2.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
The half-life of a radioactive substance is 10 days. What is the decay constant?,0.0693 day^-1,0.693 day^-1,0.00693 day^-1,6.93 day^-1,A,"For a radioactive decay, λ = ln(2) / t1/2 = 0.693 / 10 = 0.0693 day^-1, using the formula λ = ln(2) / t1/2.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a reaction with rate law rate = k[A]², if [A] = 0.1 M and k = 0.01 M^-1s^-1, what is the rate?",1 × 10^-4 M/s,1 × 10^-3 M/s,1 × 10^-2 M/s,1 × 10^-5 M/s,A,"Rate = k[A]² = 0.01 × (0.1)² = 1 × 10^-4 M/s, applying the given rate law.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
A reaction has an activation energy of 100 kJ/mol. By what factor will the rate constant increase if the temperature is raised from 300 K to 310 K?,2,1.5,2.5,3,A,"Using the Arrhenius equation, ln(k2/k1) = (Ea/R) × (1/T1 - 1/T2), we get ln(k2/k1) = (100000 / 8.314) × (1/300 - 1/310), giving k2/k1 ≈ 2.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2A + B → products, the rate law is rate = k[A][B]. If [A] = [B] = 0.1 M, and k = 0.01 M^-1s^-1, what is the rate?",1 × 10^-4 M/s,1 × 10^-3 M/s,1 × 10^-2 M/s,1 × 10^-5 M/s,A,"Rate = k[A][B] = 0.01 × 0.1 × 0.1 = 1 × 10^-4 M/s, applying the given rate law.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
A first-order reaction has a half-life of 30 min. What fraction of the reactant remains after 1 hour?, 1/4, 1/2, 1/8, 1/16,A,"After 1 hour (2 half-lives), the fraction remaining is (1/2)² = 1/4, using the concept of half-life for first-order reactions.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate constant for a reaction is 0.05 s^-1 at 300 K. If the activation energy is 50 kJ/mol, what is the rate constant at 310 K?",0.087 s^-1,0.093 s^-1,0.075 s^-1,0.1 s^-1,A,"Using the Arrhenius equation, ln(k2/k1) = (Ea/R) × (1/T1 - 1/T2), we get ln(k2/0.05) = (50000 / 8.314) × (1/300 - 1/310), giving k2 = 0.087 s^-1.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate law for the reaction A + B → products is rate = k[A]^x[B]^y. If the rate is quadrupled when [A] is doubled and [B] is doubled, what are the values of x and y?","x = 1, y = 1","x = 2, y = 0","x = 1, y = 0","x = 0, y = 2",A,"4rate = k(2[A])^x(2[B])^y implies 4 = 2^(x+y), so x + y = 2. For x = y = 1, this condition is satisfied.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
A reaction is 25% complete in 20 min. What is the half-life if the reaction is first-order?,48.2 min,40 min,60 min,30 min,A,"For a first-order reaction, ln([A]0/[A]) = kt. Here, ln(100/75) = k × 20, giving k = 0.0144 min^-1. Then, t1/2 = ln(2) / k = 0.693 / 0.0144 = 48.2 min.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a reaction with a rate law rate = k[A], if the concentration of A is doubled, the rate will",double,halve,remain the same,quadruple,A,"New rate = k(2[A]) = 2k[A], so the rate doubles when [A] is doubled, applying the given rate law.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The activation energy for a reaction is 80 kJ/mol. If the frequency factor is 10^13 s^-1, what is the rate constant at 400 K?",1.26 × 10^-4 s^-1,1.26 × 10^-6 s^-1,1.26 × 10^-8 s^-1,1.26 × 10^-2 s^-1,A,"Using the Arrhenius equation, k = Ae^(-Ea/RT) = 10^13 × e^(-80000 / (8.314 × 400)) = 1.26 × 10^-4 s^-1.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of reaction A + B -> products is given by rate = k[A]²[B]. If [A] is doubled and [B] is halved, the rate changes by a factor of",2,4, 1/2,8,B,"New rate = k(2[A])²([B]/2) = k(4[A]²)([B]/2) = 2k[A]²[B], so rate changes by a factor of 2, no, it's 4 * 1/2 = 2.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2NO + O2 -> 2NO2, the rate law is rate = k[NO]²[O2]. If the concentration of NO is doubled, the rate of reaction increases by a factor of",2,4,8,16,B,"New rate = k(2[NO])²[O2] = 4k[NO]²[O2], so the rate increases by a factor of 4.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
The rate constant for a second-order reaction is 0.1 M^-1s^-1. What is the half-life if the initial concentration is 0.5 M?,10 s,20 s,30 s,40 s,B,"For a second-order reaction, t1/2 = 1 / (k[A]0) = 1 / (0.1 * 0.5) = 20 s.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The reaction A -> products is first-order. If 75% of A reacts in 40 min, the half-life is",10 min,20 min,30 min,40 min,B,"For a first-order reaction, ln([A]0/[A]) = kt, so ln(4) = k*40, and t1/2 = ln(2) / k = 20 min.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A + B -> C, the rate = k[A][B]. If the initial concentrations of A and B are 1 M each, and the rate constant is 0.1 M^-1s^-1, what is the rate after 10 s?",0.01 M/s,0.02 M/s,0.03 M/s,0.04 M/s,A,"After 10 s, [A] = [B] = 1 - 0.1*1*1*10 = 0 (approx.), but for second order, use integrated rate law: 1/[A] = 1/[A]0 + kt.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The decomposition of H2O2 is a first-order reaction. If 25% of H2O2 decomposes in 10 min, what is the rate constant?",0.028 min^-1,0.035 min^-1,0.040 min^-1,0.045 min^-1,A,"For a first-order reaction, ln([A]0/[A]) = kt, so ln(1/0.75) = k*10, giving k = 0.028 min^-1.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of the reaction 2A + B -> products is given by rate = k[A][B]². If [A] is doubled and [B] is tripled, the rate increases by a factor of",6,12,18,24,C,"New rate = k(2[A])(3[B])² = 18k[A][B]², so rate increases by a factor of 18.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"A reaction is 50% complete in 20 min. If it is first-order, the rate constant is",0.034 min^-1,0.035 min^-1,0.040 min^-1,0.045 min^-1,A,"For a first-order reaction, t1/2 = 20 min, so k = ln(2) / 20 = 0.034 min^-1.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate constant of a reaction is 0.05 s^-1 at 300 K. If the activation energy is 100 kJ/mol, what is the rate constant at 320 K?",0.15 s^-1,0.20 s^-1,0.25 s^-1,0.30 s^-1,A,"Using Arrhenius equation, ln(k2/k1) = (Ea/R)(1/T1 - 1/T2), we can find k2.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A -> B, the rate = k[A]². If the initial concentration of A is 1 M, and k = 0.1 M^-1s^-1, what is the half-life?",5 s,10 s,15 s,20 s,B,"For a second-order reaction, t1/2 = 1 / (k[A]0) = 1 / (0.1 * 1) = 10 s.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of reaction A -> products is given by rate = k[A]. If the concentration of A is doubled, the rate of reaction",remains same,is doubled,is halved,is quadrupled,B,"New rate = k(2[A]) = 2k[A], so the rate is doubled.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a zero-order reaction, the rate constant is 0.02 M/s. If the initial concentration is 1 M, what is the half-life?",25 s,30 s,20 s,15 s,A,"For a zero-order reaction, t1/2 = [A]0 / (2k) = 1 / (2*0.02) = 25 s.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The activation energy for a reaction is 80 kJ/mol. If the rate constant at 300 K is 0.01 s^-1, what is the rate constant at 310 K?",0.03 s^-1,0.02 s^-1,0.04 s^-1,0.05 s^-1,A,"Using Arrhenius equation, ln(k2/k1) = (Ea/R)(1/T1 - 1/T2), we get ln(k2/0.01) = (80000/8.314)(1/300 - 1/310).",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of the reaction 2NO2 -> 2NO + O2 is given by rate = k[NO2]². If [NO2] is doubled, the rate of reaction increases by a factor of",2,4,8,16,B,"New rate = k(2[NO2])² = 4k[NO2]², so rate increases by a factor of 4.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a first-order reaction, the rate constant is 0.02 min^-1. If the initial concentration is 1 M, what is the concentration after 30 min?",0.55 M,0.45 M,0.35 M,0.25 M,A,"For a first-order reaction, ln([A]/[A]0) = -kt, so ln([A]/1) = -0.02*30, giving [A] = 0.55 M.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
The half-life of a first-order reaction is 10 min. What is the rate constant?,0.069 min^-1,0.07 min^-1,0.08 min^-1,0.09 min^-1,A,"For a first-order reaction, k = ln(2) / t1/2 = 0.693 / 10 = 0.069 min^-1.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A -> products, the rate = k[A]³. If [A] is doubled, the rate of reaction increases by a factor of",4,8,16,27,B,"New rate = k(2[A])³ = 8k[A]³, so rate increases by a factor of 8.",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate constant for a reaction is 0.1 s^-1 at 300 K. If the activation energy is 50 kJ/mol, what is the frequency factor?",1.2 * 10^8 s^-1,1.4 * 10^8 s^-1,1.6 * 10^8 s^-1,1.8 * 10^8 s^-1,B,"Using Arrhenius equation, k = Ae^(-Ea/RT), we can find A = k*e^(Ea/RT).",LUMS_SAT,Conceptual,Medium,Chemistry,Reaction Kinetics
"For a first-order reaction, the rate constant is 0.02 s-1. What is the half-life?",34.65 s,43.32 s,20 s,50 s,A,"For a first-order reaction, t1/2 = ln(2) / k = 0.693 / 0.02 = 34.65 s, using the formula t1/2 = ln(2) / k.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate law for the reaction 2A + B -> C is rate = k[A]²[B]. If [A] is doubled and [B] is halved, the rate will be",double,half,unchanged,"quadrupled but then halved, so doubled",D,"New rate = k(2[A])²([B]/2) = k(4[A]²)([B]/2) = 2k[A]²[B], so the rate is doubled.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction A -> B, the rate constant is 0.01 min-1. If the initial concentration of A is 1 M, what is [A] after 100 min?",0.37 M,0.1 M,0.5 M,0.25 M,A,"For a first-order reaction, [A] = [A]0 * e^(-kt) = 1 * e^(-0.01*100) = e^(-1) = 0.37 M.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"The rate of a reaction is given by rate = k[A][B]. If the concentration of A is doubled, the rate will",remain the same,be doubled,be halved,be quadrupled,B,"New rate = k(2[A])[B] = 2k[A][B], so the rate is doubled.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
"For the reaction 2NO + O2 -> 2NO2, the rate law is rate = k[NO]²[O2]. The order with respect to NO is",1,2,3,0,B,"The rate law is rate = k[NO]²[O2], so the order with respect to NO is 2.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
The half-life of a first-order reaction is 20 min. What is the rate constant?,0.0347 min-1,0.05 min-1,0.02 min-1,0.01 min-1,A,"For a first-order reaction, t1/2 = 0.693 / k, so k = 0.693 / 20 = 0.0347 min-1.",NET,Conceptual,Medium,Chemistry,Reaction Kinetics
