Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"For a given isothermal expansion, the work done by an ideal gas is maximum when",Pressure is high,Pressure is low,Volume is small,Volume is large,B,"Work done in isothermal expansion is given by W = nRT ln(V_f / V_i). For given V_i and V_f, work is maximum when pressure (and thus density) is low, allowing more expansion. Other options misunderstand the conditions for maximum work.",Isothermal Processes,Hard,Physics,Thermodynamics
A system does 500 J of work and loses 200 J of heat. What is the change in its internal energy?,-700 J,-300 J,300 J,700 J,A,ΔU = Q - W = -200 J - 500 J = -700 J. Other options misapply the first law of thermodynamics.,First Law of Thermodynamics,Medium,Physics,Thermodynamics
The molar specific heat capacity at constant volume for an ideal monatomic gas is,(3/2)R,(5/2)R,3R,5R,A,"For a monatomic ideal gas, C_v = (3/2)R. Other options are specific heats for different types of gases or processes.",Specific Heat Capacities of Gases,Easy,Physics,Thermodynamics
"During an adiabatic compression, the temperature of an ideal gas",Decreases,Remains constant,Increases,Becomes zero,C,"In adiabatic compression, work is done on the gas, increasing its internal energy and thus temperature. Other options misinterpret adiabatic compression.",Adiabatic Processes,Medium,Physics,Thermodynamics
The entropy change in a reversible adiabatic process is,Positive,Negative,Zero,Undefined,C,"In a reversible adiabatic process, ΔS = 0 because Q = 0 and the process is reversible. Other options misunderstand the definition of entropy change.",Entropy,Easy,Physics,Thermodynamics
"A heat engine operates between two temperatures, 500 K and 300 K. What is its Carnot efficiency?",0.2,0.4,0.6,0.8,B,η = 1 - (T_c / T_h) = 1 - (300 / 500) = 0.4. Other options miscalculate or misunderstand Carnot efficiency.,Carnot Cycle,Easy,Physics,Thermodynamics
"For an ideal gas, the internal energy depends on",Volume only,Pressure only,Temperature only,Both volume and temperature,C,"For an ideal gas, internal energy is a function of temperature only. Other options misunderstand the properties of an ideal gas.",Ideal Gases,Easy,Physics,Thermodynamics
"In an isobaric process, the pressure remains",Constant,Increasing,Decreasing,Zero,A,"By definition, in an isobaric process, the pressure remains constant. Other options misinterpret the meaning of isobaric.",Isobaric Processes,Easy,Physics,Thermodynamics
The work done in an isochoric process is,Maximum,Minimum,Zero,Undefined,C,"In an isochoric process, volume remains constant, so W = 0. Other options misunderstand the definition of an isochoric process.",Isochoric Processes,Easy,Physics,Thermodynamics
"For a reversible isothermal expansion of an ideal gas, the change in entropy is given by",nR ln(V_f / V_i),nR ln(V_i / V_f),nR ln(P_f / P_i),nR ln(P_i / P_f),A,ΔS = Q / T = nRT ln(V_f / V_i) / T = nR ln(V_f / V_i). Other options misapply the formula for entropy change.,Entropy,Medium,Physics,Thermodynamics
A Carnot refrigerator operates between 250 K and 300 K. What is its coefficient of performance?,4,5,6,7,B,COP = T_c / (T_h - T_c) = 250 / (300 - 250) = 5. Other options miscalculate or misunderstand the COP of a refrigerator.,Refrigeration,Medium,Physics,Thermodynamics
A gas expands isothermally from 2L to 4L at 300K. What is the work done if there are 2 moles of gas?,2300 J,3456 J,-3456 J,0 J,C,"Work done = nRT ln(Vf/Vi) = 2 * 8.314 * 300 * ln(4/2) = 3456 J, negative because it's expansion.",Isothermal Processes,Medium,Physics,Thermodynamics
A heat engine operates between 500K and 300K. What is its maximum possible efficiency?,20%,40%,60%,80%,B,Efficiency = 1 - (T_cold/T_hot) = 1 - (300/500) = 0.4 or 40%. Other options are incorrect temperatures or calculations.,Heat Engines,Easy,Physics,Thermodynamics
"For an adiabatic expansion of an ideal gas, which quantity remains constant?",Internal Energy,Entropy,PV^\gamma,Temperature,C,"In adiabatic process, PV^\gamma = constant. Entropy is not exactly constant but for ideal gas it is.",Adiabatic Processes,Medium,Physics,Thermodynamics
A refrigerator's coefficient of performance is 4. How much heat is removed from the cold body if 100 J work is done?,400 J,500 J,300 J,200 J,A,"COP = Q_c / W, so Q_c = COP * W = 4 * 100 = 400 J. Other options misinterpret COP or work done.",Refrigerators,Medium,Physics,Thermodynamics
A system undergoes a cyclic process. What is the net change in internal energy?,Always positive,Always negative,Zero,Depends on the process,C,"In a cyclic process, \Delta U = 0 because initial and final states are the same.",Cyclic Processes,Easy,Physics,Thermodynamics
"For a given isothermal compression, which of the following is true?",Work done on the system is positive,Work done by the system is positive,Internal energy increases,Internal energy decreases,A,"In compression, work is done on the system, so it's positive. Internal energy doesn't change in isothermal process.",Isothermal Processes,Medium,Physics,Thermodynamics
The entropy change of a free expansion is,Positive,Negative,Zero,Undefined,A,"In free expansion, entropy increases because disorder increases. Other options misinterpret entropy change.",Entropy,Easy,Physics,Thermodynamics
A Carnot engine operates between 800K and 400K. What is its efficiency?,25%,50%,75%,100%,B,Efficiency = 1 - (T_cold/T_hot) = 1 - (400/800) = 0.5 or 50%. Other options are wrong temperatures or calculations.,Carnot Cycle,Medium,Physics,Thermodynamics
The molar specific heat at constant volume for a monatomic gas is,(3/2)R,(5/2)R,3R,2R,A,"For monatomic gas, C_v = (3/2)R. Other options are specific heats for different types of gases.",Specific Heat Capacities,Easy,Physics,Thermodynamics
A gas is compressed adiabatically. What happens to its temperature?,Decreases,Remains constant,Increases,Can't be determined,C,"In adiabatic compression, temperature increases because work done on the system increases its internal energy.",Adiabatic Processes,Medium,Physics,Thermodynamics
The first law of thermodynamics is a statement of,Conservation of energy,Conservation of momentum,Conservation of charge,Conservation of mass,A,"First law, \Delta U = Q - W, represents conservation of energy. Other options are unrelated conservation laws.",First Law of Thermodynamics,Easy,Physics,Thermodynamics
"For an ideal gas, the internal energy during an isothermal expansion",Increases,Decreases,Remains constant,First increases then decreases,C,"Internal energy of ideal gas depends only on temperature, which remains constant in isothermal process.",Internal Energy,Easy,Physics,Thermodynamics
A heat pump operates between 250K and 300K. What is its coefficient of performance?,5,6,7,8,B,COP = T_hot / (T_hot - T_cold) = 300 / (300 - 250) = 6. Other options misinterpret COP formula or temperatures.,Heat Pumps,Medium,Physics,Thermodynamics
"In a thermodynamic process, the work done by the gas is 200 J and the heat supplied is 300 J. What is the change in internal energy?",100 J,-100 J,500 J,-500 J,A,\Delta U = Q - W = 300 - 200 = 100 J. Other options misapply the first law.,First Law of Thermodynamics,Medium,Physics,Thermodynamics
A thermodynamic system undergoes an isobaric expansion. What remains constant?,Pressure,Volume,Temperature,Internal Energy,A,"In isobaric process, pressure remains constant. Other options change during isobaric expansion.",Isobaric Processes,Easy,Physics,Thermodynamics
The change in entropy for a reversible adiabatic process is,Positive,Negative,Zero,Undefined,C,"For reversible adiabatic process, \Delta S = 0 because it's isentropic. Other options misinterpret entropy change.",Entropy,Medium,Physics,Thermodynamics
A thermodynamic process occurs in which the volume remains constant. What type of process is this?,Isothermal,Adiabatic,Isobaric,Isochoric,D,Isochoric process is one where volume remains constant. Other options are different types of thermodynamic processes.,Isochoric Processes,Easy,Physics,Thermodynamics
Why does the temperature of a gas remain constant during an isothermal expansion?,Because the gas is ideal,Because heat is absorbed by the gas,Because the gas is insulated,Because the expansion is slow,B,"Heat is absorbed, maintaining constant temperature; 'ideal gas' is a property, not the reason for constant temperature.",Isothermal Processes,Medium,Physics,Thermodynamics
"In an adiabatic compression, what happens to the internal energy of the gas?",It decreases,It remains the same,It increases,It becomes zero,C,Internal energy increases due to work done on the gas; no heat transfer occurs in adiabatic processes.,Adiabatic Processes,Easy,Physics,Thermodynamics
A refrigerator transfers heat from a cold body to a hot body. Which law of thermodynamics does this process violate if there is no external work?,Zeroth Law,First Law,Second Law,Third Law,C,Second Law is violated as spontaneous heat transfer from cold to hot is impossible without external work.,Second Law of Thermodynamics,Medium,Physics,Thermodynamics
What is the primary function of a heat engine's 'sink'?,To supply heat to the engine,To absorb excess heat from the engine,To do work on the surroundings,To increase the engine's efficiency,B,"The sink absorbs excess heat, allowing the engine to operate in a cycle; it doesn't supply heat or do work.",Heat Engines,Easy,Physics,Thermodynamics
Why can't a real heat engine achieve 100% efficiency?,Due to friction,Due to heat loss,Because it violates the Second Law,Because it operates in a cycle,C,"100% efficiency violates the Second Law; friction and heat loss are practical limitations, not the fundamental reason.",Efficiency of Heat Engines,Hard,Physics,Thermodynamics
"In a thermodynamic process, the internal energy of an ideal gas remains constant. What type of process is this?",Isobaric,Isochoric,Isothermal,Adiabatic,C,"Internal energy of an ideal gas depends on temperature; constant internal energy implies constant temperature, hence isothermal.",Internal Energy,Medium,Physics,Thermodynamics
What is the change in entropy of a system during a reversible adiabatic process?,Positive,Negative,Zero,Undefined,C,Entropy change is zero in a reversible adiabatic process; it's isentropic.,Entropy,Easy,Physics,Thermodynamics
Why is the Carnot cycle considered an ideal cycle?,Because it's reversible,Because it's adiabatic,Because it's isothermal,Because it's isobaric,A,"Carnot cycle is ideal because it's reversible, maximizing efficiency; reversibility is key, not just being isothermal or adiabatic.",Carnot Cycle,Medium,Physics,Thermodynamics
A gas expands against a constant external pressure. What type of expansion is this?,Isothermal,Adiabatic,Free Expansion,Quasi-static,C,Free expansion occurs against zero or constant external pressure; it's not necessarily isothermal or adiabatic.,Types of Expansion,Easy,Physics,Thermodynamics
What happens to the temperature of an ideal gas during a free expansion?,It increases,It decreases,It remains the same,It becomes zero,C,Temperature remains the same for an ideal gas in free expansion; internal energy depends only on temperature.,Free Expansion,Medium,Physics,Thermodynamics
The efficiency of a Carnot engine depends on which of the following?,Working substance,Temperature of source and sink,Design of engine,Type of fuel used,B,Carnot efficiency depends on source and sink temperatures; it's independent of working substance or engine design.,Carnot Efficiency,Easy,Physics,Thermodynamics
"In a cyclic process, what is the net change in internal energy?",Positive,Negative,Zero,Undefined,C,"Internal energy is a state function; in a cycle, initial and final states are the same, so net change is zero.",Internal Energy in Cyclic Processes,Easy,Physics,Thermodynamics
Why is the melting of ice considered a reversible process?,Because it's spontaneous,Because it's slow,Because it occurs at equilibrium,Because it's exothermic,C,Melting of ice is reversible because it occurs at equilibrium temperature; slow and spontaneous are related but not the defining characteristic.,Reversible Processes,Medium,Physics,Thermodynamics
What is the significance of the 'triple point' of a substance?,It's the critical temperature,It's the boiling point,"It's where solid, liquid, and gas coexist",It's the temperature of maximum density,C,Triple point is where all three phases coexist in equilibrium; it's a specific temperature and pressure.,Phase Diagrams,Hard,Physics,Thermodynamics
"During an isobaric expansion, what happens to the temperature of an ideal gas?",It decreases,It remains the same,It increases,It becomes zero,C,"For an ideal gas, PV = nRT; at constant P, V increase implies T increase.",Isobaric Processes,Medium,Physics,Thermodynamics
What is the characteristic of an isochoric process?,Constant pressure,Constant volume,Constant temperature,Constant entropy,B,Isochoric means constant volume; it's a process where volume doesn't change.,Isochoric Processes,Easy,Physics,Thermodynamics
Why does the entropy of a substance increase during melting?,Because it becomes more ordered,Because it absorbs heat,Because its temperature increases,Because it becomes less ordered,D,Entropy increases as the substance becomes less ordered; heat absorption is related but not the direct reason.,Entropy Change,Medium,Physics,Thermodynamics
"In a heat engine, what is the role of the working substance?",To absorb heat from the source,To reject heat to the sink,To do work on the surroundings,To transfer energy,D,"Working substance absorbs heat, rejects heat, and does work; it's the medium for energy transfer.",Heat Engines,Easy,Physics,Thermodynamics
What is the primary difference between a heat pump and a refrigerator?,Working substance,Operating temperature range,Direction of heat transfer,Purpose of operation,D,Heat pump and refrigerator work on the same principle; the difference lies in their purpose - heating vs cooling.,Heat Pumps and Refrigerators,Hard,Physics,Thermodynamics
Why can't we build a perpetual motion machine of the second kind?,Because it violates the First Law,Because it violates the Second Law,Because it's not reversible,Because it's not adiabatic,B,Perpetual motion machine of the second kind violates the Second Law by converting all heat to work.,Perpetual Motion Machines,Hard,Physics,Thermodynamics
"In an adiabatic process, the temperature of an ideal gas decreases. What is happening to the gas?",Expanding,Contracting,Being heated,Being compressed adiabatically,A,"In adiabatic expansion, temperature decreases; contracting or being heated would increase temperature.",Adiabatic Process,Medium,Physics,Thermodynamics
What is the main difference between isothermal and adiabatic processes?,Heat transfer occurs in isothermal but not adiabatic,Work done is zero in isothermal,Temperature remains constant in adiabatic,Internal energy changes in isothermal,A,Isothermal processes allow heat transfer to maintain constant temperature; adiabatic processes do not allow heat transfer.,Isothermal and Adiabatic Processes,Medium,Physics,Thermodynamics
A refrigerator is a type of heat engine that operates in reverse. What is its primary function?,Converting work into heat,Transferring heat from cold to hot,Generating work from heat,Maintaining constant temperature,B,Refrigerators transfer heat from cold body to hot; this is reverse of heat engine operation.,Refrigeration,Easy,Physics,Thermodynamics
The first law of thermodynamics is a statement of which conservation principle?,Momentum,Energy,Charge,Mass,B,"First law states energy cannot be created or destroyed, only transformed; this is energy conservation.",First Law of Thermodynamics,Easy,Physics,Thermodynamics
The coefficient of performance (COP) of a refrigerator is defined as?,Heat absorbed / work done,Work done / heat absorbed,Heat rejected / work done,Work done / heat rejected,A,COP of refrigerator is ratio of heat absorbed to work done; it's a measure of efficiency.,Coefficient of Performance,Medium,Physics,Thermodynamics
"For an ideal gas, what is the relation between internal energy and temperature?",Internal energy is inversely proportional to temperature,Internal energy is directly proportional to temperature,Internal energy is independent of temperature,Internal energy is exponentially related to temperature,B,"For ideal gases, internal energy depends only on temperature; it's directly proportional.",Internal Energy and Temperature,Easy,Physics,Thermodynamics
"A heat engine operates between two temperatures, 500 K and 300 K. What is its maximum possible efficiency?",20%,40%,60%,80%,B,Maximum efficiency is given by Carnot efficiency = 1 - (T_cold / T_hot) = 1 - (300/500) = 0.4 or 40%.,Carnot Efficiency,Medium,Physics,Thermodynamics
What happens to the entropy of a system when it absorbs heat?,Decreases,Remains constant,Increases,Becomes zero,C,Entropy increases when a system absorbs heat; it's a measure of disorder or randomness.,Entropy,Easy,Physics,Thermodynamics
A thermodynamic process occurs slowly enough that the system remains in equilibrium. What is this process called?,Adiabatic,Isothermal,Reversible,Irreversible,C,"Reversible processes occur slowly, keeping the system in equilibrium; this is a defining characteristic.",Reversible Processes,Medium,Physics,Thermodynamics
What is the change in entropy for a reversible adiabatic process?,Positive,Negative,Zero,Undefined,C,"In reversible adiabatic processes, entropy change is zero; no heat is transferred.",Entropy Change,Medium,Physics,Thermodynamics
"For an ideal gas undergoing an isothermal expansion, what is the work done?",nRT ln(Vf/Vi),nRT ln(Vi/Vf),nR(Tf - Ti),P(Vf - Vi),A,Work done in isothermal expansion is given by nRT ln(Vf/Vi); this formula applies to ideal gases.,Work Done in Isothermal Expansion,Hard,Physics,Thermodynamics
The entropy change of a system and its surroundings together is?,Always positive,Always negative,Zero for reversible processes,Undefined,C,"For reversible processes, total entropy change (system + surroundings) is zero; it's positive for irreversible processes.",Total Entropy Change,Hard,Physics,Thermodynamics
What is the primary function of a heat engine?,To transfer heat from cold to hot,To convert work into heat,To generate work from heat,To maintain constant temperature,C,Heat engines generate work from heat; this is their primary function.,Heat Engines,Easy,Physics,Thermodynamics
"In a thermodynamic cycle, the net work done is equal to?",Net heat absorbed,Net heat rejected,Change in internal energy,Change in entropy,A,"In a cycle, net work done equals net heat absorbed; internal energy returns to its initial value.",Thermodynamic Cycles,Medium,Physics,Thermodynamics
The second law of thermodynamics implies that?,Heat cannot flow from cold to hot,All heat engines have 100% efficiency,Entropy of an isolated system always increases,Internal energy is conserved,C,Second law states that entropy of an isolated system always increases or remains constant; it never decreases.,Second Law of Thermodynamics,Hard,Physics,Thermodynamics
A system undergoes a process in which its entropy decreases. What can be said about this process?,It is reversible,It is irreversible,It is not isolated,It is adiabatic,C,"If entropy decreases, the system is not isolated; entropy can decrease in a non-isolated system.",Entropy Decrease,Hard,Physics,Thermodynamics
"For an ideal gas, the molar specific heat at constant volume (Cv) is?",(3/2)R for monatomic gases,(5/2)R for diatomic gases,(3/2)R for diatomic gases,Always constant,A,"For monatomic ideal gases, Cv = (3/2)R; this is a fundamental property.",Specific Heat Capacities,Easy,Physics,Thermodynamics
A cyclist's hand pump heats up when inflating a tire. Which law explains the temperature rise during rapid compression?,First law (work done increases internal energy),Second law (entropy increases irreversibly),Isothermal process (temperature remains constant),Heat conduction (pump transfers heat to air),A,Rapid compression is adiabatic; work done on gas increases its internal energy. C is wrong because temperature doesn't stay constant.,First Law of Thermodynamics,Medium,Physics,Thermodynamics
A refrigerator removes 400 J of heat from food while consuming 100 J of work. What is its coefficient of performance?,4.0,2.5,0.25,5.0,A,COP = Qc/W = 400/100. C is incorrect as it inverts the ratio (W/Qc).,Refrigeration Cycle,Easy,Physics,Thermodynamics
Steel girders in a bridge expand on hot days. Which property prevents structural damage?,Linear expansion coefficient,Thermal conductivity,Specific heat capacity,Latent heat of fusion,A,"Expansion joints accommodate length changes due to linear expansion. B relates to heat transfer, not expansion.",Thermal Expansion,Medium,Physics,Thermodynamics
A pressure cooker reduces cooking time by increasing boiling point. What thermodynamic principle explains this?,Boiling point elevates with pressure,Latent heat of vaporization decreases,Specific heat capacity increases,Adiabatic compression raises temperature,A,"Higher pressure raises water's boiling point, speeding up cooking. D confuses vapor pressure with gas compression.",Applications of Heat,Medium,Physics,Thermodynamics
A 0.5 kg copper block (c = 385 J/kg°C) at 100°C is placed in 1 kg water (c = 4200 J/kg°C) at 20°C. What is the final equilibrium temperature?,24.6°C,26.3°C,28.9°C,30.5°C,B,Heat lost by copper = heat gained by water. Distractors use incorrect mass or specific heat values.,Calorimetry,Hard,Physics,Thermodynamics
A gas undergoes adiabatic free expansion into a vacuum. What happens to entropy?,Increases,Decreases,Remains constant,Becomes zero,A,Entropy increases irreversibly in free expansion. C is wrong because adiabatic ≠ isentropic here.,Entropy and Irreversibility,Hard,Physics,Thermodynamics
An internal combustion engine operates between 227°C and 27°C. What is its maximum theoretical efficiency?,40%,55%,60%,73%,A,Carnot efficiency = (Th - Tc)/Th = (500-300)/500 = 40%. B assumes Celsius instead of Kelvin.,Carnot Engine,Medium,Physics,Thermodynamics
Which material property determines why woolen clothes keep body heat better than synthetic fibers?,Low thermal conductivity,High specific heat capacity,Low latent heat,High emissivity,A,"Wool traps air, reducing conduction. B is irrelevant as it relates to heat storage, not retention.",Heat Transfer,Medium,Physics,Thermodynamics
A dental filling cracks when cold drink is consumed. What causes this?,Thermal expansion mismatch between filling and tooth,Melting point difference,Specific heat capacity variation,Thermal conductivity difference,A,"Unequal contraction causes stress. D is incorrect because conductivity affects heat transfer, not expansion.",Thermal Expansion,Medium,Physics,Thermodynamics
"A 2 kW electric heater warms a room. If 50% of heat escapes, how long does it take to raise 50 kg air's temperature by 10°C? (c_air = 1000 J/kg°C)",125 seconds,250 seconds,500 seconds,750 seconds,B,"Energy needed = mcΔT = 50*1000*10 = 500,000 J. Net power = 1000 W. Time = 500,000/1000 = 500 s. A neglects 50% loss.",Heat Energy Calculations,Hard,Physics,Thermodynamics
"In a diesel engine, compression ignites fuel without spark plugs. Which process explains this?",Adiabatic compression,Isothermal compression,Isobaric expansion,Isochoric heating,A,Rapid compression raises temperature adiabatically. B is incorrect because no heat escapes during compression.,Engines,Medium,Physics,Thermodynamics
A pot of water boils at 100°C at sea level. What happens at high altitude where air pressure is lower?,Boiling point increases,Boiling point decreases,Latent heat increases,Specific heat decreases,B,Lower pressure reduces boiling point. A reverses the altitude effect.,Phase Changes,Easy,Physics,Thermodynamics
A Carnot engine's efficiency drops when working between 100°C and 0°C vs 100°C and 50°C. Why?,Smaller temperature difference,Higher heat loss,Lower specific heat,Increased entropy,A,Efficiency depends on Th - Tc; smaller difference reduces efficiency. B is vague and incorrect.,Carnot Efficiency,Medium,Physics,Thermodynamics
A pressure cooker's safety valve releases steam when pressure exceeds 2 atm. What thermodynamic property limits this?,Vapor pressure,Critical temperature,Surface tension,Heat of vaporization,A,Vapor pressure determines when steam escapes. D is irrelevant to pressure limits.,Applications of Heat,Medium,Physics,Thermodynamics
A hiker's body loses heat by conduction through cold ground. Which material minimizes this loss?,Foam sleeping pad,Metal camping mat,Wet grass,Stone slab,A,"Foam has low thermal conductivity. B and D have high conductivity, accelerating heat loss.",Thermal Conductivity,Easy,Physics,Thermodynamics
A glass tumbler cracks when hot tea is poured. Why does this occur?,Thermal stress from uneven expansion,Glass's low specific heat,High latent heat of tea,Glass's high emissivity,A,"Outer glass expands less than inner liquid, creating stress. B is irrelevant to structural failure.",Thermal Stress,Medium,Physics,Thermodynamics
A steam turbine converts heat to work. What fraction represents its efficiency if it absorbs 1000 J and rejects 600 J?,40%,60%,20%,80%,A,"Efficiency = (1000-600)/1000 = 40%. B calculates rejected heat/W, not efficiency.",Heat Engines,Easy,Physics,Thermodynamics
Why does sweating cool the body more effectively in dry air?,Higher evaporation rate,Lower latent heat of vaporization,Increased conduction,Reduced specific heat,A,"Dry air evaporates sweat faster, removing more heat. B is incorrect as latent heat remains constant.",Evaporation and Cooling,Medium,Physics,Thermodynamics
