Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
A laboratory technician analyzes a crystal of CuSO4.5H2O (Triclinic). Which relationship regarding its unit cell axial lengths is correct?,a = b != c,a != b != c,Alpha = Beta = Gamma,Alpha = Gamma = 90,B,Triclinic crystals like CuSO4.5H2O have no equal axes or angles; monoclinic is tempting but it has two right angles.,Crystal systems,Hard,Chemistry,Solids
"Aluminum foil is used in packaging due to its characteristic metallic luster. According to the electron gas model, this luster is caused by:",Reflection of light by mobile electrons,Vibration of metal kernels,Transition of inner shell electrons,Refraction through the lattice planes,A,"Luster is caused by the absorption and re-emission of light by mobile electrons; kernel vibration is tempting but causes heat conduction, not luster.",Metallic solids,Hard,Chemistry,Solids
Crystals of NaCl have a,hexagonal structure,monoclinic structure,face-centered cubic structure,body-centered cubic structure,C,"NaCl has a face-centered cubic structure; monoclinic is not its lattice type, it's a different crystal system.",Crystal Structures,Easy,Chemistry,Solids
The number of atoms per unit cell in a face-centered cubic lattice is,1,2,3,4,D,"FCC has 4 atoms per unit cell; simple cubic has 1, body-centered has 2.",Crystal Structures,Easy,Chemistry,Solids
Which property is characteristic of amorphous solids?,Isotropy,Anisotropy,Sharp melting point,Long-range order,A,Amorphous solids are isotropic due to lack of long-range order; crystals show anisotropy.,Amorphous Solids,Medium,Chemistry,Solids
The coordination number of an atom in a body-centered cubic lattice is,6,8,10,12,B,BCC has a coordination number of 8; FCC has 12.,Crystal Structures,Easy,Chemistry,Solids
The type of crystal lattice that has the highest packing efficiency is,simple cubic,body-centered cubic,face-centered cubic,hexagonal close-packed,D,HCP and FCC have the highest packing efficiency of 74%; simple cubic has 52%.,Packing Efficiency,Medium,Chemistry,Solids
"In a crystal lattice, the point where atoms, molecules, or ions are located is called a",lattice point,unit cell,crystal site,atom position,A,Lattice points represent the positions of particles; unit cell is the smallest repeating unit.,Crystal Lattice,Easy,Chemistry,Solids
The smallest three-dimensional repeating unit of a crystal lattice is known as a,lattice point,unit cell,crystal site,atom position,B,Unit cell is the smallest repeating unit; lattice point represents particle positions.,Crystal Lattice,Easy,Chemistry,Solids
Solids that have a long-range order are called,amorphous solids,crystalline solids,ionic solids,molecular solids,B,Crystalline solids have long-range order; amorphous solids lack this order.,Types of Solids,Easy,Chemistry,Solids
The property of crystals that have different refractive indices in different directions is called,isotropy,anisotropy,polymorphism,isomorphism,B,Anisotropy refers to direction-dependent properties; isotropy means properties are the same in all directions.,Properties of Crystals,Medium,Chemistry,Solids
Diamond is an example of a,ionic solid,covalent solid,molecular solid,metallic solid,B,Diamond is a covalent solid with a strong covalent network; ionic solids have ions.,Types of Solids,Easy,Chemistry,Solids
The phenomenon where a substance can exist in more than one crystalline form is known as,polymorphism,isomorphism,anisotropy,isotropy,A,Polymorphism refers to multiple crystalline forms; isomorphism is having the same crystal form.,Properties of Crystals,Medium,Chemistry,Solids
The number of atoms per unit cell in a simple cubic lattice is,1,2,3,4,A,Simple cubic has 1 atom per unit cell; FCC has 4.,Crystal Structures,Easy,Chemistry,Solids
Crystals of KCl have a,hexagonal structure,monoclinic structure,face-centered cubic structure,body-centered cubic structure,C,KCl has a face-centered cubic structure like NaCl; monoclinic is a different crystal system.,Crystal Structures,Medium,Chemistry,Solids
The type of solid that is typically hard and has a high melting point is,ionic solid,molecular solid,covalent solid,metallic solid,C,Covalent solids like diamond are hard and have high melting points; ionic solids also have high melting points.,Types of Solids,Medium,Chemistry,Solids
The coordination number of an atom in a hexagonal close-packed lattice is,6,8,10,12,D,HCP has a coordination number of 12; BCC has 8.,Crystal Structures,Easy,Chemistry,Solids
A solid that is a good conductor of electricity is typically a,ionic solid,covalent solid,molecular solid,metallic solid,D,Metallic solids are good conductors; ionic solids conduct when molten or in solution.,Types of Solids,Medium,Chemistry,Solids
The voids in a crystal lattice are,lattice points,unit cells,interstitial sites,crystal sites,C,Interstitial sites or voids are spaces between lattice particles; lattice points are particle locations.,Crystal Lattice,Medium,Chemistry,Solids
The packing efficiency of a simple cubic lattice is,52%,68%,74%,82%,A,Simple cubic lattice has a packing efficiency of 52%; FCC and HCP have 74%.,Packing Efficiency,Hard,Chemistry,Solids
Isomorphism is a property where different substances have the same,crystal structure,melting point,boiling point,density,A,Isomorphism refers to having the same crystal structure; polymorphism is having multiple crystal forms.,Properties of Crystals,Hard,Chemistry,Solids
A metal with atomic radius 125 pm crystallizes in a body-centered cubic (BCC) structure. What is the edge length of its unit cell?,216 pm,250 pm,294 pm,354 pm,C,"In BCC, edge length a = (4r)/√3. The most tempting error is using the FCC formula (a = 2√2r).",Crystal Structures and Calculations,Medium,Chemistry,Solids
X-rays of wavelength 1.54 Å are diffracted by a crystal at a Bragg angle of 30° for n=1. What is the interplanar distance (d)?,1.54 Å,0.77 Å,3.08 Å,2.66 Å,A,"Using Bragg's law nλ = 2d sinθ, correct calculation is d = (1×1.54)/(2×0.5) = 1.54 Å. Distractor B uses n=2 by mistake.",X-ray Diffraction and Bragg's Law,Medium,Chemistry,Solids
A face-centered cubic (FCC) metal has density 8.96 g/cm³ and molar mass 63.55 g/mol. Calculate the edge length of its unit cell (Avogadro's number = 6.02×10²³).,361 pm,433 pm,565 pm,672 pm,A,"Using d = (ZM)/(a³Nₐ), solving for a gives 361 pm. Distractor B assumes BCC instead of FCC.",Density Calculations,Hard,Chemistry,Solids
"In a cubic close-packed structure with atoms of radius 150 pm, what is the distance between two tetrahedral voids along the edge?",150 pm,212 pm,300 pm,424 pm,B,Tetrahedral voids in FCC are located at √2/4 of the edge length. The most tempting error is using octahedral void coordinates.,Void Locations in Crystal Structures,Medium,Chemistry,Solids
A metal with molar mass 107.9 g/mol crystallizes in FCC with edge length 409 pm. What is its theoretical density?,10.5 g/cm³,12.1 g/cm³,14.3 g/cm³,17.8 g/cm³,A,Using d = (ZM)/(a³Nₐ) with Z=4 for FCC. Distractor C uses incorrect Z value (Z=8 for HCP).,Density Calculations,Medium,Chemistry,Solids
A crystal has Bragg diffraction peaks at 2θ= 48.2° for n=1 and λ= 1.54 Å. What is the interplanar spacing?,1.00 Å,1.33 Å,1.72 Å,2.05 Å,B,"Using d = nλ/(2 sinθ), sin(24.1°)=0.409. Distractor C doubles the angle by mistake.",X-ray Diffraction and Bragg's Law,Hard,Chemistry,Solids
How many unit cells are present in 200 cm³ of a metal with density 11.3 g/cm³ and molar mass 207.2 g/mol?,1.2×10²⁴,2.4×10²⁴,3.6×10²⁴,4.8×10²⁴,D,Calculate total atoms then divide by atoms per unit cell (Z=4 for FCC). Distractor B assumes simple cubic.,Unit Cell Quantities,Hard,Chemistry,Solids
"In a BCC structure, atoms are located at the corners and which position?",Faces,Centers of faces,Body center,Edges,C,BCC has 1 atom at body center. Distractor A describes FCC.,Crystal Structures,Easy,Chemistry,Solids
A crystal has interplanar distance 2.8 Å and second-order (n=2) diffraction at θ=15°. What wavelength X-rays produce this?,1.46 Å,1.54 Å,2.29 Å,3.08 Å,A,Using λ = 2d sinθ/n. Distractor B uses incorrect angle (30°) instead of 15°.,X-ray Diffraction and Bragg's Law,Medium,Chemistry,Solids
"In a cubic crystal, what is the maximum number of nearest neighbors for an atom?",4,6,8,12,D,Face-centered cubic has 12 nearest neighbors. Distractor C describes BCC coordination.,Coordination Numbers,Easy,Chemistry,Solids
A metal with density 8.92 g/cm³ and molar mass 63.55 g/mol forms FCC. What is the volume of its unit cell?,4.32×10⁻²³ cm³,5.47×10⁻²³ cm³,6.79×10⁻²³ cm³,8.14×10⁻²³ cm³,A,Calculate using V = (ZM)/(dNₐ). Distractor B assumes BCC (Z=2).,Unit Cell Volume Calculations,Hard,Chemistry,Solids
A 1000 g sample of a metal with density 2.7 g/cm³ has how many unit cells? (Molar mass=27 g/mol),2.0×10²⁴,4.5×10²⁴,6.0×10²⁴,8.5×10²⁴,C,"Volume=mass/density, atoms=V×(dNₐ)/M, divide by Z=4 (FCC). Distractor B uses Z=1.",Unit Cell Quantities,Hard,Chemistry,Solids
A 16-year-old athlete feels muscle fatigue during a sprint. Which process is responsible for the rapid ATP production in this situation?,Anaerobic glycolysis,Aerobic respiration,Creatine phosphate reaction,Glycogenolysis,C,"Creatine phosphate reaction is responsible for rapid ATP production during high-intensity, short-duration activities. Anaerobic glycolysis produces ATP but does not release as much as creatine phosphate.",Energy Metabolism in Solids (Muscle),Hard,Chemistry,Solids
A 30-year-old woman with a history of heavy metal exposure experiences muscle weakness. Which type of solid is primarily responsible for this condition?,Ferritin,Hemoglobin,Myoglobin,Ceruloplasmin,A,Ferritin is the primary storage protein for iron in the body and can accumulate in response to heavy metal exposure. Myoglobin stores oxygen for muscle but is not primarily involved in heavy metal exposure.,Biological Solids (Iron Overload),Medium,Chemistry,Solids
A 25-year-old man has a history of kidney stones. Which solid is most likely to be responsible for his condition?,Uric acid crystals,Calcium oxalate crystals,Magnesium ammonium phosphate crystals,Cystine crystals,B,"Calcium oxalate crystals are the most common cause of kidney stones. Uric acid crystals are more commonly associated with gout, and magnesium ammonium phosphate crystals are associated with urinary tract infections.",Non-Biological Solids (Kidney Stones),Easy,Chemistry,Solids
A 40-year-old woman with a history of lung disease undergoes a pulmonary function test. Which solid is primarily responsible for gas exchange in the lungs?,Hemoglobin,Myoglobin,Ferritin,Hemosiderin,A,"Hemoglobin is the primary protein responsible for gas exchange in the lungs. Myoglobin stores oxygen in muscle, not the lungs.",Biological Solids (Respiratory System),Medium,Chemistry,Solids
A 35-year-old man with a history of high blood pressure experiences a myocardial infarction. Which solid is primarily responsible for the infarction?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a myocardial infarction. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the heart.",Non-Biological Solids (Blood Clots),Hard,Chemistry,Solids
A 28-year-old woman with a history of osteoporosis experiences bone pain. Which solid is primarily responsible for the pain?,Hydroxyapatite,Calcium phosphate,Magnesium phosphate,Silicon dioxide,A,"Hydroxyapatite is a key component of bone tissue and can contribute to bone pain in osteoporosis. Calcium phosphate and magnesium phosphate are also found in bone, but are not primarily responsible for pain.",Biological Solids (Bone),Medium,Chemistry,Solids
A 45-year-old man experiences a pulmonary embolism. Which solid is primarily responsible for the condition?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a pulmonary embolism. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the lungs.",Non-Biological Solids (Blood Clots),Hard,Chemistry,Solids
A 38-year-old woman experiences a stroke. Which solid is primarily responsible for the condition?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a stroke. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the brain.",Non-Biological Solids (Blood Clots),Medium,Chemistry,Solids
A 55-year-old man experiences a myocardial infarction. Which solid is primarily responsible for the infarction?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a myocardial infarction. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the heart.",Non-Biological Solids (Blood Clots),Hard,Chemistry,Solids
A 42-year-old woman experiences a pulmonary embolism. Which solid is primarily responsible for the condition?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a pulmonary embolism. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the lungs.",Non-Biological Solids (Blood Clots),Medium,Chemistry,Solids
A 50-year-old man experiences a stroke. Which solid is primarily responsible for the condition?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a stroke. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the brain.",Non-Biological Solids (Blood Clots),Medium,Chemistry,Solids
A 60-year-old woman experiences a myocardial infarction. Which solid is primarily responsible for the infarction?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a myocardial infarction. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the heart.",Non-Biological Solids (Blood Clots),Hard,Chemistry,Solids
A 40-year-old man experiences a pulmonary embolism. Which solid is primarily responsible for the condition?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a pulmonary embolism. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the lungs.",Non-Biological Solids (Blood Clots),Medium,Chemistry,Solids
A 30-year-old woman experiences a stroke. Which solid is primarily responsible for the condition?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a stroke. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the brain.",Non-Biological Solids (Blood Clots),Medium,Chemistry,Solids
A 25-year-old man experiences a myocardial infarction. Which solid is primarily responsible for the infarction?,Fibrin,Fibrinogen,Thrombin,Fibrocartilage,A,"Fibrin forms a blood clot that can lead to a myocardial infarction. Fibrinogen is a precursor to fibrin, thrombin is an enzyme that converts fibrinogen to fibrin, and fibrocartilage is a type of cartilage found in joints, not the heart.",Non-Biological Solids (Blood Clots),Hard,Chemistry,Solids
"In a crystal lattice, why do atoms occupy specific positions?",Due to electrostatic forces between positively charged ions,Due to strong intermolecular forces between atoms,Due to the regular arrangement of electrons in the atomic orbitals,Due to the presence of free electrons in the lattice,C,"Atoms occupy specific positions in a crystal lattice due to the regular arrangement of electrons in the atomic orbitals, which determines the spatial arrangement of atoms.",Crystal Structure,Easy,Chemistry,Solids
In which of the following types of solids does the arrangement of particles not follow a regular pattern?,Crystalline Solids,Amorphous Solids,Molecular Solids,Ionic Solids,B,"Amorphous solids have particles that do not follow a regular pattern, resulting in a disordered structure.",Classification of Solids,Medium,Chemistry,Solids
A sample of a solid substance is found to have a high melting point and is brittle. What can be inferred about its composition?,It is an ionic compound with strong electrostatic forces,It is a molecular compound with weak intermolecular forces,It is an atomic solid with strong metallic bonds,It is an amorphous solid with irregular particle arrangement,A,The high melting point and brittleness of the sample suggest it is an ionic compound with strong electrostatic forces holding the ions together.,Properties of Solids,Hard,Chemistry,Solids
Why do some solids exhibit superconductivity at very low temperatures?,Due to the presence of free electrons in the lattice,Due to the alignment of atomic spins in the material,Due to the absence of electrical resistance in the material,Due to the presence of defects in the crystal lattice,C,"Superconductivity occurs when a material exhibits zero electrical resistance at very low temperatures, allowing it to conduct electricity with perfect efficiency.",Anomalous Properties,Hard,Chemistry,Solids
A solid substance is found to have a low melting point and is soft and malleable. What can be inferred about its composition?,It is an ionic compound with weak electrostatic forces,It is a molecular compound with strong intermolecular forces,It is an atomic solid with weak metallic bonds,It is an amorphous solid with irregular particle arrangement,C,"The low melting point and softness of the sample suggest it is an atomic solid with weak metallic bonds, allowing it to deform easily.",Properties of Solids,Hard,Chemistry,Solids
"In a crystal lattice, why do atoms form bonds with each other?",Due to the attraction between positively charged ions,Due to the repulsion between negatively charged electrons,Due to the sharing of electrons between atoms,Due to the presence of free electrons in the lattice,C,"Atoms form bonds with each other due to the sharing of electrons between atoms, resulting in a stable and strong chemical bond.",Chemical Bonding,Easy,Chemistry,Solids
A sample of a solid substance is found to have a high thermal conductivity. What can be inferred about its composition?,It is an ionic compound with strong electrostatic forces,It is a molecular compound with weak intermolecular forces,It is an atomic solid with strong metallic bonds,It is an amorphous solid with irregular particle arrangement,C,"The high thermal conductivity of the sample suggests it is an atomic solid with strong metallic bonds, allowing it to efficiently conduct heat.",Properties of Solids,Hard,Chemistry,Solids
"In a crystal lattice, what is the role of the lattice energy?",To hold the ions together in a strong electrostatic force,To separate the ions and create a weak intermolecular force,To provide energy for the formation of bonds between atoms,To break the bonds between atoms and create a new solid,A,"Lattice energy is the energy required to break the bonds between ions in a crystal lattice, holding the ions together in a strong electrostatic force.",Crystal Structure,Medium,Chemistry,Solids
A solid substance is found to have a high melting point and is hard and brittle. What can be inferred about its composition?,It is an ionic compound with weak electrostatic forces,It is a molecular compound with strong intermolecular forces,It is an atomic solid with strong metallic bonds,It is an amorphous solid with irregular particle arrangement,C,"The high melting point and hardness of the sample suggest it is an atomic solid with strong metallic bonds, allowing it to withstand high temperatures and pressures.",Properties of Solids,Hard,Chemistry,Solids
"In a crystal lattice, why do ions have a fixed position?",Due to the presence of free electrons in the lattice,Due to the alignment of atomic spins in the material,Due to the fixed arrangement of ions in the lattice,Due to the presence of defects in the crystal lattice,C,"Ions have a fixed position in a crystal lattice due to the fixed arrangement of ions, which determines the spatial arrangement of ions in the lattice.",Crystal Structure,Medium,Chemistry,Solids
"In a crystal lattice, what is the role of the crystal field?",To hold the ions together in a strong electrostatic force,To separate the ions and create a weak intermolecular force,To provide energy for the formation of bonds between atoms,To break the bonds between atoms and create a new solid,A,"Crystal field is the electrostatic potential energy of the ions in a crystal lattice, holding the ions together in a strong electrostatic force.",Crystal Structure,Medium,Chemistry,Solids
A solid substance is found to have a high thermal conductivity and is hard and brittle. What can be inferred about its composition?,It is an ionic compound with weak electrostatic forces,It is a molecular compound with strong intermolecular forces,It is an atomic solid with strong metallic bonds,It is an amorphous solid with irregular particle arrangement,C,"The high thermal conductivity and hardness of the sample suggest it is an atomic solid with strong metallic bonds, allowing it to efficiently conduct heat and withstand high temperatures and pressures.",Properties of Solids,Hard,Chemistry,Solids
"In a crystal lattice, why do ions have a specific charge?",Due to the presence of free electrons in the lattice,Due to the alignment of atomic spins in the material,Due to the fixed arrangement of ions in the lattice,Due to the presence of defects in the crystal lattice,C,"Ions have a specific charge in a crystal lattice due to the fixed arrangement of ions, which determines the spatial arrangement of ions in the lattice.",Crystal Structure,Medium,Chemistry,Solids
A substance is added to a solid to increase its melting point. Which type of solid is most likely to exhibit this property?,Amorphous solid,Ionic solid,Molecular solid,Covalent solid,B,Ionic solids exhibit high melting points due to strong electrostatic bonds between ions. Other types of solids do not typically exhibit this property.,Crystalline solids,Medium,Chemistry,Solids
A sample of solid CO2 is exposed to high pressure and low temperature. What is the result?,Sublimation occurs,Deposition occurs,Solid CO2 becomes more dense,Solid CO2 sublimes at the same rate,C,"Solid CO2 becomes more dense under high pressure and low temperature. Sublimation and deposition occur at different conditions, and CO2 sublimes at the same rate regardless of pressure.",Phase changes of CO2,Hard,Chemistry,Solids
A student is asked to identify the crystal structure of a solid. Which of the following structures is NOT a common arrangement of atoms?,Face-centered cubic,Hexagonal close-packed,Body-centered cubic,Diamond cubic,D,"Diamond cubic is a less common arrangement of atoms, typically observed in diamond and silicon. Other structures are more common in various solids.",Crystal structures,Medium,Chemistry,Solids
"A solid is heated, causing it to expand. Which type of solid expansion is most likely occurring?",Isotropic expansion,Anisotropic expansion,Homogeneous expansion,Heterogeneous expansion,B,"Anisotropic expansion occurs in anisometric solids, where expansion occurs at different rates in different directions. Other types of expansion are not typically observed in solids.",Thermal expansion,Hard,Chemistry,Solids
A sample of a solid is subjected to high pressure. What happens to its lattice energy?,Lattice energy decreases,Lattice energy remains constant,Lattice energy increases,Lattice energy becomes negative,C,Lattice energy increases with high pressure as ions are forced closer together. Lattice energy does not typically decrease or remain constant under high pressure.,Lattice energy,Medium,Chemistry,Solids
"A solid is mixed with a solvent, resulting in a solution. Which type of solid is most likely to dissolve?",Amorphous solid,Ionic solid,Molecular solid,Covalent solid,C,Molecular solids typically dissolve in solvents due to weak intermolecular forces. Other types of solids do not typically dissolve in solvents.,Solutions,Medium,Chemistry,Solids
"A sample of a solid is cooled slowly, resulting in a glassy state. What is the result?",Crystallization occurs,Amorphous solid forms,Sublimation occurs,Deposition occurs,B,"A glassy state is formed when a solid is cooled slowly, resulting in an amorphous solid. Crystallization occurs when a solid is cooled quickly.",Glass formation,Medium,Chemistry,Solids
A solid is subjected to high temperature and pressure. What happens to its crystal structure?,Crystal structure becomes more ordered,Crystal structure becomes more disordered,Crystal structure remains unchanged,Crystal structure becomes amorphous,A,High temperature and pressure can lead to a more ordered crystal structure as atoms are forced into a more stable arrangement. Other options are not typically observed.,High-pressure phase transitions,Hard,Chemistry,Solids
"A sample of a solid is heated, causing it to sublime. What is the result?",Solid sublimes at the same rate,Solid sublimes faster,Solid remains solid,Solid melts,B,A solid sublimes faster when heated as the vapor pressure increases. Other options are not typically observed.,Sublimation,Easy,Chemistry,Solids
A student is asked to identify the type of intermolecular force present in a solid. Which of the following forces is NOT typically observed in solids?,Ionic forces,Covalent forces,Hydrogen bonding,Dipole-dipole forces,B,"Covalent forces are typically observed in molecules, not solids. Other options are common intermolecular forces in solids.",Intermolecular forces,Medium,Chemistry,Solids
"A solid is mixed with a liquid, resulting in a suspension. Which type of solid is most likely to form a suspension?",Amorphous solid,Ionic solid,Molecular solid,Colloidal solid,D,Colloidal solids typically form suspensions when mixed with liquids due to their small particle size. Other types of solids do not typically form suspensions.,Suspensions,Medium,Chemistry,Solids
A sample of a solid is exposed to high pressure and temperature. What is the result?,Solid remains solid,Solid melts,Solid sublimes,Solid becomes amorphous,B,A solid typically melts when exposed to high pressure and temperature. Other options are not typically observed.,Phase changes,Hard,Chemistry,Solids
A student is asked to identify the type of crystal lattice present in a solid. Which of the following lattices is NOT typically observed in solids?,Face-centered cubic,Hexagonal close-packed,Body-centered cubic,Diamond cubic,D,"Diamond cubic is a less common arrangement of atoms, typically observed in diamond and silicon. Other structures are more common in various solids.",Crystal lattices,Medium,Chemistry,Solids
