Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"A coil of 100 turns is rotated in a magnetic field of 0.5 T. If the area is 0.02 m², find maximum induced emf.",10 π V,20 π V,5 π V,2 π V,B,"ε = NABω, maximum ε = NABω = 100 * 0.02 * 0.5 * 2π = 20π V, using ω = 2π for max value.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 2 m moves with a speed of 4 m/s in a magnetic field of 0.5 T. Find induced emf.,2 V,4 V,6 V,8 V,B,"ε = Blv = 0.5 * 2 * 4 = 4 V, using formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = 4t² + 2t + 1. Find induced emf at t = 1 s.,10 V,8 V,6 V,12 V,A,"ε = -dΦ/dt = -(8t + 2), at t = 1, ε = -(8 + 2) = -10 V, magnitude is 10 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has an inductance of 2 H. If current changes from 0 to 2 A in 1 s, find induced emf.",4 V,2 V,6 V,8 V,A,"ε = -L(dI/dt) = -2 * (2 / 1) = -4 V, magnitude is 4 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m has 100 turns. If it is rotated in a magnetic field of 0.2 T, find maximum induced emf.",4 π V,8 π V,2 π V,π V,C,"ε = NABω, max ε = 100 * π(0.1)² * 0.2 * 2π = 4π² * 0.1 = 2π(0.2π) ≈ 2π V for ω = 2π rad/s (approx).",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.1 H. If the current is 2 A, find the energy stored.",0.2 J,0.4 J,0.1 J,0.05 J,A,Energy = (1/2)LI² = (1/2) * 0.1 * 2² = 0.2 J.,ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of dimensions 0.1 m x 0.2 m has 50 turns. If it is rotated in a magnetic field of 0.3 T, find maximum induced emf.",6 π V,3 π V,1.5 π V,9 π V,A,"ε = NABω, max ε = 50 * 0.1 * 0.2 * 0.3 * 2π = 6π V, for ω = 2π.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is Φ = 2t³ + t² + 1. Find induced emf at t = 2 s.,28 V,20 V,16 V,12 V,A,"ε = -dΦ/dt = -(6t² + 2t), at t = 2, ε = -(24 + 4) = -28 V, magnitude is 28 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A solenoid has an inductance of 0.05 H. If the current changes from 2 A to 4 A in 0.5 s, find induced emf.",0.4 V,0.2 V,0.1 V,0.8 V,B,"ε = -L(dI/dt) = -0.05 * ((4-2) / 0.5) = -0.2 V, magnitude is 0.2 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.02 H. If the current in one coil changes at a rate of 10 A/s, find induced emf in the other coil.",0.2 V,0.1 V,0.4 V,0.02 V,A,"ε = -M(dI/dt) = -0.02 * 10 = -0.2 V, magnitude is 0.2 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 200 turns and an area of 0.05 m². If it is rotated in a magnetic field of 0.1 T, find maximum induced emf.",2 π V,4 π V,6 π V,8 π V,B,"ε = NABω, max ε = 200 * 0.05 * 0.1 * 2π = 2π V, for ω = 2π rad/s (approx).",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 5 H. If the current changes from 0 to 1 A in 2 s, find induced emf.",2.5 V,1.25 V,5 V,0.5 V,A,"ε = -L(dI/dt) = -5 * (1 / 2) = -2.5 V, magnitude is 2.5 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 1 m moves with a speed of 2 m/s in a magnetic field of 1 T. Find induced emf.,1 V,2 V,3 V,4 V,B,"ε = Blv = 1 * 1 * 2 = 2 V, using formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = t² + 2t + 1. Find induced emf at t = 3 s.,8 V,6 V,4 V,10 V,A,"ε = -dΦ/dt = -(2t + 2), at t = 3, ε = -(6 + 2) = -8 V, magnitude is 8 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has an inductance of 10 H. If the current changes from 0 to 5 A in 2 s, find induced emf.",25 V,20 V,15 V,30 V,A,"ε = -L(dI/dt) = -10 * (5 / 2) = -25 V, magnitude is 25 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.1 H. If the current in one coil changes from 0 to 3 A in 1.5 s, find induced emf in the other coil.",0.2 V,0.1 V,0.3 V,0.4 V,A,"ε = -M(dI/dt) = -0.1 * (3 / 1.5) = -0.2 V, magnitude is 0.2 V.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.2 m has 50 turns. If it is rotated in a magnetic field of 0.4 T, find maximum induced emf.",16 π V,8 π V,4 π V,2 π V,B,"ε = NABω, max ε = 50 * π(0.2)² * 0.4 * 2π = 8π V, for ω = 2π rad/s (approx).",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.2 H. If the current is 1 A, find the energy stored.",0.1 J,0.2 J,0.05 J,0.01 J,A,Energy = (1/2)LI² = (1/2) * 0.2 * 1² = 0.1 J.,ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of dimensions 0.2 m x 0.3 m has 100 turns. If it is rotated in a magnetic field of 0.2 T, find maximum induced emf.",24 π V,12 π V,6 π V,3 π V,A,"ε = NABω, max ε = 100 * 0.2 * 0.3 * 0.2 * 2π = 24π V, for ω = 2π.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns is rotated at 1000 rpm in a magnetic field of 0.01 T. If the coil has an area of 0.1 m², what is the maximum emf induced?",10.47 V,1.047 V,104.7 V,1047 V,C,"ε = NABωsin(ωt), maximum ε = NABω = 100 * 0.1 * 0.01 * (2π * 1000 / 60) = 104.7 V, using ω = 2πf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by ϕ = 4t² + 2t + 1. What is the induced emf at t = 1 s?,10 V,8 V,6 V,12 V,A,"ε = -dϕ/dt = -(8t + 2), at t = 1, ε = -(8 + 2) = 10 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.5 m long rod is moving at 10 m/s in a 0.2 T magnetic field. What is the induced emf?,1 V,0.1 V,10 V,0.01 V,A,"ε = Blv = 0.2 * 0.5 * 10 = 1 V, using motional emf formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has a self-inductance of 2 H. If the current changes from 0 to 2 A in 0.5 s, what is the induced emf?",8 V,4 V,2 V,1 V,A,"ε = -L(dI/dt) = -2 * (2 / 0.5) = 8 V, using self-inductance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.5 H. If the current in one coil changes from 0 to 1 A in 0.1 s, what is the induced emf in the other coil?",5 V,0.5 V,10 V,1 V,A,"ε = -M(dI/dt) = -0.5 * (1 / 0.1) = 5 V, using mutual inductance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field that is changing at a rate of 0.1 T/s. If the coil has an area of 0.2 m² and 50 turns, what is the induced emf?",1 V,0.1 V,10 V,0.01 V,A,"ε = N(dϕ/dt) = N * A * (dB/dt) = 50 * 0.2 * 0.1 = 1 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A 100-turn coil has an area of 0.05 m² and is rotated at 500 rpm in a 0.05 T magnetic field. What is the maximum emf induced?,13.09 V,1.309 V,130.9 V,1309 V,A,"ε = NABω = 100 * 0.05 * 0.05 * (2π * 500 / 60) = 13.09 V, using ε = NABω.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is ϕ = 2t³ + t² + 1. What is the induced emf at t = 2 s?,28 V,26 V,30 V,32 V,A,"ε = -dϕ/dt = -(6t² + 2t), at t = 2, ε = -(24 + 4) = 28 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A rod of length 0.2 m is moving at 5 m/s in a 0.1 T magnetic field. What is the induced emf?,0.1 V,0.2 V,0.01 V,1 V,A,"ε = Blv = 0.1 * 0.2 * 5 = 0.1 V, using motional emf formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has a self-inductance of 1 H. If the current changes from 1 to 3 A in 1 s, what is the induced emf?",2 V,1 V,-2 V,-1 V,A,"ε = -L(dI/dt) = -1 * (2 / 1) = 2 V, using self-inductance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 1 H. If the current in one coil changes from 0 to 2 A in 0.5 s, what is the induced emf in the other coil?",4 V,2 V,1 V,8 V,A,"ε = -M(dI/dt) = -1 * (2 / 0.5) = 4 V, using mutual inductance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field that is changing at a rate of 0.2 T/s. If the coil has an area of 0.1 m² and 20 turns, what is the induced emf?",0.4 V,0.2 V,0.1 V,0.04 V,A,"ε = N(dϕ/dt) = N * A * (dB/dt) = 20 * 0.1 * 0.2 = 0.4 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A 50-turn coil has an area of 0.02 m² and is rotated at 2000 rpm in a 0.02 T magnetic field. What is the maximum emf induced?,4.19 V,0.419 V,41.9 V,419 V,A,"ε = NABω = 50 * 0.02 * 0.02 * (2π * 2000 / 60) = 4.19 V, using ε = NABω.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is ϕ = t² + 2t + 1. What is the induced emf at t = 3 s?,8 V,6 V,4 V,10 V,A,"ε = -dϕ/dt = -(2t + 2), at t = 3, ε = -(6 + 2) = 8 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A rod of length 0.1 m is moving at 2 m/s in a 0.05 T magnetic field. What is the induced emf?,0.01 V,0.1 V,0.001 V,1 V,A,"ε = Blv = 0.05 * 0.1 * 2 = 0.01 V, using motional emf formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has a self-inductance of 0.5 H. If the current changes from 0 to 1 A in 0.2 s, what is the induced emf?",2.5 V,0.5 V,5 V,1 V,A,"ε = -L(dI/dt) = -0.5 * (1 / 0.2) = 2.5 V, using self-inductance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.2 H. If the current in one coil changes from 0 to 1 A in 0.1 s, what is the induced emf in the other coil?",2 V,0.2 V,1 V,0.1 V,A,"ε = -M(dI/dt) = -0.2 * (1 / 0.1) = 2 V, using mutual inductance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field that is changing at a rate of 0.05 T/s. If the coil has an area of 0.05 m² and 10 turns, what is the induced emf?",0.025 V,0.05 V,0.01 V,0.1 V,A,"ε = N(dϕ/dt) = N * A * (dB/dt) = 10 * 0.05 * 0.05 = 0.025 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A 200-turn coil has an area of 0.1 m² and is rotated at 1500 rpm in a 0.1 T magnetic field. What is the maximum emf induced?,314.16 V,31.416 V,3141.6 V,3.1416 V,A,"ε = NABω = 200 * 0.1 * 0.1 * (2π * 1500 / 60) = 314.16 V, using ε = NABω.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is ϕ = 3t³ + 2t² + 1. What is the induced emf at t = 1 s?,13 V,11 V,15 V,17 V,A,"ε = -dϕ/dt = -(9t² + 4t), at t = 1, ε = -(9 + 4) = 13 V, using Faraday's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns is rotated in a magnetic field of 0.01 T. If the area of the coil is 0.1 m², what is the maximum induced emf?",0.1 V,0.2 V,0.314 V,0.628 V,C,"Maximum induced emf = NABω = 100 * 0.01 * 0.1 * π = 0.314 V, using ω = 2πf and f = 1 Hz (assuming).",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A bar magnet is dropped through a coil. What happens to the induced current?,Increases then decreases,Decreases then increases,Remains constant,Zero,A,"Induced current increases as magnet approaches, then decreases as it moves away, following Faraday's law of induction.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and is rotated at 50 Hz. If the magnetic flux is 0.02 Wb, what is the induced emf?",3140 V,1570 V,6280 V,0 V,B,"Induced emf = N * dΦ/dt = 500 * 0.02 * 2π * 50 = 3140 V, but since it's rms, the peak value is considered.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 0.2 m is moving with a velocity of 5 m/s in a magnetic field of 0.5 T. What is the induced emf?,0.1 V,0.5 V,0.25 V,0.75 V,B,"Induced emf = Blv = 0.5 * 0.2 * 5 = 0.5 V, using the formula for motional emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil changes from 0.1 Wb to 0.5 Wb in 0.1 s. What is the induced emf?,2 V,4 V,6 V,8 V,B,"Induced emf = -dΦ/dt = -(0.5 - 0.1) / 0.1 = 4 V, applying Faraday's law of induction.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.1 H. If the current changes from 0 to 1 A in 0.1 s, what is the induced emf?",0.1 V,1 V,0.5 V,2 V,B,"Induced emf = -L * dI/dt = -0.1 * (1 / 0.1) = 1 V, applying the formula for self-induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has a self-inductance of 0.2 H and a resistance of 10 Ω. If the current is 2 A, what is the energy stored?",0.2 J,0.4 J,0.8 J,1 J,B,"Energy stored = 0.5 * L * I² = 0.5 * 0.2 * 2² = 0.4 J, using the formula for energy stored in an inductor.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has 100 turns in the primary coil and 500 turns in the secondary coil. If the primary voltage is 120 V, what is the secondary voltage?",600 V,240 V,120 V,480 V,A,"Secondary voltage = (N_s / N_p) * V_p = (500 / 100) * 120 = 600 V, using the turns ratio.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.01 H. If the current in one coil changes at a rate of 100 A/s, what is the induced emf in the other coil?",1 V,0.1 V,10 V,0.01 V,A,"Induced emf = M * dI/dt = 0.01 * 100 = 1 V, applying the formula for mutually induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is rotating in a magnetic field. When is the induced emf maximum?,When the coil is parallel to the field,When the coil is perpendicular to the field,When the coil is at 45° to the field,When the coil is at rest,B,"Induced emf is maximum when the coil is perpendicular to the field, as the rate of change of flux is maximum.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is Φ = 2t² + 3t + 1. What is the induced emf at t = 1 s?,5 V,7 V,3 V,1 V,B,"Induced emf = -dΦ/dt = -(4t + 3) = -(4*1 + 3) = 7 V, applying Faraday's law of induction.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor is moving in a magnetic field. What is the direction of the induced current?,Same as the direction of motion,Opposite to the direction of motion,Perpendicular to the direction of motion and field,Parallel to the magnetic field,C,"Induced current is perpendicular to both the direction of motion and the magnetic field, following Fleming's right-hand rule.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.05 H. If the current changes from 1 A to 2 A in 0.2 s, what is the induced emf?",0.25 V,0.5 V,0.1 V,0.05 V,A,"Induced emf = -L * dI/dt = -0.05 * (2 - 1) / 0.2 = 0.25 V, applying the formula for self-induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 200 turns and is rotated at 60 Hz. If the magnetic flux is 0.01 Wb, what is the induced emf?",753.6 V,377 V,1507.2 V,0 V,A,"Induced emf = N * dΦ/dt = 200 * 0.01 * 2π * 60 = 753.6 V, using the formula for induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The energy stored in an inductor is 0.5 J. If the inductance is 0.1 H, what is the current?",√10 A,√5 A,1 A,2 A,A,"Energy stored = 0.5 * L * I², so I = √(2*Energy/L) = √(2*0.5/0.1) = √10 A.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is placed in a changing magnetic field. What is the direction of the induced current?,Same as the direction of the changing field,Opposite to the direction of the changing field,Perpendicular to the direction of the changing field,Parallel to the magnetic field,B,"Induced current opposes the change in the magnetic field, following Lenz's law.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has an efficiency of 90%. If the input power is 100 W, what is the output power?",90 W,100 W,110 W,80 W,A,"Efficiency = Output power / Input power, so Output power = Efficiency * Input power = 0.9 * 100 = 90 W.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.005 H. If the current in one coil changes from 0 to 2 A in 0.1 s, what is the induced emf in the other coil?",0.1 V,0.05 V,0.2 V,0.01 V,A,"Induced emf = M * dI/dt = 0.005 * (2 / 0.1) = 0.1 V, applying the formula for mutually induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has a self-inductance of 0.02 H. If the current changes from 0 to 3 A in 0.2 s, what is the induced emf?",0.3 V,0.6 V,0.9 V,1.2 V,A,"Induced emf = -L * dI/dt = -0.02 * (3 / 0.2) = 0.3 V, applying the formula for self-induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = 5t² + 3t + 16. Find induced emf at t = 4 s.,43 V,40 V,63 V,83 V,A,Induced emf ε = -dϕ/dt = -(10t + 3) = -43 V at t = 4 s. Magnitude is 43 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns and area 0.1 m² is placed in a magnetic field of 0.5 T. If it's rotated by 90° in 0.1 s, find induced emf.",5 V,50 V,0 V,25 V,B,ε = -N(dϕ/dt) = -100 * 0.1 * 0.5 / 0.1 = 50 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 2 H. If current changes from 0 to 2 A in 0.5 s, find induced emf.",8 V,-8 V,4 V,-4 V,A,ε = -L(dI/dt) = -2 * (2 / 0.5) = 8 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A 10 Ω resistor is connected to a coil of inductance 0.1 H. If current changes at 10 A/s, find voltage across resistor.",10 V,1 V,0 V,100 V,C,ε = -L(dI/dt) = -0.1 * 10 = -1 V. Voltage across resistor = IR = 0 since I is not given.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and flux linkage 0.05 Wb. If current is 5 A, find self-inductance.",5 H,0.05 H,50 H,0.5 H,A,L = Nϕ/I = 500 * 0.05 / 5 = 5 H.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.1 H. If current in one coil changes at 2 A/s, find induced emf in other coil.",0.2 V,-0.2 V,0.1 V,-0.1 V,A,ε = -M(dI/dt) = -0.1 * 2 = 0.2 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m is placed in a uniform magnetic field of 0.2 T. If it's rotated by 180° in 0.2 s, find induced emf.",0.0628 V,0.1256 V,0.628 V,1.256 V,B,ε = -N(dϕ/dt) = -1 * π * (0.1)² * 0.2 * 2 / 0.2 = 0.1256 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is ϕ = 2t³ + t² + 1. Find induced emf at t = 1 s.,7 V,8 V,5 V,6 V,B,ε = -dϕ/dt = -(6t² + 2t) = -8 V at t = 1 s. Magnitude is 8 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has self-inductance 0.5 H. If current changes from 0 to 1 A in 0.2 s, find induced emf.",2.5 V,-2.5 V,0.5 V,-0.5 V,A,ε = -L(dI/dt) = -0.5 * (1 / 0.2) = 2.5 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.05 H. If current in one coil changes from 0 to 2 A in 0.1 s, find induced emf in other coil.",1 V,-1 V,0.1 V,-0.1 V,A,ε = -M(dI/dt) = -0.05 * (2 / 0.1) = 1 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of area 0.2 m² is placed in a magnetic field of 0.1 T. If it's rotated by 90° in 0.2 s, find induced emf.",0.1 V,0.2 V,0 V,0.05 V,A,ε = -N(dϕ/dt) = -1 * 0.2 * 0.1 / 0.2 = 0.1 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 1 H. If current changes from 0 to 3 A in 0.3 s, find induced emf.",10 V,-10 V,5 V,-5 V,A,ε = -L(dI/dt) = -1 * (3 / 0.3) = 10 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 200 turns and flux linkage 0.1 Wb. If current is 2 A, find self-inductance.",10 H,0.1 H,1 H,0.01 H,A,L = Nϕ/I = 200 * 0.1 / 2 = 10 H.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = t² + 2t + 1. Find induced emf at t = 2 s.,6 V,-6 V,4 V,-4 V,A,ε = -dϕ/dt = -(2t + 2) = 6 V at t = 2 s.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of inductance 0.2 H is connected to a 10 V battery. If current changes at 5 A/s, find induced emf.",1 V,-1 V,0 V,10 V,A,ε = -L(dI/dt) = -0.2 * 5 = 1 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.02 H. If current in one coil changes at 10 A/s, find induced emf in other coil.",0.2 V,-0.2 V,0.1 V,-0.1 V,A,ε = -M(dI/dt) = -0.02 * 10 = 0.2 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.05 m is placed in a uniform magnetic field of 0.5 T. If it's rotated by 180° in 0.1 s, find induced emf.",0.0785 V,0.157 V,0.785 V,1.57 V,A,ε = -N(dϕ/dt) = -1 * π * (0.05)² * 0.5 * 2 / 0.1 = 0.0785 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
