Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The compound that can exhibit tautomerism is,CH₃CHO,CH₃COCH₃,CH₃COCH2COCH₃,C6H5CHO,C,"Tautomerism occurs in compounds with a hydrogen atom that can migrate to a nearby carbonyl group, as in β-diketones.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
What is the hybridization of carbon in CH4?,sp,sp²,sp³,dsp²,C,"Carbon has 4 σ bonds, so it is sp³ hybridized, using 1 s and 3 p orbitals to form 4 equivalent hybrid orbitals.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The number of π bonds in C2H4 is,1,2,3,4,A,"C2H4 has 1 C=C double bond, consisting of 1 σ and 1 π bond, so there is 1 π bond.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The IUPAC name of CH₃CH₂CH₂CHO is,Butanal,Butanol,Butanone,Propanone,A,"The compound has 4 C atoms with an aldehyde group, so the IUPAC name is Butanal.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of CH₃CH₂Br with NaOH gives,CH₃CH₂OH,CH₂=CH₂,CH₃CH₃,CH₃CHO,A,"CH₃CH₂Br reacts with NaOH through an SN2 reaction, giving CH₃CH₂OH as the product.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The number of isomers of C4H10 is,2,3,4,5,A,C4H10 has 2 structural isomers: n-butane and isobutane.,ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most reactive towards electrophilic substitution is,Benzene,Toluene,Nitrobenzene,Chlorobenzene,B,"Toluene has a methyl group, which is an electron-donating group, increasing the reactivity towards electrophilic substitution.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of benzene with Cl₂ in the presence of AlCl₃ gives,Chlorobenzene,Dichlorobenzene,Hexachlorobenzene,Benzene hexachloride,A,"Benzene reacts with Cl₂ in the presence of AlCl₃ through an electrophilic aromatic substitution reaction, giving chlorobenzene.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound with the lowest pKa value is,CH₃COOH,CCl₃COOH,HCOOH,CH₃CH₂COOH,B,"CCl₃COOH has 3 Cl atoms, which are electron-withdrawing, increasing the acidity and decreasing the pKa value.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of alkene with HBr gives,Alkyl halide,Alkane,Alkyne,Alcohol,A,"Alkene reacts with HBr through an electrophilic addition reaction, giving alkyl halide as the product.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The number of stereoisomers of 2-butene is,2,3,4,5,A,2-butene has 2 stereoisomers: cis-2-butene and trans-2-butene.,ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most stable among the following is,1-butene,2-butene,Isobutene,2-methyl-1-butene,C,"Isobutene has the most substituted double bond, making it the most stable due to hyperconjugation.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of Grignard reagent with CO₂ gives,Carboxylic acid,Alcohol,Aldehyde,Ketone,A,"Grignard reagent reacts with CO₂ to form a carboxylate salt, which upon acidification gives carboxylic acid.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The IUPAC name of CH₃CH=CHCHO is,But-2-enal,But-2-en-1-al,Crotonaldehyde,Butenal,A,"The compound has 4 C atoms with an aldehyde group and a double bond, so the IUPAC name is But-2-enal.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most acidic among the following is,CH₃CH₂OH,CH₃COOH,C₆H₅OH,H₂O,B,"CH₃COOH is a carboxylic acid, which is more acidic than alcohols and phenols due to resonance stabilization of the conjugate base.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of aldehyde with Tollens' reagent gives,Carboxylic acid,Alcohol,Silver mirror,Ketone,C,Aldehyde reacts with Tollens' reagent to form a silver mirror due to the reduction of Ag⁺ to Ag.,ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The number of possible monochloro products of propane is,2,3,4,5,B,"Propane has 2 different types of H atoms, giving 2 monochloro products: 1-chloropropane and 2-chloropropane.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound with the highest dipole moment among the following is,CH₃CH₂Cl,CH₃CH₂Br,CH₃CH₂I,CH₃CH₂F,D,"CH₃CH₂F has the highest dipole moment due to the high electronegativity of F, resulting in a larger charge separation.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of alkyl halide with NaI in acetone gives,Alkyl iodide,Alkene,Alkane,Alcohol,A,"Alkyl halide reacts with NaI in acetone through an SN2 reaction, giving alkyl iodide as the product.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
Which compound has the highest boiling point?,CH₃CH₂CH₃,CH₃CH₂OH,CH₃OCH₃,CH₃CH₂Cl,B,Hydrogen bonding in CH₃CH₂OH increases its boiling point due to stronger intermolecular forces.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of 2-bromopropane with NaOH is an example of,SN1,SN2,E1,E2,A,Tertiary halides like 2-bromopropane undergo SN1 reactions due to stable carbocation formation.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The major product of the reaction between 1-butene and HBr is,1-bromobutane,2-bromobutane,"1,2-dibromobutane","2,3-dibromobutane",B,"Markovnikov's rule predicts the addition of HBr to 1-butene, forming 2-bromobutane.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most acidic is,CH₃CH₂COOH,CH₃CH₂OH,C₆H₅OH,C₆H₅COOH,D,Benzoic acid (C₆H₅COOH) is more acidic than acetic acid due to resonance stabilization of its conjugate base.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of benzene with Cl₂ in the presence of AlCl₃ is,Electrophilic substitution,Nucleophilic substitution,Electrophilic addition,Nucleophilic addition,A,"AlCl₃ catalyzes the formation of Cl⁺, an electrophile that substitutes a hydrogen on benzene.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound with the formula C₄H₈O that gives a positive iodoform test is,Butanal,2-butanone,2-methylpropanal,Butanol,B,"2-butanone has a methyl ketone group, which reacts with I₂/NaOH to give iodoform.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The stereochemistry of the product in the reaction of (R)-2-butanol with PBr₃ is,(R)-2-bromobutane,(S)-2-bromobutane,Racemic mixture,Meso compound,B,"The reaction proceeds with inversion of configuration, resulting in (S)-2-bromobutane.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an alkene with KMnO₄ is an example of,Oxidative cleavage,Electrophilic addition,Nucleophilic addition,Radical addition,A,"KMnO₄ oxidatively cleaves alkenes, breaking the double bond and forming carbonyl compounds.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that exhibits cis-trans isomerism is,1-butene,2-butene,Isobutene,2-methyl-2-butene,B,"2-butene has a disubstituted double bond, allowing for cis-trans isomerism.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The major product of the reaction between benzene and CH₃Cl in the presence of AlCl₃ is,Toluene,Ethylbenzene,Isopropylbenzene,tert-butylbenzene,A,Friedel-Crafts alkylation of benzene with CH₃Cl produces toluene.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most basic is,NH₃,CH₃NH₂,C₆H₅NH₂,(CH₃)₃N,B,Alkylamines like CH₃NH₂ are more basic than ammonia due to the electron-donating effect of the alkyl group.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of a Grignard reagent with CO₂ is an example of,Nucleophilic addition,Electrophilic addition,Nucleophilic substitution,Electrophilic substitution,A,"Grignard reagents are nucleophiles that add to the electrophilic carbon of CO₂, forming a carboxylate.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that has the highest acidity is,CH₃COOH,CCl₃COOH,HCOOH,C₆H₅COOH,B,Trichloroacetic acid (CCl₃COOH) is more acidic due to the electron-withdrawing effect of the three Cl atoms.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an aldehyde with NaBH₄ is an example of,Oxidation,Reduction,Hydrolysis,Condensation,B,NaBH₄ reduces aldehydes to primary alcohols by delivering a hydride ion to the carbonyl carbon.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most reactive towards nucleophilic substitution is,CH₃Cl,CH₃CH₂Cl,CH₃CH₂CH₂Cl,CH₃)₃CCl,A,Primary halides like CH₃Cl are more reactive towards SN2 reactions due to less steric hindrance.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of 1-propanol with PCl₅ produces,1-chloropropane,2-chloropropane,Propene,1-propoxypropane,A,PCl₅ converts 1-propanol to 1-chloropropane by replacing the OH group with Cl.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most stable is,1-butene,2-butene,Isobutene,2-methyl-1-butene,C,"Isobutene is more stable due to the presence of more alkyl groups attached to the double bond, increasing its stability.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
What is the hybridization of carbon in ethyne?,sp,sp²,sp³,dsp²,A,"Ethyne has a triple bond, so carbon is sp hybridized, with two unhybridized p orbitals for π bonds.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
Which functional group is present in propanone?,Aldehyde,Ketone,Carboxylic acid,Ester,B,"Propanone has a ketone group, characterized by a carbonyl (C=O) bonded to two alkyl groups.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound C6H5CH2Cl is an example of,Aryl halide,Alkyl halide,Both A and B,Neither A nor B,C,"C6H5CH2Cl is benzyl chloride, having both an aryl group (C6H5) and an alkyl halide (CH2Cl).",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
What is the product of the reaction between benzene and CH3Cl in the presence of AlCl3?,Toluene,Chlorobenzene,Benzaldehyde,Benzyl chloride,A,"Friedel-Crafts alkylation of benzene with CH3Cl gives toluene, an electrophilic aromatic substitution reaction.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of 2-bromopropane with NaOH gives,1-propanol,2-propanol,Propene,Propyne,C,"2-bromopropane undergoes an E2 elimination reaction with NaOH, producing propene.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The most stable conformation of butane is,Eclipsed,Staggered (anti),Gauche,None of these,B,The staggered (anti) conformation of butane is most stable due to minimal steric hindrance.,LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
What is the IUPAC name of (CH3)3CCH2CH3?,"2,2-dimethylbutane","3,3-dimethylpentane","2,2-dimethylpentane","3,3-dimethylbutane",C,The compound is named based on the longest chain (pentane) with a tert-butyl group at C2.,LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The hybridization of the carbon atom in a carbonyl group is,sp,sp²,sp³,dsp²,B,"The carbonyl carbon is sp² hybridized, with a double bond consisting of one σ and one π bond.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
What type of reaction is the conversion of an alkene to an alkane?,Oxidation,Reduction,Elimination,Substitution,B,"The addition of hydrogen (H2) to an alkene results in an alkane, a reduction reaction.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an alkyl halide with NaI in acetone is an example of,SN1 reaction,SN2 reaction,E1 reaction,E2 reaction,B,"The reaction is an SN2 reaction, favored by a strong nucleophile (I-) in a polar aprotic solvent (acetone).",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound CH3CH=CHCH3 can exhibit,Geometrical isomerism,Optical isomerism,Both A and B,Neither A nor B,A,CH3CH=CHCH3 (2-butene) exhibits geometrical isomerism due to restricted rotation around the C=C bond.,LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The major product of the dehydration of 2-methyl-2-propanol is,2-methylpropene,2-methyl-1-propene,1-methylpropene,None of these,A,"Dehydration follows Zaitsev's rule, producing the most stable alkene, 2-methylpropene.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The functional group in an ether is,-OH,-CHO,-COO-,-O-,D,Ethers are characterized by an oxygen atom bonded to two alkyl or aryl groups.,LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of phenol with NaOH gives,Sodium phenoxide,Benzene,Water,None of these,A,"Phenol reacts with NaOH to form sodium phenoxide, due to its acidic nature.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound C6H12O with a carbonyl group is,Aldehyde,Ketone,Either A or B,Neither A nor B,C,"C6H12O could be a ketone or aldehyde, as both have a carbonyl group.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The best leaving group among the halides is,F-,Cl-,Br-,I-,D,"I- is the best leaving group due to its weak basicity and large size, making it a good leaving group.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an aldehyde with Tollens' reagent gives,Carboxylic acid,Alcohol,Silver mirror,None of these,C,"Tollens' reagent oxidizes aldehydes, producing a silver mirror due to the reduction of Ag+ to Ag.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is least reactive towards electrophilic substitution is,Benzene,Toluene,Chlorobenzene,Nitrobenzene,D,"Nitrobenzene is deactivated by the nitro group, making it less reactive towards electrophilic substitution.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The product of the reaction between propanal and methylmagnesium bromide is,2-butanol,2-methyl-1-propanol,1-propanol,2-methyl-2-propanol,A,"The Grignard reagent adds to the carbonyl carbon, producing 2-butanol after hydrolysis.",LUMS_SAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
Which of the following compounds is most acidic?,CH₃CH₂COOH,CH₃COOH,HCOOH,C₆H₅COOH,C,The acidity is determined by the stability of the conjugate base; HCOOH has the most stable conjugate base due to resonance.,NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The hybridization of carbon in CH₂=CH₂ is,sp³,sp²,sp,dsp²,B,"The carbon atoms in alkenes are sp² hybridized, resulting in a trigonal planar geometry.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an alkene with HBr is an example of,Electrophilic addition,Nucleophilic substitution,Electrophilic substitution,Nucleophilic addition,A,"The reaction involves the addition of an electrophile (H⁺) to the alkene, followed by the addition of Br⁻.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound C₆H₅CH₂Cl is an example of,Aryl halide,Alkyl halide,Benzyl halide,Vinyl halide,C,"The compound has a halogen atom attached to a benzylic carbon, making it a benzyl halide.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of phenol with NaOH is an example of,Acid-base reaction,Nucleophilic substitution,Electrophilic substitution,Elimination reaction,A,"Phenol reacts with NaOH to form sodium phenoxide, an acid-base reaction.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an aldehyde with Tollens' reagent results in the formation of,Carboxylic acid,Alcohol,Silver mirror,Ketone,C,"Tollens' reagent oxidizes aldehydes to carboxylates, resulting in the formation of a silver mirror.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most likely to undergo SN1 reaction is,CH₃CH₂Br,(CH₃)₃CBr,CH₃Br,C₆H₅Br,B,Tertiary halides are more likely to undergo SN1 reactions due to the stability of the tertiary carbocation.,NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The most stable carbocation is,Primary,Secondary,Tertiary,Methyl,C,Tertiary carbocations are more stable due to hyperconjugation and inductive effects.,NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of benzene with CH₃Cl in the presence of AlCl₃ is an example of,Electrophilic substitution,Nucleophilic substitution,Electrophilic addition,Nucleophilic addition,A,"The reaction involves the substitution of a hydrogen atom on the benzene ring with a methyl group, an electrophilic substitution.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is most likely to be aromatic is,Cyclobutadiene,Cyclohexane,Benzene,Cycloheptatriene,C,"Benzene is aromatic due to its planar, cyclic structure with 6π electrons.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an alkyl halide with NaCN is an example of,Nucleophilic substitution,Electrophilic substitution,Nucleophilic addition,Electrophilic addition,A,"The reaction involves the substitution of the halide with the cyanide ion, a nucleophilic substitution.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The hybridization of the nitrogen atom in an amine is,sp³,sp²,sp,dsp²,A,"The nitrogen atom in an amine is sp³ hybridized, resulting in a tetrahedral geometry.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an aldehyde with a Grignard reagent results in the formation of,Alcohol,Ketone,Carboxylic acid,Ester,A,"The Grignard reagent adds to the carbonyl group, resulting in the formation of an alcohol after hydrolysis.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an alkene with H₂ in the presence of Pd/C is an example of,Hydrogenation,Dehydrogenation,Oxidation,Reduction,A,"The reaction involves the addition of hydrogen to the alkene, a hydrogenation reaction.",NET,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
Which of the following compounds is most likely to undergo SN1 reaction?,CH₃CH₂Cl,(CH₃)₃CCl,CH₃CH₂CH₂Cl,CH₂=CHCl,B,"Tertiary halides are more stable as carbocations, making them more likely to undergo SN1 reaction due to the stability of the intermediate.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The major product of the reaction of 2-butene with HBr is,1-bromobutane,2-bromobutane,"2,3-dibromobutane","1,2-dibromobutane",B,"The addition follows Markovnikov's rule, where the hydrogen adds to the carbon with more hydrogens, resulting in the more stable secondary carbocation.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that can exhibit cis-trans isomerism is,1-butene,2-butene,"1,3-butadiene",isobutene,B,"2-butene has a double bond with different groups attached to each carbon, allowing for cis-trans isomerism due to restricted rotation.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of benzene with Cl₂ in the presence of AlCl₃ is an example of,electrophilic addition,electrophilic substitution,nucleophilic substitution,free radical substitution,B,"The reaction involves the substitution of a hydrogen atom on the benzene ring with a chlorine atom, characteristic of electrophilic aromatic substitution.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The functional group in ethanol (C₂H₅OH) is,-OH,-COOH,-CHO,-NH₂,A,"Ethanol is an alcohol, and the functional group characteristic of alcohols is the hydroxyl (-OH) group.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The IUPAC name of the compound (CH₃)₂CHCH₂CH₃ is,2-methylbutane,2-methylpentane,3-methylbutane,isopentane,A,"The compound is named based on the longest continuous chain, with the methyl group on the second carbon, hence 2-methylbutane.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound with the molecular formula C₄H₈O that gives a positive Tollens' test is,butanal,2-butanone,tetrahydrofuran,butanol,A,"Tollens' test is positive for aldehydes, which are oxidized to carboxylates, indicating butanal is the correct answer.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The type of isomerism exhibited by maleic and fumaric acids is,structural,stereo,geometrical,optical,C,"Maleic and fumaric acids are geometric isomers due to the restricted rotation around the double bond, differing in the arrangement of their carboxyl groups.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of an alkene with KMnO₄ in cold conditions results in,cleavage of the double bond,addition of hydroxyl groups,oxidation to carboxylic acids,no reaction,B,"Cold KMnO₄ is used for the syn-dihydroxylation of alkenes, adding two hydroxyl groups across the double bond.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reagent used to distinguish between aldehydes and ketones is,Tollens' reagent,Fehling's solution,both A and B,Grignard reagent,C,"Both Tollens' reagent and Fehling's solution are used to distinguish aldehydes from ketones, as they oxidize aldehydes but not ketones.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The product of the reaction of ethylamine with acetyl chloride is,N-ethylacetamide,acetamide,ethyl acetate,diethylamine,A,"The reaction involves the acetylation of ethylamine, resulting in N-ethylacetamide, where the amine nitrogen is acetylated.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound that is a secondary alcohol is,ethanol,2-propanol,2-methyl-2-propanol,methanol,B,2-propanol is a secondary alcohol because the hydroxyl (-OH) group is attached to a secondary carbon atom.,ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The product of the dehydration of 2-butanol is,1-butene,2-butene,isobutene,both A and B,D,Dehydration of 2-butanol can produce both 1-butene and 2-butene due to the possibility of forming different carbocations and subsequent rearrangements.,ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction that involves the breaking of a sigma bond is,addition reaction,substitution reaction,elimination reaction,rearrangement reaction,C,"Elimination reactions involve the removal of a leaving group and a beta hydrogen, breaking a sigma bond to form a new bond, typically a double or triple bond.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The compound CH₃CH₂CHO is an example of,an aldehyde,a ketone,an alcohol,an ether,A,The compound CH₃CH₂CHO (propanal) is an aldehyde due to the presence of the -CHO functional group at the end of the carbon chain.,ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The IUPAC name for the compound CH₃CH₂CH₂COOH is,butanoic acid,propanoic acid,ethanoic acid,pentanoic acid,A,"The compound is named based on the longest continuous chain containing the carboxylic acid group, resulting in butanoic acid.",ECAT,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The reaction of 2-butene with HBr gives,2-bromobutane only,1-bromobutane only,1- and 2-bromobutane,None of these,A,"The reaction follows Markovnikov's rule, resulting in 2-bromobutane as the major product.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The number of π bonds in benzene is,3,6,9,12,A,"Benzene has 3 π bonds as part of its delocalized system, in addition to 6 σ bonds between carbon atoms.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
The product of the reaction of 1-propyne with HCl is,1-chloropropene,2-chloropropene,"1,1-dichloropropane","2,2-dichloropropane",C,"The reaction follows Markovnikov's rule, resulting in 1,1-dichloropropane after two additions of HCl.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Organic Chemistry Fundamentals
