Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
20,The 2019-20 Australian bushfire season is called:,Black Summer,Dark Summer,White Summer,None of these,A
21,The world's oldest international human rights organization is ___________.,Amnesty International,Freedom house,Anti Slavery,ILO,C
22,Who is the current foreign Minister of Cuba?,Andres Alland,Bruno Rodriguez Parrilla,Randi dorji,None of these,B
23,Which Pakistani Sipahi came back from India after remaining in Indian prison for 40 years and died in 2018?,Maqpoon Hussain,Maqbool Hussain,Shah Sarwar,Jalal Hussain,B
24,Which of the following countries is situated below sea level?,New Zeland,Japan,Turkey,Netherlands,D
25,"Recently, Turkey changed which church into a mosque?",St. Anthony,St. Luke,Hagia Sophia,None of these,C
26,Which country launched the world's first fully electric cargo ship and the first one to use,lithium battery? China,USA,UK,Germany,B
27,Which country's legislature approved landmark legislation to seek asylum for refugees with medical treatment?,US,Spain,Canada,Australia,D
28,FATF monitors ___________.,Combat money laundering,Terrorism Financing,Both (a) and (b),Nuclear non-proliferation,C
29,Who is the incumbent Secretary-General of SAARC?,H.E. Bharat Raj,Wajiha Akram,Esala Ruwan Weerakoon,None of these,C
30,"In the absence of a President, who becomes the acting President of Pakistan?",Speaker National Assembly,Chairman Senate,Chief Justice of Pakistan,Prime Minister of Pakistan,B
31,"What is the name of the Ballistic Missile successfully tested by Pakistan on July 6, 2017?",NASR,Ghazi,Shaheed,Millat,A
32,Name the Minister of Education of Punjab:,Rana Sikandar Hayat,Khawaja Salman Rafique,Raja Ashfaq Sarwar,None of these,A
33,Freetown is the capital of ___________.,Sierra Leone,Niger,Fiji,Cuba,A
34,Which nation changed all criminal laws from colonial times in July 2024?,Pakistan,India,South Africa,Australia,B
35,North Korea tested a new intercontinental ballistic missile on __________?,Hawasong 15,Hawasong 12,Hawasong 17,Hawasong 16,C
36,Which secretary of state of the USA was dismissed by US President Donald Trump?,Rex Tillerson,Mike Pompeo,Michelle Bacheletd,Dean Barrow,A
37,Who is the Current Prime Minister of Australia?,Scott Morrison,Anthony Albanese,Tony Abbot,Kevin Rudd,B
38,"Who is the author of ""The Spirit of Islam""?",Sir Syed Ahmad Khan,Syed Ameer Ali,Allama Iqbal,Maulana M. Ali Jauhar,B
39,Which country recently signed a 'historic' maritime border deal with Israel in October 2022?,Lebanon,Syria,Turkey,None of these,A
40,Who is the current Managing Director of the International Monetary Fund '(IMF)?,Christine Lagarde,Kristalina Georgieva,Patricia Scotland,None of these,B
41,How many seats did PTI secure in the 2021 Azad Kashmir Legislative Assembly Election?,21,23,25,None of these,C
42,Fourth Estate is applied to ___________.,Executive,Secret Agency,Press,None of these,C
43,Identify the largest sea in the world.,Black Sea,Red Sea,South China Sea,None of these,C
44,Which nation has launched a solid-fuelled rocket named 'Zuljanah' into space?,Turkey,China,North Korea,Iran,D
45,Which of the following gases is used for refrigeration?,Chlorine,Ammonia,Phosphine,Carbon dioxide,B
46,"In the Commonwealth Games 2022, Pakistan managed to secure _______ position out of 72 different nations and territories?",8th,12th,16th,18th,D
47,The 2022 ICC Men's T20 World Cup is being hosted by___________?,The United Arab Emirates,Australia,England,India,B
48,The current DG ISPR is:,Asif Ghafoor,Asim Saleem,Babar Iftikhar,None of these,C
49,Fielding Coach of Pakistan Cricket (in 2019):,Micky Arthur,Steve Rixon,Mark Coles,None of these,D
50,Who is the current Secretary of State of the United States (as of January 2025)?,Antony Blinken,Mike Pompeo,Marco Rubio,John Kerry,A
51,The incumbent Foreign Minister of Afghanistan is?,Muhammad Hanif Atmar,Mustafa Mastoor,Muhammad Sarwar Danish,None of these,D
52,The federal government established the Thar coal authority in which year?,2008,2007,2009,2010,A
53,Blaise Pascal is associated with ___________.,Calculation machine,Computer,Cinema,None of these,A
54,China's population is ___________. (Updated-2022),2.36 billion,3.36 billion,1.45 billion,4.36 billion,C
55,Who was the first viceroy of India?,Lord Ripon,Lord Canning,Lord Curzon,Lord Mountbatten,B
56,The Nobel Peace Prize for the year 2005 was awarded to M. ElBaradei together with ___________.,International Labour Organization (ILO),International Atomic Energy Agency (IAEA),World Health Organization (WHO),None of these,B
57,Who among the following is the current governor of Balochistan?,Muhammad Khan Achakzai,Amanullah Khan Yasinzai,Zulfiqar Magsi,None of these,B
58,Who was the first Muslim Chief of Air Staff of Pakistan?,Air Marshal Asghar Khan,Air Marshal Noor Khan,Air Marshal Feroz Khan,Rashid Minhas,A
59,What is the theme of the 'World Food Safety Day 2022'?,Prevent Food-borne risks,"Safer Food, Better Health",Manage Food-borne Infections,Safe Food to Children,B
60,Sound cannot travel through ___________.,Vacuum,Liquids,Solids,Gases,A
61,Army Chief General Qamar Javed Bajwa visited which country in 2020?,Kuwait,Syria,Egypt,None of these,A
62,Who is the current Secretary General of the South Asian Association for Regional Cooperation (SAARC)?,Amjad Sial,Arjun Thapa,Esala Ruwan Weerakoon,None of these,C
63,"What is the name of the 'world's biggest air purifier' with a height of over 100 meters, to combat smog and air pollution constructed by China?",Xian smog tower,Pono smog tower,Xyanel smog tower,Tutos smog tower,A
64,Iran and China signed the 'Strategic Deal' in Tehran on which date?,"on Mar 27, 21","on Feb 27, 21","on Jan 27, 21",None of these,A
65,The present UN Secretary General is ___________. (Updated-2023),Kofi Annan,Ban Ki Moon,Batrus Ghali,Antonio Guterres,D
66,______ Orbit rocket launched 7 US Defense Satellites into the orbit in July 2022?,Space X,New Horizon,Blue Origin,Virgin,D
67,FBR headquarters are located in which city?,Lahore,Karachi,Multan,Islamabad,D
68,"Recently, ""Absolutely Not"" was discussed in the media. What does it mean:",not to participate in War,for not using air bases of Pakistan,not to use nuclear weapons,Both A & B,B
69,Bob Dylan got the Nobel Prize in the field of:,Medicine,Physics,Literature,None of these,C
70,"Pythagoras, the geometrician, belonged to ___________.",Mesopotamia,Greece,Syria,Italy,B
71,What was the theme of International Forest Day 2022?,Forest and Sustainable Cities,Forests and Sustainable Production and Consumption,Forest and Ecosystem,Forest and Water,B
72,"The CEO of Pakistan Steel Mills (e.g., during a specific recent period like 2020-2021) was:",Aamir Mumtaz,Brig. Shuja Hassan (Retd.),Dr. Hameed Ateeq,None of these,B
73,The Silk Road is between which countries?,Pakistan and China,Pakistan and Iran,Pakistan and Afghanistan,Pakistan and India,A
74,How many countries are in the UNO?,191,192,193,194,C
75,Which Country hosted the 14th BRICS Summit this year?,India,China,Brazil,Russia,B
76,NASA plans to decommission and retire the ISS in year _______?,2025,2030,2031,2035,C
77,"NOMURA, a top financial services company, belongs to which country?",Japan,China,USA,Russia,A
78,Giorgia Meloni was elected as the first female Prime Minister of __________?,South Africa,Italy,Tunisia,Argentina,B
79,Prime Minister Imran Khan inaugurated the Kartarpur Corridor on:,in Sep-19,in Oct-19,in Nov-19,in Dec-19,C
80,Prime Minister Imran Khan inaugurated the Kartarpur Corridor on:,in Sep-19,in Oct-19,in Nov-19,in Dec-19,C
81,When was the Pak-China Economic Corridor Secretariat inaugurated in Islamabad?,"on Apr 20, 13","on Apr 24, 14","on Aug 27, 13","on Aug 29, 16",C
82,Denzel Washington is renowned as ___________.,USA Army General,British Naval Commander,Hollywood Actor,US Foreign Minister,C
83,Under which article was Prime Minister Nawaz Sharif disqualified?,78 and 98,23 and 68,15 and 8,62 and 63,D
84,Sheikh Khalifa bin Zayed Al Nahyan served as the president of the UAE and Ruler of Abu Dhabi since ___________?,1999,2004,2010,2015,B
85,Which country allowed its women to attend sports events in stadiums starting from 2018?,Sudan,Somalia,Saudi Arabia,Austria,C
86,"COP 27 is going to be held from November 6 to 18, 2022, in __________?","Paris, France","Valetta, Malta","Delhi, India","Sharm El Sheikh, Egypt",D
87,Which country threatened to quit the NPT deal?,Russia,Iran,Israel,None of these,B
88,Ex-Japanese Prime Minister Shinzo Abe was assassinated on _________?,on 7 July 2022,on 8 July 2022,on 9 July 2022,on 10 July 2022,B
89,Who has been sworn in as the first Black woman to serve on the US Supreme Court?,Amy Coney Barrett,Leondra Kruger,Kamala Harris,Ketanji Brown Jackson,D
90,Who is the current Chief Justice of Sindh High Court?,Faisal Arab,Munib Akhtar,Mazhar Alam,None of these,D
91,The Indian Navigation System is officially known as _____ and was launched by ________?,"IRSS, ISRO","NAVIC, ISRO","GPS, USA","ISS, NASA",B
92,The newly elected President of Brazil is:,Michel Temer,Jair Bolsonaro,Lula da Silva,Dilma Rousseff,C
93,Which cricket team was the runner-up team in the T20 World Cup 2022?,England,Pakistan,India,New Zealand,B
94,Who is the current CEO of Cisco Company?,Robbins,Sandy Lerner,Leonard Bosack,Chuck Robbins,D
95,The Independence Day of the USA is celebrated on __________?,on 4th July,on 5th July,on 6th July,on 7th July,A
96,"Edible Oil Trade associations from five palm oil-importing countries in South Asia - India, Pakistan, Sri Lanka, Bangladesh, and Nepal - announced the setting up of ____________?",South Asian Palm Oil Alliance (SAPOA),Asian Palm Oil Alliance (APOA),South Asian Oil Alliance (SAOA),Asian Oil Alliance (AOA),B
97,"Which is called ""Key to the Mediterranean""?",Gibraltar,Egypt,Indonesia,Iraq,A
98,"After which famous poet of Pakistan was a train service named, launched on June 9, 2014?",Allama Iqbal,Habib Jalib,Faiz Ahmad Faiz,Ahmad Faraz,C
99,Angela Merkel is the ___________.,President of France,First Lady of Britain,Chancellor of Germany,President of Georgia,C
100,Who is the current President of Brazil?,Michel Temer,Dilma Rousseff,Jair Bolsonaro,Lula da Silva,D
101,Wafa news agency belongs to ___________.,Palestine,Jordan,Syria,Iraq,A
102,Who was the first Chief Minister of Baluchistan from May 1972 to February 1973?,Sher Bakhsh,Sardar Attaullah Mengal,Nawab Akbar Bugti,Abdul Qudoos Bazinjo,B
103,Tegel is the international airport of ___________.,Greece,Turkey,Germany,USA,C
104,Which country has recently launched a 'National carbon emissions market' to reach its climate goals?,Canada,USA,France,None of These,A
105,The current Chief Justice of Pakistan is:,Justice Jawad S. Khawaja,Justice Khalil-ur-Rehman Ramdey,Justice Tassaduq Hussain Jillani,Justice Asif Saeed Khosa,D
106,"'Optimus' is the prototype humanoid robot, launched by which company?",Apple,Tesla,Amazon,Google,B
107,Who became the first Pakistani Wicket Keeper and the 9th in the world to score a World Cup century?,Kamran Akmal,Sarfraz Ahmed,Umar Akmal,Adnan Akmal,B
108,"PM Imran Khan launched the ____ mobile app on Jan 6, 2020, to control drug abuse.",Safe Citizen app,Dangers of drug app,Zindagi app,None of these,C
109,In which state of the U.S.A is Harvard university located?,California,Massachusetts,New York,Florida,B
110,Name the biggest fresh water lake in the world.,Chilika Lake,Caspian Lake,Dal Lake,Lake Superior,D
111,The proposed motorway from Gwadar to Kashgar is about ________ km.,1000,2000,3000,4000,C
112,When did the Catalonia Independence referendum take place?,"on 1st October, 2017","on 3rd January, 2017","on 12th December, 2017",on 4th March 2017,A
113,"On June 5, 2022, which country fired eight short-range ballistic missiles toward the sea off its east coast?",Japan,South Korea,North Korea,Israel,C
114,The President of the newly elected UN 75th General assembly was?,Joaha Nile,Eric Magolous,Volkan Bozkir,Nile Green,C
115,Who is the Current Defence Minister of India?,Pranab Mukherjee,Nirmala Sitharaman,Rajnath Singh,None of These,C
116,The headquarters of the UN Security Council are located at ___________.,Washington,Paris,New York,Geneva,C
117,Who is the incumbent chairman of the Council of Islamic Ideology (CII)?,Maulana Muhammad Sherani,Dr. Qibla Ayaz,Maulana Abdul Khabir Azad,None of these,B
118,How many medals were won by Pakistan in the 18th Commonwealth Games?,3,5,7,9,B
119,"In May 2016, a British citizen of Pakistani origin won the elections for Mayor of London. What is his name?",Sadiq Khan,Nazir Ahmad,Muhammad Pervez,Sadiq Qureshi,A
120,Which tropical storm hit the American state of Florida in September 2022?,Alex,Bonnie,Ian,Julia,C
121,The 'International Day of Family Remittances (IDFR)' is observed in which month?,April,May,June,July,C
122,Who won the FIFA World Cup 2022?,Argentina,France,Morocco,Croatia,A
123,Which country built a cruise submarine threatening the US (according to some reports/concerns around 2020-2021)?,North Korea,Israel,Iran,Russia,D
124,The length of the common border between India and Pakistan is ___________.,900 miles,2912 miles,1100 miles,1500 miles,B
125,Which of the following 16-year-old girls became Finland's prime minister for a day?,Aava Murto,Vindhya Shinawatra,Katrin Jakobsdottir,None of these,A
126,The World's largest copper producer is ___________.,China,Chile,Brazil,Russia,A
127,Who is the Current Foreign Minister of Pakistan?,Bilawal Bhutto Zardari,Khawaja Asif,Shah Mehmood Qureshi,None of these,A
128,The European Union (EU) consists of ___________.,10 members,27 members,30 members,25 members,B
129,Which two countries have applied to join the BRICS Grouping?,Tajikistan and Columbia,Iran and Argentina,Iraq and Saudi Arabia,Kenya and Chile,B
130,Which country launched a new rail link with Islamabad?,India,China,Iran,Saudi Arabia,B
131,Which Army Chief of Pakistan initiated Operation Zarb-e-Azb in 2014?,Asif Nawaz Janjua,Raheel Sharif,Ishfaq Pervaiz Kiani,Pervaz Musharaf,B
132,"DEFENDER-Europe is an annual large-scale ______ Army-led, multinational, joint exercise?",U.S,French,German,Polish,A
133,Which became the first Arab state to offer permanent residency to some non-citizens?,Qatar,Kuwait,Syria,Saudi Arabia,A
134,"After the United States, the largest contributor to the UN budget is ___________.",Germany,France,UK,China,D
135,Who is the Current President of Sri Lanka?,Anura Kumara Dissanayake,Gotabhaya rajapaksa,Maithripala sirisena,None of These,A
136,"Till 2017, How many countries were declared nuclear states?",6,7,8,9,D
137,Who is the current Prime Minister of Saudi Arabia?,Farhan bin Faisal,King Abdul Aziz,Muhammad bin Salman,None of these,C
138,Reuters is the news agency of ___________.,USA,Germany,UK,Australia,C
139,The headquarters of the W.T.O is at ___________.,Rome,Geneva,London,New York,B
140,"The International Cricket Council (ICC) Independent Tribunal, which banned three Pakistani cricketers for spot-fixing in 2011, held hearings at:",Dubai,Doha,Sharjah,Kuwait,B
141,Who is the Current Chief Justice of Pakistan (as of 2023)?,J. Umar Ata Bandial,J. Qazi Faez Isa,J. Asif Saeed Khan Khosa,None of these,B
142,Who is the current Deputy Speaker of National Assembly of Pakistan?,Qasim Suri,Faisal Karim Kundi,Sardar Mohammad Yaqoob,None of these,A
143,Which city is the host of the 7th Eastern Economic Forum?,Vladivostok,Moscow,Paris,None of these,A
144,Lana Del Rey is an American ___________.,Politician,Lawyer,Singer,Professor,C
145,The world's largest exporter of liquefied natural gas (LNG) is:,Qatar,China,USA,Russia,C
146,The current Prime Minister of Italy:,Giuseppe Conte,Paolo Gentiloni,Enrico Letta,Giorgia Meloni,D
147,What is the Current World Population (2022) according to the United Nations Worldometer?,7.7 billion,7.8 billion,8 billion,None of These,C
148,HBL became the first bank to cross an Rs. ________ balance sheet.,5 Trillion,6 Trillion,5 Billion,6 Billion,A
149,The headquarter of the International Confederation of Free Trade Unions - Asian and Pacific Regional Organization (ICFTU - APRO) is located in ___________.,Kenya,Singapore,Canada,Libya,B
150,The headquarter of the International Express Carriers Conference (IECC) is located in ___________.,Switzerland,Kenya,France,Libya,A
151,Mohammed bin Zayed Al Nahyan is the ______ President of UAE?,10th,6th,3rd,8th,C
152,"Until June 2022, the verification of around ________ Afghan refugees living in Pakistan was completed?",1.3 million,1.7 million,2.1 million,2.9 million,A
153,"In which country did the Pakistan women's football team record their first-ever win of the AFC Women's Asian Cup qualifiers on July 2, 2025?",Malaysia,Thailand,Indonesia,United Arab Emirates,C
154,Which country recently joined the Eurozone?,Lithuania,Croatia,Senegal,None of these,A
155,When did the Pakistan Navy successfully test-fire an anti-ship missile from its Sea King helicopter in the northern Arabian Sea?,"on 3rd May, 2017","on 23rd September, 2017","on 4th March, 2017","on 10th April, 2017",B
156,The largest ever volcanic eruption was recorded in __________?,Fiji,Tonga,Niue,Samoa,B
157,The venue of the T20 World Cup 2022 edition was __________?,Melbourne,Sydney Cricket Ground,Oval,Istanmbul,A
158,Who is the winner of the women's Italian open final 2022?,Lga swiatek,Maria sherapova,Sania Mirza,Serena Williams,A
159,The city which is the seat of the UNO International Court of Justice is ___________.,Hamburg,Greenwich,Geneva,Hague,D
160,What is the theme of the 'International Day of Clean Air for blue skies' celebrated?,Leaving No one behind,Clean Air for Clean Earth,The Air We Share,Clean Air for All,C
161,Dr. Tedros Adhanom Ghebreyesus is the Director General of which organization?,WHO,WWO,UNFPA,UNICEF,A
162,When did Kamala Harris and Joe Biden assume office?,"on Jan 1, 21","on Feb 1, 21","on Jan 20, 21",None of these,C
163,Faux Pas means ___________.,A lame person,Luck,False and incorrect step,Wisdom,C
164,"Which country has recently launched its first sea-to-navy, missile-equipped submarine, dubbed Fateh?",Iran,Pakistan,Türkiye,None of these,A
165,Who is the current Chairman of NEPRA?,Afzal Kamal,Nasir Aziz,Tauseef H. Farooqi,None of these,D
166,"The longest-serving Prime Minister of Japan, Shinzo Abe, died at the age of ________?",67,68,77,78,A
167,Who is the CEO of Amazon?,Sundar Pichai,Arvind Krishna,Andy Jassy,Satya Nedella,C
168,"Who won the 100m gold, beating Usain Bolt at the World Athletic Championship 2017 in London?",Justin Gatlin,Peter Chukkings,Symond Andrew,Welsh Arthur,A
169,Current chief of Pak Air Force?,Mujahid Anwar,Zaheer Ahmad Babar,Sohail Aman,None of these,B
170,"A narrow passage of water which connects two large bodies of water, oceans, or seas is known as ___________.",Strait,Bay,Bight,Gulf,A
171,Who became the youngest female Aerospace Engineer of Pakistan:,Shaista Malik,Aasiya Iqbal,Arooba Faridi,None of these,C
172,The constitution of the European Union has not been ratified by ___________.,Italy,Netherland,France,USA,C
173,Who is the current Secretary General of the Organization of Islamic Cooperation (OIC)?,Iyad Amin Madani,Dr. Yousef A. Al-Othaimeen,Hissein Brahim Taha,None of these,C
174,Which of the following internet search engines will introduce the world's biggest digital library?,Yahoo,Google,Giga Blast,All of these,B
175,The Kaavan elephant was sent from Pakistan to which country on the direction of the court?,Cambodia,Ireland,Taiwan,Italy,A
176,Aeroflot is the airline of ___________.,Canada,Russia,India,USA,B
177,Turkey has been an official candidate for accession to which of the following international blocs since 1999?,Shanghai Cooperation Organisation (SCO),European Union (EU),Association of Southeast Asian Nations (ASEAN),Eurasian Economic Union (EAEU),B
178,Sadiq Khan was elected Mayor of London for the:,First time,Second time,Third time,None of these,C
179,Which is the 20th European country to adopt the euro currency from 2023?,Monaco,Malta,Croatia,Luxembourg,C
180,Rafiq Bahauddin al Hariri had been the Prime Minister of ___________.,Libya,Lebanon,Syria,Iran,B
181,Who is the current Speaker of the Provincial Assembly of Balochistan?,Mir Abdul Quddus Bizenjo,Rahila Durrani,Jan Mohammad Jamali,Matiullah Agha,A
182,"Who was elected as the UK's new prime minister on September 5, 2022?",Borris johnson,Rishi Sunak,Liz Truss,None of These,C
183,What is the theme of Earth Day in 2022?,Harmony with Nature and Biodiversity,Invest in Our Planet,Restore our Earth,None of these,B
184,Which country recently launched its most advanced aircraft carrier named 'Fujian'?,USA,China,North Korea,Pakistan,B
185,The final match of the FIFA World Cup 2022 was played on ___________.,on 18 November,on 20 November,on 18 December,on 20 December,C
186,The part of the ocean adjacent to the continental margins is called ___________.,Sea,Gulf,Bay,Bight,A
187,A Green Marshal Plan was pledged in __________?,1920,1945,2021,None of the above,C
188,"Dr. Arif Alvi issued an ordinance, ""Protection of Parents Ordinance"", in:",on 07-May-2021,on 08-May-2021,on 09-May-2021,None of these,B
189,Who is the current Vice President of the United States?,Mike Pence,Joe Biden,Kamala Harris,JD Vance,C
190,Zalmay Khalilzad was the US Ambassador to (in 2005) ___________.,Iraq,Syria,Lebanon,Afghanistan,A
191,The Petronas Towers are located in ___________.,Singapore,Chicago,Kaula Lumpur,Shanghai,C
192,The headquarter of the International Federation of Agricultural Producers (IFAP) is located in ___________.,France,Kenya,Canada,Libya,A
193,The current Chief Minister of Gilgit-Baltistan is?,Khalid Khursheed,Hafeez Ur Rahman,Syed Mehdi Shah,None of these,A
194,The program 'United Nations millennium development goals' focuses on ___________.,Eradicate extreme poverty,Achieve universal primary education,Promote gender equality,All of these,D
195,The Mariana Trench is the ______ part of the Ocean.,shallow,deepest,southern,eastern,B
196,"The famous oil painting ""Mona Lisa"" is the creation of ___________.",Leonardo da Vinci,Pablo Picasso,Florence Nightingale,None of these,A
197,Income that is saved and not invested is known as ___________.,Capital,Deposit,Hoarding,None of these,C
198,Who is the Current incumbent High Commissioner for the Human Rights Commission?,Haitham Al Ghais,William Ruto,Volkar Turk,Tenzin Lekphel,C
199,What is the Theme of the 17th G20 Summit that will take place at Indonesia in November 2022?,People Plant Prosperity,Building and Sustaining Prosperity,"Recover Together, Recover Stronger",Realizing Opportunities of 21st Century for all,C
200,What is the meaning of Zarb-e-Azb?,Long and swift,Fast and Sharp,Sharp and cutting,None of these,C
201,The Nobel Peace Prize for the year 2006 was awarded to ___________.,Dr. Mahatir Mohammad,Dr. Mohammad Younis,Dr. Abdul Kalam,None of these,B
202,The McMahon Line is the border between ___________.,India and China,India and Nepal,India and Bangladesh,Pakistan and China,A
203,Which of the following Pakistani-American Scout Girls received an award from US President Donald Trump for her efforts to fight against Coronavirus?,Emma C,Laila Khan,Bakhtawar Khan,None of these,B
204,Who is currently the minister of Human Rights?,Shireen Mazari,Maleeha Lodhi,Zartaj Gul,None of these,A
205,"Ahmad Mujtaba, an upcoming sports star from Quetta, recently won a prestigious championship in Featherweight class. In which game did he win?",Boxing,Wrestling,Taekwondo,Mixed Martial Arts (MMA),D
206,The first constructed barrage of Pakistan is ___________.,Jinnah Barrage,Sukkur Barrage,Taunsa Barrage,Kotri Barrage,B
207,Who is the first-ever female Pilot from Kashmir?,Maliha Sami,Maryam Mujtaba,Maryam Masood,Jamila Khanum,B
208,"Currently in the news, scientists have found a Galaxy that existed 13.5 billion years ago known as ___________.",GLASS-z13,Andromeda,NGC 224,Non of these,A
209,Who is the current DG of FIA (2018)?,Bashir Memon,M. Amlish,Akhtar Khan Hoti,None of these,A
210,Who is the current Governor of Sindh?,Agha Siraj Durrani,Mohammad Zubair,Kamran Tessori,Imran Ismail,C
211,Daniil Medvedev is a professional tennis player from which country?,USA,China,Russia,Mongolia,C
212,The famous Suez Canal was constructed in which year?,1869,1870,1871,1872,A
213,"Along with Pakistan, which country was removed from the FATF grey list in October 2022?",Myanmar,Croatia,Nicaragua,UAE,C
214,The official residential palace of the President of Ukraine is __________?,Ukraine Palace,Mariinsky Palace,Marina Palace,Mariink Palace,B
215,The Strait of Gibraltar connects ___________.,Red Sea and Arabian Sea,Mediterranean Sea and North Atlantic Ocean,Mediterranean Sea and Black Sea,Caribbean Sea and North Pacific Ocean,B
216,Who is the current Head of State in Afghanistan?,Amir Mutaiqi,Hassan Hamayoun Akhund,Haibat Ullah Akhunzada,Ashraf Ghani,C
217,'The International Day to End Impunity for Crimes against Journalists' day is observed annually on ____________?,on 30 September 2023,on 2 November 2023,on 5 November 2023,None of these,B
218,"Which country launched its 1st homegrown rocket named ""Nuri""?",China,Japan,North Korea,South Korea,D
219,Which UN Secretary General visits Kartarpur Corridor:,Antonio Guterres,Ban Ki-moon,Kofi Annan,None of these,A
220,"Politician Mir Hasil Bizenjo, who passed away in August 2020, was from which province?",Balochistan,Sindh,KPK,None of these,A
221,A Chinese foreign minister attended the OIC foreign ministers' meeting in 2022 as a Special Guest. His name is:,Wang Zhongyu,Wang Yi,Luo Gan,Li Tieying,B
222,Which award did Boris Johnson give to Volodymyr Zelensky in July 2022?,Diana Award,Churchill Leadership Award,Order of Merit,Queen's Gallantry Medal,B
223,Who is the current foreign Minister of Congo?,Christophe Lutundula,lemogans kwape,Andres Allamand,wang Yi,A
224,What was the amount of the IMF loan provided to Pakistan in June 2023?,$2 billion,$3 billion,$4 billion,$5 billion,B
225,Who currently heads Thailand as Prime Minister?,Thaksin Shinawatra,Prawit Wongsuwan,Srettha Thavisin,None of the above,C
226,The deepest point in the Pacific Ocean is ___________.,Mariana Trench,Tonga Trench,Puerto Rico Trench,Jaye Trench,A
227,Places experiencing equal impact from an earthquake are called ___________.,Snowlines,Seismic belts,Seismic lines,Equinox,B
228,The first SAARC summit was held at ___________.,New Delhi,Dhaka,Islamabad,Nepal,B
229,Who won the 2022 United Nations refugee agency's prestigious award?,Greta Thunberg,Malala Yousafzia,Angela Merkel,None of These,C
230,Which three countries held anti-submarine drills in October 2022?,"Australia, Japan, South Korea","US, Japan and South Korea","Australia, US and North Korea",None of These,B
231,When was Twitter founded?,Mar-05,"July 15, 2006",Aug-07,Jan-08,B
232,The UK Prime Minister Rishi Sunak belongs to the __________ Party?,Scottish National Party,Labour Party,Conservative Party,Liberal Party,C
233,Who is the head of the Pakistan Atomic Energy Commission?,Muhammad Naeem,Dr. Raja Ali Raza Anwar,Dr. Salim Ahmad,Dr. Ata Ur Rehman,B
234,How did Pakistan's rank change in the Transparency International Corruption Perception Index 2020 regarding corruption?,From 120 to 126,From 120 to 124,From 120 to 122,None of these,B
235,The circumference of the Earth is around ___________.,20089 km,30084 km,40075 km,50073 km,C
236,The world's most populous city is ___________.,Mexico City,Beijing,New York,Tokyo,D
237,What is the name of the World's first solar-powered plane?,Solar Impulse 2,Sun Flight,Falcon Solar Plane,Sun Traveller,A
238,"Turkey's national name at the United Nations has been changed from ""Turkey"" to __________?",Turkki,Turkiye,Torkee,None of These,B
239,The current Chief Justice of the Supreme Court of Pakistan is:,Justice Riaz Ahmad Khan,Justice Yahya Afridi,Justice Asif Saeed Khosa,Justice Qazi Faez Isa,B
240,Which country has recently signed a free trade agreement (FTA) with the United Arab Emirates?,Australia,Israel,Italy,None of These,B
241,"As per the recent study, which region is the world's fastest-growing crypto adopter?",South America,Middle East and North Africa,South and East Asia,None of These,B
242,Who is currently the Chief Election Commissioner?,Sultan Sikandar Raja,Usman Masood,Habib Bukhari,None of these,A
243,Gynophobia is the fear of ___________.,Women,Water,Hotels,Heights,A
