Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
55,The average run of a cricket player in 10 innings was 33. How many runs must he make in his next innings so as to increase his average of runs by 3?,66,68,76,None of these,A
56,(0.49)⁴ × (0.343)⁴ ÷ (0.2401)⁴ = (70 ÷ 100)<?+3>,1,2,3,4,D
57,A person bought an item for Rs. 2500 and sold it at a 15 percent discount. What was the selling price after the discount?,Rs. 2025,Rs. 2125,Rs. 2250,None of these,B
58,Find the height of a parallelogram whose area is 54 cm² and the base is 15 cm.,3.6 cm,4.6 cm,5.6 cm,6.6 cm,A
59,(4 x 3 + 5 x 6) / (18 x 2 - 22) = ?,12-Jul,07-Apr,3,Jul-60,C
60,(-3)³ = ?,-27,27,9,-9,A
61,X and Y can do a piece of work in 20 days and 12 days respectively. X started the work alone and then after 4 days Y joined him till the completion of the work. How long did the work last?,6 days,10 days,15 days,20 days,B
63,Which of the following is wrong?,227 = 3.2,33/11=3,22/7=3.14,22/11=2,A
64,"H = 100 - 4T. The equation above can be used to model the number of hours H until a gallon of milk held at a temperature of T, in degrees Celsius, goes sour. Based on the model, which of the following is the best interpretation of the number 4 in the equation?",An increase of 1 degree Celsius will make a gallon of milk go sour 4 hours faster.,An increase of 1 degree Celsius will make 4 gallons of milk go sour 1 hour faster.,An increase of 4 degrees Celsius will make a gallon of milk go sour 1 hour faster.,An increase of 4 degrees Celsius will make a gallon of milk go sour 4 hours faster.,A
65,"Find the volume of a cuboid having 3 cm length, 3 cm width, and 3 cm height.",18,25,27,35,C
66,"A and B together can complete a work in 3 days. They start together but, after 2 days, B left the work. If the work is completed after 2 more days, B alone could do the work in:",04 days,06 days,08 days,None of these,B
67,"At 3:00 AM, the temperature was 13°C below zero, but by noon it had risen to 32°C. Therefore, the average hourly increase in temperature was:",5°C,7.5°C,45°C,(19/6)°C,A
68,Which of the following fractions has the smallest value?,01-Jul,01-Aug,02-Sep,05-Nov,D
69,"Object A is 5kg heavier than Object B, and the mass of Object C is twice the mass of Object A. If the total mass of the three objects is 255kg, find the mass of Object C.",120 kg,130 kg,135 kg,140 kg,B
70,"If 30 men working 9 hours per day can reap a field in 16 days, in how many days will 36 men reap the field working 8 hours per day?",15,25,18,10,A
71,Simplify: 32^(-2/5),45661,-0.25,45665,-0.125,A
72,"If '4^(4x+1) = 1/64, then the value of x is:",1,-1,2,3,B
73,30 percent of 100 is equal to 3 percent of:,3000,2000,1000,750,C
74,"What is the average of the numbers: 0, 0, 4, 10, 5, and 5?",2,4,6,None of these,B
75,"If 2ˣ/2ʸ = 2³, what is the value of x?",y-3,y+3,2y,y-1,B
76,A pile of 108 identical books weighs 30 kg. How many books weigh 40 kg?,128,144,150,122,B
77,What is the price of a 12x6 carpet if an 8x3 carpet costs Rs. 6288?,Rs. 16654,Rs. 18864,Rs. 21345,Rs. 12768,B
78,"What is the missing number in the sequence: 4, 6, 10, 18, _____, 66.",22,34,45,54,B
79,Hassan borrowed 5000 with simple interest for five years. He paid an extra 500. Then how much percent did he pay per annum?,2 percent,3 percent,3.5 percent,None of these,A
80,"If the radius of a circle is 1 cm, then the area of the circle is:",314 mm,314 cm²,314 mm²,None of these,C
81,"The sum of two numbers is 138, and their difference is 68. What is the smallest number?",68,35,70,103,B
82,"If, x - y = 6 and x + y = 16, then",x=5 and y=3,x=8 and y=5,x=10 and y=3,x=11 and y=5,C
83,"If we multiply a fraction by itself and divide the product by its reciprocal, the fraction thus obtained is 18 26/27. What is the original fraction?",1.33,3.66,2.67,None of these,C
84,"10 men have ration for 21 days in the camp. If 3 men leave the camp, for how many days will the ration be sufficient for the remaining men?",20 days,30 days,45 days,None of these,B
85,"A solution is to be prepared by combining chemicals X, Y, and Z in the ratio 18:3:2. What is the total volume of the solution that can be prepared using 36 litres of X?",44 litres,46 litres,45 litres,47 litres,B
86,What is the LCM of the 6th and 7th term in a_n = 3n+2?,360,460,520,620,B
87,A class had 14 boys with an average height of 5.3 feet. A new boy joined the class. Now the average of the 15 boys in the class was 5.25 feet. How tall was the new boy?,3.55 feet,4.55 feet,5.55 feet,None of these,B
88,"What is the percentage of failure if a student scores 80 percent in English and 85 percent in Math, if in both subjects the passing percentage is 75 percent?",6 percent,7 percent,8 percent,0 percent,D
89,The price of a share in the stock exchange dropped from Rs. 62.50 to Rs. 52.50 in a week. What was the percentage change in the price of the share?,0.1,0.12,0.14,0.16,D
90,"What number comes in the series: 5, 4, 9, 13, 22, 35, ______?",53,60,57,63,C
91,A milkman adds 10 litres of water to 10 litres of milk. His son takes 15 litres of the mixture and adds 5 litres of water to it. Find out the amount of water in litres in this milk.,11,11.5,12,12.5,D
92,Three hundredths is the same as:,0.3,300,300,0.03,D
93,"A toy is sold for Rs. 220. What was the cost, if the rate of profit was 10 percent of the cost?",Rs. 198,Rs. 200,Rs. 210,Rs. 240,B
94,What is the simplified result of the expression: X+1/7 - X-1/8?,20455,56/1,17533,48/1,A
95,10 people standing in a row shake hands with each other. How many total handshakes occur?,55,45,35,None of above,B
96,The volume of a right circular cylinder in cm³ having a radius of 2 cm and height of 7 cm is:,14 cm³,28 cm³,88 cm³,7 cm³,C
97,"A steam shovel excavates 2 cubic yards every 40 seconds. At this rate, the amount excavated in 45 minutes is:",90 Cu Yd,135 Cu Yd,270 Cu Yd,1200 Cu Yd,B
98,How many millimeters are there in one centimeter?,10,20,500,1000,A
99,"To convert a decimal number into a binary number, we use the method of repeated:",Multiplication,Division,Addition,Subtraction,B
100,"The true discount on Rs. 1,760 due after a certain time at 12 percent per annum is Rs. 160. The time after which it is due is:",5 months,10 months,15 months,20 months,B
101,A shopkeeper buys a watch for Rs. 350/- and sells it for Rs. 392/-. Find his percentage of profit.,9 percent,10 percent,11 percent,12 percent,D
102,"If 500 kg of meat feeds 20 lions at a zoo for a week, for how many days will 200 kg of meat feed 14 lions?",4,5,6,8,A
103,The length of the diagonals of a rhombus are 24 cm and 18 cm. Find the length of each side of the rhombus:,15 cm,13 cm,16 cm,17 cm,A
104,What is 9/11 + 5/7?,45660,45718,118/77,None of these,C
105,"Complete the series: 11, 15, 24, _____, 65, 101",39,40,48,50,B
106,"If an orange costs Rs. 20 and an apple costs Rs. 16, what is the ratio of the cost of an orange to the cost of an apple?",5:04,4:05,4:16,20:04,A
107,"If (7ᵃ)(7ᵇ) = (7ᶜ)/(7ᵈ), what is d in terms of a, b, and c?",c/ab,c - a - b,a + b - c,c - ab,B
108,'Solve: 1/10 x 3/5 x 6/5 = ?,9/225,9/125,2/125,7/125,B
109,The circumference of a circle whose diameter is 7 inches is approximately:,22 inches,28 inches,38 inches,154 inches,A
110,"The ratio of two numbers a and b is 3:5. If 2 is added to both the numbers, the ratio becomes 2:3. Find b?",15,10,8,5,B
111,"If a - b = 3 and a² + b² = 29, what is the value of ab?",10,12,15,18,A
112,A hockey team won 6 games and lost 8. What is the ratio of wins to the total number of games?,6:08,8:06,3:07,6:14,A
113,The value of (-25) + 3(-4) + 2(-9) is:,13,-13,171,-55,D
114,The average runs of a cricket player for 10 innings was 32. How many runs must he make in his next innings to increase his average runs by 4?,72,76,80,None of these,B
115,"Complete the series: 1, 8, 4, 27, 9, ____",8,9,64,16,C
116,"The average weight of 7 people is 70 kg. If one person weighing 80 kg is replaced by a person weighing 60 kg, what will the new average weight be?",60 kg,67 kg,72 kg,80 kg,B
117,"Complete the series: 1, 1, 8, 4, 27, 9, __________.",64,20,60,16,A
118,An observer 1.6m tall is 20√3m away from a tower. The angle of elevation from his eye to the top of the tower is 30°. The height of the tower is:,21.6 m,24.72 m,27.8 m,None of these,A
119,"There are two sections A and B of a class, consisting of 36 and 44 students respectively. If the average weight of section A is 40kg and that of section B is 35kg, find the average weight of the whole class.",30 kg,35 kg,37.25 kg,42.50 kg,C
120,(-3)³ = ?,-27,27,9,-9,A
121,"'In a triangle ABC, ∠A = 30° and ∠B = 60°. The length of side AB is 10 cm. What is the length of side BC?",5√3 cm,10√3 cm,5 cm,20 cm,C
122,I spend 20 hours to clean my garden. How long will it take if 4 people come to join me?,3 hours,6 hours,5 hours,4 hours,C
123,"Ali's shell collection share is 80 percent more than Aslam's. If Aslam has 80 more shells, then the total number of shells will be:",620,720,320,None of these,B
124,The area of the square whose side is the hypotenuse is equal to the sum of the areas of the squares on the other two sides. This describes:,Binomial,Pythagoras,Angle Bisector,None of these,B
125,"A is two years older than B, who is twice as old as C. If the sum of the ages of A, B and C is 27, how old is B?",8,10,11,12,B
126,One kilometer is equal to ______ meters.,10,100,1000,10000,A
127,"Find the average of 277, 278, 279, 280, 281, 282, and 283.",280,281,283,284,A
128,"y= a/b x+c y= d/e x+c The equations of two perpendicular lines in the xy -plane are shown above, where a, b, c, d, and e are constants. If 0<1, which of the following must be true?",d/e<1,#NAME?,0<1,d/c>1,B
129,2''⁵ means:,2 x 5,2 + 5,2 x 2 x 2 x 2 x 2,2 ÷ 5,C
130,"A sum of Rs 95,000 is to be divided among A, B, and C in such a way that A:B is 2:3 and",35000,C is 2:3. What will be the share of A? 20000,15000,None of these,D
131,1 km equals how many metres?,100 metres,1000 metres,10000 metres,None of these,B
132,How many pieces of 13.2 cm can be cut from a 330 cm long rod?,250,25,43.56,2.5,B
133,What number increased by 20 percent of itself is equal to 102?,85,90,75,185,A
134,"Find the next number in the given number series - 1 , -5 , 11 , -19 , -35 , -65 , -131 , _ , 196 , 197","-67, -131",-259,"65, 131",155,B
135,The value of log5 (125)(625)/25 is equal to:,725,64,5,None of these,C
136,A worker is paid Rs.2130 for 6 days. If his total wage during a month is Rs.9230 find the number of days he worked in the month are?,26,24,22,None of these,A
137,"A is the father of B, but B is not the son of A. Then what is B?",Daughter,Nephew,Daughter-in-law,Nephew-in-law,A
138,The sum of ages of two children is 12 and their product is 32. The age of the elder one:,6 years,8 years,10 years,12 years,B
139,"A man borrowed 60,000 at a simple interest rate of 9 percent per year. What was the total amount (principal and interest) he repaid after 3 years?",16200,76200,70200,None of these,B
140,"'The average weight of A, B and C is 45 kg. If the average weight of A and B is 40 kg and that of B and C is 43 kg, then the weight of B is:",17 kg,20 kg,26 kg,31 kg,D
141,"If all the members of a team are juniors or seniors, and if the ratio of juniors to seniors on the team is 3:5, what percent of team members are seniors?",37.5 percent,40 percent,60 percent,62.5 percent,D
142,"If Mary traveled 116 miles on day 1, 130 miles on day 2, and 114 miles on day 3, how many miles per day did she average?",120,115,116,114,A
143,Which of the following ratios is the largest?,21:29,7:15,15:23,17:25,A
144,A man buys an article for Rs. 27.50 and sells it for Rs. 28.60. Find his gain percent:,1 percent.,2 percent.,3 percent.,4 percent.,D
145,What is 45 percent of 225?,71,77,81,None of these,D
147,If 15:7::x:560 then x =,1200,1300,1000,1400,A
149,"If A:B = 2:3 and B:C = 4:5, then A:B:C is:",5:04:06,2:03:05,8:12:15,None of these,C
150,"If 4^(4x + 1) = 1/64, then the value of x is:",0,1,-1,None of these,C
151,"The mean of 5 numbers is 34. Three of these numbers are 29, 26, and 35. If the remaining two numbers are in the ratio 1:3, find the numbers?","10, 40","20, 60","35, 45",None of these,B
153,Sam bought a 12-pack of soda for $5.40. How much did he pay per can of soda?,$0.45,$0.54,$0.40,$2.22,A
154,Solve: 840 ÷ 14 + 40 = ?,50,60,100,120,C
155,"A school has four classes. They have 10, 20, 30 and 40 students respectively. Students' pass percentage is 20 percent, 30 percent, 60 percent and 100 percent. What is the pass percentage of the entire school?",46 percent,66 percent,86 percent,None of these,A
156,Express 0.286 as a percentage:,28.6 percent,2.8 percent,0.28 percent,None of these,A
157,A circle that touches the triangle from inside is called:,Excircle or escribed Circle,Incircle or inscribed Circle,Tangent line of a circle,Trigonometric Rules,B
158,The value of 3.5 x 1.4 / 0.7 is:,7,0.7,0.07,None of these,A
159,What percentage is 12 of 36?,35 percent.,33.33 percent.,30 percent.,40 percent.,B
160,"The average of 20 students is 12 years. If the teacher's age is included, the average increases by one. The age of the teacher is:",30 years,28 years,33 years,35 years,C
161,A car travels a distance of 510 km in 6 hours. What is the average speed of the car?,80 km/h,85 km/h,90 km/h,95 km/h,B
162,Solve: 1/4 - 1/4 = ?,0,-1,1,4,A
163,A college organised a function in which 1/3rd of boys and 1/2 of girls are present. The total number of students present is:,90,110,125,Data inadequate,B
164,"In a zoo there are rabbits and pigeons. If heads are counted, there are 200, and if legs are counted, there are 580. How many pigeons are there?",90,100,120,110,D
165,0.014 x 0.014 = ?,0.196,19.6,0.00196,0.000196,D
166,"A man takes 50 minutes to cover a certain distance at a speed of 6 km/hr. If he walks with a speed of 10 km/hr, he covers the same distance in:",1 hour,30 minutes,20 minutes,10 minutes,B
167,The cash difference between the selling prices of an article at a profit of 4' percent and 6' percent is Rs. 3. The ratio of the two selling prices is:,51:52:00,52:53:00,53:54:00,54:55:00,B
168,"Complete the series: 2, 4, 3, 9, 4, 16, 5, 25, 6, ____.",30,33,36,40,C
169,Three-fourths of a number is 60 more than one-third of the same number. The number is:,60,144,120,None of these,B
170,"If Y < 30, and X:Y = 7:5, then the value of X is:",21,31,41,51,C
171,"Think of a number, divide it by 4, and add 9 to it. If the result is 15, what is the number?",20,24,26,28,B
172,"A and B do a job together in two hours. If A completes the job alone in 5 hours, how long will it take B to complete the job?",Two hours,10/3 hours (3 hours 20 minutes),Four hours,Seven hours,B
173,"A hollow iron pipe is 21 cm long and its external diameter is 8 cm. If the thickness of the pipe is 1 cm and iron weighs 8 g/cm³, then the weight of the pipe is:",3.6 kg,3.696 kg,36 kg,None of these,B
174,"The price of an article is cut by 20 percent. To restore the reduced price to the original value, by how much must the reduced price be increased?",20 percent,25 percent,30 percent,None of these,B
175,"A mason fixed black, square-shaped tiles around a square room. There are 21 tiles on each side of a room. How many tiles did he need altogether?",66,78,80,None of these,C
176,"Find the odd one out: 8, 27, 64, 100, 125, 216, 343",27,100,125,343,B
177,"If k ≤ x ≤ 3k + 12, which of the following must be true?\nI. x - 12 ≤ 3k\nII. k ≥ -6\nIII. x - k ≥ 0",I only,I and II only,II and III only,"I, II and III",D
178,Find the value of x if 31 : x :: 12 : 20.,5,6,7,None of these,D
179,"The next number in the series is 1/5, 1/9, 1/13, 1/17",on Jan 19,on Jan 20,on Jan 21,on Jan 24,C
180,"On a certain item, the price is decreased to 0.42 from 0.62. What is the actual percentage of discount?",0.31,0.32,0.33,0.34,B
181,"If x and y are two positive real numbers and X^(1/3) = Y^(1/4), then which of the following relations is true?",X³=Y⁴,X³=Y,X=Y⁴,None of these,D
182,"The number of elements in the power set {1, 2, 3} is:",5,6,7,8,D
183,"Three-fifths of students speak Spanish, and one-fourth speak Italian. What percentage speaks French?",15 percent,35 percent,40 percent,45 percent,A
184,A sum of money at simple interest amounts to Rs. 815 in 3 years and to Rs. 854 in 4 years. The sum is:,Rs. 690,Rs. 650,Rs. 698,Rs. 700,C
185,"If a shirt that costs 20 dollars is reduced by 20 percent, how much will the new price be?",16 Dollars,17 Dollars,20 Dollars,30 dollars,A
186,A trader mixes 26 kg of rice at Rs. 20 per kg with 30 kg of rice of another variety at Rs. 36 per kg and sells the mixture at Rs. 30 per kg. His profit percent is?,5 percent,8 percent,10 percent,None of these,A
187,Which of the following fractions is the smallest?,Nov-13,09-Nov,03-Apr,05-Jul,D
188,A milkman adds 10 liters of water to 10 liters of milk. His son takes 15 liters of this milk and adds 5 liters of water to it. Find out the amount of water in liters in this milk:,10,12.5,13.8,15,A
189,"Two numbers are in the ratio 7:9. If the sum of the numbers is 112, then the larger number is:",49,72,63,42,C
190,Solve: 30 percent of 3300,330,990,700,1100,B
191,Which number can replace both the question marks in 2/? = ?/50?,5,10,25,100,B
192,"Complete the series: 2, 6, 12, 20, 30, 42, _____.",50,52,54,56,D
193,"If the volume of a sphere and a cone are equal with the same radius (r), then calculate the height (h) of the cone.",h=4r,h=2r,h=r,None of these,A
194,What is the value of compound interest after n years is?,P=A(1-r/n)^(n+1),A=P(1+r/n)^n,A=P(1-r/n)^n,None of these,B
195,"A meter of a car records 2 miles while the car covers 3 miles. If it shows 48 km, what is the actual run of the car?",62 km,72 km,82 km,100 km,B
196,"Village X has a population of 68000, which is decreasing at the rate of 1200 per year. Village Y has a population of 40,000 which is increasing at the rate of 800 per year. In how many years will the population of the two villages be equal?",12,13,14,15,B
197,The number whose 7 percent is 42 is:,300,400,500,600,D
198,"For the series, what is the next term? 36, 34, 30, 28, 24, ____",20,22,23,26,B
199,"If (3x+3)/(4x-4) = 5/4, the value of x is:",3,4,5,6,D
200,30 percent of 100 is equal to 3 percent of which digit?,100,10,1000,10000,C
201,The average of 5 quantities is 6. The average of 3 of them is 4. What is the average of the remaining 2 numbers?,9,10,8,9.5,A
202,A fruit seller purchases oranges at the rate of 3 for Rs. 5 and sells them at 2 for Rs. 4. His profit in the transaction is:,25 percent.,15 percent.,20 percent.,10 percent.,C
203,The angle of depression of a point situated at a distance of 70m from the base of a tower is 60°. The height of the tower is:,35√3 m,70√3/3 m,70m,70√3 m,D
204,"Complete the series: 3, 4, 6, 9, 13, ......",16,17,18,None of these,C
205,Which of the following fractions is greater than 3/4 and less than 5/6?,0.5,0.666666667,0.8,None of these,C
206,"The average age of A and B is 30 years, that of B and C is 32 years, and the average age of C and A is 34 years. The age of C is:",33 years,34 years,35 years,36 years,D
207,"A, B and C can complete a work in 20, 12 and 8 days respectively. In how many days can",and B together complete that work? 60/8 days (or 7.5 days),41/4 days,71/3 days,50/4 days,A
208,21 binders can bind 1400 books in 15 days. How many binders will be required to bind 800 books in 20 days?,7,9,12,14,B
209,A train left a station at 8:35 a.m. and arrived at its destination at 3:12 p.m. How long did the journey take?,5 hours and 37 minutes,4 hours and 37 minutes,6 hours and 37 minutes,10 hours and 37 minutes,C
210,"What will be the simple interest on Rs. 4,000 at 12.5 percent per annum for the period from 4th February 2005 to 18th April 2005?",Rs. 215,Rs. 120,Rs. 200,Rs. 100,D
211,How many cubes of 1 cm side length can be cut from a cuboid of the dimensions 10cm x 12cm x 15cm?,180,1800,160,1600,B
212,One kilometer is equal to how many miles?,0.85,0.5,0.62,1.6,C
213,The sum of the angles inside a triangle is always:,360 degrees,240 degrees,180 degrees,145 degrees,C
214,What is the fractional equivalent of 12.5 percent?,1/4.,2/9.,1/5.,1/8.,D
215,"Complete the number series: 1, 2, 2, 5, 3, 8, ?",3,7,6,4,A
216,"6 men, 7 women, and 5 children complete a job for Rs. 4400. If their individual wages be in the ratio 4:3:2, the total money earned by 5 children is:",800,880,980,990,A
217,"If Rs. 4 becomes Rs. 10 in 50 years at simple interest, then the rate of interest is:",2.5 percent,3 percent,5 percent,None of these,B
218,In how many ways can 2 students be chosen from a class of 20 students?,190,180,240,360,A
219,The horizontal demand curve parallel to the X-axis implies that the elasticity of demand is:,Zero,Infinite,Equal to one,Greater than zero,B
220,"When 52416 is divided by 312, the quotient is 168. What will be the quotient when 52.416 is divided by 0.0168?",3.12,312,3120,None of these,C
221,"If log 2 = 0.312, log 10 = 1, then log 5 512 is?",3.875,4.252,5.751,None of these,A
222,"If 35 laborers dig 805 cubic meters of earth in 5 hours, how much earth will 30 laborers dig in 6 hours?",728 m³,828 m³,928 m³,None of these,B
223,"If ""x"" and ""y"" are directly proportional and x = 8, y = 2. If y = 10, find value of ""x"":",40,50,60,None of above,A
224,"The length and width of a field are in the ratio 5:3. If the width of the field is 42 m, then its length is:",100 m,80 m,50 m,70 m,D
225,The difference between the circumference and radius of a circle is 37 cm. The area of the circle is:,111 cm²,184 cm²,154 cm²,259 cm²,C
226,A man buys an article for $27.50 and sells it for $28.60. What is his gain percent?,3 percent,4 percent,6 percent,None of these,B
227,"What is the value of ""x"" in 3x - 15 - 6 = 0?",6,7,8,9,B
228,"A steam shovel excavates 2 cubic yards every 40 seconds. At this rate, the amount excavated in 45 minutes is:",90 Cu Yd,135 Cu Yd,270 Cu Yd,1200 Cu Yd,B
229,The price of 357 mangoes is Rs. 1517.25. What will be the approximate price of 49 dozen such mangoes?,2000,2500,4000,None of these,B
230,"If books bought at prices ranging from Rs. 150 to Rs. 300 are sold at prices ranging from Rs. 250 to Rs. 350, what is the greatest possible profit that might be made in selling 15 books?",Rs. 2000,Rs. 2500,Rs. 3000,Rs. 3500,C
231,Solve for ?: √729 - √441 = √? + 1,49,36,25,16,C
232,"What is 3.4 percent (calculated percentage) of the number 1,000?",24,34,38,40,B
233,"Kriya deposits an amount of Rs. 65,800 to obtain simple interest at the rate of 14 percent per annum for 4 years. What total amount will Kriya get at the end of 4 years?","Rs. 102,648","Rs. 115,246","Rs. 125,578","Rs. 110,324",A
234,"In a 100 m race, A covers the distance in 36 seconds and B in 45 seconds. In this, A beats",20 m,by: 24 m,28 m,30 m,A
235,3.275 is equal to:,'13/35,'3 11/40,'2 2/7,None of these,B
236,Evaluate: 0.213 ÷ 0.00213.,10,50,100,1000,C
237,"Find the interest on Rs. 40,000 at the rate of 3 percent annually for a 4-year investment:",Rs. 5000,Rs. 4700,Rs. 4800,Rs. 4900,C
238,"In a class, each student learns a foreign language. If 1/5th of the studen learn Spanish, one-fourth of the students learn Italian, and the remaining students learn French, what percentage of the class is learning French?",10 percent,55 percent,20 percent,None of these,D
239,"'Which digit is considered to be the mode in the data set: 3,5,2,0,0,1,6,6,3,1,0,7,9?",3,0,1,9,B
240,"If 2m 60cm of cloth is required for one shirt, then the cloth required for 7 shirts is:",18m 20cm,15m 14cm,20m 20cm,None of these,A
241,"The sum of the squares of two numbers is 97, and the square of their difference is 25. The product of the two numbers is:",36,63,45,54,A
242,How many tiles of dimension 10 square inches are required to cover a floor of dimensions 5 feet by 4 feet?,28,280,2880,288,D
243,"If Ali gets 25' percent profit by selling an article for 250 rupees, what is the original price of the article?",200,230,240,None of these,A
244,"The average marks of four subjects is 120. If 33 was misread as 13 during the calculation, what will be the correct average?",122,125,128,None of these,B
245,"Complete the number series: 6, 11, 21, 36, 56, ____",81,80,89,85,A
246,A fruit seller had some mangoes. He sells 30 percent of the mangoes and still has 280 mangoes. Find the number of mangoes he had.,400 mangoes,588 mangoes,600 mangoes,388 mangoes,A
247,The sum of two numbers is 45. 4 times the first number is 9 less than 5 times the second. What are the two numbers?,24 and 21,22 and 23,25 and 20,26 and 21,A
