Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
38,Which of the following is considered the deepest lake in the world?,Lake Victoria,Lake Superior,Lake Baikal,Lake Erie,C
39,Takht-e-Sulaiman is the highest peak of which range?,Karakoram,Salt Range,Koh-e-Sulaiman,Koh-e-Sufaid,C
40,Which is the highest peak of the Himalayas range in Pakistan?,Sakaser,Tirich Mir,Nanga Parbat,K-2,C
41,"What is the length of the Karakoram Highway, which is also called the Silk Highway in Pakistan?",887 Km,905 Km,190 Km,1125 Km,A
42,The world's largest island (excluding Australia) by area is:,Sumatra,Greenland,New Guinea,Madagascar,B
43,The highest point of Europe is:,Mt. Elbrus,Mt. Kosciusko,Mt. McKinley,Mt. Aconcagua,A
44,The Sutherland waterfall is present in:,Newzealand,Canada,USA,Australia,A
45,"Siachen, Baltoro, and Chogo Lugma glaciers are located in Pakistan. In which mountain range are these situated?",Himalaya,Karakoram,Hindukush,Sulaiman,B
46,The Lahore-Abdul Hakeem motorway is known as:,M2,M3,M4,M5,B
47,Which is the highest peak of the Salt Range?,Tirichmir,K-2,Nanga Parbat,Sakesar,D
48,When was Jinnah Barrage constructed?,1072,1946,1949,1969,B
49,What is the name of the ocean that lies between Europe and the United States?,Indian Ocean,Pacific Ocean,Atlantic Ocean,Arctic Ocean,C
50,A bore is caused by:,Rising tide with meeting river currents,Unequal heating of Oceans,Spring tide and strong winds,Friction from prevailing winds,A
51,K2 is also known as:,Savage Mountain,Chogori,Godwin Austen,All of these,D
52,The longest river of Pakistan is:,Indus,Chenab,Sutlej,Ravi,A
53,Which of the following countries has the longest coastline in the world:,Canada,China,US,Germany,A
54,Asia has ______ of the total area of the Earth.,21 percent,28 per cent,30 per cent,35 percent,C
55,Which is the longest river of the world?,Amazon,Nile,Yangtze,None of these,B
56,Fort Derawar is located in which desert?,Thar,Gobi,Cholistan,Kyzylkum,C
57,"Budapest, the capital of Hungary, is situated on the bank of which river?",River spree,River volga,River danube,River ob,C
58,Which among the following is the largest ocean of the world?,Atlantic Ocean,Pacific Ocean,Indian Ocean,None of these,B
59,The Red Sea is an inlet of the Indian Ocean between:,North America and Africa,Africa and Europe,Asia and Europe,Africa and Asia,D
60,Which of the following mountains separates Asia from Europe?,Ural Mountains,Hindukush Mountains,Alps Mountains,Atlas Mountains,A
61,"Chabahar Port is located in the southeastern part of Iran, on the:",Gulf of Oman,Caspian Sea,Red Sea,Indian Ocean,A
62,"The ""Dasht-e-Lut"" desert is located in?",China,Iran,Afghanistan,Uzbekistan,B
63,In which year was Tarbela Dam constructed?,1972,1976,1971,1975,B
64,What is the height of Sakasar peak?,1600 meters,1500 meters,1680 meters,1700 meters,B
65,Which is the smallest sea of the world?,Sea of Marmara,Red Sea,Baltic Sea,South China Sea,A
66,Which of the following areas are important for mineral wealth in Pakistan?,Baluchistan,Sindh,Punjab,All of them,A
67,"Paris, the capital of France, is situated on the bank of which river?",Seine,Po,Thane,(d) Spree,A
68,What are the two seas linked by the Suez Canal?,The Mediterranean and the Red Sea,The Red Sea and the Caspian,The Red Sea and the Black Sea,The Indian Ocean and the Arabian Sea,A
69,The Earth's rotation on its axis is from:,South to North,North to South,East to west,West to east,D
70,Alpine glacier is also known as:,Piedmont glacier,Valley glacier,Trango glacier,None of these,B
71,What is the duration of a day at the North and South Poles?,3 months,6 months,9 months,12 months,B
72,_______ is an elevated portion of the land with some summit area.,Glacier,Mountain,Mound,None of these,B
73,"The world's largest coral reef, 'The Great Barrier Reef', is in:",Canada,Sweden,Australia,France,C
74,Which country is located west of Pakistan?,Iran,China,Turkey,None of these,B
75,The Bandar Abbas seaport is in which country?,Iran,Iraq,Egypt,None of these,A
76,Pakistan is bordered by ____ in the North-East.,Afghanistan,Iran,China,Oman,A
77,The Suez Canal connects the:,Baltic Sea and the Caspian Sea,Mediterranean Sea and the Red Sea,Red Sea and Caspian Sea,Mediterranean Sea and the North Sea,B
78,The 'Durand Line' is the boundary between?,India and Pakistan,Iran and Pakistan,Pakistan and Afghanistan,Pakistan and China,C
79,"What is the length of the Super Indus Highway (N-55), which runs from Karachi to Peshawar?",1225 Km,1264 Km,1280 Km,1295 Km,B
80,Which one of the following is an ore of iron?,Bauxite,Haematite,llmentie,Gypsum,B
81,Red Lake is situated in:,Canada,America,Russia,France,B
82,"Gangkhar Puensum, the highest unclimbed mountain in the world, is located in:",Nepal,India,China,Bhutan,D
83,The Cook Strait separates South New Zealand from _______.,North Australia,North Newzealand,Papua,None of these,B
84,Which is the highest peak of Pakistan:,Broad Peak,K-2,Rakaposhi,Gasherbrum I,B
85,What is the total height of the Siachen Glacier?,15000 feet,17000 feet,20000 feet,21000 feet,C
86,The Kiel Canal of Germany was opened in 1895. What is its length?,59.3 miles,60.3 miles,61.3 miles,65. 1 miles,C
87,Name the most polluted river of Pakistan.,Ravi,Indus,Kabul,Sutlej,A
88,The Islamabad-Peshawar Motorway is:,152 Km,197 Km,220 Km,270 Km,A
89,The Tochi Pass connects:,Bannu-Ghazni,Bannu-Dera Ismail Khan,Bannu-Mardan,None of these,A
90,The Chogo Lungma Glacier is found in:,China,Tajikistan,Pakistan,None of these,C
91,''Satpara Lake'' is in:,Skardu,Gilgit,Hunza,Kaghan,A
92,Glaciation forms by _____ of snow.,Burial and metamorphism of snow,Melting and refreezing,Erosion and deposition,Precipitation and melting,A
93,Lido Beach is in:,Spain,Italy,Germany,None of above,B
94,How many countries share a border with Pakistan?,3,4,5,6,B
95,What is the capital of Austria?,Zurich,Vienna,Budapest,Prague,B
96,The Palestinian National Authority headquarters are located in:,Ramallah,Jerusalem,Gaza,None of these,A
97,The knowledge about the topography of the ocean basin has been derived from?,seismic surverying,echo sounder,side-scan sonar,all of these,D
98,Which area has the biggest rock salt deposits in Pakistan?,Khewra,Warchha,Maripur,Makran,A
99,The Earth rotates on its axis from _________.,East to West,West to East,North to South,South to North,B
100,Which area has the biggest deposit of iron ore?,Koh-i-Sultan,Koh-i-Sulaiman,Kalabagh,Chitral,C
101,Peshawar District and a major part of Mardan district are comprised of ________.,Hilly areas,Plain areas,Plateau areas,Both a and b,B
102,The Hijaz Mountains are found in:,Iran,Saudi Arabia,Kuwait,Iraq,B
103,The force exerted by a vertical column of air is called:,Atmospheric pressure,Differential pressure,Absolute pressure,None of these,A
104,The South Pole was discovered by ________.,Cabot,Robert Peary,Amundsen,None of these,C
105,Which range separates China from Pakistan:,Karakoram,Himalaya,Hindukush,None of these,A
106,The whole agriculture of Pakistan depends on the water of which river?,Indus,Chenab,Jhelum,All of above,D
107,The Gulf of Sidra is present in _______.,Lbya,Liberia,Macedonia,None of these,A
108,Name the highest glacier of Pakistan.,Hispar,Baltoro,Siachen,Batura,C
109,Which among the following is a left bank tributary of the Indus River?,Zanskar,Gilgit,Shyok,Kabul,A
110,What is the highest glacier in Pakistan?,Biafo Glacier,Siachen Glacier,Baltoro Glacier,Rakaposhi Glacier,B
111,"What is meant by ""Equinox""?",The shortest day,The longest day,Equal duration of day and night,None of these,C
112,The Baluchistan plateau lies to the:,East of Koh Kirthar and Sulaiman range,West of Koh Kirthar and Sulaiman range,South of Koh Kirthar and Sulaiman range,North of Koh Kirthar and Sulaiman range,B
113,The Denman Glacier is situated in _______.,Antarctica,Denmark,Greenland,Russia,A
114,Kot Diji Fort is located in which city of Sindh?,Hyderabad,Khairpur,Karachi,Jamshoro,B
115,Pakistan conducted nuclear tests on:,"on May 22, 1998","on May 24, 1998","on May 28, 1998",None of these,C
116,When did the production of iron start in Pakistan?,1957,1958,1949,1951,A
117,Which is the biggest desert in the world?,Thar,Thal,Sahara,Gobi,C
118,Great Salt Lake is located in:,"Utah, US","Arizona, US","Florida, US","Colorado, US",A
119,The Agulhas current a significant surface ocean current form with the Mozambique current and,Madagascar current,Benguela current,Canaries current,None of these,A
120,The Lady Finger Peak is located in:,Nepal,China,Pakistan,India,C
121,Cape of Good Hope is situated in:,Chile,India,Australia,South Africa,D
122,Which is the largest fort of Pakistan:,Ranikot,Mehrgarh,Rohtas Fort,Derawar,A
123,In which country is Mount Everest situated?,Nepal,Bhutan,Chin,Pakistan,A
124,Deccan Plateau is located in _______:,Nepal,India,Pakistan,Bhutan,A
125,The largest river of Asia is ______?,Mekong,Indus,Yangtze,None of these,C
126,The highest peak of the Himalayas in Pakistan is:,Karakoram,Nanga Parbat,Sakesar,None of the above,B
127,What is the old name of Myanmar?,Helsinki,Edo,Burma,None of these,C
128,The Gulf of Siam is located in:,Southern Thailand,North Russia,USA,Northern UK,A
129,"Which mountain is called the ""Killer Mountain""?",Tirich Mir,Nanga Parbat,Mount Everest,None of these,B
130,Which of the following is the world's largest inland water body?,Aral Sea,Caspian Sea,Black Sea,Sea of Azov,B
131,Which day is the shortest in the Northern Hemisphere?,on 22nd March,on 22nd September,on 22nd December,on 22nd October,C
132,The highest point of Asia is ______.,Mt. Everest,Mt. Kilimanjaro,Mt. McKinley,Mt. Elbrus,A
133,The deepest part of Earth is:,Caspian Sea,Peninsula Valdes,Mariana Trench,Lake Assal,C
134,Kashgar is a famous city of:,Tajikistan,China,Azerbaijan,Turkmenistan,B
135,____ is considered the largest glacier in the world located in Antarctica:,Lambert-Fisher Glacier,Denman Glacier,Gilbert Glacier,None of these,A
136,Manchar Lake is in which province?,Punjab,Sindh,Baluchistan,KP,B
137,What is the total height of K-2 peak?,8210 meter,8410 meter,8611 meter,8591 meter,C
138,Darling Harbour is situated in:,Canada,Mexico,Australia,New Zealand,C
139,The Great Victoria Desert is located in ________.,Canada,North America,West Africa,Australia,D
140,Which is the deepest ocean in the world?,Arctic,Atlantic,Pacific,Indian,A
141,Which is the wettest or rainiest place in the world?,"Tutunendo, Colombia","Mawsynram, India","Cropp River, New Zeland",None of these,B
142,Snowfall occurs at a mountain elevation when the temperature is:,36 to 38 degrees Fahrenheit,30 to 34 degrees Fahrenheit,38 to 40 degrees Fahrenheit,None of these,B
143,Which of the following words explains a narrow strip of water separating two landmasses and connecting two large seas?,Strait,Bay,Peninsula,Gulf,A
144,Babusar Pass connects:,Gilgit and Hunza,Abbottabad and Gilgit,Abbottabad and Hunza,None of these,B
145,Montuosa Island is in the:,Atlantic Ocean,Pacific Ocean,Indian Ocean,Arctic Ocean,B
146,Niagara Falls are located in the continent _______?,North America,South America,Africa,Asia,A
147,Indian Ocean and Atlantic Ocean meet near:,Cape of Good Hope,Aden,Singapore,Nowhere,A
148,Lady Finger Peak is located in which country?,Russia,India,Pakistan,Canada,C
149,The slowest planet (in orbital speed) around the Sun is:,Mars,Jupiter,Neptune,Earth,C
150,"The Blue Nile originates from Lake Tana in Ethiopia, and the White Nile originates from Lake Victoria. The Blue and White Nile meet at _______ and form the world's longest river, the Nile.",Cairo,Khartoum,Wad Medani,Atbara,B
151,The Bass Strait separates Australia from _______.,Newzealand,Papua New Guinea,Tasmania,None of these,C
152,The highest point of the Hindu Kush Range is:,Nanga Parbat,K2,Tirich Mir,Mount Everest,C
153,Hub Lake is situated near _______.,Quetta,Peshawar,Karachi,Gomal,C
154,Peru is in which continent?,South America,North America,Asia,Africa,A
155,Most of the country's rivers flow into:,Indus river,Chenab river,Kabul river,Jhelum river,A
156,London is situated on the bank of which river?,Rhine,Thames,Danube,Seine,B
157,What is the length of the Tarbela reservoir?,65 KM,80 KM,90 KM,45 Km,B
158,"When the upper leeward slope stops, the angle of the pile of sand dunes is:",30-32 degrees,32-34 degrees,33-34 degrees,35-36 degrees,C
159,Manchar Lake' is situated in:,KPK,Punjab,Sindh,Balochistan,C
160,Great Bear Lake is located in which country?,UK,Canada,Australia,Pakistan,B
161,Which planet in the solar system is farthest from the sun?,Mercury,Neptune,Venus,Mars,B
162,Earth completes one rotation on its axis in _______.,23 hours and 30 minutes,23 hours 56 minutes and 4.1 seconds,24 hours,24 hours 1 minute and 10 seconds,B
163,The Toot oil and natural gas field is located in:,Punjab,NWFP,Baluchistan,SIndh,A
164,The Salang Tunnel is located in the Hindu Kush Mountains. It connects the following cities:,Kabul and Herat,Kabul and Mazar Sharif,Herat and Mazar Sharif,Kandahar and Kabul,B
165,"How many peaks in Pakistan are higher than 8,000 meters?",4,3,5,8,C
166,Siachen Glacier is present in the region of?,Shigar,Chitral,Skardu,Baltistan,D
167,"Which country is known as the ""sugar bowl of the world""?",Cuba,Greenland,USA,Sweden,A
168,Which of the following is the smallest planet in our Solar System?,Venus,Mercury,Neptune,Uranus,B
169,How much of the total area of Pakistan is covered by Punjab?,"198,122 km²","210,232 km²","205,344 km²",219126 km²,C
170,Who was the first man to go to space?,Alan Shepard,Neil Armstrong,Yuri Gagarin,Vladmir Komorov,C
171,Which is the highest peak of the Salt Range?,Sakesar,Hindu Kush,Takht-e-Suleman,Nanga Parbat,A
172,Another name for Godwin Austen is:,Mount Everest,K2,Nanga Parbat,None of the above,B
173,The highest point of North America is:,Mt. Aconcagua,Mt. Ellsworth,Mt. McKinley,Mt. Kosciuszko,C
174,"Which city is called the ""City of Lights""?",Rome,Paris,New York,London,C
175,Which of the following Indian states border Pakistan?,Punjab,Rajasthan,Gujarat,All of the above,D
176,Identify the world's largest city (by area).,New York,Tokyo,Beijing,Toronto,A
177,Which planet has a similar size as Earth?,Venus,Mars,Uranus,None of these,A
178,Shaheen Air International is a private airline based in _______.,Pakistan,India,Russia,China,A
179,From where does the Jhelum River start?,Tibet,Held Kashmir,Azad Kashmir,Madhopur,B
180,What is the length of the Karachi-Hyderabad Motorway?,125Km,136 Km,139 Km,146 Km,B
181,____ is considered the largest glacier of Pakistan:,Siachen Glacier,Tirich Mir Glacier,Biafo Glacier,Hispar Glacier,A
182,"The Albert Canal, situated in Belgium, was opened for ships in 1939. What is its length?",69 miles,74 miles,77 miles,80 miles,D
183,Which pass connects Peshawar with Chitral?,Lawari Pass,Dargai Pass,Bolan Pass,Baroghill Pass,A
184,When did the production of iron ore start in Pakistan?,1956,1957,1958,1959,B
185,The largest volcano of the world is:,Mauna Loa,Mauna Kea,Mount Etna,None of These,A
186,Monsoons are names of:,Rain,Climate,Winds,Weather,C
187,Asian countries without rivers:,Yemen,Kuwait,Qatar,All of these,D
188,The largest coal-producing country in the world is:,US,India,China,Australia,C
189,The Earth rotates on its axis from:,east to west,north to south,west to east,south to north,C
190,Australia contains ______ of the total area of the Earth.,6 per cent,4.5 per cent,5 per cent,8 per cent,C
191,How much of Pakistan's area is covered by forest?,1.9 percent,2.2 percent,3.1 percent,2.2 percent,B
192,The Lahore-Islamabad Motorway is:,233 Km,297 Km,367 Km,370 Km,C
193,________ is the longest river of Balochistan province.,Nihing,Kech,Hingol,Dasht,C
194,Which one is the biggest ocean in the world?,Arctic,Pacific,Atlantic,Indian,B
195,Which pass is known as the 'Roof of the World?,Khunjerab Pass,Shandur Pass,Karakoram Pass,None of these,B
196,Death Valley in California (US) is famous for:,Polluted area,Hottest area,Fright area,Volcanic area,B
197,The lowest point of North America is:,Peninsula Valdes,Lake Eyre,Mt. Ellsworth,Death Valley,D
198,The first railway track was established between which two cities?,Karachi and Kotri,Lahore and Okara,Peshawar and Jamrud,Quetta & Chaman,A
199,Babusar Pass connects which two cities?,Quetta with Chaman,Abbottabad with Gilgit,Swat with Chitral,Bannu with Afghanistan,B
200,The Tugela waterfall is present in ________.,Venezuela,South Africa,Canada,USA,B
201,Phander Lake is located in?,Punjab,Baluchistan,Sindh,Gilgit Baltistan,D
202,What is the Total Height of K-2 Peak:,8210 m,8410 m,8611 m,8511 m,C
203,"In 1846, the British sold Kashmir to the Dogra Maharaja Gulab Singh for an amount of:",60 lakhs,65 lakhs,70 lakhs,75 lakhs,D
204,Which country has its land mass in two continents?,Canada,Türkiye,China,France,B
205,Which country is below sea level?,Netherlands,Iceland,Belgium,Germany,A
206,The approximate circumference of the Earth at the equator is:,"40,075 km","50,075 km","60,075 km","70,075 km",A
207,Which desert is called a cold desert?,Sahara,Gobi,Arabian,None of these,B
208,Which hemisphere is warmer according to general climate patterns?,Northern compared to Southern,Southern compared to Northern,Same Rate,None of these,A
209,Central Place Theory was first presented by:,Martin Luther,Walter Christaller,Napoleon,None of these,B
210,Which desert is located between the Indus and Chenab rivers?,Thar,Thal,Cholistan,Kharan,B
211,Which among the following planets has snow-capped mountains?,Mars,Pluto,Saturn,Jupiter,A
212,'The Earth is the _ largest planet of the Solar System:,Second,Third,Fourth,Fifth,D
213,The layer of the atmosphere where we live is the:,Biosphere,Troposphere,Hydrosphere,None of these,B
214,The 'Big Bang Theory' is related to:,Continental Drift,Origin of the Universe,Origin of the Himalayas,Eruption of Volcanoes,B
215,What is the total production of oil from the Dhulian and Balkassar oil fields?,80 percent,90 percent,75 percent,85 percent,B
216,The highest part of Earth is:,Mt. Everest,K2,Mt. Kilimanjaro,None of these,A
217,_____ are sandy depressions in a sand dune ecosystem (psammosere) caused by the removal of sediments by wind.,Deflation,Inselberg,Blowouts,Evaporates,C
218,The Rhine flows through ____ countries.,3,4,5,6,D
219,What is the maximum height of the Kirthar Range?,2260 meters,2500 meters,2375 meters,2275 meters,A
220,In which direction of Pakistan does Russia lie?,North-South,South-East,North-East,None of the above,C
221,The youngest mountain range is?,Himalaya,Karakoram,Hindu Kush,Andes,A
222,Huge mass of land surrounded by ocean from at least three sides is called:,Continent,Continental Shelf,Sub Continent,Peninsula,D
223,Who was the first man to set foot on the Moon?,Neil Armstrong,Buzz Aldrin,Yuri Gagarin,None of these,A
224,"Which country is called the ""Battleground of Europe""?",France,Ireland,Belgium,England,C
225,Which is the largest lake in Europe?,Onega Lake,Garda Lake,Ladoga Lake,Como Lake,C
226,Dar-ul-Uloom Deoband was founded by:,Maulana Mehmood-ul-Hassan,Maulana Hussain Ahmed Madni,Maulana Muhammad Qasim Nanautawi,Maulana Rasheed Ahmed,C
227,Cape Drastis Beach is in which country?,Spain,Greece,Germany,Hungary,B
228,How much of the total area is covered by Sindh?,"139,424 km²","138,532 km²","142,532 km²","140,914 km²",D
229,Where is the famous tourist place Copacabana Beach located in South America?,Argentina,Colombia,Brazil,Uruguay,C
230,The Strait of Malacca is the main shipping channel between the Indian and Pacific Oceans. It is located between:,Indonesia & Malaysia,South Korea & North Korea,England & France,None of these,A
231,Which is the largest country in the Arabian Peninsula?,Oman,Yemen,Saudi Arabia,Kuwait,C
232,Who was the first woman in space?,Sally Ride,Tamara Press,Naidia Comenci,Valentina Tereshkova,D
233,Tropical storms become hurricanes in which ocean?,Atlantic Ocean,Indian Ocean,Arctic Ocean,None of these,A
234,"Euphrates is a long river flowing through Syria, T'ürkiye and ''''",Saudi-Arabia,Iraq,Yemen,None of these,B
235,An important river of the Pothohar Plateau is the:,Hub River,Bolan River,Gomal River,Swan River,D
236,The country with the smallest population is:,Vatican City,Nauru,Monaco,None of these,A
237,Rakaposhi is located in which mountain range:,Karakoram,Himalayan,Hindu Kush,None of these,A
238,What is the largest glacier in the world?,Siachen Glacier,Biafo Glacier,Baltoro Glacier,Lambert Glacier,D
239,In which year was Taunsa Barrage constructed?,1990,1979,1944,1958,D
240,Which mineral is mostly found in the northern and western mountains of Pakistan?,Chromite,Limestone,China clay,Gypsum,B
241,Which of the following lakes is in Africa?,Lake Tanganyika,Lake Victoria,Lake Turkana,All of these,D
242,Where is the Eiffel Tower located:,Spain,Germany,France,Italy,C
243,Which of the following countries is situated on the Equator?,Maldives,Gabon,Indonesia,All of these,D
244,Port Qasim is situated near which city?,Lahore,Peshawar,Karachi,Hyderabad,C
245,The Sea of Marmara and the Aegean Sea are connected by which strait?,Davis,Mozambique,Dardanelles,Malacca,C
246,The highest peak of the Salt Range is:,Sakesar,K-2,Noshaq,Takht Bhai,A
247,"Which country is known as ""the land of a thousand lakes""?",Indonesia,Finland,Philippines,South Africa,B
248,The second longest river in South America is:,Orinoco River,Amazon River,Parana River,Madeira River,C
249,How many rivers flow in Balochistan?,Six,Seven,Eight,Nine,B
250,"""Daman-e-Koh"" is located in:",Rawalpindi,Kalar Kahar,Abbotabad,Islamabad,D
251,A Lunar Sea refers to ____.,A small sea on the moon,A dark plain on the moon,A light water body illuminated by moonlight,None of these,B
252,Who invented the telephone?,Alexander Graham Bell,Vint Cerf,Charles Babbage,Thomas Edison,A
253,South Beach is in:,California,Florida,Utah,None of these,B
254,What is the total length of the Ravi River?,610 km,635 km,695 km,720 km,D
255,Who is the father of geography?,Euclid,Aristotle,Eratosthenes,None of these,C
256,The largest ocean of the world is:,Atlantic,Pacific,Indian,None of these,B
257,The Potwar Plateau and Salt Range region lies between the ____ and ____ rivers.,Indus & Jhelum,Indus & Chenab,Jhelum & Chenab,None of these,A
258,What is the total length of the Indus River?,2700 km,2800 km,2600 km,3180 km,D
259,Which continent has no desert?,Europe,America,Australia,None of these,A
260,What is the name of the international boundary line between India and Pakistan?,Durand Line,Radcliffe Line,McMahon Line,Maginot Line,B
261,"The world's famous bridge, the Golden Gate, is located in:",New York,San Francisco,Albania,Washington,B
262,Which is the second largest planet in our Solar System?,Jupiter,Saturn,Uranus,Neptune,B
263,Demography is the study of population including:,Birth,Death,Both A & B,None of these,C
264,Landslides occur due to:,Rain,Deforestation,Lack of Vegetation,All of these,D
265,Geology describes the rocky parts of the Earth's:,Core,Mantle,Crust,Convection currents,C
266,The Leaning Tower is located in which city?,Rome,Florence,Pisa,Venice,C
267,The tenure of National Assembly of Pakistan is:,4 years,5 years,6 years,None of these,B
268,What is the length of the Pindi Bhattian-Faisalabad Motorway (M-3)?,98 Km,54 Km,140 Km,80 Km,B
269,Beirut is the capital city of:,Lebanon,Oman,Ghana,None of these,A
270,Lotus Lake is located in:,Islamabad,Kaghan,Karachi,Quetta,A
271,What is the world's largest river by water volume?,Nile,Amazon,Volga,Congo,B
272,The SAARC Human Resource Development Centre is located at:,Delhi,Islamabad,Colombo,Dhaka,B
273,The longest river in the world is:,Amazon,Yangtze,Nile,Mississippi,C
274,The Bosporus Strait connects the Black Sea with:,The Aegean Sea,The Red Sea,The Marmara Sea,The Arabian Sea,C
275,"""Mintaka Pass"" is located on the boundary line of:",Pakistan & India,Pakistan & China,India & Bangladesh,China & India,B
276,The latitude of the South Pole is _______.,0°,30°,60°,90°,D
277,The largest island in the world is:,Madagascar,Greenland,Borneo,New Guinea,B
278,Which one of the following planets has the largest number of natural satellites?,Mars,Saturn,Jupiter,Venus,B
279,Famous Saif-ul-Maluk Lake is situated in _______.,Ziarat,Swat,Baltistan,Kaghan,D
280,Pakistan lies on the:,Tropic of Cancer,Torrid Zone,Tropic of Capricorn,None of these,A
281,Africa has ______ of the total area of the Earth.,19.0 per cent,21.9 per cent,18.7 per cent,20.3 per cent,D
282,Which canal connects the Pacific and Atlantic oceans:,Panama Canal,Red Sea,North Sea,Suez Canal,A
283,Batura is the second-largest glacier in Pakistan with a length of:,57 km,67 km,68.5 km,69 km,A
284,Which basic unit is used in fabrication of bodies and transistors?,Germanium,Iron,Silicon,Glass,C
285,What is the height of Mangla Dam?,140 meters,150 meters,147 meters,100 meters,C
286,The Dead Sea is located between:,Israel and Türkiye,Israel and Jordan,Israel and Syria,Syria and Lebanon,B
287,"The great work of architecture ______ is located in San Francisco, USA.",Golden Gate Bridge,Burj Khalifa,Bosphorus bridge,Opera House,A
288,Which is the deepest lake in the world?,Titicaca,Victoria,Baikal,Superior,C
289,Which pass connects Dera Ismail Khan with Ghazni (Afghanistan)?,Dargai Pass,Bolan Pass,Gomal Pass,Tochi Pass,C
290,The highest point of Africa is:,Mt. Everest,Mt. Kilimanjaro,Mt. McKinley,Mt. Ellsworth,B
291,Which sector is the biggest consumer of petroleum products in Pakistan?,Industry,Household,Transport,Power,C
292,Which lake is located near Thatta (Sindh)?,Sat Para,Phander,Keenjher,Hanna,C
293,The hottest planet of the solar system is:,Venus,Jupiter,Mars,None of these,A
294,Shandur Pass connects ____:,Upper Swat with Lower Swat,Chitral with Gilgit,Bannu with Afghanistan,Gilgit with Kashgar,B
295,It separates Spain from Africa and connects the Mediterranean Sea with the Atlantic Ocean.,Gibraltar,Johor,Florida,Davis,A
296,Which is the largest bay in the world?,Bay of Bangol,Baffin bay,Bay of Biscay,Hudson bay,A
297,How much area of the mountain region is covered by glaciers in Pakistan?,13 percent,17 percent,21 percent,25 percent,A
298,What is the rank of Pakistan according to population?,3rd,4th,5th,6th,C
299,Which is the largest desert in the world?,Gobi,Thar,Sahara,None of these,C
300,The ___ is known as the Mother of Rivers.,Mekong River,Nile River,Indus River,Mississippi River,A
301,Sudirman Range is located in:,China,Nepal,Indonesia,Turkmenistan,C
302,The area between the rivers Jhelum and Chenab is called ____.,Rachna Doab,Chaj Doab,Sindh Sagar,None of these,B
