Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
67,"The antonym of ""CONFESS"" is:",Accept,Plead,Guilty,Deny,D
68,Complete the proverb: An early bird catches the ____,Priza,Fly,worm,Victim,C
69,Bull: Cow :: Cock: __________,Hen,Duck,Chick,None of these,D
70,Which is the correct sentence:,Sceneries of Kashmir are beautiful.,The scenery of Kashmir is beautiful.,The scenery of Kashmir are beautiful.,The scenery of Kashmir was beautiful.,B
71,Which word is wrongly spelt in the following set of words?,speach,speak,break,bleed,A
72,Change the voice of the following sentence: The police are looking into the matter.,Who is the police officer looking into the matter?,"Look into the matter, Officer!",The matter is being looked into by the police.,By which police officer is the matter being looked into?,C
73,Give the meaning of the idiom: To be rolling in money,very rich,washing a lot of money,borrowing money,None of these,D
74,"He says, ""I shall go there"".",He says that he will go there.,He said that I will go there.,He says that I will went there.,None of these,A
75,A place where leather is tanned is called a:,Tannery,Casino,Brewery,Workshop,A
76,The antonym of Sojourn is:,Visit,Dwell,Stay,Haunt,B
77,Choose the Voice: People speak English all over the world.,English is spoken by the people all over the world.,English has been spoken by the people all over the world.,English is spoken all over the world by the people.,None of these,A
78,Pick out the most effective word from the given words to fill in the blank to make the sentence meaningfully complete: He ______ for Lahore without meeting me.,Left,Had left,Has left,Leaves,A
79,Ear is to deafness as legs are to?,Blindness,Paralysis,Injury,Weakness,B
80,Cat is to Kitten as:,Duck is to Cat,Cow is to Calf,Bear is to Deer,None of these,B
81,Change voice: They greet me cheerfully every morning.,I am greeted cheerfully by them every morning.,Every morning I was greeted cheerfully.,I am being greeted cheerfully by them every morning.,None of these,A
82,Change the Voice of the following sentence: Do you know my father?,Is my father known to you?,Did you know my father?,Does my father know you?,Do you know my father?,A
83,We shall go ____ he goes or not.,Whatever,Whether,until,None of these,B
84,Choose the antonym of: Sacrilegious?,Pious,Impious,Profane,None of these,A
85,You can go neither by train ____ by bus.,or,nor,no,and,B
86,Choose one-word substitution for someone who works selflessly:,Self-centered,Narcissistic,Altruist,None of these,C
87,The synonym of Immaculate is:,Prime,Hard,Natural,None of these,A
88,He died ______ corona.,from,of,to,None of these,B
89,Antonyms of prohibit are:,Permit,Allow,Grant,All of the above,D
90,"In the following question, select the related word pair from the given alternatives. Mirage ': Desert ':: ?",Rainbow : Sky,Rain : Rainbow,Sky : Illusion,None of these,A
91,Antonym of Egregious:,Ordinary,Enchain,Acquit,Consummate,A
92,Change voice: Please give me your pen and take your seat.,Let your pen be given to me and take your seat.,You are requested to give me your pen and take your seat.,You are warned to give me your pen and take your seat.,You are ordered to give me your pen and take your seat.,B
93,"To ""pull your socks up"" means:",to get ready,to be already late,to start,None of these,D
94,"Change narration: He said to me, ""Will you accompany me?""",He said me if I will accompany him.,He asked me if I would accompany him.,He asked me that I would accompany him.,He told me if I would accompany him.,B
95,"'Change the voice of the following sentence: ""I will have finished that book.""",That book has been finished by me,That book will be finished by me,That book will have been finished by me,None of these,C
96,"Choose the option displaying the correct spelling of the word: ______ experiments are being conducted in Rome, Paris, and London.",Parralel,Perralel,Parallel,Perrafel,C
97,Choose the word similar in meaning to the given word: Subjugate,Confuse,Conquer,Cause to wither,None of these,B
98,____ you having a holiday soon?,Do,Does,Did,Are,D
99,The antonym of Calamity is:,Disaster,Blessing,Crisis,None of these,B
100,"What is the correct form of the verb in this sentence? ""Neither of the students ______ their homework.""",has done,have done,is doing,were doing,A
101,"In each of the following questions, select the related word from the given alternatives. Sick : Doctor :: ?",Car : Mechanic,Broken : Customer,Patient : Hospital,None of these,A
102,"What is the meaning of the expression ""En route""?",On the way,By the way,Difficult route,Familiar route,A
103,Select the correct sentence:,"Didn't you hear me? Yes, I did.","Didn't you hear me? No, I didn't.","Did you not hear me? Yes, I didn't.","Did you not hear me? No, I didn't.",B
104,A man who drinks alcohol regularly is called a:,Drunken man,Teetotaler,Drunkard,None of these,C
105,Fill in the blank: They laughed ____ the beggar.,On,At,Of,None of these,A
106,The antonym of Facsimile is:,Reproduction,Sincere,Engineered,Original,D
107,Choose the option displaying correct spelling of the word. Sara did an absolutely ______ job.,Tremendus,Tremendouos,Tremendous,None of these,C
108,Fill in the blank choosing the correct answer. Tahir is ______ the mechanic ______ his car.,to be having / fixing,to have / fix,to have / fixing,None of these,B
109,Choose the best English Translation of the proverb: 'Andhon mein kaana raaja',A figure among ciphers,A king in the palace,A prince in the wilderness,"Great braggart, little doer",A
110,Fill in the blank: I sit ____ the grass in the garden.,on,in,at,upon,A
111,Complete the sentence by picking the suitable option from those given below. Always turn your television off ______.,when you went to bed,as soon as you got bored.,after you have fallen asleep.,before you leave home.,D
112,"Change narration: He says, ""I don't obey my parents.""",He said that he doesn't obey his parents.,He says that I don't obey my parents.,He says that he does not obey his parents.,He says that he don't obey his parents.,C
113,"Choose the correct meaning of the idiom: ""Spill the beans"".",To misbehave,To reveal a secret,To talk irrelevantly,None of these,B
114,"Near the London Eye, there is a bridge ____ the Thames River.",above,over,off,towards,B
115,Fill in the blank by choosing the appropriate modals from the alternatives given below each sentence. Would that I ______ a king.,has been,were,am,have,B
116,The antonym of Ordeal is ______?,Test,Provoke,Ease,Trial,C
117,The children were so absorbed ____ their game that they did not notice the passage of time.,into,for,in,None of these,C
118,"To ""poke one's nose into"" means ______?",To take interest in others' affairs,To clean one's nose,To bury something,None of these,A
119,None of the boys ______ present.,has,were,was,have,C
120,Choose correct correction: They say you did it.,You were advised to do by them.,You did it said by them.,You are told to sit by them.,none of these,D
121,"Change narration: My friend said to me, ""Has your father returned from Karachi?""",My friend asked me if my father had returned from Karachi.,My friend said to me that my father has returned from Karachi.,My friend told me that his father had returned from Karachi.,My friend enquired of me if his father had returned from Karachi.,A
122,Select the meaning of the given idiom. Man of straw:,A very active person,A man whose character is weak,A worthy fellow,An unreasonable person,B
123,"They will not come here, ____?",won't they,won't them,will they,will them,C
124,Float : Sink :: Boat : ?,Ship,War,Submarine,Missile,C
125,"Fill in the blank: He would enjoy this, if he ______ present.",Be,Had been,Was,Were,D
126,Choose the correct meaning of the idiom: Once in a blue moon,Once in a month,Biweekly,On rare occasions,Every now and then,C
127,What part of speech is the word reflection?,Verb,Noun,Adjective,Adverb,B
128,"'The synonym of ""Deficit"" is:",Minimize,Shortfall,Useless,Surplus,B
129,Fill in the blank with a suitable word: Don't change ____ in midstream.,Players,Members,Horses,Trophies,C
130,Do not change ____ in midstream:,Ideas,Plans,Horses,Hounds,C
131,The synonym of Outrage is:,Moderation,Resentment,Subsidence,None of these,B
132,"The sentence given below has a blank. Below the sentence are given four options, one of which can complete it meaningfully. Spot it. Azmat hasn't been in school for many years and he's likely to find learning English difficult ______ he wants to speak English.",whether,provided,although,None of these,C
133,I wear glasses ____ reading.,For,On,At,Upon,A
134,"As ____ is ready to help me, I have to do ____ by myself.",someone/all,Nobody/everything,no one/all,None of these,C
135,The synonym of Educe is:,Insert,Elicit,Bestow,None of these,B
136,Select one word that best matches the given explanation: Persons or things that do not go or move as quickly as others,Winkly,Static,Flustered,None of these,B
137,'It is cool _ May:,in,for,on,with,A
138,"Fill in the blank: ""____ to London on the train yesterday?""",Did Mary went,Did Mary go,Mary go,Mary goes,B
139,Which part of speech can act as an independently complete sentence?,Interjection,Preposition,Conjunction,None of these,A
140,"'Antonym of ""Subsequent"" is:",Rare,Prior,Later,Anterior,B
141,Fill in the blank with a suitable preposition: She burst ____ tears.,from,into,to,None of these,B
142,Choose the correct pronoun: The horse ____ was hit by the car was only slightly hurt.,What,Who,Whom,Which,D
143,Choose the correct sentence:,Do not let the child have drunk this dirty water.,Do not let the child drink this dirty water.,Do not allow the child have drunk this dirty water.,Do not let the child to have drunk this dirty water.,B
144,I met ____ European.,a,an,the,None of these,A
145,"What is the meaning of the idiom/proverb ""To spill the beans""?",To reveal secret information,To make peace,End a quarrel,None of the above,A
146,Select the pair which has the same relationship. DISTANCE: MILE,Bushel: Corn,Liquid: Litre,Weight: Scale,Fame: Television,B
147,"Choose the correct article: Where are ____ scissors? Sorry, I haven't seen them.",The,An,A,Article not required,A
148,"The proverb ""To get into hot water"" means:",To get into trouble,To be impatient,To suffer a huge financial loss,To be in a confused state of mind,A
149,Eat one's cake and have it means?,A policy to keep a dog as a house-guard,A policy to encourage fighting among friends,To maintain a diseased cat,None of these,D
150,"Give the correct indirect answer of the following direct speech: ""What losses,"" cried he, ""have I suffered!""",He exclaimed that he had suffered heavy losses.,He exclaimed that he suffered heavy losses.,He exclaimed with sorrow that he had suffered heavy losses.,None of these,C
151,"Proverb ""To fight tooth and nail"" means:",To fight a losing battle,To oppose resolutely,To have a physical fight,To lodge a formal protest,B
152,Cloth: Closet :: Photo: __________,Mobile,Album,Almanac,None of these,B
153,Select the one word that best matches the given explanation: Not willing to tell people about things.,Dumb,Reticent,Quaint,Queasy,B
154,Haughty' means:,Disdainful,Realistic,Affluent,Adulterate,A
155,Choose the correct form of verb: Does Aslam know about the dinner next week? I am not sure. I ____ him when I see him.,Will ask,Am asking,Am going to ask,Ask,A
156,Choose the correct preposition: Please write your name ____ the top of the page.,On,At,In,Around,B
157,Fish in troubled waters means:,Get involved in a dangerous situation,Get involved in a crime,Get involved in a robbery,Enjoy in a party,A
158,"Complete the sentence: While the ____ grows, the steed starves.",Leave,Twig,Grass,Bush,C
159,They are not interested ______ our proposal.,in,to,by,on,A
160,The market is nearer to them than ____?,We,Ourselves,Ours,Us,D
161,"What is a ""Subway""?",A road or rail raised above ground level,Short passage to any place,Underground passage,None of these,C
162,I am envious ____ them.,of,in,on,about,A
163,Add _____ to injuries.,Anger,Insult,Salt,Abuse,B
164,"The phrase ""dies away"" means:",Disappear gradually,Stay constant,Increase rapidly,Become more vivid,A
165,I remember my sister taking me to the museum.,I remember being taken to the museum by my sister.,I remember I was taken to the museum by my sister.,I remember being taken to the museum by my sister.,None of these,A
166,"Correct the following sentence by identifying the right option: Do you like dogs? Yes, I like.","Do you like dogs? Yes, I do.","Do you like dogs? Yes, I liked.","Do you like dogs? Yes, I did.","Do you like dogs? Yes, I like.",A
167,He gave me ______ quantity of milk.,a small,a little,small,None of these,B
168,He is ____ M.A.,a,an,of,None of these,B
169,He ____ with a solution.,came in,come in,came up,None of these,C
170,Select the antonym of the given word. TRANSPARENT:,Flimsy,Opaque,Thin,Delicate,B
171,"What does the idiom ""a bolt from the blue"" mean?",A sudden and unexpected event,Good news,A moment of clarity,A warning before something bad happens,A
172,Clique means:,A group of animals,A group of birds,A group of people,A group of fish,C
173,I should ____ my investments to pay the charges.,Dip into,Dig out,Begin with,None of these,A
174,"Which verb form ends in ""-ing"" and acts as a noun?",Gerund,Infinitive,Transitive,Indefinite,A
175,Fill in the blank: He is notorious ____ his crime?,on,for,with,in,B
176,I am worried _______ the exam.,of,about,to,None of these,B
177,"Select the most appropriate meaning of the given idiom ""Cut the mustard"".",To come up to expectations,To be angry,To take shortcuts,To be pessimistic,A
178,Emblematic means:,Symbolic,Small,Lethargic,Careful,A
179,Choose the correct antonym for Pulchritudinous:,Pacific,Rare,Smooth,Unsightly,D
180,Change voice: Prepare yourself for the worst.,The worst should be prepared by yourself.,"For the worst, preparation should be made by you.",You be prepared for the worst.,Be prepared for the worst.,C
181,The students in our school are ____ in other schools.,smarter,Smarter than,Smarter than those,more smarter than,B
182,Choose the correct article/subject-verb agreement from the given options: ______ opportunities you have got should not be missed.,An,The,A,None of these,B
183,Find the appropriate analogy: Weightlifter : Strength,Goalie : Skill,Dancer : Speed,Marathoner : Endurance,Hiker : Agility,C
184,I will never go by _____ tabloid press:,Limited,Inadequate,Experience,None of these,D
185,Choose the synonym of Ablution:,Censure,Mutiny,Survival,Washing,D
186,Fill in the blank: There is no reason ____ we get up so early in the morning.,When,Why,Whom,Do why,B
187,Fill in the blank with a suitable word: Atiqa was so shy; she felt _____ when she went on stage.,Worried,Anxious,Agitated,Nervous,D
188,"I am sure I have met your mother's brother before. Here ""before"" is:",Verb,Adjective,Adverb,Noun,C
189,Complete the sentence with a suitable word: They washed up on the shore of a ____ island.,Dissolute,Desolate,Both of these,None of these,B
190,Neck and Neck means:,Equally,Close together (in a race/competition),Compete,None of these,B
191,He ____ food for the way home.,ate,picked up,dished out,None of these,B
192,He inquired ____ my work in office.,To,into,on,at,B
193,His health is breaking ____.,Out,Up,Down,None of these,C
194,Synonym of SURREPTITIOUS:,Abstract,Secret,Open,Mysterious,B
195,She is my mother-in-law. Which punctuation mark is used in the sentence?,Hyphen,Exclamation,Apostrophe,None of these,A
196,Antonym of Gullible is:,Wise,Cunning,Astute,None of above,C
197,Spot the substitute for the given sentence: A speech delivered without preparation.,Enigmatic,Exaggerate,Extempore,Excommunicate,C
198,Euphonious is the opposite of:,strident,lethargic,literary,merry,A
199,"He said, ""How clever I am!""",Haris said he was very clever.,Haris exclaimed that he was very clever.,He asked how clever he was.,None of these,B
200,Choose the synonym for Frank:,Silent,Candid,Introvert,None of these,B
201,"TURN TO PASSIVE VOICE: ""The girl is riding the horse""",The horse is being ridden by the girl,The horse is ridden by the girl,The horse has been ridden by the girl,The horse was being ridden by the girl,D
202,"Where there is a will, there is a ____.",Way,Ways,Road,None of these,A
203,To cry wolf means:,To listen eagerly,To turn pale,To give a false alarm,To keep off starvation,C
204,"Change narration: John said to his mother, ""I shall go to bed now.""",John told his mother that he would go to bed then.,John told his mother that he will go to bed then.,John told his mother that he should go to bed then.,None of these,A
205,Which of the following is correctly punctuated?,That's anyone's guess.,The library lost all its books.,That car is not yours.,That car is not theirs.,A
206,Fill in the blank: Alia parted _____ her parents in tears.,from,with,of,by,A
207,He has no child ____ this wife:,by,from,with,None of these,A
208,"What does the idiom ""Tie the knot"" mean?",Friendship,Getting married,Enmity,Criticism,B
209,Utopia means:,An Island,An idol,An ideal land,Paradise,C
210,Synonym of Hallowed:,Damned,Flying bird,Sacred,Ancient,C
211,"Change the narration: Emily said, ""I may leave tomorrow.""",Emily said that she might leave the next day,Emily said that she might leave tomorrow,Emily informed me to leave tomorrow,None of these,A
212,Find out the option that most nearly describes the meaning of the given idiomatic phrase: Turn down,Reject,Ignore,Hide,Return,A
213,"The antonym of ""Kith"" is:",Foe,Neighbour,Familiar,None of these,A
214,"The synonym of ""Catastrophe"" is:",Huge,Disaster,Problems,Pressure,B
215,Choose the correctly punctuated sentence:,"My aunt, who lives in Karachi, is a doctor.","My aunt who lives in Karachi, is a doctor.","My aunt, who lives in Karachi is a doctor.",None of these,A
216,The synonym of Scarcely is:,Hardly,Calmly,Virtually,None of these,A
217,Choose the correct sentence.,One should do one's duty.,One should do his duty.,One should do her duty.,None of these,A
218,:,This cattle are mine.,These cattle is mine.,These cattle are mine.,These cattles are mine.,C
219,"He lived ____ Model Town, Lahore.",at at,in at,of at,None of these,B
220,I ______ China next year.,would go,will go,am going,None of these,B
221,Which form of verb is used in the past perfect tense?,First,Second,Third,None of these,C
222,Choose the correct one.,Laugh on one's sleeves,Laugh in one's sleeves,Laugh at one's sleeves,None of these,D
223,The meaning of the idiom 'Out of the blue' is:,Clouds on the sky,Higher than the sky,Something expected,Something unexpected,D
224,"Our country is a spiritual country, theirs _______ religious.",is,are,also,have,A
225,Meaning of neck and neck:,Compete equally,Corridor,Lost the game,None of these,A
226,I have not seen you ____ Monday.,from,since,for,None of these,B
227,"My friend asked me, ""Has Saima talked to Sonia?"" Find the correct indirect sentence.",My friend asked me if Saima has talked to Sonia.,My friend asked me that Saima had talked to Sonia.,My friend asked me if Saima had talked to Sonia.,My friend told me if Saima had talked to Sonia.,C
228,"He says, ""Honesty is the best policy.""",He said that honesty was the best policy.,He said that honesty would be the best policy.,He said that honesty will be the best policy.,None of these,D
229,Vitamin D is essential ____ the growth of bones and teeth and is found _____ fish liver oil and milk.,to/at,for/in,of/in,None of these,B
230,"'What is the synonym of ""infringe""?",Violate,Obey,Cold storage,Edges,A
231,"The synonym of ""Harmony"" is:",Disturbance,Concord,Agitation,Hatred,B
232,Dear friend ______ I need your help. Fill in the blank with suitable punctuation.,Comma,Semicolon,Exclamation mark,None of these,A
233,Choose the correct spelling:,continous,continuous,continose,none of these,B
234,A place where many people live is known as:,Hamlet,Settlement,Town,None of these,B
235,Limb is to body as the branch is to ____?,Building,Grass,Garden,Tree,D
236,Choose the correct meaning of the idiom: To fish in troubled waters,To benefit from other people's troubles,To indulge in evil conspiracies,To aggravate the situation,To catch fish in disturbed waters,A
237,He is overwhelmed ____ grief.,at,by,of,None of these,B
238,Watch out means ____.,Relax,Hurry up,Be careful,Seek Permission,C
239,"Select the appropriate meaning of the given idiom, ""To take French leave"".",Leave without any information,Leave with written permission,Casual leave,None of these,A
240,A lover/mistress of a married man:,Monogamy,Bigamy,Polygamy,Paramour,D
241,Choose the correct preposition to complete the sentence: I am weary ____ you.,on,of,with,about,B
242,The policeman's story conflicts ____ that of the accused.,from,to,with,in,C
243,We fought tooth and nail to get the route of the new road changed. Choose the meaning of the underlined phrase.,To silently leave the scene of battle,With every available means,With all their rights,In a cowardly manner,B
244,(What) did he want you to do? Identify (what) in this sentence acts as:,Pronoun,Adverb,Adjective,Noun,A
245,The police must ____ enough evidence to ensure his conviction.,hoard,collect,store,capture,B
246,Saazishen (Translate into English):,Disappointments,Victims,Conspiracies,None of these,C
247,The antonym of Gumption is:,Apathy,Nerve,Initiative,None of these,A
248,Choose the Antonym of Indolent:,Clumsy,Obese,Diligent,Low,C
249,Which of the following is the correct sentence:,He was ill with fever.,He was ill by fever.,He was ill for fever.,None of these,A
250,A child born after the death of his father is:,Posthumous,Bastard,Orphan,None of these,A
251,Complete the phrase: Keep the wolf from ______.,the house,the door,the cage,the ear,B
252,I am good ______ snooker?,of,in,about,at,D
253,"Fill in the blank: ""His voice gets on my ____.""",Brain,Nerves,Mind,Ears,B
254,Vestige : ____ :: Vestment : Garb (choose the word that best completes the comparison),Footprint,Artery,Sacrament,Clergy,A
255,"In the sentence, ""He is the athlete who has won many competitions,"" the word ""who"" is a?",Relative pronoun,Interrogative pronoun,Demonstrative pronoun,None of these,A
256,'He is knocking _ the door:,On,Of,Over,At,D
257,Profane' means:,Realistic,Unholy,Pessimistic,Adulterate,B
258,The antonym of Cacophony is:,Applause,Discord,Euphony/Harmony,None of these,C
259,"The meaning of ""Pros and Cons"" is:",For and Against,Before and After,White and Blacks,None of these,A
260,"In the sentence 'There was much effort for little work,' the words 'much' and 'little' are examples of:",Quantitative adjective,Quantitative objective,Subjective adjective,None of these,A
261,Choose the correct article: We are going to buy ____ new car next week.,The,An,A,Article not required,C
262,"""To put one's hand to the plough"" means:",To handle the situation,To stop the conversation,To take a difficult task,To give up a task,C
263,The synonym of 'ANGUISH' is:,Attack,Agony,Relief,Anxious,B
264,"Complete the sentence: You had already left by 7:00 o'clock, ____ you?",Didn't,Weren't,Hadn't,Couldn't,C
265,What is the antonym of Diligent:,Enthusiastic,Hardworking,Indolent,Focused,C
266,"Change of speech. : I said to him, ""What is your plan?""",I asked him what was his next plan.,I asked him that what was his next plan.,I asked him about his next plan.,I asked him what his next plan was.,D
267,He is good ______ mathematics.,in,at,on,into,B
268,Complete the following proverb by choosing the correct word: Money makes the ______ go.,life,Time,Mare,Donkey,C
269,"""Fender bender"" means ____?",Plane crash,Train accident,A small car accident,Electric short-circuit,C
270,Complete the sentence. Ask the driver ______,How much will pay.,How long it takes to the airport.,where were keys.,None of these,B
271,Choose the meaning of the Urdu word: Manaqib,Standard,Characteristics,Isolated,Mentality,B
272,"Antonym of ""Jocular"" is:",Witty,Facetious,Amusing,Solemn,D
273,"Change narration: He said, ""I will go to school.""",He said he would go to school.,He said that he would go to school.,He said he could go to school.,None of these,B
274,Choose the correct meaning of: To fish in troubled waters,To make a personal profit out of a disturbance,To dive in deep water,To go for a daunting task,None of these,A
275,"Fill in the blank: ""Lay _____ something for a rainy day.""",by,down,of,before,A
276,Choose the correct sentence:,Both sisters are in same class.,The both sisters are in same class.,Both sisters is in same class.,None of these,A
277,"Choose the correct indirect speech for: She says, ""I am a little bit nervous.""",She says that she is a little bit nervous.,She tells that she is a little bit nervous.,She tells that I am a little bit nervous.,She told that she is a little bit nervous.,A
278,The synonym of Atrocity is:,Kindness,Abomination,Pleasantry,None of these,B
279,Choose the correct phrasal verb from the options provided below: They ______ the company to reverse its decision.,called for,called on,called to,None of these,A
280,Choose the synonym of Dampen:,Dry,Censure,Depress,Debonair,C
281,What is an antonym of the word Profusion:,Scarcity,Abundance,Confusion,Distraction,A
282,"What is the meaning of the idiom ""A wet blanket""?",a comfortable thing,an unpleasant situation,someone whose presence damps enthusiasm,an unwelcome guest,C
283,Choose the correct preposition for the sentence: We did not sit under trees ______ the evening.,of,at,in,on,C
284,"Choose the right option to complete the indirect narration of the direct speech given in the quotation marks: ""Can you help me?"" The old man wondered if ______",he could help me.,I can help him.,I could help him.,None of these,C
285,Choose the correct meaning of the idiom: 'To plough the sand':,To make the desert bloom,To work in vain,To do a difficult work,To make the desert fertile,B
286,"The hand has five fingers. In this sentence, ""five"" is:",Noun,Adverb,Adjective,None of these,C
287,Choose the correct spelling of the underlined word. He has told me about the new colleage.,colleage,coleague,Colleague,collegue,C
288,"Choose the correct phrasal verb to complete the following sentence. Excuse me, could I ______ this dress, please?",try on,try out,try over,None of these,A
289,"PEACH is to HCAEP, then 26541 should be?",62541,14562,56241,14265,B
290,The synonym of Inveigle is:,Cajole,Dissuade,Disenchant,None of these,A
291,Choose the best antonym of VALIANT:,Diffident,Vivacious,Intellectual,Adroit,A
292,Choose the pair of words that best expresses a relationship similar to that expressed in the original pair. Fish : Scales,Book : Papers,Snake : Fangs,Car : Wheels,Birds : Feather,D
293,"The antonym of ""forbid"":",Daly,Understand,Dislike,Allow,D
294,Choose the meaning of underlined word. I will pencil you in for Tuesday the 18th,Appointment,Particular,Respect,Independent,A
295,The costumes are very costly. The underlined word is:,Noun,Adverb,Adjective,Conjunction,C
