Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
44,Faiz Ahmed Faiz ke mashhoor Punjabi shaair dost kaun thay?,Ustad Daman,Ahmed Nadeem Qasmi,Warish Shah,In mein se koi nahi,A
45,Qahwa-e-ibarat se kya murad hai?,Ibaarat ki talkhees,Ibaarat ka mafhoom,Ibaarat ka tarjuma,In mein se koi nahi,B
46,Udaas Naslain kis ka novel hai?,Ahmad Nadeem Qasmi,Abdullah Hussain,Prem Chand,In mein se koi nahi,B
47,Shibli Naumani ka mazar kahan hai?,Shakargarh,Azamgarh,Qasim Garh,In mein se koi nahi,B
48,"Qurat-ul-Ain Haider ki mashhoor tasneef ""Aag ka Darya"" ka unwaan kis shayar ke misre se liya gaya hai?",Sufi Tabassum,Jigar Muradabadi,Abid Ali,Parveen Shakir,B
49,"Shikwa, Jawab-e-Shikwa kis sanf mein likhi gayi hai?",Shakhs,Tarkeeb Band,Mussadas,In mein se koi nahi,C
50,Gurg aashnaai ki tarkeeb Urdu mein mustamil hai jis ka mafhoom hai?,Jangal ka qanoon,Bhediyon ki si darindagi,"Bazahir dosti, baatin dushmani",Aman chain se rehna,C
51,Who was the first poet of the Urdu language?,Quli Qutab Shah,Daagh Dehlvi,Meer Taqi Meer,Ameer Khusro,A
52,"""Iblees ki Majlis-e-Shura"" kis ki nazm hai?",Faiz Ahmed Faiz,Akbar Abadi,Allama Iqbal,Muhammad Hussain Azad,C
53,"Darya-e-Latafat, Syed Insha Allah Khan Insha aur kis ki mushtarka tasneef hai?",Molana Abul Kalam Azad,Ahmad Nadeem Qasmi,Mirza Muhammad Ahsan Qateel,Mirza Ghalib,C
54,In mein se zarb-ul-misl kaun si hai?,Boorhi ghori laal lagaam,Andhay ko kya chahiye do aankhen,Ram Ram japna paraya maal apna,Tamam zarb-ul-amsaal hain,D
55,Nazm ki woh sanf jis ke har sher hum qafia hum radeef ho aur har sher qafia aur radeef ke liaaz se jadagana ho:,Qata,Marsiya,Masnavi,Musaddas,C
56,"Qalmi nuskhe, dastaveez ya ghair matboa kitaab ko kya kehte hain?",Makhtoota,Muqaddama,Musahiba,Zameema,A
57,"Insha Allah Khan Insha ki kitaab ""Dariya-e-Lataafat"" ka mauzoo kya hai?",Khutoot,Qawaid o Grammar,Rudad,In mein se koi nahi,B
58,Okha ladla khilan ko mange chaand yeh geet kis ka likha hua hai?,Basheer Badr,Asad Muhammad Khan,Ahmad Faraz,Muneer Niazi,B
59,Girez ka taalluq kisi sanf se hai?,Hamd,Naat,Ghazal,Qasida,D
60,Aam Lisaniyat ke musannif hain:,Asad Muhammad Khan,Gyan Chand Jain,Shamsur Rahman Faruqi,In mein se koi nahi,A
61,'Molana Muhammad Ali Johar ka madfan kis mulk mein hai?,Falasteen,Inglistan,Afghanistan,In mein se koi nahi,A
62,"""Aab aab hona"" qawaid ki ro se kya hai?",Muhawara,Sirf roz marra hai,Muhawara bhi hai aur roz marra bhi,Na muhawara hai aur na roz marra,B
63,Baal-e-Jibril kab chhapi?,1932,1933,1935,In mein se koi nahi,C
64,Hafeez Jalandhari aur Lakhnowi ke majmua ko kis ne kulliyat ki misl kaha hai?,Mushfiq Raja,Khuwaja Muhammad Zakariya,Hasan Askari,Majeed Amjad,B
65,"Risaala ""Shagufa"" kahan se jari hota hai?",Lahore,Hyderabad,Karachi,In mein se koi nahi,B
66,Mano Bhai ka asal naam kya tha?,Javed Chaudhry,Muneer Ahmed Qureshi,Muneer Latif,Ahmad Nadeem Qasmi,B
67,Fauj ki jama kya hai?,Fauj,Afwaj,Faujen,Anjaaj,B
68,Aangan kis ka novel hai?,Prem Chand,Khadija Mastoor,Agha Hashar Kashmiri,In mein se koi nahi,B
69,"Farsi aur Urdu ke kis maroof o maqbool Urdu shair ne apni Urdu shairi ke majmue ko ""Be Rang Man Ast"" kaha hai?",Mirza Ghalib,Momin Khan Momin,Allama Iqbal,Hasrat Mohani,A
70,Yaadon ki Baraat kis ki sawaneh hayat hai?,Faiz Ahmed Faiz,Allama Iqbal,Josh Malihabadi,In mein se koi nahi,C
71,Kasheeda khaatir hona ka kya matlab hai?,Khush hona,Pareshan hona,Naraz hona,In mein se koi nahi,C
72,"Aus parna muhawara hai, is ka mafhoom kya hai?",Mayusi ki haalat,Safar ki tayyari,Khushi ki kefiyat,Aadhi raat ke baad ka waqt,A
73,Tedhi kheer hona: (muhawara),Ulta kaam,Mushkil kaam,Chalaki wala kaam,In mein se koi nahi,B
74,Yaadon ki baraat kis ki aap beeti hai?,Shaukat Siddiqui,Afzal Haq,Salahuddin,Josh Malihabadi,A
75,Urdu ke pehle nasr nigar ka naam kya hai?,Ameer Khusro,Meer Taqi Meer,Ibrahim Zauq,Quli Qutub Shah,A
76,Hafiz Mahmood Sherani ke mutabiq Urdu ka pehla shair kaun hai?,Quli Qutub Shah,Ameer Khusro,Masood Saad Suleman,In mein se koi nahi,B
77,Urdu Braj Bhasha se nikli hai. Yeh kis adeeb se mansoob hai?,Molana Muhammad Hussain Azad,Molana Altaf Hussain Hali,Maqsood Hussain,In mein se koi nahi,A
78,Mirza Ghalib ibtida mein kya takhallus istemal karte thay?,Mirza,Asad,Yakta,In mein se koi nahi,B
79,Khuda ki Basti kis ki tahreer hai?,Shaukat Siddiqui,Naseem Hijazi,Maulvi Abdul Haq,In mein se koi nahi,A
80,Urdu nazm ke pehle shair kaun hain?,Nazeer Qayoom,Akbar Allahabadi,Faiz Ahmed Faiz,Nazeer Akbarabadi,D
81,A Nandi kis ka afsana hai?,Ahmad Nadeem Qasmi,Ghulam Abbas,Muhammad Hussain Azad,In mein se koi nahi,B
82,Dukaan barhana ka matlab hai:,Karobar barhana,Dukaan band karna,Dukaan kholna,Dukaan banana,B
83,'Khali jagah pur kijiye: Aam ke aam ---------- ke daam.,Beejon,Guthliyon,Guthli,In mein se koi nahi,B
84,Woh naam jo hukumat ki taraf se diya jata hai woh kehlata hai?,Khitaab,Luqab,Urf,Kuniyat,A
85,Oud-e-Hindi aur Urdu-e-Mualla kis ki tasneef hain?,Deputy Nazir Ahmed,Mirza Ghalib,Maulvi Abdul Haq,In mein se koi nahi,B
86,Urdu adab ki taweel tareen tareekh kis ne tehreer ki hai?,Dr. Saleem Akhtar,Dr. Tabsum Kashmiri,Dr. Jameel Jalibi,Ram Babu Saxena,C
87,"""Nadar log"" kis ka novel hai?",Agha Hasan Amanat,Saadat Hasan Manto,Abdullah Hussain,Imtiaz Ali Taj,C
88,Zamindar akhbar kis ne jari kiya?,Molana Zafar Ali Khan,Altaf Hussain Hali,Syed Ahmed Khan,In mein se koi nahi,A
89,Ghalat imla ka intikhab karein.,Jinhon,Tumhein,Unhon,In mein se koi nahi,C
90,"Daman pe koi chheent na khanjar pe koi daagh, tum qatl karo ho ke karamat karo ho"" yeh kis ka sher hai?",Shaukat Ali,Sahir Ludhianvi,Kaleem Aajiz,Jon Elia,C
91,Allama Iqbal ki kaunsi tasneef un ke inteqal ke baad shaya hui?,Armaghan-e-Hijaz,Zarb-e-Kaleem,Baal-e-Jibreel,In mein se koi nahi,A
92,"Mashhoor afsana ""Toba Tek Singh"" kis ki tasneef hai?",Imtiaz Ali Taj,Prem Chand,Saadat Hasan Manto,Ashfaq Ahmed,C
93,Faiz Ahmed Faiz ke woh kaun se dost thay jo Punjabi zaban ke shair thay?,Ustaad Daman,Ahmad Nadeem Qasmi,Pitras Bukhari,In mein se koi nahi,A
94,Urdu adab ki mashhoor shakhsiyat Qurat-ul-Ain Haider ki wajah-e-shoharat kya hai?,Shairi,Novel Nigari,Mazah Nigari,Safar Nigari,B
95,Punctuation ko Urdu mein kya kehte hain?,Qosain,Ramooz-e-Auqaaf,Sakta,In mein se koi nahi,B
96,Qasida lafz nikla hai?,Qasd,Qasdaawat,Qasdan,In mein se koi nahi,A
97,Shama aur shair kis sanf mein likhi gayi hai?,Tarjeeh Band,Tarkeeb Band,Azad Nazm,In mein se koi nahi,B
98,"""Be neel-e-maram"" se kya murad hai?",Lok kahani,Naakam o namuraad,Jhooti kahani,Baghair kisi talab ke,B
99,"Khakon par mabni kitaab ""Alakh Nagri"" kis ne likhi?",Mustansar Hussain Tarar,Samia Ahuja,Mumtaz Mufti,Abdullah Hussain,A
100,"""Bint al-anab"" ka mafhoom kya hai?",Angoor ki beti (sharab),Maifrosh ki beti,Kisan ki beti,Brahman zadi,A
101,Urdu ka pehla novel nigar kaun tha?,Mirza Asadullah Khan Ghalib,Meer Taqi Meer,Maulvi Nazir Ahmad,In mein se koi nahi,C
102,Khutoot nigari mein kaun se shaair mashhoor hain?,Ghulam Abbas,Ahmed Nadeem Qasmi,Deputy Nazir Ahmed,In mein se koi nahi,D
103,"""Andalus mein ajnabi"" aur ""Khana Badosh"" kis ki tasaneef hain?",Ibn-e-Insha,Mustansar Hussain Tarar,Ashfaq Ahmed,Saadat Hasan Manto,B
104,Jungle mein Dhanak kis ki kitaab hai?,Ahmad Nadeem Qasmi,Muneer Niazi,Nasir Kazmi,Amjad Islam Amjad,B
105,Ek qatra khoon novel ka mauzoo kya hai?,Pakistani muashrati masail,Waqiat Karbala,Hijrat,Taqseem e Hind,B
106,Iqbal ne kis sanf ko sab se zyada barta hai?,Musaddas,Mukhmas,Masnavi,In mein se koi nahi,C
107,Firdos-e-Bareen kisi adeeb ka mashhoor tareekhi novel hai?,Sadiq-ul-Khairi,Diya Shankar Naseem,Nazir Ahmad,Abdul Haleem Sharar,D
108,Tarb ka lughwi maani kya hai?,Khushi,Naghma,Khamoshi,Aawaz,A
109,Maahnama Adab Lateef ka pehla editor kaun tha?,Barkat Ali Chaudhry,Zafar Ali Khan,Molana Muhammad Ali Johar,In mein se koi bhi nahi,D
110,Nazeer Ahmad ke kis novel par un ko hukumat ki taraf se aik hazaar ka inaam mila tha?,Tauba-tun-Nusuh,Mir'at-ul-Aroos,Fasana-e-Mubtala,Banat-un-Na'ash,B
111,Urdu zaban ka pehla awaami shair kise kaha jata hai?,Allama Iqbal,Nazeer Akbarabadi,Habib Jalib,Sahir Ludhianvi,C
112,Chaar misron ki nazm ko kya kehte hain?,Mukhmas,Musaddas,Rubai,Qata,C
113,Durusti imla ke hawalay se kaun si shakhsiyat mashhoor hai?,Imam Bakhsh Nasikh,Akbar Allahabadi,Meer Taqi Meer,In mein se koi nahi,A
114,Umrao Jan Ada kis ki tahreer hai?,Sir Syed,Hadi Raswa,Rafiq Ahmed,Prem Chand,B
115,Deewan-e-Ghalib ki ashaat Ghalib ki zindagi mein kitni bar hui?,Do,Paanch,Gyarah,No,B
116,Khuishta Gaam ki tarkeeb kya hai?,Mubarak qadam,Makhsus qadam,Tez qadam,Sust qadam,A
117,Darja zail mein se durust jumlay ka intikhab kijiye?,Hum dosto ke saath ja rahe hain,Hum doston ke saath ja rahe hain,Hum donon ke saath ja rahe hain,In mein se koi nahi,B
118,Durust jumlay ki nishandahi karein?,Yeh riwayat bilkul sahi nahi.,Yeh riwayat bilkul sahi nahi hai.,Yeh riwayat qatai sahi nahi.,Yeh riwayat bilkul sahi nahi.,A
119,Bang-e-Dara ki pehli nazm ka kya naam hai?,Raat aur shair,Tarana Milli,Himalah,In mein se koi nahi,C
120,Hath kangan ko arsi kya aam zarb-ul-misl hai iska mafhoom kya hai?,Zewar naqdi ka hi doosra naam hai,Nazuk mizaj ko bhari bojh uthane ki kya zarurat hai,Jo kuch zahir aur ayan hai us ka bayan karna fizool hai,Sulah safai se baat banti hai to jhagray ki kya pari hai,C
121,Faiz Ahmed Faiz kaun si tehreek ka hissa thay?,Halqa Arbab-e-Zauq,Romantic Tehreek,Taraqqi Pasand,Anjuman Taraqqi Urdu,C
122,"Mashhoor qaumi naghma ""Jeevay Jeevay Pakistan"" kis ne likha?",Masroor Anwar,Jameeluddin Aali,Qateel Shifai,Muneer Niazi,B
123,"Din ko bhi yahan shab ki siyahi ka samaan hai, Noor Jahan ka mazaar? Noor Jahan hai, Noor Jahan ka mazaar? Noor Jahan hai, qabr hai ya ke qabr yahan hai, qabr hai ya ke qabr yahan hai.",Israr ul Haq,Bano Qudsia,Tilok Chand Mehroom,In mein se koi nahi,C
124,In mein se kaun sa lafz durust hai?,Assalam Alaikum,Assalam o Alaikum,Wassalam Alaikum,Islam Alaikum,A
125,Ameer Khusro ki tehreek in mein se kis ka hissa ho sakti hai?,Ibham Goi ki Tehreek,Romanvi Tehreek,Taraqqi Pasand Tehreek,Sufiya ki Tehreek,D
126,"Risala ""Asbab-e-Baghawat-e-Hind"" kis ki tehreer hai?",Syed Ameer Ali,Sir Syed Ahmed Khan,Allama Iqbal,Zafar Ali Khan,B
127,Qasida kis lafz se nikla hai?,Qasd,Qasdan,Qasid,In mein se koi nahi,A
128,Ghazal ke hum aawaz alfaaz ko kya kehte hain?,Radeef,Tarkeeb,Qafia,In mein se koi nahi,C
129,"""Aatish Kada"" kis mashhoor shair ka majmua-e-kalaam hai?",Allama Iqbal,Mirza Ghalib,Altaf Hussain Hali,Dr. Muhammad Deen Taseer,D
130,Pressure Cooker kis ka likha hua novel hai?,A Hameed,Ahmad Ali,Intizar Hussain,Siddiq Salik,D
131,Durust zarb-ul-misl batain.,Aik aik gyarah,Aik aik do barah,Aik aur aik gyarah,In mein se koi nahi,C
132,Urdu adab mein Jameela Hashmi kis cheez ke liye mashhoor hain?,Insha Pardazi,Tanqeed,Novel Nigari,Ghazal Goi,B
133,Khuda-e-Sukhan kis ko kehte hain?,Asadullah Khan Ghalib,Ibn-e-Insha,Meer Taqi Meer,Meer Dard,A
134,Burha Tota se kya murad hai?,Aqalmand admi,Tajurba kar admi,Emaandar admi,Be-wuqoof admi,D
135,"Bas ke dushwaar hai har kaam ka asan hona, aadmi ko bhi mayassar nahin insaan hona, darj zail sher kis ka hai?",Allama Muhammad Iqbal,Altaf Hussain Hali,Asadullah Khan Ghalib,Faiz Ahmed Faiz,C
136,Ameen kis zaban ka lafz hai?,Ibrani,Arabi,Farsi,In mein se koi nahi,A
137,Zameen ka gaz kya matlab hai?,Taweel safar karne wala,Ghar mein rehne wala,Ghoomne phirne wala,In mein se koi nahi,A
138,Mirza Ghalib kis shehar mein peda hue?,Dehli,Agra,Banaras,Lucknow,B
139,Mazdooron ka shair kise kaha jata hai?,Akhtar Shirani,Ehsan Danish,Saghar Siddiqui,Altaf Mashhadi,B
140,Maulana Shibli Nomani ki aap beeti kis ne likhi hai?,Akhter Husain Rai Puri,Mansoor Saad Suleman,Khalid Nadeem,In mein se koi nahi,C
141,Rubai ke kisi misray ko hasil-e-rubai kehte hain?,Teesre misre ko,Dosre misre ko,Pehle misre ko,In mein se koi nahi,D
142,Darj zail mein se kaun sa murakkab atfi hai?,Charand Parand,Zauq-o-Shauq,Kalma-e-Mahmal,In mein se koi nahi,B
143,Urdu mein tareekhi ishaare ke liye kaunsi istilah istemaal hoti hai?,Dakhliyat,Rajaiyat,Talmih,In mein se koi nahi,C
144,"Chehel Dastan, ""Hamza Dastan"" aur ""Naag Part"" ke musannif hain?",Mustansar Hussain Tarar,Atta ul Haq Qasmi,Aamir Ali D,In mein se koi nahi,A
145,"Nazm ""Munajat Biwa"" kis ne likhi?",Altaf Hussain Hali,Mir Taqi Mir,Mirza Ghalib,In mein se koi nahi,A
146,Kisi ravi ko sadiq aur zabita sabit karna kehlata hai?,Jarh,Tadeel,Riwayat,Estinbat,B
147,Tasdeeq ka mutazad kya hai?,Taghzeeb,Takzeeb,Inkar,In mein se koi nahi,B
148,Ae Rah-e-Haq ke Shaheedo kis ne likha?,Jameeluddin Aali,Sahir Ludhianvi,Nasir Kazmi,Musheer Kazmi,D
149,Ghazwa-e-Badr ____ mein ladi gayi.,San 3 Hijri,San 2 Hijri,San 4 Hijri,San 1 Hijri,B
150,Rooh ko bhi to qalam ki nok tez aur dil kitab kis ki hai?,Zunun Mashriq,Israr Khudi,Baal e Jibreel,Armaghan e Hijaz,C
151,"Qawaid ki raw aur saakht ke i'tibar se woh lafz jo khud to kisi lafz se na bana ho albatta is se agay lafz ban sakte hon, kehlata hai?",Masdar,Jaamid,Mushtaq,In mein se koi nahi,A
152,Urdu zaban ka lafz kis zaban se mushtaq hai?,Turki,Arabi,Farsi,In mein se koi nahi,A
153,Baba-e-Urdu kis shakhsiyat ko kaha jata hai?,Maulana Zafar Ali Khan,Maulvi Abdul Haq,Mirza Ghalib,Tamam Abbas,B
154,Musaddas-e-Hali ka doosra naam ____ hai?,Chiragh Hasrat,Safeena Islam,Madojazar Islam,Shah-e-Jam-e-Islam,C
155,Charagh pa hona muhawara hai. Is ka mafhoom kya hai?,Gusse ki kefiyat,Roshni bikherna,Khushiyan baantna,Tazabzub ki haalat,A
156,"Woh shaakh jis mein jumlon ki sakht pe baat ki jaye, kya kehlati hai?",Nahv,Sirf,Urooz,In mein se koi nahi,A
157,Walid Iqbal ne Allama Iqbal ki aap beeti kis naam se likhi?,Iqbal Nama,Zinda Rood,Iqbal ki Zindagi,In mein se koi nahi,A
158,Jo naam kisi khaas wasf ki wajah se mashhoor ho jaye use kya kehte hain?,Urf,Khitaab,Kuniyat,Luqab,D
159,Ghazal ka kaun sa sher matla kehlata hai?,Pehla,Dosra,Teesra,Akhri,A
160,1913 mein Roznama Hamdard ka aaghaz kis ne kiya?,Zafar Ali Khan,Muhammad Ali Johar,Shaukat Ali,In mein se koi nahi,B
161,Alipur ka Aili novel kis ne likha?,Mustansar Hussain Tarar,Ashfaq Ahmed,Mumtaz Mufti,Abdullah Hussain,C
162,Shayari mein ibtizal se kya muraad hai?,Aamiyana,Tazad,Laf-o-Nashr,In mein se koi nahi,A
163,Faiz Ahmed Faiz ki qabr kahan waqia hai?,Lahore,Karachi,Hyderabad,In mein se koi nahi,A
164,Zikr-e-Iqbal ke musannif ka naam batayein?,Abdul Majeed Salik,Haqq Nawaz,Salahuddin,Shorish Kashmiri,A
165,Khqani-e-Hind kis mashhoor shair ko kaha jata hai?,Ibrahim Zauq,Meer Taqi Meer,Altaf Hussain Hali,In mein se koi nahi,A
166,Baal-e-Jibril ki asha'at kab hui?,1931,1932,1933,1934,D
167,"Allama Iqbal ki nazm ""Khizr-e-Rah"" mein Khizr se kitne sawalat kiye gaye hain?",Do,Teen,Chaar,Paanch,D
168,Kitaab Armaghan-e-Hijaz ka musannif kaun hai?,Allama Iqbal,Abdul Haleem Sharar,Faiz Ahmed Faiz,In mein se koi nahi hai,A
169,Chahar shamba hafte ka kaunsa din hai?,Itwaar,Peer,Mangal,Budh,D
170,Ibtizal ke maani hain?,Asatir-ul-awwalin,Aamiyana,Gehraai,In mein se koi nahi,B
171,Noor Jahan ka mazar kis ki nazm hai?,Nasir Kazmi,Ahmed Nadeem Qasmi,Talok Chand Mehroom,In mein se koi nahi,C
172,Fiqra mukammal karein: Hathi guzar gaya ____ reh gayi?,Dam,Soond,Naag,In mein se koi nahi,A
173,Laila ke khutoot sanf ke aitbaar se kya hai?,Aap beeti,Novel,Drama,In mein se koi nahi,B
174,Matla kehte hain?,Ghazal ke pehle misray ko,Ghazal ke aakhri misray ko,Ghazal ke darmiyan walay misray ko,In mein se koi nahi,A
175,Qazi Ji Urdu ka mashhoor mazahiya kirdar kis ki takhleeq hai?,Prem Chand,Bano Qudsia,Ashfaq Ahmed,Shaukat Thanvi,D
176,"'1797 mein Ghalib peda hue, 1817 mein Sir Syed, 1837 mein Hali. Batain 1857 mein kaun peda hua?",Molana Muhammad Hussain Azad,Molana Shibli Naumani,Allama Iqbal,In mein se koi nahi,B
177,Durust fiqre ki nishandahi karein: poori majlis _____ mein doob gayi.,Gham-o-Alam,Gham-o-Ilm,Gham-o-Alam,In mein se koi nahi,A
178,"Us diary ya notebook ko, jismein shayar apna kalaam ya muntakhib ash'aar darj karta hai, istilah mein kya kaha jata hai?",Kulyaat,Deewaan,Bayaaz,Koi jawab durust nahi,C
179,Woh huroof jo sawal karne par istemal hote hain kehlate hain?,Nidaiya,Istifham,Fajaaiya,In mein se koi nahi,B
180,Dasht-e-Soos kis ne likha hai?,Akhtar Raza Salimi,Amira Ahmed,Jameela Hashmi,Idrees Azad,C
181,Istiara ke lughwi maani hain?,Udhar lena,Ishara karna,Naqd ki cheez lena,In mein se koi nahi,A
182,Khaak aur Khoon kis ka novel hai?,Naseem Hijazi,Qurat ul Ain,Bano Qudsia,In mein se koi nahi,A
183,Taubat-un-Nusuh novel kis ki tahreer hai?,Molana Shibli Naumani,Molana Altaf Hussain Hali,Molana Zakaullah,Deputy Nazir Ahmad,D
184,Waqia aag kis ghazwa mein pesh aaya?,Ghazwa-e-Muteq,Ghazwa-e-Taif,Ghazwa-e-Khandaq,Ghazwa-e-Badr,A
185,Azad Nazm ka bani kise kaha jata hai?,Ismail Meeruthi,Mirza Ghalib,N. M. Rashid,In mein se koi nahi,C
186,Pakistan ka qaumi tarana kis ne likha hai?,Sir Syed Ahmed Khan,Hafeez Jalandhari,Allama Iqbal,Molana Shibli Naumani,B
187,Karbala par mabni nazm ko sanf ke aitbaar se kya kaha jata hai?,Qasida,Marsiya,Manqabat,Rubai,B
188,"""Chachkan"" ke musannif ka naam kya hai?",Ibn-e-Insha,Imtiaz Ali Taj,Chiragh Hasan Hasrat,Pitras Bukhari,B
189,"Muhavra ""Pait katna"" ka kya matlab hai?",Harna,Bachat karna,Dhokha khana,Peecha chhudana,B
190,"""Zero zabar karna"" muhawara hai. Is ka mafhoom kya hai?",Ulat pulat karna,Bartari tasleem karna,Hukm adooli karna,Bhaag jana,A
191,"Pal parna muhawara hai, is ke maani hain:",Sar par paon rakh kar bhaagna,Behas mubhasah karna,Ghour o fikar karna,Hamla karna ya toot parna,D
192,"Allama Iqbal ki mashhoor nazm ""Adam ko jannat se nikala gaya aur rooh-e-ard ne un ka istiqbal kiya"" un ke kis majmua-e-kalam mein hai?",Asrar-e-Khudi,Bang-e-Dra,Baal Jibril,Zarb Kaleem,C
