Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
29,"A person is sitting in a car that is at rest. The reaction from the road at each of the four wheels of the car is R. When the car accelerates, how will the reaction at either of the front wheels vary?",It will be greater than R,It will be less than R,It will be equal to R,It shall depend on the material of the road,B
30,How many times does a normal man respire per minute?,10-15 times,14-18 times,20-25 times,25-30 times,B
31,A tidal bore is caused by a:,Friction from prevailing winds,Spring tide and strong winds,Unequal heating of oceans,Rising tide meeting river currents,D
32,What is the cause of a rainbow:,Clouds,Dust particles,Raindrops,All of these,C
33,Electricity does not move through the wire but through a field around the wire.,Right,Wrong,Ambiguous,No idea,B
34,All of the following are invertebrates except the:,Snail,Crab,Prawn,Fish,D
35,Which stone floats on water?,Quartzite stone,Pumice stone,Basalt stone,Limestone,B
36,Inflammation of appendix is called:,Appendicitis,Goiter,Glaucoma,None of these,A
37,Which vessel provides blood to the liver?,Veins,Hepatic artery,Arteries,None of these,B
38,Who was the first modern scientist to prove that the planets move around the Sun?,Nicolaus Copernicus,Archimedes,Galileo Galilei,Johannes Kepler,A
39,"An organization that has developed the capacity to continuously learn, adapt, and change is called a ______.",virtual organization,learning organization,traditional organization,bureaucratic organization,B
40,"Of the following items, which one is present in the stomach:",Gastric juice,Optic nerve,Sperm,Dandruff,A
41,Pepsin converts:,Protein into peptides in an acidic medium,Protein into peptides in an alkaline medium,Protein into peptides in a neutral medium,Starch into glucose,A
42,A car is running on a road at a uniform speed of 60 km/hr. The net resultant force on the car is:,Driving force in the direction of the car's motion,Resistance force opposite to the direction of the car's motion,An inclined force,Equal to zero,D
43,Radioactivity was discovered by,Henri Becquerel,Marie Curie,Newton,Einstein,A
44,The three primary nutrients needed for the healthy growth of plants are:,"N, P, K","N, C, P","N, K, C","N, S, P",A
45,A device that converts mechanical energy into electrical energy is called a:,Transformer,Generator,Motor,Coil,B
46,Sedimentary rocks are often:,Porous,Hard,Rough,Brittle,A
47,A parsec is a unit of:,Energy,Time,Power,Distance,D
48,"When color is removed from an object through a chemical process, the process is known as ______.",dyeing,bleaching,removal,None of these,B
49,A fathometer is used to measure:,Earthquakes,Rainfall,Ocean depth,Sound intensity,C
50,What is the most important function of perspiration?,To excrete the waste of the body,To keep the skin wet,To regulate body temperature,To excrete extra water in the body,C
51,Mark the wrong combination,James Watt: Steam Engine,A.G. Bell: Telephone,J.L. Baird: Television,J. Perkins: Penicillin,D
52,"In space, the human body:",Gains weight,Has no change in weight,Has little change in weight,Loses weight,D
53,Hydroponics is the art of:,Scientific description of the water of the Earth,Growing plants without soil (in water mixed with chemicals),Detection of sound waves in water,Motion and pressures of liquids,B
54,Christian Friedrich Schönbein is credited with the discovery of ______.,the neutron,ozone,chlorine,radium,B
55,Who was the first person to see Neptune through a telescope and recognize it as a planet?,Galileo,Herschel,Johann Gottfried Galle,Le Verrier,C
56,"The epicenter of the October 8, 2005, earthquake in Pakistan was 100 km north of Islamabad, near ______.",Balakot,Muzaffarabad,Garhi Habib Ullah,None of these,B
57,Which of the following flowers is often called the 'Queen of Water'?,Lily,Rafflesia,Tulip,Rose,A
58,Deuterium oxide is the chemical name of:,Hard water,Heavy water,Soft water,Mineral water,B
59,An optical fiber system is a:,Telecommunication system,Eye operation,Air-raid system,Defense system,A
60,The electrocardiograph was invented by,James Watt,William Einthoven,T.H. Huxley,William Shockley,B
61,How many bones are there in an adult human being?,206,300,218,270,A
62,One Astronomical Unit is equal to how many km in whole numbers?,130 million km,140 million km,150 million km,160 million km,C
63,Which of the following is a type of force?,Magnetism,Kinetic energy,Light,Heat,A
64,Who discovered the neutron?,John Bardeen,William Bragg,Henry Cavendish,James Chadwick,D
65,Iron deficiency causes:,Bone deformity,Irregular heartbeat,Tooth decay,Anaemia,D
66,The sugar present in milk is:,Sucrose,Fructose,Lactose,Glucose,C
67,Myopia is a defect of the human eye. It can be corrected by using a:,Convex lens,Concave lens,Cylindrical lens,Plano-convex lens,B
68,The breeding and management of bees is known as:,Sericulture,Horticulture,Apiculture,None of these,C
69,The protein content in wheat is approximately ____.,12 percent,1 percent,5 percent,2 percent,A
70,Bryophytes are ______.,vascular plants,non-vascular plants,tracheophytes,prokaryotes,A
71,The light of distant stars is affected by:,Interstellar dust,The Earth's atmosphere,Both A & B,None of these,C
72,The solar system has ____ planets.,9,8,7,None of these,B
73,"Japan is called the ""Land of the Rising Sun"" because ______.",the Sun rises there as soon as it sets,"Japan, being the easternmost country in the world, has the earliest sunrise",the Sun always remains in the eastern part of the sky throughout the day in Japan,the rays of the sun get reflected from the waters of the sea and make the sunrise,B
74,Red blood cells are produced in the:,Bone marrow,Spleen,Heart,Liver,A
75,A transformer is used to:,Increase DC voltage,Increase or decrease AC voltage,Decrease DC voltage,Convert DC into AC,B
76,Water is a highly effective coolant for a car engine because:,Water boils at a comparatively high temperature,Evaporation of water produces a lot of cooling,Water is a good conductor of heat,Water has a very high specific heat capacity,D
77,"As of 2023, how many confirmed moons does the planet Saturn have?",27,36,83,146,D
78,A matter can exist in which of the following forms?,Liquid,Solid,Gas,All of these,D
79,Phosgene can be used as:,An insecticide,A herbicide,A warfare gas,A defoliant,C
80,A dental mirror is which type of mirror?,Concave mirror,Plane mirror,Convex mirror,None of the above,A
81,An object weighs less at the equator than at the poles because:,The force of gravity is more at the equator than at the poles,The force of gravity is less at the equator than at the poles,The Earth is almost flat at the equator,The equatorial radius of the Earth is less than the polar radius,B
82,Which of the following elements is a metal?,S (Sulfur),Se (Selenium),I (Iodine),Ga (Gallium),D
83,Which substance is used to make whitewash for walls?,Lime (Calcium Oxide),Soda lime,Rockstone,None of these,A
84,What type of energy does a compressed spring have?,Potential energy,Elastic potential energy,Kinetic energy,None of the above,A
85,A Geiger-Muller counter is used to detect:,Neutrons,Protons,Ionizing radiation,Photons,C
86,A transistor is a device that converts a weak signal into a:,Strong signal,Small signal,Both A & B,None of these,A
87,Which instrument measures the speed of a ship through water?,Periscope,Pitometer log,Sextant,Manometer,B
88,What is the fourth state of matter?,Rocks,Plasma,Water,None of the above,B
89,Fossils found in the lowest geological strata are generally the most:,Advanced,Complex,Primitive,Specialized,C
90,Who was the first person to see Neptune through a telescope and recognize it as a planet?,Galileo,Herschel,Johann Gottfried Galle,Le Verrier,C
91,What is the average age of a horse?,20-25 years,25-30 years,30-35 years,35-40 years,B
92,Kinetic energy is the energy that is produced by the:,Nuclear explosion,Human effort,Movement of an object,Water power,C
93,Offshore wind farms are being considered because:,They are more aesthetically pleasing,They do not interfere with bird migration routes,Wind speeds are higher and turbulence is lower,None of these,C
94,Nonstick cooking utensils are coated with:,PVC,Teflon,Polystyrene,None of these,B
95,"The phenomenon of Aurora Borealis, the display of lights in the Northern Hemisphere, is due to radiation interacting with the:",Ionosphere,Troposphere,Mesosphere,Stratosphere,A
96,What is the chemical combination of laughing gas?,Helium and Nitrogen,Nitrogen and Hydrogen,Nitrogen and Oxygen,Hydrogen and Oxygen,C
97,The study of insects is known as ______.,taxonomy,entomology,hematology,anatomy,B
98,Which vitamin gets destroyed on heating?,Vitamin C,Vitamin K,Vitamin E,Vitamin B,A
99,Water covers ____ of the Earth's surface.,71 percent,76 percent,67 percent,65 percent,A
100,The vitamin folate works together with ____ to produce new red blood cells.,Vitamin B12,Vitamin A,Vitamin D,None of these,A
101,The electrical device which converts sound energy into electrical energy is a ______.,microwave,microphone,speaker,None of these,B
102,"To stay in the sunlight while circling the globe at the equator, one has to move with a speed of about 1670 km/h.",Right,Wrong,Ambiguous,No idea,A
103,The motions of tectonic plates are responsible for which of the following on Earth?,Continental drift,Seafloor spreading,Most volcanic and seismic activity,All of them,D
104,The unit 'Decibel' is the measurement of:,Electric charge,Intensity of sound,Magnetic flux,Speed of ships and aircraft,B
105,At what temperature does water have maximum density?,0°C,4°K,4°F,4°C,D
106,Anorexia Nervosa is a disease of:,Sleeping sickness,Nervous disorder,Eating-disorder,Loss of memory,C
107,Which celestial body most affects the ocean's tides?,Sun,Moon,Galaxy,Meteorite,B
108,The average life of a red blood cell in the body is about:,95 days,105 days,120 days,130 days,C
109,Who invented the digital computer?,Thomas Savery,Howard Aiken,James Watt,Percy Spencer,B
110,An ovum is:,Diploid,Haploid,Triploid,None of these,B
111,Which of the following is a mammal?,Whale,Dolphin,Tuna,Both A and B,D
112,Many people died in London in 1952 as a result of air pollution caused by:,Mist,Fog,Smog,Smoke,C
113,RADAR systems work by using:,Radio waves,Ultraviolet rays,Infrared rays,All of the above,A
114,Which metallic element is liquid at room temperature?,Mercury,Lead,Nickel,Zinc,A
115,What is the main waste product of protein metabolism in humans?,Urea,Ammonia,Magnesium,None of these,A
116,The ozone layer restricts ______ from reaching the surface of the Earth.,Ultraviolet rays,Gamma rays,Infrared rays,X-rays,A
117,The mechanical advantage of a lever will be large if its:,Arms on opposite sides of the fulcrum are equal,"Arms are unequal, with one of them being shorter not being material",Arm on the side of the load is longer than the other arm,Arm on the side of the load is shorter than the other arm,D
118,What is the medical term for low blood sugar?,Lymphoblastic leukemia,Hypoglycemia,Diabetes mellitus,None of the above,B
119,The acid used in a car battery is:,Acetic acid,Nitric acid,Sulfuric acid,Hydrochloric acid,C
120,Methane is used in daily life with the name of ______.,carbon dioxide,natural gas,carbon monoxide,calcium carbonate,B
121,Water has maximum density at:,0 degrees Celsius,4 degrees Celsius,4 degrees Fahrenheit,4.8 degrees Celsius,B
122,Animals that live in trees are known as ______.,amphibious,arboreal,aquatic,volant,B
123,An example of an igneous rock that cooled slowly beneath the Earth's surface is:,Granite,Marble,Sandstone,None of these,A
124,"The Aurora Borealis, a light display in the Northern Hemisphere, is caused by solar radiation interacting with the:",Ionosphere,Troposphere,Mesosphere,Stratosphere,A
125,How many grams are there in one carat?,0.200 grams,0.225 grams,0.250 grams,0.275 grams,A
126,Who invented the first practical flushing toilet?,Joseph Bramah,Linus Yale,Vladimir Zworykin,Joseph Priestley,A
127,"Which of the following human diseases can be caused by eating meat from a ""mad cow""?",Parkinson's disease,Variant Creutzfeldt-Jakob disease (vCJD),Campylobacteriosis,Tuberculosis,B
128,A luminous body emits ____.,Light,Energy,Waves,None of these,A
129,The science which deals with the study of the manners and customs of people is:,Ethnology,Morphology,Ethics,Genetics,A
130,The vertebral column in human beings consists of how many vertebrae?,33,12,10,5,A
131,"The instrument specially designed for recording earthquake waves is a seismograph, which measures them on a:",Fahrenheit scale,Richter scale,Celsius scale,None of these,B
132,Which of the following is both an endocrine and an exocrine gland?,Parathyroid,Thyroid,Pancreas,All of these,C
133,"Consider the following: 1) Camphor, 2) Chicory, 3) Vanilla. Which of these are plant products?",1 and 2 only,3 only,1 and 3 only,"1, 2, and 3",D
134,The unit of pressure is:,Pascal,Torr,Both of these,None of these,C
135,The largest part of the human brain is:,Medulla oblongata,Cerebellum,Cerebrum,None of these,C
136,A vegetable that contains sulphur is:,Potato,Onion,Cabbage,Both B and C,D
137,Which element is liquid at room temperature?,Argon,Nitrogen,Neon,None of these,D
138,Which of the following vitamins is synthesized in the body by intestinal bacteria?,Vitamin K,Vitamin E,Vitamin B12,Vitamin B1,A
139,One of the devastating effects of the Krakatoa eruption was the tsunami that was produced. How high were the waves believed to have reached?,10 ft,120 ft,50 ft,90 ft,B
140,Leukocytes are produced in the:,Lymph nodes,Spleen,Bone marrow,Ribs,C
141,A parachute can be used by a spaceman to help in landing on the Moon.,Right,Wrong,Ambiguous,No idea,B
142,Brass is an alloy of:,Copper and tin,Copper and zinc,Copper and nickel,Aluminium and magnesium,B
143,What is a pre-release test version of software often called?,Beta,Alpha,Gamma,None of these,A
144,Which of the following diseases is inheritable?,Leukaemia,Colour blindness,Malignancy,Hepatitis,B
145,The newly discovered high-temperature superconductors are:,Metal alloys,Pure rare-earth metals,Ceramic oxides,Inorganic polymers,C
146,Infectious diseases are caused by:,Pathogens,Viruses,Bacteria,All of these,D
147,Gymnophobia is a fear of:,Closed spaces,Height,Nudity,Trees,C
148,The surfaces of solar panels are painted:,Red,White,Yellow,Black,D
149,Is it possible to design a machine that can go on working forever without the expenditure of energy?,No,Yes,In due course time,Very soon,A
150,"What is a light-sensitive device that converts drawings, printed text, or other images into digital form?",Scanner,Printer,Bluetooth,None of these,A
151,Who created the first gasoline car?,Henry Ford,Karl Benz,Enzo Ferrari,None of these,B
152,"If air resistance is zero, all objects, regardless of their masses, fall with:",The same acceleration,Different acceleration,The same velocity,None of these,A
153,Which of the following vitamins is also known as niacin?,Vitamin B1,Vitamin B3,Vitamin B12,Vitamin B6,B
154,Which of the following has the largest wavelength?,Ultraviolet radiation,X-rays,Visible light,Infrared light,D
155,In a DNA molecule:,Adenine always binds with thymine,Thymine always binds with guanine,Cytosine always binds with thymine,Guanine always binds with adenine,A
156,Rainfall is measured using a:,Salinometer,Rainoscope,Rain gauge,Rainometer,C
157,"The total pressure exerted by air on an average-sized person is about 14.7 lbs per square inch, but the person feels comfortable. This is because of:",An equal and opposite pressure acting from inside the body,The height of the person,Gravity,The Earth pulling the person upward,A
158,A Wheatstone bridge is a type of electrical circuit.,Right,Wrong,Ambiguous,No idea,A
159,Which Arab scientist wrote the 'Kitab Al-Manazir'?,Abd el-Krim,Avicenna,Alhazen,Averroes,C
160,The discovery of the neutron was delayed because it ______.,is a fundamental particle,does not carry any charge,is present in the nucleus,does not move,B
161,The living part of a plant cell is composed of a nucleus and:,Cytoplasm,Protoplasm,Both A and B,None of these,C
162,Who received the first Nobel Prize in Physiology or Medicine in 1901?,Emil von Behring,Samuel B. Morse,Sir William Crookes,None of these,A
163,Which are the largest of the white blood cells?,Monocytes,Eosinophils,Basophils,Lymphocytes,A
164,Which one of the following would give the highest energy per gram?,Glucose,Proteins,Fats,Sucrose,C
165,Diamond is an allotropic form of:,Carbon,Silicon,Germanium,None of these,A
166,One of the countries through which the equator passes is:,Kenya,Pakistan,Malaysia,Malta,A
167,Which one of the following is an example of a hereditary disease?,AIDS,Haemophilia,Syphilis,Xerophthalmia,B
168,Which of the following metals occurs in a free state?,Mercury,Lead,Copper,Iron,C
169,"When a warm air mass is lifted off the surface in a weather depression, it is called:",A cold front,An anticyclone,A warm front,An occlusion,D
170,The Earth's axis is tilted by:,21.0°,21.5°,23.0°,23.5°,D
171,The principal constituent of the atmosphere of the Earth is:,Hydrogen,Nitrogen,Carbon,Oxygen,B
172,"If an alkali is slowly added to an acidic solution, the pH of the acidic solution will:",Increase,Decrease,Increase to 7 and then decrease,Decrease to 7 and then increase,A
173,The primary site of red blood cell production is the:,Liver,Small intestine,Kidney,Bone marrow,D
174,The basic building blocks of plants and animals are referred to as:,Cell,Chromosomes,Guanine,None of these,A
175,The most dense and heaviest planet is ______.,Mars,Earth,Jupiter,None of the above,B
176,Compressed Natural Gas (CNG) has the same chemical composition as that of:,LPG,Sui Gas,Tear gas,Hydrogen,B
177,The total energy of a revolving electron in an atom ____.,Can never be positive,Can have any value above zero,Cannot be negative,Will always be positive,A
178,A fern belongs to:,Bryophyta,Pterophyta,Anthophyta,None of these,B
179,The first translation of the Holy Quran into a Western language was made into Latin. It was done by Robert of Ketton and Hermann of Carinthia in:,in 1143,in 1215,in 1288,in 1347,A
180,Which gas is used in the preparation of soft drinks?,Halogen,Nitrogen,Carbon dioxide,Oxygen,C
181,Force is measured in:,Pascal,Newton,Kelvin,Joule,B
182,What is the name of the active asteroid discovered near Jupiter?,2019 AA1,2019 LD2,2019 JR10A,2019 Jup1036,B
183,An echo is a ______ of sound.,interference,reflection,refraction,None of the above,B
184,The Earth completes one rotation on its axis in:,23 hours and 30 minutes,23 hours 56 minutes and 4.9 seconds,24 hours,24 hours 1 minute and 10 seconds,B
185,Silicon is a:,Semiconductor,Insulator,Superconductor,Conductor,A
186,The Spanish Influenza of 1918-19 was caused by which influenza virus?,H1N2,H3N1,H1N1,None of these,C
187,The fastest-revolving planet is ____.,Mercury,Mars,Earth,None of these,A
188,How many square inches are in 1 square foot?,12 sq inches,36 sq inches,144 sq inches,1728 sq inches,C
189,"For transfusion, the 'O' blood group of a donor can be accepted by a person having blood group:",A,B,AB,All of these,D
190,Water has been discovered on which potentially habitable super-Earth?,K2-13a,K2-18b,K2-15c,K2-14d,B
191,"Ibn Zuhr, writer of 'Al-Taisir', was famous for his contribution to:",Surgery,Calculus,Astronomy,None of these,A
192,Which of the following is not a mosquito-borne disease?,Dengue fever,Malaria,Sleeping sickness,Filariasis,C
193,White light passing through a prism splits into ______.,4,5,6,7,D
194,Approximately 95 percent of the lithosphere is composed of:,Igneous and metamorphic rocks,Sedimentary rocks,Both A and B,None of these,A
195,"When light passes from air into glass, it experiences a change in:",Frequency and wavelength,Frequency and speed,Wavelength and speed,"Frequency, wavelength, and speed",C
196,Which of the following is not typically found in tobacco smoke?,Chlorine bleach,Nail polish remover,Rocket fuel,Barbecue lighter fluid,A
197,An atom is made up of ____ particles.,2,3,4,None of above,B
198,Vitamin B complex includes,"Vitamins B1,B2","Vitamins B₁, B₂, B₆, B₁₂","Vitamins B₆, B₁₂","Vitamins B₂, B₃, B₉, B₁₂",B
199,The biggest species in the cat family is the:,Tiger,Lion,Leopard,None of these,A
200,Approximately how many centimeters are in an inch?,4,2,2.5,3.5,C
201,The study of improving human qualities through selective breeding is called:,Genealogy,Cloning,Biotechnology,Eugenics,D
202,The most suitable unit for expressing nuclear radius is the:,Fermi,Nanometer,Angstrom,Micron,A
203,Which of these countries lies on the equator?,Kenya,China,Bhutan,El Salvador,A
204,The internal friction of a fluid is called:,Surface tension,Cohesive force,Resistance,Viscosity,D
205,What does TCM stand for in medical terms?,Tetra Carbon Mono-oxide,Tele-Communication Management,Traditional Chinese Medicine,Techno Circuit Module,C
206,The adult human brain weighs about ______.,100-200 g,1200-1400 g,1600-2000 g,500-800 g,B
207,Who among the following evolved the concept of the relationship between mass and energy?,Einstein,Planck,Dalton,Rutherford,A
208,Who was the rival of Alexander Graham Bell in the invention of the telephone?,Elisha Gray,Josiah Gregg,Adolphus Greely,William Green,A
209,Which of the following non-metals remains liquid at room temperature?,Bromine,Chlorine,Helium,Phosphorous,A
210,Name the primary nutrients necessary for plant development.,"Nitrogen, Phosphorus, Potassium","Potassium, Magnesium, Sodium","Calcium, Phosphorus, Magnesium","Nitrogen, Carbon, Hydrogen",A
211,Weight on the Moon is:,The same as that on the Earth,Double that on the Earth,One-sixth of that on the Earth,One-half of that on the Earth,C
212,"Which part of the body does the disease ""otitis"" affect?",Ears,Eyes,Veins,Kidneys,A
213,How many chromosomes are in a pea plant cell?,14,46,48,12,A
214,The uracil base is found in:,RNA,DNA,Both A and B,None of these,A
215,The autonomic nervous system innervates all of these except:,Smooth muscles,Cardiac muscles,Skeletal muscles,None of these,C
216,Name the greatest geographer of the Abbasid Caliphate.,Al-Kindi,Yaqut al-Hamawi,Al-Masudi,None of these,C
217,How many standard time zones are there in the world?,24,16,12,22,A
218,Day and night are caused by the rotation of the Earth from:,West to East,East to West,North to South,South to North,A
219,Another name for vitamin C is:,Acetic Acid,Citric Acid,Lysozyme,Ascorbic acid,D
220,"When neutron degeneracy pressure fails in a high-mass star, it collapses into a ______.",white dwarf,black hole,pulsar,neutron star,B
221,"Muscles, tissues, and blood are all primarily made up of:",Proteins,Vitamins,Fats,Carbohydrates,A
222,Which of the following best explains why a solar eclipse is not always a total eclipse?,The orbit of the Moon around the Earth,The area of the Sun covered by the Moon,The direction of rotation of the Earth around the Sun,Both A & B,D
223,A person is on a weighing machine in a moving lift. The machine will show the minimum reading when the lift is ______.,moving downward with uniform acceleration,in a free fall,moving upward with uniform speed,None of the above,B
224,"Which rocks make up the Earth's surface, or crust?",Sedimentary,Igneous,Metamorphic,All of these,D
225,An animal that captures and readily kills other living animals for its food is called a:,Parasite,Scavenger,Predator,Mammal,C
226,A seismograph is used to measure the:,Intensity of an earthquake,Depth of soil,Depth of the Earth,None of these,A
227,Which of the following scales was devised by Celsius?,Absolute,Centigrade,Fahrenheit,Romer,B
228,Non-stick cooking utensils are coated with ______.,polystyrene,Teflon,PVC,black paint,B
229,Black Holes' refer to:,Holes occurring in heavenly bodies,Bright spots on the sun,Collapsing objects of high density,Collapsing objects of low density,C
230,How many times can a newspaper be recycled?,5 to 7 times,10 times,12 times,15 times,A
231,The gas commonly used in balloons is:,Hydrogen,Helium,Oxygen,Carbon dioxide,B
232,Relevant bones of the joints are held together by:,Tendons,Ligaments,Flexors,Extensors,B
233,Light from the Sun travels a distance before it reaches the Earth of about:,50 million km,100 million km,150 million km,200 million km,A
234,The speed of sound in air is approximately ______ km/h.,1495,1235,243,1347,B
235,The weight of a given object is maximum:,At the bottom of a 500 ft. deep mine,"At the top of a mountain 5,000 ft high",At a distance of 100 km above the Earth's surface,At the surface of the Earth,D
236,The main constituent of Sui gas is ____.,Methane,Ethane,Ethene,None of these,A
237,An adult requires how much protein daily?,10-20 grams,30-50 grams,50-100 grams,More than 100 grams,C
238,Bubo bubo is the scientific name of which of the following species?,Owl,Eagle,Peacock,Hen,A
239,Water helps in the metabolism process in the presence of:,Amino acids,Ribonucleic Acid,Proteins,Enzymes,D
240,"When the cat leaps for its prey, then the chemical energy present in its muscles is converted to:",Potential energy then to light energy,Potential energy then to kinetic energy,Electrical energy then to heat energy,Heat energy then to nuclear energy,B
241,How many times can a newspaper be recycled?,5 to 7 times,10 times,12 times,15 times,A
242,A mixture of sand and naphthalene can be separated by:,Sublimation,Fractional distillation,Chromatography,None of these,A
243,"Ethanol extracted from sugarcane, which is used as fuel, is used in which country?",Cuba,USA,Brazil,None of these,C
244,The largest part of the human brain is the ____.,Cerebrum,Cerebellum,Medulla oblongata,None of these,A
245,What provokes asthma?,A combination of genetic and environmental factors,Allergies,Genetics,All of these,D
246,Which of the following mass wasting phenomena could a person outrun:,Debris flow,Creep,Slump,None of these,B
247,The Bhopal gas tragedy was caused due to:,Acid rain,Radioactive poisoning,Methyl isocyanate gas leakage,Nitrous leakage,C
248,Who built the first fully practical airplane?,Henry Ford,Wilbur and Orville Wright,Albert Einstein,Thomas Edison,B
249,Deficiency of Vitamin D results in ______.,Hair fall,Scurvy,Rickets,Night blindness,C
250,The first simple microscope was invented by:,Hans Janssen,Zacharias Janssen,Both of these,None of these,C
251,Pollen grains are produced by:,Stigma,Ovary,Petal,Anther,D
252,"The weight of 1,000 milligrams is equal to 1 gram. How many decagrams are there in 10 grams?",2,1,3,4,B
253,A(n) ____ is used for measuring velocity.,Anemometer,Speedometer,Hygrometer,Odometer,A
254,"Jupiter, Saturn, Uranus, and Neptune are called ______.",terrestrial planets,Jovian planets,Both A & B,None of these,B
255,Which of the following elements is a metal?,S (Sulfur),Se (Selenium),I (Iodine),Ga (Gallium),D
256,The most readily available source of energy for athletes is:,Carbohydrates,Fats,Glycerine,Chromosomes,A
257,A ship rises as it enters the sea from a river because:,The water in the sea is hard water,The larger quantity of water in the sea pushes the ship upwards,The density of seawater is lower than that of the river water,The density of seawater is higher than that of the river water,D
258,Which vitamin is also known as ascorbic acid?,Vitamin D,Vitamin C,Vitamin E,Vitamin K,B
259,The age of a lion can be estimated by its ______.,length of nails,nose color,hair color,length of the tail,B
260,The Diamer-Bhasha Dam is being constructed on the:,River Sutlej,River Jhelum,River Chenab,Indus River,D
261,Information can be stored on:,Audio and video cassettes,Floppy and compact discs,Hard disks,All of these,D
262,"Which of the following animals is not a ""Ruminant""?",Cow,Goat,Horse,Giraffe,C
263,Who among the following invented the steam engine?,Marconi,James Watt,Thomas Savery,Wright Brothers,B
264,Which hormone causes the clinical manifestation of Graves' disease?,Pituitary oxytocin,Increased pituitary TSH,Thyroid-stimulating immunoglobulins,Parathyroid Hormone,C
265,The orange belongs to the family ____.,Rutaceae,Rotaceae,Malvaceae,Musaceae,A
266,The longest and the strongest bone in the human body is the:,Tibia,Pelvis,Femur,Jaw,C
267,What are the building blocks of proteins called?,Monosaccharides,Amino acids,Nucleotides,Fatty acids,B
268,Day and night are the result of the:,Earth's rotation on its axis,Earth's revolution,Earth's rotation accompanied by its revolution,None of these,A
269,Substances used to bring relief from pain are called?,Antipain,Antipyretics,Antibiotics,Analgesics,D
270,A group of elephants is called a:,Herd,Tower,Mob,Zeal,A
271,Solder is an alloy of:,Tin and lead,Tin and zinc,Zinc and lead,Zinc and copper,A
272,Atmospheric pressure at sea level is approximately:,1 psi,14.7 psi,32 psi,None of these,B
273,The cell theory was given by:,Hooke,Haeckel,Matthias Schleiden and Schwann,Albrecht Von Roelliker,C
274,Arthritis is a:,Condition that affects joints,Condition more common in adults,Disease that impairs one's ability to perform daily tasks,All of these,D
275,Matter and energy:,Can be converted from one to the other,"When taken together, are conserved in all processes",Both A & B,None of these,C
276,Which of the following protects our body against diseases?,White blood cells,Red blood cells,Platelets,None is correct.,A
277,The Sun is divided into how many main layers?,3,5,7,9,A
