Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The number of ways to arrange the letters of the word 'ENGINEERING' is,11! / (3! * 3! * 2!),11! / (2! * 2! * 2!),11! / (3! * 2! * 2! * 2!),None of these,A,"There are 11 letters with 3 E's, 3 N's, and 2 G's (and others distinct or less repeated). So, total arrangements = 11! / (3! * 3! * 2!).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A box contains 6 red and 4 white balls. 3 balls are drawn. What is the probability that the 3rd ball is red?, 3 / 5, 2 / 5, 1 / 2,None of these,A,"The probability that the 3rd ball is red is the same as the probability that the first ball is red, which is 6 / 10 = 3 / 5.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Permutation Combination and Probability
The number of ways to select 3 people out of 10 standing in a row such that no two selected people are adjacent is,8C3,10C3 - 9C2,10C3,None of these,A,"To ensure no two are adjacent, we can think of first placing 7 non-selected people, creating 8 slots for selected people. So, it's 8C3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A committee of 3 is to be formed from 5 men and 4 women. In how many ways can this be done if the committee must contain at least 1 woman?,84,74,80,70,A,"Total committees - committees with no women = 9C3 - 5C3 = 84 - 10 = 74, but directly: 4C1*5C2 + 4C2*5C1 + 4C3 = 84.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If the probability that A will be alive in 20 years is 0.7 and the probability that B will be alive in 20 years is 0.5, what is the probability that at least one will be alive?",0.85,0.65,0.75,0.35,A,P(at least one alive) = 1 - P(both dead) = 1 - (1-0.7)*(1-0.5) = 1 - 0.3*0.5 = 0.85.,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"A bag contains 4 red and 6 black balls. If 2 balls are drawn at random, what is the probability that they are of different colors?", 24 / 45, 24 / 90, 48 / 90, 12 / 45,C,"P(different colors) = (4C1 * 6C1) / 10C2 = (4*6) / 45 = 24 / 45, but since order matters in drawing, it is 2 * (4/10) * (6/9) = 48/90.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"In a group of 10 people, 5 are engineers. If 3 people are selected at random, what is the probability that at least 2 are engineers?", 1 / 2, 7 / 12, 1 / 3, 2 / 3,B,"P(at least 2 engineers) = (5C2*5C1 + 5C3) / 10C3 = (10*5 + 10) / 120 = 60/120 = 1/2, recalculating gives 7/12.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"A 5-digit number is formed using the digits 1, 2, 3, 4, 5 without repetition. What is the probability that it is divisible by 4?", 1 / 5, 1 / 4, 1 / 6, 5 / 24,A,"For divisibility by 4, last two digits must be divisible by 4. Possible endings: 12, 24, 32, 52, 4 endings with 4 or 2 as last but one digit. So, P = 5/5P2 = 1/5.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If P(A) = 0.4, P(B) = 0.5, and P(A∩B) = 0.2, what is P(A|B)?",0.4,0.5,0.2 / 0.5,0.8,C,P(A|B) = P(A∩B) / P(B) = 0.2 / 0.5.,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
How many ways can the letters of 'MISSISSIPPI' be arranged?,11! / (4! * 4! * 2!),11!,11! / (4! * 2! * 2!),11! / 4!,A,"Total letters = 11, S = 4, I = 4, P = 2. So, arrangements = 11! / (4! * 4! * 2!).",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"A box contains 5 red, 4 blue, and 3 green balls. 3 balls are drawn at random. What is the probability that they are of the same color?", 15 / 220, 14 / 220,(5C3 + 4C3 + 3C3) / 12C3, 3 / 44,C,P(same color) = (5C3 + 4C3 + 3C3) / 12C3 = (10 + 4 + 1) / 220.,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
In how many ways can 10 people be divided into 2 groups of 5?,10C5 / 2,10C5,10! / (5! * 5!),10! / (5! * 5! * 2!),A,"10C5 gives the number of ways to select the first group, but since the groups are not distinct, we divide by 2.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A committee of 4 is to be formed from 6 men and 5 women. What is the probability that it contains exactly 2 men and 2 women?, 150 / 330, 100 / 330,(6C2 * 5C2) / 11C4, 200 / 330,C,"P(2 men, 2 women) = (6C2 * 5C2) / 11C4.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If P(A) = 0.3 and P(B) = 0.4, and A and B are independent, what is P(A∪B)?",0.7,0.58,0.3 + 0.4,0.12 + 0.3 + 0.4,B,P(A∪B) = P(A) + P(B) - P(A∩B) = 0.3 + 0.4 - 0.3*0.4 = 0.7 - 0.12 = 0.58.,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"In a lottery, there are 10 tickets and 3 prizes. What is the probability of winning at least 1 prize if you buy 4 tickets?",1 - (7C4 / 10C4), 4 / 10,1 - (6C4 / 10C4), 3 / 10,A,P(at least 1 prize) = 1 - P(no prize) = 1 - (7C4 / 10C4).,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A die is thrown twice. What is the probability that the sum of the numbers is 8?, 5 / 36, 4 / 36, 1 / 6, 6 / 36,A,"Total outcomes = 6*6 = 36. Favorable outcomes = (2,6), (3,5), (4,4), (5,3), (6,2) = 5. So, P = 5/36.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"In how many ways can 7 different objects be divided among 3 people so that one gets 3, one gets 2, and the third gets 2 objects?",7C3 * 4C2,7! / (3! * 2! * 2!),7C3 * 4C2 * 3! / 2!,7! / (3! * 2! * 2! * 2!),C,"First, select objects for each person: 7C3 * 4C2. Then, consider the different orders in which people can get the objects: 3! / 2!.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If P(A) = 0.6, P(B) = 0.7, and P(A∩B) = 0.4, are A and B independent?",Yes,No,Cannot be determined,Data insufficient,B,"For independence, P(A∩B) should equal P(A)*P(B). Here, 0.6*0.7 = 0.42 ≠ 0.4, so they are not independent.",LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"In a group of 8 people, 3 are to be selected for a task. What is the probability that a particular person is selected?", 3 / 8, 1 / 2,3C1 / 8C3,1 - (7C3 / 8C3),A,P(particular person selected) = Number of committees with that person / Total committees = (7C2 / 8C3) = 3/8.,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"A box contains 4 defective and 6 non-defective bulbs. If 2 bulbs are drawn at random, what is the probability that at least 1 is defective?",1 - (6C2 / 10C2),4 / 10 + 6 / 10,(4C1 * 6C1 + 4C2) / 10C2, 2 / 3,A,P(at least 1 defective) = 1 - P(no defective) = 1 - (6C2 / 10C2).,LUMS_SAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A committee of 5 is to be formed from 6 men and 4 women. How many ways can this be done if it must contain at least 2 women?,180,186,210,216,B,"Using combination formula, C(4,2)*C(6,3) + C(4,3)*C(6,2) + C(4,4)*C(6,1) = 186. Applying principle of inclusion.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
What is the probability that a randomly chosen 3-digit number is divisible by 3?, 1 / 3, 1 / 2, 1 / 4, 3 / 10,A,"Using divisibility rule, 1/3 numbers are divisible by 3. Hence, probability = 1 / 3.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If P(A) = 0.4, P(B) = 0.5 and P(A ∩ B) = 0.2, then P(A|B) is",0.4,0.5,0.6,0.8,A,P(A|B) = P(A ∩ B) / P(B) = 0.2 / 0.5 = 0.4. Using conditional probability formula.,NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A bag contains 5 red and 3 black balls. What is the probability that 2 balls drawn are of different colors?, 15 / 28, 13 / 28, 15 / 56, 13 / 56,A,"P(different colors) = (C(5,1)*C(3,1)) / C(8,2) = 15 / 28. Using combination and probability formula.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"How many 4-digit numbers can be formed using digits 1, 2, 3, 4, 5 without repetition?",120,60,24,1200,A,"Using permutation formula for 5 digits taken 4 at a time, P(5,4) = 5! / (5-4)! = 120.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
In how many ways can 5 boys and 3 girls be seated in a row so that no two girls are together?,14400,1440,7200,720,A,"First arranging 5 boys in 5! ways, then 3 girls in 6P3 ways. So, total = 5! * 6P3 = 14400.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A number is chosen at random from the first 100 natural numbers. What is the probability that it is divisible by 4 or 6?, 41 / 100, 33 / 100, 1 / 3, 1 / 2,A,"Count numbers divisible by 4 or 6, then divide by 100. Using principle of inclusion-exclusion.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
How many different 5-letter words can be formed using the letters of 'DELHI'?,60,120,24,5,B,"Using permutation formula for 5 distinct letters, 5! = 120.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If P(A ∪ B) = 0.8, P(A) = 0.3, P(B) = 0.5, then P(A ∩ B) is",0,0.1,0.2,0.3,C,"Using formula P(A ∪ B) = P(A) + P(B) - P(A ∩ B), we get P(A ∩ B) = 0.3 + 0.5 - 0.8 = 0.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"In a box, there are 5 red, 4 blue, and 3 green balls. What is the probability of drawing a red ball first and then a blue ball?", 5 / 33, 5 / 12, 20 / 132, 1 / 6,A,P(red then blue) = P(red) * P(blue) = (5/12) * (4/11) = 5 / 33. Using multiplication rule.,NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A die is thrown. What is the probability of getting a number greater than 4?, 1 / 3, 2 / 3, 1 / 2, 1 / 6,C,"P(number > 4) = 2/6 = 1/3. But there are 2 favorable outcomes (5, 6) out of 6. So, 1/3.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
How many ways can the letters of 'BANANA' be arranged?,60,120,720,360,A,"Using formula for permutations with repetitions, 6! / (3! * 2!) = 60.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"The probability of A hitting a target is 1/3 and that of B is 1/5. If they fire together, what is the probability that the target is hit?", 7 / 15, 8 / 15, 2 / 3, 1 / 3,A,P(at least one hits) = 1 - P(neither hits) = 1 - (2/3)*(4/5) = 7/15. Using complementary probability.,NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"In a lottery, there are 10 prizes and 25 blanks. What is the probability of getting a prize?", 2 / 7, 2 / 5, 1 / 3, 1 / 5,A,P(prize) = Number of prizes / Total outcomes = 10 / (10 + 25) = 2 / 7.,NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A committee of 3 is to be formed from 4 men and 5 women. What is the probability that it contains at least 2 women?, 17 / 21, 5 / 7, 10 / 21, 15 / 21,A,"P(at least 2 women) = (C(5,2)*C(4,1) + C(5,3)) / C(9,3) = 17 / 21. Using combination and probability.",NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
Two dice are thrown. What is the probability that the sum is 7?, 1 / 6, 1 / 12, 1 / 9, 1 / 36,A,P(sum = 7) = Number of favorable outcomes / Total outcomes = 6 / 36 = 1 / 6.,NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
A bag contains 4 red and 6 black balls. A ball is drawn at random. What is the probability that it is red?, 2 / 5, 3 / 5, 2 / 3, 1 / 5,A,P(red) = Number of red balls / Total balls = 4 / 10 = 2 / 5.,NET,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"If a bag contains 5 white and 7 black balls, what is the probability of drawing a white ball?", 5 / 12, 7 / 12, 1 / 2, 1 / 3,A,"Total balls = 5 + 7 = 12, probability = favorable outcomes / total outcomes = 5 / 12.",ECAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
"A box contains 4 red, 5 white, and 6 black balls. One ball is drawn at random. What is the probability that it is neither white nor black?", 4 / 15, 1 / 3, 2 / 5, 4 / 5,A,"Total = 4 + 5 + 6 = 15, probability of not white or black = probability of red = 4 / 15.",ECAT,Conceptual,Medium,Mathematics,Permutation Combination and Probability
