Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"Unlike cathode rays, the nature of positive rays (canal rays) depends on the gas used in the tube. How are these rays primarily produced?",Emission from the anode,Nuclear decay of the gas,Proton emission from the cathode,Ionization of residual gas,D,Positive rays are formed from residual gas molecules after electron impact; they do not originate directly from the anode material.,Positive Rays,Medium,Chemistry,Atomic Structure
An orbital can hold a maximum of two electrons with opposite spins. Which principle or rule is specifically defined by this requirement?,Hund's Rule,Aufbau Principle,Pauli Exclusion Principle,n+l Rule,C,The Pauli Exclusion Principle requires electrons in the same orbital to have opposite spins; Hund's Rule deals with degenerate orbitals.,Electronic Configuration,Easy,Chemistry,Atomic Structure
Moseley's study of X-ray frequencies revealed that the square root of the frequency is directly proportional to which property of the target metal?,Atomic number,Atomic mass,Neutron number,Density of metal,A,Moseley showed frequency depends on atomic number (Z); atomic mass (A) was previously thought to be the fundamental property.,X-Rays,Medium,Chemistry,Atomic Structure
"If the radius of the first Bohr orbit of hydrogen is 0.529 Angstrom, what is the calculated radius of the second orbit (n=2)?",1.058 Angstrom,1.587 Angstrom,0.264 Angstrom,2.116 Angstrom,D,The radius of the nth orbit is proportional to n-squared; doubling n from 1 to 2 increases the radius four times.,Bohr's Atomic Model,Hard,Chemistry,Atomic Structure
Which quantum number is responsible for dividing the main shell into subshells and determining the geometric shape of the orbitals?,Principal quantum number,Azimuthal quantum number,Magnetic quantum number,Spin quantum number,B,"The azimuthal quantum number 'l' defines subshell shape (s, p, d, f); 'n' defines the main energy level or shell size.",Quantum Numbers,Easy,Chemistry,Atomic Structure
"What is the correct electronic configuration for Copper (Z=29), accounting for the stability associated with a completely filled d-subshell?",[Ar] 4s2 3d9,[Ar] 4s2 3d10,[Ar] 4s1 3d10,[Ar] 3d11,C,Copper achieves a full 3d subshell (3d10) for stability; 4s2 3d9 is the predicted but less stable configuration.,Electronic Configuration,Medium,Chemistry,Atomic Structure
"In a discharge tube, the velocity of the produced cathode rays is primarily dependent on which of the following experimental parameters?",The material of the cathode,The potential difference applied,The type of gas in the tube,The size of the discharge tube,B,Voltage determines the energy/velocity of cathode rays; the nature of the cathode material does not change the ray properties.,Cathode Rays,Hard,Chemistry,Atomic Structure
"When an electron in a hydrogen atom jumps from higher orbits to the first orbit (n=1), which spectral series is produced?",Lyman series,Balmer series,Paschen series,Pfund series,A,The Lyman series is found in the UV region; Balmer is in the visible region and Paschen is in the infrared.,Hydrogen Spectrum,Easy,Chemistry,Atomic Structure
A scientist observes the splitting of spectral lines when a hydrogen discharge tube is placed in a strong magnetic field. What is this phenomenon called?,Stark effect,Compton effect,Photoelectric effect,Zeeman effect,D,The Zeeman effect is the splitting of lines in a magnetic field; the Stark effect refers to splitting in an electric field.,Zeeman Effect,Medium,Chemistry,Atomic Structure
The energy of an electron in a hydrogen atom is determined by which quantum number?,Azimuthal,Magnetic,Principal,Spin,C,Principal quantum number determines energy level in hydrogen atom; azimuthal quantum number affects energy in multi-electron atoms.,Quantum Numbers,Easy,Chemistry,Atomic Structure
What is the maximum number of electrons that can occupy an orbital with n=3 and l=2?,2,5,10,18,C,"l=2 indicates a d-orbital, which can hold 10 electrons; n=3 doesn't change this capacity.",Orbital Capacity,Medium,Chemistry,Atomic Structure
The atomic number of an element is equal to the number of,Protons + Neutrons,Protons,Electrons + Neutrons,Neutrons,B,Atomic number equals proton count; neutron count varies among isotopes of the same element.,Atomic Structure Basics,Easy,Chemistry,Atomic Structure
The wavelength of a spectral line in the hydrogen spectrum can be calculated using which equation?,de Broglie,Heisenberg's Uncertainty Principle,Rydberg,Schrödinger,C,"Rydberg equation predicts spectral lines in hydrogen; de Broglie relates to particle wavelength, not spectral lines.",Hydrogen Spectrum,Easy,Chemistry,Atomic Structure
"For a given principal quantum number n, the possible values of azimuthal quantum number l are",0 to n,1 to n,0 to n-1,1 to n-1,C,"l ranges from 0 to n-1; for n=3, l can be 0, 1, or 2.",Quantum Numbers,Medium,Chemistry,Atomic Structure
The energy required to remove an electron from a neutral atom is called,Electronegativity,Ionization Energy,Electron Affinity,Atomic Radius,B,Ionization energy is the energy to remove an electron; electronegativity is the tendency to attract electrons.,Ionization Energy,Easy,Chemistry,Atomic Structure
"The orbital with the highest energy in a multi-electron atom has the quantum numbers n=4, l=1. What type of orbital is this?",s,p,d,f,B,l=1 corresponds to a p-orbital; n=4 indicates it's a 4p orbital.,Orbital Types,Medium,Chemistry,Atomic Structure
The number of unpaired electrons in a nitrogen atom (Z=7) is,1,2,3,4,C,"Nitrogen's electron configuration is 1s² 2s² 2p³, with 3 unpaired electrons in 2p orbitals.",Electron Configuration,Medium,Chemistry,Atomic Structure
The Pauli Exclusion Principle states that,Two electrons in the same atom can have the same set of quantum numbers,Two electrons in the same orbital must have opposite spins,Electrons occupy the lowest available energy levels,Orbitals are filled in order of increasing energy,B,"Pauli Exclusion Principle states that no two electrons can have the same set of quantum numbers, implying opposite spins in the same orbital.",Pauli Exclusion Principle,Easy,Chemistry,Atomic Structure
The element with the electron configuration 1s² 2s² 2p⁶ 3s² 3p⁶ 4s¹ is,Potassium,Calcium,Scandium,Argon,A,The given configuration corresponds to potassium (Z=19); calcium has an additional electron in 4s.,Electron Configuration,Medium,Chemistry,Atomic Structure
The frequency of a spectral line is related to the energy difference between two levels by,ΔE = hν,λ = h/p,E = mc²,ν = c/λ,A,ΔE = hν relates energy difference to frequency; λ = h/p is de Broglie's equation for particle wavelength.,Spectral Lines,Easy,Chemistry,Atomic Structure
The azimuthal quantum number l=3 corresponds to which type of orbital?,s,p,d,f,D,"l=3 corresponds to f-orbitals; l=0, 1, and 2 correspond to s, p, and d orbitals, respectively.",Orbital Types,Easy,Chemistry,Atomic Structure
The effective nuclear charge experienced by an outer electron in a multi-electron atom is,Less than the actual nuclear charge,Equal to the actual nuclear charge,More than the actual nuclear charge,Zero,A,"Inner electrons shield outer electrons, reducing the effective nuclear charge they experience.",Shielding Effect,Medium,Chemistry,Atomic Structure
The radius of an atomic nucleus is approximately,10⁻¹⁰ m,10⁻¹⁵ m,10⁻¹⁸ m,10⁻¹² m,B,Nuclear radius is about 10⁻¹⁵ m; atomic radius is about 10⁻¹⁰ m.,Nuclear Size,Hard,Chemistry,Atomic Structure
The Heisenberg Uncertainty Principle is mathematically expressed as,Δx * Δp >= h/4π,ΔE * Δt >= h/4π,λ = h/p,Both A and B,D,Heisenberg's principle is expressed as Δx * Δp >= h/4π and ΔE * Δt >= h/4π; λ = h/p is de Broglie's equation.,Heisenberg Uncertainty Principle,Medium,Chemistry,Atomic Structure
The maximum number of electrons that can occupy the M-shell (n=3) is,8,18,32,50,B,"For n=3, l can be 0, 1, or 2, corresponding to s, p, and d orbitals, which can hold 2+6+10=18 electrons.",Shell Capacity,Medium,Chemistry,Atomic Structure
The quantum number that describes the orientation of an orbital in space is,Principal,Azimuthal,Magnetic,Spin,C,Magnetic quantum number (m_l) determines the orientation of an orbital; spin quantum number determines electron spin.,Quantum Numbers,Easy,Chemistry,Atomic Structure
"The energy of an electron in an atom is quantized, meaning it can only take on certain discrete values. This is a consequence of",Heisenberg Uncertainty Principle,de Broglie's hypothesis,Schrödinger equation,Pauli Exclusion Principle,C,Schrödinger equation leads to quantized energy levels; Heisenberg's principle relates to measurement uncertainty.,Quantization,Hard,Chemistry,Atomic Structure
The number of electrons in a neutral atom of chromium (Z=24) that have l=2 is,4,5,6,8,B,Chromium's electron configuration is [Ar] 3d⁵ 4s¹; 5 electrons are in 3d orbitals (l=2).,Electron Configuration,Hard,Chemistry,Atomic Structure
The spin quantum number of an electron can have values,+1/2 or -1/2,+1 or -1,0 or 1,+2 or -2,A,Spin quantum number can be +1/2 or -1/2; other options are not valid for electron spin.,Quantum Numbers,Easy,Chemistry,Atomic Structure
The energy of an electron in the nth orbit of hydrogen is -13.6/n^2 eV. Calculate the energy of an electron in the 3rd orbit.,-1.51 eV,-3.4 eV,-6.04 eV,-12.09 eV,A,Energy = -13.6/3^2 = -1.51 eV. Option B is for n=2.,Bohr's Model,Easy,Chemistry,Atomic Structure
Calculate the wavelength of a photon emitted when an electron jumps from n=4 to n=2 in a hydrogen atom. (R=1.097×10^7 m^-1),486 nm,434 nm,410 nm,656 nm,A,"1/λ = R(1/2^2 - 1/4^2), λ = 486 nm. Option B is for n=4 to n=2 in H-like atom with Z=2.",Bohr's Model,Medium,Chemistry,Atomic Structure
The ionization energy of He+ is 54.4 eV. What is the ionization energy of Li2+?,122.4 eV,108.8 eV,217.6 eV,163.2 eV,A,"IE ∝ Z^2, Li2+ has Z=3, so IE = 54.4 × (3/2)^2 = 122.4 eV. Option C is for a wrong assumption.",Ionization Energy,Hard,Chemistry,Atomic Structure
What is the radius of the 2nd orbit in a hydrogen atom? (a0 = 0.529 Å),1.058 Å,2.116 Å,0.529 Å,4.232 Å,B,"r ∝ n^2, r2 = 0.529 × 2^2 = 2.116 Å. Option A is for n=1 of He+.",Bohr's Model,Easy,Chemistry,Atomic Structure
The frequency of a spectral line in the emission spectrum of hydrogen is 3.29 × 10^15 Hz. Identify the transition.,n=2 to n=1,n=3 to n=1,n=3 to n=2,n=4 to n=2,A,"ΔE = hf, corresponds to Lyman-alpha line (n=2 to n=1). Option B is for a different frequency.",Emission Spectrum,Medium,Chemistry,Atomic Structure
Calculate the de Broglie wavelength of an electron moving at 10% of the speed of light.,0.024 nm,0.242 nm,0.048 nm,0.012 nm,B,"λ = h/mv, v = 0.1c, λ = 0.242 nm. Option A is for v=c.",de Broglie Hypothesis,Medium,Chemistry,Atomic Structure
"What is the maximum number of electrons in an atom with n=3, l=2?",2,5,10,18,C,"l=2 means d-orbital, max 10 electrons. Option D is for n=3 total electrons.",Quantum Numbers,Easy,Chemistry,Atomic Structure
The energy required to remove an electron from the ground state of He+ is 54.4 eV. Calculate the energy required to remove both electrons from He.,79 eV,108.8 eV,54.4 eV + 24.6 eV,108.8 eV + 24.6 eV,C,"First electron removal energy = 24.6 eV, second = 54.4 eV, total = 79 eV. Option D incorrectly adds IE of He+ twice.",Ionization Energy,Hard,Chemistry,Atomic Structure
"For a hydrogen atom, the energy of the nth orbit is given by En = -13.6/n^2 eV. The energy difference between n=1 and n=2 is?",10.2 eV,12.09 eV,3.4 eV,1.89 eV,A,ΔE = E2 - E1 = -3.4 - (-13.6) = 10.2 eV. Option B is E2.,Bohr's Model,Medium,Chemistry,Atomic Structure
The wavelength of the first line of the Balmer series is 656 nm. What is the wavelength of the second line?,486 nm,434 nm,410 nm,397 nm,A,"First line is n=3 to n=2, second line is n=4 to n=2, λ = 486 nm. Option B is for n=5 to n=2.",Emission Spectrum,Medium,Chemistry,Atomic Structure
The velocity of an electron in the 1st orbit of hydrogen is 2.19 × 10^6 m/s. What is the velocity in the 3rd orbit?,7.3 × 10^5 m/s,2.19 × 10^6 m/s,6.57 × 10^6 m/s,1.095 × 10^7 m/s,A,"v ∝ 1/n, v3 = v1/3 = 7.3 × 10^5 m/s. Option B is for n=1.",Bohr's Model,Easy,Chemistry,Atomic Structure
What is the value of the azimuthal quantum number for the 4d subshell?,0,1,2,3,C,d-orbital has l=2. Option A is for s-orbital.,Quantum Numbers,Easy,Chemistry,Atomic Structure
Calculate the energy of a photon with a wavelength of 400 nm.,3.1 eV,2.48 eV,4.1 eV,1.55 eV,A,"E = hc/λ, E = 3.1 eV. Option B is for λ=500 nm.",Electromagnetic Radiation,Medium,Chemistry,Atomic Structure
The ionization energy of hydrogen is 13.6 eV. What is the ionization energy of Be3+?,54.4 eV,108.8 eV,217.6 eV,13.6 eV,C,"IE ∝ Z^2, Be3+ has Z=4, so IE = 13.6 × 4^2 = 217.6 eV. Option B is for Z=3 (Li2+).",Ionization Energy,Hard,Chemistry,Atomic Structure
What is the ratio of the radii of the 1st and 2nd orbits in a hydrogen atom?,1:2,1:4,2:1,4:1,B,"r ∝ n^2, r1:r2 = 1^2:2^2 = 1:4. Option A is for a wrong proportionality.",Bohr's Model,Easy,Chemistry,Atomic Structure
The frequency of the radiation emitted when an electron falls from n=4 to n=1 in a hydrogen atom is?,3.08 × 10^15 Hz,2.47 × 10^15 Hz,1.55 × 10^15 Hz,3.29 × 10^15 Hz,A,"ΔE = hf, corresponds to a specific transition frequency. Option D is for n=2 to n=1.",Emission Spectrum,Medium,Chemistry,Atomic Structure
Calculate the number of nodes in the 3d orbital.,0,1,2,3,B,"Number of nodes = n-l-1, for 3d, n=3, l=2, nodes = 0. Radial nodes = n-l-1 = 0, total nodes = 0 + angular nodes = 2, but radial nodes = 0. Option C is incorrect.",Atomic Orbitals,Medium,Chemistry,Atomic Structure
What is the maximum number of electrons that can be accommodated in the M shell?,8,18,32,50,B,"M shell has n=3, max electrons = 2n^2 = 18. Option C is for N shell.",Electronic Configuration,Easy,Chemistry,Atomic Structure
The wavelength of an electron moving with a velocity of 2.05 × 10^7 m/s is?,0.355 Å,3.55 Å,35.5 Å,355 Å,B,"λ = h/mv, λ = 3.55 Å (using h = 6.626 × 10^-34 and m = 9.11 × 10^-31).",de Broglie Hypothesis,Medium,Chemistry,Atomic Structure
The energy of the electron in the ground state of hydrogen is -13.6 eV. What is the energy in the ground state of Li2+?,-122.4 eV,-54.4 eV,-13.6 eV,-27.2 eV,A,"E ∝ Z^2, Li2+ has Z=3, E = -13.6 × 3^2 = -122.4 eV. Option B is for He+.",Bohr's Model,Medium,Chemistry,Atomic Structure
An element shows a lower first ionization energy than its predecessor in the same period. Which element exhibits this exception due to electron-electron repulsion?,Oxygen,Carbon,Nitrogen,Fluorine,A,"Oxygen's half-filled p-orbital in O⁻ reduces stability, making removal easier. Nitrogen's half-filled p-orbital (option C) is unusually stable.",Ionization Energy Anomalies,Medium,Chemistry,Atomic Structure
Which isoelectronic ion has the largest atomic radius?,O²⁻,F⁻,Na⁺,Al³⁺,A,"O²⁻ has the fewest protons, so electrons are least attracted. F⁻ (option B) has more protons, reducing the radius.",Isoelectronic Series,Medium,Chemistry,Atomic Structure
Why does gallium have a smaller atomic radius than aluminum?,Poor d-orbital shielding in gallium,Higher period number for gallium,Lower nuclear charge in gallium,Greater electron-electron repulsion in gallium,A,"Gallium's d-electrons shield poorly, increasing effective nuclear charge. Higher period number (option B) would increase radius.",Atomic Radius Anomalies,Hard,Chemistry,Atomic Structure
An element with atomic number 24 shows an unexpected electron configuration. What is its stable configuration?,3d⁴4s²,3d⁵4s¹,3d⁶4s⁰,4d⁵4s¹,B,Chromium's half-filled 3d orbital (option B) is more stable than 3d⁴4s² (option A).,Electron Configuration Exceptions,Easy,Chemistry,Atomic Structure
Why is the first ionization energy of phosphorus higher than sulfur?,Phosphorus has a smaller atomic radius,Sulfur has a higher nuclear charge,Phosphorus has a half-filled p-orbital,Sulfur has greater electron shielding,C,Phosphorus's half-filled p-orbital (option C) is unusually stable. Smaller radius (option A) alone doesn't explain the anomaly.,Ionization Energy Anomalies,Medium,Chemistry,Atomic Structure
Which element's electron affinity is lower than its group successor due to electron repulsion?,Fluorine,Chlorine,Bromine,Iodine,A,"Fluorine's small size causes high repulsion, reducing electron affinity. Chlorine (option B) has less repulsion due to larger size.",Electron Affinity Anomalies,Medium,Chemistry,Atomic Structure
Why does the second ionization energy of sodium spike significantly?,Removing an electron from a noble gas core,Increased electron-electron repulsion,Reduced shielding by inner electrons,Formation of a half-filled orbital,A,"Sodium's second IE removes an electron from a neon core (option A), which is highly stable. Repulsion (option B) does not explain the spike.",Ionization Energy Anomalies,Hard,Chemistry,Atomic Structure
An atom's electron configuration defies the Aufbau principle for stability. Which metal exhibits this?,Copper,Iron,Nickel,Zinc,A,Copper's [Ar]3d¹⁰4s¹ (option A) is more stable than the predicted [Ar]3d⁹4s². Iron (option B) follows Aufbau.,Electron Configuration Exceptions,Easy,Chemistry,Atomic Structure
Which noble gas has the lowest electron affinity?,Neon,Argon,Krypton,Xenon,A,"Noble gases have stable configurations, making electron gain unfavorable. Neon (option A) has the lowest EA.",Electron Affinity Anomalies,Easy,Chemistry,Atomic Structure
Which element's ionic radius anomaly is due to lanthanide contraction?,Hafnium,Zirconium,Both A and B,Neither A nor B,C,Lanthanide contraction causes Zr and Hf to have nearly identical radii (option C). This is not a size anomaly but a similarity.,Atomic Radius Anomalies,Hard,Chemistry,Atomic Structure
Why is the atomic radius of sulfur greater than chlorine?,Sulfur has a lower nuclear charge,Chlorine has greater electron shielding,Sulfur has more electron shells,Chlorine's electrons are in higher energy orbitals,A,"Sulfur's lower nuclear charge (option A) reduces pull on electrons. More shells (option C) would increase radius, but both are in the same period.",Atomic Radius Anomalies,Medium,Chemistry,Atomic Structure
Which ion has the highest third ionization energy?,Al²⁺,Mg²⁺,Na⁺,Si²⁺,A,"Al³⁺ formation removes an electron from a noble gas core (option A). Mg²⁺ (option B) has fewer protons, requiring less energy.",Ionization Energy Anomalies,Hard,Chemistry,Atomic Structure
A student observes that the ionization energy of oxygen is lower than that of nitrogen. Which factor primarily accounts for this anomaly?,Higher atomic radius in oxygen,Increased effective nuclear charge,Electron-electron repulsion in paired 2p electrons,Greater stability of half-filled subshells,C,"Oxygen's paired 2p electrons experience repulsion, lowering ionization energy. Option D refers to nitrogen's half-filled stability, not oxygen.",Ionization Energy Exceptions,Medium,Chemistry,Atomic Structure
Which element exhibits an electron configuration that defies the Aufbau principle by having a half-filled d-orbital instead of a filled s-orbital?,Copper,Chromium,Zinc,Manganese,B,Chromium's [Ar] 3d⁵4s¹ configuration shows half-filled d-orbital stability. Option A has a similar anomaly but with 3d¹⁰4s¹.,Electron Configuration Anomalies,Easy,Chemistry,Atomic Structure
Why does the atomic radius of fluorine decrease unexpectedly compared to oxygen despite the general periodic trend?,Greater electron-electron repulsion,Stronger shielding effect,Higher effective nuclear charge,Anomalous filling of p-orbitals,C,Fluorine's higher effective nuclear charge pulls electrons closer. Option A is a distractor; the trend follows nuclear charge.,Atomic Radius Anomalies,Medium,Chemistry,Atomic Structure
Which transition element has an electron configuration that results in a fully filled d-subshell instead of following the typical filling order?,Iron,Copper,Nickel,Titanium,B,Copper's [Ar]3d¹⁰4s¹ configuration prioritizes d-subshell stability. Option A has incompletely filled d-orbitals.,Electron Configuration Exceptions,Easy,Chemistry,Atomic Structure
Why does the second ionization energy of sodium show a drastic increase compared to the first?,Removal of an electron from a lower energy shell,Increased electron-electron repulsion,Greater shielding effect in the first ionization,Formation of a noble gas configuration,A,"The second ionization removes an electron from the 2p orbital, not 3s. Option D explains first ionization, not the second.",Successive Ionization Energies,Medium,Chemistry,Atomic Structure
Which element's electron affinity is lower than expected due to electron-electron repulsion in a small atomic radius?,Chlorine,Oxygen,Fluorine,Sulfur,C,Fluorine's small size causes repulsion when adding an electron. Option B shows similar repulsion but less pronounced.,Electron Affinity Anomalies,Hard,Chemistry,Atomic Structure
Why does the 4s orbital lose electrons before the 3d orbital in transition metal cations?,4s orbital is higher in energy than 3d in atoms,4s electrons are shielded more effectively,3d electrons have greater penetration,4s electrons experience stronger nuclear attraction,A,The 4s orbital is higher in energy than 3d after ionization. Option B incorrectly describes shielding effects.,Orbital Energy Anomalies,Medium,Chemistry,Atomic Structure
Which of the following pairs shows an anomalous order in ionic radius due to isoelectronic series?,Na⁺ and Mg²⁺,O²⁻ and F⁻,Cl⁻ and K⁺,Al³⁺ and Si⁴+,A,Na⁺ is larger than Mg²⁺ in the isoelectronic series. Option B follows charge-to-radius trends correctly.,Isoelectronic Series Exceptions,Medium,Chemistry,Atomic Structure
What causes the anomalous stability of the Cr³⁺ ion in aqueous solution?,Fully filled 3d subshell,Half-filled 3d subshell,Greater hydration energy,Higher lattice energy,B,"Cr³⁺ has a 3d³ configuration, not half-filled. Option A refers to Zn²⁺, not Cr³⁺.",Transition Metal Stability,Hard,Chemistry,Atomic Structure
Which noble gas has an unexpectedly large atomic radius compared to adjacent elements?,Helium,Neon,Argon,Krypton,A,Helium's small size is due to having only 1s electrons. Option C fits general trends but is not anomalous.,Atomic Radius Exceptions,Easy,Chemistry,Atomic Structure
Why does the electron affinity of beryllium remain low despite being in Group 2?,Large atomic radius,High ionization energy,Empty p-orbital for electron addition,Fully filled s-orbital configuration,D,"Be has a fully filled 2s orbital, making electron addition less favorable. Option A is partially correct but not primary.",Electron Affinity Anomalies,Medium,Chemistry,Atomic Structure
Which element shows an inversion in the first and second ionization energies due to subshell completion?,Lithium,Beryllium,Boron,Carbon,A,"Li's second IE jumps after losing its 2s electron. Option B shows a drop, not inversion.",Ionization Energy Exceptions,Hard,Chemistry,Atomic Structure
Why is the electron configuration of palladium [Kr]4d¹⁰ instead of [Kr]4d⁸5s²?,Fully filled d-subshell stability,Greater shielding in 4d orbitals,Lower energy of 4d compared to 5s,Anomalous magnetic properties,A,Palladium's 4d¹⁰ configuration maximizes stability. Option C misstates orbital energy order.,Electron Configuration Exceptions,Medium,Chemistry,Atomic Structure
Which of the following elements deviates from the general trend by having a higher electron affinity than its neighbor?,Oxygen,Chlorine,Sulfur,Bromine,B,Cl has higher EA than F due to smaller size and less repulsion. Option A shows lower EA than S due to repulsion.,Electron Affinity Exceptions,Medium,Chemistry,Atomic Structure
What explains the lower melting point of mercury compared to other Group 12 metals?,Weak metallic bonding,Fully filled d-subshell,Higher ionization energy,Anomalous electron configuration,B,"Mercury's filled 5d¹⁰ subshell reduces metallic bonding strength. Option A is a consequence, not the cause.",Metallic Bonding Anomalies,Hard,Chemistry,Atomic Structure
Which of the following shows an unexpected increase in atomic radius despite moving left across a period?,Lead to Tin,Germanium to Silicon,Sulfur to Phosphorus,Chlorine to Argon,D,Argon's noble gas radius is larger than Cl's due to electron-electron repulsion. Option C follows regular trends.,Atomic Radius Exceptions,Medium,Chemistry,Atomic Structure
Why does the first ionization energy of aluminum fall below that of magnesium?,Lower effective nuclear charge,Shielding by d-electrons,Electron removed from p-orbital,Greater atomic radius,C,Al's 3p electron is easier to remove than Mg's 3s. Option B is irrelevant as no d-electrons are involved.,Ionization Energy Exceptions,Medium,Chemistry,Atomic Structure
Which element's electron configuration is written as [Xe]4f¹⁴5d¹⁰6s¹ in its elemental state?,Gold,Silver,Copper,Mercury,A,Gold's configuration prioritizes a half-filled 6s orbital. Option B has [Kr]4d¹⁰5s¹ configuration.,Electron Configuration Anomalies,Hard,Chemistry,Atomic Structure
What causes the anomalous magnetic moment in the Fe²⁺ ion compared to Mn²⁺?,More unpaired electrons in Fe²⁺,Fully filled d-subshell in Fe²⁺,Electron pairing in lower d-orbitals,Hybridization of d and s orbitals,C,"Fe²⁺ has paired electrons in t₂g orbitals, reducing magnetic moment. Option A applies to Mn²⁺ instead.",Magnetic Properties Exceptions,Hard,Chemistry,Atomic Structure
Which of the following exhibits an unexpected increase in electron affinity down a group?,Fluorine to Chlorine,Oxygen to Sulfur,Nitrogen to Phosphorus,Carbon to Silicon,B,Sulfur's EA is higher than O due to lower electron-electron repulsion. Option A shows regular trend.,Electron Affinity Exceptions,Medium,Chemistry,Atomic Structure
Which element exhibits an anomalous electron configuration where its 3d orbital is half-filled?,Chromium,Iron,Copper,Zinc,A,"Chromium has [Ar] 3d⁵ 4s¹. Fe, Cu, and Zn follow standard configurations. Zn has fully filled 3d¹⁰.",Electron Configuration Exceptions,Easy,Chemistry,Atomic Structure
Oxygen has a lower first ionization energy than nitrogen. What causes this deviation?,Electron-electron repulsion in p⁴ configuration,Smaller atomic radius,Greater nuclear charge,Higher electron affinity,A,"Oxygen's p⁴ configuration causes repulsion, making removal easier. B and C falsely correlate trends.",Ionization Energy Anomalies,Medium,Chemistry,Atomic Structure
Which isotope of hydrogen is NOT stable and undergoes radioactive decay?,Deuterium,Tritium,Protium,Hydrogen-2,B,Tritium decays via beta decay. D and C are stable. Protium is naturally abundant.,Isotope Stability,Easy,Chemistry,Atomic Structure
Why does lead have a lower electronegativity than carbon despite being in the same group?,Increased shielding effect,Relativistic effects on valence electrons,Lower ionization energy,Higher metallic character,B,"Relativistic effects stabilize Pb's 6p orbital, reducing electronegativity. A and C are indirect factors.",Electronegativity Exceptions,Hard,Chemistry,Atomic Structure
