Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
"Two resistors, 3 ohm and 6 ohm, are connected in parallel. What is the ratio of the current through them?",1:1,2:1,1:2,3:1,B,"The ratio of currents is inversely proportional to the resistances, so I1/I2 = R2/R1 = 6/3 = 2:1. Option A is incorrect because it assumes equal currents.",Current Division in Parallel Circuits,Hard,Physics,Current Electricity
A circuit has a resistance of 10 ohms and a current of 2 A. What is the voltage across it?,5 V,10 V,20 V,40 V,C,"Using Ohm's Law, V = IR = 2 * 10 = 20 V. Option A is incorrect because it misapplies Ohm's Law.",Ohm's Law,Easy,Physics,Current Electricity
"A battery has an emf of 12 V and an internal resistance of 0.5 ohm. When connected to an external resistance of 2.5 ohm, what is the current?",2 A,4 A,3 A,6 A,B,"Using the formula I = E/(R + r), we get I = 12/(2.5 + 0.5) = 4 A. Option A is incorrect because it miscalculates the total resistance.",Internal Resistance and emf,Medium,Physics,Current Electricity
The potential difference across a 4 ohm resistor is 8 V. What is the power dissipated in it?,8 W,16 W,4 W,2 W,B,"Using the formula P = V^2/R, we get P = 8^2/4 = 16 W. Option A is incorrect because it underestimates the power.",Electrical Power,Medium,Physics,Current Electricity
A wire of length 1 m and radius 0.01 m has a resistance of 10 ohm. What is its resistivity?,3.14 x 10^-6 ohm-m,1.57 x 10^-6 ohm-m,6.28 x 10^-7 ohm-m,3.14 x 10^-7 ohm-m,A,"Using the formula ρ = R(A/L) and A = πr^2, we get ρ = 10 * (3.14 * (0.01)^2) / 1 = 3.14 x 10^-6 ohm-m. Option B is incorrect due to miscalculation.",Resistivity,Hard,Physics,Current Electricity
A 6V battery is connected to a 3 ohm resistor. What is the energy dissipated in 2 seconds?,12 J,24 J,6 J,8 J,B,"First, find the current I = V/R = 6/3 = 2 A. Then, using the formula E = I^2Rt, we get E = 2^2 * 3 * 2 = 24 J. Option A is incorrect because it underestimates the energy.",Electrical Energy,Medium,Physics,Current Electricity
"Two resistors of 2 ohm and 4 ohm are connected in series. If the current through the 2 ohm resistor is 3 A, what is the voltage across the 4 ohm resistor?",6 V,12 V,8 V,4 V,B,"The current through both resistors is the same in series, so I = 3 A. Using Ohm's Law for the 4 ohm resistor, V = IR = 3 * 4 = 12 V. Option A is incorrect because it misapplies Ohm's Law.",Ohm's Law and Series Circuits,Easy,Physics,Current Electricity
"A cell has an emf of 2 V and internal resistance 1 ohm. When connected to an external resistance of 3 ohm, what is the terminal voltage?",1.5 V,1 V,2 V,1.2 V,A,"First, find the current I = E/(R + r) = 2/(3 + 1) = 0.5 A. Then, the terminal voltage V = E - Ir = 2 - 0.5 * 1 = 1.5 V. Option C is incorrect because it ignores the internal resistance.",Internal Resistance and Terminal Voltage,Medium,Physics,Current Electricity
"The resistance of a wire is 5 ohm. If its length is doubled and radius is halved, what is its new resistance?",20 ohm,40 ohm,80 ohm,10 ohm,B,"Using the formula R = ρ(L/A) and knowing that A is proportional to r^2, when L is doubled and r is halved, R becomes 8 times its original value, so R_new = 5 * 8 = 40 ohm. Option A is incorrect because it underestimates the change.",Resistance and Resistivity,Hard,Physics,Current Electricity
"A 12 V battery is connected to a circuit. If 2 C of charge flows through it in 4 seconds, what is the current?",0.5 A,1 A,2 A,4 A,A,"Using the formula I = Q/t, we get I = 2/4 = 0.5 A. Option B is incorrect because it miscalculates the current.",Current and Charge,Easy,Physics,Current Electricity
"A 4 ohm and a 6 ohm resistor are connected in parallel. If the total current is 5 A, what is the current through the 4 ohm resistor?",2 A,3 A,4 A,1 A,B,"First, find the equivalent resistance, then the voltage across it. Using I1 = (R2/(R1+R2))*I_total for the current division, we get I1 = (6/(4+6))*5 = 3 A. Option A is incorrect because it misapplies the current division rule.",Current Division in Parallel Circuits,Medium,Physics,Current Electricity
"A wire has a resistance of 2 ohm. If it is cut into two equal parts and connected in parallel, what is the equivalent resistance?",0.5 ohm,1 ohm,2 ohm,0.25 ohm,A,"Each half has a resistance of 1 ohm. When connected in parallel, 1/R_eq = 1/1 + 1/1 = 2, so R_eq = 0.5 ohm. Option B is incorrect because it doesn't correctly apply the parallel resistance formula.",Resistors in Parallel,Hard,Physics,Current Electricity
A wire of resistance 5 ohms is stretched to double its length. What is its new resistance?,10 ohms,20 ohms,5 ohms,2.5 ohms,B,"Resistance is directly proportional to length and inversely proportional to cross-sectional area. When length doubles, area halves, so R quadruples.",Resistance and Resistivity,Medium,Physics,Current Electricity
A 12V battery is connected to a 4 ohm resistor. What is the current flowing through the resistor?,2 A,3 A,4 A,6 A,B,"Ohm's Law states V = IR, so I = V/R = 12/4 = 3 A.",Ohm's Law,Easy,Physics,Current Electricity
Two resistors of 2 ohms and 3 ohms are connected in series. What is their equivalent resistance?,1 ohm,2 ohms,5 ohms,6 ohms,C,"In series, resistances add up, so R_eq = 2 + 3 = 5 ohms.",Series and Parallel Circuits,Easy,Physics,Current Electricity
"A conductor has a temperature coefficient of resistance of 0.004/K. If its resistance at 20°C is 10 ohms, what is its resistance at 100°C?",10.32 ohms,12.8 ohms,13.2 ohms,14 ohms,C,R = R0(1 + αΔT) = 10(1 + 0.004*80) = 10(1 + 0.32) = 13.2 ohms.,Temperature Dependence of Resistance,Medium,Physics,Current Electricity
The resistivity of a material is 1.68 × 10^−8 Ωm. What is the resistance of a 2m long wire with a cross-sectional area of 0.5 mm^2?,0.0672 ohms,0.672 ohms,6.72 ohms,67.2 ohms,A,R = ρL/A = (1.68 × 10^−8 × 2) / (0.5 × 10^−6) = 0.0672 ohms.,Resistivity,Medium,Physics,Current Electricity
A cell of emf 2V and internal resistance 1 ohm is connected to an external resistance of 3 ohms. What is the current?,0.5 A,0.67 A,1 A,2 A,A,I = E/(R + r) = 2/(3 + 1) = 0.5 A.,Internal Resistance,Medium,Physics,Current Electricity
"In a meter bridge, the balance point is at 40 cm. If the resistance in the left gap is 10 ohms, what is the resistance in the right gap?",15 ohms,20 ohms,25 ohms,30 ohms,A,R2 = R1 * (100 - l)/l = 10 * (100 - 40)/40 = 15 ohms.,Meter Bridge,Hard,Physics,Current Electricity
The potential difference across a 2 ohm resistor is 4V. What is the power dissipated?,2 W,4 W,8 W,16 W,C,P = V^2/R = 4^2/2 = 8 W.,Power Dissipation,Easy,Physics,Current Electricity
A wire of resistance 8 ohms is bent to form a circle. What is the resistance between two diametrically opposite points?,2 ohms,4 ohms,8 ohms,16 ohms,A,Two 4-ohm resistances in parallel give R_eq = 4*4/(4+4) = 2 ohms.,Resistance Combinations,Medium,Physics,Current Electricity
"The emf of a cell is 1.5 V. When connected to an external resistance, the potential difference drops to 1.2 V. If the current is 0.3 A, what is the internal resistance?",0.5 ohms,1 ohm,1.5 ohms,2 ohms,B,r = (E - V)/I = (1.5 - 1.2)/0.3 = 1 ohm.,Internal Resistance,Medium,Physics,Current Electricity
A battery of emf 6V and internal resistance 2 ohms is connected to a 4 ohm resistor. What is the terminal voltage?,4 V,5 V,6 V,8 V,A,"I = E/(R + r) = 6/(4 + 2) = 1 A, V = IR = 1*4 = 4 V.",Terminal Voltage,Medium,Physics,Current Electricity
"The resistance of a conductor at 20°C is 5 ohms. If its temperature coefficient of resistance is 0.004/K, at what temperature will its resistance be 6 ohms?",50°C,70°C,80°C,100°C,B,"R = R0(1 + αΔT), 6 = 5(1 + 0.004*ΔT), ΔT = 50, T = 20 + 50 = 70°C.",Temperature Dependence of Resistance,Medium,Physics,Current Electricity
"In a series circuit, three resistors of 1 ohm, 2 ohms, and 3 ohms are connected. What is the total resistance?",4 ohms,5 ohms,6 ohms,7 ohms,C,R_eq = 1 + 2 + 3 = 6 ohms.,Series Circuits,Easy,Physics,Current Electricity
A potentiometer wire of length 4m has a resistance of 8 ohms. It is connected to a cell of emf 2V. What is the potential gradient?,0.25 V/m,0.5 V/m,1 V/m,2 V/m,B,"Potential gradient = V/L = (I*R)/L = (E/(R + r))*R/L, assuming r = 0, = E/L = 2/4 = 0.5 V/m.",Potentiometer,Hard,Physics,Current Electricity
A 5 ohm resistor is connected to a 10V battery. What is the energy dissipated in 2 seconds?,20 J,40 J,80 J,100 J,B,"P = V^2/R = 10^2/5 = 20 W, E = P*t = 20*2 = 40 J.",Energy Dissipation,Easy,Physics,Current Electricity
"The resistance of a platinum wire at 0°C is 4 ohms. At 100°C, its resistance is 5 ohms. What is its temperature coefficient of resistance?",0.0025/K,0.005/K,0.01/K,0.025/K,A,α = (R - R0)/(R0*ΔT) = (5 - 4)/(4*100) = 0.0025/K.,Temperature Dependence of Resistance,Hard,Physics,Current Electricity
Two resistors of 4 ohms and 6 ohms are connected in parallel. What is their equivalent resistance?,2 ohms,2.4 ohms,4 ohms,10 ohms,B,"1/R_eq = 1/4 + 1/6 = (3 + 2)/12 = 5/12, R_eq = 12/5 = 2.4 ohms.",Parallel Circuits,Medium,Physics,Current Electricity
"A cell of emf 1.5V is connected to a resistor. If the current is 0.5A, what is the internal resistance if the terminal voltage is 1.2V?",0.3 ohms,0.6 ohms,1 ohm,1.5 ohms,B,r = (E - V)/I = (1.5 - 1.2)/0.5 = 0.6 ohms.,Internal Resistance,Medium,Physics,Current Electricity
A wire of resistance 10 ohms is cut into two equal parts and connected in parallel. What is the equivalent resistance?,2.5 ohms,5 ohms,10 ohms,20 ohms,A,"Each part has R = 5 ohms, in parallel, R_eq = 5*5/(5+5) = 2.5 ohms.",Resistance Combinations,Hard,Physics,Current Electricity
The current through a 3 ohm resistor is 2A. What is the power dissipated?,6 W,12 W,18 W,24 W,B,P = I^2R = 2^2*3 = 12 W.,Power Dissipation,Easy,Physics,Current Electricity
Why does the resistance of a conductor increase with temperature?,Increased atomic vibrations scatter electrons,Electrons move faster at higher temperatures,"Conductor expands, increasing length",Increased temperature reduces electron density,A,"Atomic vibrations increase with temperature, scattering electrons and increasing resistance. Option B is incorrect as electron speed isn't the primary factor.",Resistivity and Temperature,Medium,Physics,Current Electricity
"In a series circuit, what happens to the total resistance when more resistors are added?",Total resistance decreases,Total resistance remains the same,Total resistance increases,Total resistance becomes zero,C,"In series, resistances add up, increasing total resistance. Option A is incorrect as it's the opposite of what's observed.",Series and Parallel Circuits,Easy,Physics,Current Electricity
What is the primary function of a fuse in an electrical circuit?,To regulate voltage,To protect against short circuits,To increase circuit resistance,To store electrical energy,B,"Fuses melt and break the circuit during excessive current flow, protecting against short circuits. Option A is incorrect as fuses don't regulate voltage.",Safety Devices in Electrical Circuits,Easy,Physics,Current Electricity
Why are electrical appliances often connected in parallel?,To increase total resistance,To reduce total voltage,To allow independent operation,To decrease total current,C,Parallel connection allows each appliance to operate independently. Option A is incorrect as parallel connection decreases total resistance.,Series and Parallel Circuits,Medium,Physics,Current Electricity
What happens to the drift velocity of electrons when the potential difference across a conductor is doubled?,It doubles,It halves,It remains the same,It becomes zero,A,"Drift velocity is directly proportional to the electric field, hence doubling the potential difference doubles it. Option C is incorrect as drift velocity isn't constant.",Drift Velocity and Current,Medium,Physics,Current Electricity
"A wire's resistance is 8 ohms. If it's stretched to twice its length, what is its new resistance?",4 ohms,8 ohms,16 ohms,32 ohms,D,"Resistance is proportional to length squared when volume is conserved, so doubling length quadruples resistance. Option B is incorrect as resistance changes.",Resistivity and Resistance,Hard,Physics,Current Electricity
What is the effect of increasing the cross-sectional area of a wire on its resistance?,Resistance increases,Resistance decreases,Resistance remains the same,Resistance becomes infinite,B,"Resistance is inversely proportional to cross-sectional area, so increasing area decreases resistance. Option A is incorrect as it's the opposite effect.",Resistivity and Resistance,Easy,Physics,Current Electricity
Why can't a simple galvanometer measure large currents directly?,It has high resistance,It can't detect small currents,Excessive current damages the coil,It doesn't work with DC,C,Excessive current can damage the galvanometer coil. Option A is incorrect as galvanometers typically have low resistance.,Galvanometers and Ammeters,Medium,Physics,Current Electricity
"In a potentiometer, what is being measured?",Current,Resistance,Potential difference,Power,C,Potentiometers measure potential difference by balancing it against a known voltage. Option A is incorrect as it's not directly measuring current.,Potentiometers,Easy,Physics,Current Electricity
What is the purpose of a shunt in an ammeter?,To increase the resistance of the circuit,To decrease the sensitivity of the ammeter,To allow measurement of larger currents,To measure voltage,C,"A shunt diverts excess current around the ammeter, allowing measurement of larger currents. Option A is incorrect as shunts actually decrease the total resistance.",Galvanometers and Ammeters,Medium,Physics,Current Electricity
Why is it dangerous to use electrical appliances near water?,Water increases resistance,Water is a poor conductor,Water can conduct electricity to the human body,Water reduces voltage,C,"Water can conduct electricity, increasing the risk of shock. Option B is incorrect as water is actually a relatively good conductor.",Safety Precautions with Electricity,Easy,Physics,Current Electricity
What happens when a capacitor is connected in series with a resistor across a DC voltage source?,The capacitor immediately becomes fully charged,The capacitor never charges,The capacitor charges gradually,The resistor doesn't affect charging,C,The capacitor charges gradually due to the resistor limiting current flow. Option A is incorrect as charging isn't instantaneous.,Capacitors and RC Circuits,Medium,Physics,Current Electricity
"In Kirchhoff's voltage law, what is the sum of voltage changes around a closed loop?",Always positive,Always negative,Zero,Depends on the circuit,C,Kirchhoff's voltage law states that the sum of voltage changes around a loop is zero. Option A is incorrect as it doesn't account for voltage drops.,Kirchhoff's Laws,Easy,Physics,Current Electricity
Why are the terminals of a battery marked positive and negative?,To indicate the direction of current flow,To show the magnitude of voltage,To distinguish between AC and DC,To indicate the polarity of the voltage source,D,The markings indicate the polarity of the voltage source. Option A is incorrect as current direction isn't directly indicated by these markings.,Voltage Sources and Circuit Basics,Easy,Physics,Current Electricity
What is the primary reason for using a high resistance in series with a galvanometer when converting it to a voltmeter?,To increase the sensitivity of the voltmeter,To decrease the resistance of the voltmeter,To limit the current through the galvanometer,To measure high voltages,C,"The high resistance limits current through the galvanometer, protecting it. Option B is incorrect as adding resistance increases total resistance.",Galvanometers and Voltmeters,Medium,Physics,Current Electricity
When is the Wheatstone bridge most sensitive?,When all resistances are very high,When all resistances are very low,When all four resistances are equal,When the ratio arms are equal,C,"The Wheatstone bridge is most sensitive when all four resistances are equal, balancing the bridge. Option A is incorrect as high resistances don't necessarily increase sensitivity.",Wheatstone Bridge,Hard,Physics,Current Electricity
Why is it advised not to touch electrical appliances with wet hands?,Because water is an insulator,Because it reduces the appliance's efficiency,Because it increases the risk of electrical shock,Because it damages the appliance,C,"Wet hands increase conductivity, raising the risk of electrical shock. Option A is incorrect as water is a relatively good conductor.",Safety Precautions with Electricity,Easy,Physics,Current Electricity
"In a meter bridge, what is being measured?",Resistance,Voltage,Current,Power,A,A meter bridge measures unknown resistance by comparing it with a known resistance. Option B is incorrect as it's not directly measuring voltage.,Meter Bridge,Easy,Physics,Current Electricity
What is the effect of increasing the temperature on the resistivity of a semiconductor?,Resistivity increases,Resistivity decreases,Resistivity remains the same,Resistivity becomes zero,B,"In semiconductors, increasing temperature provides more charge carriers, decreasing resistivity. Option A is incorrect as it's opposite to what's observed in semiconductors.",Resistivity and Temperature,Medium,Physics,Current Electricity
Why are superconductors not used in household wiring?,They are too expensive,They require very high temperatures,They require very low temperatures,They have high resistance,C,"Superconductors require very low temperatures to operate, making them impractical for household use. Option B is incorrect as superconductors actually require low temperatures.",Superconductivity,Hard,Physics,Current Electricity
A 1.5 V battery with internal resistance r powers a resistor R. Which quantity remains constant when R is varied?,Terminal voltage,Current through R,Electromotive force (EMF),Power dissipated in R,C,EMF is intrinsic to the battery. Terminal voltage changes with current. Option C is unchanging.,EMF vs Terminal Voltage,Medium,Physics,Current Electricity
A filament lamp and a resistor obey Ohm's law. Which property distinguishes their I-V graphs?,Lamp graph is linear,Resistor graph is nonlinear,Lamp resistance increases with current,Resistor resistance decreases with current,C,Lamp is non-ohmic with increasing resistance. Resistor has constant slope. Option C reflects temperature effects.,Ohmic vs Non-Ohmic Conductors,Medium,Physics,Current Electricity
"In a copper wire, what is the direction of electron drift velocity relative to electric field?",Same direction,Opposite direction,Perpendicular direction,Random direction,B,"Electrons move opposite to electric field. Thermal motion is random, not drift. Directionality is key.",Drift Velocity vs Thermal Velocity,Hard,Physics,Current Electricity
Two wires of same material but different thickness are connected in series. Which quantity is identical for both?,Current density,Resistivity,Resistance,Current,D,"Series current is universal. Resistivity is material-specific, resistance and density depend on geometry.",Current vs Current Density,Medium,Physics,Current Electricity
A superconducting wire and an insulating rod are similarly stressed. What is their primary conducting mechanism?,Both have free electrons,Superconductor has mobile ions,Insulator has mobile electrons,Superconductor has zero resistance,D,Superconductors exhibit zero resistance. Insulators block current regardless of charge carriers.,Superconductors vs Insulators,Hard,Physics,Current Electricity
Kirchhoff’s voltage law applies to junctions while his current law applies to loops. What principle underlies this distinction?,Conservation of charge in junctions,Conservation of energy in junctions,Conservation of momentum in loops,Conservation of mass in loops,A,Voltage law tracks energy conservation. Current law tracks charge conservation at nodes. Confusion arises from labels.,Kirchhoff's Laws,Hard,Physics,Current Electricity
"When a battery powers a circuit, which quantity depends on the load’s resistance?",Battery’s EMF,Battery’s internal resistance,Terminal voltage,Battery’s material resistivity,C,Terminal voltage = EMF - Ir. Internal resistance and EMF are intrinsic. Resistivity is material property.,Internal vs External Resistance,Medium,Physics,Current Electricity
Which formula correctly calculates power in a resistor when voltage V is constant?,P = V²/R,P = I²R,P = IV,All three are equivalent,D,All are mathematically equivalent via Ohm’s law. None fails when voltage is constant.,Power Dissipation Formulas,Hard,Physics,Current Electricity
A copper wire’s resistance increases with temperature. How does a semiconductor resistor behave?,Resistance increases,Resistance decreases,Resistance becomes zero,Resistance is unaffected,B,"Semiconductors have negative temperature coefficient. Metals have positive, but this applies to conductors.",Temperature Dependence of Resistance,Medium,Physics,Current Electricity
"In a parallel circuit with three equal resistors, which quantity is the same across all?",Current,Voltage,Power,Resistance,B,Parallel components share voltage. Current splits inversely with resistance. Power varies per resistor.,Series vs Parallel Circuits,Easy,Physics,Current Electricity
An ammeter and voltmeter measure different quantities. Which statement compares their ideal resistances?,Ammeter has high resistance,Voltmeter has low resistance,Ammeter has zero resistance,Voltmeter has infinite resistance,D,Voltmeter draws negligible current. Ammeter shunts current. Ideal voltmeter is non-intrusive.,Ammeter vs Voltmeter,Medium,Physics,Current Electricity
A Wheatstone bridge balances when R1/R2 = R3/R4. How does a potentiometer differ in principle?,Measures current balance,Measures potential difference,Balances EMF without current,Uses AC instead of DC,C,Potentiometer balances EMF with no current. Bridge compares resistances with current flow.,Wheatstone Bridge vs Potentiometer,Hard,Physics,Current Electricity
What is the primary difference between conductance and conductivity?,Conductance is reciprocal of resistance,Conductivity depends on geometry,Conductance is material-specific,Conductivity is dimensionless,A,Conductance (σ) is 1/R. Conductivity (σ) is material property. Geometry affects resistance/conductance.,Conductivity vs Conductance,Easy,Physics,Current Electricity
A copper wire and an iron wire have same dimensions. Which property is higher in copper?,Resistivity,Resistance,Conductance,Internal resistance,C,Copper has lower resistivity → higher conductance. Resistance depends on resistivity and geometry.,Resistance vs Resistivity,Medium,Physics,Current Electricity
Which physical quantity has units of ohm·meter?,Resistance,Resistivity,Conductance,Conductivity,B,Resistivity (ρ) units are Ω·m. Resistance units depend on geometry. Conductivity is S/m.,Resistivity Units,Easy,Physics,Current Electricity
"In a semiconductor, what role does temperature play in conductivity?",Increases free electrons,Decreases free electrons,Destroys crystal lattice,Creates magnetic dipoles,A,"Higher temperature frees more charge carriers. Metals behave oppositely, but semiconductors increase conductivity.",Temperature and Semiconductors,Medium,Physics,Current Electricity
A capacitor discharges through a resistor. Which quantity decreases exponentially?,Charge,Resistance,Capacitance,Battery EMF,A,Charge follows Q = Q0e^{-t/RC}. Resistance and capacitance are constants during discharge.,RC Circuits,Medium,Physics,Current Electricity
What distinguishes the electric field inside conductors vs insulators under voltage?,Conductors have no field,Insulators have higher field,Conductors have uniform field,Insulators redistribute charges,C,"Conductors allow field propagation. Insulators localize charges, reducing field distribution.",Electric Field in Materials,Hard,Physics,Current Electricity
A potentiometer measures EMF without drawing current. Why is this advantageous?,Eliminates voltage drop,Increases circuit resistance,Reduces heat generation,Simplifies circuit design,A,No current avoids I·r drops. This ensures accurate EMF measurement unlike voltmeters.,Potentiometer Applications,Hard,Physics,Current Electricity
Which pair of quantities are inversely proportional according to Ohm’s law?,Current and voltage,Resistance and length,Current and resistance,Voltage and resistivity,C,I = V/R → I ∝ 1/R for constant V. Voltage and resistance are directly related in this context.,Ohm's Law Relationships,Easy,Physics,Current Electricity
Why does a thermistor exhibit non-ohmic behavior?,Temperature increases resistance,Resistance changes with voltage,Current depends on charge density,Thermistors lack free electrons,B,Thermistors’ resistance varies with current-induced heating. This breaks linear I-V relation.,Non-Ohmic Devices,Hard,Physics,Current Electricity
A copper wire and a nichrome wire of identical dimensions carry the same current. Which property determines the higher potential difference across nichrome?,Higher resistivity,Greater electron density,Lower temperature coefficient,Higher conductivity,A,Resistivity directly affects voltage drop. Option D contradicts resistivity facts.,Resistivity vs Resistance,Medium,Physics,Current Electricity
"During a short circuit, why does a 200W bulb filament glow brighter than a 100W bulb filament?",Lower resistance allows higher current,Higher power rating stores energy,Thicker filament emits more light,Short circuit reduces voltage drop,A,Lower resistance increases current. Option C confuses brightness with filament thickness.,Power in Electric Circuits,Hard,Physics,Current Electricity
