Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
32,"To find hidden secrets under the water, ships and submarines use the:",Radiation system,Sonar system,X-ray system,Radiation system,B
33,Sound travels fastest in:,Solid,Liquid,Gas,None of these,A
34,Aviation fuel for jet airplanes consists of purified:,Kerosene,Gasoline,Diesel,Petrol,A
35,"Which material has the highest melting point, i.e., 3410°C?",Mercury,Tungsten,Silicon,Titanium,B
36,A biological study of the external form and structure of living organisms and their parts is called:,Nephrology,Morphology,Oncology,Pharmacology,B
37,How many planets are in our solar system:,6,7,8,9,C
38,What amount of fat provides approximately 9.3 kcal of energy?,1.0 g,2.0 g,4.1 g,0.5 g,A
39,RAM is the abbreviation for:,Random Access Memory,Read and Memorize,Reading Access Memory,None of these,A
40,The main nitrogenous waste excreted through urine in humans is:,Ammonia,Uric acid,Urea,None of these,C
41,"After passing light through a prism, light disperses into:",5 Colors,6 Colors,7 Colors,8 Colors,C
42,"After drinking contaminated water, you would be most apt to develop symptoms of ______.",malaria,typhoid fever,schistosomiasis,yellow fever,B
43,The post-mortem examination of a body is called an:,Autopsy,Anatomy,Etymology,None of the above,A
44,A shooting star is a:,Comet,Asteroid,Meteor,Satellite,C
45,Vitamin A is found in the,White vegetables,Green vegetables,Yellow vegetables,Red vegetables,B
46,The first and largest asteroid to be discovered was ______.,Trojan,Ceres,Juno,Pallas,B
47,Which statement about sound is Right?,Sound cannot travel through water.,Sound cannot travel through a vacuum.,Sound cannot travel through glass.,None of the above,B
48,A lead ball falls through water more slowly than through air because:,The density of air is less than that of water,Of the viscous force in water,Of the surface tension of water,The value of 'g' is less in water,B
49,What is the magnitude of the strongest earthquake ever measured on the Richter scale?,5.5,6.3,6.8,9.5,D
50,What is the study of culture and primitive peoples called?,Eugenics,Anthropology,Entomology,Ethology,B
51,"The liver stores many substances, including ______.",iron,cobalt,iodine,None of these,A
52,Black Holes' refer to:,Holes occurring in heavenly bodies,Bright spots on the sun,Collapsing objects of high density,Collapsing objects of low density,C
53,What is the average weight of a human heart?,450 g,300 g,400 g,None of the above,B
54,The SI standard of time is based on the:,Precision pendulum clock,Yearly revolution of the Earth about the Sun,Frequency of light emitted by Kr-86,Vibrations of a caesium-133 atom,D
55,Orthoepy is the study of:,Word pronunciation,Languages,Learning,Autography,A
56,Addison's disease is caused by the deficiency of the:,Melanophore-stimulating hormone,Luteinizing hormone,Adrenocorticotropic hormone,Antidiuretic hormone,C
57,"When ice cubes are pressed over each other, they unite to form one cube. Which of the following forces is responsible for holding them together?",Van der Waals forces,Covalent attraction,Hydrogen bond formation,Dipole attraction,C
58,Which material provides a shield against gamma rays?,Wood,Lead,Water,None of these,B
59,'Satiety' is the condition in which a person:,Lacks the desire to eat,Walks,Sleeps,Drinks,A
60,Dr. Abdus Salam of Pakistan was one of the contributors to the unification of the ____.,Electromagnetic force and weak nuclear force,Gravitational force and weak nuclear force,Weak nuclear force and strong nuclear force,None of these,A
61,Diamond is harder than graphite because of the:,Difference in layers of atoms,Difference in crystalline structure,Tetrahedral structure of diamond,None of these,C
62,The unit that coordinates the different devices of the computer system is the:,ALU,Register,Control unit,Logical instruction,C
63,A four-chambered heart is found in:,Birds and mammals,Fish,Amphibians and reptiles,Amphibians and birds,A
64,"During a total solar eclipse, there is most likely to be:",A decrease in the rate of photosynthesis,An increase in the rate of photosynthesis,A decrease in the rate of respiration,No effect on either photosynthesis or respiration,A
65,The cooling of molten urea by air in a tower is called:,Prilling,Evaporation,Condensation,Crystallization,A
66,A lunar eclipse occurs on a:,Half Moon,Quarter Moon,Full moon,New Moon,C
67,Zero was first used by:,Brahmagupta,Abdus Salam,Willey Rilos,Letters,A
68,One Quintal is equal to:,70 kg,90 kg,100 kg,120 kg,C
69,The Greenhouse Effect is caused by an excess of:,Carbon dioxide,Carbon monoxide,Carbon tetrachloride,None of the above,A
70,The concept of zero was given by:,Indians,Egyptians,Syrians,None of these,A
71,"The major part of natural gas, petroleum, and coal consists of:",Gypsum,Chlorine,Methane,None of the above,C
72,One of the main functions of the Earth's ozone layer is to:,Filter out ultraviolet rays,Absorb visible light,Prevent global warming,All of the above,A
73,The most abundant element in the Earth's crust is:,Silicon,Oxygen,Aluminium,Calcium,B
74,Identify the genetic & hereditary disease from the options.,Trachoma,Sickle-Cell Anemia,Pellagra,Arthritis,B
75,Which type of star is maintained by the pressure of an electron gas?,Main Sequence Star,White Dwarf,Neutron Star,Black Hole,B
76,Which of the following planets has no moons?,Venus,Neptune,Mars,Jupiter,A
77,Which catalyst is used for the separation of oxygen and hydrogen in water (H'2O)?,Sodium Chloride,Heat,Electricity,Nitric Acid,C
78,"Theoretically, global ocean energy resources are estimated to be over:","32,000 GW","32,900 GW","33,000 GW","32,100 GW",A
79,Venus indicates the direction of:,North,South,East,West,D
80,Which of the following is an organic molecule needed by the body in small amounts?,Protein,Vitamin C,Zinc,Monosaccharide,B
81,Which of the following metals is used in aircraft?,Chromium,Titanium,Palladium,None of these,C
82,The echo of the Big Bang can be heard in the form of:,X-rays,Ultraviolet rays,Cosmic microwave background radiation,Infrared rays,C
83,Which gas in Chlorofluorocarbons damages the ozone layer most:,Chlorine,Fluorine,Ammonia,Bromine,A
84,Who invented the safety pin?,Steward Hartshorn,A. Rose,Charles Goodyear,Walter Hunt,D
85,Which of the following is known as the anti-scurvy factor?,Vitamin A,Vitamin C,Vitamin D,Vitamin B complex,B
86,An anemometer is used to measure:,wind speed,air pressure,water pressure,None of these,A
87,What is the function of haemoglobin?,To transport oxygen,Destruction of bacteria,Prevention of anaemia,Utilization of energy,A
88,SONAR is used to measure:,The speed of sound,Ocean depth,Water temperature,None of these,B
89,Glass is classified into different types on the basis of its:,Chemical composition,Physical properties,Manufacturing process,All of these,A
90,Phosphorus is an essential component of which of the following biological molecules?,Amino acids,Nucleic acids,Carbohydrates,None of them,B
91,Existence of an element in more than one form in the same physical state is called:,Allotropy,Pleiotropy,Heterotrophy,None of these,A
92,All the following statements are correct except:,The presence of moisture in the air reduces the conductivity of charge,"When a body is charged positively, some electrons escape from it",A body is said to be negatively charged when it has got some electrons,None of the above statements is correct,A
93,Green vegetables are a good source of:,Starch,Fats and Oil,Protein,Minerals and Vitamins,D
94,Edward Jenner observed that smallpox had evolved from another form of pox. This was:,Sheep pox,Chickenpox,Cowpox,Dogpox,C
95,"Which of the following acids, secreted internally, helps in digestion?",Sulfuric,Citric,Hydrochloric,Acetic,C
96,Kidney stones are primarily caused by ____.,Sulfur dioxide,Calcium oxalate,Aluminum oxide,None of these,B
97,Cataract is a disease of?,Eye,Brain,Chest,None of these,A
98,A father transfers the Y chromosome to his:,Son,Daughter,Both of these,None of these,A
99,The biggest planet in our solar system is:,Pluto,Jupiter,Venus,None of these,B
100,The shape of the external ear is due to:,Articular cartilage,Elastic cartilage,Fibrocartilage,None of these,B
101,The layer of the atmosphere closest to the Earth's surface is called the:,Exosphere,Ionosphere,Stratosphere,Troposphere,D
102,Amnesia is related to ______.,loss of hearing,loss of memory,loss of sight,sleeping sickness,B
103,"By taking the pulse rate of the human body, a doctor determines:",The condition of the liver,The amount of blood in the body,The health of the lungs,The heartbeat,D
104,"When the same note is played on a sitar and a flute, the sounds produced can be distinguished from each other because of the difference in:","Pitch, loudness, and quality",Pitch and loudness,Quality only,Loudness only,C
105,The branch of biology which deals with the study of the nervous system and its disorders is called:,Urology,Hematology,Neurology,Herpetology,C
106,The development of calf muscles in people who wear high heels is a common example of:,Natural selection,Inheritance of acquired characters,Use and disuse of organs,Artificial selection,C
107,Who invented the safety pin in 1829?,Walter Hunt,Michael Faraday,Alexander Fleming,Joseph Thomson,A
108,"In a DNA molecule, the rule for base pairing is that adenine always binds with:","Thymine, and cytosine with guanine","Cytosine, and thymine with guanine","Guanine, and cytosine with thymine","Uracil, and cytosine with guanine",A
109,The energy a body has owing to its position is called:,Kinetic Energy,Potential Energy,Gravitational Energy,None of these,B
110,Which of the following is a sedative?,Mescaline,Sulphadiazine,Equanil,Papaverine,C
111,The famous book 'Al-Qanun' was written by the Muslim scientist:,Jabir ibn Hayyan,Zakariya Al-Razi,Abu Ali Sina,Abdul Qasim Majriti,C
112,What is the weight of the average adult human brain?,3.1 to 3.4 kg,2.1 to 2.8 kg,1.4 to 1.8 kg,1.2 to 1.4 kg,D
113,A group of elephants is called a:,Herd,Tower,Mob,Zeal,A
114,Who is credited as one of the first to prepare Sulfuric acid?,Aristotle,Dalton,Bohr,Jabir ibn Hayyan,D
115,"In places where the air temperature is above the freezing point of water, precipitation occurs in the form of ______.",lightning,rain,thunder,hailstorms,B
116,"In a refrigerator, cooling is produced by:",The ice which deposits on the freezer,The evaporation of a volatile liquid,The sudden expansion of a compressed gas,None of the above,B
117,A pulsar is a rapidly rotating ______.,red giant,neutron star,black hole,white dwarf,B
118,An animal that captures and readily kills other living animals for its food is called a:,Parasite,Scavenger,Predator,Mammal,C
119,Which of these is a secondary plant nutrient?,Phosphorus,Sulfur,Nitrogen,Potassium,B
120,"A full-grown tree absorbs annually how much carbon dioxide, approximately?",48 Pounds,50 Pounds,52 Pounds,None of these,A
121,"In a dot distribution map, after giving the appropriate number of dots, the boundaries of countries are:",Usually rubbed out,Not rubbed out,Brightly marked,None of these,A
122,Which is cancer?,Glaucoma,Leukemia,Both A and B,None of above,B
123,A light-year is a unit of:,Energy,Length,Time,Mass,B
124,"If there are several earthquakes in a row, what is the name of the largest of these earthquakes?",Tertiary shock,Foreshock,Mainshock,Aftershock,C
125,Deuterium differs from Hydrogen in having:,A different atomic number but the same atomic weight,A different atomic number and a different atomic weight,The same atomic number and a different atomic weight,None of these,C
126,The ozone layer is at a height of ____ kilometers from the surface of the Earth.,20 to 30,30 to 40,40 to 50,10 to 20,A
127,Deuterium differs from Hydrogen in having:,A different atomic number but the same atomic weight,A different atomic number and a different atomic weight,The same atomic number and a different atomic weight,None of these,C
128,Which vitamin is available to the human body through sunlight?,Vitamin A,Vitamin D,Vitamin K,Vitamin B12,B
129,An instrument used for the measurement of wind speed is called an:,Altimeter,Barometer,Anemometer,None of these,C
130,Where are red blood cells formed?,Liver,Bone marrow,Kidneys,Heart,B
131,An extremely small piece of silicon on which integrated circuits are implemented is called a:,Feed,Hollerith Code,Chip,Card reader,C
132,Infectious diseases are caused by:,Pathogens,Viruses,Bacteria,All of these,D
133,"Of the following diseases, which one is caused by an insect bite?",Dengue,Scurvy,Pneumonia,Asthma,A
134,"It takes much longer to cook things in the hills than in the plains, because:",Atmospheric pressure is high in the hills and water boils at a higher temperature,Atmospheric pressure is lower and water boils at a lower temperature,"Due to low atmospheric pressure in the hills, the boiling point of water is raised and therefore water takes longer to boil","The humid atmosphere in the hills absorbs a lot of heat, leaving very little for the",B
135,"To see three-dimensional pictures, we can use a ______.",stereoscope,epidiascope,camera,binocular,A
136,"When a gas turns into a liquid, the process is called:",Condensation,Evaporation,Deposition,Sublimation,A
137,The disease called 'lockjaw' is:,Arthritis,Hyperopia,Tetanus,None of these,C
138,Isotopes are atoms of the same element with a different number of:,Protons,Electrons,Neutrons,Positrons,C
139,The liver uses which vitamin for creating new red blood cells?,B12,K,A,B6,A
140,Gastric juice is a secretion of the glands present in the:,Kidneys,Stomach,Gallbladder,None of these,B
141,"On another planet, the local words for earth, water, light, air, and sky are sky, air, water, earth, and light, respectively. If someone is thirsty there, what would they drink?",Sky,Water,Air,Light,C
142,Ultra-microscopic viruses are the main cause of:,Mumps,Cholera,Measles,Malaria,A
143,Biopsy is done on tissues taken from a ____.,Human body,Animal body,Living body,Dead body,C
144,Weight on the Moon is:,The same as that on the Earth,Double that on the Earth,One-sixth of that on the Earth,One-half of that on the Earth,C
145,What is the temperature at the center of the Sun?,15 million °C,10 million °C,6 million °C,20 million °C,A
146,"An organization that has developed the capacity to continuously learn, adapt, and change is called a ______.",virtual organization,learning organization,traditional organization,bureaucratic organization,B
147,"The amount of oxygen required to restore the body to its normal, resting level of metabolic function is called:",EPOC,Credit oxygen,POCE,None of these,A
148,The weight of an object at the center of the Earth (of radius R) is:,Same,Weightless,Rises a little,None of these,B
149,A dental mirror is which type of mirror?,Concave mirror,Plane mirror,Convex mirror,None of the above,A
150,Which planet is known for its Great Red Spot?,Mercury,Jupiter,Mars,Neptune,B
151,The optical fibre system is mainly utilized in:,Telecommunication system,Eye operation,Air raid system,Defence system,A
152,What subclass of neutron star is known for its extremely high magnetic field?,Magnetta,Magnetar,Magneto,Quasar,B
153,One liter is equal to how many gallons?,0.2200 gal,0.2100 gal,0.2500 gal,0.2300 gal,A
154,AIDS is caused by a:,Bacterium,Virus (Human Immunodeficiency Virus),Both A and B,None of these,B
155,"Which country launched the gigantic telescope ""Sky Eye"" for the hunt of life beyond Earth:",India,US,China,None of these,C
156,Formic acid is obtained from:,Vinegar,Orange,Ant,Fat,C
157,Articles made of copper and bronze slowly tarnish in the air and turn green. The green color is due to the formation of:,Copper Carbonate,Copper Sulfide,Copper Oxalate,Copper Oxide,A
158,The pedosphere is the layer of the Earth composed of:,Soil,Air,Organisms,All of the above,A
159,Basidiospores are considered to be a major source of:,Water-borne allergens,Animal faeces,Airborne allergens,A bio-weapon,C
160,"As per their eating habits, squirrels are:",Frugivorous,Herbivorous,Carnivorous,Omnivorous,B
161,An echo (reflected sound) will be distinctly heard at ordinary temperatures if the distance of the reflecting surface from the source of sound is at least:,1120 ft,112 ft,56 ft,100 ft,C
162,Which of the following layers makes long-distance radio transmission possible?,Troposphere,Ionosphere,Mesosphere,Stratosphere,B
163,Air conditioning controls:,Temperature,Humidity,Circulation of the air,All of the above,D
164,Benjamin Franklin invented:,Radio,Barometer,Electricity,None of these,D
165,The surfaces of solar panels are painted:,Red,White,Yellow,Black,D
166,"A car and a loaded truck are moving with the same speed along a road. As compared to the truck, the car shall possess:",More kinetic energy,More potential energy,Less kinetic energy,More mechanical energy,C
167,What is the pH nature of milk?,Highly basic,Slightly acidic,Highly acidic,Slightly basic,B
168,What is the primary pigment used by plants to capture light energy for photosynthesis?,Carotene,Xanthophyll,Chlorophyll,Anthocyanin,C
169,Walnuts can be broken in the hand by squeezing two together but not one. This is an application of:,Force concentration (Pressure),Power,Energy,Volume,A
170,The gas used in the manufacture of vanaspati ghee from vegetable oil is:,Hydrogen,Oxygen,Nitrogen,Carbon dioxide,A
171,SONAR is used to measure:,Ocean depth,Ocean length,Ocean width,All of the above,A
172,The founder of algebra is considered to be:,Al-Khwarizmi,Ibn al-Haytham,Ibn Sina,All of the above,A
173,Which instrument is used to measure the degree of hardness of materials?,Kymograph,Lactometer,Kaleidoscope,Mohs Scale,D
174,What was the Montreal Protocol concerned with?,Checking ozone layer depletion,Checking global warming,Protecting biodiversity,Increasing forest cover,A
175,The biggest species of the cat family is the:,Leopard,Tiger,Lion,None of these,B
176,The mixing of which material makes rubber more flexible?,Graphite,Marble powder,Sulfur,Potassium permanganate,C
177,The Sun rises in the East and sets in the West due to the:,Rotation of the Earth around the Moon,Rotation of the Sun around the Earth,Rotation of the Sun on its axis,Rotation of the Earth on its axis,D
178,"Virtual water trade is being looked at by experts as a solution to the world's water crisis. What does ""virtual water"" imply?",The volume of heavy water required to replace ordinary water,The volume of water required to produce a commodity,The volume of water saved by using rainwater harvesting,The volume of water utilized by effective flood control,B
179,What is the subatomic particle detected for the first time in 2015 by the European Organization for Nuclear Research?,Kaons K,Pentaquark,Neutrinos,Higgs boson,B
180,"Who is known as the ""Father of Zoology""?",George Schaller,Dian Fossey,Richard Dawkins,Aristotle,D
181,Which of these is a genetic & hereditary disease?,Goitre,Jaundice,Diabetes Mellitus,Typhoid,C
182,What is the first element in the periodic table?,Hydrogen,Helium,Nitrogen,Carbon,A
183,A person standing in front of a mirror finds his image smaller than himself and erect. This implies that the mirror is:,Plane,Concave,Convex,Not of good quality,C
184,The Andromeda Galaxy is which of the following types of galaxies?,Irregular,Spiral,Elliptical,None of these,B
185,Organisms living together in the same environment make up a:,Community,Ecosystem,Habitat,None of these,A
186,What type of clock was invented by Christiaan Huygens?,Digital Clock,Analog Clock,Binary Clock,Pendulum Clock,D
187,On which dates are day and night approximately equal in length?,on January 14 and June 22,on March 20 and September 23,on January 14 and September 23,on March 21 and December 24,B
188,Base metals can be converted into gold by:,Beating,Chemical reaction,Heating,Artificial nuclear reactions,D
189,The average kinetic energy of the molecules of a substance determines its ______.,internal energy,temperature,heat,None of the above,B
190,The density of air is:,0.225 kg/m³,1.025 kg/m³,1.225 kg/m³,1.425 kg/m³,C
191,The famous book 'Al-Qanun' was written by the Muslim scientist:,Jabir ibn Hayyan,Zakariya Al-Razi,Abu Ali Sina,Abdul Qasim Majriti,C
192,The territorial waters of India extend up to ______.,4 nautical miles,12 nautical miles,200 nautical miles,None of the above,B
193,A barometer is used to measure:,Atmospheric pressure,Frequency,Velocity,Acceleration,A
194,"During the rainy season, wooden doors are difficult to open or close because of:",Imbibition,Osmosis,Diffusion,Plasmolysis,A
195,Atmospheric pressure at sea level is approximately:,1 psi,14.7 psi,32 psi,None of these,B
196,Insulin in the human body is produced in the:,Liver,Kidney,Pancreas,None of these,C
197,The gas mixture used by deep-sea divers as an artificial atmosphere is helium and ______.,nitrogen,oxygen,neon,carbon monoxide,B
198,The longest cell in the human body is the ______.,nerve cell,muscle cell,liver cell,kidney cell,A
199,The human nervous system consists of the:,Brain and spinal cord,Brain and nerves,Spinal cord and nerves,"Brain, spinal cord, and nerves",D
200,Albert Einstein was a:,Physician,Physicist,Biologist,Chemist,B
201,Name the disease in which the air sacs in the lungs are filled with pus:,Typhoid,Malaria,Hepatitis,Pneumonia,D
202,How many eyes are found in an earthworm?,No eyes,Many,Two,One,A
203,The motions of tectonic plates are responsible for which of the following on Earth?,Continental drift,Seafloor spreading,Most volcanic and seismic activity,All of them,D
204,What is the medical term for fever?,Pyrexia,Hypertension,Thermophilia,Hypothermia,A
205,Bird Flu virus is also known as:,Ebola,H5N1,Chickenpox,None of these,B
206,What is the chemical name of baking soda?,Sodium bicarbonate,Sodium nitrate,Sodium carbonate,Potassium,A
207,For which one of the following is the density maximum?,Water,Benzene,Chloroform,Ice,A
208,What is melioidosis?,Red spots on the skin,An infectious disease,Pain in the joints,Loss of memory,B
209,The study of improving human qualities through selective breeding is called:,Genealogy,Cloning,Biotechnology,Eugenics,D
210,The wave-like contraction and expansion movement of the walls of the food pipe is known as ____ movement.,Oscillatory,Peristaltic,Diastolic,Gastric,B
211,A six-foot-tall lady wants to see her full image in a plane mirror. The minimum length of the mirror will be:,3 ft,4 ft,5 ft,6 ft,A
212,Alternative energy is defined as a source of energy that is an alternative to:,Fossil fuels,Waste,Water,Heat,A
213,Which of the following is a secondary plant nutrient?,Nitrogen,Phosphorus,Sulphur,None of these,C
214,The density of milk is approximately ______.,1.044 g/cm³,1.034 g/cm³,1.014 g/cm³,1.024 g/cm³,B
215,The bonds present in solid N2O5 are:,Only ionic,Covalent and coordinate,Only covalent,Covalent and ionic,D
216,Who is known for his invention of the mobile phone?,Martin Cooper,William Caxton,Arthur Korn,Chester Carlson,A
217,The first test-tube baby of the world was born in:,France,The Philippines,Britain,USA,C
218,Which of the following elements is a metal?,S (Sulfur),Se (Selenium),I (Iodine),Ga (Gallium),D
219,At what time of day is the relative humidity normally at a minimum?,When the air temperature is highest,Just before sunrise,When the air temperature is lowest,About midnight,A
220,"For the manufacture of cement, which of the following is used in the largest quantity?",Alumina,Calcium oxide,Gypsum,Silica,B
221,A storage system developed by Charles Drew in 1940 enabled a particular type of banking. What was it?,Para banking,Blood banking,Eye banking,Data banking,B
222,"Fruits without seeds, like bananas, are called:",Seedless fruits,Parthenogenesis fruits,Parthenocarpic fruits,Placental fruits,C
223,Which one of the following vitamins can be synthesized by the liver?,Vitamin K,Vitamin E,Vitamin B12,Vitamin B6,A
224,What is the name of the branch of science that studies the ocean?,Ornithology,Oceanography,Phycology,None of the above,B
225,Insulin was discovered by,Alexander Fleming,Edmond Fischer,Dr. F. G. Banting,Joseph E. Murray,C
226,Which of the following elements is not present abundantly in the Earth's crust?,Silicon,Radium,Aluminum,Carbon,B
227,The lifespan of white blood cells is typically ____.,4 to 8 days,5 to 21 days,3 to 7 days,1 to 5 days,B
228,Name the greatest geographer of the Abbasid Caliphate.,Al-Kindi,Yaqut al-Hamawi,Al-Masudi,None of these,C
229,The ________ are actual dried flower buds used as a spice.,Cinnamon,Cloves,Saffron,None of these,B
230,The medulla oblongata is a part of human:,Heart,Brain,reproductive system,large intestine,B
231,Inhaled air passes through which of the following last before reaching the alveoli?,Trachea,Bronchiole,Pharynx,None of the above,B
232,Who is often credited with the discovery of sulfuric acid?,Jabir ibn Hayyan,Ibn al-Haytham,Ibn Sina,None of these,A
233,The law of magnetic induction was given by:,Tesla,Faraday,Newton,None of these,B
234,What is the speed of sound in air?,1347 km/h,1235 km/h,1290 km/h,1495 km/h,B
235,Oncology is the study of ______.,diseases,cancer,origins,onions,B
236,The magnitude of an earthquake is measured using the ______.,temblor scale,Richter scale,seismic scale,earthquake scale,B
237,How many times can a newspaper be recycled?,5 to 7 times,10 times,12 times,15 times,A
238,Magnalium is an alloy of:,Aluminum and Mercury,Aluminum and Magnesium,Aluminum and Zinc,Magnesium and Lead,B
239,"In the apothecaries' system, 1 dram is equal to:",2 scruples,2.5 scruples,1.5 scruples,3 scruples,D
240,How is asthma provoked?,By a combination of genetic and environmental factors,By allergy,By genetics,All of these,D
241,What is anthracite?,Carbon,Hard coal,Ammonia,None of these,B
242,In which section of the plant does photosynthesis take place?,Roots,Stem,Leaves,Flowers,C
243,"The smallest branches of an artery, which lead into tiny blood vessels, are called:",Arterioles,Capillaries,Venules,Veins,A
244,"If the speed of the Earth's rotation increases, what effect would it have on the weight of your body?",Weight decreases,Weight increases,Remains the same,None of these,A
245,A virus is ______.,multicellular,acellular,unicellular,None of these,B
246,Bats can fly in the dark because they are capable of using:,Electromagnetic waves,A special retina,Ultrasonic waves,Ultraviolet waves,C
247,Underground horizontal stems are called ____.,Tubers,Rhizomes,Taro,None of these,B
248,Which of the following are viral diseases?,"Chickenpox, Measles","Polio, Rabies, Mumps, Influenza","Hepatitis, Herpes, AIDS",All of these,D
249,Influenza A virus subtype H5N1 is also known as ______.,swine flu,bird flu,soft flu,None of these,B
250,"Chemically, fingernails are made up of:",Protein,Carbohydrates,Potassium,Sodium,A
251,Which device is used to measure the specific gravity of a liquid?,Barometer,Ammeter,Manometer,Hydrometer,D
252,Halos around the Moon are formed because of the phenomenon of:,Attraction,Separation,Diffraction,Dispersion,D
253,The largest cell in the human body is the:,Nerve cell,Muscle cell,Liver cell,Kidney cell,A
254,Salinization is the:,Accumulation of salts in animals,Accumulation of salts in the body,Accumulation of salts in water,Accumulation of salts in soil,D
255,Malaria is a disease that affects the ____.,Spleen and liver,Lungs,Kidney,Heart,A
256,The substance coated on plastic tape recorder tapes is:,Zinc oxide,Manganese oxide,Iron sulfate,Iron oxide,D
257,What is it called when the Earth is closest to the Sun?,Perihelion,Apoapsis,Periapsis,Aphelion,A
258,Who invented the steam engine?,James Watt,Einstein,Stephenson,None of these,A
259,Which of these scientists studied evolution prior to Darwin but is much less well-known in modern times?,Lamarck,Lister,Lorenz,Pavlov,A
260,Soap and detergents remove dirt from clothes due to ______.,diffusion,the lowering of interfacial tension,capillary action,osmosis,B
261,Water loss from leaves through stomata is called:,Evaporation,Transpiration,Evapotranspiration,Respiration,B
262,What is not typically considered a separate component from the Earth's environment?,Lithosphere,Stratosphere,Biosphere,None of these,B
263,Which of the following pairs of explorers and discoveries is incorrectly matched?,Christopher Columbus - North America,James Cook - Australia and New Zealand,Marco Polo - India,Robert Peary - Greenland,C
264,"Television, radio, and phone spread signals through ______?",Electromagnetic waves,Infrared waves,UV waves,None of these,A
265,Animal flesh is a good source of high-quality proteins because animal proteins:,Are directly taken up by muscle tissues,Contain all essential amino acids,Carry the right proportion of amino acids,Are digested easily,B
266,"At night, when photosynthesis is stopped, plants:",Give off oxygen,Give off carbon dioxide,Take in carbon dioxide,None of these,B
267,Cooking gas is a mixture of which of the following two gases?,Methane & Carbon dioxide,Oxygen & Nitrogen,Butane & Propane,Oxygen & Methane,C
268,How many degrees of latitude are there on Earth?,180,270,360,90,A
269,Gastric juice is a secretion of the glands present in the:,Kidneys,Stomach,Gallbladder,None of these,B
270,Antibiotics are used to fight against:,Bacteria,Viruses,Algae,Fungi,A
271,Fiber optics are primarily used in which field?,Telecommunication,Laboratory,Factory,None of these,A
272,The half-life of a radioactive element is 8 days. How long will it take to reduce from 10 mg to 5 mg?,4 days,12 days,16 days,8 days,D
