Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
49,Muashra Arabi zaban ka lafz hai. Is ke lughwi maani kya hain?,Bohat sare logon ka majma,Mil jul kar rehna,Khandaan,In mein se koi nahi,B
50,Faseel-e-Shab kis shair ki tahreer hai?,Hafeez Jalandhari,Muhammad Hussain Azad,Allama Iqbal,Mirza Adeeb,D
51,Baba-e-Urdu kis shakhsiyat ko kaha jata hai?,Maulvi Abdul Haq,Maulana Zafar Ali Khan,Sir Syed Ahmad Khan,In mein se koi nahi,A
52,Mu'tariza ya ghair mu'tariz jumlon ki wazaahat ke liye kaunsi alamat istemal ki jati hai?,Qosain,Sakta,Waween,In mein se koi nahi,A
53,"Istilah mein deomalai, sahiri aur mazhab ke aisa ilm jis ne haal-e-insan ke ilawa jadeed adab aur nafsiyaat par gehray nuqosh muratib kiye, kehlata hai?",Asatir,Balagat,Insaniyat,Imayat,A
54,Rabia Basri was born in which Hijri:,85 A.H,90 A.H,95 A.H,None of these,C
55,"Allama Iqbal ki mashhoor nazm ""Adam ko jannat se nikala gaya aur rooh-e-ard ne un ka istiqbal kiya"" un ke kis majmua-e-kalam mein hai?",Asrar-e-Khudi,Bang-e-Dra,Baal Jibril,Zarb Kaleem,C
56,Kalaam mein shair jab munasibat walay alfaaz istemaal kare to kaun si sanat kehlaye gi?,Sanat-e-Laf o Nashr,Marat-un-Nazir,Sanat-e-Tarse'e,In mein se koi nahi,B
57,"Din ko bhi yahan shab ki siyahi ka samaan hai, kehte hain yeh aaram gah-e-Noor Jahan hai. Yeh sher kis ka hai?",Talok Chand Mehroom,Insha Allah Khan Insha,Haider Ali Atish,In mein se koi nahi,A
58,Idiom Pros and Cons ke durust matlab ka intikhab kijiye.,Aam log,Khote sikay,Mashini zindagi,Muwafiq o Khilaf baatein,D
59,"""Naqsh-e-Faryadi"" kis ka shairi majmua hai?",Muneer Niazi,Ahmad Nadeem Qasmi,Nasir Kazmi,Faiz Ahmed Faiz,D
60,"""Be-neel maraam"" se kya muraad hai?",Baghair kisi talab ke,Bewafa,Be-adab,Nakaam o naamuraad,D
61,Durust zarb-ul-misl kaun si hai?,Ghareeb ki joru sab ki khalah,Ghareeb ki joru sab ki bhabhi,Ghareeb ki joru sab ki tai,In mein se koi nahi,B
62,Rekhta ke maani kya hain?,Bayan karna,Ijaad karna,Khush hona,In mein se koi nahi,D
63,"Bas ke dushwaar hai har kaam ka asan hona, aadmi ko bhi mayassar nahin insaan hona, darj zail sher kis ka hai?",Allama Muhammad Iqbal,Altaf Hussain Hali,Asadullah Khan Ghalib,Faiz Ahmed Faiz,C
64,Mast Taukali kis zaban ke mashhoor shair hain?,Brahvi,Balochi,Sindhi,Pashto,B
65,Meer Taqi Meer ki mashhoor masnavi kaun si hai?,Khawab-o-Khayaal,Shola-e-Ishq,Darya-e-Ishq,In mein se koi nahi,C
66,Amrao Jan Ada kis ka novel hai?,Rajinder Singh Bedi,Saadat Hasan Manto,Mirza Hadi Ruswa,Mumtaz Mufti,C
67,Sifar ka mutazad kya hai?,Garm,Kibar,Afdal,Silm,B
68,"TV ke mashhoor drama serial ""Sona Chaandi"" ke musannif ka naam batayein:",Manubhai,Amjad Islam Amjad,Doctor Anwar Sajjad,Haseena Moeen,A
69,Zaiq mein parna se murad hai,Adawat rakhna,Lalach mein aana,Waqt mein parna,In mein se koi nahi,C
70,"Ali Wajoodi, Toor Ma'na, Kalam Junoobi waghera kisi tareekhi novel ke maroof kirdar hain?",Amar Bel,Firdos-e-Bareen,Raja Gidh,In mein se koi nahi,B
71,"Nazm ""Munajat Biwa"" kis ne likhi?",Altaf Hussain Hali,Mir Taqi Mir,Mirza Ghalib,In mein se koi nahi,A
72,"""Amaajgah"" Urdu mein mustamil tarkeeb hai is ka kya matlab hai?",Maidan-e-Karzaar,Khaarzaar,Ibadat gah,In mein se koi nahi,A
73,Adab ki woh istilah jis mein alfaaz ko maanoos aur ajnabiyat ke sath likha jata hai?,Dakhliyat,Gharabat,Alaqaiyat,In mein se koi nahi,B
74,Urdu ka pehla drama kaun sa tha?,Anarkali,Andar Sabha,Tobat-un-Nasooh,In mein se koi nahi,B
75,Durust jumlay ka intikhab karein.,Ilaj se marz barhti gayi.,Ilaj se marz barh gayi.,Ilaj se marz barhta gaya.,Ilaj se marz barhti rahi.,C
76,"Pal parna muhawara hai, is ke maani hain:",Sar par paon rakh kar bhaagna,Behas mubhasah karna,Ghour o fikar karna,Hamla karna ya toot parna,D
77,No Terah baen batana ka matlab hai?,Saaf jawab dena,Larai karwana,Taal dena,In mein se koi nahi,C
78,Adab ki istilah mein tanqeed ke maani kya hain?,Tashreeh,Nukta Cheeni,Wasf,In mein se koi nahi,A
79,Faiz Ahmed Faiz kaun si tehreek ka hissa thay?,Halqa Arbab-e-Zauq,Romantic Tehreek,Taraqqi Pasand,Anjuman Taraqqi Urdu,C
80,"Daman pe koi chheent na khanjar pe koi daagh, tum qatl karo ho ke karamat karo ho"" yeh kis ka sher hai?",Shaukat Ali,Sahir Ludhianvi,Kaleem Aajiz,Jon Elia,C
81,Paidha uthana ka kya matlab hai?,Mushkil kaam se bhagna,Kisi mushkil kaam ko sar anjam dene ka zimma,Musibat mein kaam aana,In mein se koi nahi,B
82,Qawaid ki ro se Qaed-e-Azam kya hai?,Laqab,Khitaab,Kunyat,Urf,B
83,Mirza Soda ke kis novel ko pehla nafsiyati novel qarar diya gaya?,Badan ka tawaaf,Aag ka Darya,Umrao Jan Ada,Dasht-e-Soos,C
84,Urdu ki kaun si tehreek ke baad Islaah-e-Urdu ki tehreek chali?,Iham goi,Romaniyat,Jadeediyat,In mein se koi nahi,A
85,"""Footpath ki ghaas"" kis ke dramon ka majmua hai?",Ashfaq Ahmed,Bano Qudsia,Intizar Hussain,Mirza Adeeb,B
86,Alif Noon kis ki takhleeq hai?,Younas Javed,Kamal Ahmed Rizvi,Haseena Moin,Ahmad Nadeem Qasmi,B
87,Musaddas-e-Hali kis bahr mein likhi gayi hai?,Bahr-e-Hazaj,Bahr-e-Mutadark,Bahr-e-Kamil,Bahr-e-Ramal,D
88,Ye sher kis ka hai:\nMain ne jab likhna seekha tha pehle tera naam likha tha,Ghalib,Mohsin Bhopali,Nasir Kazmi,In mein se koi nahi,C
89,Khuda-e-Sukhan kis ko kehte hain?,Asadullah Khan Ghalib,Ibn-e-Insha,Meer Taqi Meer,Meer Dard,C
90,Chahar shamba hafte ka kaunsa din hai?,Itwaar,Peer,Mangal,Budh,D
91,Intizar Hussain ka kaun sa afsana hai jis mein tasawwuf ko buniyad banaya gaya?,Zaru Kutta,Kaya Palat,Akri,Aakhri Aadmi,D
92,Ye sher kis ka hai:\nTum mere paas hotay ho goya jab koi doosra nahi hota,Ghalib,Momin Khan Momin,Faiz Ahmed Faiz,In mein se koi nahi,B
93,Shair-e-Shabab kis shair ko kaha jata hai?,Hasrat Mohani,Agha Hashar Kashmiri,Josh Malihabadi,In mein se koi nahi,C
94,Darj zail mein se Master status kaun sa hai?,Professor,Hamsayah,Baap,Sab,C
95,Khaak aur Khoon kis ka novel hai?,Naseem Hijazi,Maulvi Abdul Haq,Prem Chand,In mein se koi nahi,A
96,"Allama Iqbal ki mashhoor nazmon ""shikwa"" aur ""jawab-e-shikwa"" ki haiyat kya hai?",Musaddas,Mukhmas,Marba,In mein se koi nahi,A
97,Novel kis zaban ka lafz hai?,Italwi,Farsi,Angrezi,In mein se koi nahi,A
98,Firdos-e-Bareen kis ka novel hai?,Jameela Hashmi,Abdullah Hussain,Abdul Haleem Sharar,In mein se koi nahi,C
99,Jumla mukammal kijiye: ____ tooti ki sada kaun sunta hai.,Shor mein,Naqqar Khane mein,Banaye mein,Ghusl Khane mein,B
100,'Khali jagah pur kijiye: Aam ke aam ---------- ke daam.,Beejon,Guthliyon,Guthli,In mein se koi nahi,B
101,"""Balaaye taaq rakhna"" ka kya matlab hai?",Nazar andaz karna,Naraz hona,Bohat khush hona,In mein se koi nahi,A
102,Sheikh Ali Wajoodi Kazim Junoobi kis novel ke kirdar hain?,Aag ka Darya,Aangan,Firdos-e-Bareen,In mein se koi nahi,C
103,Aisi sunf-e-sukhan nazm ko kehte hain jis ke sher mein dono misray hum qafiya hon aur har dosray sher mein qafiya badal jata hai?,Musaddas,Masnavi,Mukhammas,In mein se koi nahi,B
104,'Durust muhawara hai: Aabru par ........ lagana.,Batta,Mitti,Barmati,In mein se koi nahi,A
105,Mundarja zail mein se durust jumla kaun sa hai?,Ilaaj se marz barhti gayi.,Ilaaj se marz barhta gaya.,Ilaaj se marz barh gayi.,Ilaaj se marz barhti rahi.,B
106,Zarb-ul-misl mukammal karein: Okhli mein ____ dena,Dhar,Sar,Dar,Zar,B
107,Dil rakhna ka kya matlab hai?,Kisi ko naraz karna,Kisi ki dil azari karna,Dil ki bimaari ka shikar hona,Tasalli dena,D
108,Baap ka gunah kis ki kitaab hai?,Dr. Saad Siddiqui,Hifz-ur-Rehman Seoharvi,Ameen Islahi,Hakeem Shuja Ahmad,D
109,"""Bulbul ka bacha paalna"" se kya muraad hai?",Apna mukhalif paalna,Apna humdard paalna,Apne sar dard lena,Hoshmandana tareeqa apnana,C
110,"""Ya Khuda"" aur ""Maan Ji"" kis ke mashhoor afsanay hain?",Ahmad Nadeem Qasmi,Dr. Ibadat Barelvi,Qudratullah Shahab,Dr. Syed Abdullah,C
111,Walid Iqbal ne Allama Iqbal ki aap beeti kis naam se likhi?,Iqbal Nama,Zinda Rood,Iqbal ki Zindagi,In mein se koi nahi,A
112,Nazeer Ahmad ke kis novel par un ko hukumat ki taraf se aik hazaar ka inaam mila tha?,Tauba-tun-Nusuh,Mir'at-ul-Aroos,Fasana-e-Mubtala,Banat-un-Na'ash,B
113,Mushtaq Ahmed Yousufi ki wajah-e-shoharat kya hai?,Drama Nigari,Tanqeed Nigari,Mazah Nigari,In mein se koi nahi,C
114,Shibli Naumani ka mazar kahan hai?,Shakargarh,Azamgarh,Qasim Garh,In mein se koi nahi,B
115,"Woh ghadi jis ka intezaar tha, ____ .",Aan pohanchi,Aapohanchi,Aan pohoncha,In mein se koi nahi,B
116,Firdos-e-Bareen kis adeeb ka mashhoor tareekhi novel hai?,Sadiq-ul-Khairi,Diya Shankar Naseem,Nazir Ahmad,Abdul Haleem Sharar,D
117,Aankhein pherna se kya muraad hai?,Dushmani,Zakhm Dena,Wafadar Rehna,In mein se koi nahi,D
118,Juwari kis ki kahani hai?,Ghulam Abbas,Ahmad Nadeem Qasmi,Saleem Akhtar,In mein se koi nahi,A
119,"""Bint-ul-Anab"" se kya murad hai?",Joon ka pani,Angoor ki sharab,Angoor ka sirka,Angoor ka pani,B
120,Durust talafuz ka intikhab karein?,Assalam o Alaikum,Assalam Alaikum,Salaam Alaikum,In mein se koi nahi,B
121,Diyaar-e-Ishq mein apna maqam paida kar kis shair ka misra hai?,Meer Taqi Meer,Ghalib,Iqbal,Faiz,C
122,Raal tapakna ka kya matlab hai?,Mushkil nazar aana,Munh se pani aana,Ji bharna,In mein se koi nahi,C
123,"Eent se eent bajana muhawara hai, iska kya matlab hai?",Umeed poori hona,Tabah o barbaad karna,Be izzat karna,Bohat zyada shor karna,B
124,Akbar Allahabadi ki shairi ki khususiyaat kya hai?,Maghrabi taqleed ki mukhalifat,Lisaniyat,Afsanay ki shairi,In mein se koi nahi,A
125,Taraqqi pasand tehreek ka aaghaz kab hua?,1936,1915,1930,1932,A
126,"Aisa jumla ya alfaaz ka majmua jis mein aik bama'ani lafz ke sath be-maani ya ghair zaroori lafz istemaal kiya jaye, kya kehlata hai?",Tabe mehmal,Murakkab Ishari,Murakkab Tabe Mehmal,Tabe Mauzoo,C
127,Distant drums sound sweeter ke durust tarjume ka intikhab kijiye.,Doori se pyar barhta hai,Ghar ki doori se ghar ki qadr hoti hai,Door ke dhol hi achay,Door ke dhol suhane,D
128,"Maulana Hali ki taweel nazm ""Masaddas Hali"" ka asal unwan hai.",Mad o jazr-e-Islam,Muslimano ka tabnak maazi,Hayat Tayyiba SAW,Muslimoon ke urooj o zawal ki dastaan,A
129,"Anisiyat Mir Anis ki shakhsiyat aur un ke kalaam ke hawalay se badi mo'tabar tasneef hai, is ke musannif hain?",Masood Hasan Rizvi Adeeb,Qaisar Barahwi,Shamsur Rahman Faruqi,Naseem Amrohvi,A
130,"Darj zail sher kis ka hai? ""Nisar main teri galiyon ke aye watan ke jahan chali hai rasm ke koi na sar utha ke chale""",Allama Iqbal,Ahmad Faraz,Faiz Ahmed Faiz,Habib Jalib,C
131,"Yeh arzo thi tujhe gul ke roobaru karte, hum aur bulbul-e-baitab guftagu karte, yeh sher kis ka hai?",Haider Ali Atish,Allama Iqbal,Ghalib,In mein se koi nahi hai,A
132,Makra aur Makhi kis ki nazm hai?,Ibrahim Zauq,Mirza Ghalib,Mir Taqi Mir,Allama Iqbal,D
133,'Bechare log kis ka novel hai?,Dostoevsky,'Muhammad Hameed Shahid,'Hamid Ali,'In mein se koi nahi,A
134,Saheefa kis idaray ka jareeda hai?,Academy Adabiat,Majlis Taraqqi Adab,Muqtadra Qaumi Zaban,In mein se koi nahi,B
135,Qazi Ji Urdu ka mashhoor mazahiya kirdar kis ki takhleeq hai?,Prem Chand,Bano Qudsia,Ashfaq Ahmed,Shaukat Thanvi,D
136,Mundarja zail mein se durust fiqray ki nishandahi karein?,Ilaj se marz barhti gayi,Ilaj se marz barhta gaya,Ilaj se marz barh gayi,Ilaj se marz barhti rahi,B
137,Masood kis mazmoon ke ustad hain?,Urdu,Farsi,Punjabi,In mein se koi nahi,B
138,Tasdeeq ka mutazad kya hai?,Taghzeeb,Takzeeb,Inkar,In mein se koi nahi,B
139,"Tasadduq Hussain Khalid, Meera Ji aur N. M. Rashid mein kya cheez mushtarik hai?",Mazah Nigari,Ma'ari Nazm,Azaad Nazm,In mein se koi nahi,C
140,Qahwa-e-ibarat se kya murad hai?,Ibaarat ki talkhees,Ibaarat ka mafhoom,Ibaarat ka tarjuma,In mein se koi nahi,B
141,"""Sabz qadam hona"" muhawara hai, iska mafhoom kya hai?",Mubarak hona,Chaaron taraf sabza hona,Manhoos hona,In mein se koi nahi,C
142,Urdu Braj Bhasha se nikli hai. Yeh kis adeeb se mansoob hai?,Molana Muhammad Hussain Azad,Molana Altaf Hussain Hali,Maqsood Hussain,In mein se koi nahi,A
143,Mushfiq Khawaja kis unwan se column likhte rahe hain?,Sukhan dar sukhan,Khaama bagoosh,Harf o Hikaayat,In mein se koi nahi,B
144,Ghubar-e-Khatir sanf ke aitbaar se hai?,Khutoot ka majmua,Khaaka,Sawaneh Nigari,In mein se koi nahi,A
145,Sajad Zaheer ka naam kis tehreek ke hawalay se liya jata hai?,Taraqqi Pasand Tehreek,Halqa Arbab-e-Zauq,Adabi Duniya,In mein se koi nahi,A
146,Iqbal-e-jurm kis kitaab ka deebacha hai?,Surkh Feeta,Shahab Nama,Nafsane,In mein se koi nahi,B
147,Kulliyat-e-Yagana ke musannif hain:,Mushfiq Khawaja,Ismat Chughtai,Farhat Ishtiaq,In mein se koi nahi,A
148,Urdu dramay ka aaghaz kis ne kiya?,Agha Hashar Kashmiri,Imtiaz Ali Taj,Munshi Prem Chand,Rajinder Singh Bedi,A
149,Maghribi tanqeed mein nazriya-e-ilwiyat kis ka hai?,Arastu,Longinus,Sidney,In mein se koi nahi,B
150,"""Baala baika karna"" muhawara hai, iska matlab hai:",Baal ki khaal utarna,Katrabiyoonat karna,Faida pohanchana,Nuqsan pohanchana,D
151,Abdul Hameed Adam ko Urdu zaban ka Khayyam kyu kaha jata hai?,Mazah Nigari,Tareekh Seerat Nigari,Almiya Shairi,Rubaiyat,D
152,"Risala ""Tahzeeb-ul-Akhlaq"" kis ne jari kiya?",Anjuman Himayat-e-Islam,Anjuman Islamiya Amritsar,Sir Syed Ahmed Khan,Molana Maududi,C
153,Bagh-o-Bahar mashhoor dastan hai. Musannif ka naam batayiye:,Meer Aman Dehlvi,Imtiaz Ali Taj,Nazir Ahmad,Agha Hashar,A
154,Darj zail mein se kaun si shakhsiyat Iqbal shanas shair thi?,Niaz Fatehpuri,Nisar Ahmed Farooqi,Rafiuddin Hashmi,Wazir Agha,C
155,Rooh ko bhi to qalam ki nok tez aur dil kitab kis ki hai?,Zunun Mashriq,Israr Khudi,Baal e Jibreel,Armaghan e Hijaz,C
156,"Qabristan, bhoot, chudail kis shair ke mauzoo shairi thay?",Jon Elia,Muneer Niazi,Shaukat Siddiqui,In mein se koi nahi,B
157,Mukammal karein: Kaata aur le ______.,Bhaga,Bhagay,Bhagi,In mein se koi nahi,C
158,Risaala Funoon ke mudeer kaun thay?,Ahmad Nadeem Qasmi,Mushtaq Yousufi,Atta-ul-Haq Qasmi,In mein se koi nahi,A
159,Durust zarb-ul-misal kaunsi hai?,Parhe na likhe naam Muhammad Alam,Parhe na likhe naam Ilm Deen,Parhe na likhe naam Fazil,Parhe na likhe naam Muhammad Fazil,D
160,"Aks-e-khushbu hoon bikharne se na rokey koi, aur bikhar jaun to mujh ko na sametay koi, yeh sher kis ka hai?",Meer Taqi Meer,Parveen Shakir,Hasrat Mohani,In mein se koi nahi,B
161,Hayat-e-Javed kis ki sawaneh umri hai?,Javed Iqbal,Javed Miandad,Sir Syed Ahmed,Molana Hali,C
162,"Aisa fail jis mein mojood zamane ke mutaliq bataya jaye aur aindah mustaqbil ka hona maloom ho, kya kehlata hai?",Fail-e-Maazi,Fail-e-Muzaare,Fail-e-Haal,Fail-e-Amr,B
163,Ghazal ke matla mein shair kis cheez ka lehaaz rakhta hai?,Radeef,Qafia,Lafz gari,In mein se koi nahi,B
164,Sharar aur Sarshar ne Urdu adab mein konsa rawaiya mutaarif karwaya?,Qanootiyat,Fasat bo diet,Romanticiyat,Jamhuriyat,C
165,"Yeh mashhoor sher kis shair ki takhleeq hai? ""Acha hai dil ke sath rahe pasban-e-aql lekin, kabhi kabhi ise tanha bhi chhod de""",Mirza Ghalib,Allama Iqbal,Altaf Hussain Hali,Mohsin Naqvi,B
166,Gurg aashnaai ki tarkeeb Urdu mein mustamil hai jis ka mafhoom hai?,Jangal ka qanoon,Bhediyon ki si darindagi,"Bazahir dosti, baatin dushmani",Aman chain se rehna,C
167,"""Bint al-anab"" ka mafhoom kya hai?",Angoor ki beti (sharab),Maifrosh ki beti,Kisan ki beti,Brahman zadi,A
168,Taweel nazm ko kya kehte hain?,Azad nazm,Masnavi,Rubai,Rekhti,B
169,"Sir Syed Ahmed Khan ke baray mein ""Hayat-e-Javed"" kis ne likhi hai?",Altaf Hussain Hali,Maulana Shibli Naumani,Ibrahim Zauq,In mein se koi nahi,A
170,Hindustan mein Taraqqi Pasand Tehreek ka aaghaz kab hua?,1936,1945,1941,1938,A
171,1857 se 1914 kis adeeb ka daur-e-hayat hai?,Maulvi Abdul Haq,Shibli Naumani,Wazir Agha,In mein se koi nahi,B
172,"Woh wasfi naam jo kisi khoobi ya khaas wasf ki bunyaad par qoum ki taraf se diya jaye, qawaid ki ro se kehlata hai:",Khitaab,Luqab,Urf,Takhallus,C
173,Panwari ke shair kaun hain?,Majeed Amjad,N M Rashid,Mustansar Hussain Tarar,In mein se koi nahi,A
174,Aab-e-Hayat bara maroof tazkira hai. Is ke musannif kaun hain?,Molana Muhammad Hussain Azad,Hamid Hasan Qadri,Hasan Askari,In mein se koi nahi,A
175,Bar-e-Sagheer Pak-o-Hind mein Urdu ko sarkari zaban ka darja kab haasil hua?,1832,1837,1833,1834,A
176,Tamk toiiyan marne se kya murad hai?,Mushkil se kaam lena.,Atkal se kaam lena.,Bewaqoofi se kaam lena.,Andazay se kaam lena.,B
177,"'Narmi, tareeki, bedari grammar ki ro se kya hain?",Ism-e-Zarf-e-Makan,Ism-e-Zarf-e-Zaman,Ism-e-Kifiyat,In mein se koi nahi,C
178,Sir Syed Ahmed Khan kahan madfan hain?,Dehli,Mumbai,Ali Garh,Agra,C
179,Ma wara kis shair ka majmua-e-kalam hai?,N. M. Rashid,Nasir Kazmi,Ahmad Faraz,Amjad Islam Amjad,A
180,Khan Bahadur qawaid ki ro se kya hai?,Harf,Luqab,Khitaab,Kuniyat,B
181,Pakistan ka qaumi tarana kis ne likha hai?,Sir Syed Ahmed Khan,Hafeez Jalandhari,Allama Iqbal,Molana Shibli Naumani,B
