Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
164,Umm Kabshah was the surname of:,Hazrat Thawbah (R.A.),Hazrat Khawlah (R.A.),Hazrat Halimah Saadia (R.A.),Hazrat Shima (R.A.),C
165,The science of determining the correct direction for prayer (Qibla) is known as:,Ilm al-Hay'a (Positional Astronomy),Ilm al-Mawaqit (Timekeeping),Ilm al-Falak (Cosmology),Ilm al-Jabr (Algebra),A
166,Fustat al-Quran (The Summit of the Quran) is another name for which Surah?,Surah al-Baqarah,Surah Yaseen,Surah al-Naml,Surah al-Waqi'ah,A
167,"The ""Brethren of Purity"" (Ikhwan al-Safa) were a secret society of philosophers based in which city?",Cairo,Baghdad,Basra,Cordoba,C
168,The total ayats of Surah Alaq are 19. How many were revealed in the form of the first wahi to the Holy Prophet (PBUH)?,1,3,4,5,D
169,Which companion was known for his beautiful recitation of the Quran?,Zayd ibn Thabit (RA),Abdullah ibn Mas'ud (RA),Ubayy ibn Ka'b (RA),Abu Musa al-Ash'ari (RA),B
170,Surah Nahl means:,Honey bee,Cow,Goat,None of these,A
171,"Which two books are called ""Sahihain""?","Muwatta, Ibn Majah","Bukhari Sharif, Muslim Sharif","Bukhari Sharif, Ibn Majah",None of these,B
172,How many times has the name Ahmad (PBUH) been mentioned in the Qur'an?,1 time,6 times,2 times,10 times,A
173,Name the son of Hazrat Ismaeel (A.S.) whose son was Adnan and Adnan's son was Ma'add.,Qaidar,Ilyas,Lu'ayy,Kirab,A
174,Who was the Commander of the Infidels in the Battle of the Ditch?,Amr,Abu Sufyan,Abu Jahl,Abu Lahab,B
175,"The ""Maliki"" school of Fiqh is predominant in which region of the world?",South Asia,The Levant and Egypt,North and West Africa,Southeast Asia,C
176,Name the first Sahabi who called the Adhan for the first time.,Hazrat Ali (RA),Hazrat Bilal (RA),Hazrat Umar (RA),Hazrat Zayd (RA),B
177,Fi Sabilillah means:,For Allah only,For Jihad,To the Poor,Both (A) & (B),D
178,Into how many parts is the Holy Qur'an divided?,Ten,Thirty,Twenty five,Twenty,B
179,In which Hijri year was the Battle of the Ditch fought?,In 5 AH,In 6 AH,In 8 AH,In 9 AH,A
180,In which Surah of the Quran is there a mention of Dhul-Qarnayn?,As-Saff,Al-Kahf,Al-Mujadila,None of these,B
181,Mahabharat is related to which religion:,Hinduism,Judaism,Christian,Buddhism,A
182,"Hazrat Khadijah (RA), Hazrat Abu Bakr (RA), Hazrat Ali (RA), and Hazrat Zayd ibn Harithah (RA) constituted the first:",Islamic organization,Holy family,Group to become Muslims,Cousins of the Holy Prophet (PBUH),A
183,In which Hijri year was the Battle of Badr fought?,In 1 AH,In 2 AH,In 4 AH,In 5 AH,B
184,What was the age of Muhammad (PBUH) at the time of Harb-e-Fijar?,12 years,15 years,18 years,20 years,B
185,The Fadak Garden was bestowed to the Holy Prophet (PBUH) as:,Fay,Booty,Gift,Loan,A
186,Which prophet was born after the murder of Habil by Qabil?,Hazrat Ishaq (AS),Hazrat Shees (AS),Hazrat Yaqoob (AS),None of these,B
187,Whom did Umar (RA) often appoint as his deputy in Madinah when he travelled?,Ali (RA),Uthman (RA),Talha (RA),Sa'id ibn Zayd (RA),A
188,Who is referred to in the Qur'an as Ruh-al-Qudus?,Hazrat Mikail (AS),Hazrat Israfil (AS),Hazrat Izra'il (AS),Hazrat Jibra'il (AS),D
189,The Faisal Mosque of Islamabad is the biggest in Pakistan. It was opened to the public :,In 1977,In 1983,In 1986,In 1992,C
190,Wealth obtained from a mine is liable for what type of deduction?,Zakat,Khums (one-fifth),Sulus (one-third),Rubah (one-fourth),B
191,The Queen of Sheba lived during the time of which prophet?,Prophet Isa (A.S),Prophet Dawood (A.S),Prophet Sulaiman (A.S),None of these,C
192,"The ""Ridda Wars"" (Wars of Apostasy) were fought during the caliphate of:",Abu Bakr (RA),The Prophet (PBUH),Umar (RA),Uthman (RA),A
193,How much of the Holy Qur'an does the longest surah comprise?,1 by 20,1 by 10,1 by 12,1 by 15,C
194,Hazrat Muhammad (PBUH) went to Syria with Hazrat Abu Talib at the age of:,12 years,15 years,18 years,None of these,A
195,During which Caliph's reign was the Arabian Peninsula cleared of non-Muslim garrisons?,Abu Bakr (RA),Umar (RA),Uthman (RA),Ali (RA),B
196,Which of the following is the most important pillar of Hajj?,Wuquf-e-Arafat,Wuquf-e-Mina,Wuquf-e-Muzdalifah,Wuquf-e-Meeqat,A
197,The third period of the compilation of Hadith is generally considered to be from:,171 to 220 AH,101 AH to around 200 AH,150 to 250 AH,100 to 150 AH,B
198,"The Fatimid Caliphate, an Isma'ili Shia dynasty, established which city as its capital?",Cairo,Baghdad,Damascus,Fez,A
199,"The ""Sujud"" in prayer must be performed with how many parts of the body touching the ground?",3,5,6,7,D
200,"Khuza'ah party fled to Makkah. In whose house they took refuge, complaining that the Quraish and their allies Banu Bakr violated the treaty with Prophet Peace Be Upon Him",Budayl ibn Warqa,Budayl ibn Nofel,Budayl ibn Qurana,Budayl ibn Utbah,D
201,"""I am the prophet of Allah, not a liar"" was said by the Holy Prophet Muhammad (PBUH) in which ghazwa of Islam?",Ghazwa-e-Badr,Ghazwa-e-Uhud,Ghazwa-e-Hunayn,Ghazwa-e-Tabuk,C
202,How many verses of Surah Al-Alaq were first revealed to the Holy Prophet (PBUH)?,3,5,8,12,B
203,Name the first ambassador of the Islamic state who was martyred.,Hazrat Sa'd ibn Mu'adh (RA),"Hazrat Mahja, the freed slave of Umar (RA)",Hazrat Harith bin Umayr (RA),Hazrat Zayd ibn Harithah (RA),C
204,In which year were the vowels inserted in the Qur'an?,in 49 Hijri,in 13 Hijri,in 43 Hijri,in 20 Hijri,C
205,The Harb al-Fijar (Sacrilegious War) was primarily sparked by:,A dispute over water resources,An attack on a trade caravan,A horse racing incident,Rivalry over control of trade routes,B
206,Who owned the land of Masjid Quba?,Sahl and Suhail,Hazrat Umar bin Yasir (R.A),Hazrat Abu Ayyub Ansari (R.A),Hazrat Kulthum bin Hidm (R.A),D
207,Jannat-ul-Baqi is situated in:,Taif,Madina,Makkah,Muzdalifah,B
208,A Muslim female is coffined in how many sheets?,Eight sheets,Five sheets,One sheet,Ten sheets,B
