Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
60,The most populated continent is:,Asia,Africa,Europe,North America,A
61,"""Mintaka Pass"" is located on the boundary line of:",Pakistan & India,Pakistan & China,India & Bangladesh,China & India,B
62,The Panama Canal connects which two oceans?,Mediterranean Sea and Red Sea,Pacific and Atlantic Oceans,South China Sea and Indian Ocean,None of these,B
63,Which is the highest peak of the Salt Range?,Tirichmir,K-2,Nanga Parbat,Sakesar,D
64,The name of the world's third-largest mountain is:,Kangchenjunga,Mount Everest,K-2,Cho Oyu,A
65,Which province of China touches the Pakistan border?,Guangdong,Xinjiang,Yunnan,Hunan,B
66,The largest artificial lake in the world is:,Baikal Lake,Mead Lake,Kariba Lake,Superior Lake,C
67,Wind blowing in a spiral form around a region of low atmospheric pressure is a:,Tornado,Hurricane,Cyclone,Anticyclone,C
68,Which of the following is the tallest building in the world?,Eiffel Tower,Burj Khalifa,Qutub Minar,Statue of Liberty,B
69,The land lying between the River Ravi and the River Chenab is called?,Bari Doab,Chaj Doab,Rachna Doab,Sindh Sagar Doab,C
70,Warsak Dam is located on which river?,River Kabul,River Karam,River Gomal,River Bera,A
71,Pakistan lies between which longitudes?,61°E to 75.5°E,61.3°E to 74.1°E,63°E to 73.8°E,None of these,A
72,A line on a map joining places of equal rainfall is called an:,Isohyet,Isotherm,Isobar,None of these,A
73,The highest mountain peak of Oceania is _______.,"Mt. Kosciusko, Australia","Mt. Victoria, Papua New Guinea","Puncak Jaya, Indonesia",None of these,C
74,The total area of the oceans contains ______.,259.132 million km²,391.321 million km²,349.511 million km²,361.9 million km²,D
75,Kot Diji Fort is located in which city of Sindh?,Hyderabad,Khairpur,Karachi,Jamshoro,B
76,The Durand Line is the international boundary line between which two countries?,India and China,USA and Canada,Pakistan and Afghanistan,None of these,C
77,The planet nearest to the Sun is:,Jupiter,Saturn,Mercury,Earth,C
78,Which of the following countries has the longest coastline in the world?,USA,Canada,Chile,Russia,B
79,How many rivers flow in Sindh?,Four,Five,Six,Seven,A
80,The highest point of Europe is:,Mt. Elbrus,Mt. Kosciusko,Mt. McKinley,Mt. Aconcagua,A
81,How many canals originate from Guddu Barrage?,5,3,4,6,B
82,What is the age of Earth?,4.6 billion years,6.1 billion years,5.9 billion years,4.1 billion years,A
83,Red Lake is situated in:,Canada,America,Russia,France,B
84,Baltoro Glacier is found in ____ ranges of Pakistan.,Himalayan,Kohistan,Karakoram,Hindu Kush,C
85,What is the minimum wind speed of a tropical depression:,30 to 34 mph,30 to 35 mph,30 to 38 mph,None of these,C
86,The Lowari Tunnel connects:,Peshawar and Malakand,Dir and Chitral,Quetta and Chaman,None of the above.,B
87,The hottest desert in the world is:,Sahara,Atacama,Mojave,None of these,A
88,The smallest sea in the world is:,Red Sea,Baltic Sea,North Sea,Bering Sea,B
89,"Gangkhar Puensum, the highest unclimbed mountain in the world, is located in:",India,China,Nepal,Bhutan,D
90,Which of the following minerals is used in the cement industry and plaster of Paris?,Marble,Gypsum,China clay,Fire clay,B
91,The hottest planet of the solar system is:,Venus,Jupiter,Mars,None of these,A
92,Identify the largest strait in the world.,Strait of Gibraltar,Palk Strait,Strait of Malacca,Straight of Dover,C
93,The highest mountain peak in the world is ________.,K2,Mount everest,Kanchenjunga,None of these,B
94,Kilimanjaro is a mountain located in:,Nepal,Tanzania,Somalia,South Africa,B
95,Who was the first man to go to space?,Alan Shepard,Neil Armstrong,Yuri Gagarin,Vladmir Komorov,C
96,Which is the deepest ocean of the world?,Arctic,Indian,Atlantic,Pacific,D
97,Which mineral is mostly found in the northern and western mountains of Pakistan?,Chromite,Limestone,China clay,Gypsum,B
98,Which mountain range separates Asia and Europe?,Ural,Andes,Alps,Great dividing,A
99,The rocks which are formed by the direct cooling and solidification of magma are called _______.,Sedmentary rocks,Derivative rocks,Igneous rocks,Metamorphic rocks,C
100,What is the coldest place on Earth?,"Vostok station, Antarctica","Dras Valeey, India","Verkhoyansk, Russia","Dome Fuji, Antractica",A
101,The Mindanao Island is located in the ________.,North Atlantic,The Pacific Ocean,The Indian Ocean,None of these,B
102,The approximate circumference of the Earth at the equator is:,"40,075 km","50,075 km","60,075 km","70,075 km",A
103,What is the name of the world's longest suspension bridge located in Turkey?,Yavuz Sultan Selim Bridge,1915 Çanakkale Bridge,Bosphorus Bridge,Osmangazi Bridge,B
104,Keenjhar Lake is located in which district of Sindh?,Dadu,Thatta,Jamshoro,None of these,B
105,M-8 Motorway?,Ratodero to Karachi,Ratodero to Sukkar,Ratodero to Gawadar,None of these,C
106,What is the total number of oceans in the world?,4,5,6,7,B
107,Asian countries without rivers:,Yemen,Kuwait,Qatar,All of these,D
108,Which road connects Pakistan with China:,N-22,Expressway,Karakoram Highway (N - 35),National Highway,C
109,In which region is New Zealand situated?,Asia,Oceania,Middle East,None of the above,B
110,Which one of the following countries has direct access to the Black Sea?,Georgia,Hungary,Slovakia,Greece,A
111,Earth completes one rotation on its axis in _______.,23 hours and 30 minutes,23 hours 56 minutes and 4.1 seconds,24 hours,24 hours 1 minute and 10 seconds,B
112,Kashgar is a famous city of:,Tajikistan,China,Azerbaijan,Turkmenistan,B
113,"What is the capital of the world's smallest city, Vatican City?",Rome,Paris,Vatican City,London,C
114,The Palestinian National Authority headquarters are located in:,Ramallah,Jerusalem,Gaza,None of these,A
115,Which of the following is not caused by wind erosion?,Sand dunes,Loess,Piedmont,Desert pavement,C
116,Name the pass that connects Dir with Kohistan district.,Dargai Pass,Badawi Pass,Kilik Pass,Tochi Pass,B
117,How many major seaports are there in Pakistan:,2,3,4,5,B
118,Which among the following is a landlocked country?,Myanmar,Pakistan,Afghanistan,None of these,C
119,Baltoro Glacier is situated in which mountain range?,Karakoram,Sulaiman,Hindu kush,Himalayas,A
120,Pakistan is located in which continent?,Europe,Asia,Africa,None of these,B
121,The Erie Canal is 363 miles long and is situated in _______.,France,Australia,USA,Canada,C
122,Name the range that links China with Pakistan.,Hindu Kush,Pamir,Himalayas,Karakoram,D
123,Which is the highest peak of the Himalayas range in Pakistan?,Nanga Parbat,K-2,Tirichmir,Sakasar,A
124,Shaheen Air International is a private airline based in _______.,Pakistan,India,Russia,China,A
125,Desert movement is the resultant feature of which process?,Deflation,Dunes,Weathering,None of these,A
126,Takht-e-Sulaiman is the highest peak of which range?,Karakoram,Salt Range,Koh-e-Sulaiman,Koh-e-Sufaid,C
127,"Which of the following mountains in North America which is known as ""Denali Peak""?",McKinley,Sandford,Mount Logan,Fair-Weather,A
128,Which city was the most populous according to the United Nations in 2018:,Delhi,Tokyo,Shanghai,None of these,B
129,The highest point of the Hindu Kush Range is:,Nanga Parbat,K2,Tirich Mir,Mount Everest,C
130,The Toot oil and natural gas field is located in:,Punjab,NWFP,Baluchistan,SIndh,A
131,"Which type of forest is found in Chitral, Dir, and Swat?",Alpine,Coniferous,Deciduous,None of these,B
132,The world-famous Golden Gate Bridge is situated in:,London,Paris,Sydney,San Francisco,D
133,In which country is Mount Everest situated?,Nepal,Bhutan,Chin,Pakistan,A
134,Tasmania is the major island of which country?,Germany,Finland,Australia,South Africa,C
135,Our earth is divided into how many climate zones:,Two,Three,Four,None of these,B
136,How much of the total area is covered by Balochistan?,"347,190 km²","319,190 km²","345,190 km²","318,145 km²",A
137,An imaginary horizontal line on a weather map that represents equal atmospheric pressure is called an:,Isobar,Isotope,Isotone,None of these,A
138,Which is the largest and deepest ocean in the world?,Pacific Ocean,Atlantic Ocean,Indian Ocean,Aectic Ocean,A
139,"Which country is called ""the Land of the Midnight Sun""?",Belgium,Finland,Norway,Sweden,C
140,Miami Beach is located in which state of the USA:,Florida,Texas,California,Washington,A
141,The slowest planet (in orbital speed) around the Sun is:,Mars,Jupiter,Neptune,Earth,C
142,The tenure of National Assembly of Pakistan is:,4 years,5 years,6 years,None of these,B
143,The Dasht River is located in:,Khyber Pakhtunkhwa,Punjab,Sindh,Baluchistan,D
144,Which is the smallest planet in the Solar System?,Venus,Neptune,Mercury,Earth,C
145,Tirich Mir is a mountain in the ____ mountain range.,Hindu Kush,Karakoram,Himalayas,Pamir,A
146,How much of Pakistan's area is covered by mountains and plateaus?,44 percent,46 percent,56 percent,58 percent,D
147,Ras Koh lies between:,Baluchistan Plateau and Indus Plains,Balochistan Plateaua and Punjab Plains,Murree and Abbottabad,Multan and D.G Khan,A
148,Tirich Mir (peak) is located in which mountain range?,Hindu Kush,Karakoram,Koh-e-Sufaid,Sulaiman,A
149,The lowest part of Earth is:,Mariana Trench,Dead Sea,Death Valley,Lake Eyre,B
150,Bodies which usually fall from the sky to the Earth are called:,Planets,Meteorites,Both A and B,None of these,B
151,Australia contains ______ of the total area of the Earth.,6 per cent,4.5 per cent,5 per cent,8 per cent,C
152,What is the border between Pakistan and Afghanistan called?,Durand line,24th parallel line,Sir Radcliffe line,17th Parallel line,A
153,Name the river in Pakistan whose annual flow is twice that of the Nile.,Indus,Sutlej,Chenab,Kabul,A
154,Metrology is the science of:,Atmosphere,Weights and measurements,Ancient writings,None of these,B
155,What was the length of the first railway track in Pakistan?,86 Km,97 Km,115 Km,173 Km,D
156,"Which country is called the ""Breadbasket of Europe""?",Austria,Finland,Ukraine,Hungary,C
157,The largest city in Latin America is ________.,Mexico,Caracas,Rio-de-Janeiro,None of these,A
158,Khunjerab Pass connects Pakistan with:,Afghanistan,China,India,None of these,B
159,"An active volcano, ""Mount Fuji,"" is located in:",Thailand,China,Japan,Philippines,B
160,North America contains ______ of the total area of the Earth.,20.9 per cent,16.5 per cent,17.9 per cent,15.8 per cent,B
161,The Strait of Bosphorus connects ______.,Black sea and red sea,Black sea and baltic sea,Black sea and sea of marmara,None of these,C
162,"The Earth is slightly flattened at the poles, and so its shape is described as:",Pentagon,Asteroid,Diamond,Geoid,D
163,Which is the largest or biggest country in the world by population?,India,China,Brazail,USA,A
164,The deepest part of Earth is:,Caspian Sea,Peninsula Valdes,Mariana Trench,Lake Assal,C
165,_______ is the tropical grassland among the following.,Taiga,Savannah,Pampas,Praires,B
166,Manchar Lake is in which province?,Punjab,Sindh,Baluchistan,KP,B
167,Dasht-e Margoh (Desert of Death) is located in:,Brazil,Peru,Ghana,Afghanistan,D
168,What is the length of the Tarbela reservoir?,65 KM,80 KM,90 KM,45 Km,B
169,The word 'Tsunami' belongs to which language?,English,Japanese,Urdu,None of these,B
170,M-2 Motorway from Lahore to Islamabad inaugurated in which year:,1996,1997,1998,1999,B
171,What is the total area of Pakistan (excluding Azad Jammu and Kashmir)?,"796,096 km²","795,096 km²","796,094 km²","795,097 km²",A
172,The layer of the atmosphere where we live is the:,Biosphere,Troposphere,Hydrosphere,None of these,B
173,The Sidhnai Canal starts from the left bank of the Ravi at:,Rasul,Sidhnai,Balloki,Trimmu,B
174,The Iberian Peninsula is in:,Europe,Asia,Africa,America,A
175,Oceans contain ______ of the total amount of water on Earth.,69 per cent,71 per cent,80 per cent,59 per cent,B
176,The Sea of Japan is famous for:,Fishing,Boating,Salt,Mineral Water,A
177,What is the length of the M-8 Motorway?,860 Km,885 Km,859 Km,915 Km,C
178,Which one is the most abundant in the atmosphere?,Oxygen,Nitrogen,Hydrogen,None of these,B
179,Cape Drastis Beach is in which country?,Spain,Greece,Germany,Hungary,B
180,Who was the first woman in space?,Sally Ride,Tamara Press,Naidia Comenci,Valentina Tereshkova,D
181,The highest part of Earth is:,Mt. Everest,K2,Mt. Kilimanjaro,None of these,A
182,Which corridor separates Pakistan and Tajikistan?,Wakhan,Khyber Pass,Pakistan China Economic Corridor,Hindu Kush Mountain Range,A
183,In which province does the Thal Desert lie?,Punjab,Sindh,Khyber Pakhtunkhwa,Baluchistan,A
184,Godwin Austen is situated in which range?,Hindukush,Himalayas,Karakoram,None of these,C
185,The largest among the following is:,The Earth,The Sun,A solar system,A galaxy,D
186,The Suez Canal links the Mediterranean Sea directly to the:,Red Sea,Caspian Sea,Persian Gulf,Black Sea,A
187,Which of the following countries has the longest coastline in the world:,Australia,Canada,India,Indonesia,B
188,The Cholistan Desert is also called the:,Rohi Desert,Friendly Desert,Sandy Desert,Fertile Desert,A
189,Lady Finger Peak is located in which country?,Russia,India,Pakistan,Canada,C
190,Which South Asian country gets no monsoon rains?,India,Bangladesh,Bhutan,None of these,D
191,The English Channel separates England from _______.,Italy,France,Germany,Sicily,B
192,"The precious gemstone ""Emerald"" is found in:",Swat,Gilgit,Murree,Azad Kashmir,A
193,Which of the following is the world's largest inland water body?,Aral Sea,Caspian Sea,Black Sea,Sea of Azov,B
194,Where is the Eiffel Tower located:,Spain,Germany,France,Italy,C
195,Which of the following crops needs maximum water per hectare?,Barley,Maize,Sugarcane,Wheat,C
196,What is the largest ocean basin on Earth?,Atlantic Ocean,Indian Ocean,Pacific Ocean,Arctic Ocean,C
197,Which valley is at the end of Kurram Pass?,Kohat Valley,Bannu Valley,Hunza Valley,Bagrot Valley,A
198,In which city is the Eiffel Tower located?,Paris,Vienna,Lyon,Pisa,A
199,The largest island in the world is:,Madagascar,Greenland,Borneo,New Guinea,B
200,Which is the highest mountain of the Hindu Kush range?,Tirich Mir,Nanga Parbat,Koh-e-Safaid,None of these,A
201,The mosque located inside the Lahore Fort is:,Moti Masjid,Badshahi Masjid,Wazir Khan Masjid,Masjid Mahabat Khan,A
202,The third most abundant element in the Earth's crust is:,Oxygen,Silicon,Aluminium,None of these,C
203,The largest ocean in the world is the:,Atlantic Ocean,Pacific Ocean,Indian Ocean,Arctic Ocean,B
204,Which planet has a similar size as Earth?,Venus,Mars,Uranus,None of these,A
205,How many canals take off from Kotri Barrage?,3,4,5,6,B
206,The Denman Glacier is situated in _______.,Antarctica,Denmark,Greenland,Russia,A
207,Sikaram is the highest peak of:,Karakoram,Koh-e-Safaid,Koh-e-Suleman,Hindu Kush,B
208,Which rains in the equatorial region are the result of influences?,Sea breeze,Land breeze,Monsoon,Convectional,D
209,Peru is in which continent?,South America,North America,Asia,Africa,A
210,Where does the Indus River end?,Indian Ocean,Arabian Sea,Chenab,Sutlej,B
211,What is the height of Nanga Parbat peak?,8016 meters,8126 meters,8086 meters,9901 meters,B
212,Which is the largest country by area?,China,Russia,USA,Canada,B
213,Which among the following is the largest ocean of the world?,Atlantic Ocean,Pacific Ocean,Indian Ocean,None of these,B
214,"The wonder of the world, 'Taj Mahal', is situated in the Indian state of:",Uttar Pradesh,Himachal Pradesh,Madhya Pradesh,None of these,A
215,Which is the highest peak of the Salt Range?,Sakesar,Hindu Kush,Takht-e-Suleman,Nanga Parbat,A
216,Which of the following countries is situated on the Equator?,Maldives,Gabon,Indonesia,All of these,D
217,What is the total length of Siachen Glacier?,63 km,67 km,76 km,72.5 km,C
218,Nanga Parbat is located in which mountain range?,Karakoram,Himalaya,Hindu Kush,None of these,B
219,"""Daman-e-Koh"" is located in:",Rawalpindi,Kalar Kahar,Abbotabad,Islamabad,D
220,Which of the following is the smallest planet in our Solar System?,Venus,Mercury,Neptune,Uranus,B
221,_____ are sandy depressions in a sand dune ecosystem (psammosere) caused by the removal of sediments by wind.,Deflation,Inselberg,Blowouts,Evaporates,C
222,Which country is located to the southwest of Pakistan?,India,Iran,China,Afghanistan,B
223,Which neighboring country of Pakistan is a landlocked country?,Iran,India,China,Afghanistan,D
224,The Gomal and Kurram rivers are located in:,Punjab,Baluchistan,Khyber Pakhtunkhwa,Sindh,C
225,The force exerted by a vertical column of air is called:,Atmospheric pressure,Differential pressure,Absolute pressure,None of these,A
226,Which of the following lakes is in Africa?,Lake Tanganyika,Lake Victoria,Lake Turkana,All of these,D
227,Which is the largest desert in the world?,Gobi,Thar,Sahara,None of these,C
228,Copper is used in the production of:,Electric wires,Kitchen utilities,Children toys,Brick kilns,A
229,Which is the largest fort of Pakistan:,Ranikot,Mehrgarh,Rohtas Fort,Derawar,A
230,What is the diameter of the Earth?,10756 km,11756 km,12756 km,13756 km,C
231,The most populous city in the world is:,Tokyo,Shanghai,Karachi,Delhi,A
232,The Gulf of Bothnia is situated between:,Sweden & Finland,China & Finland,Italy & Spain,None of these,A
233,Which country is located to the west of Pakistan?,Afghanistan,Iran,China,Both A and B,D
234,What is the total length of Pakistan's coastline?,1020 km,1046 km,1095 km,1126 km,B
235,Which is the largest country by population?,China,USA,Russia,India,D
236,"The world's second highest peak, K2, is located in:",Karakoram Range,Himalayan Range,Kohistan Range,Hindukush Range,A
237,What is the total area of Antarctica?,8.903 million km,9.581 million km,8.824 million km,9.834 million km,D
238,Which country is known as Crossroad for Central Asia:,Tajikistan,Turkmenistan,Afghanistan,Pakistan,C
239,Warsak Dam is situated in which province?,Punjab,Sindh,KPK,Balochistan,C
240,What is the length of the Gwadar Motorway?,605 Km,892 Km,933 Km,1105 Km,B
241,What is the name of the international boundary line between India and China?,McMahon Line,Maginot Line,Medicine Line,None of these,A
242,Identify the world's largest city (by area).,New York,Tokyo,Beijing,Toronto,A
243,What is the total length of the Pak-Afghan border?,2450 km,2252 km,2350 km,2218 km,B
244,Cycles of monsoon are well developed in:,South and Southeast Asia,Africa,The Eastern United States,Northern Australia,A
245,The Mangla Dam is located in district:,Rawalpindi,Gujrat,Mirpur,None of these,C
246,The area around the North and South Poles within the Polar Circle is called:,Moderate Zone,Hottest Zone,Frigid Zone,Temperature Zone,C
247,______ are a natural disaster that can be caused by volcanic eruptions.,Tsunamis,Drought,Hurricane,Cyclone,A
248,Tirich Mir is the highest peak of which range?,Salt Range,Hindu Kush,Koh-i-Sulman,K-2,B
249,Kotri Barrage was built in 1955 on which river?,Ravi,Jhelum,Indus,Sutlej,C
250,Which waterfall is between America and Canada?,Victoria Falls,Niagara Falls,Angel Falls,Yosemite Falls,B
251,Which is the largest desert of Pakistan?,Thal,Thar,Cholistan,Naran,B
252,Where do the Jhelum and Chenab Rivers meet?,Khanki Headworks,Trimmu Headworks,Panjnad Headworks,Rasul Headworks,B
253,Who invented the telephone?,Alexander Graham Bell,Vint Cerf,Charles Babbage,Thomas Edison,A
254,"Which of the following lakes is called the ""Paradise of Birds""?",Hub,Manchhar,Haleji,Keenjher,C
255,How many canals take off from Sukkur Barrage?,5,6,7,4,C
256,"In Balochistan, copper deposits are found in:",Marri Bela,District Chagai,Ghilhazi,Langrial,B
257,Which is the hottest place on Earth?,"Wadi Halfa, Sudan","Death Valley, California","Dallol, Ethiopia",None of these,B
258,Hanna Lake is situated near:,Quetta,Karachi,Sialkot,Peshawar,A
259,Which country has the largest irrigation system in the world?,India,Egypt,Bangladesh,Pakistan,D
260,When was Jinnah Barrage constructed?,1072,1946,1949,1969,B
261,Dasu Dam is in:,Punjab,Sindh,KPK,None of these,C
262,What is the length of the Kakkar-Karachi (M-7) Motorway?,250 Km,280 Km,361 Km,381 Km,B
263,The longest river in the world is:,Amazon,Nile,Indus,None of these,B
264,When was Warsak Dam completed?,1960,1965,1970,1963,A
265,Which sea is the subject of a territorial dispute involving Southeast Asian claimants and China:,Coral Sea,South China Sea,Tasman Sea,Timor Sea,B
266,Which COVID-19 vaccines are accepted?,Pfizer,AstraZeneca,Moderna,All of these,D
267,The eastern Mediterranean island of Cyprus is divided between:,US and Canada,South Korea and North Korea,Turkey and Japan,Greece and Turkey,D
268,Which of the following forms the coastal land?,Tidal,Creek,Bay Lagoon,All of these,D
269,What is a peninsula?,A landmass surrounded by water on all sides,A landmass surrounded by water on three sides,A type of mountain range,A small island,B
270,The length of the Siachen Glacier is:,66 KM,76 KM,86 KM,96 KM,B
271,A glacier is a '''' sheet of ice.,Fast-moving,Slow-moving,Static,None of these,B
272,The Khyber Pass connects Peshawar with ____.,Quetta,Kabul,Sibbi,None of these,B
273,The highest point of Australia is:,Mt. Everest,Mt. Kilimanjaro,Mt. McKinley,Mt. Kosciuszko,D
274,The youngest mountain range is?,Himalaya,Karakoram,Hindu Kush,Andes,A
275,K-2 is also known as:,Goodwin Austin,Broad Peak,Roshen Peak,Sia Kingri,A
276,Where do all the rivers of Punjab enter into the Indus?,Panjnad,Trimmu,Kot Mitthon,Kabir Wala,C
277,What is the total length of the Ravi River?,610 km,635 km,695 km,720 km,D
278,The oldest rock system in the world is ______.,The Primitive Rock System,The Archaean Rock System,The Zircons Rock System,None of these,B
279,The Kuroshio Current originated from which direction of Japan:,Northern,Western,Eastern,Southern,D
280,The capital city of China is:,Shanghai,Shenzhen,Tianjin,Beijing,D
281,Which desert is called a cold desert?,Sahara,Gobi,Arabian,None of these,B
282,Rakaposhi is located in which mountain range?,Karakoram,Himalaya,Hindu Kush,None of these,A
283,What is the capital of Austria?,Zurich,Vienna,Budapest,Prague,B
284,Which of the following areas is rich in aluminum?,Kalat,Sargodha,Pishin,Both a and b,D
285,Namal Lake is situated in:,India,Iran,Afghanistan,None of these,D
286,The largest desert in Pakistan and subtropical desert in Asia is:,Thal,Katpana,Cholistan,None of these,D
287,The North and South Poles are separated by?,Plane of Equator,The international date line,The plane of tropic of cancer,None of these,A
288,What is the ratio of industrial progress in the country?,4.3 percent,5.4 percent,6.2 percent,8.6 percent,D
289,The smallest Islamic country is ______.,Jordan,Maldives,Qatar,Bahrain,B
290,Tashkent is the capital of:,Uzbekistan,Turkmenistan,Kazakhstan,None of these,A
291,How much of the total area is covered by FATA?,28572 km²,"27,220 km²",28225 km²,28925 km²,B
292,Which is the highest peak of the Koh-e-Suleiman range?,Tirichmir,K-2,Takhat-e-Sulaiman,Sakasar,C
293,What is the length of Tarbela Dam?,2786 m,2795 m,2743 m,2701 m,C
294,The Kirthar Range is near to:,Dadu,Mithonkot,Jamshoro,Hyderabad,A
295,Famous Saif-ul-Maluk Lake is situated in _______.,Ziarat,Swat,Baltistan,Kaghan,D
296,"Sub-Saharan Africa is, geographically, the area of Africa that lies to the '''' of the Sahara.",North,South,West,East,B
297,_______ is the state of the atmosphere at a particular place and time.,Climate,Weather,Season,Atmosphere,B
298,What is the highest glacier in Pakistan?,Biafo Glacier,Siachen Glacier,Baltoro Glacier,Rakaposhi Glacier,B
299,The Sea of Marmara and the Aegean Sea are connected by which strait?,Davis,Mozambique,Dardanelles,Malacca,C
300,Which is the deepest ocean in the world?,Arctic,Indian,Atlantic,Pacific,D
301,Hudson Bay is situated in _____.,China,USA,Canada,None of these,A
302,South Beach is in:,California,Florida,Utah,None of these,B
303,Pakistan has its shortest boundary with:,India,Afghanistan,Iran,China,D
304,"The deposits of copper, gold, and silver have been discovered at?",Dadhak,Saindak,Dakhni,Aghari,B
305,What is the height of the Tirich Mir peak?,7690 meters,7350 meters,7870 meters,7140 meters,A
306,Qadirabad Barrage was built on the Chenab in which year?,1968,1966,1967,1969,C
