Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
85,A place where pigs are kept:,Cellar,Sty,Brewery,None of these,B
86,The sum of three consecutive integers is 48. What is the smallest integer?,16,15,18,20,B
87,"Complete the proverb: Where there is a ______, there is a way.",well,will,way,None of these,B
88,Broken reed means ____.,A subject of talk,Weak person,Some cause of quarrel,Keep lost in dreams,B
89,Choose the correct analogy: Large : Immense,Quiet : Loud,Dislike : Hatred,Zero : Infinity,Strong : Weak,B
90,"""JARGON"" means:",Rudimentary,Extraneous,Terminology,Gibberish,C
91,"Choose the correct sentence that best represents the reported speech: She said, ""I visited Oxford University yesterday.""",She told that she visited Oxford University yesterday,She told that I visited Oxford University yesterday,She said she would visit Oxford the following day,She told that she had visited Oxford University the previous day,D
92,Milk is to white as the sky is to ____?,Red,Blue,Green,Black,B
93,"He said to me, ""Where will you spend this night?""",He asked me where I would spend that night.,He asked me where I will spend that night.,He asked me where I would spend this night.,None of these,A
94,Another name of full stop is:,Dash,Period,Colon,None of these,B
95,"He said to me, ""Will you help me?""",He asked me whether I would help him.,He asked me whether I will help him.,He asked me whether I would help him.,None of these,A
96,None of the boys ______ present.,has,were,was,have,C
97,____ Turkish delegation including two persons ____ visiting Pakistan.,The/are,A/is,The/is,None of these,B
98,Choose the best English translation from the given options: Tanseekh,Disclose,Abrogate,Institute,Originate,B
99,"(Well) I don't think I will be home before 6 pm. In this sentence, ""well"" is:",Adverb,Adjective,Interjection,None of these,C
100,The synonym of Ensconce is:,Establish,Disband,Scatter,Demolish,A
101,We are too busy to take _____ more work.,On,In,Up,Over,A
102,____ Wright brothers invented ___ airplane.,The / the,The / an,The / a,None of these,A
103,Choose the correct preposition: Look! There is a big spider ____ the ceiling.,At,In,On,Of,C
104,"Change the voice of: ""She must be helped by me.""",I shall be helped by her,I must help her.,I have helped her.,None of these,B
105,"They will not come here, ____?",won't they,won't them,will they,will them,C
106,"Shakespeare was a poet, ____, and famous actor.",Playwright,Playwriter,Playright,None of these,A
107,To cry wolf means:,To listen eagerly,To turn pale,To give a false alarm,To keep off starvation,C
108,Choose the correct Antonym: Ruthless,Brutal,Compassionate,Ferocious,Cold-Blooded,B
109,Choose the most appropriate one-word substitute for: That which cannot be approached or reached:,Accessible,Inaccessible,Entry,None of these,B
110,Choose the correct analogy for 'Talk : Stammer'.,Walk : Stagger,Play : Speak,Scribble : Walk,None of these,A
111,I'll be ready to leave ____ about twenty minutes.,on,in,at,over,B
112,Chhota munh badi baat (Translate into English):,A bad name is worse than bad deeds.,"Small wit, great boast.",Two and two make four.,None of these,B
113,The antonym of Backward is ______?,Dull,Sluggish,Unwillingness,Developed,D
114,Fill in the blank: Birds of a feather ____ together.,Fly,Stream,Flock,Dock,C
115,The antonym of Diligent is?,Hardworking,Intent,Lazy,Active,C
116,"He said, ""How clever I am!""",Haris said he was very clever.,Haris exclaimed that he was very clever.,He asked how clever he was.,None of these,B
117,The antonym of Ashamed is:,Guilty,Sheepish,Proud,None of these,C
118,"Complete the proverb: ""Keep your friends close and your enemies ____.""",Close,Closer,Away,Apart,B
119,He delights ____ playing with children.,in,to,with,None of these,A
120,A place where fish are kept is called ______?,Aviary,Apiary,Aquarium,None of these,C
121,He is blind _____ one eye.,of,to,with,by,A
122,"As ____ is ready to help me, I have to do ____ by myself.",someone/all,Nobody/everything,no one/all,None of these,C
123,A lover/mistress of a married man:,Monogamy,Bigamy,Polygamy,Paramour,D
124,Fill in the blanks with appropriate word. Could you tell me where______,the bus station was,is the bus station,the bus station is,was the bus station,C
125,Fill in the blank: She ran ____ him into the courtyard.,After,Before,For,With,A
126,Pick out the most effective word from the given words to fill in the blank. Macbeth is a tragedy of a man who was ______ with great qualities.,Possessed,Privileged,Empowered,None of these,A
127,Choose the correct capitalization:,I am going to Allama Iqbal International Airport to receive Uncle Usman.,I am going to Allama Iqbal International Airport to receive uncle Usman.,I am going to allama iqbal international airport to receive uncle Usman.,None of these,A
128,Guess the closest possible meaning of the given idiom from the options given below: Cut the mustard,To leave the job,To get injured,To come up to expectations,None of these,C
129,"The sentence given below has a blank. Below the sentence are given four options, one of which can complete it meaningfully. Spot it. On the contrary, I was proud ______ it.",in,of,at,None of these,B
130,"The synonym of ""Heterogeneous"" is:",Like,Different,Matching,Parallel,B
131,"Complete the proverb: Where there is a ______, there is a way.",well,will,way,None of these,B
132,Choose the correct meaning of To turn down:,Give up,Reject,Sink,Follow,B
133,Choose the word similar in meaning to the given word: Zany,Clown,Pet,Thief,None of these,A
134,Prepare yourself for the worst. (Choose the passive voice equivalent),You are prepared for the worst,The worst should be prepared by yourself.,Be prepared for the worst.,None of these,C
135,A burnt child _______ the fire.,Flame,Dreads,Destroy,Afraid,B
136,She burst ____ tears.,to,in,with,None of these,D
137,What does the idiom 'on the cards' mean?,Likely,Due,Evident,At risk,A
138,"The policeman said, ""Don't cross the speed limit."" (Convert to indirect speech)",The policeman said not to cross the speed limit.,The policeman asked if I would cross the speed limit.,The policeman forbade me to cross the speed limit.,The policeman asks if I had crossed the speed limit.,C
139,Find the appropriate phrasal verb: My information does not ______ the report which has just been presented.,Accord to,Accord in,Accord with,Accord from,C
140,Antonym of MEAGRE:,Average,Plentiful,Extravagant,Excessive,B
141,Change voice The company has fired some workers.,Some workers has been fired by the company,Some workers have been fired by the company,Some workers has fired by the company,None of these,B
142,"Choose the right option to complete the indirect narration of the direct speech given in the quotation marks: ""Can you help me?"" The old man wondered if ______",he could help me.,I can help him.,I could help him.,None of these,C
143,The antonym of 'stagnant' is?,Static,Progress,Stale,Filthy,B
144,Correct the sentence by choosing the right option for the underlined portion: I am tired as I am working since morning.,I was working,I have been working,I had been working,I will be working,B
145,"She said, ""May God bless my son.""",She prayed that God might bless her son.,She pray that God might bless his son.,She prayed that God might bless his son.,None of these,A
146,"Choose the correct sentence that best represents the reported speech: He said to me, ""Do not smoke.""",He asked me to not smoke.,He said to me that I was not allowed to smoke.,He forbade me to smoke.,He stopped smoking.,C
147,Robbers often act in ____ with the police.,Connection,Conformity,Collusion,Co-operation,C
148,Vitamin D is essential ____ the growth of bones and teeth and is found _____ fish liver oil and milk.,to/at,for/in,of/in,None of these,B
149,"He said that he was a huge fan of the president, although I suspect it was tongue in cheek. Choose the correct meaning of the underlined phrase.",Being Sarcastic,To praise wholeheartedly,A sensational news,To say something hurtful,A
150,Choose the best English translation from the given options: Bawasooq Zaraeye say,Straight from the lion's mouth,Straight from the horse's mouth,Straight from the box,Straight from the officials,B
151,_____ sign is used at the end of a sentence or a short phrase which expresses very strong feeling.,Full stop,Comma,Exclamation,Interrogation,C
152,She cares ______ the environment.,of,in,about,None of these,C
153,Give the meaning of the Idiom: To get cold feet,to run for life,to be afraid,to fall sick,None of these,B
154,LION : ROAR ::,Birds : Chirp,Snake : Hiss,Bees : Hum,All of these,D
155,Nitrogen and oxygen are the main gases _______ Earth's atmosphere.,on,in,to,at,B
156,Fill in the blank: ____ climbers have sudden falls.,Old,Young,Hasty,Careless,C
157,Choose the correct preposition: The child is crying ______ toys.,for,to,of,on,A
158,The synonym of EAGER is:,Reluctant,Anxious,Indifferent,Lazy,B
159,What is the function of an adjective when it describes a noun that is part of the predicate?,Subject complement,Object complement,Attributive adjective,None of these,A
160,Choose the correct analogy Tiger: Carnivore,Sky: Blue,Lamp: Table,Cow: Herbivore,None of these,C
161,Something gained beneficially accidentally refers to:,Stimulate,Fortuitous,Prosthesis,Syllable,B
162,The antonym of BLOOMING is:,Fading,Sad,Quiet,Sprouting,A
163,Write down __ your name and roll number.,Either,Both,Neither,Nor,B
164,He is ill ______ fever.,with,by,to,of,A
165,"Fill in the blank with the most appropriate phrase. ""Don't be late."" The teacher told us _____.",not to be late,not being late,don't be late,don't to be late,A
166,"The synonym of ""Arraign"" is:",Accuse,Army,Forgive,Troops,A
167,PARENTHESIS : EXPLANATION ::,ELLIPSIS : OMISSION,COLON : HYPHEN,APOSTROPHE : ANNOTATION,None of these,A
168,The Green-eyed monster means:,Live,Love,Hatred,Jealousy,D
169,Valour is the opposite of:,admonition,injustice,cowardice,repression,C
170,"Abdul said, ""It is four o'clock now."" Mark the correct indirect speech:",Abdul told that it has been four o'clock then.,Abdul told that it was four o'clock then.,Abdul told that it had been four o'clock then.,None of these,B
171,Not everyone but ____ brave ____ this.,the / deserve,The / deserved,She / deserved,None of these,B
172,Choose the best antonym of PEJORATIVE:,Defamatory,Adulatory,Symbolic,Logical,B
173,The meaning of The Alpha and Omega is:,Beginning and end,Accurate and precise,To make all efforts to win,None of these,A
174,"The Greek epics ""Iliad"" and ""Odyssey"" were written by:",Homer,Euclid,Aristotle,Plato,A
175,Choose the correct article: I don't like __________ dogs.,An,A,The,Article not required,D
176,Translate from Urdu to English: 'Tazabzab',Tussle,Consultation,Truce,None of these,A
177,"The word ""Ebullient"" is closest in meaning to:",Excited,Calm,Lazy,None of these,A
178,The antonym of Climax is:,Apex,Highlight,Bottom,Crown,C
179,He is interested in ____ coin collection.,at,of,with,in,D
180,Identify the missing word which completes the proverb: _______ was not built in a day.,London,Rome,Spain,Germany,B
181,Umbrella is to Rain as:,Light is to Sight,Glare is to Stare,Vaccine is to Disease,Wear is to Wool,C
182,Choose the antonym of Wholesome:,Refreshing,Wholesome,Unhealthy,None of these,C
183,The synonym of Fragile is:,Weak,Strong,Agility,Angry,A
184,We took a test yesterday. This type of sentence is:,Simple,Declarative,Imperative,Exclamatory,B
185,Fill in the blank: Ali and I ____ after school today. Will you go with us?,played,have been playing,will play,plays,C
186,The antonym of Frugal is:,Charitable,Extravagant,Generous,Thrifty,B
187,"Choose the correct form of VERB to complete the given sentence. Unless you ______ hard, you cannot succeed.",work,will work,will worked,None of these,A
188,"The antonym of ""AFFLUENCE"" is?",Dearth,Trash,Indignant,Pungent,A
189,"One of the following words means ""A person who causes trouble""?",Oblivious,Nuisance,Traditional,None of these,B
190,"Complete the sentence by picking the suitable option from those given below: I couldn't solve the problem so, ______.",I telephoned the police.,I called an ambulance.,I asked my father to help me.,I answered the advertisement.,C
191,Choose the correct sentence:,She is having a car that she loves.,She has a car that she loves.,She has been having a car that she loves.,None of these,B
192,I always have lunch _______ my office.,In,At,Of,Near,B
193,"To ""pull your socks up"" means:",to get ready,to be already late,to start,None of these,D
194,Fill in the blank: Please close ____ window.,the,an,a,None of these,A
195,"Match the following English proverb with its Urdu equivalent:\n""All are not saints that go to church.""",Dhobi ka kutta na ghar ka na ghat ka,Taali aik haath se nahi bajti,"Baghal mein chhuri, munh mein Raam Raam",Neki kar darya mein daal,C
196,Select the pair which has the same relationship. Pawpaw and Orange are fruits; Onion is a:,Mango,Fruit,Vegetable,Tomato,C
197,Guess the closest possible meaning of the given idiom from the options given below: At sea,Sad,Happy,Puzzled,Triumphant,C
198,She inquired ______ my health:,after,for,about,in,A
199,"To ""side with"" means ______?",To agree,To reject,To protest,To contradict,A
200,"What is meant by ""MEANDER""?",A grassy area,A barren area,A bend of a river,A bend of a canal,C
201,A place where leather is tanned is called a:,Tannery,Casino,Brewery,Workshop,A
202,Fill in the blanks with suitable Prepositions: The bridge is constructed ____ the canal.,Over,Across,by,None of these,A
203,Choose the correct one: Not only her parents _______ her class teacher _______ proud of her results.,"But also, were","But also, was","And also, was","And also, were",B
204,Air is to fly as water is to:,Float,Swim,Sink,None of these,B
205,"Select the meaning of the idiom in double quotes from the given options: ""He didn't bat an eye"" means the same as:",He didn't see,He wasn't happy,He didn't show surprise,None of these,C
206,Static means:,Mathematician,Dynamic,Straight,Motionless,D
207,Choose the correct synonym: Haggard,Healthy,Flabby,Unworn,Exhausted,D
208,The antonym of Tranquility is:,Agitation,Irritation,Calmness,None of these,A
209,My father is so poor ______?,To get medical help for my mother,That he cannot buy food for us,To send me to school,None of these,B
210,Limb is to body as the branch is to ____?,Building,Grass,Garden,Tree,D
211,Every worker __________ on duty.,was,were,had,have,A
212,Change into passive voice: She has written letters.,Letters has been written by her.,Letters have been written by her.,Letters have written by her.,Letters had been written by her.,B
213,Change voice: People are spending less money on shopping.,Less money is being spent on shopping by people.,Less money is spent on shopping by people.,Less money is being spend on shopping by people.,Less money has been spent on shopping by people.,A
214,"Change into indirect form: The teacher said, ""Let the boy go home now.""",The teacher asked if the boy might be allowed to go home then.,The teacher said the boy might be allowed to go home then.,The teacher said that the boy might be allowed to go home then.,The teacher said that the boy may be allowed to go home now.,C
215,Complete the analogy: Lion : Carnivore ::,Granivore : Reptile,Omnivore : Beetle,Hen : Herbivore,None of these,B
216,Pick out the correct sentence from the given options:,He reads Dawn.,He is reading Dawn.,He reads the Dawn.,He should read Dawn.,C
217,He takes ____ rest in ____ park.,- / the,the / the,a / the,None of these,C
218,Blow ____ the lamp when you go to bed.,of,off,out,None of these,C
219,"Which word is the most opposite in meaning to ""Indolent""?",Laziness,Industrious,Complimentary,Insignificant,B
220,Choose the word opposite in meaning to the given word: Anomalous,Usual,Connected,Vicious,None of these,A
221,Change voice: Your services will be acknowledged by the government.,The government will acknowledge your services.,The government will be acknowledge your services.,The government would acknowledge your services.,The government has acknowledge your services.,A
222,Complete the following proverbial/idiomatic phrase with correct option. Familiarity breeds ______,Contempt,Enmity,Love,None of these,A
223,Give the meaning of the Idiom: To throw up the sponge,to offer a challenge,To surrender or give up contest,to become utterly disappointed,None of these,B
224,"Change the narration: The old lady said to her son, Is it not your duty to help me in my old age?",The old lady asked her son if it was not his duty to help her in her old age.,The old lady asked her son that was it not his duty to help her in her old age.,The old lady asked her son if it were not his duty to have helped her in her old age.,The old lady had asked her son if it was not his duty to help her in her old age.,A
225,By ____ was the letter sent?,which,whom,the,None of these,B
226,"Pick out the most effective word from the given words to fill in the blank to make the sentence meaningful. The one who is ______ hesitating which of the two things he will do first, will do neither.",Constantly,Persistently,Insistently,None of these,A
227,Tick the antonym of Amicable:,Friendly,Hostile,Wisely,Cunningly,B
228,Choose the correct analogy: Guile: Ingenious:,Wise: Crooked,Courage: Timorous,Denote: Burden,None of these,B
229,"Find the correct indirect sentence: Nazir said, ""I did my duty with full justice.""",Nazir told that he had done his duty with full justice,Nazir said that he had done his duty with full justice.,Nazir said he had done his duty with full justice.,Nazir told that he did his duty with full justice,A
230,Fill in the blank: A cat differs ______ a dog.,with,for,from,over,C
231,"He not only read the book but also remember what he read. The underlined phrase ""not only but also"" is which part of speech.",Interjection,Conjunction,Adverb,Pronoun,B
232,Choose the best meaning of the idiomatic phrase: A lion's share,The part of a lion,The share of a lion,Major part,The lion's escape,C
233,He does not care _____ losing his job.,to,of,about,None of these,C
234,Fill in the blank identifying correct option. The driver lived on ______ ground floor of ______ old house on ______ Davis Road.,the/the/a,the/an/the,the/the/the,None of these,B
235,The stars are immense balls of fire. (Identify the meaning of 'immense'):,Tiny,Huge,Similar,None of these,B
236,Choose the most appropriate conjunction to fill in the following sentence. He does not know the answer ______ I've told him several times.,In spite,even though,While,None of these,B
237,An adjective modifies a___________.,Noun,Verb,Adverb,Preposition,A
238,Select the sentence with correct use of capital letters.,The Badshahi Mosque is a Mughal-era congregational mosque in Lahore.,The Badshahi Mosque is a Mughal-era congregational Mosque in Lahore.,The badshahi Mosque is a Mughal-era congregational mosque in lahore.,None of these,A
239,The synonym of Uncivilized is:,Intelligent,Energetic,Observant,None of these,D
240,Greek word ceramic is related to:,Plaster,Pottery,Molybdenum,None of these,B
241,Choose the best meaning of the idiomatic phrase: To turn the tables,to turn someone,to turn the situation to one's own side,to reverse the condition completely,None of these,C
242,Choose the antonym of Waive:,Yield,Renounce,Demand,None of these,C
243,My father doesn't like the music _______.,Nor I am,Nor do I,As me,None of these,B
244,"Fill in the blank with the most suitable word: ______ a heavy rain, outdoor games were held.",Meanwhile,In spite of,Despite,In the event of,C
245,"What does the idiom ""a bolt from the blue"" mean?",A sudden and unexpected event,Good news,A moment of clarity,A warning before something bad happens,A
246,Select the antonym of the given word. PULCHRITUDE:,Ugliness,Beauty,Elegance,Allure,A
247,"He lived ____ Model Town, Lahore.",at at,in at,of at,None of these,B
248,Choose the synonym of DEVOID:,Replete,Faithless,Hopeless,Bereft,D
249,It is time we ______ out.,go,went,gone,None of these,B
250,Choose the best meaning of the idiomatic phrase: To cross swords,To fight,To defend,To kill,To rob,A
251,You would have seen my garden at its best if you ____ here last week.,Be,Were,Had been,Should be,C
252,The meaning of Abundance is:,Paucity,Scarcity,Meager,Plenty,D
253,A ____ sign is used at the end of a sentence or a short phrase which expresses strong feelings.,Colon,Exclamation,Semi Colon,Full stop,B
254,"As ____ me, I will be happy to lend a hand.",for,of,to,None of these,A
255,Pick out a pair that has the same relationship as that given in the capitalized pair: COOLNESS : NIGHT,Black : Yellow,Humidity : Sunshine,Warmth : Day,Fear : Right,C
256,"""To Smell a Rat"" means:",To smell something bad,To detect something wrong,To be very alert,None of the above,B
257,Fatima is not home at the moment. She ____ work.,is at,is on,was at,was on,A
258,"My father didn't like the music ____, nor am I ____:",nor am I,nor I am,as me,None of these,D
259,Tick the antonym of Impeccable:,Flawed,Flawless,Contorted,None of above,A
260,He is looking for accommodation ____ in a flat or shared house.,Until,Whether,Neither,Either,D
261,The dog sprang ____ him.,on,upon,in,None of these,B
262,"Complete the idiom: ""To cast ______ before swine.""",Shadow,Gold,Stones,Pearls,D
263,Complete the following proverbial/idiomatic phrase with correct option. Every cloud has,______ ______. shining lining,silver lining,rainy lining,None of these,B
264,"Identify the figure of speech: ""The wind whispered through the trees.""",Personification,Simile,Hyperbole,None of these,A
265,An earlier event or action that is regarded as an example or a guide to be considered in similar circumstances is known as:,Subsequent,Precedent,Upcoming,None of these,B
266,"What is the meaning of the idiom/proverb ""A pipe dream""?",A pleasant dream,A bad dream,An impracticable wish,A foolish idea,C
267,Complete the Idiom: Too many cooks spoil the ____,Meat,Broth,Food,Curry,B
268,Choose the correct sentence.,I have two brother in law.,I have two brothers in law.,I have two brothers in laws.,None of these,B
269,The quality of mangoes ____ good.,was,were,had,None of these,A
270,The antonym of Benign is:,Malevolent,Kind,Soft,None of these,A
271,His behaviour was unprofessional enough ____ terminated immediately.,that,so,though,None of these,A
272,We don't rely ______ our enemies.,to,on,of,None of these,B
273,Place the table 'against' the wall. The underlined word is:,Preposition,Adverb,Verb,Adjective,A
274,Choose the word similar in meaning to the given word: Subjugate,Confuse,Conquer,Cause to wither,None of these,B
275,The antonym of Elevate:,Loft,Dull,Raise,Depress,D
276,Choose the best English translation of the given Proverb: Andhon me gaana baaje.,A king in the palace,"Great Braggart, little doers",A figure among ciphers,None of these,C
277,"""To cry wolf"" means ____.",to listen eagerly,to turn pale,to give a false alarm,None of these,C
278,Cat is to Kitten as:,Duck is to Cat,Cow is to Calf,Bear is to Deer,None of these,B
279,Correctly punctuate the following sentence. She couldn't make it to the party,She couldn't make it to the party.,She couldn't make it to the party!,She couldn't make it to the party?,"She couldn't make it to the party,",A
280,Choose the correct sentence:,This cloth is more superior than that.,This cloth is superior than that.,This cloth is more superior to that.,This cloth is superior to that.,D
281,The antonym of Furiously is:,Mercifully,Angrily,Happily,Slowly,D
282,I don't mind staying home to take care of the kids ____ you are easy.,While,Despite,Provided,None of these,C
283,Choose the pair of words that best express a relationship similar to that expressed in the original question. Man : Men,Happy-Calm,Duck-Ducklings,Goose-Geese,None of these,C
284,The antonym of Calamity is:,Disaster,Blessing,Crisis,None of these,B
285,Pick out the most effective word from the given words to fill in the blank to make the sentence meaningfully complete: These essays are intellectually ______ and represent various levels of complexity.,Superior,Revealing,Modern,Demanding,D
286,Choose the correct sentence:,Hundreds of people are watching the match on TV.,A hundreds of people are watching the match on TV,Hundred of people are watching the match on TV.,None of these,A
