Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"In 'The manager of the company will speak.', 'of the company' is a ............",Adjective phrase,Adverb phrase,Prepositional phrase,Noun phrase,C,"'Of the company' is a prepositional phrase modifying 'manager', indicating possession or relationship.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
The word 'running' in 'Running is good exercise.' is a ............,Gerund,Participle,Verb,Adjective,A,"'Running' is a gerund because it functions as a noun, being the subject of the sentence.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"Identify the interjection in 'Oh, what a beautiful day!'",Oh,what,beautiful,day,A,"'Oh' is an interjection, expressing emotion or feeling.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
The teacher gave the students a lot of _______ to complete during the summer.,homework,homeworks,assignment,assignments,A,Use 'homework' as an uncountable noun; it doesn't have a plural form.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"By the time I _______ my breakfast, my brother had already left.",finish,had finished,was finishing,have finished,B,Past perfect tense is used for an action completed before another past action.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The new policy has been _______ since last month.,implement,implemented,implementing,implements,B,Use the past participle 'implemented' with 'has been' for the present perfect passive voice.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"The manager, _______ had been working hard, was promoted.",who,whom,which,that,A,Use 'who' as the subject of the relative clause.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The company will _______ its profits if it doesn't reduce costs.,lose,lost,looses,loss,A,Use the base form 'lose' after 'will' for the future simple tense.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"The book, _______ is on the bestseller list, is a great read.",that,which,who,whom,B,"Use 'which' for non-restrictive relative clauses, providing additional information.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The teacher asked the students to _______ their work.,check,checked,checking,to check,A,Use the base form 'check' after 'asked' + object + to-infinitive.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The weather was so bad that we _______ go out.,can't,couldn't,can,will,B,Use 'couldn't' (past ability) to describe a past situation.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The new employee is very _______ in his work.,interested,interesting,interests,interest,A,Use 'interested' to describe a person feeling engaged.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The company's profits have been _______ for the past year.,decline,declining,declined,declines,B,Use the present participle 'declining' with 'have been' for the present perfect continuous tense.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The play was so _______ that we fell asleep.,boring,bored,bore,boringness,A,Use 'boring' to describe something causing boredom.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"By next year, I _______ my degree.",will finish,will have finished,finish,have finished,B,"Use 'will have finished' for the future perfect tense, indicating completion before a future time.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The researcher spent years studying the _______ of the disease.,cause,causes,causing,causality,B,Use 'causes' as the noun for factors leading to a disease.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The new policy is aimed at _______ the company's environmental impact.,reduce,reducing,reduced,reduction,B,Use the gerund 'reducing' after 'at' as a preposition.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The teacher gave the students _______ to complete the project.,a lot of time,a lot of times,many time,much times,A,Use 'a lot of time' as 'time' is an uncountable noun.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The company will be _______ by a new management team.,lead,leading,leads,led,D,Use 'led' as the past participle with 'will be' for the future passive voice.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The tourists got lost in the _______ streets.,narrow,narrowing,narrowed,narrowness,A,Use 'narrow' as an adjective to describe the streets.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The report was _______ to the management team.,submit,submits,submitting,submitted,D,Use 'submitted' as the past participle for the passive voice.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The company is looking for someone _______ can speak French.,who,whom,which,that,A,Use 'who' as the subject of the relative clause.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The new employee is very _______ to the company's culture.,adapt,adapting,adapted,adaptable,D,Use 'adaptable' to describe someone able to adjust to new conditions.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the part of speech of 'quickly' in 'She quickly finished her homework.',Adverb,Adjective,Verb,Noun,A,"The word 'quickly' modifies the verb 'finished', indicating the manner in which the action was performed, thus it is an adverb.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
Which part of speech is 'happy' in 'The happy child was playing.'?,Adverb,Adjective,Verb,Noun,B,"'Happy' describes the noun 'child', indicating its quality or state, making it an adjective.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The manager of the company will attend the meeting.', 'of the company' is a/an",Adjective phrase,Adverb phrase,Noun phrase,Prepositional phrase,D,"'Of the company' begins with a preposition and functions as a unit, thus it is a prepositional phrase modifying 'manager'.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The word 'very' in 'She is very intelligent.' is a/an,Adverb,Adjective,Verb,Noun,A,"'Very' modifies the adjective 'intelligent', indicating the degree, hence it is an adverb.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In the sentence 'The book on the table is mine.', 'on the table' is",An adjective clause,An adverb clause,A prepositional phrase,A noun clause,C,'On the table' is a prepositional phrase as it starts with a preposition and modifies 'book'.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the part of speech of 'well' in 'She sings well.',Adverb,Adjective,Verb,Noun,A,"'Well' modifies the verb 'sings', describing the manner of singing, thus it is an adverb.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The teacher gave the students their assignments.', 'their' is a",Possessive adjective,Possessive pronoun,Reflexive pronoun,Demonstrative adjective,A,"'Their' modifies 'assignments', showing possession, hence it is a possessive adjective.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The phrase 'in the morning' in 'I will meet you in the morning.' is a,Noun phrase,Adverb phrase,Adjective phrase,Prepositional phrase,D,'In the morning' is a prepositional phrase as it begins with a preposition and functions as a unit.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The more you practice, the better you will be.', 'the more' and 'the better' are",Correlative conjunctions,Subordinating conjunctions,Coordinating conjunctions,Adverbs,A,"'The more' and 'the better' are used in correlation to indicate a proportional relationship, thus they are correlative conjunctions.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"The word 'although' in 'Although it was raining, we went out.' is a",Subordinating conjunction,Coordinating conjunction,Correlative conjunction,Preposition,A,"'Although' introduces a subordinate clause, indicating a contrast, hence it is a subordinating conjunction.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The sun was setting over the hills.', 'over the hills' is a",Prepositional phrase,Adverb phrase,Adjective phrase,Noun phrase,A,"'Over the hills' starts with a preposition and modifies 'was setting', thus it is a prepositional phrase.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the part of speech of 'loudly' in 'The music was playing loudly.',Adverb,Adjective,Verb,Noun,A,"'Loudly' modifies the verb 'was playing', describing the manner, hence it is an adverb.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The new employee was very nervous.', 'very' is a/an",Adverb,Adjective,Verb,Noun,A,"'Very' modifies the adjective 'nervous', indicating degree, thus it is an adverb.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The word 'because' in 'I went home because I was tired.' is a,Subordinating conjunction,Coordinating conjunction,Correlative conjunction,Preposition,A,"'Because' introduces a subordinate clause, showing reason, hence it is a subordinating conjunction.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the part of speech of 'happily' in 'They were happily married.',Adverb,Adjective,Verb,Noun,A,"'Happily' modifies the verb 'were married', indicating the manner, thus it is an adverb.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The book, which is on the table, is mine.', 'which is on the table' is a",Restrictive clause,Non-restrictive clause,Independent clause,Subordinate clause,B,"'Which is on the table' provides additional information and is set off by commas, making it a non-restrictive clause.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The phrase 'under the bridge' in 'The children played under the bridge.' is a,Prepositional phrase,Adverb phrase,Adjective phrase,Noun phrase,A,"'Under the bridge' begins with a preposition and functions as a unit, thus it is a prepositional phrase.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'She is more intelligent than her brother.', 'more' is a",Adverb,Adjective,Comparative adverb,Comparative adjective,D,"'More' is used to compare 'intelligent', making it a comparative adjective.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The word 'unless' in 'I won't go unless you come.' is a,Subordinating conjunction,Coordinating conjunction,Correlative conjunction,Preposition,A,"'Unless' introduces a condition, thus it is a subordinating conjunction.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
Which part of speech is 'quickly' in 'She quickly finished her homework.',Adjective,Adverb,Verb,Noun,B,"Adverbs modify verbs, adjectives, or other adverbs. 'Quickly' modifies the verb 'finished', indicating the manner of the action.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
"Identify the tense of 'will have been studying' in 'By next year, I will have been studying English for ten years.'",Present Perfect,Future Perfect Continuous,Past Perfect,Future Simple,B,Future Perfect Continuous tense is used for an action that will continue until a specific time in the future. It is formed with 'will have been' + verb-ing.,LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
What is the grammatical function of 'me' in 'My friend gave me a gift.',Direct Object,Indirect Object,Subject,Object of Preposition,B,"Indirect object receives the direct object. Here, 'me' receives the gift, making it the indirect object.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
"Choose the correct form of the verb: 'If I ______ rich, I would travel the world.'",am,were,was,be,B,The subjunctive mood is used for hypothetical or uncertain situations. 'Were' is used after 'if' for a contrary-to-fact condition.,LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the part of speech of 'very' in 'She is very happy.',Adverb,Adjective,Noun,Preposition,A,"Adverbs modify adjectives or other adverbs. 'Very' modifies the adjective 'happy', intensifying its meaning.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Which sentence uses the correct form of the possessive adjective?,This is my's book.,This is mine book.,This is my book.,This is me book.,C,"Possessive adjectives (my, your, his, etc.) describe nouns. 'My' is used before the noun 'book' to show possession.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
"What is the function of 'although' in 'Although it was raining, we went to the park.'",Conjunction,Preposition,Adverb,Interjection,A,Subordinating conjunctions introduce dependent clauses. 'Although' introduces a contrasting idea.,LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
"Identify the type of clause in 'Because I was tired, I went to bed.'",Independent Clause,Dependent Clause,Relative Clause,Subordinate Clause,D,A subordinate clause cannot stand alone. 'Because I was tired' is a subordinate clause introduced by 'because'.,LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Which sentence correctly uses a gerund?,I love play soccer.,I love playing soccer.,I love to playing soccer.,I love plays soccer.,B,"Gerunds are verb forms ending in '-ing' that function as nouns. 'Playing soccer' is a gerund, object of 'love'.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
What is the grammatical function of 'happy' in 'The happy child played outside.',Predicate Adjective,Attributive Adjective,Adverb,Noun,B,"Attributive adjectives modify nouns directly. 'Happy' modifies 'child', describing its state.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Choose the sentence with the correct use of the infinitive form.,I want to go store.,I want go to the store.,I want to go to the store.,I wants to go to the store.,C,"Infinitives are 'to' + verb. 'To go' is an infinitive, correctly used after 'want' to express a desire.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the correct form of the comparative adjective in 'This cake is ______ than the one we had yesterday.',delicious,more delicious,deliciouser,most delicious,B,"Comparative adjectives compare two things. For most adjectives of two syllables or more, 'more' is used before the adjective.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
What is the function of 'in' in 'The book is in the bag.',Preposition,Conjunction,Adverb,Interjection,A,Prepositions show location or direction. 'In' indicates the location of 'the book' relative to 'the bag'.,LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Which sentence is grammatically correct?,The teacher give us homework.,The teacher gives us homework.,The teacher giving us homework.,The teacher give us homeworks.,B,"Subject-verb agreement requires a singular verb with a singular subject. 'Teacher' is singular, so 'gives' is correct.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
"Identify the part of speech of 'oh' in 'Oh, what a beautiful day!'",Interjection,Conjunction,Adverb,Preposition,A,Interjections express emotion. 'Oh' is used to express surprise or excitement.,LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
What is the grammatical function of 'the' in 'The book on the table is mine.',Article,Adjective,Adverb,Noun,A,"Articles ('the', 'a', 'an') modify nouns, specifying or generalizing them. 'The' specifies 'book' and 'table'.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Choose the correct sentence in terms of modifier placement.,"Having studied all night, the exam was easy.","Having studied all night, I found the exam easy.","I having studied all night, the exam was easy.",The exam was easy having studied all night.,B,"Modifiers should be placed near the word they modify. 'Having studied' modifies 'I', indicating who studied.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the correct use of the reflexive pronoun in 'She made the cake ______.',herself,hers,her,she,A,"Reflexive pronouns ('myself', 'herself', etc.) are used when the subject and object are the same. 'Herself' refers back to 'She'.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
What is the grammatical function of 'and' in 'I like reading books and writing stories.',Coordinating Conjunction,Subordinating Conjunction,Preposition,Interjection,A,"Coordinating conjunctions connect words, phrases, or clauses of equal importance. 'And' connects two activities.",LUMS_SAT,Conceptual,Medium,English,Grammar and Parts of Speech
Which part of speech is 'happy' in 'The happy child is playing.'?,Adverb,Adjective,Verb,Noun,B,"'Happy' describes the noun 'child', hence it's an adjective. Adjectives modify nouns or pronouns.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the verb in 'The dog is barking loudly.',is barking,loudly,The dog,barking,A,"'Is barking' is the verb phrase. 'Is' is the auxiliary verb and 'barking' is the main verb, together forming the present continuous tense.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
What is the function of 'the' in 'The book is on the table.'?,Demonstrative pronoun,Article,Adverb,Conjunction,B,"'The' is a definite article used before nouns to specify which one. Articles ('the', 'a', 'an') precede nouns.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'Having finished the project, we went home.', 'Having finished' is an example of?",Participle,Gerund,Infinitive,Finite verb,A,"'Having finished' is a participle phrase. It functions as an adjective, modifying the subject 'we'.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
What part of speech is 'quickly' in 'She quickly finished her homework.'?,Adjective,Adverb,Verb,Noun,B,"'Quickly' modifies the verb 'finished', hence it's an adverb. Adverbs modify verbs, adjectives, or other adverbs.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The manager of the company is very kind.', 'of the company' is?",Adjective phrase,Adverb phrase,Prepositional phrase,Noun phrase,C,'Of the company' is a prepositional phrase modifying 'manager'. Prepositional phrases begin with a preposition.,NET,Conceptual,Medium,English,Grammar and Parts of Speech
What is 'to' in 'I'm going to the store.'?,Preposition,Infinitive marker,Conjunction,Article,A,"'To' indicates direction, hence it's a preposition. Prepositions show relationships between words.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The teacher gave the students their assignments.', 'their' is?",Possessive adjective,Possessive pronoun,Demonstrative adjective,Demonstrative pronoun,A,"'Their' modifies 'assignments', showing possession, hence it's a possessive adjective.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
What is the grammatical function of 'that' in 'The book that is on the table is mine.'?,Relative pronoun,Demonstrative pronoun,Conjunction,Article,A,"'That' introduces the relative clause 'that is on the table', hence it's a relative pronoun.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The sun was shining brightly.', 'brightly' is?",Adjective,Adverb,Verb,Noun,B,"'Brightly' modifies the verb 'shining', hence it's an adverb. Adverbs modify verbs, adjectives, or other adverbs.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
What part of speech is 'well' in 'She sings well.'?,Adverb,Adjective,Verb,Noun,A,"'Well' modifies the verb 'sings', hence it's an adverb. Adverbs modify verbs, adjectives, or other adverbs.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The city is very crowded.', 'very' is?",Adverb,Adjective,Verb,Noun,A,"'Very' modifies the adjective 'crowded', hence it's an adverb. Adverbs modify verbs, adjectives, or other adverbs.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the pronoun in 'The book is hers.',The,book,hers,is,C,'Hers' is a possessive pronoun replacing 'her book'. Pronouns replace nouns in a sentence.,NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The students are studying for their exams.', 'their' is?",Possessive adjective,Possessive pronoun,Demonstrative adjective,Demonstrative pronoun,A,"'Their' modifies 'exams', showing possession, hence it's a possessive adjective.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
What is 'to eat' in 'I want to eat a sandwich.'?,Infinitive,Gerund,Participle,Finite verb,A,"'To eat' is an infinitive phrase. Infinitives begin with 'to' and function as nouns, adjectives, or adverbs.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The manager, who is very kind, helped us.', 'who is very kind' is?",Non-restrictive clause,Restrictive clause,Independent clause,Subordinate clause,A,"'Who is very kind' provides additional information, hence it's a non-restrictive clause. Non-restrictive clauses are set off by commas.",NET,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the auxiliary verb in 'She has been studying.',has,been,studying,has been,D,'Has been' is the auxiliary verb phrase used in the present perfect continuous tense. Auxiliary verbs support main verbs.,NET,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The manager of the company will attend the meeting.', 'of the company' is a",Prepositional phrase,Adverbial phrase,Adjectival phrase,Noun phrase,C,"'Of the company' modifies the noun 'manager', describing which manager, thus it's an adjectival phrase.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In the sentence 'Having finished his work, he went home.', 'Having finished his work' is a",Participle phrase,Gerund phrase,Infinitive phrase,Absolute phrase,D,"'Having finished his work' is an absolute phrase as it has a subject and a participle, and provides additional information.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"The word 'but' in 'I wanted to go, but it was raining.' is a",Conjunction,Preposition,Adverb,Interjection,A,"'But' connects two clauses, contrasting their meanings, thus it's a coordinating conjunction.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The book on the table is mine.', 'on the table' is a",Adjectival phrase modifying 'book',Adverbial phrase,Prepositional phrase,All of the above,D,"'On the table' is a prepositional phrase that functions as an adjectival phrase modifying 'book', thus all options apply.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
Identify the part of speech of 'very' in 'She is very intelligent.',Adverb,Adjective,Verb,Noun,A,"'Very' modifies the adjective 'intelligent', intensifying its degree, thus it's an adverb.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The teacher asked the students to be quiet.', 'to be quiet' is an",Infinitive phrase,Gerund phrase,Participle phrase,Prepositional phrase,A,'To be quiet' is an infinitive phrase as it begins with 'to' followed by the base form of a verb.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The word 'yesterday' in 'I met him yesterday.' is a,Adverb,Adjective,Noun,Preposition,A,"'Yesterday' modifies the verb 'met', indicating when the action took place, thus it's an adverb.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The sun was setting slowly.', 'slowly' is a",Adverb,Adjective,Verb,Noun,A,"'Slowly' modifies the verb 'was setting', describing the manner of the action, thus it's an adverb.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The phrase 'in the room' in 'The meeting is in the room.' is a,Prepositional phrase,Adverbial phrase,Adjectival phrase,Noun phrase,A,'In the room' is a prepositional phrase as it begins with a preposition and functions to indicate location.,ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'Running is good exercise.', 'running' is a",Gerund,Participle,Infinitive,Verb,A,"'Running' is a gerund as it functions as a noun, being the subject of the sentence.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"The word 'and' in 'I like reading books, and my sister likes watching movies.' is a",Conjunction,Preposition,Adverb,Interjection,A,"'And' connects two clauses, indicating addition, thus it's a coordinating conjunction.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The man, who was my neighbor, helped me.', 'who was my neighbor' is a",Non-restrictive relative clause,Restrictive relative clause,Independent clause,Subordinate clause,A,"'Who was my neighbor' provides additional, non-essential information about 'the man', thus it's a non-restrictive relative clause.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
The phrase 'to succeed' in 'Her goal is to succeed.' is an,Infinitive phrase,Gerund phrase,Participle phrase,Prepositional phrase,A,"'To succeed' is an infinitive phrase as it begins with 'to' followed by the base form of a verb, functioning as a noun.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The flowers were watered by the gardener.', 'by the gardener' is a",Prepositional phrase,Adverbial phrase,Adjectival phrase,All of the above,D,"'By the gardener' is a prepositional phrase that functions as an adverbial phrase, indicating the agent performing the action.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"The word 'oh' in 'Oh, what a beautiful day!' is an",Interjection,Conjunction,Adverb,Preposition,A,"'Oh' is used to express emotion or surprise, thus it's an interjection.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'The student, having finished the exam, left the room.', 'having finished the exam' is a",Participle phrase,Gerund phrase,Infinitive phrase,Absolute phrase,D,"'Having finished the exam' is an absolute phrase as it has a subject implied and a participle, providing additional information.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"In 'Eating a healthy diet is essential.', 'eating a healthy diet' is a",Gerund phrase,Participle phrase,Infinitive phrase,Noun phrase,A,"'Eating a healthy diet' is a gerund phrase as it begins with a gerund and functions as a noun, being the subject of the sentence.",ECAT,Conceptual,Medium,English,Grammar and Parts of Speech
"The manager, _____ had been working tirelessly, was awarded the Employee of the Year.",who,whom,which,that,A,Use 'who' as the subject of the verb 'had been working' in the relative clause.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"The new policy has been met with widespread criticism, _____ many arguing it is too restrictive.",with,by,from,among,A,"The preposition 'with' is used to indicate accompaniment, here introducing the participle phrase 'many arguing'.",GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The company will be hiring _____ engineers to work on the new project.,much,many,a few,few,B,Use 'many' for countable nouns like 'engineers'.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"By the time I arrived, they _____ their work.",had finished,have finished,finish,were finishing,A,The past perfect tense 'had finished' is used to show an action completed before another past action.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The teacher asked the students _____ their homework.,to bring,bringing,to be bringing,having brought,A,The infinitive 'to bring' is used after 'asked' to indicate the requested action.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
"The book, _____ by my favorite author, is on the bestseller list.",written,was written,is written,writing,A,The past participle 'written' is used in a reduced relative clause to describe 'book'.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
The researcher's findings were _____ to the scientific community.,groundbreaking,a groundbreaking,the groundbreaking,groundbreaking's,A,The adjective 'groundbreaking' directly modifies 'findings' without needing an article.,GIKI_PIEAS,Conceptual,Medium,English,Grammar and Parts of Speech
