Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
The magnetic field due to a long straight wire is given by?,\frac{\mu_0 I}{2\pi r},\frac{\mu_0 I}{4\pi r},\frac{\mu_0 I r}{2},\frac{\mu_0 I}{2r},A,The formula \frac{\mu_0 I}{2\pi r} gives the magnetic field due to a long straight wire.,Magnetic field due to a long straight wire,Easy,Physics,Electromagnetism
The force on a current-carrying wire in a magnetic field is given by?,Lorentz force law,Ampere's law,Biot-Savart law,Faraday's law of induction,A,The Lorentz force law gives the force on a current-carrying wire in a magnetic field.,Lorentz force,Easy,Physics,Electromagnetism
A charged particle is moving in a uniform electric and magnetic field. What is the condition for the particle to move undeflected?,E = vB,E = B/v,v = E/B,B = E/v,A,"The condition for a charged particle to move undeflected is E = vB, where E is the electric field, v is the velocity, and B is the magnetic field.",Motion of charged particles in electric and magnetic fields,Hard,Physics,Electromagnetism
The Hall effect is used to measure?,Magnetic field strength,Current,Resistance,Charge carrier density,D,The Hall effect is used to measure the charge carrier density in a conductor.,Hall effect,Hard,Physics,Electromagnetism
The motional emf induced in a conductor is given by?,Blv,B/lv,Bvl,l/Bv,A,"The motional emf is given by Blv, where B is the magnetic field, l is the length of the conductor, and v is its velocity.",Motional emf,Easy,Physics,Electromagnetism
The magnetic field inside a solenoid is?,Uniform,Non-uniform,Zero,Dependent on the radius of the solenoid,A,"The magnetic field inside a solenoid is uniform, given by \mu_0 nI, where n is the number of turns per unit length.",Magnetic field inside a solenoid,Medium,Physics,Electromagnetism
Faraday's law of induction is related to?,Magnetic field due to a current,Induced emf due to changing magnetic flux,Force on a current-carrying wire,Resistance of a coil,B,Faraday's law of induction gives the induced emf due to a changing magnetic flux.,Faraday's law of induction,Easy,Physics,Electromagnetism
A wire 0.5 m long carrying a current of 8 A is perpendicular to a 2 T magnetic field. What is the force on the wire?,8 N,4 N,2 N,1 N,A,Force = ILB = 8 x 0.5 x 2 = 8 N. Option B is wrong because it incorrectly calculates the force.,Magnetic Force on a Current-Carrying Wire,Medium,Physics,Electromagnetism
A solenoid with 500 turns per meter carries a current of 3 A. What is the magnetic field inside the solenoid?,1.88 mT,1.2 mT,0.6 mT,3.14 mT,A,B = μ₀nI = 4π x 10⁻⁷ x 500 x 3 = 1.88 mT. Option D is wrong due to incorrect μ₀ value.,Magnetic Field Due to a Solenoid,Medium,Physics,Electromagnetism
A charge of 2 μC is moving with a velocity of 4 x 10⁶ m/s perpendicular to a magnetic field of 0.8 T. What is the magnetic force on the charge?,6.4 N,3.2 N,1.6 N,0.8 N,A,F = qvB = 2 x 10⁻⁶ x 4 x 10⁶ x 0.8 = 6.4 N. Option B is wrong due to miscalculation.,Magnetic Force on a Moving Charge,Easy,Physics,Electromagnetism
Two parallel wires 0.2 m apart carry currents of 5 A and 8 A in the same direction. What is the force per unit length between the wires?,4 x 10⁻⁵ N/m,2 x 10⁻⁵ N/m,8 x 10⁻⁵ N/m,1 x 10⁻⁵ N/m,A,F/L = (μ₀I₁I₂)/(2πd) = (4π x 10⁻⁷ x 5 x 8)/(2π x 0.2) = 4 x 10⁻⁵ N/m. Option C is wrong due to incorrect calculation.,Force Between Two Parallel Current-Carrying Wires,Medium,Physics,Electromagnetism
A coil of 200 turns and radius 0.1 m is rotated at 50 revolutions per second in a magnetic field of 0.2 T. What is the maximum induced EMF?,1256 V,628 V,125.6 V,62.8 V,A,ε = NABω = 200 x π x (0.1)² x 0.2 x 2π x 50 = 1256 V. Option B is wrong due to incorrect ω.,Induced EMF in a Rotating Coil,Hard,Physics,Electromagnetism
"A magnetic flux of 0.4 Wb is linked with a coil of 100 turns. If the flux is reversed in 0.2 s, what is the average induced EMF?",400 V,200 V,100 V,50 V,A,ε = N(dΦ/dt) = 100 x (0.8/0.2) = 400 V. Option B is wrong due to incorrect flux change.,Faraday's Law of Induction,Medium,Physics,Electromagnetism
"A wire loop of area 0.05 m² is placed in a magnetic field of 1.5 T. If the flux through the loop is 0.03 Wb, what is the angle between the field and the normal to the loop?",66.4°,53.1°,36.9°,23.6°,A,Φ = BAcosθ; cosθ = Φ/BA = 0.03/(1.5 x 0.05) = 0.4; θ = 66.4°. Option C is wrong due to incorrect θ.,Magnetic Flux,Hard,Physics,Electromagnetism
A current of 2 A flows through a coil of 500 turns and induces a magnetic flux of 0.01 Wb. What is the self-inductance of the coil?,2.5 H,2 H,1.5 H,1 H,A,L = NΦ/I = 500 x 0.01/2 = 2.5 H. Option B is wrong due to miscalculation.,Self-Inductance,Easy,Physics,Electromagnetism
A capacitor of capacitance 0.02 F is connected to an AC source of frequency 50 Hz. What is the capacitive reactance?,0.16 Ω,0.32 Ω,0.08 Ω,0.64 Ω,A,Xc = 1/(2πfC) = 1/(2π x 50 x 0.02) = 0.16 Ω. Option B is wrong due to incorrect frequency.,Capacitive Reactance,Medium,Physics,Electromagnetism
An inductor of inductance 0.1 H is connected to an AC source of frequency 50 Hz. What is the inductive reactance?,31.4 Ω,15.7 Ω,62.8 Ω,3.14 Ω,A,Xl = 2πfL = 2π x 50 x 0.1 = 31.4 Ω. Option B is wrong due to miscalculation.,Inductive Reactance,Easy,Physics,Electromagnetism
"A series RLC circuit has R = 10 Ω, L = 0.1 H, and C = 0.01 F. At what frequency is the circuit in resonance?",50 Hz,25 Hz,15.9 Hz,31.8 Hz,C,f = 1/(2π√(LC)) = 1/(2π√(0.1 x 0.01)) = 15.9 Hz. Option D is wrong due to incorrect L or C.,Resonance in RLC Circuit,Medium,Physics,Electromagnetism
"A transformer has 200 turns in the primary coil and 800 turns in the secondary coil. If the primary voltage is 220 V, what is the secondary voltage?",880 V,440 V,110 V,55 V,A,V₂/V₁ = N₂/N₁; V₂ = 220 x (800/200) = 880 V. Option B is wrong due to incorrect turn ratio.,Transformer,Easy,Physics,Electromagnetism
A coil of self-inductance 0.2 H and resistance 10 Ω is connected to a 20 V DC source. What is the final current in the coil?,2 A,1 A,4 A,0.5 A,A,I = V/R = 20/10 = 2 A. Option B is wrong due to miscalculation.,DC Circuit with Inductor,Easy,Physics,Electromagnetism
A 0.1 μF capacitor is charged to 100 V and then discharged through a 1 kΩ resistor. What is the time constant of the circuit?,0.1 ms,1 ms,0.01 ms,10 ms,A,τ = RC = 1000 x 0.1 x 10⁻⁶ = 0.1 ms. Option B is wrong due to incorrect unit conversion.,RC Circuit Time Constant,Medium,Physics,Electromagnetism
"Two parallel plates of a capacitor have charges +Q and -Q. If the distance between the plates is doubled, what happens to the electric field between the plates?",Remains the same,Becomes half,Becomes double,Becomes zero,A,E = σ/ε₀; E is independent of distance between plates. Option B is wrong due to incorrect assumption.,Electric Field Between Parallel Plates,Medium,Physics,Electromagnetism
A 5 μF capacitor is charged to 200 V. What is the energy stored in the capacitor?,0.1 J,0.2 J,0.5 J,1 J,A,E = (1/2)CV² = (1/2) x 5 x 10⁻⁶ x (200)² = 0.1 J. Option B is wrong due to miscalculation.,Energy Stored in a Capacitor,Easy,Physics,Electromagnetism
A wire of length 1 m is bent into a circular loop and carries a current of 2 A. What is the magnetic field at the center of the loop?,1.26 x 10⁻⁶ T,2.52 x 10⁻⁶ T,6.28 x 10⁻⁶ T,1.57 x 10⁻⁶ T,C,B = (μ₀I)/(2r); r = 1/(2π); B = (4π x 10⁻⁷ x 2 x π)/(1) = 6.28 x 10⁻⁶ T. Option A is wrong due to incorrect r.,Magnetic Field at the Center of a Circular Loop,Hard,Physics,Electromagnetism
"A charged particle is moving in a circular path in a uniform magnetic field. If the magnetic field is doubled, what happens to the radius of the path?",Becomes half,Remains the same,Becomes double,Becomes four times,A,"r = mv/(qB); if B is doubled, r becomes half. Option B is wrong due to incorrect relation.",Motion of a Charged Particle in a Magnetic Field,Medium,Physics,Electromagnetism
"A coil of 100 turns and area 0.01 m² is placed in a magnetic field of 0.5 T. If the coil is rotated by 90° in 0.1 s, what is the average induced EMF?",5 V,10 V,2.5 V,0.5 V,A,ε = NAB/t = 100 x 0.01 x 0.5/0.1 = 5 V. Option C is wrong due to miscalculation.,Induced EMF in a Rotating Coil,Medium,Physics,Electromagnetism
A 10 Ω resistor and a 0.1 H inductor are connected in series to an AC source of frequency 50 Hz. What is the impedance of the circuit?,33.4 Ω,31.4 Ω,15.7 Ω,10 Ω,B,Z = √(R² + Xl²) = √(10² + (2π x 50 x 0.1)²) = 31.4 Ω. Option D is wrong due to ignoring Xl.,Impedance in an RL Circuit,Medium,Physics,Electromagnetism
A charge of 2 μC is moving with a velocity of 3 × 10^6 m/s in a magnetic field of 0.5 T. What is the magnitude of the force experienced by the charge if it is moving perpendicular to the magnetic field?,1 N,3 N,2 N,4 N,B,F = qvB = 2 × 10^-6 × 3 × 10^6 × 0.5 = 3 N. Option A fails because it incorrectly calculates the force.,Force on a Moving Charge,Medium,Physics,Electromagnetism
A solenoid with 500 turns is 0.2 m long and carries a current of 4 A. What is the magnetic field inside the solenoid?,0.012 T,0.0126 T,0.02 T,0.1 T,B,B = μ₀nI = 4π × 10^-7 × (500/0.2) × 4 = 0.0126 T. Option A fails due to incorrect unit conversion.,Magnetic Field due to a Solenoid,Medium,Physics,Electromagnetism
"A wire of length 0.5 m carries a current of 2 A and is placed in a magnetic field of 0.2 T. If the wire is perpendicular to the magnetic field, what is the force on the wire?",0.1 N,0.2 N,0.4 N,0.3 N,B,F = BIL = 0.2 × 2 × 0.5 = 0.2 N. Option A fails due to miscalculation.,Force on a Current-Carrying Wire,Easy,Physics,Electromagnetism
The magnetic flux through a coil of 100 turns is changed from 0.02 Wb to 0.08 Wb in 0.1 s. What is the induced EMF?,20 V,60 V,40 V,80 V,B,ε = -N(dΦ/dt) = -100 × (0.08 - 0.02)/0.1 = 60 V. Option A fails due to incorrect calculation of flux change.,Faraday's Law of Induction,Medium,Physics,Electromagnetism
Two parallel wires carrying currents of 5 A and 3 A in the same direction are 0.2 m apart. What is the force per unit length between the wires?,1.5 × 10^-5 N/m,3 × 10^-5 N/m,2 × 10^-5 N/m,1 × 10^-5 N/m,A,F/L = (μ₀I₁I₂)/(2πd) = (4π × 10^-7 × 5 × 3)/(2π × 0.2) = 1.5 × 10^-5 N/m. Option B fails due to incorrect calculation.,Force between Parallel Current-Carrying Wires,Hard,Physics,Electromagnetism
A charge of 5 μC is placed 0.2 m away from a point charge of 8 μC. What is the magnitude of the electrostatic force between the charges?,0.9 N,9 N,1.8 N,18 N,B,F = k(q₁q₂)/r² = 9 × 10^9 × (5 × 10^-6 × 8 × 10^-6)/(0.2)^2 = 9 N. Option A fails due to miscalculation.,Coulomb's Law,Easy,Physics,Electromagnetism
The electric field between two parallel plates separated by 0.02 m is 500 N/C. What is the potential difference between the plates?,5 V,10 V,15 V,20 V,B,V = Ed = 500 × 0.02 = 10 V. Option A fails due to incorrect unit handling.,Electric Field and Potential Difference,Easy,Physics,Electromagnetism
A capacitor of capacitance 0.02 F is connected to a 12 V battery. What is the charge stored on the capacitor?,0.12 C,0.24 C,0.36 C,0.48 C,B,Q = CV = 0.02 × 12 = 0.24 C. Option A fails due to miscalculation.,Capacitance and Charge Storage,Easy,Physics,Electromagnetism
"A coil has a self-inductance of 0.05 H. If the current through it changes at a rate of 2 A/s, what is the induced EMF?",0.1 V,0.2 V,-0.1 V,-0.2 V,A,ε = -L(dI/dt) = -0.05 × 2 = -0.1 V; magnitude is 0.1 V. Option B fails due to incorrect sign handling.,Self-Inductance,Medium,Physics,Electromagnetism
Two capacitors of capacitances 0.01 F and 0.02 F are connected in series. What is the equivalent capacitance?,0.0067 F,0.015 F,0.02 F,0.03 F,A,1/C_eq = 1/C₁ + 1/C₂; C_eq = (0.01 × 0.02)/(0.01 + 0.02) = 0.0067 F. Option B fails due to incorrect series capacitance formula application.,Equivalent Capacitance,Medium,Physics,Electromagnetism
A wire loop of radius 0.1 m is placed in a magnetic field that is decreasing at a rate of 0.05 T/s. What is the induced EMF in the loop?,0.00157 V,0.0157 V,0.157 V,1.57 V,A,ε = -A(dB/dt) = -π(0.1)^2 × (-0.05) = 0.00157 V. Option B fails due to incorrect area calculation.,Induced EMF in a Loop,Medium,Physics,Electromagnetism
The resistance of a coil is 10 Ω and its inductance is 0.2 H. What is the time constant of the coil?,0.01 s,0.02 s,0.1 s,0.2 s,B,τ = L/R = 0.2/10 = 0.02 s. Option A fails due to miscalculation.,Time Constant of an Inductive Circuit,Easy,Physics,Electromagnetism
A 0.5 m long wire is moving at a speed of 4 m/s perpendicular to a magnetic field of 0.1 T. What is the induced EMF in the wire?,0.1 V,0.2 V,0.3 V,0.4 V,B,ε = Blv = 0.1 × 0.5 × 4 = 0.2 V. Option A fails due to incorrect calculation.,Motional EMF,Easy,Physics,Electromagnetism
The magnetic field at the center of a circular coil of radius 0.2 m carrying a current of 5 A is?,1.57 × 10^-5 T,1.57 × 10^-6 T,3.14 × 10^-5 T,6.28 × 10^-6 T,A,B = (μ₀I)/(2r) = (4π × 10^-7 × 5)/(2 × 0.2) = 1.57 × 10^-5 T. Option B fails due to miscalculation.,Magnetic Field due to a Circular Coil,Medium,Physics,Electromagnetism
"A transformer has 200 turns on its primary coil and 400 turns on its secondary coil. If the primary voltage is 100 V, what is the secondary voltage?",100 V,200 V,400 V,800 V,B,V_s/V_p = N_s/N_p; V_s = (400/200) × 100 = 200 V. Option A fails due to incorrect turns ratio application.,Transformer,Easy,Physics,Electromagnetism
A charged particle is moving in a circular path in a uniform magnetic field. What is the direction of the magnetic force on the particle?,Towards the center of the circle,Away from the center of the circle,Tangential to the circle,Perpendicular to the plane of the circle,A,"The magnetic force provides the centripetal force, so it is directed towards the center. Option B fails due to incorrect direction.",Motion of a Charged Particle in a Magnetic Field,Medium,Physics,Electromagnetism
A capacitor is charged to a potential difference of 20 V and then discharged through a resistor. What is the initial current if the resistance is 10 Ω?,1 A,2 A,3 A,4 A,B,I = V/R = 20/10 = 2 A. Option A fails due to miscalculation.,Discharging a Capacitor,Easy,Physics,Electromagnetism
The energy stored in a capacitor of capacitance 0.01 F charged to a potential difference of 50 V is?,10 J,12.5 J,15 J,20 J,B,E = ½CV² = ½ × 0.01 × 50² = 12.5 J. Option A fails due to incorrect energy formula application.,Energy Stored in a Capacitor,Medium,Physics,Electromagnetism
"A rectangular coil of dimensions 0.1 m × 0.2 m is placed in a magnetic field of 0.3 T. If the coil carries a current of 4 A, what is the torque on the coil when its plane is parallel to the magnetic field?",0.024 Nm,0.048 Nm,0.06 Nm,0.12 Nm,A,"τ = NIABsin(θ); when θ = 90°, τ = 1 × 4 × (0.1 × 0.2) × 0.3 = 0.024 Nm. Option B fails due to incorrect angle consideration.",Torque on a Current-Carrying Coil,Hard,Physics,Electromagnetism
Why does a compass needle align tangentially with a current-carrying straight wire?,Due to electrostatic repulsion between the needle and the wire,Because the magnetic field around the wire forms concentric circles,Due to thermal expansion of the wire affecting the needle,Because the needle becomes permanently magnetized by the current,B,The magnetic field lines around a straight conductor are circular. Option A confuses magnetic with electrostatic effects.,Magnetic Field Around a Straight Conductor,Easy,Physics,Electromagnetism
How does lamination in transformer cores reduce energy loss?,By increasing the core's magnetic permeability,By reducing eddy current formation,By creating an air gap between core layers,By decreasing the core's hysteresis loop width,B,"Laminations break eddy current paths. Option D refers to hysteresis, which is a separate loss mechanism.",Transformer Efficiency,Medium,Physics,Electromagnetism
Why does an iron core in an electromagnet become magnetized when current flows?,Due to magnetic polarization of the iron atoms,Because free electrons in iron align with the current,Due to induction of magnetic domains in alignment,Because the iron core becomes superconducting,C,Domains align with external field. Option B incorrectly attributes magnetism to electron flow.,Magnetic Domains,Medium,Physics,Electromagnetism
What causes the humming sound in a transformer under load?,Resonant vibration of the primary coil,Mechanical stress from changing magnetic flux,Electrostatic discharge between windings,Thermal expansion of insulating oil,B,Magnetostriction causes lattice deformation. Option A ignores core material effects.,Transformer Operation,Hard,Physics,Electromagnetism
Why does a magnet fall slower in a copper tube than in a plastic tube?,Copper exerts stronger gravitational pull,Induced eddy currents create opposing magnetic field,Copper reduces air resistance more effectively,Magnetic field lines are absorbed by copper,B,Eddy currents oppose motion per Lenz's Law. Option C ignores electromagnetic effects.,Eddy Currents,Medium,Physics,Electromagnetism
How does a dynamo generate electricity when a coil is rotated in a magnetic field?,Magnetic field induces charge separation in the coil,Changing magnetic flux induces current,Friction between coil and field produces charge,Battery in the dynamo gets recharged,B,Faraday's Law requires flux change. Option A misrepresents induction mechanism.,Electromagnetic Induction,Easy,Physics,Electromagnetism
Why is soft iron preferred over steel for making electromagnet cores?,Soft iron has higher retentivity for permanent magnetism,Soft iron retains magnetism longer after current is removed,Soft iron demagnetizes quickly when current stops,Soft iron increases magnetic saturation,C,Low retentivity makes soft iron ideal. Option B is incorrect for electromagnet applications.,Magnetic Materials,Medium,Physics,Electromagnetism
What determines the direction of the force on a charged particle moving in a magnetic field?,The particle's mass and velocity,The product of magnetic field strength and current,"The right-hand rule for field, velocity, and force",The number of turns in the magnetic coil,C,Fleming's left-hand rule applies. Option A ignores vector cross product effects.,Lorentz Force,Easy,Physics,Electromagnetism
Why does a cathode ray tube deflect when placed in a magnetic field?,Radioactive decay emits gamma rays,Electrons follow curved paths in magnetic fields,Thermionic emission creates opposing magnetic fields,Glass walls of the tube become magnetized,B,Charged particles experience Lorentz force. Option C confuses emission processes.,Particle Motion in Magnetic Fields,Medium,Physics,Electromagnetism
How does a relay switch a high-power circuit using low-voltage input?,Electromagnet closes a mechanical switch,Transformer steps up voltage for activation,Capacitor stores energy for delayed operation,Photoelectric effect triggers circuit closure,A,Electromagnet acts as mechanical switch. Option B misrepresents relay function.,Electromagnetic Devices,Medium,Physics,Electromagnetism
What principle explains the back emf in an electric motor?,Polarization of the motor's stator windings,Induced current opposing the change in flux,Thermal expansion of motor components,Battery overcharge protection mechanism,B,Lenz's Law dictates opposing emf. Option A ignores electromagnetic induction.,Induced EMF,Medium,Physics,Electromagnetism
Why does a coil produce more induced current with a stronger magnet?,Higher magnetic field increases flux change,Stronger magnets have lower resistance,Magnets emit charged particles at higher rates,Coil material becomes more conductive near strong magnets,A,Faraday's Law depends on flux change. Option B misattributes cause to inherent magnet property.,Faraday's Law,Easy,Physics,Electromagnetism
How does a magnetic brake slow down a moving wheel without contact?,Induced currents create opposing magnetic field,Wheel emits radiation that dissipates energy,Magnetic field repels the Earth's magnetic field,Magnet absorbs kinetic energy as heat,A,Eddy currents generate drag force. Option C ignores relative motion effects.,Eddy Current Applications,Medium,Physics,Electromagnetism
What distinguishes diamagnetic materials from paramagnetic ones?,Diamagnets have unpaired electrons while paramagnets do not,Diamagnets repel magnetic fields while paramagnets attract,Diamagnets have higher electrical conductivity,Paramagnets become permanent magnets when heated,B,Diamagnetism opposes external fields. Option A reverses material properties.,Magnetic Materials Classification,Hard,Physics,Electromagnetism
Why does a metal detector alarm trigger when a non-magnetic object passes through?,Object alters air pressure in the detection field,Changing magnetic flux induces current in the object,Object's mass disrupts gravitational field,Non-metallic objects emit radio waves,B,Eddy currents in conductors create detectable fields. Option A ignores EM principles.,Metal Detection Physics,Medium,Physics,Electromagnetism
What causes the spark when a switch is opened in a circuit with an inductor?,Inductor resists sudden current decrease,Switch emits photons when gaps form,Air becomes conductive at high temperatures,Battery provides extra charge during interruption,A,Self-inductance creates large back emf. Option C misdiagnoses the energy source.,Self-Inductance,Hard,Physics,Electromagnetism
How does a seismometer convert mechanical vibrations into electrical signals?,Changing magnetic flux through a coil,Photovoltaic effect in crystal lattice,Piezoelectric properties of quartz,Thermoelectric generation from temperature gradients,A,Relative motion induces emf via flux change. Option C refers to a different transduction method.,Sensor Applications,Medium,Physics,Electromagnetism
Why does a copper rod rotating in a magnetic field generate current?,Free electrons align with magnetic field lines,Separation of charges creates potential difference,Thermal expansion induces electron flow,Copper emits radiation in magnetic fields,B,EMF arises from charge movement in magnetic field. Option A misrepresents electron behavior.,Induced Current in Conductors,Medium,Physics,Electromagnetism
What fundamental law explains why a moving coil galvanometer deflects more for higher currents?,Newton's law of universal gravitation,Ohm's law for conductive materials,Torque caused by magnetic field and current interaction,Hooke's law for elastic materials,C,Torque magnitude depends on current. Option B relates to voltage-current relations.,Galvanometers,Medium,Physics,Electromagnetism
Why does a transformer's primary coil draw more current when the secondary circuit is closed?,Secondary current creates a counter flux in primary,Closed circuit increases battery voltage,Transformer core conducts electricity better,Magnetic field collapses when current flows,A,Load current affects primary flux linkage. Option C misattributes core function.,Transformer Operation,Hard,Physics,Electromagnetism
How does a solenoid with an iron core create a stronger magnetic field?,Iron atoms align with external field,Core increases electric resistance,Iron emits its own magnetic radiation,Coil windings compress the iron core,A,Domain alignment enhances field strength. Option D ignores magnetic principles.,Solenoid Enhancements,Easy,Physics,Electromagnetism
A copper ring is placed near a solenoid connected to a battery. Why does the ring experience a repulsive force when the switch is closed?,Induced eddy currents create a magnetic field opposing the solenoid's field.,The copper ring becomes magnetized in the same direction as the solenoid.,Thermal expansion from induced currents pushes the ring away.,Static charge transfer between solenoid and ring repels them.,A,Lenz's Law: Induced currents oppose the change in magnetic flux. Option B fails as opposite fields attract.,Eddy Currents,Medium,Physics,Electromagnetism
"Why does a magnet dropped through a copper tube experience electromagnetic damping, but not through a glass tube?","Copper conducts electricity, forming eddy currents that oppose the magnet's motion.","Glass is an insulator, preventing magnetic field lines from passing through.",Copper's higher density increases mechanical friction with the magnet.,Glass has stronger paramagnetic properties than copper.,A,Eddy currents in conductive materials create opposing fields. Glass lacks free electrons for current flow.,Electromagnetic Induction,Medium,Physics,Electromagnetism
How does a moving-coil loudspeaker convert electrical signals into sound waves?,"Current in the voice coil interacts with a permanent magnet's field, causing motion.","Electrical energy heats the coil, expanding air to produce pressure waves.",Piezoelectric crystals in the coil vibrate with current changes.,"Static charge on the coil attracts dust particles, creating vibrations.",A,Motor effect: Current in magnetic field produces force. Option B confuses thermal with electromagnetic processes.,Applications of Motors,Hard,Physics,Electromagnetism
Why does a transformer require alternating current to function?,Changing current creates varying magnetic flux to induce EMF in the secondary coil.,AC reduces resistance in the primary coil compared to DC.,Transformer core materials only conduct AC frequencies.,Direct current cannot pass through the insulating gap between coils.,A,"Faraday's Law depends on flux change. DC provides constant field, no induction.",Transformers,Easy,Physics,Electromagnetism
A metal rod moves perpendicular to Earth's magnetic field. Why does a potential difference develop across its ends?,"Charges in the rod experience Lorentz force, separating electrons.",Thermal energy from motion creates a voltage.,Gravitational pull distorts electron orbits in the metal.,Air resistance generates static electricity on the rod.,A,Lorentz force acts on moving charges in magnetic field. Options B-C conflate unrelated phenomena.,Motional Electromotive Force,Medium,Physics,Electromagnetism
Why are soft iron cores used in transformers instead of steel?,"Soft iron has low coercivity, reducing energy loss during repeated magnetization.",Iron increases the magnetic field strength permanently.,Steel has higher conductivity to prevent eddy currents.,Iron cores insulate the primary and secondary coils.,A,Soft iron's low hysteresis loss improves efficiency. Steel's higher coercivity causes energy waste.,Transformer Core Materials,Hard,Physics,Electromagnetism
What determines the direction of induced current in a coil moved through a magnetic field?,Lenz's Law: The current creates a field opposing the motion's flux change.,Ohm's Law: Voltage depends on the coil's resistance and speed.,Ampere's Law: Current follows magnetic field line curvature.,Gravitational pull on electrons aligns current direction.,A,Lenz's Law governs induced current direction. Option B ignores electromagnetic principles.,Lenz's Law,Medium,Physics,Electromagnetism
Why does a current-carrying solenoid attract a soft iron bar but not a copper bar?,"Iron becomes magnetized by aligning domains, creating attraction.","Copper has higher resistance, canceling the magnetic field.",Copper is negatively charged and repels the solenoid.,Iron produces eddy currents opposing the solenoid's field.,A,Ferromagnetic materials align with external fields. Copper lacks magnetic domains.,Magnetic Materials,Easy,Physics,Electromagnetism
How does a ground fault circuit interrupter (GFCI) detect electrical leakage to the ground?,Imbalance in currents through live and neutral wires induces a magnetic field.,Voltage spikes distort the magnetic core's alignment.,"Leakage current heats the circuit, melting fusible links.",Ground resistance changes the AC frequency detected by sensors.,A,Differential current creates flux in the sensing coil. Options B-D misinterpret detection mechanisms.,Applications of Induction,Hard,Physics,Electromagnetism
Why does a loop antenna in a radio receiver rotate in an electromagnetic wave's magnetic field?,Alternating magnetic field induces current via Faraday's Law.,Radio waves exert radiation pressure on the loop.,Static electric field from the wave charges the loop.,Thermal expansion from absorbed energy bends the loop.,A,Induced EMF drives current in the loop. Options B/D confuse wave-matter interactions.,Electromagnetic Waves,Medium,Physics,Electromagnetism
What principle explains why a magnet moves slowly through a copper coil compared to free space?,Induced eddy currents create opposing magnetic fields (Lenz's Law).,Copper's higher density increases mechanical drag.,Magnetic monopoles in the coil attract the magnet.,"Copper absorbs magnetic field lines, reducing flux.",A,Eddy currents dissipate kinetic energy as heat. Options B-D ignore electromagnetic forces.,Eddy Current Braking,Medium,Physics,Electromagnetism
Why does a rotating armature DC generator produce direct current at its terminals?,Commutator reverses current direction in the external circuit every half rotation.,Brushes convert alternating current into direct current.,"Magnetic field rotates with the armature, maintaining unidirectional current.",Rectifier diodes are embedded in the generator casing.,A,Commutator ensures unidirectional current. Options B-C misunderstand generator operation.,DC Generators,Hard,Physics,Electromagnetism
