Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Subtopic,Difficulty,Subject,Topic
Which of these is a vector quantity?,Speed,Force,Mass,Time,B,Force has direction (vector). Speed (A) is scalar.,Vectors and Scalars,Easy,Physics,Force and Motion
A 10 N force pulls a 2 kg block on a frictionless surface. What is the acceleration?,5 m/s²,2 m/s²,10 m/s²,0 m/s²,A,a = F/m = 10 N / 2 kg = 5 m/s². Option C uses force instead of acceleration.,Newton's Second Law,Easy,Physics,Force and Motion
What is the relationship between static and kinetic friction coefficients?,μ_s > μ_k,μ_s = μ_k,μ_s < μ_k,μ_s is independent of μ_k,A,Static friction is higher than kinetic. Option C reverses the inequality.,Friction,Medium,Physics,Force and Motion
A 500 kg satellite orbits Earth. What is the direction of Earth’s gravitational force on it?,Toward Earth’s center,Away from Earth’s center,Along orbital motion,Perpendicular to orbit,A,Gravity acts as a centripetal force toward Earth’s center. Option C refers to motion direction.,Gravitation,Medium,Physics,Force and Motion
"If two forces of 6 N and 8 N act perpendicularly, their resultant is:",10 N,14 N,2 N,7 N,A,Resultant = √(6² + 8²) = 10 N. Option B adds vectors directly.,Vector Addition,Hard,Physics,Force and Motion
What is the acceleration of a free-falling object near Earth’s surface?,9.8 m/s²,4.9 m/s²,0 m/s²,Depends on mass,A,Gravity causes 9.8 m/s² acceleration. Option D is incorrect as mass cancels.,Gravitation,Easy,Physics,Force and Motion
Which statement about action-reaction pairs is true?,They act on the same object,"They are equal in magnitude, opposite in direction",They cancel each other,They are of different types,B,Newton’s Third Law defines action-reaction pairs. Option A confuses single-object forces.,Newton's Third Law,Easy,Physics,Force and Motion
A 2 kg object is accelerated from 3 m/s to 7 m/s in 2 seconds. What is the applied force?,4 N,5 N,2 N,10 N,A,F = mΔv/Δt = 2 kg × (4/2) = 4 N. Option B adds velocities directly.,Newton's Second Law,Hard,Physics,Force and Motion
A 16-year-old athlete feels muscle fatigue during a sprint. Which process is responsible for the rapid ATP production in this situation?,Anaerobic Respiration,Aerobic Respiration,Muscle Glycolysis,Lactic Acid Fermentation,D,"Lactic acid fermentation is responsible for rapid ATP production; anaerobic respiration does not provide enough ATP, aerobic respiration is too slow.",Energy Systems in Muscle,Hard,Physics,Force and Motion
"A person is moving a heavy box across the floor. If the force applied to the box increases, what happens to the net force on the box?",Decreases,Increases,Remains constant,Depends on the surface friction,B,"As force increases, net force on the box also increases according to Newton's first law of motion.",Newton's Laws,Medium,Physics,Force and Motion
A car accelerates from rest to 10 m/s in 2 seconds. What is the average acceleration of the car?,5 m/s^2,10 m/s^2,20 m/s^2,25 m/s^2,B,"Average acceleration is calculated as change in velocity divided by time taken, which equals 10 m/s / 2 s.",Motion in One Dimension,Easy,Physics,Force and Motion
"A 60 kg person is standing on a scale. If the normal force exerted on them is 600 N, what is their acceleration?",0 m/s^2,0.1 m/s^2,0.5 m/s^2,1 m/s^2,A,"Since the normal force equals the person's weight, their acceleration is zero, assuming no other forces are acting.",Weight and Normal Force,Medium,Physics,Force and Motion
A force of 50 N acts on an object of mass 10 kg. What is the acceleration of the object?,0.1 m/s^2,0.5 m/s^2,2 m/s^2,5 m/s^2,B,"Acceleration is calculated as force divided by mass, which equals 50 N / 10 kg.",Newton's Second Law,Easy,Physics,Force and Motion
A spring has a spring constant of 100 N/m. What is the force required to displace it by 0.5 m?,20 N,50 N,100 N,500 N,C,"Force is calculated as spring constant multiplied by displacement, which equals 100 N/m * 0.5 m.",Hooke's Law,Easy,Physics,Force and Motion
"A car is traveling at 20 m/s. If it decelerates uniformly to 10 m/s in 2 seconds, what is its deceleration?",5 m/s^2,10 m/s^2,20 m/s^2,25 m/s^2,B,"Deceleration is calculated as negative change in velocity divided by time taken, which equals -10 m/s / 2 s.",Motion in One Dimension,Medium,Physics,Force and Motion
"A person is standing on a scale in an elevator. If the elevator accelerates upward at 5 m/s^2, what is the normal force exerted on the person?",600 N,650 N,700 N,750 N,C,"Normal force equals the person's weight plus the force due to acceleration, which equals 600 N + 5 kg * 5 m/s^2.",Weight and Normal Force,Hard,Physics,Force and Motion
A ball is thrown upward with an initial velocity of 20 m/s. What is its velocity after 2 seconds?,10 m/s,15 m/s,20 m/s,25 m/s,A,"Velocity decreases due to acceleration due to gravity, which equals 20 m/s - 9.8 m/s^2 * 2 s.",Motion in One Dimension,Medium,Physics,Force and Motion
A force of 100 N acts on an object of mass 20 kg. What is the acceleration of the object?,0.1 m/s^2,0.5 m/s^2,2 m/s^2,5 m/s^2,C,"Acceleration is calculated as force divided by mass, which equals 100 N / 20 kg.",Newton's Second Law,Easy,Physics,Force and Motion
A spring has a spring constant of 50 N/m. What is the force required to displace it by 1 m?,10 N,20 N,50 N,100 N,C,"Force is calculated as spring constant multiplied by displacement, which equals 50 N/m * 1 m.",Hooke's Law,Easy,Physics,Force and Motion
"A car is traveling at 30 m/s. If it accelerates uniformly to 40 m/s in 3 seconds, what is its acceleration?",2 m/s^2,4 m/s^2,6 m/s^2,8 m/s^2,C,"Acceleration is calculated as change in velocity divided by time taken, which equals (40 m/s - 30 m/s) / 3 s.",Motion in One Dimension,Medium,Physics,Force and Motion
A force of 200 N acts on an object of mass 30 kg. What is the acceleration of the object?,0.1 m/s^2,0.5 m/s^2,2 m/s^2,5 m/s^2,C,"Acceleration is calculated as force divided by mass, which equals 200 N / 30 kg.",Newton's Second Law,Easy,Physics,Force and Motion
A spring has a spring constant of 200 N/m. What is the force required to displace it by 0.5 m?,10 N,20 N,100 N,200 N,C,"Force is calculated as spring constant multiplied by displacement, which equals 200 N/m * 0.5 m.",Hooke's Law,Easy,Physics,Force and Motion
"A person is standing on a scale in an elevator. If the elevator accelerates downward at 5 m/s^2, what is the normal force exerted on the person?",600 N,550 N,500 N,450 N,C,"Normal force equals the person's weight minus the force due to acceleration, which equals 600 N - 5 kg * 5 m/s^2.",Weight and Normal Force,Hard,Physics,Force and Motion
A ball is thrown upward with an initial velocity of 30 m/s. What is its velocity after 2 seconds?,10 m/s,15 m/s,20 m/s,25 m/s,C,"Velocity decreases due to acceleration due to gravity, which equals 30 m/s - 9.8 m/s^2 * 2 s.",Motion in One Dimension,Medium,Physics,Force and Motion
A force of 150 N acts on an object of mass 25 kg. What is the acceleration of the object?,0.1 m/s^2,0.5 m/s^2,2 m/s^2,5 m/s^2,C,"Acceleration is calculated as force divided by mass, which equals 150 N / 25 kg.",Newton's Second Law,Easy,Physics,Force and Motion
A spring has a spring constant of 150 N/m. What is the force required to displace it by 1 m?,10 N,20 N,50 N,100 N,C,"Force is calculated as spring constant multiplied by displacement, which equals 150 N/m * 1 m.",Hooke's Law,Easy,Physics,Force and Motion
A 50 kg person walks on a rough surface. What is the coefficient of friction between their shoes and the surface?,0.1,0.5,0.7,0.9,A,"The coefficient of friction is typically around 0.1 on a rough surface, as it is a measure of how much force is required to move an object, and 0.1 is a common value for such surfaces.",Friction,Easy,Physics,Force and Motion
A car accelerates from rest to 30 m/s in 10 seconds. What is its acceleration?,3 m/s^2,5 m/s^2,10 m/s^2,15 m/s^2,C,"The acceleration is calculated using the formula a = Δv / Δt, where Δv is the change in velocity and Δt is the time over which it occurs, giving an acceleration of 10 m/s^2.",Motion,Medium,Physics,Force and Motion
A block of mass 5 kg is attached to a horizontal spring with a spring constant of 200 N/m. How much will the spring stretch when a force of 20 N is applied to the block?,0.05 m,0.1 m,0.2 m,0.5 m,B,"The displacement of the spring can be calculated using Hooke's law, F = kx, where F is the applied force, k is the spring constant, and x is the displacement, giving a displacement of 0.1 m.",Simple Harmonic Motion,Hard,Physics,Force and Motion
A ball is thrown upwards with an initial velocity of 20 m/s. How long will it take for the ball to reach its maximum height?,2 s,4 s,6 s,8 s,B,"The time it takes for the ball to reach its maximum height can be calculated using the equation v = u - gt, where v is the final velocity, u is the initial velocity, g is the acceleration due to gravity, and t is the time, giving a time of 4 s.",Motion,Easy,Physics,Force and Motion
A force of 10 N is applied to an object for 5 seconds. What is the impulse of the force?,20 Ns,50 Ns,100 Ns,200 Ns,C,"The impulse of a force can be calculated using the formula J = F x Δt, where F is the force and Δt is the time over which it is applied, giving an impulse of 100 Ns.",Impulse and Momentum,Medium,Physics,Force and Motion
A car travels 100 km in 2 hours. What is its average speed?,40 km/h,50 km/h,60 km/h,80 km/h,C,"The average speed of the car can be calculated using the formula v = d / t, where v is the average speed, d is the distance traveled, and t is the time taken, giving an average speed of 60 km/h.",Motion,Easy,Physics,Force and Motion
A force of 20 N is applied to an object for 10 seconds. What is the work done by the force?,100 J,200 J,300 J,400 J,C,"The work done by a force can be calculated using the formula W = F x d, where F is the force and d is the distance over which it is applied, giving a work done of 300 J.",Work and Energy,Medium,Physics,Force and Motion
A ball is thrown horizontally with an initial velocity of 15 m/s. What is its acceleration?,0 m/s^2,5 m/s^2,10 m/s^2,15 m/s^2,A,"The acceleration of a horizontally thrown ball is zero, as there is no net force acting on it, making it an example of uniform motion.",Motion,Easy,Physics,Force and Motion
A 2 kg block is attached to a horizontal spring with a spring constant of 300 N/m. What is the frequency of oscillation?,1 Hz,2 Hz,3 Hz,4 Hz,C,"The frequency of oscillation of a spring can be calculated using the formula f = (1 / 2π) √(k / m), where f is the frequency, k is the spring constant, and m is the mass, giving a frequency of 3 Hz.",Simple Harmonic Motion,Hard,Physics,Force and Motion
A car accelerates from rest to 25 m/s in 15 seconds. What is its acceleration?,5 m/s^2,7.5 m/s^2,10 m/s^2,12.5 m/s^2,B,"The acceleration of the car can be calculated using the formula a = Δv / Δt, where a is the acceleration, Δv is the change in velocity, and Δt is the time taken, giving an acceleration of 7.5 m/s^2.",Motion,Medium,Physics,Force and Motion
A force of 15 N is applied to an object for 20 seconds. What is the impulse of the force?,150 Ns,300 Ns,400 Ns,500 Ns,C,"The impulse of a force can be calculated using the formula J = F x Δt, where F is the force and Δt is the time over which it is applied, giving an impulse of 400 Ns.",Impulse and Momentum,Medium,Physics,Force and Motion
A ball is thrown upwards with an initial velocity of 25 m/s. How long will it take for the ball to reach its maximum height?,2 s,4 s,6 s,8 s,C,"The time it takes for the ball to reach its maximum height can be calculated using the equation v = u - gt, where v is the final velocity, u is the initial velocity, g is the acceleration due to gravity, and t is the time, giving a time of 6 s.",Motion,Easy,Physics,Force and Motion
A force of 25 N is applied to an object for 30 seconds. What is the work done by the force?,500 J,750 J,1000 J,1250 J,C,"The work done by a force can be calculated using the formula W = F x d, where F is the force and d is the distance over which it is applied, giving a work done of 1000 J.",Work and Energy,Medium,Physics,Force and Motion
A car travels 150 km in 3 hours. What is its average speed?,40 km/h,50 km/h,60 km/h,80 km/h,C,"The average speed of the car can be calculated using the formula v = d / t, where v is the average speed, d is the distance traveled, and t is the time taken, giving an average speed of 60 km/h.",Motion,Easy,Physics,Force and Motion
A 3 kg block is attached to a horizontal spring with a spring constant of 400 N/m. What is the frequency of oscillation?,2 Hz,3 Hz,4 Hz,5 Hz,B,"The frequency of oscillation of a spring can be calculated using the formula f = (1 / 2π) √(k / m), where f is the frequency, k is the spring constant, and m is the mass, giving a frequency of 3 Hz.",Simple Harmonic Motion,Hard,Physics,Force and Motion
A force of 30 N is applied to an object for 40 seconds. What is the impulse of the force?,800 Ns,1200 Ns,1600 Ns,2000 Ns,C,"The impulse of a force can be calculated using the formula J = F x Δt, where F is the force and Δt is the time over which it is applied, giving an impulse of 1600 Ns.",Impulse and Momentum,Medium,Physics,Force and Motion
A car is moving at 50 km/h. What is the work done by the car's engine in 10 seconds?,W = F x d,W = F x v,W = F x t,W = F x a,B,"The correct formula is W = F x v, as work is done when a force is applied over a distance, and here, distance and velocity are related.",Work and Energy,Medium,Physics,Force and Motion
"A 2 kg mass is attached to a spring. If the spring constant is 100 N/m, what is the force exerted on the mass when it is displaced by 0.2 m?",F = k x x,F = k / x,F = m x g,F = m x v,A,"The correct formula is F = k x x, as Hooke's law states that force is directly proportional to displacement.",Simple Harmonic Motion,Easy,Physics,Force and Motion
"A particle is moving in a circular path with a radius of 3 m. If the particle's velocity is 10 m/s, what is the acceleration of the particle?",a = v^2 / r,a = v / r,a = v^2 / t,a = v / t,A,"The correct formula is a = v^2 / r, as centripetal acceleration is directly proportional to velocity squared and inversely proportional to radius.",Circular Motion,Easy,Physics,Force and Motion
A car is moving at 30 m/s when it hits a wall and comes to rest in 0.5 seconds. What is the acceleration of the car?,a = Δv / Δt,a = v^2 / Δt,a = v / Δt,a = Δv^2 / Δt,A,"The correct formula is a = Δv / Δt, as acceleration is the change in velocity over time.",Motion under Gravity,Easy,Physics,Force and Motion
"A ball is thrown upwards with an initial velocity of 10 m/s. At the highest point, what is the force acting on the ball?",F = m x g,F = m x a,F = m x v,F = m x t,A,"The correct formula is F = m x g, as the force acting on the ball at the highest point is due to gravity.",Projectile Motion,Medium,Physics,Force and Motion
"A spring-mass system is undergoing simple harmonic motion. If the angular frequency is 2 rad/s, what is the frequency of the motion?",f = ω,f = 2ω,f = ω/2,f = 3ω,A,"The correct formula is f = ω, as frequency is directly proportional to angular frequency.",Simple Harmonic Motion,Medium,Physics,Force and Motion
"A particle is moving with a constant acceleration of 5 m/s^2. If the particle's initial velocity is 0 m/s, what is the distance traveled in 2 seconds?",s = v0 x t + 0.5 x a x t^2,s = v0 x t,s = a x t^2,s = 0.5 x a x t^2,A,"The correct formula is s = v0 x t + 0.5 x a x t^2, which is the equation of motion under constant acceleration.",Motion under Gravity,Hard,Physics,Force and Motion
"A particle is moving in a circular path with a radius of 2 m. If the particle's velocity is 20 m/s, what is the force acting on the particle?",F = m x g,F = m x v^2 / r,F = m x v,F = m x a,B,"The correct formula is F = m x v^2 / r, as the force acting on the particle is provided by the centripetal force.",Circular Motion,Easy,Physics,Force and Motion
"A spring is stretched by 0.1 m. If the spring constant is 150 N/m, what is the force exerted on the spring?",F = k x x,F = k / x,F = m x g,F = m x v,A,"The correct formula is F = k x x, as Hooke's law states that force is directly proportional to displacement.",Simple Harmonic Motion,Easy,Physics,Force and Motion
"A particle is moving with a constant acceleration of 3 m/s^2. If the particle's initial velocity is 10 m/s, what is the distance traveled in 5 seconds?",s = v0 x t + 0.5 x a x t^2,s = v0 x t,s = a x t^2,s = 0.5 x a x t^2,A,"The correct formula is s = v0 x t + 0.5 x a x t^2, which is the equation of motion under constant acceleration.",Motion under Gravity,Hard,Physics,Force and Motion
"A ball is thrown upwards with an initial velocity of 20 m/s. At the highest point, what is the force acting on the ball?",F = m x g,F = m x a,F = m x v,F = m x t,A,"The correct formula is F = m x g, as the force acting on the ball at the highest point is due to gravity.",Projectile Motion,Medium,Physics,Force and Motion
"A particle is moving with a constant acceleration of 2 m/s^2. If the particle's initial velocity is 5 m/s, what is the distance traveled in 3 seconds?",s = v0 x t + 0.5 x a x t^2,s = v0 x t,s = a x t^2,s = 0.5 x a x t^2,A,"The correct formula is s = v0 x t + 0.5 x a x t^2, which is the equation of motion under constant acceleration.",Motion under Gravity,Hard,Physics,Force and Motion
A car is moving at 40 km/h when it hits a wall and comes to rest in 1 second. What is the average force exerted on the car?,F = Δv / Δt,F = v^2 / Δt,F = v / Δt,F = Δv^2 / Δt,A,"The correct formula is F = Δv / Δt, as average force is the change in velocity over time.",Impact and Collisions,Hard,Physics,Force and Motion
"A particle is moving in a circular path with a radius of 4 m. If the particle's velocity is 30 m/s, what is the force acting on the particle?",F = m x g,F = m x v^2 / r,F = m x v,F = m x a,B,"The correct formula is F = m x v^2 / r, as the force acting on the particle is provided by the centripetal force.",Circular Motion,Easy,Physics,Force and Motion
A person throws a ball upwards. Which force is responsible for the ball's motion?,Gravitational Force,Normal Force,Frictional Force,Tension Force,A,"Gravitational force acts on the ball from the ground, whereas normal force, frictional force, and tension force do not apply.",Types of Forces,Easy,Physics,Force and Motion
A roller coaster car moves down a slope. What is the type of force acting on the car?,Frictional Force,Normal Force,Tension Force,Gravitational Force,D,"Gravitational force acts on the car due to the slope's elevation, whereas frictional force, normal force, and tension force are not applicable.",Types of Forces,Easy,Physics,Force and Motion
A person pushes a box on a frictionless surface. Which force is responsible for the box's acceleration?,Gravitational Force,Normal Force,Frictional Force,Applied Force,D,"The applied force causes the box's acceleration, whereas gravitational force, normal force, and frictional force do not apply.",Types of Forces,Easy,Physics,Force and Motion
A ball rolls down a ramp. What is the effect of increasing the ramp's angle on the ball's velocity?,Velocity decreases,Velocity remains constant,Velocity increases,Velocity becomes zero,C,"Increasing the ramp's angle increases the ball's potential energy, which is converted into kinetic energy and results in increased velocity.",Motion on an Inclined Plane,Medium,Physics,Force and Motion
A person throws a ball horizontally. Which force acts on the ball?,Gravitational Force,Normal Force,Frictional Force,Air Resistance,D,"Air resistance acts on the ball due to its horizontal motion, whereas gravitational force, normal force, and frictional force are not applicable.",Types of Forces,Easy,Physics,Force and Motion
A car accelerates from rest. Which force is responsible for the car's acceleration?,Frictional Force,Normal Force,Tension Force,Applied Force,D,"The applied force causes the car's acceleration, whereas frictional force, normal force, and tension force are not applicable.",Types of Forces,Easy,Physics,Force and Motion
A person jumps from a height. What is the effect of air resistance on the person's fall?,Air resistance increases the fall time,Air resistance decreases the fall time,Air resistance has no effect on the fall time,Air resistance causes the person to float,A,"Air resistance slows down the person's fall, increasing the fall time.",Air Resistance,Medium,Physics,Force and Motion
A box is attached to a spring. What is the effect of increasing the spring's stiffness on the box's motion?,Frequency increases,Frequency remains constant,Frequency decreases,Frequency becomes zero,A,"Increasing the spring's stiffness increases its frequency, resulting in faster oscillations.",Simple Harmonic Motion,Medium,Physics,Force and Motion
A person holds a cup of coffee. What is the effect of tilting the cup on the coffee's motion?,Coffee accelerates towards the rim,Coffee accelerates towards the bottom,Coffee's motion remains unchanged,Coffee becomes stationary,B,"The coffee accelerates towards the bottom due to gravity, whereas it does not accelerate towards the rim.",Motion on an Inclined Plane,Medium,Physics,Force and Motion
A ball is attached to a string and rotated. What is the effect of increasing the string's tension on the ball's motion?,Angular velocity increases,Angular velocity remains constant,Angular velocity decreases,Angular velocity becomes zero,A,"Increasing the string's tension increases the ball's centripetal force, resulting in increased angular velocity.",Circular Motion,Medium,Physics,Force and Motion
A person pushes a block of wood on a rough surface. Which force is responsible for the block's motion?,Gravitational Force,Normal Force,Frictional Force,Applied Force,D,"The applied force causes the block's motion, whereas gravitational force, normal force, and frictional force are not applicable.",Types of Forces,Easy,Physics,Force and Motion
A person rides a bicycle. What is the effect of increasing the bicycle's speed on the rider's motion?,Rider's speed increases,Rider's speed remains constant,Rider's speed decreases,Rider becomes stationary,A,Increasing the bicycle's speed increases the rider's speed due to the conservation of angular momentum.,Rotational Motion,Medium,Physics,Force and Motion
A spring-mass system oscillates. What is the effect of increasing the mass on the system's frequency?,Frequency increases,Frequency remains constant,Frequency decreases,Frequency becomes zero,C,"Increasing the mass decreases the system's frequency, resulting in slower oscillations.",Simple Harmonic Motion,Medium,Physics,Force and Motion
A person throws a ball upwards. What is the effect of increasing the ball's initial velocity on its maximum height?,Maximum height increases,Maximum height remains constant,Maximum height decreases,Maximum height becomes zero,A,Increasing the ball's initial velocity increases its maximum height due to the conservation of energy.,Projectile Motion,Medium,Physics,Force and Motion
A ball rolls down a hill. What is the effect of increasing the hill's steepness on the ball's velocity?,Velocity increases,Velocity remains constant,Velocity decreases,Velocity becomes zero,A,"Increasing the hill's steepness increases the ball's potential energy, which is converted into kinetic energy and results in increased velocity.",Motion on an Inclined Plane,Medium,Physics,Force and Motion
A person pushes a box on a frictionless surface. What is the effect of increasing the applied force on the box's acceleration?,Acceleration increases,Acceleration remains constant,Acceleration decreases,Acceleration becomes zero,A,Increasing the applied force increases the box's acceleration due to Newton's second law.,Types of Forces,Medium,Physics,Force and Motion
A spring-mass system oscillates. What is the effect of increasing the spring's stiffness on the system's energy?,Energy increases,Energy remains constant,Energy decreases,Energy becomes zero,A,"Increasing the spring's stiffness increases the system's potential energy, resulting in increased energy.",Simple Harmonic Motion,Hard,Physics,Force and Motion
A person holds a cup of coffee. What is the effect of increasing the cup's angle on the coffee's motion?,Coffee accelerates towards the rim,Coffee accelerates towards the bottom,Coffee's motion remains unchanged,Coffee becomes stationary,B,"The coffee accelerates towards the bottom due to gravity, whereas it does not accelerate towards the rim.",Motion on an Inclined Plane,Medium,Physics,Force and Motion
A person pushes a block of wood on a rough surface. What is the effect of increasing the applied force on the block's frictional force?,Frictional force increases,Frictional force remains constant,Frictional force decreases,Frictional force becomes zero,A,Increasing the applied force increases the block's frictional force due to the increase in normal force.,Types of Forces,Medium,Physics,Force and Motion
A car's tire is deflated as it moves at a constant velocity. Which process accounts for the decrease in its kinetic energy?,Thermal energy conversion,Mechanical work done by friction,Electrical energy from the battery,Chemical energy from the fuel,B,"Mechanical work done by friction accounts for the decrease in kinetic energy, not thermal energy conversion, electrical energy from the battery, or chemical energy from the fuel.",Work and Energy,Easy,Physics,Force and Motion
A person on a skateboard accelerates from rest to 5 m/s in 2 seconds. Which physical quantity changes the most during this time?,The skateboard's kinetic energy,The skateboard's momentum,The skateboard's velocity,The skateboard's displacement,B,"The skateboard's momentum changes the most during this time, not the kinetic energy, velocity, or displacement.",Motion in One Dimension,Medium,Physics,Force and Motion
"A pendulum's swing period is not affected by the following factor, except when it is very large.",The pendulum's length,The pendulum's mass,The pendulum's amplitude,The pendulum's acceleration due to gravity,B,"The pendulum's mass does not affect its swing period, except when it is very large, not the length, amplitude, or acceleration due to gravity.",Oscillatory Motion,Hard,Physics,Force and Motion
"A car's speedometer reading is 60 km/h. The car is traveling in a straight line, but its velocity is not constant. Which physical quantity is not changing?",The car's speed,The car's direction,The car's acceleration,The car's momentum,A,"The car's speed is not changing, not the direction, acceleration, or momentum.",Motion in One Dimension,Hard,Physics,Force and Motion
"A force of 10 N is applied to an object, causing it to accelerate from 5 m/s to 15 m/s in 2 seconds. Which equation describes the relationship between the force and the acceleration?",F = ma,F = ma^2,F = m^2a,F = m/a,A,"The equation F = ma describes the relationship between the force and the acceleration, not F = ma^2, F = m^2a, or F = m/a.",Newton's Laws of Motion,Hard,Physics,Force and Motion
A person is standing on a weighing scale in a lift. The lift is accelerating upwards at 2 m/s^2. What is the reading on the weighing scale?,Less than the person's weight,More than the person's weight,Equal to the person's weight,Zero,B,"The reading on the weighing scale is more than the person's weight, not less than their weight, equal to their weight, or zero.",Motion in Two Dimensions,Hard,Physics,Force and Motion
A car is traveling at a constant velocity. Which physical quantity is not changing?,The car's speed,The car's direction,The car's acceleration,The car's momentum,C,"The car's acceleration is not changing, not the speed, direction, or momentum.",Motion in One Dimension,Easy,Physics,Force and Motion
A person is riding a bike at a constant speed. Which physical quantity is not changing?,The person's speed,The person's direction,The person's acceleration,The person's momentum,C,"The person's acceleration is not changing, not the speed, direction, or momentum.",Motion in One Dimension,Easy,Physics,Force and Motion
"A force of 5 N is applied to an object, causing it to accelerate from 0 m/s to 10 m/s in 2 seconds. Which equation describes the relationship between the force and the acceleration?",F = ma,F = ma^2,F = m^2a,F = m/a,A,"The equation F = ma describes the relationship between the force and the acceleration, not F = ma^2, F = m^2a, or F = m/a.",Newton's Laws of Motion,Hard,Physics,Force and Motion
A person is standing on a weighing scale in a lift. The lift is accelerating downwards at 2 m/s^2. What is the reading on the weighing scale?,Less than the person's weight,More than the person's weight,Equal to the person's weight,Zero,A,"The reading on the weighing scale is less than the person's weight, not more than their weight, equal to their weight, or zero.",Motion in Two Dimensions,Hard,Physics,Force and Motion
A car is traveling at a constant speed. Which physical quantity is not changing?,The car's speed,The car's direction,The car's acceleration,The car's momentum,C,"The car's acceleration is not changing, not the speed, direction, or momentum.",Motion in One Dimension,Easy,Physics,Force and Motion
Why does the drag force on an object increase as its velocity increases?,The object's mass has decreased,The object's density has increased,The air's viscosity has increased,The air's resistance has decreased,C,The drag force increases with velocity due to increased air viscosity. The other options are incorrect because they do not describe the relationship between velocity and drag force.,Drag and Air Resistance,Medium,Physics,Force and Motion
"A car is traveling at 60 km/h on a straight road. If the car suddenly accelerates to 120 km/h, what happens to its kinetic energy?",It remains the same,It decreases by 50%,It increases by 100%,It decreases by 100%,C,Kinetic energy increases as velocity increases. The other options are incorrect because they do not describe the correct relationship between velocity and kinetic energy.,Kinetic Energy and Momentum,Medium,Physics,Force and Motion
A 50 kg person is standing on the surface of the Moon. What is the normal force exerted on the person by the Moon's surface?,50 N,100 N,200 N,50 g,A,The normal force on the Moon's surface is less than the person's weight due to the Moon's lower surface gravity. The other options are incorrect because they do not describe the correct relationship between the person's weight and the normal force.,Gravitational Forces and Acceleration,Hard,Physics,Force and Motion
A ball is dropped from a height of 20 meters. How long does it take for the ball to reach the ground?,2 seconds,3 seconds,4 seconds,5 seconds,A,The ball accelerates downward at 9.8 m/s^2. The time it takes to reach the ground can be calculated using the equation for free fall. The other options are incorrect because they do not describe the correct time.,Projectile Motion and Free Fall,Hard,Physics,Force and Motion
