Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The COD of a water sample is 500 mg/L. What does it indicate?,Low organic pollution,High organic pollution,High DO level,None of these,B,"COD measures oxygen required to decompose organic matter, so high COD indicates high organic pollution.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
"A wastewater treatment plant removes 90% of pollutants. If influent concentration is 100 mg/L, what is effluent concentration?",10 mg/L,1 mg/L,0.1 mg/L,90 mg/L,A,Effluent concentration = influent concentration * (1 - removal efficiency) = 100 mg/L * (1 - 0.9) = 10 mg/L.,ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The pH of rainwater is 5.6. What is its H+ concentration?,10^-5.6 M,10^-7 M,10^-4 M,10^-6 M,A,"pH = -log[H+], so [H+] = 10^-pH = 10^-5.6 M.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has 200 mg/L of suspended solids. What is its concentration in ppm?,200 ppm,20 ppm,2 ppm,0.2 ppm,A,"1 ppm = 1 mg/L, so 200 mg/L = 200 ppm.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The DO level in a river is 4 mg/L. What does it indicate?,High organic pollution,Low organic pollution,Adequate oxygen level,None of these,A,"Low DO level indicates high organic pollution, as microorganisms consume oxygen to decompose organic matter.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
"A pollutant has a half-life of 10 days. If initial concentration is 100 mg/L, what is its concentration after 20 days?",25 mg/L,50 mg/L,10 mg/L,0 mg/L,A,"After 1 half-life, concentration = 50 mg/L; after 2 half-lives, concentration = 25 mg/L.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The temperature of a water sample is 25°C. What is its temperature in Kelvin?,298 K,273 K,300 K,250 K,A,T(K) = T(°C) + 273 = 25 + 273 = 298 K.,ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a turbidity of 50 NTU. What does it indicate?,High clarity,Low clarity,High TDS,Low TDS,B,"Turbidity measures cloudiness or haziness, so high turbidity indicates low clarity.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The TDS of a water sample is 500 mg/L. What does it indicate?,Low salinity,High salinity,High turbidity,Low turbidity,B,"TDS measures total dissolved solids, so high TDS indicates high salinity.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
"A wastewater treatment plant has an influent flow rate of 100 m³/h. If HRT is 5 hours, what is its volume?",500 m³,1000 m³,2000 m³,5000 m³,A,"HRT = volume / flow rate, so volume = HRT * flow rate = 5 h * 100 m³/h = 500 m³.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The EC of a water sample is 1000 μS/cm. What does it indicate?,Low salinity,High salinity,High turbidity,Low turbidity,B,"EC measures electrical conductivity, which is related to salinity, so high EC indicates high salinity.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
"A pollutant has a decay rate constant of 0.1/day. If initial concentration is 100 mg/L, what is its concentration after 5 days?",50 mg/L,33.3 mg/L,66.7 mg/L,25 mg/L,B,C(t) = C0 * e^(-kt) = 100 mg/L * e^(-0.1/day * 5 day) = 100 mg/L * e^(-0.5) = 33.3 mg/L (approx.).,ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The pH of a buffer solution is 7. What is its buffering capacity?,Maximum at pH 7,Minimum at pH 7,Independent of pH,None of these,A,"Buffering capacity is maximum when pH = pKa, and for a neutral buffer, pH 7 is near pKa.",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a BOD of 5 mg/L. What does it indicate?,High organic pollution,Low organic pollution,Presence of toxic substances,High dissolved oxygen,B,"BOD (Biochemical Oxygen Demand) measures organic pollution; low BOD indicates less organic matter, hence less pollution.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of dissolved oxygen in a polluted river is 2 mg/L. What is the likely effect on aquatic life?,Thriving,No effect,Stressed,Dead,C,Low DO levels stress aquatic life; most aquatic organisms require DO > 5 mg/L to thrive.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
A sample of water has a hardness of 100 mg/L as CaCO3. What is its classification?,Soft,Moderately hard,Hard,Very hard,B,"Water hardness is classified based on CaCO3 content: 0-60 mg/L (soft), 61-120 mg/L (moderately hard).",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary effect of photochemical smog?,Reducing visibility,Damaging crops,Causing respiratory issues,All of the above,D,"Photochemical smog, formed from reactions involving sunlight, NOx, and VOCs, causes visibility reduction, crop damage, and health issues.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The temperature of a water body is 25°C. What is the maximum dissolved oxygen it can hold?,8 mg/L,9 mg/L,10 mg/L,7 mg/L,A,"DO solubility decreases with increasing temperature; at 25°C, the maximum DO is approximately 8 mg/L.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
"A city's waste management system is based on the principle of reduce, reuse, and recycle. What is the primary benefit?",Reducing landfill waste,Increasing energy consumption,Polluting water bodies,Emitting greenhouse gases,A,"Reduce, reuse, and recycle minimize waste sent to landfills, conserving resources and reducing environmental impact.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
Eutrophication is caused by an excess of which nutrient?,Nitrogen and phosphorus,Carbon and oxygen,Sulfur and potassium,Calcium and magnesium,A,"Excess N and P from fertilizers and sewage stimulate excessive algae growth, leading to eutrophication.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The ozone layer depletion is primarily caused by?,CO2,CH4,CFCs,N2O,C,"CFCs release chlorine atoms, which catalytically destroy ozone molecules, depleting the ozone layer.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
A lake has a pH of 9. What is the likely effect on aquatic life?,Thriving,No effect,Stressed,Dead,C,pH outside the range 6.5-8.5 can stress aquatic life; a pH of 9 is alkaline and may harm some species.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary purpose of a scrubber in pollution control?,Removing particulate matter,Reducing SO2 emissions,Increasing energy efficiency,Decreasing NOx emissions,B,Scrubbers use a chemical solution to remove pollutants like SO2 from industrial exhaust streams.,GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The global warming potential of a gas is determined by its?,Molecular weight,Infrared absorptivity,Atmospheric lifetime,All of the above,D,"GWP depends on a gas's ability to absorb IR radiation, its atmospheric lifetime, and other factors.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
A wastewater treatment plant uses activated sludge process. What is its primary function?,Removing suspended solids,Reducing BOD,Killing pathogens,All of the above,D,"Activated sludge process involves microorganisms that break down organic matter, reducing BOD, and also removes suspended solids and pathogens.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The most significant environmental impact of mining is?,Habitat destruction,Water pollution,Soil erosion,All of the above,D,"Mining can cause habitat destruction, water pollution, soil erosion, and other environmental impacts.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the purpose of Environmental Impact Assessment (EIA)?,Predicting environmental consequences,Mitigating environmental damage,Identifying alternatives,All of the above,D,"EIA is a process that predicts environmental impacts, identifies alternatives, and mitigates damage.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
A chemical plant releases toxic chemicals into the air. What is the likely effect on the surrounding environment?,No impact,Air pollution,Water pollution,Soil pollution,B,"Releasing toxic chemicals into the air causes air pollution, potentially harming human health and the environment.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The main component of natural gas is?,Methane,Ethane,Propane,Butane,A,"Natural gas is primarily composed of methane, a potent greenhouse gas.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary advantage of using renewable energy sources?,Reducing greenhouse gas emissions,Increasing energy security,Lowering energy costs,All of the above,D,"Renewable energy sources like solar and wind power reduce GHG emissions, improve energy security, and can lower costs.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
A city's water supply is contaminated with lead. What is the likely cause?,Industrial pollution,Agricultural runoff,Corroded pipes,Natural sources,C,"Lead contamination in water supplies often results from corroded pipes, particularly those containing lead solder or fixtures.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Environmental Chemistry
The pH of a solution is 4. What is the concentration of H+ ions?,10^-4 M,10^-10 M,10^-7 M,10^-3 M,A,pH = -log[H+]; [H+] = 10^(-pH) = 10^(-4) = 10^-4 M,LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary cause of acid rain?,CO2 emissions,SO2 and NOx emissions,CFC emissions,CH4 emissions,B,"SO2 and NOx react with water, oxygen, and other chemicals to form sulfuric and nitric acids, causing acid rain",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The BOD (Biochemical Oxygen Demand) of a water sample is 5 mg/L. What does it indicate?,High oxygen levels,Low organic pollution,Moderate organic pollution,High organic pollution,C,"BOD measures oxygen consumed by microorganisms; 5 mg/L indicates moderate organic pollution, as it's neither very high nor very low",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the main sink for CO2 in the atmosphere?,Oceans,Forests,Soil,Atmosphere,A,"Oceans absorb CO2 through chemical reactions and biological processes, making them the largest carbon sink",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
"The concentration of a pollutant is 2 mg/m³. If the molecular weight is 100 g/mol, what is the concentration in ppm?",0.448 ppm,0.224 ppm,0.488 ppm,0.112 ppm,B,ppm = (mg/m³ * 24.45) / molecular weight = (2 * 24.45) / 100 = 0.489 / 2.18 (approx. air density) = 0.224 ppm,LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the effect of eutrophication on aquatic life?,Increased biodiversity,Decreased algal growth,Depletion of dissolved oxygen,Improved water clarity,C,"Eutrophication leads to excessive algal growth, which depletes dissolved oxygen upon decomposition, harming aquatic life",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a hardness of 150 mg/L as CaCO3. What is its hardness in meq/L?,1.5 meq/L,3 meq/L,2 meq/L,4 meq/L,B,"meq/L = (mg/L as CaCO3) / 50 = 150 / 50 = 3 meq/L, as CaCO3 equivalent weight is 50",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the role of a catalyst in the reduction of NOx emissions?,To increase the reaction rate,To decrease the reaction rate,To change the reaction pathway,To increase the reaction temperature,A,"Catalysts speed up the reduction reaction of NOx to N2, making the process more efficient",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A lake has a pH of 6. What is the pOH?,8,6,7,5,A,pH + pOH = 14; pOH = 14 - pH = 14 - 6 = 8,LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The Threshold Limit Value (TLV) of a pollutant is 5 ppm. What does it signify?,Maximum allowable concentration,Minimum allowable concentration,Average concentration over 8 hours,Peak concentration,C,"TLV is the maximum average concentration allowed over an 8-hour workday, indicating a safe exposure level",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary effect of particulate matter on human health?,Respiratory problems,Cardiovascular diseases,Cancer,Neurological damage,A,Particulate matter can cause respiratory problems by irritating lungs and exacerbating conditions like asthma,LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The COD (Chemical Oxygen Demand) of a wastewater sample is 200 mg/L. What does it indicate?,Low organic pollution,Moderate organic pollution,High organic pollution,Inorganic pollution,C,COD measures the oxygen required to oxidize organic matter; 200 mg/L indicates high organic pollution,LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the main cause of photochemical smog?,CO2 emissions,SO2 emissions,NOx and VOC emissions,CFC emissions,C,"NOx and VOCs react in sunlight to form ground-level ozone and other pollutants, creating photochemical smog",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of dissolved oxygen in a water sample is 4 mg/L. What is the percentage saturation at 20°C?,40%,50%,60%,30%,B,"At 20°C, the saturation DO is approximately 9 mg/L; 4 mg/L is about 44% saturation, closest to 50%",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the effect of thermal pollution on aquatic life?,Increased biodiversity,Decreased metabolic rates,Increased dissolved oxygen,Reduced dissolved oxygen,D,"Thermal pollution increases water temperature, reducing dissolved oxygen solubility and harming aquatic life",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A city's air quality index is 150. What does it indicate?,Good air quality,Moderate air quality,Unhealthy air quality,Very unhealthy air quality,C,"Air quality index values: 0-50 (good), 51-100 (moderate), 101-150 (unhealthy for sensitive groups), 151-200 (unhealthy)",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The half-life of a pollutant is 10 days. How long will it take for 90% of it to degrade?,33.2 days,23.1 days,43.2 days,30 days,A,"For 90% degradation, remaining fraction is 0.1; using the formula t = t1/2 * log(1/0.1)/log(2), we get t = 10 * 3.32 = 33.2 days",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the main environmental impact of landfills?,Soil pollution,Water pollution,Air pollution,All of the above,D,"Landfills can cause soil pollution through leachates, water pollution through leachate migration, and air pollution through methane emissions",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The noise level is 80 dB. What is the sound intensity?,10^-4 W/m²,10^-6 W/m²,10^-8 W/m²,10^-5 W/m²,A,"Sound intensity level (dB) = 10 log(I/I0); 80 = 10 log(I/10^-12); I = 10^(-4) W/m², using I0 = 10^-12 W/m²",LUMS_SAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The BOD of a water sample is 5 mg/L. What does it indicate?,Low organic pollution,High organic pollution,Presence of toxic chemicals,High dissolved oxygen,A,BOD (Biochemical Oxygen Demand) measures the oxygen required to break down organic matter; low BOD indicates low organic pollution.,NET,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary sink for CO2 in the atmosphere?,Oceans,Forests,Soil,Atmosphere,A,"Oceans absorb CO2 through chemical reactions and biological processes, making them a primary sink.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of a pollutant is 2 mg/m³. What is its concentration in ppm?,1 ppm,2 ppm,0.5 ppm,4 ppm,B,"1 mg/m³ = 1 ppm for gases at standard conditions, assuming ideal gas behavior.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a COD of 100 mg/L. What does it indicate?,Low organic pollution,High organic pollution,Presence of inorganic pollutants,High dissolved oxygen,B,COD (Chemical Oxygen Demand) measures the oxygen required to oxidize organic matter; high COD indicates high organic pollution.,NET,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the main cause of ozone layer depletion?,CO2 emissions,CFC emissions,CH4 emissions,N2O emissions,B,"CFCs (chlorofluorocarbons) release chlorine atoms, which catalytically destroy ozone molecules, causing depletion.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
The pE of a solution is 5. What is the ratio of oxidized to reduced species?,10^5,10^-5,10^10,10^-10,A,"pE = log(ox/red), so ox/red = 10^(pE) = 10^5, using the Nernst equation.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
A soil sample has a pH of 6. What is the pOH?,8,6,4,2,A,"pH + pOH = 14, so pOH = 14 - pH = 14 - 6 = 8, using the water dissociation constant.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of a pollutant is 0.5 ppb. What is its concentration in ng/m³?,0.5 ng/m³,5 ng/m³,50 ng/m³,500 ng/m³,B,"1 ppb = 1 ng/L for gases or 1 μg/m³; assuming standard conditions, 0.5 ppb = 0.5 μg/m³ or 500 ng/m³, but for air, 1 ppb = 1 ng/L = 1 μg/m³ at STP, for an ideal gas.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the effect of heavy metals on aquatic life?,Increased growth rates,Toxicity and bioaccumulation,Improved water clarity,Enhanced nutrient cycling,B,"Heavy metals are toxic and can bioaccumulate in aquatic organisms, causing harm.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
A wastewater sample has a TSS of 200 mg/L. What does it indicate?,Low suspended solids,High suspended solids,Presence of dissolved pollutants,High dissolved oxygen,B,TSS (Total Suspended Solids) measures the concentration of suspended particles; high TSS indicates high suspended solids.,NET,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the primary mechanism of pesticide degradation in soil?,Hydrolysis,Photolysis,Microbial degradation,Volatilization,C,"Microorganisms in soil degrade pesticides through enzymatic reactions, breaking them down into simpler compounds.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
The DO of a water sample is 5 mg/L. What is its saturation percentage?,50%,25%,75%,100%,A,"Assuming a saturated DO of 10 mg/L at a given temperature, 5 mg/L is 50% saturation.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the effect of ocean acidification on marine life?,Increased calcification,Decreased calcification,Improved coral growth,Enhanced shell formation,B,"Ocean acidification decreases pH, reducing carbonate ion availability, making it harder for organisms to form calcium carbonate shells.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
A air sample has a CO concentration of 10 ppm. What is its concentration in mg/m³?,10 mg/m³,20 mg/m³,12 mg/m³,15 mg/m³,C,"1 ppm CO = 1.25 mg/m³ (using molecular weight and ideal gas law), so 10 ppm = 12.5 mg/m³, approximately.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
What is the main cause of groundwater pollution?,Agricultural runoff,Industrial waste disposal,Leaky landfills,All of the above,D,"Various human activities, including agricultural runoff, industrial waste, and leaky landfills, can contaminate groundwater.",NET,Conceptual,Medium,Chemistry,Environmental Chemistry
The pH of a 0.01 M HCl solution is,1,2,3,4,B,"pH = -log[H+], here [H+] = 0.01 M, so pH = -log(0.01) = 2",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The BOD of a water sample is 5 mg/L. It indicates,Water is highly polluted,Water is moderately polluted,Water is clean,Water is saline,B,BOD (Biochemical Oxygen Demand) between 3-6 mg/L indicates moderate pollution,ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of DDT in a sample of water is 10 ppb. Its molarity is,2.82 x 10^-8 M,2.82 x 10^-10 M,2.82 x 10^-11 M,2.82 x 10^-9 M,C,"ppb = (mass of solute / volume of solution) x 10^9, molar mass of DDT = 354.5 g/mol, so 10 ppb = 10 / 354.5 x 10^-9 M = 2.82 x 10^-11 M",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a hardness of 200 mg/L as CaCO3. Its molarity is,2 x 10^-3 M,2 x 10^-4 M,1 x 10^-3 M,1 x 10^-4 M,A,"Hardness as CaCO3 = 200 mg/L, molar mass of CaCO3 = 100 g/mol, so molarity = 200 / 100 x 10^-3 M = 2 x 10^-3 M",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The ozone layer depletion is mainly caused by,CO2,CH4,CFCs,N2O,C,"CFCs (Chlorofluorocarbons) release Cl radicals, which catalytically destroy ozone molecules",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A sample of water has a pH of 6.5 at 25°C. Its [H+] is,3.16 x 10^-7 M,3.16 x 10^-6 M,3.16 x 10^-8 M,3.16 x 10^-5 M,A,[H+] = 10^(-pH) = 10^(-6.5) = 3.16 x 10^-7 M,ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of lead in a water sample is 0.05 ppm. Its molarity is,2.41 x 10^-7 M,2.41 x 10^-6 M,2.41 x 10^-8 M,2.41 x 10^-9 M,A,"ppm = (mass of solute / mass of solution) x 10^6, molar mass of Pb = 207.2 g/mol, density of water = 1 g/mL, so 0.05 ppm = 0.05 / 207.2 x 10^-3 M = 2.41 x 10^-7 M",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a COD of 100 mg/L. It indicates,Water is clean,Water is moderately polluted,Water is highly polluted,Water is saline,C,COD (Chemical Oxygen Demand) > 50 mg/L indicates high pollution,ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The reaction of Cl2 with water produces,HCl and HOCl,HCl and ClO2,HOCl and ClO3^-,ClO2 and ClO3^-,A,"Cl2 + H2O -> HOCl + HCl, a disproportionation reaction",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The pH of a buffer solution containing 0.1 M CH3COOH and 0.1 M CH3COONa is,4.74,4.35,4.55,4.95,A,"pH = pKa + log([salt]/[acid]), pKa of CH3COOH = 4.74, so pH = 4.74 + log(0.1/0.1) = 4.74",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
A water sample has a total hardness of 150 mg/L as CaCO3. Its molarity is,1.5 x 10^-3 M,1.5 x 10^-4 M,1 x 10^-3 M,1 x 10^-4 M,A,"Hardness as CaCO3 = 150 mg/L, molar mass of CaCO3 = 100 g/mol, so molarity = 150 / 100 x 10^-3 M = 1.5 x 10^-3 M",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The concentration of mercury in a water sample is 0.01 ppm. Its molarity is,4.98 x 10^-8 M,4.98 x 10^-7 M,4.98 x 10^-9 M,4.98 x 10^-10 M,A,"ppm = (mass of solute / mass of solution) x 10^6, molar mass of Hg = 200.59 g/mol, density of water = 1 g/mL, so 0.01 ppm = 0.01 / 200.59 x 10^-3 M = 4.98 x 10^-8 M",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
The main cause of eutrophication is,Excess nutrients,Excess Cl^-,Excess SO4²-,Excess Na^+,A,"Excess nutrients like N and P cause algal blooms, leading to eutrophication",ECAT,Conceptual,Medium,Chemistry,Environmental Chemistry
