Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The energy of an electron in the nth orbit is given by E = -13.6 / n² eV. What is the energy of an electron in the 3rd orbit?,-1.51 eV,-3.4 eV,-6.04 eV,-12.09 eV,A,"Using E = -13.6 / n², for n = 3, E = -13.6 / 3² = -13.6 / 9 = -1.51 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
"The radius of the nth orbit is given by r = n²a₀. If a₀ = 0.53 Å, what is the radius of the 2nd orbit?",0.53 Å,1.06 Å,2.12 Å,4.24 Å,C,"Using r = n²a₀, for n = 2, r = 2² * 0.53 = 4 * 0.53 = 2.12 Å.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of H-atom is 13.6 eV. What is the ionization energy of Li²⁺?,13.6 eV,54.4 eV,122.4 eV,13.6 / 9 eV,C,"Ionization energy is proportional to Z². For Li²⁺, Z = 3, so ionization energy = 13.6 * 3² = 13.6 * 9 = 122.4 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of a spectral line is given by 1 / λ = R(1 / n₁² - 1 / n₂²). What is the wavelength of the first line of the Balmer series?,6563 Å,4861 Å,4341 Å,4102 Å,A,"For the first line of the Balmer series, n₁ = 2, n₂ = 3. Using 1 / λ = R(1 / 2² - 1 / 3²), we get λ = 6563 Å.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The de Broglie wavelength of a particle is given by λ = h / p. What is the de Broglie wavelength of an electron with momentum 1.05 × 10⁻²⁴ kg m/s?,6.26 × 10⁻¹⁰ m,6.26 × 10⁻⁸ m,6.26 × 10⁻¹² m,6.26 × 10⁻⁶ m,A,"Using λ = h / p, we get λ = 6.626 × 10⁻³⁴ / 1.05 × 10⁻²⁴ = 6.31 × 10⁻¹⁰ m ≈ 6.26 × 10⁻¹⁰ m.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of a spectral line is given by ν = Rc(1 / n₁² - 1 / n₂²). What is the frequency of the second line of the Lyman series?,2.47 × 10¹⁵ Hz,3.08 × 10¹⁵ Hz,2.92 × 10¹⁵ Hz,3.29 × 10¹⁵ Hz,C,"For the second line of the Lyman series, n₁ = 1, n₂ = 3. Using ν = Rc(1 / 1² - 1 / 3²), we get ν = 2.92 × 10¹⁵ Hz.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy of a photon is given by E = hν. What is the energy of a photon with frequency 5 × 10¹⁴ Hz?,3.31 × 10⁻¹⁹ J,3.31 × 10⁻¹⁸ J,3.31 × 10⁻¹⁷ J,3.31 × 10⁻²⁰ J,A,"Using E = hν, we get E = 6.626 × 10⁻³⁴ * 5 × 10¹⁴ = 3.31 × 10⁻¹⁹ J.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The number of electrons in the nth shell is given by 2n². What is the number of electrons in the 4th shell?,16,32,50,72,B,"Using 2n², for n = 4, we get 2 * 4² = 2 * 16 = 32.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The orbital angular momentum is given by √(l(l+1)) ħ. What is the orbital angular momentum for l = 2?,√6 ħ,√3 ħ,2 ħ,√2 ħ,A,"Using √(l(l+1)) ħ, for l = 2, we get √(2(2+1)) ħ = √6 ħ.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The spin angular momentum is given by √(s(s+1)) ħ. What is the spin angular momentum for s = 1/2?,√3/2 ħ,√3/4 ħ,(√3)/2 ħ,1/2 ħ,C,"Using √(s(s+1)) ħ, for s = 1/2, we get √(1/2(1/2+1)) ħ = (√3)/2 ħ.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The velocity of an electron in the nth orbit is given by v = 2.188 × 10⁶ / n m/s. What is the velocity of an electron in the 2nd orbit?,1.094 × 10⁶ m/s,2.188 × 10⁶ m/s,4.376 × 10⁶ m/s,1.094 × 10⁷ m/s,A,"Using v = 2.188 × 10⁶ / n, for n = 2, we get v = 2.188 × 10⁶ / 2 = 1.094 × 10⁶ m/s.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ratio of the radii of the first three orbits is,1 : 2 : 3,1 : 4 : 9,1 : 8 : 27,1 : 3 : 5,B,"Using r ∝ n², the ratio of radii is 1² : 2² : 3² = 1 : 4 : 9.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ratio of the energies of the first three orbits is,1 : 1/4 : 1/9,1 : 4 : 9,1 : 1/2 : 1/3,1 : 2 : 3,A,"Using E ∝ 1/n², the ratio of energies is 1/1² : 1/2² : 1/3² = 1 : 1/4 : 1/9.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of He⁺ is,13.6 eV,27.2 eV,54.4 eV,6.8 eV,C,"Ionization energy is proportional to Z². For He⁺, Z = 2, so ionization energy = 13.6 * 2² = 13.6 * 4 = 54.4 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of revolution of an electron in the nth orbit is given by f = me⁴Z² / (4ε₀²n³ħ³). What is the frequency of revolution of an electron in the 3rd orbit of H-atom?,2.44 × 10¹⁴ Hz,2.44 × 10¹³ Hz,2.44 × 10¹⁵ Hz,2.44 × 10¹² Hz,B,"Using f = me⁴Z² / (4ε₀²n³ħ³), for n = 3, Z = 1, we get f = 2.44 × 10¹³ Hz (approx.).",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The number of photons emitted per second by a source of power 100 W and wavelength 5000 Å is,2.5 × 10²⁰,2.5 × 10¹⁹,2.5 × 10²¹,2.5 × 10¹⁸,A,"Using E = hc / λ, we get E = 3.98 × 10⁻¹⁹ J. Number of photons = Power / E = 100 / 3.98 × 10⁻¹⁹ = 2.51 × 10²⁰.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy required to remove an electron from the ground state of Li²⁺ is,13.6 eV,122.4 eV,54.4 eV,27.2 eV,B,"Ionization energy is proportional to Z². For Li²⁺, Z = 3, so ionization energy = 13.6 * 3² = 13.6 * 9 = 122.4 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of the second line of the Balmer series is,4861 Å,4341 Å,4102 Å,6563 Å,A,"For the second line of the Balmer series, n₁ = 2, n₂ = 4. Using 1 / λ = R(1 / 2² - 1 / 4²), we get λ = 4861 Å.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy of the photon emitted when an electron jumps from n = 3 to n = 2 is,1.89 eV,1.51 eV,3.4 eV,0.38 eV,A,"Using ΔE = 13.6(1/n₁² - 1/n₂²), for n₁ = 2, n₂ = 3, we get ΔE = 1.89 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The kinetic energy of an electron in the nth orbit is given by KE = 13.6 / n² eV. What is the kinetic energy of an electron in the 2nd orbit?,3.4 eV,6.8 eV,1.7 eV,13.6 eV,A,"Using KE = 13.6 / n², for n = 2, KE = 13.6 / 2² = 13.6 / 4 = 3.4 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of hydrogen atom is 13.6 eV. What is the ionization energy of He+?,13.6 eV,27.2 eV,54.4 eV,108.8 eV,C,"Ionization energy is proportional to Z². For He+, Z = 2, so IE = 13.6 * 2² = 54.4 eV.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The velocity of an electron in the nth orbit is given by,2.18 * 10^6 / n m/s,2.18 * 10^6 n m/s,2.18 * 10^6 / n² m/s,2.18 * 10^6 n² m/s,A,"Using Bohr's model, velocity is inversely proportional to n, hence the formula v = 2.18 * 10^6 / n m/s.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of a spectral line is given by the Rydberg formula,1 / λ = R * (1 / n1² - 1 / n2²),1 / λ = R * (1 / n1 - 1 / n2),λ = R * (1 / n1² - 1 / n2²),λ = R * (1 / n1 - 1 / n2),A,"The Rydberg formula is 1 / λ = R * (1 / n1² - 1 / n2²), where R is the Rydberg constant.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The number of spectral lines emitted when an electron jumps from n = 4 to n = 1 is,3,4,5,6,D,"Using the formula for spectral lines: n(n-1)/2, where n is the difference between the two energy levels, here it is 4-1 = 3, so 3(3+1)/2 = 6.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of the radiation emitted when an electron falls from n = 3 to n = 2 is,4.57 * 10^14 Hz,4.57 * 10^15 Hz,4.57 * 10^16 Hz,4.57 * 10^17 Hz,A,"Using the Rydberg formula and the speed of light equation c = λν, we can calculate the frequency.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The de Broglie wavelength of an electron moving with a velocity of 2.18 * 10^6 m/s is,0.33 nm,0.33 Å,3.3 Å,3.3 nm,C,"Using the de Broglie equation λ = h / mv, where h is Planck's constant, we can calculate the wavelength.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The uncertainty principle is given by,Δx * Δp >= h / 4π,Δx * Δp >= h / 2π,Δx * Δv >= h / 4πm,Δx * Δv >= h / 2πm,A,"The uncertainty principle is Δx * Δp >= h / 4π, where Δx is the uncertainty in position and Δp is the uncertainty in momentum.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The energy of the photon emitted when an electron falls from n = 3 to n = 1 is,12.09 eV,12.75 eV,13.6 eV,1.89 eV,A,"Using the energy level formula, we can calculate the energy difference between n = 3 and n = 1.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The ratio of the energy of the first excited state to the ground state is, 1 / 4, 1 / 2, 3 / 4,4,A,"The energy of the first excited state (n = 2) is 1/4 of the ground state (n = 1), so the ratio is 1/4.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of the radiation emitted when an electron falls from n = 4 to n = 2 is,486 nm,486 Å,656 nm,656 Å,A,"Using the Rydberg formula, we can calculate the wavelength of the radiation emitted.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of a hydrogen-like atom with Z = 4 is,54.4 eV,217.6 eV,13.6 eV,108.8 eV,B,"For Z = 4, IE = 13.6 * 4² = 217.6 eV.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The energy of the electron in the ground state of a hydrogen-like atom with Z = 3 is,-122.4 eV,-13.6 eV,-54.4 eV,-217.6 eV,A,"For Z = 3, energy = -13.6 * 3² = -122.4 eV.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of the radiation absorbed when an electron jumps from n = 1 to n = 3 is,2.92 * 10^15 Hz,2.92 * 10^14 Hz,1.46 * 10^15 Hz,1.46 * 10^14 Hz,A,"Using the energy level formula and the speed of light equation, we can calculate the frequency.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The ratio of the radius of the first excited state to the ground state is,4,2, 1 / 2, 1 / 4,A,"The radius of the first excited state (n = 2) is 4 times the ground state (n = 1), so the ratio is 4.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The energy required to remove an electron from the first excited state of He+ is,13.6 eV,6.04 eV,3.4 eV,1.51 eV,B,"For He+, Z = 2, and n = 2, so energy = -13.6 * 2² / 2² = -13.6 eV, and to remove it from n = 2, energy required is 13.6 / 4 = 3.4 * 4 / 2² = 6.04 eV (using Z²).",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The number of nodes in the 3s orbital is,2,1,3,0,A,"The number of nodes in an orbital is n-1, where n is the principal quantum number, so for 3s, it's 3-1 = 2.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
The orbital with the highest energy in a multi-electron atom is,4s,3d,4p,4d,D,"In a multi-electron atom, the energy of an orbital is determined by n + l, so 4d has the highest energy among the given options.",GIKI_PIEAS,Conceptual,Medium,Chemistry,Atomic Structure
What is the de Broglie wavelength of an electron moving at 10% of the speed of light?,0.024 nm,0.024 Å,0.24 nm,0.24 Å,A,"Using λ = h / mv, where v = 0.1c, we get λ = 0.024 nm.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The number of electrons in the 3d subshell of Cr is,4,5,6,3,B,"Cr's electronic configuration is [Ar] 3d⁵ 4s¹, so 3d has 5 electrons.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of H is 13.6 eV. What is the ionization energy of He⁺?,13.6 eV,27.2 eV,54.4 eV,108.8 eV,C,"Ionization energy ∝ Z², so for He⁺ (Z=2), it is 4 times that of H, hence 54.4 eV.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of the radiation emitted when an electron jumps from n=3 to n=2 is,4.57 × 10¹⁴ Hz,3.29 × 10¹⁵ Hz,4.57 × 10¹⁵ Hz,3.29 × 10¹⁴ Hz,A,"Using ΔE = hf and the energy level formula, we can calculate the frequency.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The effective nuclear charge experienced by an electron in the outermost shell is,Z,Z - σ,Z + σ,σ,B,Effective nuclear charge is the actual nuclear charge minus the shielding constant σ.,LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of the radiation emitted when an electron falls from n = ∞ to n = 1 is,91 nm,91 Å,912 Å,912 nm,C,"Using the Rydberg formula, 1/λ = R(1/1² - 1/∞²), we get λ = 912 Å.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The number of radial nodes in a 3s orbital is,0,1,2,3,C,Number of radial nodes = n - l - 1 = 3 - 0 - 1 = 2.,LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The spin multiplicity of an atom with 3 unpaired electrons is,2,4,6,8,B,"Spin multiplicity = 2S + 1, where S is the total spin; for 3 unpaired electrons, S = 3/2, so 2S + 1 = 4.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy required to remove an electron from the ground state of He is,24.6 eV,54.4 eV,79 eV,108.8 eV,A,The first ionization energy of He is 24.6 eV.,LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The orbital angular momentum of an electron in a d-orbital is,√6 ℏ,√2 ℏ,0,√12 ℏ,A,"For d-orbitals, l = 2, so L = √(l(l+1)) ℏ = √6 ℏ.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The element with the electronic configuration [Ar] 3d⁵ 4s¹ is,Cr,Mn,Fe,Co,A,The given configuration corresponds to Chromium (Cr).,LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The number of electrons in the M-shell of an atom with atomic number 26 is,14,16,18,20,A,Fe (Z=26) has an electronic configuration [Ar] 3d⁶ 4s²; M-shell has 14 electrons.,LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The quantum number that determines the shape of an orbital is,n,l,m,s,B,The azimuthal quantum number l determines the orbital shape.,LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of the photon emitted when an electron jumps from n = 2 to n = 1 is,2.46 × 10¹⁵ Hz,1.23 × 10¹⁵ Hz,4.57 × 10¹⁴ Hz,3.29 × 10¹⁵ Hz,A,"Using ΔE = hf, where ΔE is the energy difference between n=2 and n=1.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The atomic number of an element with the outermost electronic configuration 3d⁶ 4s² is,24,26,28,30,B,"The configuration 3d⁶ 4s² corresponds to Fe, which has Z = 26.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy of the photon emitted when an electron falls from n = 3 to n = 2 is,1.89 eV,2.55 eV,3.4 eV,1.51 eV,A,"Using the energy level formula, ΔE = E₃ - E₂ = 1.89 eV.",LUMS_SAT,Conceptual,Medium,Chemistry,Atomic Structure
The frequency of revolution of an electron in the nth orbit is,∝ 1 / n,∝ 1 / n³,∝ n,∝ n²,B,"Frequency is related to velocity and radius; using Bohr's model, it is ∝ 1 / n³.",NET,Conceptual,Medium,Chemistry,Atomic Structure
The de Broglie wavelength of an electron is,h / mv,mv / h,h / √(2mE),√(2mE) / h,A,"de Broglie's equation states λ = h / mv, relating wavelength to momentum.",NET,Conceptual,Medium,Chemistry,Atomic Structure
The Heisenberg Uncertainty Principle is given by,Δx * Δp >= h / (2π),Δx * Δp <= h / (2π),Δx + Δp >= h / (2π),Δx - Δp >= h / (2π),A,"Heisenberg's principle states that Δx * Δp >= h / (2π), showing the limit of precision.",NET,Conceptual,Medium,Chemistry,Atomic Structure
The number of electrons in the nth shell is,2n,2n²,n²,n,B,The formula 2n² gives the total number of electrons in the nth shell.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The azimuthal quantum number defines,energy level,shape of the orbital,size of the orbital,orientation of the orbital,B,The azimuthal quantum number l defines the shape of the orbital.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The principal quantum number defines,energy level,shape of the orbital,size of the orbital,orientation of the orbital,A,The principal quantum number n defines the energy level of the electron.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The magnetic quantum number defines,energy level,shape of the orbital,size of the orbital,orientation of the orbital,D,The magnetic quantum number ml defines the orientation of the orbital.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The energy of an electron in a hydrogen atom is,-13.6 / n eV,-13.6 / n² eV,-13.6 * n eV,-13.6 * n² eV,B,Energy in a hydrogen atom is given by -13.6 / n² eV.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The velocity of an electron in the nth orbit is,∝ 1 / n,∝ n,∝ 1 / n²,∝ n²,A,"Using Bohr's model, velocity is inversely proportional to n.",NET,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of a spectral line in the Lyman series is given by,1 / λ = R * (1 / 1² - 1 / n²),1 / λ = R * (1 / 2² - 1 / n²),1 / λ = R * (1 / 3² - 1 / n²),1 / λ = R * (1 / 4² - 1 / n²),A,"Lyman series corresponds to transitions to n = 1, so 1 / λ = R * (1 / 1² - 1 / n²).",NET,Conceptual,Medium,Chemistry,Atomic Structure
The Balmer series corresponds to transitions to,n = 1,n = 2,n = 3,n = 4,B,Balmer series involves transitions to n = 2.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The radius of the first Bohr orbit is,0.53 Å,0.53 nm,0.53 pm,5.3 Å,A,The radius of the first Bohr orbit is 0.53 Å.,NET,Conceptual,Medium,Chemistry,Atomic Structure
The energy required to excite an electron from n = 1 to n = 2 is,10.2 eV,12.09 eV,13.6 eV,1.89 eV,A,Energy required = E2 - E1 = -3.4 - (-13.6) = 10.2 eV.,NET,Conceptual,Medium,Chemistry,Atomic Structure
"The energy of an electron in the nth orbit is given by E = -13.6 / n² eV. For n = 3, E = ?",-1.51 eV,-3.4 eV,-6.04 eV,-12.09 eV,A,"Using E = -13.6 / n², for n = 3, E = -13.6 / 9 = -1.51 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of a photon emitted when an electron jumps from n = 3 to n = 2 is given by 1 / λ = R [1 / 2² - 1 / 3²]. What is λ?,656 nm,486 nm,434 nm,410 nm,A,"1 / λ = R [1 / 4 - 1 / 9] = R * 5 / 36, λ = 36 / (5 * R), R = 1.097 * 10⁷, λ = 656 nm.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
"The radius of the nth orbit is given by r = n² * 0.529 Å. For n = 2, r = ?",0.529 Å,1.058 Å,2.116 Å,4.232 Å,C,"r = n² * 0.529, for n = 2, r = 4 * 0.529 = 2.116 Å.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of hydrogen is 13.6 eV. What is the ionization energy of He⁺?,13.6 eV,27.2 eV,54.4 eV,108.8 eV,C,"Ionization energy is proportional to Z², for He⁺, Z = 2, so IE = 13.6 * 2² = 54.4 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
"The velocity of an electron in the nth orbit is given by v = 2.188 * 10⁶ / n m/s. For n = 1, v = ?",2.188 * 10⁶ m/s,1.094 * 10⁶ m/s,4.376 * 10⁶ m/s,1.094 * 10⁵ m/s,A,"v = 2.188 * 10⁶ / n, for n = 1, v = 2.188 * 10⁶ m/s.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy required to remove an electron from the ground state of Li²⁺ is?,13.6 eV,30.6 eV,122.4 eV,217.6 eV,C,"For Li²⁺, Z = 3, IE = 13.6 * 3² = 122.4 eV.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The number of photons emitted per second by a 100 W bulb with 5% efficiency is?,1.25 * 10¹⁹,1.25 * 10²⁰,2.5 * 10¹⁹,2.5 * 10²⁰,A,"Energy emitted per second = 100 * 0.05 = 5 J, E = nhν, n = 5 / (hν), assuming λ = 500 nm, ν = c / λ, n = 1.25 * 10¹⁹.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The de Broglie wavelength of an electron with kinetic energy 100 eV is?,0.123 nm,0.124 nm,1.23 nm,1.24 nm,A,"λ = h / √(2mKE), λ = 6.626 * 10⁻³⁴ / √(2 * 9.11 * 10⁻³¹ * 100 * 1.602 * 10⁻¹⁹) = 0.123 nm.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ratio of the radii of the first three orbits is?,1 : 4 : 9,1 : 2 : 3,1 : 8 : 27,1 : 3 : 5,A,"r ∝ n², so r1 : r2 : r3 = 1² : 2² : 3² = 1 : 4 : 9.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The energy of the photon emitted when an electron jumps from n = 4 to n = 2 is?,2.55 eV,3.4 eV,1.89 eV,0.66 eV,A,ΔE = -13.6 / 4² - (-13.6 / 2²) = -0.85 + 3.4 = 2.55 eV.,ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The wavelength of the electron in the ground state of hydrogen is?,0.332 nm,0.333 nm,3.32 nm,3.33 nm,B,"λ = h / √(2mKE), for ground state, KE = 13.6 eV, λ = 0.333 nm.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ionization energy of a hydrogen-like ion is 54.4 eV. The ion is?,He⁺,Li²⁺,Be³⁺,B⁴⁺,A,"IE = 13.6 * Z², 54.4 = 13.6 * Z², Z = 2, so the ion is He⁺.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
"The energy of the electron in the nth orbit of a hydrogen-like ion is E = -13.6 * Z² / n² eV. For Z = 2 and n = 2, E = ?",-6.8 eV,-13.6 eV,-27.2 eV,-54.4 eV,C,E = -13.6 * 2² / 2² = -13.6 eV.,ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The ratio of the energies of the first three orbits is?,1 : 1/4 : 1/9,1 : 1/2 : 1/3,1 : 4 : 9,1 : 2 : 3,A,"E ∝ 1/n², so E1 : E2 : E3 = 1 : 1/4 : 1/9.",ECAT,Conceptual,Medium,Chemistry,Atomic Structure
The kinetic energy of an electron in the ground state of hydrogen is?,13.6 eV,6.8 eV,3.4 eV,1.7 eV,A,KE = -E = 13.6 eV for ground state.,ECAT,Conceptual,Medium,Chemistry,Atomic Structure
